(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(100, 1.5, 1, -0.5, -0.5, 3.5, 3): Return: 0.06%, Hit Ratio: 50.63%, Max Drawdown: 0.07%
(100, 1.5, 1, -0.5, -0.5, 3.5, 3.5): Return: 0.06%, Hit Ratio: 50.63%, Max Drawdown: 0.07%
(100, 1.5, 1.5, -0.5, 0.5, 2.5, 2.5): Return: 0.06%, Hit Ratio: 58.49%, Max Drawdown: 0.03%
(100, 1.5, 1.5, -0.5, 0.5, 2.5, 3): Return: 0.06%, Hit Ratio: 57.41%, Max Drawdown: 0.03%
(100, 1.5, 1.5, -0.5, 0.5, 2.5, 3.5): Return: 0.06%, Hit Ratio: 57.41%, Max Drawdown: 0.03%
(100, 1.5, 1.5, 0, 0, 2.5, 2.5): Return: 0.06%, Hit Ratio: 53.06%, Max Drawdown: 0.05%
(100, 1.5, 1.5, 0, 0.5, 2.5, 3): Return: 0.06%, Hit Ratio: 53.7%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0, 0.5, 2.5, 3.5): Return: 0.06%, Hit Ratio: 53.7%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0, 0.5, 3, 2.5): Return: 0.06%, Hit Ratio: 57.41%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0, 0.5, 3.5, 2.5): Return: 0.06%, Hit Ratio: 56.36%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0.5, 3, 2.5): Return: 0.06%, Hit Ratio: 55.56%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0.5, 3, 3): Return: 0.06%, Hit Ratio: 54.55%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0.5, 3, 3.5): Return: 0.06%, Hit Ratio: 54.55%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0.5, 3.5, 2.5): Return: 0.06%, Hit Ratio: 54.55%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0.5, 3.5, 3): Return: 0.06%, Hit Ratio: 53.57%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0.5, 3.5, 3.5): Return: 0.06%, Hit Ratio: 53.57%, Max Drawdown: 0.04%
(30, 1, 2, 0, 0, 2.5, 2.5): Return: 0.05%, Hit Ratio: 50.57%, Max Drawdown: 0.08%
(30, 1, 2, 0, 0, 2.5, 3.5): Return: 0.05%, Hit Ratio: 50.57%, Max Drawdown: 0.08%
(30, 1, 2, 0, 0, 3, 2.5): Return: 0.05%, Hit Ratio: 49.43%, Max Drawdown: 0.08%
(30, 1, 2, 0, 0, 3, 3): Return: 0.05%, Hit Ratio: 49.43%, Max Drawdown: 0.08%
(30, 1, 2, 0, 0, 3, 3.5): Return: 0.05%, Hit Ratio: 49.43%, Max Drawdown: 0.08%
(30, 1, 2, 0, 0, 3.5, 2.5): Return: 0.05%, Hit Ratio: 51.14%, Max Drawdown: 0.07%
(30, 1, 2, 0, 0, 3.5, 3): Return: 0.05%, Hit Ratio: 52.27%, Max Drawdown: 0.07%
(30, 1, 2, 0, 0, 3.5, 3.5): Return: 0.05%, Hit Ratio: 52.27%, Max Drawdown: 0.08%
(30, 1, 2, 0.5, -0.5, 2.5, 2.5): Return: 0.05%, Hit Ratio: 44.09%, Max Drawdown: 0.06%
(30, 1, 2, 0.5, -0.5, 2.5, 3): Return: 0.05%, Hit Ratio: 43.62%, Max Drawdown: 0.07%
(30, 1, 2, 0.5, -0.5, 2.5, 3.5): Return: 0.05%, Hit Ratio: 43.62%, Max Drawdown: 0.07%
(30, 1, 2, 0.5, -0.5, 3, 2.5): Return: 0.05%, Hit Ratio: 43.01%, Max Drawdown: 0.06%
(30, 1, 2, 0.5, -0.5, 3, 3): Return: 0.05%, Hit Ratio: 42.55%, Max Drawdown: 0.07%
(30, 1, 2, 0.5, -0.5, 3.5, 2.5): Return: 0.05%, Hit Ratio: 43.62%, Max Drawdown: 0.07%
(30, 1, 2, 0.5, -0.5, 3.5, 3): Return: 0.05%, Hit Ratio: 44.21%, Max Drawdown: 0.07%
(60, 1, 1, -0.5, -0.5, 2.5, 2.5): Return: 0.05%, Hit Ratio: 49.5%, Max Drawdown: 0.05%
(60, 1, 1, -0.5, -0.5, 2.5, 3): Return: 0.05%, Hit Ratio: 47.47%, Max Drawdown: 0.05%
(60, 1, 1, -0.5, -0.5, 2.5, 3.5): Return: 0.05%, Hit Ratio: 47.96%, Max Drawdown: 0.06%
(60, 1, 1, -0.5, -0.5, 3, 3): Return: 0.05%, Hit Ratio: 48.0%, Max Drawdown: 0.06%
(60, 1, 1, -0.5, -0.5, 3, 3.5): Return: 0.05%, Hit Ratio: 48.48%, Max Drawdown: 0.06%
(60, 1, 1, -0.5, -0.5, 3.5, 2.5): Return: 0.05%, Hit Ratio: 49.0%, Max Drawdown: 0.06%
(60, 1, 1, 0, -0.5, 3.5, 3): Return: 0.05%, Hit Ratio: 45.13%, Max Drawdown: 0.07%
(60, 1, 1, 0, -0.5, 3.5, 3.5): Return: 0.05%, Hit Ratio: 45.54%, Max Drawdown: 0.07%
(60, 1, 1.5, -0.5, 0, 2.5, 3): Return: 0.05%, Hit Ratio: 50.62%, Max Drawdown: 0.05%
(60, 1, 1.5, -0.5, 0, 2.5, 3.5): Return: 0.05%, Hit Ratio: 51.25%, Max Drawdown: 0.06%
(60, 1, 1.5, -0.5, 0, 3.5, 3): Return: 0.05%, Hit Ratio: 53.01%, Max Drawdown: 0.05%
(60, 1, 1.5, -0.5, 0, 3.5, 3.5): Return: 0.05%, Hit Ratio: 53.66%, Max Drawdown: 0.05%
(60, 1, 1.5, 0, -0.5, 3, 2.5): Return: 0.05%, Hit Ratio: 42.05%, Max Drawdown: 0.06%
(60, 1, 1.5, 0, 0, 3.5, 3): Return: 0.05%, Hit Ratio: 45.45%, Max Drawdown: 0.07%
(60, 1, 1.5, 0.5, -0.5, 2.5, 3): Return: 0.05%, Hit Ratio: 40.86%, Max Drawdown: 0.07%
(60, 1, 1.5, 0.5, -0.5, 3.5, 3): Return: 0.05%, Hit Ratio: 42.11%, Max Drawdown: 0.07%
(60, 1, 1.5, 0.5, 0.5, 2.5, 2.5): Return: 0.05%, Hit Ratio: 42.86%, Max Drawdown: 0.08%
(60, 1, 1.5, 0.5, 0.5, 3, 2.5): Return: 0.05%, Hit Ratio: 42.57%, Max Drawdown: 0.08%
(60, 1, 1.5, 0.5, 0.5, 3, 3): Return: 0.05%, Hit Ratio: 42.57%, Max Drawdown: 0.08%
(60, 1, 1.5, 0.5, 0.5, 3, 3.5): Return: 0.05%, Hit Ratio: 42.57%, Max Drawdown: 0.09%
(60, 1, 1.5, 0.5, 0.5, 3.5, 2.5): Return: 0.05%, Hit Ratio: 43.56%, Max Drawdown: 0.08%
(60, 1, 1.5, 0.5, 0.5, 3.5, 3.5): Return: 0.05%, Hit Ratio: 43.56%, Max Drawdown: 0.08%
(60, 1.5, 2, -0.5, 0, 3, 2.5): Return: 0.05%, Hit Ratio: 57.89%, Max Drawdown: 0.03%
(60, 1.5, 2, 0, -0.5, 3, 2.5): Return: 0.05%, Hit Ratio: 54.05%, Max Drawdown: 0.02%
(60, 1.5, 2, 0.5, -0.5, 2.5, 2.5): Return: 0.05%, Hit Ratio: 54.05%, Max Drawdown: 0.02%
(60, 1.5, 2, 0.5, -0.5, 3, 3): Return: 0.05%, Hit Ratio: 51.22%, Max Drawdown: 0.02%
(60, 1.5, 2, 0.5, -0.5, 3, 3.5): Return: 0.05%, Hit Ratio: 51.22%, Max Drawdown: 0.02%
(60, 1.5, 2, 0.5, -0.5, 3.5, 3): Return: 0.05%, Hit Ratio: 56.1%, Max Drawdown: 0.02%
(60, 1.5, 2, 0.5, -0.5, 3.5, 3.5): Return: 0.05%, Hit Ratio: 56.1%, Max Drawdown: 0.02%
(60, 1.5, 2, 0.5, 0, 3, 2.5): Return: 0.05%, Hit Ratio: 51.28%, Max Drawdown: 0.02%
(60, 1.5, 2, 0.5, 0, 3, 3): Return: 0.05%, Hit Ratio: 51.22%, Max Drawdown: 0.02%
(60, 1.5, 2, 0.5, 0, 3, 3.5): Return: 0.05%, Hit Ratio: 51.22%, Max Drawdown: 0.02%
(60, 1.5, 2, 0.5, 0, 3.5, 2.5): Return: 0.05%, Hit Ratio: 52.5%, Max Drawdown: 0.02%
(60, 1.5, 2, 0.5, 0.5, 3, 2.5): Return: 0.05%, Hit Ratio: 57.14%, Max Drawdown: 0.02%
(60, 1.5, 2, 0.5, 0.5, 3.5, 2.5): Return: 0.05%, Hit Ratio: 58.14%, Max Drawdown: 0.02%
(100, 1, 1, 0, -0.5, 3, 2.5): Return: 0.05%, Hit Ratio: 45.79%, Max Drawdown: 0.07%
(100, 1, 1, 0, -0.5, 3, 3): Return: 0.05%, Hit Ratio: 47.62%, Max Drawdown: 0.08%
(100, 1, 1, 0, -0.5, 3, 3.5): Return: 0.05%, Hit Ratio: 47.62%, Max Drawdown: 0.08%
(100, 1, 1, 0, -0.5, 3.5, 2.5): Return: 0.05%, Hit Ratio: 45.79%, Max Drawdown: 0.07%
(100, 1, 1, 0, -0.5, 3.5, 3): Return: 0.05%, Hit Ratio: 47.62%, Max Drawdown: 0.08%
(100, 1, 1, 0, -0.5, 3.5, 3.5): Return: 0.05%, Hit Ratio: 47.62%, Max Drawdown: 0.08%
(100, 1, 1.5, 0, 0.5, 2.5, 3): Return: 0.05%, Hit Ratio: 45.36%, Max Drawdown: 0.05%
(100, 1, 1.5, 0, 0.5, 2.5, 3.5): Return: 0.05%, Hit Ratio: 45.36%, Max Drawdown: 0.05%
(100, 1.5, 1.5, 0, 0.5, 2.5, 2.5): Return: 0.05%, Hit Ratio: 54.72%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0.5, 2.5, 2.5): Return: 0.05%, Hit Ratio: 52.83%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0.5, 2.5, 3): Return: 0.05%, Hit Ratio: 51.85%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0.5, 2.5, 3.5): Return: 0.05%, Hit Ratio: 51.85%, Max Drawdown: 0.04%
(30, 1, 1.5, -0.5, -0.5, 2.5, 3): Return: 0.04%, Hit Ratio: 53.33%, Max Drawdown: 0.08%
(30, 1, 1.5, -0.5, -0.5, 2.5, 3.5): Return: 0.04%, Hit Ratio: 53.93%, Max Drawdown: 0.08%
(30, 1, 1.5, -0.5, -0.5, 3, 3): Return: 0.04%, Hit Ratio: 52.22%, Max Drawdown: 0.08%
(30, 1, 1.5, -0.5, -0.5, 3.5, 3): Return: 0.04%, Hit Ratio: 53.85%, Max Drawdown: 0.07%
(30, 1, 1.5, -0.5, -0.5, 3.5, 3.5): Return: 0.04%, Hit Ratio: 54.44%, Max Drawdown: 0.07%
(30, 1, 1.5, 0, -0.5, 2.5, 3): Return: 0.04%, Hit Ratio: 48.39%, Max Drawdown: 0.09%
(30, 1, 1.5, 0, -0.5, 3, 3): Return: 0.04%, Hit Ratio: 47.31%, Max Drawdown: 0.09%
(30, 1, 1.5, 0, -0.5, 3.5, 3): Return: 0.04%, Hit Ratio: 48.94%, Max Drawdown: 0.09%
(30, 1, 2, -0.5, 0.5, 3, 3): Return: 0.04%, Hit Ratio: 50.56%, Max Drawdown: 0.08%
(30, 1, 2, 0, 0.5, 2.5, 2.5): Return: 0.04%, Hit Ratio: 51.11%, Max Drawdown: 0.09%
(30, 1, 2, 0, 0.5, 2.5, 3): Return: 0.04%, Hit Ratio: 51.11%, Max Drawdown: 0.09%
(30, 1, 2, 0, 0.5, 3, 2.5): Return: 0.04%, Hit Ratio: 51.11%, Max Drawdown: 0.09%
(30, 1, 2, 0, 0.5, 3, 3): Return: 0.04%, Hit Ratio: 51.11%, Max Drawdown: 0.09%
(30, 1, 2, 0, 0.5, 3, 3.5): Return: 0.04%, Hit Ratio: 51.11%, Max Drawdown: 0.09%
(30, 1, 2, 0, 0.5, 3.5, 2.5): Return: 0.04%, Hit Ratio: 52.17%, Max Drawdown: 0.08%
(30, 1, 2, 0, 0.5, 3.5, 3): Return: 0.04%, Hit Ratio: 52.17%, Max Drawdown: 0.08%
(30, 1, 2, 0, 0.5, 3.5, 3.5): Return: 0.04%, Hit Ratio: 52.17%, Max Drawdown: 0.09%
(30, 1, 2, 0.5, -0.5, 3, 3.5): Return: 0.04%, Hit Ratio: 42.55%, Max Drawdown: 0.07%
(30, 1, 2, 0.5, -0.5, 3.5, 3.5): Return: 0.04%, Hit Ratio: 44.21%, Max Drawdown: 0.07%
(30, 1, 2, 0.5, 0, 2.5, 2.5): Return: 0.04%, Hit Ratio: 44.68%, Max Drawdown: 0.08%
(30, 1, 2, 0.5, 0, 2.5, 3): Return: 0.04%, Hit Ratio: 44.21%, Max Drawdown: 0.08%
(30, 1, 2, 0.5, 0, 2.5, 3.5): Return: 0.04%, Hit Ratio: 44.21%, Max Drawdown: 0.08%
(30, 1, 2, 0.5, 0, 3, 2.5): Return: 0.04%, Hit Ratio: 43.62%, Max Drawdown: 0.08%
(30, 1, 2, 0.5, 0, 3, 3): Return: 0.04%, Hit Ratio: 43.16%, Max Drawdown: 0.08%
(30, 1, 2, 0.5, 0, 3.5, 2.5): Return: 0.04%, Hit Ratio: 45.26%, Max Drawdown: 0.07%
(30, 1, 2, 0.5, 0, 3.5, 3): Return: 0.04%, Hit Ratio: 45.83%, Max Drawdown: 0.07%
(30, 1, 2, 0.5, 0.5, 2.5, 2.5): Return: 0.04%, Hit Ratio: 45.83%, Max Drawdown: 0.08%
(30, 1, 2, 0.5, 0.5, 3, 2.5): Return: 0.04%, Hit Ratio: 45.83%, Max Drawdown: 0.08%
(30, 1, 2, 0.5, 0.5, 3, 3): Return: 0.04%, Hit Ratio: 45.36%, Max Drawdown: 0.08%
(30, 1, 2, 0.5, 0.5, 3, 3.5): Return: 0.04%, Hit Ratio: 45.36%, Max Drawdown: 0.09%
(30, 1, 2, 0.5, 0.5, 3.5, 2.5): Return: 0.04%, Hit Ratio: 46.94%, Max Drawdown: 0.08%
(30, 1, 2, 0.5, 0.5, 3.5, 3): Return: 0.04%, Hit Ratio: 46.46%, Max Drawdown: 0.08%
(60, 1, 1, -0.5, -0.5, 3, 2.5): Return: 0.04%, Hit Ratio: 48.51%, Max Drawdown: 0.06%
(60, 1, 1, 0, -0.5, 2.5, 2.5): Return: 0.04%, Hit Ratio: 43.48%, Max Drawdown: 0.06%
(60, 1, 1, 0, -0.5, 2.5, 3): Return: 0.04%, Hit Ratio: 42.48%, Max Drawdown: 0.07%
(60, 1, 1, 0, -0.5, 2.5, 3.5): Return: 0.04%, Hit Ratio: 42.86%, Max Drawdown: 0.07%
(60, 1, 1, 0, -0.5, 3, 3): Return: 0.04%, Hit Ratio: 42.98%, Max Drawdown: 0.07%
(60, 1, 1, 0, -0.5, 3, 3.5): Return: 0.04%, Hit Ratio: 43.36%, Max Drawdown: 0.08%
(60, 1, 1, 0, -0.5, 3.5, 2.5): Return: 0.04%, Hit Ratio: 43.86%, Max Drawdown: 0.07%
(60, 1, 1.5, -0.5, 0, 2.5, 2.5): Return: 0.04%, Hit Ratio: 51.22%, Max Drawdown: 0.05%
(60, 1, 1.5, -0.5, 0, 3, 2.5): Return: 0.04%, Hit Ratio: 50.59%, Max Drawdown: 0.06%
(60, 1, 1.5, -0.5, 0, 3, 3): Return: 0.04%, Hit Ratio: 50.0%, Max Drawdown: 0.05%
(60, 1, 1.5, -0.5, 0, 3, 3.5): Return: 0.04%, Hit Ratio: 50.6%, Max Drawdown: 0.06%
(60, 1, 1.5, -0.5, 0, 3.5, 2.5): Return: 0.04%, Hit Ratio: 51.19%, Max Drawdown: 0.06%
(60, 1, 1.5, -0.5, 0.5, 2.5, 3): Return: 0.04%, Hit Ratio: 43.48%, Max Drawdown: 0.06%
(60, 1, 1.5, -0.5, 0.5, 2.5, 3.5): Return: 0.04%, Hit Ratio: 43.48%, Max Drawdown: 0.07%
(60, 1, 1.5, -0.5, 0.5, 3, 3): Return: 0.04%, Hit Ratio: 43.16%, Max Drawdown: 0.06%
(60, 1, 1.5, -0.5, 0.5, 3.5, 3): Return: 0.04%, Hit Ratio: 44.21%, Max Drawdown: 0.06%
(60, 1, 1.5, -0.5, 0.5, 3.5, 3.5): Return: 0.04%, Hit Ratio: 44.21%, Max Drawdown: 0.07%
(60, 1, 1.5, 0, 0, 2.5, 3): Return: 0.04%, Hit Ratio: 43.02%, Max Drawdown: 0.07%
(60, 1, 1.5, 0, 0, 2.5, 3.5): Return: 0.04%, Hit Ratio: 43.53%, Max Drawdown: 0.07%
(60, 1, 1.5, 0, 0, 3, 3): Return: 0.04%, Hit Ratio: 42.7%, Max Drawdown: 0.07%
(60, 1, 1.5, 0, 0, 3.5, 3.5): Return: 0.04%, Hit Ratio: 45.98%, Max Drawdown: 0.07%
(60, 1, 1.5, 0, 0.5, 2.5, 3): Return: 0.04%, Hit Ratio: 40.86%, Max Drawdown: 0.07%
(60, 1, 1.5, 0, 0.5, 2.5, 3.5): Return: 0.04%, Hit Ratio: 40.86%, Max Drawdown: 0.08%
(60, 1, 1.5, 0, 0.5, 3, 3): Return: 0.04%, Hit Ratio: 40.62%, Max Drawdown: 0.07%
(60, 1, 1.5, 0, 0.5, 3.5, 3): Return: 0.04%, Hit Ratio: 41.67%, Max Drawdown: 0.07%
(60, 1, 1.5, 0.5, -0.5, 2.5, 2.5): Return: 0.04%, Hit Ratio: 40.86%, Max Drawdown: 0.07%
(60, 1, 1.5, 0.5, -0.5, 2.5, 3.5): Return: 0.04%, Hit Ratio: 41.3%, Max Drawdown: 0.08%
(60, 1, 1.5, 0.5, -0.5, 3, 2.5): Return: 0.04%, Hit Ratio: 39.58%, Max Drawdown: 0.08%
(60, 1, 1.5, 0.5, -0.5, 3, 3): Return: 0.04%, Hit Ratio: 39.58%, Max Drawdown: 0.07%
(60, 1, 1.5, 0.5, -0.5, 3, 3.5): Return: 0.04%, Hit Ratio: 40.0%, Max Drawdown: 0.08%
(60, 1, 1.5, 0.5, -0.5, 3.5, 2.5): Return: 0.04%, Hit Ratio: 41.05%, Max Drawdown: 0.07%
(60, 1, 1.5, 0.5, -0.5, 3.5, 3.5): Return: 0.04%, Hit Ratio: 42.55%, Max Drawdown: 0.08%
(60, 1, 1.5, 0.5, 0, 2.5, 2.5): Return: 0.04%, Hit Ratio: 40.43%, Max Drawdown: 0.08%
(60, 1, 1.5, 0.5, 0, 2.5, 3): Return: 0.04%, Hit Ratio: 40.43%, Max Drawdown: 0.08%
(60, 1, 1.5, 0.5, 0, 2.5, 3.5): Return: 0.04%, Hit Ratio: 40.86%, Max Drawdown: 0.09%
(60, 1, 1.5, 0.5, 0, 3, 3): Return: 0.04%, Hit Ratio: 40.21%, Max Drawdown: 0.08%
(60, 1, 1.5, 0.5, 0, 3.5, 2.5): Return: 0.04%, Hit Ratio: 41.67%, Max Drawdown: 0.08%
(60, 1, 1.5, 0.5, 0, 3.5, 3): Return: 0.04%, Hit Ratio: 42.71%, Max Drawdown: 0.08%
(60, 1, 1.5, 0.5, 0, 3.5, 3.5): Return: 0.04%, Hit Ratio: 43.16%, Max Drawdown: 0.08%
(60, 1.5, 2, 0.5, -0.5, 3, 2.5): Return: 0.04%, Hit Ratio: 51.28%, Max Drawdown: 0.02%
(60, 1.5, 2, 0.5, -0.5, 3.5, 2.5): Return: 0.04%, Hit Ratio: 52.5%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, -0.5, 3.5, 2.5): Return: 0.04%, Hit Ratio: 66.67%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, -0.5, 3.5, 3.5): Return: 0.04%, Hit Ratio: 66.67%, Max Drawdown: 0.02%
(100, 1, 1, -0.5, 0, 3, 2.5): Return: 0.04%, Hit Ratio: 46.79%, Max Drawdown: 0.07%
(100, 1, 1, -0.5, 0, 3, 3): Return: 0.04%, Hit Ratio: 47.66%, Max Drawdown: 0.07%
(100, 1, 1, -0.5, 0, 3, 3.5): Return: 0.04%, Hit Ratio: 47.66%, Max Drawdown: 0.07%
(100, 1, 1, -0.5, 0, 3.5, 2.5): Return: 0.04%, Hit Ratio: 46.79%, Max Drawdown: 0.07%
(100, 1, 1, -0.5, 0, 3.5, 3): Return: 0.04%, Hit Ratio: 47.66%, Max Drawdown: 0.07%
(100, 1, 1, -0.5, 0, 3.5, 3.5): Return: 0.04%, Hit Ratio: 47.66%, Max Drawdown: 0.07%
(100, 1, 1, 0, -0.5, 2.5, 2.5): Return: 0.04%, Hit Ratio: 44.04%, Max Drawdown: 0.08%
(100, 1, 1, 0, -0.5, 2.5, 3): Return: 0.04%, Hit Ratio: 45.79%, Max Drawdown: 0.08%
(100, 1, 1, 0, -0.5, 2.5, 3.5): Return: 0.04%, Hit Ratio: 45.79%, Max Drawdown: 0.08%
(100, 1, 1, 0.5, 0, 3, 2.5): Return: 0.04%, Hit Ratio: 47.29%, Max Drawdown: 0.08%
(100, 1, 1, 0.5, 0, 3, 3): Return: 0.04%, Hit Ratio: 47.29%, Max Drawdown: 0.08%
(100, 1, 1, 0.5, 0, 3, 3.5): Return: 0.04%, Hit Ratio: 47.29%, Max Drawdown: 0.08%
(100, 1, 1, 0.5, 0, 3.5, 2.5): Return: 0.04%, Hit Ratio: 47.29%, Max Drawdown: 0.08%
(100, 1, 1, 0.5, 0, 3.5, 3): Return: 0.04%, Hit Ratio: 47.29%, Max Drawdown: 0.08%
(100, 1, 1, 0.5, 0, 3.5, 3.5): Return: 0.04%, Hit Ratio: 47.29%, Max Drawdown: 0.08%
(100, 1.5, 1, 0.5, -0.5, 2.5, 2.5): Return: 0.04%, Hit Ratio: 42.11%, Max Drawdown: 0.08%
(30, 1, 1.5, -0.5, -0.5, 3, 3.5): Return: 0.03%, Hit Ratio: 52.81%, Max Drawdown: 0.08%
(30, 1, 1.5, 0, -0.5, 2.5, 3.5): Return: 0.03%, Hit Ratio: 48.91%, Max Drawdown: 0.09%
(30, 1, 1.5, 0, -0.5, 3, 3.5): Return: 0.03%, Hit Ratio: 47.83%, Max Drawdown: 0.09%
(30, 1, 1.5, 0, -0.5, 3.5, 3.5): Return: 0.03%, Hit Ratio: 49.46%, Max Drawdown: 0.09%
(30, 1, 2, -0.5, 0.5, 2.5, 3): Return: 0.03%, Hit Ratio: 50.56%, Max Drawdown: 0.08%
(30, 1, 2, -0.5, 0.5, 3, 2.5): Return: 0.03%, Hit Ratio: 50.56%, Max Drawdown: 0.08%
(30, 1, 2, -0.5, 0.5, 3, 3.5): Return: 0.03%, Hit Ratio: 50.56%, Max Drawdown: 0.09%
(30, 1, 2, -0.5, 0.5, 3.5, 2.5): Return: 0.03%, Hit Ratio: 51.65%, Max Drawdown: 0.08%
(30, 1, 2, -0.5, 0.5, 3.5, 3): Return: 0.03%, Hit Ratio: 51.65%, Max Drawdown: 0.08%
(30, 1, 2, -0.5, 0.5, 3.5, 3.5): Return: 0.03%, Hit Ratio: 51.65%, Max Drawdown: 0.09%
(30, 1, 2, 0, 0.5, 2.5, 3.5): Return: 0.03%, Hit Ratio: 51.11%, Max Drawdown: 0.09%
(30, 1, 2, 0.5, 0, 3, 3.5): Return: 0.03%, Hit Ratio: 43.16%, Max Drawdown: 0.08%
(30, 1, 2, 0.5, 0, 3.5, 3.5): Return: 0.03%, Hit Ratio: 45.83%, Max Drawdown: 0.08%
(30, 1, 2, 0.5, 0.5, 2.5, 3): Return: 0.03%, Hit Ratio: 45.36%, Max Drawdown: 0.08%
(30, 1, 2, 0.5, 0.5, 2.5, 3.5): Return: 0.03%, Hit Ratio: 45.36%, Max Drawdown: 0.09%
(30, 1, 2, 0.5, 0.5, 3.5, 3.5): Return: 0.03%, Hit Ratio: 46.46%, Max Drawdown: 0.08%
(60, 1, 1, 0, -0.5, 3, 2.5): Return: 0.03%, Hit Ratio: 42.61%, Max Drawdown: 0.07%
(60, 1, 1.5, -0.5, 0.5, 2.5, 2.5): Return: 0.03%, Hit Ratio: 42.39%, Max Drawdown: 0.07%
(60, 1, 1.5, -0.5, 0.5, 3, 3.5): Return: 0.03%, Hit Ratio: 43.16%, Max Drawdown: 0.07%
(60, 1, 1.5, 0, 0, 2.5, 2.5): Return: 0.03%, Hit Ratio: 42.53%, Max Drawdown: 0.07%
(60, 1, 1.5, 0, 0, 3, 2.5): Return: 0.03%, Hit Ratio: 42.22%, Max Drawdown: 0.07%
(60, 1, 1.5, 0, 0, 3, 3.5): Return: 0.03%, Hit Ratio: 43.18%, Max Drawdown: 0.07%
(60, 1, 1.5, 0, 0, 3.5, 2.5): Return: 0.03%, Hit Ratio: 43.82%, Max Drawdown: 0.07%
(60, 1, 1.5, 0, 0.5, 2.5, 2.5): Return: 0.03%, Hit Ratio: 40.43%, Max Drawdown: 0.07%
(60, 1, 1.5, 0, 0.5, 3, 2.5): Return: 0.03%, Hit Ratio: 40.21%, Max Drawdown: 0.07%
(60, 1, 1.5, 0, 0.5, 3, 3.5): Return: 0.03%, Hit Ratio: 40.62%, Max Drawdown: 0.08%
(60, 1, 1.5, 0, 0.5, 3.5, 2.5): Return: 0.03%, Hit Ratio: 41.24%, Max Drawdown: 0.07%
(60, 1, 1.5, 0, 0.5, 3.5, 3.5): Return: 0.03%, Hit Ratio: 41.67%, Max Drawdown: 0.07%
(60, 1, 1.5, 0.5, 0, 3, 2.5): Return: 0.03%, Hit Ratio: 40.21%, Max Drawdown: 0.08%
(60, 1, 1.5, 0.5, 0, 3, 3.5): Return: 0.03%, Hit Ratio: 40.62%, Max Drawdown: 0.09%
(60, 1.5, 1.5, -0.5, -0.5, 2.5, 2.5): Return: 0.03%, Hit Ratio: 48.89%, Max Drawdown: 0.04%
(60, 1.5, 1.5, -0.5, -0.5, 2.5, 3): Return: 0.03%, Hit Ratio: 47.83%, Max Drawdown: 0.04%
(60, 1.5, 1.5, -0.5, -0.5, 2.5, 3.5): Return: 0.03%, Hit Ratio: 48.89%, Max Drawdown: 0.04%
(60, 1.5, 1.5, -0.5, -0.5, 3, 3): Return: 0.03%, Hit Ratio: 46.94%, Max Drawdown: 0.04%
(60, 1.5, 1.5, -0.5, -0.5, 3.5, 2.5): Return: 0.03%, Hit Ratio: 48.98%, Max Drawdown: 0.04%
(60, 1.5, 1.5, -0.5, -0.5, 3.5, 3): Return: 0.03%, Hit Ratio: 51.02%, Max Drawdown: 0.04%
(60, 1.5, 1.5, -0.5, -0.5, 3.5, 3.5): Return: 0.03%, Hit Ratio: 52.08%, Max Drawdown: 0.04%
(60, 1.5, 1.5, 0, -0.5, 2.5, 3): Return: 0.03%, Hit Ratio: 43.75%, Max Drawdown: 0.05%
(60, 1.5, 1.5, 0, -0.5, 3.5, 3): Return: 0.03%, Hit Ratio: 45.1%, Max Drawdown: 0.04%
(60, 2, 2, -0.5, -0.5, 2.5, 2.5): Return: 0.03%, Hit Ratio: 70.0%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, -0.5, 2.5, 3): Return: 0.03%, Hit Ratio: 65.22%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, -0.5, 2.5, 3.5): Return: 0.03%, Hit Ratio: 66.67%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, -0.5, 3, 2.5): Return: 0.03%, Hit Ratio: 65.22%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, -0.5, 3, 3): Return: 0.03%, Hit Ratio: 61.54%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, -0.5, 3, 3.5): Return: 0.03%, Hit Ratio: 62.96%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, -0.5, 3.5, 3): Return: 0.03%, Hit Ratio: 65.38%, Max Drawdown: 0.02%
