(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(60, 1.5, 1.5, -0.5, 0.5, 3, 3): Return: 0.0%, Hit Ratio: 43.1%, Max Drawdown: 0.05%
(60, 1.5, 1.5, -0.5, 0.5, 3, 3.5): Return: -0.0%, Hit Ratio: 43.1%, Max Drawdown: 0.06%
(60, 1.5, 1.5, -0.5, 0.5, 3.5, 2.5): Return: -0.0%, Hit Ratio: 45.61%, Max Drawdown: 0.06%
(60, 1.5, 1.5, -0.5, 0.5, 3.5, 3.5): Return: 0.0%, Hit Ratio: 44.83%, Max Drawdown: 0.06%
(60, 1.5, 1.5, 0, 0, 2.5, 2.5): Return: -0.0%, Hit Ratio: 41.67%, Max Drawdown: 0.06%
(60, 1.5, 1.5, 0, 0, 2.5, 3): Return: 0.0%, Hit Ratio: 40.82%, Max Drawdown: 0.06%
(60, 1.5, 1.5, 0, 0, 2.5, 3.5): Return: -0.0%, Hit Ratio: 41.67%, Max Drawdown: 0.06%
(60, 1.5, 1.5, 0, 0, 3, 3): Return: -0.0%, Hit Ratio: 40.38%, Max Drawdown: 0.06%
(60, 1.5, 1.5, 0, 0, 3.5, 3): Return: 0.0%, Hit Ratio: 44.23%, Max Drawdown: 0.06%
(60, 1.5, 1.5, 0, 0, 3.5, 3.5): Return: -0.0%, Hit Ratio: 45.1%, Max Drawdown: 0.06%
(60, 1.5, 1.5, 0, 0.5, 3, 2.5): Return: 0.0%, Hit Ratio: 42.86%, Max Drawdown: 0.07%
(60, 1.5, 1.5, 0, 0.5, 3, 3.5): Return: 0.0%, Hit Ratio: 41.38%, Max Drawdown: 0.07%
(60, 1.5, 1.5, 0, 0.5, 3.5, 2.5): Return: 0.0%, Hit Ratio: 43.86%, Max Drawdown: 0.07%
(60, 1.5, 1.5, 0, 0.5, 3.5, 3.5): Return: 0.0%, Hit Ratio: 43.1%, Max Drawdown: 0.06%
(60, 1.5, 1.5, 0.5, -0.5, 2.5, 2.5): Return: 0.0%, Hit Ratio: 40.82%, Max Drawdown: 0.06%
(60, 1.5, 1.5, 0.5, -0.5, 2.5, 3.5): Return: 0.0%, Hit Ratio: 40.82%, Max Drawdown: 0.06%
(60, 1.5, 1.5, 0.5, -0.5, 3, 3): Return: -0.0%, Hit Ratio: 37.74%, Max Drawdown: 0.06%
(60, 1.5, 1.5, 0.5, -0.5, 3.5, 2.5): Return: -0.0%, Hit Ratio: 39.62%, Max Drawdown: 0.06%
(60, 1.5, 1.5, 0.5, -0.5, 3.5, 3): Return: 0.0%, Hit Ratio: 41.51%, Max Drawdown: 0.06%
(60, 1.5, 1.5, 0.5, -0.5, 3.5, 3.5): Return: -0.0%, Hit Ratio: 42.31%, Max Drawdown: 0.06%
(60, 1.5, 1.5, 0.5, 0, 2.5, 2.5): Return: -0.0%, Hit Ratio: 40.82%, Max Drawdown: 0.07%
(60, 1.5, 1.5, 0.5, 0, 2.5, 3): Return: 0.0%, Hit Ratio: 40.0%, Max Drawdown: 0.07%
(60, 1.5, 1.5, 0.5, 0, 2.5, 3.5): Return: -0.0%, Hit Ratio: 40.82%, Max Drawdown: 0.07%
(60, 1.5, 1.5, 0.5, 0, 3, 3): Return: -0.0%, Hit Ratio: 39.62%, Max Drawdown: 0.07%
(60, 1.5, 1.5, 0.5, 0, 3.5, 3): Return: 0.0%, Hit Ratio: 43.4%, Max Drawdown: 0.07%
(60, 1.5, 1.5, 0.5, 0, 3.5, 3.5): Return: -0.0%, Hit Ratio: 44.23%, Max Drawdown: 0.07%
(60, 1.5, 1.5, 0.5, 0.5, 3, 3.5): Return: 0.0%, Hit Ratio: 43.1%, Max Drawdown: 0.07%
(60, 2, 1.5, 0, -0.5, 3.5, 3): Return: -0.0%, Hit Ratio: 41.46%, Max Drawdown: 0.05%
(100, 1, 1, -0.5, 0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 44.53%, Max Drawdown: 0.09%
(100, 1, 1, -0.5, 0.5, 3, 3): Return: -0.0%, Hit Ratio: 44.53%, Max Drawdown: 0.09%
(100, 1, 1, -0.5, 0.5, 3, 3.5): Return: -0.0%, Hit Ratio: 44.53%, Max Drawdown: 0.09%
(100, 1, 1, -0.5, 0.5, 3.5, 2.5): Return: -0.0%, Hit Ratio: 44.53%, Max Drawdown: 0.09%
(100, 1, 1, -0.5, 0.5, 3.5, 3): Return: -0.0%, Hit Ratio: 44.53%, Max Drawdown: 0.09%
(100, 1, 1, -0.5, 0.5, 3.5, 3.5): Return: -0.0%, Hit Ratio: 44.53%, Max Drawdown: 0.09%
(100, 1, 1, 0, 0, 2.5, 2.5): Return: 0.0%, Hit Ratio: 44.35%, Max Drawdown: 0.09%
(100, 1, 1, 0.5, 0.5, 2.5, 2.5): Return: 0.0%, Hit Ratio: 43.38%, Max Drawdown: 0.09%
(100, 1, 1, 0.5, 0.5, 2.5, 3): Return: -0.0%, Hit Ratio: 42.34%, Max Drawdown: 0.1%
(100, 1, 1, 0.5, 0.5, 2.5, 3.5): Return: -0.0%, Hit Ratio: 42.34%, Max Drawdown: 0.1%
(100, 1.5, 1, 0.5, 0, 2.5, 2.5): Return: -0.0%, Hit Ratio: 41.41%, Max Drawdown: 0.09%
(100, 1.5, 1, 0.5, 0, 2.5, 3): Return: -0.0%, Hit Ratio: 43.0%, Max Drawdown: 0.09%
(100, 1.5, 1, 0.5, 0, 2.5, 3.5): Return: -0.0%, Hit Ratio: 43.0%, Max Drawdown: 0.09%
(100, 1.5, 1, 0.5, 0.5, 3, 2.5): Return: 0.0%, Hit Ratio: 41.12%, Max Drawdown: 0.09%
(100, 1.5, 1, 0.5, 0.5, 3, 3): Return: -0.0%, Hit Ratio: 40.74%, Max Drawdown: 0.09%
(100, 1.5, 1, 0.5, 0.5, 3, 3.5): Return: -0.0%, Hit Ratio: 40.74%, Max Drawdown: 0.09%
(100, 1.5, 1, 0.5, 0.5, 3.5, 2.5): Return: 0.0%, Hit Ratio: 41.12%, Max Drawdown: 0.09%
(100, 1.5, 1, 0.5, 0.5, 3.5, 3): Return: -0.0%, Hit Ratio: 40.74%, Max Drawdown: 0.09%
(100, 1.5, 1, 0.5, 0.5, 3.5, 3.5): Return: -0.0%, Hit Ratio: 40.74%, Max Drawdown: 0.09%
(100, 2, 1.5, -0.5, -0.5, 2.5, 3): Return: 0.0%, Hit Ratio: 51.52%, Max Drawdown: 0.03%
(100, 2, 1.5, -0.5, -0.5, 3, 3): Return: 0.0%, Hit Ratio: 57.58%, Max Drawdown: 0.04%
(100, 2, 1.5, -0.5, -0.5, 3.5, 3): Return: 0.0%, Hit Ratio: 55.88%, Max Drawdown: 0.04%
(100, 2, 1.5, -0.5, 0, 2.5, 2.5): Return: -0.0%, Hit Ratio: 52.94%, Max Drawdown: 0.03%
(100, 2, 1.5, -0.5, 0, 2.5, 3.5): Return: -0.0%, Hit Ratio: 54.05%, Max Drawdown: 0.03%
(100, 2, 1.5, 0, -0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(100, 2, 1.5, 0, -0.5, 3, 3.5): Return: -0.0%, Hit Ratio: 52.94%, Max Drawdown: 0.04%
(100, 2, 1.5, 0, -0.5, 3.5, 2.5): Return: -0.0%, Hit Ratio: 48.48%, Max Drawdown: 0.03%
(100, 2, 1.5, 0, -0.5, 3.5, 3.5): Return: -0.0%, Hit Ratio: 51.43%, Max Drawdown: 0.04%
(100, 2, 1.5, 0, 0, 3, 3): Return: 0.0%, Hit Ratio: 54.05%, Max Drawdown: 0.04%
(100, 2, 1.5, 0, 0, 3.5, 3): Return: 0.0%, Hit Ratio: 52.63%, Max Drawdown: 0.04%
(100, 2, 1.5, 0.5, -0.5, 2.5, 2.5): Return: -0.0%, Hit Ratio: 40.0%, Max Drawdown: 0.04%
(100, 2, 1.5, 0.5, -0.5, 2.5, 3.5): Return: -0.0%, Hit Ratio: 42.11%, Max Drawdown: 0.04%
(100, 2, 1.5, 0.5, -0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 47.22%, Max Drawdown: 0.04%
(100, 2, 1.5, 0.5, -0.5, 3, 3): Return: -0.0%, Hit Ratio: 47.37%, Max Drawdown: 0.04%
(100, 2, 1.5, 0.5, -0.5, 3, 3.5): Return: -0.0%, Hit Ratio: 48.72%, Max Drawdown: 0.03%
(100, 2, 1.5, 0.5, -0.5, 3.5, 2.5): Return: -0.0%, Hit Ratio: 45.95%, Max Drawdown: 0.04%
(100, 2, 1.5, 0.5, -0.5, 3.5, 3): Return: -0.0%, Hit Ratio: 46.15%, Max Drawdown: 0.04%
(100, 2, 1.5, 0.5, -0.5, 3.5, 3.5): Return: -0.0%, Hit Ratio: 47.5%, Max Drawdown: 0.04%
(100, 2, 1.5, 0.5, 0, 3, 2.5): Return: 0.0%, Hit Ratio: 50.0%, Max Drawdown: 0.05%
(100, 2, 1.5, 0.5, 0, 3, 3.5): Return: -0.0%, Hit Ratio: 51.22%, Max Drawdown: 0.04%
(100, 2, 1.5, 0.5, 0, 3.5, 2.5): Return: 0.0%, Hit Ratio: 48.72%, Max Drawdown: 0.05%
(100, 2, 1.5, 0.5, 0, 3.5, 3.5): Return: -0.0%, Hit Ratio: 50.0%, Max Drawdown: 0.04%
(100, 2, 2, -0.5, -0.5, 2.5, 3): Return: 0.0%, Hit Ratio: 57.89%, Max Drawdown: 0.03%
(100, 2, 2, -0.5, -0.5, 2.5, 3.5): Return: 0.0%, Hit Ratio: 60.0%, Max Drawdown: 0.02%
(100, 2, 2, -0.5, 0, 2.5, 3): Return: -0.0%, Hit Ratio: 57.89%, Max Drawdown: 0.02%
(100, 2, 2, -0.5, 0, 2.5, 3.5): Return: 0.0%, Hit Ratio: 60.0%, Max Drawdown: 0.02%
(100, 2, 2, -0.5, 0.5, 2.5, 3): Return: -0.0%, Hit Ratio: 50.0%, Max Drawdown: 0.02%
(100, 2, 2, -0.5, 0.5, 2.5, 3.5): Return: 0.0%, Hit Ratio: 52.38%, Max Drawdown: 0.02%
(100, 2, 2, 0, -0.5, 2.5, 2.5): Return: -0.0%, Hit Ratio: 52.94%, Max Drawdown: 0.02%
(100, 2, 2, 0, 0, 2.5, 2.5): Return: -0.0%, Hit Ratio: 52.94%, Max Drawdown: 0.02%
(100, 2, 2, 0, 0, 2.5, 3.5): Return: -0.0%, Hit Ratio: 55.0%, Max Drawdown: 0.03%
(100, 2, 2, 0, 0.5, 2.5, 2.5): Return: 0.0%, Hit Ratio: 50.0%, Max Drawdown: 0.02%
(100, 2, 2, 0, 0.5, 2.5, 3): Return: -0.0%, Hit Ratio: 45.0%, Max Drawdown: 0.02%
(100, 2, 2, 0, 0.5, 2.5, 3.5): Return: 0.0%, Hit Ratio: 47.62%, Max Drawdown: 0.02%
(100, 2, 2, 0.5, -0.5, 2.5, 2.5): Return: -0.0%, Hit Ratio: 55.56%, Max Drawdown: 0.02%
(100, 2, 2, 0.5, -0.5, 2.5, 3.5): Return: -0.0%, Hit Ratio: 57.14%, Max Drawdown: 0.02%
(100, 2, 2, 0.5, 0, 2.5, 2.5): Return: -0.0%, Hit Ratio: 55.56%, Max Drawdown: 0.02%
(100, 2, 2, 0.5, 0.5, 2.5, 2.5): Return: 0.0%, Hit Ratio: 55.56%, Max Drawdown: 0.02%
(100, 2, 2, 0.5, 0.5, 2.5, 3.5): Return: -0.0%, Hit Ratio: 52.38%, Max Drawdown: 0.02%
(30, 1, 1.5, -0.5, 0.5, 3, 3): Return: -0.01%, Hit Ratio: 45.45%, Max Drawdown: 0.13%
(30, 1, 1.5, -0.5, 0.5, 3.5, 3): Return: -0.01%, Hit Ratio: 46.53%, Max Drawdown: 0.13%
(30, 1, 1.5, 0, 0, 2.5, 2.5): Return: -0.01%, Hit Ratio: 46.94%, Max Drawdown: 0.12%
(30, 1, 1.5, 0, 0, 3, 2.5): Return: -0.01%, Hit Ratio: 45.92%, Max Drawdown: 0.12%
(30, 1, 1.5, 0, 0, 3.5, 2.5): Return: -0.01%, Hit Ratio: 47.47%, Max Drawdown: 0.12%
(30, 1, 1.5, 0, 0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 47.0%, Max Drawdown: 0.13%
(30, 1, 1.5, 0, 0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 47.0%, Max Drawdown: 0.14%
(30, 1, 1.5, 0, 0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 47.0%, Max Drawdown: 0.14%
(30, 1, 1.5, 0, 0.5, 3.5, 3.5): Return: -0.01%, Hit Ratio: 48.04%, Max Drawdown: 0.13%
(30, 1, 1.5, 0.5, 0, 2.5, 3): Return: -0.01%, Hit Ratio: 41.9%, Max Drawdown: 0.12%
(30, 1, 1.5, 0.5, 0, 2.5, 3.5): Return: -0.01%, Hit Ratio: 41.9%, Max Drawdown: 0.13%
(30, 1, 1.5, 0.5, 0, 3, 3): Return: -0.01%, Hit Ratio: 40.95%, Max Drawdown: 0.12%
(30, 1, 1.5, 0.5, 0, 3.5, 3): Return: -0.01%, Hit Ratio: 43.4%, Max Drawdown: 0.12%
(30, 1, 1.5, 0.5, 0, 3.5, 3.5): Return: -0.01%, Hit Ratio: 43.4%, Max Drawdown: 0.12%
(30, 1, 1.5, 0.5, 0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 42.06%, Max Drawdown: 0.13%
(30, 1, 1.5, 0.5, 0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 42.06%, Max Drawdown: 0.13%
(30, 1, 1.5, 0.5, 0.5, 3.5, 3): Return: -0.01%, Hit Ratio: 43.12%, Max Drawdown: 0.12%
(30, 1, 1.5, 0.5, 0.5, 3.5, 3.5): Return: -0.01%, Hit Ratio: 43.12%, Max Drawdown: 0.13%
(30, 1.5, 2, -0.5, 0, 2.5, 2.5): Return: -0.01%, Hit Ratio: 53.06%, Max Drawdown: 0.05%
(30, 1.5, 2, -0.5, 0, 2.5, 3): Return: -0.01%, Hit Ratio: 50.98%, Max Drawdown: 0.05%
(30, 1.5, 2, -0.5, 0, 2.5, 3.5): Return: -0.01%, Hit Ratio: 51.92%, Max Drawdown: 0.05%
(30, 1.5, 2, -0.5, 0, 3, 2.5): Return: -0.01%, Hit Ratio: 51.02%, Max Drawdown: 0.05%
(30, 1.5, 2, -0.5, 0, 3, 3): Return: -0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.05%
(30, 1.5, 2, -0.5, 0, 3.5, 2.5): Return: -0.01%, Hit Ratio: 52.94%, Max Drawdown: 0.04%
(30, 1.5, 2, -0.5, 0, 3.5, 3): Return: -0.01%, Hit Ratio: 53.85%, Max Drawdown: 0.04%
(30, 1.5, 2, -0.5, 0, 3.5, 3.5): Return: -0.01%, Hit Ratio: 54.72%, Max Drawdown: 0.05%
(30, 1.5, 2, 0, 0, 3.5, 3.5): Return: -0.01%, Hit Ratio: 51.85%, Max Drawdown: 0.06%
(30, 1.5, 2, 0, 0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 53.85%, Max Drawdown: 0.06%
(30, 1.5, 2, 0, 0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 51.85%, Max Drawdown: 0.07%
(30, 1.5, 2, 0, 0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 52.73%, Max Drawdown: 0.07%
(30, 1.5, 2, 0, 0.5, 3, 3): Return: -0.01%, Hit Ratio: 51.85%, Max Drawdown: 0.07%
(30, 1.5, 2, 0, 0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 52.73%, Max Drawdown: 0.07%
(30, 1.5, 2, 0, 0.5, 3.5, 2.5): Return: -0.01%, Hit Ratio: 55.56%, Max Drawdown: 0.06%
(30, 1.5, 2, 0, 0.5, 3.5, 3): Return: -0.01%, Hit Ratio: 53.57%, Max Drawdown: 0.06%
(30, 1.5, 2, 0, 0.5, 3.5, 3.5): Return: -0.01%, Hit Ratio: 54.39%, Max Drawdown: 0.06%
(30, 1.5, 2, 0.5, 0, 2.5, 2.5): Return: -0.01%, Hit Ratio: 46.3%, Max Drawdown: 0.06%
(30, 1.5, 2, 0.5, 0, 2.5, 3): Return: -0.01%, Hit Ratio: 43.86%, Max Drawdown: 0.06%
(30, 1.5, 2, 0.5, 0, 3, 2.5): Return: -0.01%, Hit Ratio: 44.44%, Max Drawdown: 0.06%
(30, 1.5, 2, 0.5, 0, 3.5, 2.5): Return: -0.01%, Hit Ratio: 46.43%, Max Drawdown: 0.06%
(30, 1.5, 2, 0.5, 0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 50.91%, Max Drawdown: 0.06%
(30, 1.5, 2, 0.5, 0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 48.28%, Max Drawdown: 0.06%
(30, 1.5, 2, 0.5, 0.5, 3, 3): Return: -0.01%, Hit Ratio: 48.28%, Max Drawdown: 0.06%
(30, 1.5, 2, 0.5, 0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 49.15%, Max Drawdown: 0.07%
(30, 1.5, 2, 0.5, 0.5, 3.5, 2.5): Return: -0.01%, Hit Ratio: 52.63%, Max Drawdown: 0.06%
(30, 1.5, 2, 0.5, 0.5, 3.5, 3): Return: -0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.06%
(30, 1.5, 2, 0.5, 0.5, 3.5, 3.5): Return: -0.01%, Hit Ratio: 50.82%, Max Drawdown: 0.07%
(30, 2, 2, -0.5, -0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(30, 2, 2, -0.5, -0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 51.61%, Max Drawdown: 0.03%
(30, 2, 2, -0.5, -0.5, 3.5, 3.5): Return: -0.01%, Hit Ratio: 52.94%, Max Drawdown: 0.02%
(30, 2, 2, 0, 0, 2.5, 2.5): Return: -0.01%, Hit Ratio: 46.43%, Max Drawdown: 0.05%
(30, 2, 2, 0, 0, 2.5, 3): Return: -0.01%, Hit Ratio: 41.94%, Max Drawdown: 0.05%
(30, 2, 2, 0, 0, 2.5, 3.5): Return: -0.01%, Hit Ratio: 43.75%, Max Drawdown: 0.05%
(30, 2, 2, 0, 0, 3, 2.5): Return: -0.01%, Hit Ratio: 46.67%, Max Drawdown: 0.05%
(30, 2, 2, 0, 0, 3, 3): Return: -0.01%, Hit Ratio: 43.75%, Max Drawdown: 0.05%
(30, 2, 2, 0, 0, 3, 3.5): Return: -0.01%, Hit Ratio: 45.45%, Max Drawdown: 0.05%
(30, 2, 2, 0, 0, 3.5, 2.5): Return: -0.01%, Hit Ratio: 48.48%, Max Drawdown: 0.05%
(30, 2, 2, 0, 0, 3.5, 3): Return: -0.01%, Hit Ratio: 45.71%, Max Drawdown: 0.05%
(30, 2, 2, 0, 0, 3.5, 3.5): Return: -0.01%, Hit Ratio: 47.22%, Max Drawdown: 0.05%
(30, 2, 2, 0.5, -0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 38.71%, Max Drawdown: 0.04%
(30, 2, 2, 0.5, -0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 40.62%, Max Drawdown: 0.03%
(30, 2, 2, 0.5, -0.5, 3, 3): Return: -0.01%, Hit Ratio: 40.62%, Max Drawdown: 0.04%
(30, 2, 2, 0.5, -0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 42.42%, Max Drawdown: 0.03%
(30, 2, 2, 0.5, -0.5, 3.5, 2.5): Return: -0.01%, Hit Ratio: 42.42%, Max Drawdown: 0.03%
(30, 2, 2, 0.5, -0.5, 3.5, 3): Return: -0.01%, Hit Ratio: 40.0%, Max Drawdown: 0.04%
(30, 2, 2, 0.5, -0.5, 3.5, 3.5): Return: -0.01%, Hit Ratio: 41.67%, Max Drawdown: 0.04%
(60, 1, 1, -0.5, 0, 2.5, 3.5): Return: -0.01%, Hit Ratio: 44.04%, Max Drawdown: 0.08%
(60, 1, 1, -0.5, 0, 3, 2.5): Return: -0.01%, Hit Ratio: 44.64%, Max Drawdown: 0.09%
(60, 1, 1, -0.5, 0, 3, 3.5): Return: -0.01%, Hit Ratio: 44.55%, Max Drawdown: 0.08%
(60, 1, 1, -0.5, 0, 3.5, 2.5): Return: -0.01%, Hit Ratio: 45.05%, Max Drawdown: 0.09%
(60, 1, 1, 0, 0, 2.5, 3.5): Return: -0.01%, Hit Ratio: 40.0%, Max Drawdown: 0.1%
(60, 1, 1, 0, 0, 3, 2.5): Return: -0.01%, Hit Ratio: 39.83%, Max Drawdown: 0.1%
(60, 1, 1, 0, 0, 3, 3.5): Return: -0.01%, Hit Ratio: 40.52%, Max Drawdown: 0.1%
(60, 1, 1, 0, 0, 3.5, 2.5): Return: -0.01%, Hit Ratio: 41.03%, Max Drawdown: 0.1%
(60, 1, 1, 0.5, -0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 38.89%, Max Drawdown: 0.09%
(60, 1, 1, 0.5, -0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 37.6%, Max Drawdown: 0.1%
(60, 1, 1, 0.5, -0.5, 3, 3): Return: -0.01%, Hit Ratio: 38.1%, Max Drawdown: 0.1%
(60, 1, 1, 0.5, -0.5, 3.5, 2.5): Return: -0.01%, Hit Ratio: 39.2%, Max Drawdown: 0.1%
(60, 1, 1, 0.5, -0.5, 3.5, 3.5): Return: -0.01%, Hit Ratio: 40.32%, Max Drawdown: 0.1%
(60, 1, 1, 0.5, 0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 36.3%, Max Drawdown: 0.11%
(60, 1, 1, 0.5, 0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 36.3%, Max Drawdown: 0.12%
(60, 1, 1, 0.5, 0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 37.04%, Max Drawdown: 0.12%
(60, 1, 1, 0.5, 0.5, 3, 3): Return: -0.01%, Hit Ratio: 36.76%, Max Drawdown: 0.12%
(60, 1, 1, 0.5, 0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 36.76%, Max Drawdown: 0.12%
(60, 1, 1, 0.5, 0.5, 3.5, 2.5): Return: -0.01%, Hit Ratio: 37.5%, Max Drawdown: 0.12%
(60, 1, 1, 0.5, 0.5, 3.5, 3.5): Return: -0.01%, Hit Ratio: 37.5%, Max Drawdown: 0.12%
(60, 1.5, 1, -0.5, -0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 45.98%, Max Drawdown: 0.05%
(60, 1.5, 1, 0, -0.5, 3.5, 3): Return: -0.01%, Hit Ratio: 43.62%, Max Drawdown: 0.06%
(60, 1.5, 1, 0, -0.5, 3.5, 3.5): Return: -0.01%, Hit Ratio: 44.09%, Max Drawdown: 0.07%
(60, 1.5, 1.5, -0.5, 0, 2.5, 2.5): Return: -0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.05%
(60, 1.5, 1.5, -0.5, 0, 2.5, 3.5): Return: -0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.05%
(60, 1.5, 1.5, -0.5, 0, 3, 2.5): Return: -0.01%, Hit Ratio: 49.02%, Max Drawdown: 0.05%
(60, 1.5, 1.5, -0.5, 0, 3, 3): Return: -0.01%, Hit Ratio: 48.08%, Max Drawdown: 0.05%
(60, 1.5, 1.5, -0.5, 0, 3, 3.5): Return: -0.01%, Hit Ratio: 49.02%, Max Drawdown: 0.05%
(60, 1.5, 1.5, -0.5, 0, 3.5, 2.5): Return: -0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.05%
(60, 1.5, 1.5, -0.5, 0, 3.5, 3.5): Return: -0.01%, Hit Ratio: 52.94%, Max Drawdown: 0.05%
(60, 1.5, 1.5, 0, 0, 3, 2.5): Return: -0.01%, Hit Ratio: 41.18%, Max Drawdown: 0.07%
(60, 1.5, 1.5, 0, 0, 3, 3.5): Return: -0.01%, Hit Ratio: 41.18%, Max Drawdown: 0.06%
(60, 1.5, 1.5, 0, 0, 3.5, 2.5): Return: -0.01%, Hit Ratio: 42.31%, Max Drawdown: 0.07%
(60, 1.5, 1.5, 0.5, -0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 38.46%, Max Drawdown: 0.06%
(60, 1.5, 1.5, 0.5, -0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 38.46%, Max Drawdown: 0.06%
(60, 1.5, 1.5, 0.5, 0, 3, 2.5): Return: -0.01%, Hit Ratio: 40.38%, Max Drawdown: 0.07%
(60, 1.5, 1.5, 0.5, 0, 3, 3.5): Return: -0.01%, Hit Ratio: 40.38%, Max Drawdown: 0.07%
(60, 1.5, 1.5, 0.5, 0, 3.5, 2.5): Return: -0.01%, Hit Ratio: 41.51%, Max Drawdown: 0.07%
(60, 2, 1.5, 0, -0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 41.67%, Max Drawdown: 0.04%
(60, 2, 1.5, 0, -0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 39.47%, Max Drawdown: 0.05%
(60, 2, 1.5, 0, -0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 42.11%, Max Drawdown: 0.05%
(60, 2, 1.5, 0, -0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 41.03%, Max Drawdown: 0.04%
(60, 2, 1.5, 0, -0.5, 3, 3): Return: -0.01%, Hit Ratio: 39.02%, Max Drawdown: 0.05%
(60, 2, 1.5, 0, -0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 41.46%, Max Drawdown: 0.05%
(60, 2, 1.5, 0, -0.5, 3.5, 2.5): Return: -0.01%, Hit Ratio: 42.5%, Max Drawdown: 0.04%
(60, 2, 1.5, 0, -0.5, 3.5, 3.5): Return: -0.01%, Hit Ratio: 43.9%, Max Drawdown: 0.05%
(100, 1, 1, 0, 0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 43.08%, Max Drawdown: 0.09%
(100, 1, 1, 0, 0.5, 3, 3): Return: -0.01%, Hit Ratio: 42.31%, Max Drawdown: 0.09%
(100, 1, 1, 0, 0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 42.31%, Max Drawdown: 0.09%
(100, 1, 1, 0, 0.5, 3.5, 2.5): Return: -0.01%, Hit Ratio: 43.08%, Max Drawdown: 0.09%
(100, 1, 1, 0, 0.5, 3.5, 3): Return: -0.01%, Hit Ratio: 42.31%, Max Drawdown: 0.09%
(100, 1, 1, 0, 0.5, 3.5, 3.5): Return: -0.01%, Hit Ratio: 42.31%, Max Drawdown: 0.09%
(100, 1.5, 1, 0, 0, 2.5, 2.5): Return: -0.01%, Hit Ratio: 45.16%, Max Drawdown: 0.09%
(100, 1.5, 1, 0, 0, 2.5, 3): Return: -0.01%, Hit Ratio: 45.16%, Max Drawdown: 0.09%
(100, 1.5, 1, 0, 0, 2.5, 3.5): Return: -0.01%, Hit Ratio: 45.16%, Max Drawdown: 0.09%
(100, 1.5, 1, 0.5, 0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 40.19%, Max Drawdown: 0.09%
(100, 1.5, 1, 0.5, 0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 39.81%, Max Drawdown: 0.09%
(100, 1.5, 1, 0.5, 0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 39.81%, Max Drawdown: 0.09%
(100, 2, 1.5, -0.5, 0, 2.5, 3): Return: -0.01%, Hit Ratio: 52.78%, Max Drawdown: 0.04%
(100, 2, 1.5, -0.5, 0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 61.54%, Max Drawdown: 0.03%
(100, 2, 1.5, -0.5, 0.5, 3.5, 2.5): Return: -0.01%, Hit Ratio: 60.0%, Max Drawdown: 0.03%
(100, 2, 1.5, 0, -0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 43.75%, Max Drawdown: 0.03%
