(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
Best HPs: (60, 1.5, 2, -0.5, 0.5, 3, 2.5), Return: 0.13%, Hit Ratio: 59.57%, Max Drawdown: 0.02%
(30, 1, 1, -0.5, -0.5, 2.5, 2.5): Return: -0.02%, Hit Ratio: 41.0%, Max Drawdown: 0.1%
(30, 1, 1, -0.5, -0.5, 2.5, 3): Return: -0.02%, Hit Ratio: 41.41%, Max Drawdown: 0.1%
(30, 1, 1, -0.5, -0.5, 2.5, 3.5): Return: -0.02%, Hit Ratio: 41.84%, Max Drawdown: 0.1%
(30, 1, 1, -0.5, -0.5, 3, 2.5): Return: -0.02%, Hit Ratio: 42.0%, Max Drawdown: 0.1%
(30, 1, 1, -0.5, -0.5, 3, 3): Return: -0.02%, Hit Ratio: 42.42%, Max Drawdown: 0.1%
(30, 1, 1, -0.5, -0.5, 3, 3.5): Return: -0.02%, Hit Ratio: 42.86%, Max Drawdown: 0.1%
(30, 1, 1, -0.5, -0.5, 3.5, 2.5): Return: -0.02%, Hit Ratio: 42.57%, Max Drawdown: 0.1%
(30, 1, 1, -0.5, -0.5, 3.5, 3): Return: -0.01%, Hit Ratio: 43.0%, Max Drawdown: 0.1%
(30, 1, 1, -0.5, -0.5, 3.5, 3.5): Return: -0.02%, Hit Ratio: 43.43%, Max Drawdown: 0.1%
(30, 1, 1, -0.5, 0, 2.5, 2.5): Return: -0.08%, Hit Ratio: 37.96%, Max Drawdown: 0.15%
(30, 1, 1, -0.5, 0, 2.5, 3): Return: -0.07%, Hit Ratio: 38.32%, Max Drawdown: 0.14%
(30, 1, 1, -0.5, 0, 2.5, 3.5): Return: -0.08%, Hit Ratio: 38.89%, Max Drawdown: 0.15%
(30, 1, 1, -0.5, 0, 3, 2.5): Return: -0.08%, Hit Ratio: 38.53%, Max Drawdown: 0.14%
(30, 1, 1, -0.5, 0, 3, 3): Return: -0.07%, Hit Ratio: 38.89%, Max Drawdown: 0.14%
(30, 1, 1, -0.5, 0, 3, 3.5): Return: -0.08%, Hit Ratio: 39.45%, Max Drawdown: 0.14%
(30, 1, 1, -0.5, 0, 3.5, 2.5): Return: -0.08%, Hit Ratio: 39.09%, Max Drawdown: 0.14%
(30, 1, 1, -0.5, 0, 3.5, 3): Return: -0.07%, Hit Ratio: 39.45%, Max Drawdown: 0.13%
(30, 1, 1, -0.5, 0, 3.5, 3.5): Return: -0.07%, Hit Ratio: 40.0%, Max Drawdown: 0.14%
(30, 1, 1, -0.5, 0.5, 2.5, 2.5): Return: -0.13%, Hit Ratio: 31.97%, Max Drawdown: 0.2%
(30, 1, 1, -0.5, 0.5, 2.5, 3): Return: -0.12%, Hit Ratio: 33.06%, Max Drawdown: 0.19%
(30, 1, 1, -0.5, 0.5, 2.5, 3.5): Return: -0.12%, Hit Ratio: 33.06%, Max Drawdown: 0.19%
(30, 1, 1, -0.5, 0.5, 3, 2.5): Return: -0.1%, Hit Ratio: 33.87%, Max Drawdown: 0.18%
(30, 1, 1, -0.5, 0.5, 3, 3): Return: -0.09%, Hit Ratio: 34.96%, Max Drawdown: 0.18%
(30, 1, 1, -0.5, 0.5, 3, 3.5): Return: -0.09%, Hit Ratio: 34.96%, Max Drawdown: 0.18%
(30, 1, 1, -0.5, 0.5, 3.5, 2.5): Return: -0.1%, Hit Ratio: 34.4%, Max Drawdown: 0.18%
(30, 1, 1, -0.5, 0.5, 3.5, 3): Return: -0.09%, Hit Ratio: 35.48%, Max Drawdown: 0.18%
(30, 1, 1, -0.5, 0.5, 3.5, 3.5): Return: -0.09%, Hit Ratio: 35.48%, Max Drawdown: 0.18%
(30, 1, 1, 0, -0.5, 2.5, 2.5): Return: -0.02%, Hit Ratio: 35.09%, Max Drawdown: 0.1%
(30, 1, 1, 0, -0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 35.71%, Max Drawdown: 0.1%
(30, 1, 1, 0, -0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 36.04%, Max Drawdown: 0.1%
(30, 1, 1, 0, -0.5, 3, 2.5): Return: -0.02%, Hit Ratio: 36.84%, Max Drawdown: 0.1%
(30, 1, 1, 0, -0.5, 3, 3): Return: -0.01%, Hit Ratio: 37.5%, Max Drawdown: 0.1%
(30, 1, 1, 0, -0.5, 3, 3.5): Return: -0.02%, Hit Ratio: 37.84%, Max Drawdown: 0.1%
(30, 1, 1, 0, -0.5, 3.5, 2.5): Return: -0.01%, Hit Ratio: 37.39%, Max Drawdown: 0.1%
(30, 1, 1, 0, -0.5, 3.5, 3): Return: -0.01%, Hit Ratio: 38.05%, Max Drawdown: 0.1%
(30, 1, 1, 0, -0.5, 3.5, 3.5): Return: -0.01%, Hit Ratio: 38.39%, Max Drawdown: 0.1%
(30, 1, 1, 0, 0, 2.5, 2.5): Return: -0.08%, Hit Ratio: 37.29%, Max Drawdown: 0.16%
(30, 1, 1, 0, 0, 2.5, 3): Return: -0.07%, Hit Ratio: 37.93%, Max Drawdown: 0.15%
(30, 1, 1, 0, 0, 2.5, 3.5): Return: -0.08%, Hit Ratio: 37.93%, Max Drawdown: 0.16%
(30, 1, 1, 0, 0, 3, 2.5): Return: -0.08%, Hit Ratio: 37.82%, Max Drawdown: 0.15%
(30, 1, 1, 0, 0, 3, 3): Return: -0.07%, Hit Ratio: 38.46%, Max Drawdown: 0.15%
