(Lookback, Entry, Exit, Stop-loss)
Best HPs: (40, 2.2, -0.6, 3.0), Return: 7.97%, Hit Ratio: 57.89%, Max Drawdown: 1.52%
(40, 2.2, -0.6, 3.0): Return: 7.97%, Hit Ratio: 57.89%, Max Drawdown: 1.52%
(40, 2.2, -0.6, 3.1): Return: 7.97%, Hit Ratio: 57.89%, Max Drawdown: 1.52%
(40, 2.2, -0.6, 3.2): Return: 7.32%, Hit Ratio: 52.38%, Max Drawdown: 1.52%
(40, 2.2, -0.7, 3.2): Return: 7.23%, Hit Ratio: 57.14%, Max Drawdown: 2.38%
(40, 2.2, -0.6, 2.9): Return: 6.67%, Hit Ratio: 58.82%, Max Drawdown: 2.47%
(40, 2.2, -0.7, 3.0): Return: 6.52%, Hit Ratio: 57.89%, Max Drawdown: 2.4%
(40, 2.2, -0.7, 3.1): Return: 6.52%, Hit Ratio: 57.89%, Max Drawdown: 2.4%
(40, 2.2, -0.7, 2.9): Return: 5.56%, Hit Ratio: 58.82%, Max Drawdown: 3.45%
(40, 2.2, -0.6, 2.8): Return: 5.46%, Hit Ratio: 56.25%, Max Drawdown: 2.27%
(40, 2.2, -0.7, 2.8): Return: 5.43%, Hit Ratio: 56.25%, Max Drawdown: 2.28%
(40, 2.2, -0.4, 3.0): Return: 4.37%, Hit Ratio: 55.0%, Max Drawdown: 1.79%
(40, 2.2, -0.4, 3.1): Return: 4.37%, Hit Ratio: 55.0%, Max Drawdown: 1.79%
(40, 2.2, -0.5, 3.0): Return: 4.34%, Hit Ratio: 60.0%, Max Drawdown: 1.79%
(40, 2.2, -0.5, 3.1): Return: 4.34%, Hit Ratio: 60.0%, Max Drawdown: 1.79%
(40, 2.2, -0.5, 3.2): Return: 3.94%, Hit Ratio: 59.09%, Max Drawdown: 1.79%
(40, 2.2, -0.4, 3.2): Return: 3.77%, Hit Ratio: 54.55%, Max Drawdown: 1.79%
(40, 2.2, -0.3, 3.0): Return: 3.6%, Hit Ratio: 55.0%, Max Drawdown: 1.79%
(40, 2.2, -0.3, 3.1): Return: 3.6%, Hit Ratio: 55.0%, Max Drawdown: 1.79%
(40, 2.2, -0.4, 2.9): Return: 3.08%, Hit Ratio: 55.56%, Max Drawdown: 2.55%
(40, 2.2, -0.5, 2.9): Return: 3.05%, Hit Ratio: 61.11%, Max Drawdown: 2.55%
(40, 2.2, -0.3, 3.2): Return: 3.0%, Hit Ratio: 54.55%, Max Drawdown: 1.79%
(40, 2.1, -0.6, 3.0): Return: 2.38%, Hit Ratio: 45.83%, Max Drawdown: 4.94%
(40, 2.1, -0.6, 3.1): Return: 2.38%, Hit Ratio: 45.83%, Max Drawdown: 4.94%
(40, 2.2, -0.4, 2.8): Return: 2.31%, Hit Ratio: 50.0%, Max Drawdown: 2.34%
(40, 2.2, -0.3, 2.9): Return: 2.31%, Hit Ratio: 55.56%, Max Drawdown: 2.55%
(40, 2.2, -0.5, 2.8): Return: 2.28%, Hit Ratio: 56.25%, Max Drawdown: 2.35%
(40, 2.1, -0.7, 3.2): Return: 1.94%, Hit Ratio: 50.0%, Max Drawdown: 4.94%
(40, 2.1, -0.6, 3.2): Return: 1.73%, Hit Ratio: 42.31%, Max Drawdown: 5.12%
(40, 2.2, -0.3, 2.8): Return: 1.54%, Hit Ratio: 50.0%, Max Drawdown: 2.34%
(40, 2.1, -0.7, 3.0): Return: 1.23%, Hit Ratio: 50.0%, Max Drawdown: 5.17%
(40, 2.1, -0.7, 3.1): Return: 1.23%, Hit Ratio: 50.0%, Max Drawdown: 5.17%
(20, 2.2, -0.5, 2.8): Return: 1.09%, Hit Ratio: 42.11%, Max Drawdown: 2.81%
(40, 2.1, -0.6, 2.9): Return: 1.09%, Hit Ratio: 45.45%, Max Drawdown: 4.92%
(20, 2.2, -0.5, 2.9): Return: 1.07%, Hit Ratio: 40.0%, Max Drawdown: 2.81%
(35, 2.2, -0.7, 3.1): Return: 0.74%, Hit Ratio: 39.13%, Max Drawdown: 3.69%
(35, 2.2, -0.7, 3.1): Return: 0.74%, Hit Ratio: 39.13%, Max Drawdown: 3.69%
(35, 2.2, -0.6, 2.8): Return: 0.68%, Hit Ratio: 40.0%, Max Drawdown: 3.04%
(35, 2.2, -0.6, 2.8): Return: 0.68%, Hit Ratio: 40.0%, Max Drawdown: 3.04%
(20, 2.2, -0.6, 2.8): Return: 0.59%, Hit Ratio: 36.84%, Max Drawdown: 3.35%
(35, 2.1, -0.6, 2.8): Return: 0.59%, Hit Ratio: 39.13%, Max Drawdown: 3.93%
(35, 2.1, -0.6, 2.8): Return: 0.59%, Hit Ratio: 39.13%, Max Drawdown: 3.93%
(20, 2.2, -0.6, 2.9): Return: 0.58%, Hit Ratio: 35.0%, Max Drawdown: 3.35%
(35, 2.2, -0.7, 2.8): Return: 0.45%, Hit Ratio: 40.0%, Max Drawdown: 3.7%
(35, 2.2, -0.7, 2.8): Return: 0.45%, Hit Ratio: 40.0%, Max Drawdown: 3.7%
(35, 2.1, -0.7, 3.1): Return: 0.39%, Hit Ratio: 38.46%, Max Drawdown: 4.8%
(35, 2.1, -0.7, 3.1): Return: 0.39%, Hit Ratio: 38.46%, Max Drawdown: 4.8%
(35, 2.0, -0.6, 2.8): Return: 0.36%, Hit Ratio: 40.74%, Max Drawdown: 5.4%
(35, 2.0, -0.6, 2.8): Return: 0.36%, Hit Ratio: 40.74%, Max Drawdown: 5.4%
(35, 2.2, -0.6, 2.9): Return: 0.27%, Hit Ratio: 38.1%, Max Drawdown: 3.44%
(35, 2.2, -0.6, 3.0): Return: 0.27%, Hit Ratio: 38.1%, Max Drawdown: 3.44%
(35, 2.2, -0.6, 2.9): Return: 0.27%, Hit Ratio: 38.1%, Max Drawdown: 3.44%
(35, 2.2, -0.6, 3.0): Return: 0.27%, Hit Ratio: 38.1%, Max Drawdown: 3.44%
(40, 2.1, -0.7, 2.9): Return: 0.27%, Hit Ratio: 50.0%, Max Drawdown: 5.67%
(35, 2.1, -0.6, 2.9): Return: 0.18%, Hit Ratio: 37.5%, Max Drawdown: 3.95%
(35, 2.1, -0.6, 3.0): Return: 0.18%, Hit Ratio: 37.5%, Max Drawdown: 3.95%
(35, 2.1, -0.6, 2.9): Return: 0.18%, Hit Ratio: 37.5%, Max Drawdown: 3.95%
(35, 2.1, -0.6, 3.0): Return: 0.18%, Hit Ratio: 37.5%, Max Drawdown: 3.95%
(35, 2.0, -0.7, 3.1): Return: 0.16%, Hit Ratio: 40.0%, Max Drawdown: 5.37%
(35, 2.0, -0.7, 3.1): Return: 0.16%, Hit Ratio: 40.0%, Max Drawdown: 5.37%
(40, 2.1, -0.7, 2.8): Return: 0.14%, Hit Ratio: 47.62%, Max Drawdown: 4.95%
(30, 2.2, -0.6, 3.0): Return: 0.12%, Hit Ratio: 40.91%, Max Drawdown: 3.83%
(35, 2.1, -0.7, 2.8): Return: 0.1%, Hit Ratio: 39.13%, Max Drawdown: 4.81%
(35, 2.1, -0.7, 2.8): Return: 0.1%, Hit Ratio: 39.13%, Max Drawdown: 4.81%
(30, 2.0, -0.6, 3.0): Return: 0.08%, Hit Ratio: 44.83%, Max Drawdown: 4.87%
(20, 2.2, -0.5, 3.1): Return: 0.07%, Hit Ratio: 39.13%, Max Drawdown: 4.02%
(35, 2.2, -0.7, 2.9): Return: 0.04%, Hit Ratio: 38.1%, Max Drawdown: 3.87%
(35, 2.2, -0.7, 3.0): Return: 0.04%, Hit Ratio: 38.1%, Max Drawdown: 3.87%
(35, 2.2, -0.7, 2.9): Return: 0.04%, Hit Ratio: 38.1%, Max Drawdown: 3.87%
(35, 2.2, -0.7, 3.0): Return: 0.04%, Hit Ratio: 38.1%, Max Drawdown: 3.87%
(30, 2.0, -0.7, 3.0): Return: 0.02%, Hit Ratio: 39.29%, Max Drawdown: 4.46%
(35, 2.0, -0.6, 2.9): Return: -0.05%, Hit Ratio: 39.29%, Max Drawdown: 5.8%
(35, 2.0, -0.6, 3.0): Return: -0.05%, Hit Ratio: 39.29%, Max Drawdown: 5.8%
(35, 2.0, -0.6, 2.9): Return: -0.05%, Hit Ratio: 39.29%, Max Drawdown: 5.8%
(35, 2.0, -0.6, 3.0): Return: -0.05%, Hit Ratio: 39.29%, Max Drawdown: 5.8%
(35, 2.2, -0.7, 3.2): Return: -0.11%, Hit Ratio: 37.5%, Max Drawdown: 4.08%
(35, 2.2, -0.7, 3.2): Return: -0.11%, Hit Ratio: 37.5%, Max Drawdown: 4.08%
(35, 2.0, -0.7, 2.8): Return: -0.13%, Hit Ratio: 40.74%, Max Drawdown: 5.66%
(35, 2.0, -0.7, 2.8): Return: -0.13%, Hit Ratio: 40.74%, Max Drawdown: 5.66%
(40, 2.1, -0.6, 2.8): Return: -0.13%, Hit Ratio: 42.86%, Max Drawdown: 4.94%
(30, 2.2, -0.7, 3.0): Return: -0.14%, Hit Ratio: 36.36%, Max Drawdown: 4.05%
(20, 2.2, -0.5, 3.0): Return: -0.17%, Hit Ratio: 36.36%, Max Drawdown: 4.02%
(35, 2.1, -0.7, 2.9): Return: -0.31%, Hit Ratio: 37.5%, Max Drawdown: 4.83%
(35, 2.1, -0.7, 3.0): Return: -0.31%, Hit Ratio: 37.5%, Max Drawdown: 4.83%
