(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(60, 1.5, 2, -0.5, 0, 3.5, 2.5): Return: -0.01%, Hit Ratio: 53.66%, Max Drawdown: 0.03%
(60, 1.5, 2, -0.5, 0, 3.5, 3): Return: -0.01%, Hit Ratio: 53.66%, Max Drawdown: 0.03%
(60, 1.5, 2, -0.5, 0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 53.62%, Max Drawdown: 0.04%
(60, 1.5, 2, -0.5, 0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 52.17%, Max Drawdown: 0.04%
(60, 1.5, 2, -0.5, 0.5, 3.5, 2.5): Return: -0.01%, Hit Ratio: 52.38%, Max Drawdown: 0.04%
(60, 1.5, 2, -0.5, 0.5, 3.5, 3): Return: -0.01%, Hit Ratio: 51.19%, Max Drawdown: 0.04%
(60, 1.5, 2, 0, -0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 51.85%, Max Drawdown: 0.03%
(60, 1.5, 2, 0, 0, 2.5, 3.5): Return: -0.01%, Hit Ratio: 47.89%, Max Drawdown: 0.03%
(60, 1.5, 2, 0, 0, 3.5, 3.5): Return: -0.01%, Hit Ratio: 51.72%, Max Drawdown: 0.04%
(60, 1.5, 2, 0, 0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 51.43%, Max Drawdown: 0.03%
(60, 1.5, 2, 0, 0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(60, 1.5, 2, 0, 0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 54.22%, Max Drawdown: 0.04%
(60, 1.5, 2, 0, 0.5, 3, 3): Return: -0.01%, Hit Ratio: 53.01%, Max Drawdown: 0.04%
(60, 1.5, 2, 0, 0.5, 3.5, 2.5): Return: -0.01%, Hit Ratio: 54.65%, Max Drawdown: 0.04%
(60, 1.5, 2, 0, 0.5, 3.5, 3): Return: -0.01%, Hit Ratio: 53.49%, Max Drawdown: 0.04%
(60, 1.5, 2, 0.5, -0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 48.19%, Max Drawdown: 0.03%
(60, 1.5, 2, 0.5, -0.5, 3, 3): Return: -0.01%, Hit Ratio: 48.19%, Max Drawdown: 0.03%
(60, 1.5, 2, 0.5, -0.5, 3.5, 2.5): Return: -0.01%, Hit Ratio: 48.84%, Max Drawdown: 0.03%
(60, 1.5, 2, 0.5, -0.5, 3.5, 3): Return: -0.01%, Hit Ratio: 48.84%, Max Drawdown: 0.03%
(60, 1.5, 2, 0.5, 0, 2.5, 2.5): Return: -0.01%, Hit Ratio: 47.14%, Max Drawdown: 0.02%
(60, 1.5, 2, 0.5, 0, 2.5, 3): Return: -0.01%, Hit Ratio: 47.14%, Max Drawdown: 0.02%
(60, 1.5, 2, 0.5, 0, 3.5, 2.5): Return: -0.01%, Hit Ratio: 47.67%, Max Drawdown: 0.03%
(60, 1.5, 2, 0.5, 0, 3.5, 3): Return: -0.01%, Hit Ratio: 47.67%, Max Drawdown: 0.03%
(60, 1.5, 2, 0.5, 0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 44.44%, Max Drawdown: 0.03%
(60, 1.5, 2, 0.5, 0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 46.99%, Max Drawdown: 0.03%
(60, 1.5, 2, 0.5, 0.5, 3, 3): Return: -0.01%, Hit Ratio: 46.99%, Max Drawdown: 0.03%
(60, 2, 1, -0.5, 0, 3, 2.5): Return: -0.01%, Hit Ratio: 51.67%, Max Drawdown: 0.03%
(60, 2, 1, -0.5, 0, 3, 3): Return: -0.01%, Hit Ratio: 51.67%, Max Drawdown: 0.03%
(60, 2, 1, -0.5, 0, 3.5, 2.5): Return: -0.01%, Hit Ratio: 53.97%, Max Drawdown: 0.03%
(60, 2, 1, -0.5, 0, 3.5, 3): Return: -0.01%, Hit Ratio: 53.97%, Max Drawdown: 0.03%
(60, 2, 1, -0.5, 0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 55.77%, Max Drawdown: 0.05%
(60, 2, 1, -0.5, 0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 53.85%, Max Drawdown: 0.05%
(60, 2, 1, 0, 0, 3, 2.5): Return: -0.01%, Hit Ratio: 49.18%, Max Drawdown: 0.03%
(60, 2, 1, 0, 0, 3, 3): Return: -0.01%, Hit Ratio: 49.18%, Max Drawdown: 0.03%
(60, 2, 1, 0, 0, 3.5, 2.5): Return: -0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.02%
(60, 2, 1, 0, 0, 3.5, 3): Return: -0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.02%
(60, 2, 1, 0, 0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 52.38%, Max Drawdown: 0.03%
(60, 2, 1, 0.5, -0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 48.39%, Max Drawdown: 0.04%
(60, 2, 1, 0.5, 0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 49.21%, Max Drawdown: 0.04%
(60, 2, 1, 0.5, 0.5, 3.5, 3.5): Return: -0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(60, 2, 1.5, -0.5, -0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 55.56%, Max Drawdown: 0.02%
(60, 2, 1.5, -0.5, -0.5, 3, 3): Return: -0.01%, Hit Ratio: 55.56%, Max Drawdown: 0.02%
(60, 2, 1.5, -0.5, 0, 3.5, 3.5): Return: -0.01%, Hit Ratio: 56.6%, Max Drawdown: 0.03%
(60, 2, 1.5, -0.5, 0.5, 3.5, 3.5): Return: -0.01%, Hit Ratio: 50.94%, Max Drawdown: 0.03%
(60, 2, 1.5, 0, -0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 53.06%, Max Drawdown: 0.03%
(60, 2, 1.5, 0, -0.5, 3.5, 3.5): Return: -0.01%, Hit Ratio: 55.77%, Max Drawdown: 0.02%
(60, 2, 1.5, 0, 0, 3.5, 3.5): Return: -0.01%, Hit Ratio: 53.7%, Max Drawdown: 0.03%
(60, 2, 1.5, 0, 0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 57.14%, Max Drawdown: 0.02%
(60, 2, 1.5, 0, 0.5, 3, 3): Return: -0.01%, Hit Ratio: 55.1%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, -0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 51.02%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, -0.5, 3, 3): Return: -0.01%, Hit Ratio: 51.02%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, -0.5, 3.5, 2.5): Return: -0.01%, Hit Ratio: 51.92%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, -0.5, 3.5, 3): Return: -0.01%, Hit Ratio: 51.92%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, 0, 3, 2.5): Return: -0.01%, Hit Ratio: 48.98%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, 0, 3, 3): Return: -0.01%, Hit Ratio: 48.98%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, 0, 3.5, 2.5): Return: -0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, 0, 3.5, 3): Return: -0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, 0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 51.02%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, 0.5, 3, 3): Return: -0.01%, Hit Ratio: 51.02%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, 0.5, 3.5, 2.5): Return: -0.01%, Hit Ratio: 51.92%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, 0.5, 3.5, 3): Return: -0.01%, Hit Ratio: 51.92%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, -0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 54.55%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, -0.5, 3.5, 3.5): Return: -0.01%, Hit Ratio: 56.25%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, 0, 2.5, 3.5): Return: -0.01%, Hit Ratio: 51.52%, Max Drawdown: 0.03%
(60, 2, 2, -0.5, 0, 3.5, 3.5): Return: -0.01%, Hit Ratio: 56.0%, Max Drawdown: 0.04%
(60, 2, 2, -0.5, 0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 54.35%, Max Drawdown: 0.03%
(60, 2, 2, -0.5, 0.5, 3.5, 3.5): Return: -0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(60, 2, 2, 0, -0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 48.48%, Max Drawdown: 0.02%
(60, 2, 2, 0, -0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 52.17%, Max Drawdown: 0.03%
(60, 2, 2, 0, -0.5, 3.5, 3.5): Return: -0.01%, Hit Ratio: 54.0%, Max Drawdown: 0.02%
(60, 2, 2, 0, 0, 2.5, 3.5): Return: -0.01%, Hit Ratio: 48.48%, Max Drawdown: 0.03%
(60, 2, 2, 0, 0, 3, 3.5): Return: -0.01%, Hit Ratio: 53.19%, Max Drawdown: 0.04%
(60, 2, 2, 0, 0, 3.5, 3.5): Return: -0.01%, Hit Ratio: 52.94%, Max Drawdown: 0.03%
(60, 2, 2, 0, 0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 48.48%, Max Drawdown: 0.02%
(60, 2, 2, 0, 0.5, 3.5, 3.5): Return: -0.01%, Hit Ratio: 52.94%, Max Drawdown: 0.03%
(60, 2, 2, 0.5, -0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 51.52%, Max Drawdown: 0.03%
(60, 2, 2, 0.5, -0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 51.11%, Max Drawdown: 0.03%
(60, 2, 2, 0.5, -0.5, 3, 3): Return: -0.01%, Hit Ratio: 51.11%, Max Drawdown: 0.03%
(60, 2, 2, 0.5, -0.5, 3.5, 2.5): Return: -0.01%, Hit Ratio: 51.02%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, -0.5, 3.5, 3): Return: -0.01%, Hit Ratio: 51.02%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, 0, 2.5, 3.5): Return: -0.01%, Hit Ratio: 48.48%, Max Drawdown: 0.03%
(60, 2, 2, 0.5, 0, 3, 2.5): Return: -0.01%, Hit Ratio: 48.89%, Max Drawdown: 0.03%
(60, 2, 2, 0.5, 0, 3, 3): Return: -0.01%, Hit Ratio: 48.89%, Max Drawdown: 0.03%
(60, 2, 2, 0.5, 0, 3.5, 2.5): Return: -0.01%, Hit Ratio: 48.98%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, 0, 3.5, 3): Return: -0.01%, Hit Ratio: 48.98%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, 0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 48.48%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, 0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 51.11%, Max Drawdown: 0.03%
(60, 2, 2, 0.5, 0.5, 3, 3): Return: -0.01%, Hit Ratio: 51.11%, Max Drawdown: 0.03%
(100, 1, 1, 0, 0, 3, 2.5): Return: -0.01%, Hit Ratio: 50.69%, Max Drawdown: 0.07%
(100, 1, 1, 0, 0, 3, 3): Return: -0.01%, Hit Ratio: 50.69%, Max Drawdown: 0.07%
(100, 1, 1, 0, 0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 53.06%, Max Drawdown: 0.08%
(100, 1, 1, 0, 0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 53.06%, Max Drawdown: 0.08%
(100, 1, 1, 0, 0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 53.06%, Max Drawdown: 0.09%
(100, 1, 1, 0, 0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 54.61%, Max Drawdown: 0.09%
(100, 1, 1, 0.5, 0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 51.92%, Max Drawdown: 0.08%
(100, 1, 1, 0.5, 0.5, 3, 3): Return: -0.01%, Hit Ratio: 51.92%, Max Drawdown: 0.08%
(100, 1, 1.5, -0.5, -0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 51.75%, Max Drawdown: 0.06%
(100, 1, 1.5, -0.5, -0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 51.75%, Max Drawdown: 0.06%
(100, 1, 1.5, -0.5, -0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 52.99%, Max Drawdown: 0.06%
(100, 1, 1.5, -0.5, -0.5, 3, 3): Return: -0.01%, Hit Ratio: 52.99%, Max Drawdown: 0.06%
(100, 1, 1.5, 0, -0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 51.16%, Max Drawdown: 0.06%
(100, 1, 1.5, 0, -0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 51.88%, Max Drawdown: 0.07%
(100, 1, 1.5, 0, 0, 2.5, 3.5): Return: -0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.08%
(100, 1, 1.5, 0, 0, 3, 3.5): Return: -0.01%, Hit Ratio: 50.74%, Max Drawdown: 0.08%
(100, 1, 1.5, 0, 0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 52.24%, Max Drawdown: 0.08%
(100, 1, 1.5, 0, 0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 52.24%, Max Drawdown: 0.08%
(100, 1, 1.5, 0, 0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 54.29%, Max Drawdown: 0.09%
(100, 1, 2, 0, -0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 50.39%, Max Drawdown: 0.06%
(100, 1, 2, 0, -0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 50.39%, Max Drawdown: 0.06%
(100, 1, 2, 0, -0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 50.39%, Max Drawdown: 0.07%
(100, 1, 2, 0, -0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 51.15%, Max Drawdown: 0.06%
(100, 1, 2, 0, -0.5, 3, 3): Return: -0.01%, Hit Ratio: 51.15%, Max Drawdown: 0.06%
(100, 1, 2, 0, -0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 51.15%, Max Drawdown: 0.07%
(100, 1, 2, 0, 0, 2.5, 2.5): Return: -0.01%, Hit Ratio: 49.22%, Max Drawdown: 0.07%
(100, 1, 2, 0, 0, 2.5, 3): Return: -0.01%, Hit Ratio: 49.22%, Max Drawdown: 0.07%
(100, 1, 2, 0, 0, 3, 3.5): Return: -0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.08%
(100, 1, 2, 0, 0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 53.62%, Max Drawdown: 0.09%
(100, 1, 2, 0, 0.5, 3, 3): Return: -0.01%, Hit Ratio: 53.62%, Max Drawdown: 0.09%
(100, 1, 2, 0, 0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 53.62%, Max Drawdown: 0.09%
(100, 1.5, 1, -0.5, 0, 3.5, 3.5): Return: -0.01%, Hit Ratio: 55.91%, Max Drawdown: 0.03%
(100, 1.5, 1, 0.5, -0.5, 3.5, 3.5): Return: -0.01%, Hit Ratio: 50.51%, Max Drawdown: 0.03%
(100, 1.5, 1, 0.5, 0, 3.5, 3.5): Return: -0.01%, Hit Ratio: 50.51%, Max Drawdown: 0.03%
(100, 1.5, 1, 0.5, 0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 53.06%, Max Drawdown: 0.05%
(100, 1.5, 1, 0.5, 0.5, 3, 3): Return: -0.01%, Hit Ratio: 53.06%, Max Drawdown: 0.05%
(100, 1.5, 1.5, -0.5, -0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 55.07%, Max Drawdown: 0.05%
(100, 1.5, 1.5, -0.5, -0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 55.07%, Max Drawdown: 0.05%
(100, 1.5, 1.5, -0.5, -0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 57.33%, Max Drawdown: 0.05%
(100, 1.5, 1.5, -0.5, -0.5, 3, 3): Return: -0.01%, Hit Ratio: 57.33%, Max Drawdown: 0.05%
(100, 1.5, 1.5, -0.5, 0, 3, 2.5): Return: -0.01%, Hit Ratio: 56.1%, Max Drawdown: 0.05%
(100, 1.5, 1.5, -0.5, 0, 3, 3): Return: -0.01%, Hit Ratio: 56.1%, Max Drawdown: 0.05%
(100, 1.5, 1.5, -0.5, 0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 51.32%, Max Drawdown: 0.05%
(100, 1.5, 1.5, -0.5, 0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 51.32%, Max Drawdown: 0.05%
(100, 1.5, 1.5, -0.5, 0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 51.76%, Max Drawdown: 0.05%
(100, 1.5, 1.5, -0.5, 0.5, 3, 3): Return: -0.01%, Hit Ratio: 51.76%, Max Drawdown: 0.05%
(100, 1.5, 1.5, 0, -0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 55.26%, Max Drawdown: 0.06%
(100, 1.5, 1.5, 0, -0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 55.95%, Max Drawdown: 0.06%
(100, 1.5, 1.5, 0, 0, 2.5, 2.5): Return: -0.01%, Hit Ratio: 56.0%, Max Drawdown: 0.05%
(100, 1.5, 1.5, 0, 0, 2.5, 3): Return: -0.01%, Hit Ratio: 56.0%, Max Drawdown: 0.05%
(100, 1.5, 1.5, 0, 0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 52.56%, Max Drawdown: 0.06%
(100, 1.5, 1.5, 0, 0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 54.02%, Max Drawdown: 0.06%
(100, 1.5, 1.5, 0.5, -0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 51.95%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, -0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 51.95%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, -0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 51.72%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, -0.5, 3, 3): Return: -0.01%, Hit Ratio: 51.72%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0, 2.5, 2.5): Return: -0.01%, Hit Ratio: 51.95%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0, 2.5, 3): Return: -0.01%, Hit Ratio: 51.95%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0, 3, 2.5): Return: -0.01%, Hit Ratio: 51.72%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0, 3, 3): Return: -0.01%, Hit Ratio: 51.72%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 51.28%, Max Drawdown: 0.06%
(100, 1.5, 1.5, 0.5, 0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 52.27%, Max Drawdown: 0.06%
(100, 1.5, 2, -0.5, 0, 3, 2.5): Return: -0.01%, Hit Ratio: 55.0%, Max Drawdown: 0.05%
(100, 1.5, 2, -0.5, 0, 3, 3): Return: -0.01%, Hit Ratio: 55.0%, Max Drawdown: 0.05%
(100, 1.5, 2, -0.5, 0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 50.6%, Max Drawdown: 0.06%
(100, 1.5, 2, -0.5, 0.5, 3, 3): Return: -0.01%, Hit Ratio: 50.6%, Max Drawdown: 0.06%
(100, 1.5, 2, 0, 0, 2.5, 2.5): Return: -0.01%, Hit Ratio: 54.79%, Max Drawdown: 0.05%
(100, 1.5, 2, 0, 0, 2.5, 3): Return: -0.01%, Hit Ratio: 54.79%, Max Drawdown: 0.05%
(100, 1.5, 2, 0, 0, 3, 2.5): Return: -0.01%, Hit Ratio: 54.88%, Max Drawdown: 0.05%
(100, 1.5, 2, 0, 0, 3, 3): Return: -0.01%, Hit Ratio: 54.88%, Max Drawdown: 0.05%
(100, 1.5, 2, 0, 0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 52.0%, Max Drawdown: 0.05%
(100, 1.5, 2, 0, 0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 52.0%, Max Drawdown: 0.05%
(100, 1.5, 2, 0, 0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 53.57%, Max Drawdown: 0.05%
(100, 1.5, 2, 0, 0.5, 3, 3): Return: -0.01%, Hit Ratio: 53.57%, Max Drawdown: 0.05%
(100, 1.5, 2, 0.5, -0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 50.67%, Max Drawdown: 0.04%
(100, 1.5, 2, 0.5, -0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 50.67%, Max Drawdown: 0.04%
(100, 1.5, 2, 0.5, -0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 50.59%, Max Drawdown: 0.05%
(100, 1.5, 2, 0.5, -0.5, 3, 3): Return: -0.01%, Hit Ratio: 50.59%, Max Drawdown: 0.05%
(100, 1.5, 2, 0.5, 0, 2.5, 2.5): Return: -0.01%, Hit Ratio: 50.67%, Max Drawdown: 0.04%
(100, 1.5, 2, 0.5, 0, 2.5, 3): Return: -0.01%, Hit Ratio: 50.67%, Max Drawdown: 0.04%
(100, 1.5, 2, 0.5, 0, 3, 2.5): Return: -0.01%, Hit Ratio: 50.59%, Max Drawdown: 0.05%
(100, 1.5, 2, 0.5, 0, 3, 3): Return: -0.01%, Hit Ratio: 50.59%, Max Drawdown: 0.05%
(100, 1.5, 2, 0.5, 0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 50.67%, Max Drawdown: 0.04%
(100, 1.5, 2, 0.5, 0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 50.67%, Max Drawdown: 0.04%
(100, 1.5, 2, 0.5, 0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 51.76%, Max Drawdown: 0.05%
(100, 1.5, 2, 0.5, 0.5, 3, 3): Return: -0.01%, Hit Ratio: 51.76%, Max Drawdown: 0.05%
(100, 2, 1, -0.5, -0.5, 3.5, 3.5): Return: -0.01%, Hit Ratio: 58.82%, Max Drawdown: 0.03%
(100, 2, 1, -0.5, 0, 3.5, 3.5): Return: -0.01%, Hit Ratio: 56.6%, Max Drawdown: 0.04%
(100, 2, 1, -0.5, 0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.05%
(100, 2, 1, -0.5, 0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.05%
(100, 2, 1, -0.5, 0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 50.94%, Max Drawdown: 0.05%
(100, 2, 1, -0.5, 0.5, 3, 3): Return: -0.01%, Hit Ratio: 50.94%, Max Drawdown: 0.05%
(100, 2, 1, 0, 0, 3.5, 3.5): Return: -0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.04%
(100, 2, 1, 0, 0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 51.85%, Max Drawdown: 0.05%
(100, 2, 1, 0, 0.5, 3, 3): Return: -0.01%, Hit Ratio: 51.85%, Max Drawdown: 0.05%
(100, 2, 1, 0.5, -0.5, 3.5, 3.5): Return: -0.01%, Hit Ratio: 48.21%, Max Drawdown: 0.04%
(100, 2, 1, 0.5, 0, 3.5, 2.5): Return: -0.01%, Hit Ratio: 47.27%, Max Drawdown: 0.03%
(100, 2, 1, 0.5, 0, 3.5, 3): Return: -0.01%, Hit Ratio: 47.27%, Max Drawdown: 0.03%
(100, 2, 1, 0.5, 0.5, 3.5, 3.5): Return: -0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.04%
(100, 2, 1.5, -0.5, -0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 54.84%, Max Drawdown: 0.06%
(100, 2, 1.5, -0.5, -0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 57.5%, Max Drawdown: 0.05%
(100, 2, 1.5, -0.5, -0.5, 3, 3): Return: -0.01%, Hit Ratio: 57.5%, Max Drawdown: 0.05%
(100, 2, 1.5, -0.5, 0, 3, 3.5): Return: -0.01%, Hit Ratio: 61.9%, Max Drawdown: 0.06%
(100, 2, 1.5, 0, -0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 53.12%, Max Drawdown: 0.06%
(100, 2, 1.5, 0, -0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 55.81%, Max Drawdown: 0.06%
(100, 2, 1.5, 0, 0, 2.5, 2.5): Return: -0.01%, Hit Ratio: 54.84%, Max Drawdown: 0.04%
(100, 2, 1.5, 0, 0, 2.5, 3): Return: -0.01%, Hit Ratio: 54.84%, Max Drawdown: 0.04%
(100, 2, 1.5, 0, 0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 53.12%, Max Drawdown: 0.06%
(100, 2, 1.5, 0, 0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 55.81%, Max Drawdown: 0.06%
(100, 2, 1.5, 0.5, -0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 54.76%, Max Drawdown: 0.05%
(100, 2, 1.5, 0.5, -0.5, 3, 3): Return: -0.01%, Hit Ratio: 54.76%, Max Drawdown: 0.05%
(100, 2, 1.5, 0.5, 0, 2.5, 2.5): Return: -0.01%, Hit Ratio: 54.84%, Max Drawdown: 0.05%
(100, 2, 1.5, 0.5, 0, 2.5, 3): Return: -0.01%, Hit Ratio: 54.84%, Max Drawdown: 0.05%
(100, 2, 1.5, 0.5, 0, 3, 2.5): Return: -0.01%, Hit Ratio: 54.76%, Max Drawdown: 0.05%
(100, 2, 1.5, 0.5, 0, 3, 3): Return: -0.01%, Hit Ratio: 54.76%, Max Drawdown: 0.05%
(100, 2, 1.5, 0.5, 0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 54.84%, Max Drawdown: 0.05%
(100, 2, 1.5, 0.5, 0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 54.84%, Max Drawdown: 0.05%
(100, 2, 1.5, 0.5, 0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 57.14%, Max Drawdown: 0.05%
(100, 2, 1.5, 0.5, 0.5, 3, 3): Return: -0.01%, Hit Ratio: 57.14%, Max Drawdown: 0.05%
(100, 2, 2, -0.5, -0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 58.33%, Max Drawdown: 0.04%
(100, 2, 2, -0.5, -0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 58.33%, Max Drawdown: 0.04%
(100, 2, 2, -0.5, 0, 2.5, 2.5): Return: -0.01%, Hit Ratio: 62.5%, Max Drawdown: 0.05%
(100, 2, 2, -0.5, 0, 2.5, 3): Return: -0.01%, Hit Ratio: 62.5%, Max Drawdown: 0.05%
(100, 2, 2, -0.5, 0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 54.17%, Max Drawdown: 0.05%
(100, 2, 2, -0.5, 0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 54.17%, Max Drawdown: 0.05%
(100, 2, 2, -0.5, 0.5, 3, 2.5): Return: -0.01%, Hit Ratio: 55.56%, Max Drawdown: 0.05%
(100, 2, 2, -0.5, 0.5, 3, 3): Return: -0.01%, Hit Ratio: 55.56%, Max Drawdown: 0.05%
(100, 2, 2, 0, 0, 3, 2.5): Return: -0.01%, Hit Ratio: 56.76%, Max Drawdown: 0.05%
