(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(30, 2, 1.5, 0, 0, 3.5, 2.5): Return: -0.0%, Hit Ratio: 52.83%, Max Drawdown: 0.05%
(30, 2, 1.5, 0, 0, 3.5, 3): Return: -0.0%, Hit Ratio: 50.94%, Max Drawdown: 0.05%
(30, 2, 1.5, 0, 0.5, 2.5, 3): Return: -0.0%, Hit Ratio: 48.72%, Max Drawdown: 0.03%
(30, 2, 1.5, 0, 0.5, 3, 2.5): Return: 0.0%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(30, 2, 1.5, 0, 0.5, 3, 3): Return: 0.0%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(30, 2, 1.5, 0, 0.5, 3, 3.5): Return: -0.0%, Hit Ratio: 49.02%, Max Drawdown: 0.03%
(30, 2, 1.5, 0, 0.5, 3.5, 2.5): Return: -0.0%, Hit Ratio: 50.0%, Max Drawdown: 0.04%
(30, 2, 1.5, 0, 0.5, 3.5, 3): Return: -0.0%, Hit Ratio: 50.0%, Max Drawdown: 0.04%
(30, 2, 1.5, 0, 0.5, 3.5, 3.5): Return: -0.0%, Hit Ratio: 49.09%, Max Drawdown: 0.04%
(30, 2, 1.5, 0.5, 0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(30, 2, 1.5, 0.5, 0.5, 3, 3): Return: -0.0%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(30, 2, 2, -0.5, -0.5, 3.5, 2.5): Return: -0.0%, Hit Ratio: 65.22%, Max Drawdown: 0.04%
(30, 2, 2, -0.5, 0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 53.49%, Max Drawdown: 0.03%
(30, 2, 2, -0.5, 0.5, 3, 3): Return: -0.0%, Hit Ratio: 53.49%, Max Drawdown: 0.03%
(30, 2, 2, -0.5, 0.5, 3.5, 2.5): Return: -0.0%, Hit Ratio: 51.02%, Max Drawdown: 0.04%
(30, 2, 2, -0.5, 0.5, 3.5, 3): Return: -0.0%, Hit Ratio: 51.02%, Max Drawdown: 0.04%
(60, 1, 1, -0.5, -0.5, 3, 3.5): Return: -0.0%, Hit Ratio: 51.91%, Max Drawdown: 0.03%
(60, 1, 1, 0, -0.5, 2.5, 2.5): Return: -0.0%, Hit Ratio: 50.0%, Max Drawdown: 0.05%
(60, 1, 1, 0, -0.5, 2.5, 3): Return: -0.0%, Hit Ratio: 50.36%, Max Drawdown: 0.05%
(60, 1, 1, 0, 0, 3, 3.5): Return: -0.0%, Hit Ratio: 51.95%, Max Drawdown: 0.04%
(60, 1, 1, 0, 0, 3.5, 3.5): Return: 0.0%, Hit Ratio: 52.23%, Max Drawdown: 0.04%
(60, 1, 1, 0, 0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 53.8%, Max Drawdown: 0.04%
(60, 1, 1, 0, 0.5, 3, 3): Return: -0.0%, Hit Ratio: 53.8%, Max Drawdown: 0.04%
(60, 1, 1, 0, 0.5, 3.5, 2.5): Return: 0.0%, Hit Ratio: 54.04%, Max Drawdown: 0.04%
(60, 1, 1, 0, 0.5, 3.5, 3): Return: 0.0%, Hit Ratio: 54.04%, Max Drawdown: 0.04%
(60, 1, 1, 0, 0.5, 3.5, 3.5): Return: -0.0%, Hit Ratio: 54.04%, Max Drawdown: 0.05%
(60, 1, 1, 0.5, -0.5, 3.5, 2.5): Return: -0.0%, Hit Ratio: 49.38%, Max Drawdown: 0.03%
(60, 1, 1, 0.5, -0.5, 3.5, 3): Return: -0.0%, Hit Ratio: 49.38%, Max Drawdown: 0.03%
(60, 1, 1.5, -0.5, 0, 3.5, 2.5): Return: -0.0%, Hit Ratio: 51.41%, Max Drawdown: 0.04%
(60, 1, 1.5, -0.5, 0, 3.5, 3): Return: -0.0%, Hit Ratio: 51.06%, Max Drawdown: 0.04%
(60, 1, 1.5, 0, -0.5, 3, 3.5): Return: -0.0%, Hit Ratio: 52.52%, Max Drawdown: 0.03%
(60, 1, 1.5, 0, -0.5, 3.5, 3.5): Return: 0.0%, Hit Ratio: 53.52%, Max Drawdown: 0.03%
(60, 1, 1.5, 0, 0, 3, 3.5): Return: -0.0%, Hit Ratio: 51.72%, Max Drawdown: 0.04%
(60, 1, 1.5, 0, 0, 3.5, 3.5): Return: 0.0%, Hit Ratio: 52.03%, Max Drawdown: 0.04%
(60, 1, 1.5, 0, 0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 53.42%, Max Drawdown: 0.04%
(60, 1, 1.5, 0, 0.5, 3, 3): Return: -0.0%, Hit Ratio: 53.42%, Max Drawdown: 0.04%
(60, 1, 1.5, 0, 0.5, 3.5, 2.5): Return: 0.0%, Hit Ratio: 53.69%, Max Drawdown: 0.04%
(60, 1, 1.5, 0, 0.5, 3.5, 3): Return: 0.0%, Hit Ratio: 53.69%, Max Drawdown: 0.04%
(60, 1, 2, -0.5, -0.5, 2.5, 2.5): Return: -0.0%, Hit Ratio: 52.1%, Max Drawdown: 0.03%
(60, 1, 2, -0.5, -0.5, 2.5, 3): Return: -0.0%, Hit Ratio: 52.54%, Max Drawdown: 0.03%
(60, 1, 2, -0.5, 0, 3.5, 2.5): Return: -0.0%, Hit Ratio: 51.43%, Max Drawdown: 0.04%
(60, 1, 2, -0.5, 0, 3.5, 3): Return: -0.0%, Hit Ratio: 51.08%, Max Drawdown: 0.04%
(60, 1, 2, 0, -0.5, 3, 3.5): Return: -0.0%, Hit Ratio: 52.17%, Max Drawdown: 0.03%
(60, 1, 2, 0, -0.5, 3.5, 3.5): Return: 0.0%, Hit Ratio: 53.19%, Max Drawdown: 0.03%
(60, 1, 2, 0, 0, 3, 3.5): Return: 0.0%, Hit Ratio: 51.75%, Max Drawdown: 0.04%
(60, 1, 2, 0, 0.5, 2.5, 2.5): Return: 0.0%, Hit Ratio: 50.37%, Max Drawdown: 0.03%
(60, 1, 2, 0, 0.5, 2.5, 3): Return: 0.0%, Hit Ratio: 50.37%, Max Drawdown: 0.03%
(60, 1, 2, 0, 0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 53.47%, Max Drawdown: 0.05%
(60, 1, 2, 0, 0.5, 3, 3): Return: -0.0%, Hit Ratio: 53.47%, Max Drawdown: 0.05%
(60, 1, 2, 0, 0.5, 3.5, 2.5): Return: 0.0%, Hit Ratio: 53.74%, Max Drawdown: 0.04%
(60, 1, 2, 0, 0.5, 3.5, 3): Return: 0.0%, Hit Ratio: 53.74%, Max Drawdown: 0.04%
(60, 1.5, 1, -0.5, -0.5, 3, 3.5): Return: 0.0%, Hit Ratio: 55.29%, Max Drawdown: 0.03%
(60, 1.5, 1, 0, 0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 54.17%, Max Drawdown: 0.04%
(60, 1.5, 1, 0, 0.5, 3, 3): Return: -0.0%, Hit Ratio: 53.12%, Max Drawdown: 0.04%
(60, 1.5, 1, 0, 0.5, 3.5, 2.5): Return: -0.0%, Hit Ratio: 54.55%, Max Drawdown: 0.03%
(60, 1.5, 1, 0, 0.5, 3.5, 3): Return: -0.0%, Hit Ratio: 53.54%, Max Drawdown: 0.03%
(60, 1.5, 1, 0.5, -0.5, 3.5, 3.5): Return: -0.0%, Hit Ratio: 49.49%, Max Drawdown: 0.03%
(60, 1.5, 1, 0.5, 0.5, 3.5, 2.5): Return: -0.0%, Hit Ratio: 48.48%, Max Drawdown: 0.03%
(60, 1.5, 1, 0.5, 0.5, 3.5, 3): Return: -0.0%, Hit Ratio: 48.48%, Max Drawdown: 0.03%
(60, 1.5, 1.5, -0.5, -0.5, 3.5, 2.5): Return: 0.0%, Hit Ratio: 57.69%, Max Drawdown: 0.02%
(60, 1.5, 1.5, -0.5, -0.5, 3.5, 3): Return: 0.0%, Hit Ratio: 57.69%, Max Drawdown: 0.02%
(60, 1.5, 1.5, 0, -0.5, 3.5, 3.5): Return: -0.0%, Hit Ratio: 54.12%, Max Drawdown: 0.02%
(60, 1.5, 1.5, 0, 0, 3.5, 2.5): Return: -0.0%, Hit Ratio: 52.87%, Max Drawdown: 0.02%
(60, 1.5, 1.5, 0, 0, 3.5, 3): Return: -0.0%, Hit Ratio: 52.87%, Max Drawdown: 0.02%
(60, 1.5, 2, -0.5, -0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 55.41%, Max Drawdown: 0.02%
(60, 1.5, 2, -0.5, -0.5, 3, 3): Return: -0.0%, Hit Ratio: 55.41%, Max Drawdown: 0.02%
(60, 1.5, 2, 0, -0.5, 2.5, 3.5): Return: -0.0%, Hit Ratio: 49.28%, Max Drawdown: 0.02%
(60, 1.5, 2, 0, -0.5, 3.5, 3.5): Return: -0.0%, Hit Ratio: 53.57%, Max Drawdown: 0.02%
(60, 1.5, 2, 0, 0, 2.5, 2.5): Return: 0.0%, Hit Ratio: 49.28%, Max Drawdown: 0.02%
(60, 1.5, 2, 0, 0, 2.5, 3): Return: 0.0%, Hit Ratio: 49.28%, Max Drawdown: 0.02%
(60, 1.5, 2, 0, 0, 3, 2.5): Return: -0.0%, Hit Ratio: 52.44%, Max Drawdown: 0.03%
(60, 1.5, 2, 0, 0, 3, 3): Return: -0.0%, Hit Ratio: 52.44%, Max Drawdown: 0.03%
(60, 1.5, 2, 0, 0, 3.5, 2.5): Return: 0.0%, Hit Ratio: 52.94%, Max Drawdown: 0.03%
(60, 1.5, 2, 0, 0, 3.5, 3): Return: 0.0%, Hit Ratio: 52.94%, Max Drawdown: 0.03%
(60, 1.5, 2, 0.5, -0.5, 2.5, 2.5): Return: 0.0%, Hit Ratio: 48.57%, Max Drawdown: 0.02%
(60, 1.5, 2, 0.5, -0.5, 2.5, 3): Return: 0.0%, Hit Ratio: 48.57%, Max Drawdown: 0.02%
(60, 1.5, 2, 0.5, 0.5, 2.5, 2.5): Return: 0.0%, Hit Ratio: 45.71%, Max Drawdown: 0.02%
(60, 1.5, 2, 0.5, 0.5, 2.5, 3): Return: 0.0%, Hit Ratio: 45.71%, Max Drawdown: 0.02%
(60, 1.5, 2, 0.5, 0.5, 3.5, 2.5): Return: -0.0%, Hit Ratio: 47.67%, Max Drawdown: 0.03%
(60, 1.5, 2, 0.5, 0.5, 3.5, 3): Return: -0.0%, Hit Ratio: 47.67%, Max Drawdown: 0.03%
(60, 2, 1, -0.5, -0.5, 3, 3.5): Return: -0.0%, Hit Ratio: 52.63%, Max Drawdown: 0.04%
(60, 2, 1, -0.5, -0.5, 3.5, 3.5): Return: 0.0%, Hit Ratio: 56.67%, Max Drawdown: 0.03%
(60, 2, 1, -0.5, 0.5, 3, 3.5): Return: -0.0%, Hit Ratio: 53.23%, Max Drawdown: 0.03%
(60, 2, 1, -0.5, 0.5, 3.5, 3.5): Return: 0.0%, Hit Ratio: 52.31%, Max Drawdown: 0.03%
(60, 2, 1, 0, -0.5, 3, 3.5): Return: 0.0%, Hit Ratio: 51.67%, Max Drawdown: 0.03%
(60, 2, 1, 0, 0.5, 3, 3): Return: 0.0%, Hit Ratio: 53.23%, Max Drawdown: 0.02%
(60, 2, 1, 0, 0.5, 3.5, 3.5): Return: -0.0%, Hit Ratio: 53.03%, Max Drawdown: 0.03%
(60, 2, 1, 0.5, -0.5, 3, 2.5): Return: 0.0%, Hit Ratio: 49.18%, Max Drawdown: 0.03%
(60, 2, 1, 0.5, -0.5, 3, 3): Return: 0.0%, Hit Ratio: 49.18%, Max Drawdown: 0.03%
(60, 2, 1, 0.5, -0.5, 3.5, 3.5): Return: -0.0%, Hit Ratio: 49.23%, Max Drawdown: 0.04%
(60, 2, 1, 0.5, 0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(60, 2, 1, 0.5, 0.5, 3, 3): Return: -0.0%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(60, 2, 1, 0.5, 0.5, 3.5, 2.5): Return: 0.0%, Hit Ratio: 50.77%, Max Drawdown: 0.02%
(60, 2, 1, 0.5, 0.5, 3.5, 3): Return: 0.0%, Hit Ratio: 50.77%, Max Drawdown: 0.02%
(60, 2, 1.5, -0.5, -0.5, 3.5, 2.5): Return: -0.0%, Hit Ratio: 58.33%, Max Drawdown: 0.02%
(60, 2, 1.5, -0.5, -0.5, 3.5, 3): Return: -0.0%, Hit Ratio: 58.33%, Max Drawdown: 0.02%
(60, 2, 1.5, -0.5, 0, 3, 2.5): Return: -0.0%, Hit Ratio: 58.33%, Max Drawdown: 0.03%
(60, 2, 1.5, -0.5, 0, 3, 3): Return: -0.0%, Hit Ratio: 58.33%, Max Drawdown: 0.03%
(60, 2, 1.5, -0.5, 0, 3.5, 2.5): Return: 0.0%, Hit Ratio: 58.82%, Max Drawdown: 0.02%
(60, 2, 1.5, -0.5, 0, 3.5, 3): Return: 0.0%, Hit Ratio: 58.82%, Max Drawdown: 0.02%
(60, 2, 1.5, -0.5, 0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 58.33%, Max Drawdown: 0.02%
(60, 2, 1.5, -0.5, 0.5, 3, 3): Return: -0.0%, Hit Ratio: 56.25%, Max Drawdown: 0.02%
(60, 2, 1.5, -0.5, 0.5, 3.5, 2.5): Return: 0.0%, Hit Ratio: 54.9%, Max Drawdown: 0.01%
(60, 2, 1.5, -0.5, 0.5, 3.5, 3): Return: 0.0%, Hit Ratio: 52.94%, Max Drawdown: 0.02%
(60, 2, 1.5, 0, -0.5, 3, 2.5): Return: 0.0%, Hit Ratio: 55.32%, Max Drawdown: 0.02%
(60, 2, 1.5, 0, -0.5, 3, 3): Return: 0.0%, Hit Ratio: 55.32%, Max Drawdown: 0.02%
(60, 2, 1.5, 0, 0, 3, 2.5): Return: -0.0%, Hit Ratio: 55.1%, Max Drawdown: 0.02%
(60, 2, 1.5, 0, 0, 3, 3): Return: -0.0%, Hit Ratio: 55.1%, Max Drawdown: 0.02%
(60, 2, 1.5, 0, 0, 3.5, 2.5): Return: 0.0%, Hit Ratio: 55.77%, Max Drawdown: 0.02%
(60, 2, 1.5, 0, 0, 3.5, 3): Return: 0.0%, Hit Ratio: 55.77%, Max Drawdown: 0.02%
(60, 2, 1.5, 0, 0.5, 3.5, 2.5): Return: -0.0%, Hit Ratio: 57.69%, Max Drawdown: 0.02%
(60, 2, 1.5, 0, 0.5, 3.5, 3): Return: -0.0%, Hit Ratio: 55.77%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, -0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 57.14%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, -0.5, 3, 3): Return: -0.0%, Hit Ratio: 57.14%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, -0.5, 3.5, 2.5): Return: 0.0%, Hit Ratio: 58.7%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, -0.5, 3.5, 3): Return: 0.0%, Hit Ratio: 58.7%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, 0, 2.5, 2.5): Return: 0.0%, Hit Ratio: 54.84%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, 0, 2.5, 3): Return: 0.0%, Hit Ratio: 54.84%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, 0, 3, 2.5): Return: -0.0%, Hit Ratio: 59.09%, Max Drawdown: 0.03%
(60, 2, 2, -0.5, 0, 3, 3): Return: -0.0%, Hit Ratio: 59.09%, Max Drawdown: 0.03%
(60, 2, 2, -0.5, 0, 3.5, 2.5): Return: 0.0%, Hit Ratio: 58.33%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, 0, 3.5, 3): Return: 0.0%, Hit Ratio: 58.33%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, 0.5, 2.5, 3.5): Return: -0.0%, Hit Ratio: 54.55%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, 0.5, 3, 2.5): Return: 0.0%, Hit Ratio: 59.09%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, 0.5, 3, 3): Return: 0.0%, Hit Ratio: 56.82%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, 0.5, 3.5, 2.5): Return: 0.0%, Hit Ratio: 54.17%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, 0.5, 3.5, 3): Return: 0.0%, Hit Ratio: 52.08%, Max Drawdown: 0.02%
(60, 2, 2, 0, -0.5, 3, 2.5): Return: 0.0%, Hit Ratio: 54.55%, Max Drawdown: 0.02%
(60, 2, 2, 0, -0.5, 3, 3): Return: 0.0%, Hit Ratio: 54.55%, Max Drawdown: 0.02%
(60, 2, 2, 0, 0, 3, 2.5): Return: 0.0%, Hit Ratio: 55.56%, Max Drawdown: 0.02%
(60, 2, 2, 0, 0, 3, 3): Return: 0.0%, Hit Ratio: 55.56%, Max Drawdown: 0.02%
(60, 2, 2, 0, 0.5, 2.5, 2.5): Return: 0.0%, Hit Ratio: 54.84%, Max Drawdown: 0.02%
(60, 2, 2, 0, 0.5, 2.5, 3): Return: 0.0%, Hit Ratio: 51.61%, Max Drawdown: 0.02%
(60, 2, 2, 0, 0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 57.78%, Max Drawdown: 0.02%
(60, 2, 2, 0, 0.5, 3, 3): Return: -0.0%, Hit Ratio: 55.56%, Max Drawdown: 0.03%
(60, 2, 2, 0, 0.5, 3.5, 2.5): Return: 0.0%, Hit Ratio: 57.14%, Max Drawdown: 0.02%
(60, 2, 2, 0, 0.5, 3.5, 3): Return: -0.0%, Hit Ratio: 55.1%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, -0.5, 2.5, 2.5): Return: 0.0%, Hit Ratio: 54.84%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, -0.5, 2.5, 3): Return: 0.0%, Hit Ratio: 54.84%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, 0, 2.5, 2.5): Return: 0.0%, Hit Ratio: 51.61%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, 0, 2.5, 3): Return: 0.0%, Hit Ratio: 51.61%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, 0.5, 2.5, 2.5): Return: 0.0%, Hit Ratio: 51.61%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, 0.5, 2.5, 3): Return: 0.0%, Hit Ratio: 51.61%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, 0.5, 3.5, 2.5): Return: -0.0%, Hit Ratio: 51.02%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, 0.5, 3.5, 3): Return: -0.0%, Hit Ratio: 51.02%, Max Drawdown: 0.02%
(100, 1, 1, 0, 0.5, 3, 2.5): Return: 0.0%, Hit Ratio: 54.61%, Max Drawdown: 0.09%
(100, 1, 1, 0, 0.5, 3, 3): Return: 0.0%, Hit Ratio: 54.61%, Max Drawdown: 0.09%
(100, 1, 1.5, 0, -0.5, 2.5, 2.5): Return: -0.0%, Hit Ratio: 51.16%, Max Drawdown: 0.06%
(100, 1, 1.5, 0, -0.5, 2.5, 3): Return: -0.0%, Hit Ratio: 51.16%, Max Drawdown: 0.06%
(100, 1, 1.5, 0, -0.5, 3, 2.5): Return: 0.0%, Hit Ratio: 51.88%, Max Drawdown: 0.06%
(100, 1, 1.5, 0, -0.5, 3, 3): Return: 0.0%, Hit Ratio: 51.88%, Max Drawdown: 0.06%
(100, 1, 1.5, 0, 0, 2.5, 2.5): Return: -0.0%, Hit Ratio: 50.0%, Max Drawdown: 0.07%
(100, 1, 1.5, 0, 0, 2.5, 3): Return: -0.0%, Hit Ratio: 50.0%, Max Drawdown: 0.07%
(100, 1, 1.5, 0, 0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 54.29%, Max Drawdown: 0.08%
(100, 1, 1.5, 0, 0.5, 3, 3): Return: -0.0%, Hit Ratio: 54.29%, Max Drawdown: 0.08%
(100, 1, 2, 0, 0, 3, 2.5): Return: 0.0%, Hit Ratio: 50.0%, Max Drawdown: 0.07%
(100, 1, 2, 0, 0, 3, 3): Return: 0.0%, Hit Ratio: 50.0%, Max Drawdown: 0.07%
(100, 1.5, 1, -0.5, -0.5, 3.5, 3.5): Return: 0.0%, Hit Ratio: 60.0%, Max Drawdown: 0.02%
(100, 1.5, 1, -0.5, 0, 3.5, 2.5): Return: 0.0%, Hit Ratio: 56.52%, Max Drawdown: 0.02%
(100, 1.5, 1, -0.5, 0, 3.5, 3): Return: 0.0%, Hit Ratio: 56.52%, Max Drawdown: 0.02%
(100, 1.5, 1, -0.5, 0.5, 3.5, 3.5): Return: 0.0%, Hit Ratio: 52.48%, Max Drawdown: 0.03%
(100, 1.5, 1, 0, 0, 3.5, 3.5): Return: -0.0%, Hit Ratio: 54.74%, Max Drawdown: 0.03%
(100, 1.5, 1, 0.5, 0, 3.5, 2.5): Return: 0.0%, Hit Ratio: 51.02%, Max Drawdown: 0.02%
(100, 1.5, 1, 0.5, 0, 3.5, 3): Return: 0.0%, Hit Ratio: 51.02%, Max Drawdown: 0.02%
(100, 1.5, 1.5, 0, -0.5, 2.5, 2.5): Return: 0.0%, Hit Ratio: 56.0%, Max Drawdown: 0.05%
(100, 1.5, 1.5, 0, -0.5, 2.5, 3): Return: 0.0%, Hit Ratio: 56.0%, Max Drawdown: 0.05%
(100, 1.5, 1.5, 0, -0.5, 3, 2.5): Return: 0.0%, Hit Ratio: 56.63%, Max Drawdown: 0.05%
(100, 1.5, 1.5, 0, -0.5, 3, 3): Return: 0.0%, Hit Ratio: 56.63%, Max Drawdown: 0.05%
(100, 1.5, 1.5, 0, 0, 3, 2.5): Return: 0.0%, Hit Ratio: 55.95%, Max Drawdown: 0.05%
(100, 1.5, 1.5, 0, 0, 3, 3): Return: 0.0%, Hit Ratio: 55.95%, Max Drawdown: 0.05%
(100, 1.5, 1.5, 0, 0.5, 2.5, 2.5): Return: -0.0%, Hit Ratio: 53.25%, Max Drawdown: 0.05%
(100, 1.5, 1.5, 0, 0.5, 2.5, 3): Return: -0.0%, Hit Ratio: 53.25%, Max Drawdown: 0.05%
(100, 1.5, 1.5, 0, 0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 54.65%, Max Drawdown: 0.05%
(100, 1.5, 1.5, 0, 0.5, 3, 3): Return: -0.0%, Hit Ratio: 54.65%, Max Drawdown: 0.05%
(100, 1.5, 1.5, 0.5, 0.5, 2.5, 2.5): Return: -0.0%, Hit Ratio: 51.95%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0.5, 2.5, 3): Return: -0.0%, Hit Ratio: 51.95%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 52.87%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0.5, 3, 3): Return: -0.0%, Hit Ratio: 52.87%, Max Drawdown: 0.04%
(100, 1.5, 2, -0.5, 0, 3.5, 3.5): Return: 0.0%, Hit Ratio: 54.76%, Max Drawdown: 0.04%
(100, 1.5, 2, 0, -0.5, 2.5, 2.5): Return: -0.0%, Hit Ratio: 54.79%, Max Drawdown: 0.05%
(100, 1.5, 2, 0, -0.5, 2.5, 3): Return: -0.0%, Hit Ratio: 54.79%, Max Drawdown: 0.05%
(100, 1.5, 2, 0, -0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 55.56%, Max Drawdown: 0.05%
(100, 1.5, 2, 0, -0.5, 3, 3): Return: -0.0%, Hit Ratio: 55.56%, Max Drawdown: 0.05%
(100, 1.5, 2, 0.5, -0.5, 3.5, 3.5): Return: 0.0%, Hit Ratio: 50.56%, Max Drawdown: 0.03%
(100, 1.5, 2, 0.5, 0, 3.5, 3.5): Return: 0.0%, Hit Ratio: 50.56%, Max Drawdown: 0.03%
(100, 2, 1, 0, -0.5, 3.5, 3.5): Return: -0.0%, Hit Ratio: 53.7%, Max Drawdown: 0.03%
(100, 2, 1, 0, 0, 3.5, 2.5): Return: 0.0%, Hit Ratio: 50.94%, Max Drawdown: 0.02%
(100, 2, 1, 0, 0, 3.5, 3): Return: 0.0%, Hit Ratio: 50.94%, Max Drawdown: 0.02%
(100, 2, 1, 0, 0.5, 3.5, 3.5): Return: 0.0%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(100, 2, 1, 0.5, -0.5, 3.5, 2.5): Return: 0.0%, Hit Ratio: 49.09%, Max Drawdown: 0.02%
(100, 2, 1, 0.5, -0.5, 3.5, 3): Return: 0.0%, Hit Ratio: 49.09%, Max Drawdown: 0.02%
(100, 2, 1.5, -0.5, -0.5, 2.5, 2.5): Return: -0.0%, Hit Ratio: 56.67%, Max Drawdown: 0.04%
(100, 2, 1.5, -0.5, -0.5, 2.5, 3): Return: -0.0%, Hit Ratio: 56.67%, Max Drawdown: 0.04%
(100, 2, 1.5, -0.5, 0, 2.5, 2.5): Return: -0.0%, Hit Ratio: 63.33%, Max Drawdown: 0.05%
(100, 2, 1.5, -0.5, 0, 2.5, 3): Return: -0.0%, Hit Ratio: 63.33%, Max Drawdown: 0.05%
(100, 2, 1.5, -0.5, 0.5, 2.5, 3.5): Return: -0.0%, Hit Ratio: 54.84%, Max Drawdown: 0.05%
(100, 2, 1.5, -0.5, 0.5, 3, 3.5): Return: -0.0%, Hit Ratio: 54.76%, Max Drawdown: 0.06%
(100, 2, 1.5, 0, -0.5, 2.5, 2.5): Return: -0.0%, Hit Ratio: 54.84%, Max Drawdown: 0.04%
(100, 2, 1.5, 0, -0.5, 2.5, 3): Return: -0.0%, Hit Ratio: 54.84%, Max Drawdown: 0.04%
(100, 2, 1.5, 0, -0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 57.14%, Max Drawdown: 0.04%
(100, 2, 1.5, 0, -0.5, 3, 3): Return: -0.0%, Hit Ratio: 57.14%, Max Drawdown: 0.04%
(100, 2, 1.5, 0, 0, 3, 2.5): Return: 0.0%, Hit Ratio: 57.14%, Max Drawdown: 0.05%
(100, 2, 1.5, 0, 0, 3, 3): Return: 0.0%, Hit Ratio: 57.14%, Max Drawdown: 0.05%
(100, 2, 1.5, 0, 0.5, 2.5, 2.5): Return: -0.0%, Hit Ratio: 54.84%, Max Drawdown: 0.05%
(100, 2, 1.5, 0, 0.5, 2.5, 3): Return: -0.0%, Hit Ratio: 54.84%, Max Drawdown: 0.05%
(100, 2, 1.5, 0, 0.5, 3, 2.5): Return: 0.0%, Hit Ratio: 57.14%, Max Drawdown: 0.05%
(100, 2, 1.5, 0, 0.5, 3, 3): Return: 0.0%, Hit Ratio: 57.14%, Max Drawdown: 0.05%
(100, 2, 1.5, 0.5, -0.5, 2.5, 2.5): Return: -0.0%, Hit Ratio: 54.84%, Max Drawdown: 0.04%
(100, 2, 1.5, 0.5, -0.5, 2.5, 3): Return: -0.0%, Hit Ratio: 54.84%, Max Drawdown: 0.04%
(100, 2, 2, -0.5, -0.5, 3.5, 3.5): Return: 0.0%, Hit Ratio: 58.97%, Max Drawdown: 0.02%
(100, 2, 2, -0.5, 0, 3, 2.5): Return: -0.0%, Hit Ratio: 63.89%, Max Drawdown: 0.05%
(100, 2, 2, -0.5, 0, 3, 3): Return: -0.0%, Hit Ratio: 63.89%, Max Drawdown: 0.05%
(100, 2, 2, -0.5, 0.5, 3.5, 3.5): Return: 0.0%, Hit Ratio: 50.0%, Max Drawdown: 0.02%
(100, 2, 2, 0, -0.5, 3.5, 3.5): Return: 0.0%, Hit Ratio: 56.1%, Max Drawdown: 0.02%
(100, 2, 2, 0, 0, 3.5, 3.5): Return: -0.0%, Hit Ratio: 53.66%, Max Drawdown: 0.03%
(100, 2, 2, 0, 0.5, 3.5, 3.5): Return: -0.0%, Hit Ratio: 53.66%, Max Drawdown: 0.03%
(30, 1, 1, -0.5, -0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 52.94%, Max Drawdown: 0.04%
