(Lookback, Entry, Exit, Stop-loss)
Best HPs: (110, 0.8, 0.3, 2.8), Return: 0.32%, Hit Ratio: 54.0%, Max Drawdown: 0.09%
(110, 0.8, 0.3, 2.8): Return: 0.32%, Hit Ratio: 54.0%, Max Drawdown: 0.09%
(110, 0.8, 0.3, 3.1): Return: 0.32%, Hit Ratio: 54.3%, Max Drawdown: 0.09%
(110, 0.8, 0.3, 3.2): Return: 0.32%, Hit Ratio: 54.3%, Max Drawdown: 0.09%
(110, 0.9, 0.3, 2.8): Return: 0.32%, Hit Ratio: 54.96%, Max Drawdown: 0.07%
(110, 0.9, 0.3, 3.1): Return: 0.32%, Hit Ratio: 55.3%, Max Drawdown: 0.07%
(110, 0.9, 0.3, 3.2): Return: 0.32%, Hit Ratio: 55.3%, Max Drawdown: 0.07%
(105, 0.8, 0.3, 2.8): Return: 0.31%, Hit Ratio: 54.19%, Max Drawdown: 0.11%
(105, 0.8, 0.3, 2.8): Return: 0.31%, Hit Ratio: 54.19%, Max Drawdown: 0.11%
(110, 0.8, 0.3, 2.9): Return: 0.31%, Hit Ratio: 53.95%, Max Drawdown: 0.09%
(110, 0.8, 0.3, 3.0): Return: 0.31%, Hit Ratio: 53.95%, Max Drawdown: 0.09%
(110, 0.9, 0.3, 2.9): Return: 0.31%, Hit Ratio: 54.89%, Max Drawdown: 0.07%
(110, 0.9, 0.3, 3.0): Return: 0.31%, Hit Ratio: 54.89%, Max Drawdown: 0.07%
(110, 0.9, 0.4, 2.8): Return: 0.31%, Hit Ratio: 53.79%, Max Drawdown: 0.07%
(110, 0.9, 0.4, 2.9): Return: 0.31%, Hit Ratio: 53.73%, Max Drawdown: 0.07%
(110, 0.9, 0.4, 3.0): Return: 0.31%, Hit Ratio: 53.73%, Max Drawdown: 0.07%
(110, 0.9, 0.4, 3.1): Return: 0.31%, Hit Ratio: 54.14%, Max Drawdown: 0.07%
(110, 0.9, 0.4, 3.2): Return: 0.31%, Hit Ratio: 54.14%, Max Drawdown: 0.07%
(105, 0.8, 0.3, 2.9): Return: 0.3%, Hit Ratio: 53.85%, Max Drawdown: 0.11%
(105, 0.8, 0.3, 3.0): Return: 0.3%, Hit Ratio: 54.49%, Max Drawdown: 0.11%
(105, 0.8, 0.3, 3.1): Return: 0.3%, Hit Ratio: 54.49%, Max Drawdown: 0.11%
(105, 0.8, 0.3, 3.2): Return: 0.3%, Hit Ratio: 54.49%, Max Drawdown: 0.11%
(105, 0.8, 0.4, 2.8): Return: 0.3%, Hit Ratio: 52.56%, Max Drawdown: 0.11%
(105, 0.8, 0.3, 2.9): Return: 0.3%, Hit Ratio: 53.85%, Max Drawdown: 0.11%
(105, 0.8, 0.3, 3.0): Return: 0.3%, Hit Ratio: 54.49%, Max Drawdown: 0.11%
(105, 0.8, 0.3, 3.1): Return: 0.3%, Hit Ratio: 54.49%, Max Drawdown: 0.11%
(105, 0.8, 0.3, 3.2): Return: 0.3%, Hit Ratio: 54.49%, Max Drawdown: 0.11%
(105, 0.8, 0.4, 2.8): Return: 0.3%, Hit Ratio: 52.56%, Max Drawdown: 0.11%
(105, 0.8, 0.4, 2.9): Return: 0.29%, Hit Ratio: 52.23%, Max Drawdown: 0.11%
(105, 0.8, 0.4, 3.0): Return: 0.29%, Hit Ratio: 52.87%, Max Drawdown: 0.11%
(105, 0.8, 0.4, 3.1): Return: 0.29%, Hit Ratio: 52.87%, Max Drawdown: 0.11%
(105, 0.8, 0.4, 3.2): Return: 0.29%, Hit Ratio: 52.87%, Max Drawdown: 0.11%
(105, 0.8, 0.4, 2.9): Return: 0.29%, Hit Ratio: 52.23%, Max Drawdown: 0.11%
(105, 0.8, 0.4, 3.0): Return: 0.29%, Hit Ratio: 52.87%, Max Drawdown: 0.11%
(105, 0.8, 0.4, 3.1): Return: 0.29%, Hit Ratio: 52.87%, Max Drawdown: 0.11%
(105, 0.8, 0.4, 3.2): Return: 0.29%, Hit Ratio: 52.87%, Max Drawdown: 0.11%
(110, 0.8, 0.4, 2.8): Return: 0.29%, Hit Ratio: 52.32%, Max Drawdown: 0.1%
(110, 0.8, 0.4, 2.9): Return: 0.29%, Hit Ratio: 52.29%, Max Drawdown: 0.1%
(110, 0.8, 0.4, 3.0): Return: 0.29%, Hit Ratio: 52.29%, Max Drawdown: 0.1%
(110, 0.8, 0.4, 3.1): Return: 0.29%, Hit Ratio: 52.63%, Max Drawdown: 0.1%
(110, 0.8, 0.4, 3.2): Return: 0.29%, Hit Ratio: 52.63%, Max Drawdown: 0.1%
(90, 0.8, 0.4, 2.8): Return: 0.28%, Hit Ratio: 50.31%, Max Drawdown: 0.09%
(90, 0.8, 0.4, 2.9): Return: 0.28%, Hit Ratio: 50.31%, Max Drawdown: 0.09%
(90, 0.8, 0.4, 3.0): Return: 0.28%, Hit Ratio: 50.62%, Max Drawdown: 0.09%
(90, 0.8, 0.4, 3.1): Return: 0.28%, Hit Ratio: 50.94%, Max Drawdown: 0.09%
(90, 0.8, 0.4, 3.2): Return: 0.28%, Hit Ratio: 50.94%, Max Drawdown: 0.09%
(110, 0.9, 0.5, 2.8): Return: 0.28%, Hit Ratio: 51.88%, Max Drawdown: 0.07%
(110, 0.9, 0.7, 2.8): Return: 0.28%, Hit Ratio: 49.63%, Max Drawdown: 0.07%
(90, 0.8, 0.3, 3.1): Return: 0.27%, Hit Ratio: 50.32%, Max Drawdown: 0.1%
(90, 0.8, 0.3, 3.2): Return: 0.27%, Hit Ratio: 50.32%, Max Drawdown: 0.1%
(90, 0.9, 0.4, 2.8): Return: 0.27%, Hit Ratio: 51.75%, Max Drawdown: 0.07%
(90, 0.9, 0.4, 2.9): Return: 0.27%, Hit Ratio: 51.75%, Max Drawdown: 0.07%
(90, 0.9, 0.4, 3.0): Return: 0.27%, Hit Ratio: 52.08%, Max Drawdown: 0.07%
(90, 0.9, 0.4, 3.1): Return: 0.27%, Hit Ratio: 52.45%, Max Drawdown: 0.07%
(90, 0.9, 0.4, 3.2): Return: 0.27%, Hit Ratio: 52.45%, Max Drawdown: 0.07%
(105, 0.8, 0.5, 2.8): Return: 0.27%, Hit Ratio: 51.59%, Max Drawdown: 0.14%
(105, 0.8, 0.5, 2.9): Return: 0.27%, Hit Ratio: 51.27%, Max Drawdown: 0.14%
(105, 0.8, 0.5, 3.0): Return: 0.27%, Hit Ratio: 51.57%, Max Drawdown: 0.14%
(105, 0.8, 0.5, 3.1): Return: 0.27%, Hit Ratio: 51.57%, Max Drawdown: 0.14%
(105, 0.8, 0.5, 3.2): Return: 0.27%, Hit Ratio: 51.57%, Max Drawdown: 0.14%
(105, 0.9, 0.4, 2.8): Return: 0.27%, Hit Ratio: 52.99%, Max Drawdown: 0.09%
(100, 0.8, 0.3, 2.8): Return: 0.27%, Hit Ratio: 51.61%, Max Drawdown: 0.11%
(100, 0.8, 0.3, 2.9): Return: 0.27%, Hit Ratio: 51.61%, Max Drawdown: 0.11%
(100, 0.8, 0.3, 3.0): Return: 0.27%, Hit Ratio: 51.92%, Max Drawdown: 0.11%
(100, 0.8, 0.3, 3.1): Return: 0.27%, Hit Ratio: 52.26%, Max Drawdown: 0.11%
(100, 0.8, 0.3, 3.2): Return: 0.27%, Hit Ratio: 52.26%, Max Drawdown: 0.11%
(100, 0.8, 0.4, 2.8): Return: 0.27%, Hit Ratio: 50.96%, Max Drawdown: 0.11%
(100, 0.8, 0.4, 2.9): Return: 0.27%, Hit Ratio: 50.96%, Max Drawdown: 0.11%
(100, 0.8, 0.4, 3.0): Return: 0.27%, Hit Ratio: 51.27%, Max Drawdown: 0.11%
(100, 0.8, 0.4, 3.1): Return: 0.27%, Hit Ratio: 51.59%, Max Drawdown: 0.11%
(100, 0.8, 0.4, 3.2): Return: 0.27%, Hit Ratio: 51.59%, Max Drawdown: 0.11%
(105, 0.8, 0.5, 2.8): Return: 0.27%, Hit Ratio: 51.59%, Max Drawdown: 0.14%
(105, 0.8, 0.5, 2.9): Return: 0.27%, Hit Ratio: 51.27%, Max Drawdown: 0.14%
(105, 0.8, 0.5, 3.0): Return: 0.27%, Hit Ratio: 51.57%, Max Drawdown: 0.14%
(105, 0.8, 0.5, 3.1): Return: 0.27%, Hit Ratio: 51.57%, Max Drawdown: 0.14%
(105, 0.8, 0.5, 3.2): Return: 0.27%, Hit Ratio: 51.57%, Max Drawdown: 0.14%
(105, 0.9, 0.4, 2.8): Return: 0.27%, Hit Ratio: 52.99%, Max Drawdown: 0.09%
(110, 0.9, 0.5, 2.9): Return: 0.27%, Hit Ratio: 51.85%, Max Drawdown: 0.07%
(110, 0.9, 0.5, 3.0): Return: 0.27%, Hit Ratio: 51.85%, Max Drawdown: 0.07%
(110, 0.9, 0.5, 3.1): Return: 0.27%, Hit Ratio: 51.85%, Max Drawdown: 0.07%
(110, 0.9, 0.5, 3.2): Return: 0.27%, Hit Ratio: 51.85%, Max Drawdown: 0.07%
(110, 0.9, 0.7, 2.9): Return: 0.27%, Hit Ratio: 49.64%, Max Drawdown: 0.07%
(110, 0.9, 0.7, 3.0): Return: 0.27%, Hit Ratio: 49.64%, Max Drawdown: 0.07%
