(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
Best HPs: (100, 1, 1, 0, -0.5, 3, 3.5), Return: 0.07%, Hit Ratio: 57.36%, Max Drawdown: 0.02%
(30, 1, 1, -0.5, -0.5, 2.5, 2.5): Return: -0.02%, Hit Ratio: 55.12%, Max Drawdown: 0.05%
(30, 1, 1, -0.5, -0.5, 2.5, 3): Return: -0.01%, Hit Ratio: 55.47%, Max Drawdown: 0.04%
(30, 1, 1, -0.5, -0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 55.47%, Max Drawdown: 0.04%
(30, 1, 1, -0.5, -0.5, 3, 2.5): Return: -0.02%, Hit Ratio: 55.81%, Max Drawdown: 0.04%
(30, 1, 1, -0.5, -0.5, 3, 3): Return: -0.0%, Hit Ratio: 56.15%, Max Drawdown: 0.03%
(30, 1, 1, -0.5, -0.5, 3, 3.5): Return: -0.0%, Hit Ratio: 56.15%, Max Drawdown: 0.03%
(30, 1, 1, -0.5, -0.5, 3.5, 2.5): Return: -0.02%, Hit Ratio: 55.81%, Max Drawdown: 0.04%
(30, 1, 1, -0.5, -0.5, 3.5, 3): Return: -0.0%, Hit Ratio: 56.15%, Max Drawdown: 0.03%
(30, 1, 1, -0.5, -0.5, 3.5, 3.5): Return: -0.0%, Hit Ratio: 56.15%, Max Drawdown: 0.03%
(30, 1, 1, -0.5, 0, 2.5, 2.5): Return: -0.04%, Hit Ratio: 50.0%, Max Drawdown: 0.05%
(30, 1, 1, -0.5, 0, 2.5, 3): Return: -0.03%, Hit Ratio: 50.0%, Max Drawdown: 0.04%
(30, 1, 1, -0.5, 0, 2.5, 3.5): Return: -0.02%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(30, 1, 1, -0.5, 0, 3, 2.5): Return: -0.03%, Hit Ratio: 52.11%, Max Drawdown: 0.05%
(30, 1, 1, -0.5, 0, 3, 3): Return: -0.02%, Hit Ratio: 52.08%, Max Drawdown: 0.05%
(30, 1, 1, -0.5, 0, 3, 3.5): Return: -0.01%, Hit Ratio: 52.08%, Max Drawdown: 0.04%
(30, 1, 1, -0.5, 0, 3.5, 2.5): Return: -0.03%, Hit Ratio: 52.11%, Max Drawdown: 0.05%
(30, 1, 1, -0.5, 0, 3.5, 3): Return: -0.02%, Hit Ratio: 52.08%, Max Drawdown: 0.05%
(30, 1, 1, -0.5, 0, 3.5, 3.5): Return: -0.01%, Hit Ratio: 52.08%, Max Drawdown: 0.04%
(30, 1, 1, -0.5, 0.5, 2.5, 2.5): Return: -0.04%, Hit Ratio: 51.75%, Max Drawdown: 0.05%
(30, 1, 1, -0.5, 0.5, 2.5, 3): Return: -0.03%, Hit Ratio: 51.37%, Max Drawdown: 0.05%
(30, 1, 1, -0.5, 0.5, 2.5, 3.5): Return: -0.03%, Hit Ratio: 52.38%, Max Drawdown: 0.04%
(30, 1, 1, -0.5, 0.5, 3, 2.5): Return: -0.04%, Hit Ratio: 53.42%, Max Drawdown: 0.05%
(30, 1, 1, -0.5, 0.5, 3, 3): Return: -0.03%, Hit Ratio: 53.02%, Max Drawdown: 0.05%
(30, 1, 1, -0.5, 0.5, 3, 3.5): Return: -0.03%, Hit Ratio: 54.0%, Max Drawdown: 0.04%
(30, 1, 1, -0.5, 0.5, 3.5, 2.5): Return: -0.04%, Hit Ratio: 53.42%, Max Drawdown: 0.05%
(30, 1, 1, -0.5, 0.5, 3.5, 3): Return: -0.03%, Hit Ratio: 53.02%, Max Drawdown: 0.05%
(30, 1, 1, -0.5, 0.5, 3.5, 3.5): Return: -0.03%, Hit Ratio: 54.0%, Max Drawdown: 0.04%
(30, 1, 1, 0, -0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 50.72%, Max Drawdown: 0.04%
(30, 1, 1, 0, -0.5, 2.5, 3): Return: 0.0%, Hit Ratio: 51.43%, Max Drawdown: 0.03%
(30, 1, 1, 0, -0.5, 2.5, 3.5): Return: 0.0%, Hit Ratio: 51.77%, Max Drawdown: 0.03%
(30, 1, 1, 0, -0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 52.14%, Max Drawdown: 0.03%
(30, 1, 1, 0, -0.5, 3, 3): Return: 0.01%, Hit Ratio: 52.82%, Max Drawdown: 0.03%
(30, 1, 1, 0, -0.5, 3, 3.5): Return: 0.01%, Hit Ratio: 53.15%, Max Drawdown: 0.03%
(30, 1, 1, 0, -0.5, 3.5, 2.5): Return: -0.0%, Hit Ratio: 52.14%, Max Drawdown: 0.03%
(30, 1, 1, 0, -0.5, 3.5, 3): Return: 0.01%, Hit Ratio: 52.82%, Max Drawdown: 0.03%
(30, 1, 1, 0, -0.5, 3.5, 3.5): Return: 0.01%, Hit Ratio: 53.15%, Max Drawdown: 0.03%
(30, 1, 1, 0, 0, 2.5, 2.5): Return: -0.02%, Hit Ratio: 48.61%, Max Drawdown: 0.03%
(30, 1, 1, 0, 0, 2.5, 3): Return: -0.01%, Hit Ratio: 48.98%, Max Drawdown: 0.03%
(30, 1, 1, 0, 0, 2.5, 3.5): Return: -0.01%, Hit Ratio: 49.32%, Max Drawdown: 0.03%
(30, 1, 1, 0, 0, 3, 2.5): Return: -0.02%, Hit Ratio: 50.68%, Max Drawdown: 0.04%
(30, 1, 1, 0, 0, 3, 3): Return: -0.01%, Hit Ratio: 51.01%, Max Drawdown: 0.04%
(30, 1, 1, 0, 0, 3, 3.5): Return: -0.0%, Hit Ratio: 51.33%, Max Drawdown: 0.04%
