(Lookback, Entry, Exit, Stop-loss)
Best HPs: (65, 2.1, 0.5, 2.9), Return: 1.73%, Hit Ratio: 85.71%, Max Drawdown: 0.45%
(65, 2.1, 0.5, 2.9): Return: 1.73%, Hit Ratio: 85.71%, Max Drawdown: 0.45%
(65, 2.1, 0.5, 2.9): Return: 1.73%, Hit Ratio: 85.71%, Max Drawdown: 0.45%
(60, 2.0, 0.5, 3.0): Return: 1.56%, Hit Ratio: 57.14%, Max Drawdown: 0.9%
(65, 2.1, 0.3, 2.9): Return: 1.54%, Hit Ratio: 71.43%, Max Drawdown: 0.53%
(65, 2.1, 0.4, 2.9): Return: 1.54%, Hit Ratio: 71.43%, Max Drawdown: 0.53%
(65, 2.1, 0.3, 2.9): Return: 1.54%, Hit Ratio: 71.43%, Max Drawdown: 0.53%
(65, 2.1, 0.4, 2.9): Return: 1.54%, Hit Ratio: 71.43%, Max Drawdown: 0.53%
(50, 2.1, 0.3, 3.0): Return: 1.45%, Hit Ratio: 62.5%, Max Drawdown: 0.71%
(50, 2.1, 0.3, 3.1): Return: 1.45%, Hit Ratio: 62.5%, Max Drawdown: 0.71%
(50, 2.1, 0.4, 3.0): Return: 1.45%, Hit Ratio: 62.5%, Max Drawdown: 0.71%
(50, 2.1, 0.4, 3.1): Return: 1.45%, Hit Ratio: 62.5%, Max Drawdown: 0.71%
(50, 2.1, 0.5, 3.0): Return: 1.45%, Hit Ratio: 62.5%, Max Drawdown: 0.71%
(50, 2.1, 0.5, 3.1): Return: 1.45%, Hit Ratio: 62.5%, Max Drawdown: 0.71%
(60, 2.0, 0.4, 3.0): Return: 1.36%, Hit Ratio: 50.0%, Max Drawdown: 1.09%
(60, 2.0, 0.5, 3.1): Return: 1.33%, Hit Ratio: 53.33%, Max Drawdown: 1.12%
(60, 2.0, 0.5, 3.2): Return: 1.33%, Hit Ratio: 53.33%, Max Drawdown: 1.12%
(50, 2.1, 0.3, 2.8): Return: 1.31%, Hit Ratio: 66.67%, Max Drawdown: 0.72%
(50, 2.1, 0.4, 2.8): Return: 1.31%, Hit Ratio: 66.67%, Max Drawdown: 0.72%
(50, 2.1, 0.5, 2.8): Return: 1.31%, Hit Ratio: 66.67%, Max Drawdown: 0.72%
(50, 2.1, 0.6, 2.8): Return: 1.31%, Hit Ratio: 66.67%, Max Drawdown: 0.72%
(50, 2.1, 0.7, 2.8): Return: 1.31%, Hit Ratio: 66.67%, Max Drawdown: 0.72%
(50, 2.1, 0.3, 3.2): Return: 1.22%, Hit Ratio: 55.56%, Max Drawdown: 0.91%
(50, 2.1, 0.4, 3.2): Return: 1.22%, Hit Ratio: 55.56%, Max Drawdown: 0.91%
(50, 2.1, 0.5, 3.2): Return: 1.22%, Hit Ratio: 55.56%, Max Drawdown: 0.91%
(65, 2.1, 0.6, 2.9): Return: 1.16%, Hit Ratio: 85.71%, Max Drawdown: 0.45%
(65, 2.1, 0.6, 2.9): Return: 1.16%, Hit Ratio: 85.71%, Max Drawdown: 0.45%
(65, 2.1, 0.5, 3.0): Return: 1.14%, Hit Ratio: 66.67%, Max Drawdown: 0.71%
(65, 2.1, 0.5, 3.1): Return: 1.14%, Hit Ratio: 66.67%, Max Drawdown: 0.71%
(65, 2.1, 0.5, 3.0): Return: 1.14%, Hit Ratio: 66.67%, Max Drawdown: 0.71%
(65, 2.1, 0.5, 3.1): Return: 1.14%, Hit Ratio: 66.67%, Max Drawdown: 0.71%
(60, 2.0, 0.4, 3.1): Return: 1.13%, Hit Ratio: 46.67%, Max Drawdown: 1.32%
(60, 2.0, 0.4, 3.2): Return: 1.13%, Hit Ratio: 46.67%, Max Drawdown: 1.32%
(65, 2.2, 0.5, 2.9): Return: 1.11%, Hit Ratio: 80.0%, Max Drawdown: 0.46%
(65, 2.2, 0.5, 2.9): Return: 1.11%, Hit Ratio: 80.0%, Max Drawdown: 0.46%
(65, 2.1, 0.7, 2.9): Return: 1.08%, Hit Ratio: 85.71%, Max Drawdown: 0.45%
(65, 2.1, 0.7, 2.9): Return: 1.08%, Hit Ratio: 85.71%, Max Drawdown: 0.45%
(50, 2.2, 0.3, 3.0): Return: 1.06%, Hit Ratio: 50.0%, Max Drawdown: 0.72%
(50, 2.2, 0.3, 3.1): Return: 1.06%, Hit Ratio: 50.0%, Max Drawdown: 0.72%
(50, 2.2, 0.4, 3.0): Return: 1.06%, Hit Ratio: 50.0%, Max Drawdown: 0.72%
(50, 2.2, 0.4, 3.1): Return: 1.06%, Hit Ratio: 50.0%, Max Drawdown: 0.72%
(50, 2.2, 0.5, 3.0): Return: 1.06%, Hit Ratio: 50.0%, Max Drawdown: 0.72%
(50, 2.2, 0.5, 3.1): Return: 1.06%, Hit Ratio: 50.0%, Max Drawdown: 0.72%
(60, 2.0, 0.6, 3.0): Return: 0.98%, Hit Ratio: 57.14%, Max Drawdown: 0.9%
(65, 2.1, 0.4, 3.0): Return: 0.95%, Hit Ratio: 55.56%, Max Drawdown: 0.86%
(65, 2.1, 0.4, 3.1): Return: 0.95%, Hit Ratio: 55.56%, Max Drawdown: 0.86%
(65, 2.1, 0.4, 3.0): Return: 0.95%, Hit Ratio: 55.56%, Max Drawdown: 0.86%
(65, 2.1, 0.4, 3.1): Return: 0.95%, Hit Ratio: 55.56%, Max Drawdown: 0.86%
(50, 2.2, 0.3, 2.8): Return: 0.92%, Hit Ratio: 50.0%, Max Drawdown: 0.72%
(50, 2.2, 0.4, 2.8): Return: 0.92%, Hit Ratio: 50.0%, Max Drawdown: 0.72%
(50, 2.2, 0.5, 2.8): Return: 0.92%, Hit Ratio: 50.0%, Max Drawdown: 0.72%
(50, 2.2, 0.6, 2.8): Return: 0.92%, Hit Ratio: 50.0%, Max Drawdown: 0.72%
