(Lookback, Entry, Exit, Stop-loss)
Best HPs: (60, 1.9, -0.5, 2.3), Return: 0.7%, Hit Ratio: 66.67%, Max Drawdown: 1.18%
(60, 1.9, -0.5, 2.3): Return: 0.7%, Hit Ratio: 66.67%, Max Drawdown: 1.18%
(60, 2.0, -0.6, 2.5): Return: 0.7%, Hit Ratio: 66.67%, Max Drawdown: 0.51%
(60, 2.0, -0.4, 2.3): Return: 0.69%, Hit Ratio: 85.71%, Max Drawdown: 0.26%
(60, 2.0, -0.6, 2.3): Return: 0.67%, Hit Ratio: 71.43%, Max Drawdown: 0.26%
(60, 2.0, -0.6, 2.6): Return: 0.67%, Hit Ratio: 60.0%, Max Drawdown: 0.51%
(60, 2.0, -0.6, 2.7): Return: 0.67%, Hit Ratio: 60.0%, Max Drawdown: 0.51%
(70, 2.0, -0.6, 2.6): Return: 0.66%, Hit Ratio: 55.56%, Max Drawdown: 0.68%
(70, 2.0, -0.6, 2.7): Return: 0.66%, Hit Ratio: 55.56%, Max Drawdown: 0.68%
(60, 2.0, -0.5, 2.3): Return: 0.65%, Hit Ratio: 71.43%, Max Drawdown: 0.26%
(70, 2.0, -0.6, 2.3): Return: 0.64%, Hit Ratio: 57.14%, Max Drawdown: 0.67%
(60, 1.9, -0.4, 2.3): Return: 0.63%, Hit Ratio: 66.67%, Max Drawdown: 0.91%
(70, 2.0, -0.5, 2.6): Return: 0.61%, Hit Ratio: 60.0%, Max Drawdown: 0.72%
(70, 2.0, -0.5, 2.7): Return: 0.61%, Hit Ratio: 60.0%, Max Drawdown: 0.72%
(60, 2.0, -0.3, 2.3): Return: 0.59%, Hit Ratio: 85.71%, Max Drawdown: 0.26%
(70, 2.0, -0.5, 2.3): Return: 0.59%, Hit Ratio: 62.5%, Max Drawdown: 0.67%
(60, 1.9, -0.6, 2.5): Return: 0.57%, Hit Ratio: 57.14%, Max Drawdown: 1.19%
(60, 2.0, -0.7, 2.5): Return: 0.56%, Hit Ratio: 62.5%, Max Drawdown: 0.51%
(60, 1.9, -0.6, 2.3): Return: 0.54%, Hit Ratio: 58.33%, Max Drawdown: 1.18%
(60, 1.9, -0.6, 2.6): Return: 0.54%, Hit Ratio: 53.33%, Max Drawdown: 1.19%
(60, 1.9, -0.6, 2.7): Return: 0.54%, Hit Ratio: 53.33%, Max Drawdown: 1.19%
(60, 1.9, -0.5, 2.5): Return: 0.54%, Hit Ratio: 66.67%, Max Drawdown: 1.19%
(70, 2.0, -0.4, 2.3): Return: 0.54%, Hit Ratio: 62.5%, Max Drawdown: 0.59%
(60, 1.9, -0.3, 2.3): Return: 0.53%, Hit Ratio: 66.67%, Max Drawdown: 0.91%
(60, 2.0, -0.7, 2.3): Return: 0.53%, Hit Ratio: 66.67%, Max Drawdown: 0.51%
(60, 2.0, -0.7, 2.6): Return: 0.53%, Hit Ratio: 55.56%, Max Drawdown: 0.51%
(60, 2.0, -0.7, 2.7): Return: 0.53%, Hit Ratio: 55.56%, Max Drawdown: 0.51%
(70, 1.9, -0.6, 2.6): Return: 0.53%, Hit Ratio: 53.85%, Max Drawdown: 1.19%
(70, 1.9, -0.6, 2.7): Return: 0.53%, Hit Ratio: 53.85%, Max Drawdown: 1.19%
(60, 2.0, -0.4, 2.5): Return: 0.52%, Hit Ratio: 80.0%, Max Drawdown: 0.51%
(60, 1.9, -0.5, 2.6): Return: 0.51%, Hit Ratio: 62.5%, Max Drawdown: 1.19%
(60, 1.9, -0.5, 2.7): Return: 0.51%, Hit Ratio: 62.5%, Max Drawdown: 1.19%
(70, 1.9, -0.6, 2.3): Return: 0.51%, Hit Ratio: 54.55%, Max Drawdown: 1.18%
(65, 1.9, -0.5, 2.3): Return: 0.5%, Hit Ratio: 69.23%, Max Drawdown: 1.18%
(65, 1.9, -0.5, 2.3): Return: 0.5%, Hit Ratio: 69.23%, Max Drawdown: 1.18%
(60, 2.0, -0.4, 2.6): Return: 0.49%, Hit Ratio: 72.73%, Max Drawdown: 0.51%
(60, 2.0, -0.4, 2.7): Return: 0.49%, Hit Ratio: 72.73%, Max Drawdown: 0.51%
(60, 2.0, -0.5, 2.5): Return: 0.48%, Hit Ratio: 70.0%, Max Drawdown: 0.51%
(70, 1.9, -0.5, 2.6): Return: 0.48%, Hit Ratio: 57.14%, Max Drawdown: 1.19%
(70, 1.9, -0.5, 2.7): Return: 0.48%, Hit Ratio: 57.14%, Max Drawdown: 1.19%
(70, 2.0, -0.7, 2.6): Return: 0.47%, Hit Ratio: 55.56%, Max Drawdown: 0.68%
