(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(100, 1, 2, -0.5, -0.5, 3.5, 2.5): Return: -0.03%, Hit Ratio: 43.59%, Max Drawdown: 0.12%
(100, 1, 2, 0, -0.5, 2.5, 2.5): Return: -0.03%, Hit Ratio: 38.27%, Max Drawdown: 0.11%
(100, 1, 2, 0, -0.5, 3, 3): Return: -0.03%, Hit Ratio: 43.53%, Max Drawdown: 0.13%
(100, 1, 2, 0, 0, 3.5, 3): Return: -0.03%, Hit Ratio: 48.86%, Max Drawdown: 0.14%
(100, 1, 2, 0, 0.5, 3, 3): Return: -0.03%, Hit Ratio: 44.57%, Max Drawdown: 0.13%
(100, 1, 2, 0.5, 0, 3, 2.5): Return: -0.03%, Hit Ratio: 43.01%, Max Drawdown: 0.13%
(100, 1, 2, 0.5, 0.5, 3, 2.5): Return: -0.03%, Hit Ratio: 41.67%, Max Drawdown: 0.12%
(100, 1, 2, 0.5, 0.5, 3.5, 2.5): Return: -0.03%, Hit Ratio: 41.84%, Max Drawdown: 0.13%
(100, 1.5, 1, -0.5, -0.5, 3, 2.5): Return: -0.03%, Hit Ratio: 48.81%, Max Drawdown: 0.08%
(30, 1, 2, -0.5, -0.5, 2.5, 3.5): Return: -0.04%, Hit Ratio: 42.59%, Max Drawdown: 0.16%
(30, 1, 2, -0.5, -0.5, 3, 3.5): Return: -0.04%, Hit Ratio: 42.59%, Max Drawdown: 0.16%
(30, 1.5, 1, -0.5, -0.5, 3, 3.5): Return: -0.04%, Hit Ratio: 42.72%, Max Drawdown: 0.18%
(30, 1.5, 1, 0, -0.5, 3, 3.5): Return: -0.04%, Hit Ratio: 44.55%, Max Drawdown: 0.18%
(30, 1.5, 1, 0, -0.5, 3.5, 3.5): Return: -0.04%, Hit Ratio: 44.14%, Max Drawdown: 0.17%
(30, 1.5, 1.5, -0.5, -0.5, 2.5, 3.5): Return: -0.04%, Hit Ratio: 39.44%, Max Drawdown: 0.13%
(30, 1.5, 1.5, 0, -0.5, 3, 3.5): Return: -0.04%, Hit Ratio: 42.47%, Max Drawdown: 0.14%
(30, 1.5, 1.5, 0.5, -0.5, 3, 2.5): Return: -0.04%, Hit Ratio: 42.03%, Max Drawdown: 0.13%
(30, 1.5, 1.5, 0.5, -0.5, 3.5, 2.5): Return: -0.04%, Hit Ratio: 41.43%, Max Drawdown: 0.13%
(30, 1.5, 2, -0.5, 0, 2.5, 3.5): Return: -0.04%, Hit Ratio: 41.67%, Max Drawdown: 0.15%
(30, 1.5, 2, -0.5, 0, 3, 3.5): Return: -0.04%, Hit Ratio: 41.94%, Max Drawdown: 0.15%
(30, 2, 2, -0.5, -0.5, 2.5, 3): Return: -0.04%, Hit Ratio: 53.33%, Max Drawdown: 0.09%
(30, 2, 2, -0.5, -0.5, 3, 3): Return: -0.04%, Hit Ratio: 55.88%, Max Drawdown: 0.09%
(30, 2, 2, -0.5, 0.5, 3.5, 2.5): Return: -0.04%, Hit Ratio: 48.57%, Max Drawdown: 0.09%
(30, 2, 2, 0, 0, 3.5, 2.5): Return: -0.04%, Hit Ratio: 50.0%, Max Drawdown: 0.09%
(30, 2, 2, 0, 0.5, 3, 2.5): Return: -0.04%, Hit Ratio: 51.52%, Max Drawdown: 0.09%
(30, 2, 2, 0, 0.5, 3.5, 2.5): Return: -0.04%, Hit Ratio: 51.43%, Max Drawdown: 0.09%
(30, 2, 2, 0.5, -0.5, 3, 2.5): Return: -0.04%, Hit Ratio: 50.0%, Max Drawdown: 0.1%
(30, 2, 2, 0.5, -0.5, 3.5, 2.5): Return: -0.04%, Hit Ratio: 50.0%, Max Drawdown: 0.09%
(60, 1, 1.5, 0, -0.5, 2.5, 3.5): Return: -0.04%, Hit Ratio: 40.57%, Max Drawdown: 0.15%
(60, 1, 2, -0.5, -0.5, 2.5, 3.5): Return: -0.04%, Hit Ratio: 47.06%, Max Drawdown: 0.14%
(60, 1, 2, -0.5, -0.5, 3, 3.5): Return: -0.04%, Hit Ratio: 48.28%, Max Drawdown: 0.14%
(60, 1, 2, 0, -0.5, 2.5, 3.5): Return: -0.04%, Hit Ratio: 40.0%, Max Drawdown: 0.16%
(60, 1.5, 1.5, -0.5, 0.5, 2.5, 2.5): Return: -0.04%, Hit Ratio: 35.94%, Max Drawdown: 0.15%
(60, 1.5, 1.5, -0.5, 0.5, 2.5, 3): Return: -0.04%, Hit Ratio: 35.94%, Max Drawdown: 0.15%
(60, 1.5, 1.5, 0, -0.5, 2.5, 2.5): Return: -0.04%, Hit Ratio: 43.75%, Max Drawdown: 0.14%
(60, 1.5, 1.5, 0, -0.5, 2.5, 3): Return: -0.04%, Hit Ratio: 42.19%, Max Drawdown: 0.15%
(60, 1.5, 1.5, 0, 0, 2.5, 3.5): Return: -0.04%, Hit Ratio: 38.24%, Max Drawdown: 0.15%
(60, 1.5, 1.5, 0.5, 0.5, 2.5, 3): Return: -0.04%, Hit Ratio: 37.31%, Max Drawdown: 0.15%
(60, 1.5, 2, -0.5, -0.5, 2.5, 2.5): Return: -0.04%, Hit Ratio: 44.68%, Max Drawdown: 0.14%
(60, 1.5, 2, -0.5, 0.5, 2.5, 3.5): Return: -0.04%, Hit Ratio: 38.89%, Max Drawdown: 0.16%
(60, 1.5, 2, 0, -0.5, 2.5, 2.5): Return: -0.04%, Hit Ratio: 39.22%, Max Drawdown: 0.14%
(60, 1.5, 2, 0, -0.5, 2.5, 3): Return: -0.04%, Hit Ratio: 37.25%, Max Drawdown: 0.15%
(60, 1.5, 2, 0, 0, 3, 3.5): Return: -0.04%, Hit Ratio: 43.1%, Max Drawdown: 0.13%
(60, 1.5, 2, 0, 0.5, 2.5, 2.5): Return: -0.04%, Hit Ratio: 39.22%, Max Drawdown: 0.15%
(60, 1.5, 2, 0, 0.5, 2.5, 3): Return: -0.04%, Hit Ratio: 39.22%, Max Drawdown: 0.15%
(60, 1.5, 2, 0.5, -0.5, 2.5, 2.5): Return: -0.04%, Hit Ratio: 41.51%, Max Drawdown: 0.15%
(60, 1.5, 2, 0.5, -0.5, 2.5, 3): Return: -0.04%, Hit Ratio: 39.62%, Max Drawdown: 0.15%
(60, 1.5, 2, 0.5, 0, 2.5, 2.5): Return: -0.04%, Hit Ratio: 41.51%, Max Drawdown: 0.15%
(60, 1.5, 2, 0.5, 0, 2.5, 3): Return: -0.04%, Hit Ratio: 41.51%, Max Drawdown: 0.15%
(60, 1.5, 2, 0.5, 0.5, 2.5, 2.5): Return: -0.04%, Hit Ratio: 41.51%, Max Drawdown: 0.15%
(60, 1.5, 2, 0.5, 0.5, 2.5, 3): Return: -0.04%, Hit Ratio: 41.51%, Max Drawdown: 0.15%
(100, 1, 1, 0, 0, 2.5, 3): Return: -0.04%, Hit Ratio: 48.28%, Max Drawdown: 0.13%
(100, 1, 1, 0, 0, 3, 3.5): Return: -0.04%, Hit Ratio: 49.15%, Max Drawdown: 0.15%
(100, 1, 1, 0, 0, 3.5, 3.5): Return: -0.04%, Hit Ratio: 49.15%, Max Drawdown: 0.15%
(100, 1, 1, 0.5, -0.5, 3.5, 2.5): Return: -0.04%, Hit Ratio: 41.86%, Max Drawdown: 0.13%
(100, 1, 1, 0.5, 0, 3.5, 2.5): Return: -0.04%, Hit Ratio: 43.41%, Max Drawdown: 0.13%
(100, 1, 1.5, -0.5, -0.5, 3.5, 3): Return: -0.04%, Hit Ratio: 45.45%, Max Drawdown: 0.12%
(100, 1, 1.5, 0, -0.5, 3.5, 3): Return: -0.04%, Hit Ratio: 45.36%, Max Drawdown: 0.13%
(100, 1, 1.5, 0.5, -0.5, 3, 2.5): Return: -0.04%, Hit Ratio: 42.45%, Max Drawdown: 0.13%
(100, 1, 2, -0.5, 0, 3, 2.5): Return: -0.04%, Hit Ratio: 45.57%, Max Drawdown: 0.12%
(100, 1, 2, 0, -0.5, 3.5, 3): Return: -0.04%, Hit Ratio: 43.68%, Max Drawdown: 0.14%
(100, 1, 2, 0, 0, 3.5, 3.5): Return: -0.04%, Hit Ratio: 48.31%, Max Drawdown: 0.15%
(100, 1, 2, 0, 0.5, 3.5, 3): Return: -0.04%, Hit Ratio: 44.68%, Max Drawdown: 0.14%
(100, 1, 2, 0.5, -0.5, 3, 2.5): Return: -0.04%, Hit Ratio: 41.94%, Max Drawdown: 0.14%
(100, 1, 2, 0.5, -0.5, 3.5, 2.5): Return: -0.04%, Hit Ratio: 42.11%, Max Drawdown: 0.14%
(100, 1, 2, 0.5, 0, 3.5, 2.5): Return: -0.04%, Hit Ratio: 43.16%, Max Drawdown: 0.14%
(100, 1.5, 1, -0.5, -0.5, 3.5, 2.5): Return: -0.04%, Hit Ratio: 48.24%, Max Drawdown: 0.09%
(100, 2, 1, -0.5, -0.5, 3, 2.5): Return: -0.04%, Hit Ratio: 49.28%, Max Drawdown: 0.08%
(100, 2, 2, 0.5, -0.5, 3, 2.5): Return: -0.04%, Hit Ratio: 51.85%, Max Drawdown: 0.08%
(100, 2, 2, 0.5, 0, 3, 2.5): Return: -0.04%, Hit Ratio: 51.85%, Max Drawdown: 0.08%
(100, 2, 2, 0.5, 0.5, 3, 2.5): Return: -0.04%, Hit Ratio: 51.85%, Max Drawdown: 0.08%
(30, 1, 2, 0, -0.5, 3, 2.5): Return: -0.05%, Hit Ratio: 39.47%, Max Drawdown: 0.16%
(30, 1, 2, 0, -0.5, 3.5, 2.5): Return: -0.05%, Hit Ratio: 39.13%, Max Drawdown: 0.16%
(30, 1.5, 1, -0.5, -0.5, 2.5, 3.5): Return: -0.05%, Hit Ratio: 41.75%, Max Drawdown: 0.18%
(30, 1.5, 1, 0, -0.5, 2.5, 3.5): Return: -0.05%, Hit Ratio: 42.73%, Max Drawdown: 0.18%
(30, 1.5, 1.5, 0, -0.5, 2.5, 3.5): Return: -0.05%, Hit Ratio: 39.73%, Max Drawdown: 0.14%
(30, 1.5, 1.5, 0.5, -0.5, 2.5, 2.5): Return: -0.05%, Hit Ratio: 39.71%, Max Drawdown: 0.13%
(30, 1.5, 1.5, 0.5, -0.5, 3, 3): Return: -0.05%, Hit Ratio: 40.85%, Max Drawdown: 0.14%
(30, 1.5, 1.5, 0.5, -0.5, 3.5, 3): Return: -0.05%, Hit Ratio: 40.28%, Max Drawdown: 0.14%
(30, 1.5, 2, 0.5, 0, 2.5, 3.5): Return: -0.05%, Hit Ratio: 36.07%, Max Drawdown: 0.17%
(30, 1.5, 2, 0.5, 0, 3, 3.5): Return: -0.05%, Hit Ratio: 38.1%, Max Drawdown: 0.17%
(30, 1.5, 2, 0.5, 0, 3.5, 3.5): Return: -0.05%, Hit Ratio: 37.5%, Max Drawdown: 0.16%
(30, 2, 2, -0.5, -0.5, 3.5, 3.5): Return: -0.05%, Hit Ratio: 51.28%, Max Drawdown: 0.1%
(30, 2, 2, -0.5, 0, 3.5, 2.5): Return: -0.05%, Hit Ratio: 52.94%, Max Drawdown: 0.1%
(30, 2, 2, -0.5, 0.5, 2.5, 2.5): Return: -0.05%, Hit Ratio: 44.83%, Max Drawdown: 0.1%
(30, 2, 2, -0.5, 0.5, 3, 2.5): Return: -0.05%, Hit Ratio: 48.48%, Max Drawdown: 0.1%
(30, 2, 2, -0.5, 0.5, 3.5, 3): Return: -0.05%, Hit Ratio: 45.95%, Max Drawdown: 0.1%
(30, 2, 2, 0, -0.5, 2.5, 3.5): Return: -0.05%, Hit Ratio: 44.12%, Max Drawdown: 0.1%
(30, 2, 2, 0, -0.5, 3, 3.5): Return: -0.05%, Hit Ratio: 48.65%, Max Drawdown: 0.1%
(30, 2, 2, 0, -0.5, 3.5, 3.5): Return: -0.05%, Hit Ratio: 48.72%, Max Drawdown: 0.1%
(30, 2, 2, 0, 0, 2.5, 2.5): Return: -0.05%, Hit Ratio: 42.86%, Max Drawdown: 0.1%
(30, 2, 2, 0, 0, 3, 2.5): Return: -0.05%, Hit Ratio: 50.0%, Max Drawdown: 0.1%
(30, 2, 2, 0, 0, 3.5, 3): Return: -0.05%, Hit Ratio: 47.22%, Max Drawdown: 0.1%
(30, 2, 2, 0, 0.5, 2.5, 2.5): Return: -0.05%, Hit Ratio: 44.83%, Max Drawdown: 0.1%
(30, 2, 2, 0, 0.5, 3, 3): Return: -0.05%, Hit Ratio: 48.57%, Max Drawdown: 0.1%
(30, 2, 2, 0, 0.5, 3.5, 3): Return: -0.05%, Hit Ratio: 48.65%, Max Drawdown: 0.1%
(30, 2, 2, 0.5, -0.5, 2.5, 2.5): Return: -0.05%, Hit Ratio: 46.43%, Max Drawdown: 0.1%
(30, 2, 2, 0.5, -0.5, 3, 3): Return: -0.05%, Hit Ratio: 47.06%, Max Drawdown: 0.11%
(30, 2, 2, 0.5, -0.5, 3.5, 3): Return: -0.05%, Hit Ratio: 47.22%, Max Drawdown: 0.1%
(30, 2, 2, 0.5, 0.5, 3.5, 2.5): Return: -0.05%, Hit Ratio: 45.71%, Max Drawdown: 0.1%
(60, 1, 1.5, -0.5, -0.5, 3, 3.5): Return: -0.05%, Hit Ratio: 45.36%, Max Drawdown: 0.15%
(60, 1, 1.5, 0, -0.5, 2.5, 3): Return: -0.05%, Hit Ratio: 41.18%, Max Drawdown: 0.13%
(60, 1, 1.5, 0, -0.5, 3, 2.5): Return: -0.05%, Hit Ratio: 42.86%, Max Drawdown: 0.14%
(60, 1, 1.5, 0, -0.5, 3, 3): Return: -0.05%, Hit Ratio: 42.86%, Max Drawdown: 0.14%
(60, 1, 1.5, 0, -0.5, 3.5, 3.5): Return: -0.05%, Hit Ratio: 41.82%, Max Drawdown: 0.17%
(60, 1, 2, -0.5, -0.5, 2.5, 2.5): Return: -0.05%, Hit Ratio: 48.15%, Max Drawdown: 0.13%
(60, 1, 2, -0.5, -0.5, 2.5, 3): Return: -0.05%, Hit Ratio: 48.15%, Max Drawdown: 0.13%
(60, 1, 2, -0.5, -0.5, 3.5, 3.5): Return: -0.05%, Hit Ratio: 47.19%, Max Drawdown: 0.16%
(60, 1, 2, 0, -0.5, 2.5, 2.5): Return: -0.05%, Hit Ratio: 40.66%, Max Drawdown: 0.14%
(60, 1, 2, 0, -0.5, 2.5, 3): Return: -0.05%, Hit Ratio: 40.66%, Max Drawdown: 0.14%
(60, 1, 2, 0, -0.5, 3, 2.5): Return: -0.05%, Hit Ratio: 42.11%, Max Drawdown: 0.14%
(60, 1, 2, 0, -0.5, 3, 3): Return: -0.05%, Hit Ratio: 42.11%, Max Drawdown: 0.14%
(60, 1, 2, 0, -0.5, 3.5, 3.5): Return: -0.05%, Hit Ratio: 41.0%, Max Drawdown: 0.17%
(60, 1, 2, 0, 0, 2.5, 3.5): Return: -0.05%, Hit Ratio: 40.21%, Max Drawdown: 0.15%
(60, 1, 2, 0, 0, 3, 3.5): Return: -0.05%, Hit Ratio: 42.0%, Max Drawdown: 0.15%
(60, 1.5, 1.5, -0.5, -0.5, 2.5, 3.5): Return: -0.05%, Hit Ratio: 39.06%, Max Drawdown: 0.17%
(60, 1.5, 1.5, -0.5, 0.5, 2.5, 3.5): Return: -0.05%, Hit Ratio: 35.29%, Max Drawdown: 0.16%
(60, 1.5, 1.5, 0, -0.5, 3, 3.5): Return: -0.05%, Hit Ratio: 42.86%, Max Drawdown: 0.14%
(60, 1.5, 1.5, 0, 0, 2.5, 3): Return: -0.05%, Hit Ratio: 39.06%, Max Drawdown: 0.15%
(60, 1.5, 1.5, 0, 0.5, 3, 3): Return: -0.05%, Hit Ratio: 40.58%, Max Drawdown: 0.13%
(60, 1.5, 1.5, 0, 0.5, 3, 3.5): Return: -0.05%, Hit Ratio: 40.28%, Max Drawdown: 0.13%
(60, 1.5, 1.5, 0.5, -0.5, 2.5, 2.5): Return: -0.05%, Hit Ratio: 39.39%, Max Drawdown: 0.15%
(60, 1.5, 1.5, 0.5, -0.5, 2.5, 3): Return: -0.05%, Hit Ratio: 37.88%, Max Drawdown: 0.15%
(60, 1.5, 1.5, 0.5, 0.5, 2.5, 2.5): Return: -0.05%, Hit Ratio: 37.31%, Max Drawdown: 0.15%
(60, 1.5, 1.5, 0.5, 0.5, 2.5, 3.5): Return: -0.05%, Hit Ratio: 36.62%, Max Drawdown: 0.16%
(60, 1.5, 2, -0.5, -0.5, 2.5, 3): Return: -0.05%, Hit Ratio: 42.55%, Max Drawdown: 0.15%
(60, 1.5, 2, -0.5, 0, 3, 3.5): Return: -0.05%, Hit Ratio: 48.15%, Max Drawdown: 0.14%
(60, 1.5, 2, -0.5, 0.5, 2.5, 2.5): Return: -0.05%, Hit Ratio: 40.0%, Max Drawdown: 0.16%
(60, 1.5, 2, -0.5, 0.5, 2.5, 3): Return: -0.05%, Hit Ratio: 40.0%, Max Drawdown: 0.16%
(60, 2, 1.5, 0, -0.5, 2.5, 3.5): Return: -0.05%, Hit Ratio: 50.0%, Max Drawdown: 0.13%
(60, 2, 1.5, 0.5, -0.5, 2.5, 2.5): Return: -0.05%, Hit Ratio: 50.0%, Max Drawdown: 0.12%
(60, 2, 1.5, 0.5, -0.5, 2.5, 3): Return: -0.05%, Hit Ratio: 48.78%, Max Drawdown: 0.12%
(60, 2, 2, 0, -0.5, 3, 2.5): Return: -0.05%, Hit Ratio: 58.62%, Max Drawdown: 0.08%
(60, 2, 2, 0, -0.5, 3, 3): Return: -0.05%, Hit Ratio: 56.67%, Max Drawdown: 0.08%
(60, 2, 2, 0, -0.5, 3, 3.5): Return: -0.05%, Hit Ratio: 53.12%, Max Drawdown: 0.08%
(60, 2, 2, 0, 0, 3, 2.5): Return: -0.05%, Hit Ratio: 55.17%, Max Drawdown: 0.08%
(60, 2, 2, 0, 0, 3, 3): Return: -0.05%, Hit Ratio: 56.67%, Max Drawdown: 0.08%
(60, 2, 2, 0, 0, 3, 3.5): Return: -0.05%, Hit Ratio: 53.12%, Max Drawdown: 0.08%
(60, 2, 2, 0, 0.5, 3, 3): Return: -0.05%, Hit Ratio: 53.33%, Max Drawdown: 0.08%
(60, 2, 2, 0, 0.5, 3, 3.5): Return: -0.05%, Hit Ratio: 50.0%, Max Drawdown: 0.08%
(60, 2, 2, 0.5, -0.5, 3, 2.5): Return: -0.05%, Hit Ratio: 55.17%, Max Drawdown: 0.08%
(60, 2, 2, 0.5, -0.5, 3, 3): Return: -0.05%, Hit Ratio: 53.33%, Max Drawdown: 0.09%
(60, 2, 2, 0.5, -0.5, 3, 3.5): Return: -0.05%, Hit Ratio: 53.12%, Max Drawdown: 0.09%
(60, 2, 2, 0.5, 0, 3, 3): Return: -0.05%, Hit Ratio: 53.33%, Max Drawdown: 0.09%
(60, 2, 2, 0.5, 0, 3, 3.5): Return: -0.05%, Hit Ratio: 53.12%, Max Drawdown: 0.09%
(60, 2, 2, 0.5, 0.5, 3, 3.5): Return: -0.05%, Hit Ratio: 50.0%, Max Drawdown: 0.09%
(100, 1, 1, -0.5, -0.5, 2.5, 3.5): Return: -0.05%, Hit Ratio: 44.76%, Max Drawdown: 0.14%
(100, 1, 1, -0.5, 0, 2.5, 2.5): Return: -0.05%, Hit Ratio: 43.24%, Max Drawdown: 0.12%
(100, 1, 1, -0.5, 0, 3, 3): Return: -0.05%, Hit Ratio: 45.54%, Max Drawdown: 0.14%
(100, 1, 1, 0, 0.5, 3, 3): Return: -0.05%, Hit Ratio: 43.08%, Max Drawdown: 0.13%
(100, 1, 1, 0, 0.5, 3.5, 3): Return: -0.05%, Hit Ratio: 43.51%, Max Drawdown: 0.13%
(100, 1, 1, 0.5, -0.5, 3, 3): Return: -0.05%, Hit Ratio: 42.97%, Max Drawdown: 0.14%
(100, 1, 1, 0.5, 0, 3, 3): Return: -0.05%, Hit Ratio: 44.53%, Max Drawdown: 0.14%
(100, 1, 1, 0.5, 0.5, 3, 2.5): Return: -0.05%, Hit Ratio: 40.74%, Max Drawdown: 0.15%
(100, 1, 1.5, 0, -0.5, 2.5, 3): Return: -0.05%, Hit Ratio: 41.94%, Max Drawdown: 0.13%
(100, 1, 1.5, 0, -0.5, 3, 3.5): Return: -0.05%, Hit Ratio: 44.33%, Max Drawdown: 0.14%
(100, 1, 1.5, 0, -0.5, 3.5, 3.5): Return: -0.05%, Hit Ratio: 44.9%, Max Drawdown: 0.14%
(100, 1, 1.5, 0, 0, 2.5, 2.5): Return: -0.05%, Hit Ratio: 41.67%, Max Drawdown: 0.12%
(100, 1, 1.5, 0, 0, 3, 3): Return: -0.05%, Hit Ratio: 45.92%, Max Drawdown: 0.13%
(100, 1, 1.5, 0, 0, 3.5, 3): Return: -0.05%, Hit Ratio: 46.0%, Max Drawdown: 0.14%
(100, 1, 1.5, 0, 0.5, 3, 3): Return: -0.05%, Hit Ratio: 41.12%, Max Drawdown: 0.13%
(100, 1, 1.5, 0, 0.5, 3.5, 3): Return: -0.05%, Hit Ratio: 41.28%, Max Drawdown: 0.13%
(100, 1, 1.5, 0.5, -0.5, 3.5, 2.5): Return: -0.05%, Hit Ratio: 42.59%, Max Drawdown: 0.13%
(100, 1, 1.5, 0.5, 0.5, 3, 2.5): Return: -0.05%, Hit Ratio: 40.0%, Max Drawdown: 0.13%
(100, 1, 2, -0.5, -0.5, 2.5, 2.5): Return: -0.05%, Hit Ratio: 40.54%, Max Drawdown: 0.12%
(100, 1, 2, -0.5, -0.5, 3, 3): Return: -0.05%, Hit Ratio: 44.16%, Max Drawdown: 0.14%
(100, 1, 2, -0.5, 0, 3.5, 2.5): Return: -0.05%, Hit Ratio: 45.68%, Max Drawdown: 0.13%
(100, 1, 2, -0.5, 0.5, 3, 2.5): Return: -0.05%, Hit Ratio: 40.23%, Max Drawdown: 0.13%
(100, 1, 2, 0, 0, 2.5, 3): Return: -0.05%, Hit Ratio: 44.05%, Max Drawdown: 0.13%
(100, 1, 2, 0, 0, 3, 3.5): Return: -0.05%, Hit Ratio: 47.73%, Max Drawdown: 0.15%
(100, 1, 2, 0.5, 0.5, 3, 3): Return: -0.05%, Hit Ratio: 41.84%, Max Drawdown: 0.15%
(100, 2, 1, -0.5, -0.5, 3.5, 2.5): Return: -0.05%, Hit Ratio: 48.57%, Max Drawdown: 0.09%
(100, 2, 2, 0, -0.5, 3, 2.5): Return: -0.05%, Hit Ratio: 61.54%, Max Drawdown: 0.08%
(100, 2, 2, 0, 0, 3, 2.5): Return: -0.05%, Hit Ratio: 61.54%, Max Drawdown: 0.08%
(100, 2, 2, 0, 0.5, 3, 2.5): Return: -0.05%, Hit Ratio: 61.54%, Max Drawdown: 0.08%
(100, 2, 2, 0.5, -0.5, 3.5, 2.5): Return: -0.05%, Hit Ratio: 51.72%, Max Drawdown: 0.09%
(100, 2, 2, 0.5, 0, 3.5, 2.5): Return: -0.05%, Hit Ratio: 51.72%, Max Drawdown: 0.09%
(100, 2, 2, 0.5, 0.5, 3.5, 2.5): Return: -0.05%, Hit Ratio: 51.72%, Max Drawdown: 0.09%
(30, 1, 1, -0.5, -0.5, 3.5, 2.5): Return: -0.06%, Hit Ratio: 41.79%, Max Drawdown: 0.21%
(30, 1, 1, -0.5, -0.5, 3.5, 3): Return: -0.06%, Hit Ratio: 41.18%, Max Drawdown: 0.22%
(30, 1, 2, -0.5, 0, 3.5, 2.5): Return: -0.06%, Hit Ratio: 41.28%, Max Drawdown: 0.16%
(30, 1, 2, 0, -0.5, 2.5, 2.5): Return: -0.06%, Hit Ratio: 38.05%, Max Drawdown: 0.16%
(30, 1, 2, 0, -0.5, 3, 3): Return: -0.06%, Hit Ratio: 38.79%, Max Drawdown: 0.17%
(30, 1, 2, 0, -0.5, 3.5, 3): Return: -0.06%, Hit Ratio: 38.46%, Max Drawdown: 0.17%
(30, 1.5, 1.5, 0.5, -0.5, 2.5, 3): Return: -0.06%, Hit Ratio: 38.57%, Max Drawdown: 0.14%
(30, 2, 2, -0.5, -0.5, 2.5, 3.5): Return: -0.06%, Hit Ratio: 50.0%, Max Drawdown: 0.11%
(30, 2, 2, -0.5, -0.5, 3, 3.5): Return: -0.06%, Hit Ratio: 51.35%, Max Drawdown: 0.11%
(30, 2, 2, -0.5, 0, 2.5, 2.5): Return: -0.06%, Hit Ratio: 50.0%, Max Drawdown: 0.11%
(30, 2, 2, -0.5, 0, 3, 2.5): Return: -0.06%, Hit Ratio: 53.12%, Max Drawdown: 0.11%
(30, 2, 2, -0.5, 0, 3.5, 3): Return: -0.06%, Hit Ratio: 50.0%, Max Drawdown: 0.1%
(30, 2, 2, -0.5, 0.5, 2.5, 3): Return: -0.06%, Hit Ratio: 41.94%, Max Drawdown: 0.11%
(30, 2, 2, -0.5, 0.5, 3, 3): Return: -0.06%, Hit Ratio: 45.71%, Max Drawdown: 0.11%
(30, 2, 2, -0.5, 0.5, 3.5, 3.5): Return: -0.06%, Hit Ratio: 45.0%, Max Drawdown: 0.11%
(30, 2, 2, 0, 0, 2.5, 3): Return: -0.06%, Hit Ratio: 40.0%, Max Drawdown: 0.11%
(30, 2, 2, 0, 0, 3, 3): Return: -0.06%, Hit Ratio: 47.06%, Max Drawdown: 0.11%
(30, 2, 2, 0, 0.5, 2.5, 3): Return: -0.06%, Hit Ratio: 41.94%, Max Drawdown: 0.11%
(30, 2, 2, 0, 0.5, 3.5, 3.5): Return: -0.06%, Hit Ratio: 47.5%, Max Drawdown: 0.12%
(30, 2, 2, 0.5, -0.5, 2.5, 3): Return: -0.06%, Hit Ratio: 43.33%, Max Drawdown: 0.11%
(30, 2, 2, 0.5, 0.5, 2.5, 2.5): Return: -0.06%, Hit Ratio: 41.38%, Max Drawdown: 0.11%
(30, 2, 2, 0.5, 0.5, 3, 2.5): Return: -0.06%, Hit Ratio: 45.45%, Max Drawdown: 0.11%
(30, 2, 2, 0.5, 0.5, 3.5, 3): Return: -0.06%, Hit Ratio: 43.24%, Max Drawdown: 0.11%
(60, 1, 1, -0.5, -0.5, 3, 3.5): Return: -0.06%, Hit Ratio: 45.76%, Max Drawdown: 0.17%
(60, 1, 1.5, -0.5, -0.5, 2.5, 3.5): Return: -0.06%, Hit Ratio: 43.75%, Max Drawdown: 0.16%
(60, 1, 1.5, -0.5, -0.5, 3.5, 3.5): Return: -0.06%, Hit Ratio: 44.44%, Max Drawdown: 0.17%
(60, 1, 1.5, 0, -0.5, 2.5, 2.5): Return: -0.06%, Hit Ratio: 41.18%, Max Drawdown: 0.13%
(60, 1, 2, -0.5, -0.5, 3, 2.5): Return: -0.06%, Hit Ratio: 48.81%, Max Drawdown: 0.13%
(60, 1, 2, -0.5, -0.5, 3, 3): Return: -0.06%, Hit Ratio: 48.81%, Max Drawdown: 0.13%
(60, 1, 2, 0, -0.5, 3.5, 3): Return: -0.06%, Hit Ratio: 41.24%, Max Drawdown: 0.16%
(60, 1, 2, 0, 0, 2.5, 2.5): Return: -0.06%, Hit Ratio: 40.86%, Max Drawdown: 0.14%
(60, 1, 2, 0, 0, 2.5, 3): Return: -0.06%, Hit Ratio: 40.86%, Max Drawdown: 0.14%
(60, 1, 2, 0, 0, 3, 2.5): Return: -0.06%, Hit Ratio: 42.27%, Max Drawdown: 0.14%
(60, 1, 2, 0, 0, 3, 3): Return: -0.06%, Hit Ratio: 42.27%, Max Drawdown: 0.14%
(60, 1, 2, 0, 0, 3.5, 3.5): Return: -0.06%, Hit Ratio: 41.18%, Max Drawdown: 0.17%
(60, 1, 2, 0.5, -0.5, 2.5, 2.5): Return: -0.06%, Hit Ratio: 42.0%, Max Drawdown: 0.15%
(60, 1, 2, 0.5, -0.5, 2.5, 3): Return: -0.06%, Hit Ratio: 42.0%, Max Drawdown: 0.15%
(60, 1.5, 1.5, -0.5, -0.5, 2.5, 2.5): Return: -0.06%, Hit Ratio: 41.67%, Max Drawdown: 0.16%
(60, 1.5, 1.5, -0.5, -0.5, 2.5, 3): Return: -0.06%, Hit Ratio: 40.0%, Max Drawdown: 0.17%
