(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(60, 1.5, 1, -0.5, -0.5, 3.5, 3.5): Return: 0.11%, Hit Ratio: 59.74%, Max Drawdown: 0.05%
(100, 1, 1.5, -0.5, 0, 2.5, 2.5): Return: 0.11%, Hit Ratio: 57.61%, Max Drawdown: 0.02%
(100, 1, 1.5, -0.5, 0, 2.5, 3): Return: 0.11%, Hit Ratio: 57.14%, Max Drawdown: 0.02%
(100, 1, 1.5, -0.5, 0, 2.5, 3.5): Return: 0.11%, Hit Ratio: 57.14%, Max Drawdown: 0.02%
(100, 1, 1.5, -0.5, 0, 3, 2.5): Return: 0.11%, Hit Ratio: 58.7%, Max Drawdown: 0.02%
(100, 1, 1.5, -0.5, 0, 3.5, 2.5): Return: 0.11%, Hit Ratio: 58.7%, Max Drawdown: 0.02%
(100, 1, 1.5, -0.5, 0.5, 2.5, 3): Return: 0.11%, Hit Ratio: 55.67%, Max Drawdown: 0.02%
(100, 1, 1.5, -0.5, 0.5, 2.5, 3.5): Return: 0.11%, Hit Ratio: 55.67%, Max Drawdown: 0.02%
(100, 1, 1.5, -0.5, 0.5, 3, 3): Return: 0.11%, Hit Ratio: 56.7%, Max Drawdown: 0.02%
(100, 1, 1.5, -0.5, 0.5, 3, 3.5): Return: 0.11%, Hit Ratio: 56.7%, Max Drawdown: 0.02%
(100, 1, 1.5, -0.5, 0.5, 3.5, 3): Return: 0.11%, Hit Ratio: 56.7%, Max Drawdown: 0.02%
(100, 1, 1.5, -0.5, 0.5, 3.5, 3.5): Return: 0.11%, Hit Ratio: 56.7%, Max Drawdown: 0.02%
(100, 1, 1.5, 0, -0.5, 2.5, 3): Return: 0.11%, Hit Ratio: 57.29%, Max Drawdown: 0.02%
(100, 1, 1.5, 0, -0.5, 2.5, 3.5): Return: 0.11%, Hit Ratio: 57.29%, Max Drawdown: 0.02%
(100, 1, 1.5, 0, -0.5, 3, 2.5): Return: 0.11%, Hit Ratio: 58.33%, Max Drawdown: 0.03%
(100, 1, 1.5, 0, -0.5, 3, 3): Return: 0.11%, Hit Ratio: 57.89%, Max Drawdown: 0.02%
(100, 1, 1.5, 0, -0.5, 3.5, 2.5): Return: 0.11%, Hit Ratio: 58.33%, Max Drawdown: 0.03%
(100, 1, 1.5, 0, -0.5, 3.5, 3): Return: 0.11%, Hit Ratio: 57.89%, Max Drawdown: 0.02%
(100, 1, 1.5, 0, 0, 2.5, 2.5): Return: 0.11%, Hit Ratio: 55.56%, Max Drawdown: 0.03%
(100, 1, 1.5, 0, 0, 2.5, 3): Return: 0.11%, Hit Ratio: 55.56%, Max Drawdown: 0.02%
(100, 1, 1.5, 0, 0, 2.5, 3.5): Return: 0.11%, Hit Ratio: 55.56%, Max Drawdown: 0.02%
(100, 1, 1.5, 0, 0, 3, 2.5): Return: 0.11%, Hit Ratio: 56.57%, Max Drawdown: 0.03%
(100, 1, 1.5, 0, 0, 3.5, 2.5): Return: 0.11%, Hit Ratio: 56.57%, Max Drawdown: 0.03%
(100, 1, 1.5, 0, 0.5, 2.5, 3): Return: 0.11%, Hit Ratio: 52.48%, Max Drawdown: 0.02%
(100, 1, 1.5, 0, 0.5, 2.5, 3.5): Return: 0.11%, Hit Ratio: 52.48%, Max Drawdown: 0.02%
(100, 1, 1.5, 0, 0.5, 3, 3): Return: 0.11%, Hit Ratio: 53.47%, Max Drawdown: 0.02%
(100, 1, 1.5, 0, 0.5, 3, 3.5): Return: 0.11%, Hit Ratio: 53.47%, Max Drawdown: 0.02%
(100, 1, 1.5, 0, 0.5, 3.5, 3): Return: 0.11%, Hit Ratio: 53.47%, Max Drawdown: 0.02%
(100, 1, 1.5, 0, 0.5, 3.5, 3.5): Return: 0.11%, Hit Ratio: 53.47%, Max Drawdown: 0.02%
(100, 1, 1.5, 0.5, -0.5, 2.5, 3): Return: 0.11%, Hit Ratio: 53.27%, Max Drawdown: 0.02%
(100, 1, 1.5, 0.5, 0, 2.5, 3): Return: 0.11%, Hit Ratio: 53.7%, Max Drawdown: 0.02%
(100, 1, 1.5, 0.5, 0.5, 2.5, 3): Return: 0.11%, Hit Ratio: 52.78%, Max Drawdown: 0.02%
(100, 1, 1.5, 0.5, 0.5, 2.5, 3.5): Return: 0.11%, Hit Ratio: 52.78%, Max Drawdown: 0.02%
(100, 1, 2, -0.5, -0.5, 2.5, 3): Return: 0.11%, Hit Ratio: 58.23%, Max Drawdown: 0.03%
(100, 1, 2, -0.5, -0.5, 3, 3): Return: 0.11%, Hit Ratio: 58.97%, Max Drawdown: 0.03%
(100, 1, 2, -0.5, -0.5, 3.5, 3): Return: 0.11%, Hit Ratio: 58.97%, Max Drawdown: 0.03%
(100, 1, 2, -0.5, 0, 2.5, 3): Return: 0.11%, Hit Ratio: 56.47%, Max Drawdown: 0.02%
(100, 1, 2, -0.5, 0, 2.5, 3.5): Return: 0.11%, Hit Ratio: 56.47%, Max Drawdown: 0.02%
(100, 1, 2, -0.5, 0, 3, 3): Return: 0.11%, Hit Ratio: 57.14%, Max Drawdown: 0.02%
(100, 1, 2, -0.5, 0, 3, 3.5): Return: 0.11%, Hit Ratio: 57.14%, Max Drawdown: 0.02%
(100, 1, 2, -0.5, 0, 3.5, 3): Return: 0.11%, Hit Ratio: 57.14%, Max Drawdown: 0.02%
(100, 1, 2, -0.5, 0, 3.5, 3.5): Return: 0.11%, Hit Ratio: 57.14%, Max Drawdown: 0.02%
(100, 1, 2, -0.5, 0.5, 2.5, 3): Return: 0.11%, Hit Ratio: 54.95%, Max Drawdown: 0.02%
(100, 1, 2, -0.5, 0.5, 2.5, 3.5): Return: 0.11%, Hit Ratio: 54.95%, Max Drawdown: 0.02%
(100, 1, 2, 0, -0.5, 2.5, 3.5): Return: 0.11%, Hit Ratio: 56.67%, Max Drawdown: 0.02%
(100, 1, 2, 0, -0.5, 3, 3.5): Return: 0.11%, Hit Ratio: 57.3%, Max Drawdown: 0.02%
(100, 1, 2, 0, -0.5, 3.5, 3.5): Return: 0.11%, Hit Ratio: 57.3%, Max Drawdown: 0.02%
(100, 1, 2, 0, 0, 2.5, 3): Return: 0.11%, Hit Ratio: 55.43%, Max Drawdown: 0.02%
(100, 1, 2, 0, 0, 2.5, 3.5): Return: 0.11%, Hit Ratio: 55.43%, Max Drawdown: 0.02%
(100, 1, 2, 0, 0, 3, 2.5): Return: 0.11%, Hit Ratio: 56.52%, Max Drawdown: 0.03%
(100, 1, 2, 0, 0, 3, 3): Return: 0.11%, Hit Ratio: 56.04%, Max Drawdown: 0.02%
(100, 1, 2, 0, 0, 3, 3.5): Return: 0.11%, Hit Ratio: 56.04%, Max Drawdown: 0.02%
(100, 1, 2, 0, 0, 3.5, 2.5): Return: 0.11%, Hit Ratio: 56.52%, Max Drawdown: 0.03%
(100, 1, 2, 0, 0, 3.5, 3): Return: 0.11%, Hit Ratio: 56.04%, Max Drawdown: 0.02%
(100, 1, 2, 0, 0, 3.5, 3.5): Return: 0.11%, Hit Ratio: 56.04%, Max Drawdown: 0.02%
(100, 1, 2, 0, 0.5, 2.5, 3): Return: 0.11%, Hit Ratio: 53.19%, Max Drawdown: 0.02%
(100, 1, 2, 0, 0.5, 2.5, 3.5): Return: 0.11%, Hit Ratio: 53.19%, Max Drawdown: 0.02%
(100, 1, 2, 0, 0.5, 3, 3): Return: 0.11%, Hit Ratio: 54.26%, Max Drawdown: 0.02%
(100, 1, 2, 0, 0.5, 3, 3.5): Return: 0.11%, Hit Ratio: 54.26%, Max Drawdown: 0.02%
(100, 1, 2, 0, 0.5, 3.5, 3): Return: 0.11%, Hit Ratio: 54.26%, Max Drawdown: 0.02%
(100, 1, 2, 0, 0.5, 3.5, 3.5): Return: 0.11%, Hit Ratio: 54.26%, Max Drawdown: 0.02%
(100, 1, 2, 0.5, -0.5, 2.5, 2.5): Return: 0.11%, Hit Ratio: 53.0%, Max Drawdown: 0.02%
(100, 1, 2, 0.5, -0.5, 2.5, 3): Return: 0.11%, Hit Ratio: 53.47%, Max Drawdown: 0.02%
(100, 1, 2, 0.5, -0.5, 2.5, 3.5): Return: 0.11%, Hit Ratio: 53.47%, Max Drawdown: 0.01%
(100, 1, 2, 0.5, -0.5, 3, 2.5): Return: 0.11%, Hit Ratio: 55.0%, Max Drawdown: 0.01%
(100, 1, 2, 0.5, -0.5, 3, 3): Return: 0.11%, Hit Ratio: 55.0%, Max Drawdown: 0.02%
(100, 1, 2, 0.5, -0.5, 3, 3.5): Return: 0.11%, Hit Ratio: 55.0%, Max Drawdown: 0.01%
(100, 1, 2, 0.5, -0.5, 3.5, 2.5): Return: 0.11%, Hit Ratio: 55.0%, Max Drawdown: 0.01%
(100, 1, 2, 0.5, -0.5, 3.5, 3): Return: 0.11%, Hit Ratio: 55.0%, Max Drawdown: 0.02%
(100, 1, 2, 0.5, -0.5, 3.5, 3.5): Return: 0.11%, Hit Ratio: 55.0%, Max Drawdown: 0.01%
(100, 1, 2, 0.5, 0, 2.5, 3): Return: 0.11%, Hit Ratio: 54.46%, Max Drawdown: 0.02%
(100, 1.5, 1, -0.5, -0.5, 2.5, 2.5): Return: 0.11%, Hit Ratio: 54.29%, Max Drawdown: 0.04%
(100, 1.5, 1, -0.5, -0.5, 3, 2.5): Return: 0.11%, Hit Ratio: 55.71%, Max Drawdown: 0.04%
(100, 1.5, 1, -0.5, -0.5, 3.5, 2.5): Return: 0.11%, Hit Ratio: 55.71%, Max Drawdown: 0.04%
(100, 1.5, 1, -0.5, 0, 2.5, 2.5): Return: 0.11%, Hit Ratio: 52.63%, Max Drawdown: 0.03%
(100, 1.5, 1, -0.5, 0, 3, 2.5): Return: 0.11%, Hit Ratio: 53.95%, Max Drawdown: 0.03%
(100, 1.5, 1, -0.5, 0, 3.5, 2.5): Return: 0.11%, Hit Ratio: 53.95%, Max Drawdown: 0.03%
(100, 1.5, 1, 0, -0.5, 2.5, 3): Return: 0.11%, Hit Ratio: 50.62%, Max Drawdown: 0.03%
(100, 1.5, 1, 0, -0.5, 2.5, 3.5): Return: 0.11%, Hit Ratio: 50.62%, Max Drawdown: 0.03%
(100, 1.5, 1, 0, -0.5, 3, 3): Return: 0.11%, Hit Ratio: 51.25%, Max Drawdown: 0.03%
(100, 1.5, 1, 0, -0.5, 3, 3.5): Return: 0.11%, Hit Ratio: 51.25%, Max Drawdown: 0.03%
(100, 1.5, 1, 0, -0.5, 3.5, 3): Return: 0.11%, Hit Ratio: 51.25%, Max Drawdown: 0.03%
(100, 1.5, 1, 0, -0.5, 3.5, 3.5): Return: 0.11%, Hit Ratio: 51.25%, Max Drawdown: 0.03%
(100, 1.5, 1, 0, 0, 2.5, 3): Return: 0.11%, Hit Ratio: 49.4%, Max Drawdown: 0.03%
(100, 1.5, 1, 0, 0, 2.5, 3.5): Return: 0.11%, Hit Ratio: 49.4%, Max Drawdown: 0.03%
(100, 1.5, 1, 0, 0, 3, 3): Return: 0.11%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(100, 1.5, 1, 0, 0, 3, 3.5): Return: 0.11%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(100, 1.5, 1, 0, 0, 3.5, 3): Return: 0.11%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(100, 1.5, 1, 0, 0, 3.5, 3.5): Return: 0.11%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(100, 2, 1, -0.5, -0.5, 2.5, 3): Return: 0.11%, Hit Ratio: 56.9%, Max Drawdown: 0.04%
(100, 2, 1, -0.5, -0.5, 2.5, 3.5): Return: 0.11%, Hit Ratio: 56.9%, Max Drawdown: 0.04%
(100, 2, 1, -0.5, -0.5, 3, 2.5): Return: 0.11%, Hit Ratio: 57.89%, Max Drawdown: 0.03%
(100, 2, 1, -0.5, -0.5, 3, 3): Return: 0.11%, Hit Ratio: 59.32%, Max Drawdown: 0.04%
(100, 2, 1, -0.5, -0.5, 3.5, 2.5): Return: 0.11%, Hit Ratio: 57.89%, Max Drawdown: 0.03%
(100, 2, 1, -0.5, -0.5, 3.5, 3): Return: 0.11%, Hit Ratio: 59.32%, Max Drawdown: 0.04%
(100, 2, 1, -0.5, 0, 3, 2.5): Return: 0.11%, Hit Ratio: 56.45%, Max Drawdown: 0.03%
(100, 2, 1, -0.5, 0, 3, 3): Return: 0.11%, Hit Ratio: 57.81%, Max Drawdown: 0.03%
(100, 2, 1, -0.5, 0, 3, 3.5): Return: 0.11%, Hit Ratio: 57.81%, Max Drawdown: 0.03%
(100, 2, 1, -0.5, 0, 3.5, 2.5): Return: 0.11%, Hit Ratio: 56.45%, Max Drawdown: 0.03%
(100, 2, 1, -0.5, 0, 3.5, 3): Return: 0.11%, Hit Ratio: 57.81%, Max Drawdown: 0.03%
(100, 2, 1, -0.5, 0, 3.5, 3.5): Return: 0.11%, Hit Ratio: 57.81%, Max Drawdown: 0.03%
(30, 1, 1, 0, -0.5, 2.5, 3): Return: 0.1%, Hit Ratio: 46.72%, Max Drawdown: 0.03%
(30, 1, 1, 0, 0, 2.5, 3): Return: 0.1%, Hit Ratio: 48.57%, Max Drawdown: 0.03%
(30, 1, 1, 0, 0, 2.5, 3.5): Return: 0.1%, Hit Ratio: 49.65%, Max Drawdown: 0.03%
(30, 1, 1, 0.5, -0.5, 3, 3): Return: 0.1%, Hit Ratio: 48.63%, Max Drawdown: 0.03%
(30, 1, 1, 0.5, -0.5, 3, 3.5): Return: 0.1%, Hit Ratio: 49.66%, Max Drawdown: 0.03%
(30, 1, 1, 0.5, -0.5, 3.5, 3): Return: 0.1%, Hit Ratio: 49.66%, Max Drawdown: 0.03%
(30, 1, 1, 0.5, -0.5, 3.5, 3.5): Return: 0.1%, Hit Ratio: 50.68%, Max Drawdown: 0.03%
(30, 1, 1, 0.5, 0.5, 3, 3): Return: 0.1%, Hit Ratio: 48.99%, Max Drawdown: 0.03%
(30, 1, 1, 0.5, 0.5, 3, 3.5): Return: 0.1%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(30, 1, 1, 0.5, 0.5, 3.5, 3): Return: 0.1%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(30, 1, 1, 0.5, 0.5, 3.5, 3.5): Return: 0.1%, Hit Ratio: 50.99%, Max Drawdown: 0.03%
(30, 1, 2, -0.5, -0.5, 2.5, 2.5): Return: 0.1%, Hit Ratio: 55.32%, Max Drawdown: 0.03%
(30, 1, 2, -0.5, -0.5, 2.5, 3): Return: 0.1%, Hit Ratio: 55.67%, Max Drawdown: 0.03%
(30, 1, 2, -0.5, -0.5, 3, 2.5): Return: 0.1%, Hit Ratio: 56.25%, Max Drawdown: 0.03%
(30, 1, 2, -0.5, -0.5, 3, 3): Return: 0.1%, Hit Ratio: 56.12%, Max Drawdown: 0.03%
(30, 1, 2, -0.5, -0.5, 3.5, 2.5): Return: 0.1%, Hit Ratio: 56.7%, Max Drawdown: 0.03%
(30, 1, 2, -0.5, -0.5, 3.5, 3): Return: 0.1%, Hit Ratio: 56.57%, Max Drawdown: 0.03%
(30, 1.5, 1.5, -0.5, -0.5, 2.5, 2.5): Return: 0.1%, Hit Ratio: 55.74%, Max Drawdown: 0.03%
(30, 1.5, 1.5, -0.5, -0.5, 2.5, 3): Return: 0.1%, Hit Ratio: 55.38%, Max Drawdown: 0.03%
(30, 1.5, 1.5, -0.5, -0.5, 3, 2.5): Return: 0.1%, Hit Ratio: 57.38%, Max Drawdown: 0.03%
(30, 1.5, 1.5, -0.5, 0, 2.5, 3): Return: 0.1%, Hit Ratio: 54.55%, Max Drawdown: 0.03%
(30, 1.5, 1.5, -0.5, 0, 3, 2.5): Return: 0.1%, Hit Ratio: 57.14%, Max Drawdown: 0.03%
(30, 1.5, 1.5, -0.5, 0, 3, 3): Return: 0.1%, Hit Ratio: 56.72%, Max Drawdown: 0.03%
(30, 1.5, 1.5, -0.5, 0, 3.5, 2.5): Return: 0.1%, Hit Ratio: 57.81%, Max Drawdown: 0.03%
(30, 1.5, 1.5, -0.5, 0, 3.5, 3): Return: 0.1%, Hit Ratio: 57.35%, Max Drawdown: 0.03%
(30, 1.5, 1.5, 0, -0.5, 2.5, 2.5): Return: 0.1%, Hit Ratio: 50.0%, Max Drawdown: 0.02%
(30, 1.5, 1.5, 0, -0.5, 2.5, 3): Return: 0.1%, Hit Ratio: 50.0%, Max Drawdown: 0.02%
(30, 1.5, 1.5, 0, -0.5, 3, 2.5): Return: 0.1%, Hit Ratio: 52.94%, Max Drawdown: 0.02%
(30, 1.5, 1.5, 0, -0.5, 3.5, 2.5): Return: 0.1%, Hit Ratio: 53.62%, Max Drawdown: 0.02%
(30, 1.5, 1.5, 0, 0, 2.5, 2.5): Return: 0.1%, Hit Ratio: 50.0%, Max Drawdown: 0.02%
(30, 1.5, 1.5, 0, 0.5, 2.5, 3.5): Return: 0.1%, Hit Ratio: 46.58%, Max Drawdown: 0.02%
(30, 1.5, 1.5, 0, 0.5, 3, 3.5): Return: 0.1%, Hit Ratio: 49.33%, Max Drawdown: 0.02%
(30, 1.5, 1.5, 0, 0.5, 3.5, 3.5): Return: 0.1%, Hit Ratio: 50.0%, Max Drawdown: 0.02%
(30, 1.5, 1.5, 0.5, -0.5, 2.5, 3.5): Return: 0.1%, Hit Ratio: 48.0%, Max Drawdown: 0.02%
(30, 1.5, 1.5, 0.5, -0.5, 3, 3.5): Return: 0.1%, Hit Ratio: 50.65%, Max Drawdown: 0.02%
(30, 1.5, 1.5, 0.5, -0.5, 3.5, 3.5): Return: 0.1%, Hit Ratio: 52.56%, Max Drawdown: 0.02%
(30, 1.5, 1.5, 0.5, 0, 2.5, 3.5): Return: 0.1%, Hit Ratio: 46.67%, Max Drawdown: 0.02%
(30, 1.5, 1.5, 0.5, 0, 3, 3.5): Return: 0.1%, Hit Ratio: 49.35%, Max Drawdown: 0.02%
(30, 1.5, 1.5, 0.5, 0, 3.5, 3.5): Return: 0.1%, Hit Ratio: 51.28%, Max Drawdown: 0.02%
(30, 1.5, 1.5, 0.5, 0.5, 3, 3.5): Return: 0.1%, Hit Ratio: 49.35%, Max Drawdown: 0.02%
(30, 1.5, 1.5, 0.5, 0.5, 3.5, 3.5): Return: 0.1%, Hit Ratio: 51.28%, Max Drawdown: 0.02%
(30, 2, 1.5, -0.5, -0.5, 2.5, 2.5): Return: 0.1%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(30, 2, 1.5, -0.5, -0.5, 2.5, 3): Return: 0.1%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(30, 2, 1.5, -0.5, -0.5, 3, 2.5): Return: 0.1%, Hit Ratio: 53.85%, Max Drawdown: 0.03%
(30, 2, 1.5, -0.5, -0.5, 3, 3): Return: 0.1%, Hit Ratio: 53.49%, Max Drawdown: 0.02%
(30, 2, 1.5, -0.5, -0.5, 3.5, 2.5): Return: 0.1%, Hit Ratio: 56.1%, Max Drawdown: 0.03%
(30, 2, 1.5, -0.5, 0, 2.5, 3.5): Return: 0.1%, Hit Ratio: 48.89%, Max Drawdown: 0.02%
(30, 2, 1.5, -0.5, 0, 3, 3.5): Return: 0.1%, Hit Ratio: 53.19%, Max Drawdown: 0.02%
(30, 2, 1.5, -0.5, 0, 3.5, 3.5): Return: 0.1%, Hit Ratio: 55.1%, Max Drawdown: 0.02%
(30, 2, 1.5, 0, -0.5, 2.5, 3.5): Return: 0.1%, Hit Ratio: 50.0%, Max Drawdown: 0.02%
(30, 2, 1.5, 0, -0.5, 3, 3.5): Return: 0.1%, Hit Ratio: 54.17%, Max Drawdown: 0.02%
(30, 2, 1.5, 0, 0, 2.5, 3.5): Return: 0.1%, Hit Ratio: 47.83%, Max Drawdown: 0.02%
(30, 2, 1.5, 0, 0, 3, 3.5): Return: 0.1%, Hit Ratio: 52.08%, Max Drawdown: 0.02%
(30, 2, 1.5, 0, 0, 3.5, 3): Return: 0.1%, Hit Ratio: 51.06%, Max Drawdown: 0.02%
(60, 1, 1, -0.5, -0.5, 2.5, 2.5): Return: 0.1%, Hit Ratio: 55.96%, Max Drawdown: 0.05%
(60, 1, 1, -0.5, -0.5, 3, 2.5): Return: 0.1%, Hit Ratio: 56.76%, Max Drawdown: 0.05%
(60, 1, 1, -0.5, -0.5, 3.5, 2.5): Return: 0.1%, Hit Ratio: 58.18%, Max Drawdown: 0.05%
(60, 1, 1, -0.5, 0.5, 2.5, 2.5): Return: 0.1%, Hit Ratio: 53.23%, Max Drawdown: 0.03%
(60, 1, 1, 0, 0, 2.5, 2.5): Return: 0.1%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(60, 1, 1, 0, 0, 3, 2.5): Return: 0.1%, Hit Ratio: 51.56%, Max Drawdown: 0.03%
(60, 1, 1, 0, 0, 3.5, 2.5): Return: 0.1%, Hit Ratio: 51.56%, Max Drawdown: 0.03%
(60, 1, 1.5, -0.5, -0.5, 2.5, 3.5): Return: 0.1%, Hit Ratio: 56.99%, Max Drawdown: 0.04%
(60, 1, 1.5, -0.5, -0.5, 3, 3.5): Return: 0.1%, Hit Ratio: 57.45%, Max Drawdown: 0.04%
(60, 1, 1.5, -0.5, -0.5, 3.5, 3): Return: 0.1%, Hit Ratio: 56.25%, Max Drawdown: 0.05%
(60, 1, 1.5, -0.5, -0.5, 3.5, 3.5): Return: 0.1%, Hit Ratio: 58.51%, Max Drawdown: 0.04%
(60, 1, 1.5, -0.5, 0, 2.5, 3.5): Return: 0.1%, Hit Ratio: 54.08%, Max Drawdown: 0.03%
(60, 1, 1.5, -0.5, 0, 3, 2.5): Return: 0.1%, Hit Ratio: 53.0%, Max Drawdown: 0.04%
(60, 1, 1.5, -0.5, 0, 3, 3.5): Return: 0.1%, Hit Ratio: 54.55%, Max Drawdown: 0.03%
(60, 1, 1.5, -0.5, 0, 3.5, 2.5): Return: 0.1%, Hit Ratio: 54.0%, Max Drawdown: 0.04%
(60, 1, 1.5, -0.5, 0, 3.5, 3.5): Return: 0.1%, Hit Ratio: 55.56%, Max Drawdown: 0.03%
(60, 1, 1.5, -0.5, 0.5, 2.5, 3): Return: 0.1%, Hit Ratio: 51.96%, Max Drawdown: 0.04%
(60, 1, 1.5, -0.5, 0.5, 3, 2.5): Return: 0.1%, Hit Ratio: 53.4%, Max Drawdown: 0.04%
(60, 1, 1.5, -0.5, 0.5, 3, 3): Return: 0.1%, Hit Ratio: 52.88%, Max Drawdown: 0.04%
(60, 1, 1.5, -0.5, 0.5, 3, 3.5): Return: 0.1%, Hit Ratio: 54.9%, Max Drawdown: 0.03%
(60, 1, 1.5, -0.5, 0.5, 3.5, 3): Return: 0.1%, Hit Ratio: 53.85%, Max Drawdown: 0.04%
(60, 1, 1.5, -0.5, 0.5, 3.5, 3.5): Return: 0.1%, Hit Ratio: 55.88%, Max Drawdown: 0.03%
(60, 1, 1.5, 0, 0.5, 2.5, 3): Return: 0.1%, Hit Ratio: 51.4%, Max Drawdown: 0.03%
(60, 1, 1.5, 0, 0.5, 3, 3): Return: 0.1%, Hit Ratio: 52.29%, Max Drawdown: 0.03%
(60, 1, 1.5, 0, 0.5, 3.5, 3): Return: 0.1%, Hit Ratio: 53.21%, Max Drawdown: 0.03%
(60, 1, 2, -0.5, -0.5, 2.5, 2.5): Return: 0.1%, Hit Ratio: 56.47%, Max Drawdown: 0.03%
(60, 1, 2, -0.5, -0.5, 2.5, 3): Return: 0.1%, Hit Ratio: 55.81%, Max Drawdown: 0.03%
(60, 1, 2, -0.5, -0.5, 2.5, 3.5): Return: 0.1%, Hit Ratio: 56.98%, Max Drawdown: 0.03%
(60, 1, 2, -0.5, -0.5, 3, 2.5): Return: 0.1%, Hit Ratio: 58.62%, Max Drawdown: 0.03%
(60, 1, 2, -0.5, -0.5, 3, 3): Return: 0.1%, Hit Ratio: 57.95%, Max Drawdown: 0.03%
(60, 1, 2, -0.5, -0.5, 3, 3.5): Return: 0.1%, Hit Ratio: 57.47%, Max Drawdown: 0.03%
(60, 1, 2, -0.5, -0.5, 3.5, 2.5): Return: 0.1%, Hit Ratio: 59.77%, Max Drawdown: 0.03%
(60, 1, 2, -0.5, -0.5, 3.5, 3.5): Return: 0.1%, Hit Ratio: 58.62%, Max Drawdown: 0.03%
(60, 1, 2, -0.5, 0, 2.5, 2.5): Return: 0.1%, Hit Ratio: 53.33%, Max Drawdown: 0.02%
(60, 1, 2, -0.5, 0, 2.5, 3): Return: 0.1%, Hit Ratio: 52.75%, Max Drawdown: 0.02%
(60, 1, 2, -0.5, 0, 2.5, 3.5): Return: 0.1%, Hit Ratio: 53.85%, Max Drawdown: 0.02%
(60, 1, 2, -0.5, 0, 3, 3.5): Return: 0.1%, Hit Ratio: 54.35%, Max Drawdown: 0.02%
(60, 1.5, 1, -0.5, -0.5, 2.5, 3): Return: 0.1%, Hit Ratio: 54.55%, Max Drawdown: 0.05%
(60, 1.5, 1, 0, -0.5, 2.5, 3.5): Return: 0.1%, Hit Ratio: 49.43%, Max Drawdown: 0.05%
(60, 1.5, 1, 0, -0.5, 3, 3): Return: 0.1%, Hit Ratio: 47.19%, Max Drawdown: 0.05%
(60, 1.5, 1, 0, -0.5, 3, 3.5): Return: 0.1%, Hit Ratio: 50.0%, Max Drawdown: 0.04%
(60, 1.5, 1, 0, -0.5, 3.5, 3): Return: 0.1%, Hit Ratio: 48.86%, Max Drawdown: 0.05%
(60, 1.5, 1, 0, -0.5, 3.5, 3.5): Return: 0.1%, Hit Ratio: 51.72%, Max Drawdown: 0.04%
(100, 1, 1.5, -0.5, 0.5, 2.5, 2.5): Return: 0.1%, Hit Ratio: 55.67%, Max Drawdown: 0.03%
(100, 1, 1.5, -0.5, 0.5, 3, 2.5): Return: 0.1%, Hit Ratio: 57.14%, Max Drawdown: 0.03%
(100, 1, 1.5, -0.5, 0.5, 3.5, 2.5): Return: 0.1%, Hit Ratio: 57.14%, Max Drawdown: 0.03%
(100, 1, 1.5, 0, -0.5, 2.5, 2.5): Return: 0.1%, Hit Ratio: 57.29%, Max Drawdown: 0.03%
(100, 1, 1.5, 0, 0.5, 2.5, 2.5): Return: 0.1%, Hit Ratio: 52.48%, Max Drawdown: 0.03%
(100, 1, 1.5, 0, 0.5, 3, 2.5): Return: 0.1%, Hit Ratio: 53.92%, Max Drawdown: 0.03%
(100, 1, 1.5, 0, 0.5, 3.5, 2.5): Return: 0.1%, Hit Ratio: 53.92%, Max Drawdown: 0.03%
(100, 1, 2, -0.5, -0.5, 2.5, 2.5): Return: 0.1%, Hit Ratio: 58.75%, Max Drawdown: 0.04%
(100, 1, 2, -0.5, -0.5, 3, 2.5): Return: 0.1%, Hit Ratio: 60.0%, Max Drawdown: 0.04%
(100, 1, 2, -0.5, -0.5, 3.5, 2.5): Return: 0.1%, Hit Ratio: 60.0%, Max Drawdown: 0.04%
(100, 1, 2, -0.5, 0, 2.5, 2.5): Return: 0.1%, Hit Ratio: 56.98%, Max Drawdown: 0.02%
(100, 1, 2, -0.5, 0, 3, 2.5): Return: 0.1%, Hit Ratio: 58.14%, Max Drawdown: 0.02%
(100, 1, 2, -0.5, 0, 3.5, 2.5): Return: 0.1%, Hit Ratio: 58.14%, Max Drawdown: 0.02%
(100, 1, 2, -0.5, 0.5, 2.5, 2.5): Return: 0.1%, Hit Ratio: 54.95%, Max Drawdown: 0.03%
(100, 1, 2, -0.5, 0.5, 3, 3): Return: 0.1%, Hit Ratio: 56.04%, Max Drawdown: 0.02%
(100, 1, 2, -0.5, 0.5, 3, 3.5): Return: 0.1%, Hit Ratio: 56.04%, Max Drawdown: 0.02%
(100, 1, 2, -0.5, 0.5, 3.5, 3): Return: 0.1%, Hit Ratio: 56.04%, Max Drawdown: 0.02%
(100, 1, 2, -0.5, 0.5, 3.5, 3.5): Return: 0.1%, Hit Ratio: 56.04%, Max Drawdown: 0.02%
