(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(30, 1, 1.5, 0.5, 0, 3.5, 3.5): Return: 0.09%, Hit Ratio: 51.39%, Max Drawdown: 0.04%
(30, 1, 1.5, 0.5, 0.5, 2.5, 2.5): Return: 0.08%, Hit Ratio: 51.91%, Max Drawdown: 0.04%
(30, 1, 1.5, 0.5, 0.5, 2.5, 3): Return: 0.08%, Hit Ratio: 52.63%, Max Drawdown: 0.04%
(30, 1, 1.5, 0.5, 0.5, 2.5, 3.5): Return: 0.08%, Hit Ratio: 52.63%, Max Drawdown: 0.04%
(30, 1, 1.5, 0.5, 0.5, 3, 2.5): Return: 0.09%, Hit Ratio: 52.86%, Max Drawdown: 0.04%
(30, 1, 1.5, 0.5, 0.5, 3, 3): Return: 0.1%, Hit Ratio: 53.52%, Max Drawdown: 0.04%
(30, 1, 1.5, 0.5, 0.5, 3, 3.5): Return: 0.1%, Hit Ratio: 53.52%, Max Drawdown: 0.04%
(30, 1, 1.5, 0.5, 0.5, 3.5, 2.5): Return: 0.1%, Hit Ratio: 53.52%, Max Drawdown: 0.04%
(30, 1, 1.5, 0.5, 0.5, 3.5, 3): Return: 0.1%, Hit Ratio: 54.17%, Max Drawdown: 0.04%
(30, 1, 1.5, 0.5, 0.5, 3.5, 3.5): Return: 0.1%, Hit Ratio: 54.17%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, -0.5, 2.5, 2.5): Return: 0.02%, Hit Ratio: 50.46%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, -0.5, 2.5, 3): Return: 0.02%, Hit Ratio: 50.91%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, -0.5, 2.5, 3.5): Return: 0.02%, Hit Ratio: 50.91%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, -0.5, 3, 2.5): Return: 0.05%, Hit Ratio: 50.88%, Max Drawdown: 0.03%
(30, 1, 2, -0.5, -0.5, 3, 3): Return: 0.06%, Hit Ratio: 51.3%, Max Drawdown: 0.03%
(30, 1, 2, -0.5, -0.5, 3, 3.5): Return: 0.06%, Hit Ratio: 51.3%, Max Drawdown: 0.03%
(30, 1, 2, -0.5, -0.5, 3.5, 2.5): Return: 0.06%, Hit Ratio: 51.3%, Max Drawdown: 0.03%
(30, 1, 2, -0.5, -0.5, 3.5, 3): Return: 0.06%, Hit Ratio: 50.86%, Max Drawdown: 0.03%
(30, 1, 2, -0.5, -0.5, 3.5, 3.5): Return: 0.06%, Hit Ratio: 50.86%, Max Drawdown: 0.03%
(30, 1, 2, -0.5, 0, 2.5, 2.5): Return: 0.06%, Hit Ratio: 52.94%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, 0, 2.5, 3): Return: 0.06%, Hit Ratio: 53.72%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, 0, 2.5, 3.5): Return: 0.06%, Hit Ratio: 53.72%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, 0, 3, 2.5): Return: 0.09%, Hit Ratio: 53.6%, Max Drawdown: 0.03%
(30, 1, 2, -0.5, 0, 3, 3): Return: 0.09%, Hit Ratio: 54.33%, Max Drawdown: 0.03%
(30, 1, 2, -0.5, 0, 3, 3.5): Return: 0.09%, Hit Ratio: 54.33%, Max Drawdown: 0.03%
(30, 1, 2, -0.5, 0, 3.5, 2.5): Return: 0.1%, Hit Ratio: 53.97%, Max Drawdown: 0.03%
(30, 1, 2, -0.5, 0, 3.5, 3): Return: 0.09%, Hit Ratio: 53.91%, Max Drawdown: 0.03%
(30, 1, 2, -0.5, 0, 3.5, 3.5): Return: 0.09%, Hit Ratio: 53.91%, Max Drawdown: 0.03%
(30, 1, 2, -0.5, 0.5, 2.5, 2.5): Return: 0.05%, Hit Ratio: 53.23%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, 0.5, 2.5, 3): Return: 0.05%, Hit Ratio: 53.97%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, 0.5, 2.5, 3.5): Return: 0.05%, Hit Ratio: 53.97%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, 0.5, 3, 2.5): Return: 0.06%, Hit Ratio: 52.27%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, 0.5, 3, 3): Return: 0.06%, Hit Ratio: 52.99%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, 0.5, 3, 3.5): Return: 0.06%, Hit Ratio: 52.99%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, 0.5, 3.5, 2.5): Return: 0.06%, Hit Ratio: 53.73%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, 0.5, 3.5, 3): Return: 0.06%, Hit Ratio: 53.68%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, 0.5, 3.5, 3.5): Return: 0.06%, Hit Ratio: 53.68%, Max Drawdown: 0.04%
(30, 1, 2, 0, -0.5, 2.5, 2.5): Return: 0.01%, Hit Ratio: 48.74%, Max Drawdown: 0.04%
(30, 1, 2, 0, -0.5, 2.5, 3): Return: 0.02%, Hit Ratio: 49.59%, Max Drawdown: 0.04%
(30, 1, 2, 0, -0.5, 2.5, 3.5): Return: 0.02%, Hit Ratio: 49.59%, Max Drawdown: 0.04%
(30, 1, 2, 0, -0.5, 3, 2.5): Return: 0.04%, Hit Ratio: 50.39%, Max Drawdown: 0.04%
