(Lookback, Entry, Exit, Stop-loss)
Best HPs: (100, 1.9, 0.5, 2.9), Return: 2.18%, Hit Ratio: 53.85%, Max Drawdown: 0.47%
(100, 1.9, 0.5, 2.9): Return: 2.18%, Hit Ratio: 53.85%, Max Drawdown: 0.47%
(100, 1.9, 0.5, 3.0): Return: 2.18%, Hit Ratio: 53.85%, Max Drawdown: 0.47%
(100, 1.9, 0.5, 3.1): Return: 2.18%, Hit Ratio: 53.85%, Max Drawdown: 0.47%
(100, 1.9, 0.4, 2.9): Return: 2.17%, Hit Ratio: 53.85%, Max Drawdown: 0.47%
(100, 1.9, 0.4, 3.0): Return: 2.17%, Hit Ratio: 53.85%, Max Drawdown: 0.47%
(100, 1.9, 0.4, 3.1): Return: 2.17%, Hit Ratio: 53.85%, Max Drawdown: 0.47%
(100, 1.9, 0.6, 2.9): Return: 2.15%, Hit Ratio: 53.85%, Max Drawdown: 0.47%
(100, 1.9, 0.6, 3.0): Return: 2.15%, Hit Ratio: 53.85%, Max Drawdown: 0.47%
(100, 1.9, 0.6, 3.1): Return: 2.15%, Hit Ratio: 53.85%, Max Drawdown: 0.47%
(110, 1.8, 0.5, 2.9): Return: 2.11%, Hit Ratio: 53.33%, Max Drawdown: 0.47%
(110, 1.8, 0.5, 3.0): Return: 2.11%, Hit Ratio: 53.33%, Max Drawdown: 0.47%
(110, 1.8, 0.5, 3.1): Return: 2.11%, Hit Ratio: 53.33%, Max Drawdown: 0.47%
(110, 1.8, 0.5, 3.2): Return: 2.11%, Hit Ratio: 53.33%, Max Drawdown: 0.47%
(105, 1.9, 0.5, 2.9): Return: 2.09%, Hit Ratio: 56.0%, Max Drawdown: 0.47%
(105, 1.9, 0.5, 3.0): Return: 2.09%, Hit Ratio: 56.0%, Max Drawdown: 0.47%
(105, 1.9, 0.5, 3.1): Return: 2.09%, Hit Ratio: 56.0%, Max Drawdown: 0.47%
(105, 1.9, 0.5, 3.2): Return: 2.09%, Hit Ratio: 56.0%, Max Drawdown: 0.47%
(105, 1.9, 0.5, 2.9): Return: 2.09%, Hit Ratio: 56.0%, Max Drawdown: 0.47%
(105, 1.9, 0.5, 3.0): Return: 2.09%, Hit Ratio: 56.0%, Max Drawdown: 0.47%
(105, 1.9, 0.5, 3.1): Return: 2.09%, Hit Ratio: 56.0%, Max Drawdown: 0.47%
(105, 1.9, 0.5, 3.2): Return: 2.09%, Hit Ratio: 56.0%, Max Drawdown: 0.47%
(90, 2.0, 0.5, 2.9): Return: 2.08%, Hit Ratio: 60.0%, Max Drawdown: 0.47%
(90, 2.0, 0.5, 3.0): Return: 2.08%, Hit Ratio: 60.0%, Max Drawdown: 0.47%
(90, 2.0, 0.6, 2.9): Return: 2.08%, Hit Ratio: 60.0%, Max Drawdown: 0.47%
(90, 2.0, 0.6, 3.0): Return: 2.08%, Hit Ratio: 60.0%, Max Drawdown: 0.47%
(105, 1.9, 0.4, 2.9): Return: 2.08%, Hit Ratio: 56.0%, Max Drawdown: 0.47%
(105, 1.9, 0.4, 3.0): Return: 2.08%, Hit Ratio: 56.0%, Max Drawdown: 0.47%
(105, 1.9, 0.4, 3.1): Return: 2.08%, Hit Ratio: 56.0%, Max Drawdown: 0.47%
(105, 1.9, 0.4, 3.2): Return: 2.08%, Hit Ratio: 56.0%, Max Drawdown: 0.47%
(100, 1.9, 0.7, 2.9): Return: 2.08%, Hit Ratio: 53.85%, Max Drawdown: 0.47%
(100, 1.9, 0.7, 3.0): Return: 2.08%, Hit Ratio: 53.85%, Max Drawdown: 0.47%
(100, 1.9, 0.7, 3.1): Return: 2.08%, Hit Ratio: 53.85%, Max Drawdown: 0.47%
(105, 1.9, 0.4, 2.9): Return: 2.08%, Hit Ratio: 56.0%, Max Drawdown: 0.47%
(105, 1.9, 0.4, 3.0): Return: 2.08%, Hit Ratio: 56.0%, Max Drawdown: 0.47%
(105, 1.9, 0.4, 3.1): Return: 2.08%, Hit Ratio: 56.0%, Max Drawdown: 0.47%
(105, 1.9, 0.4, 3.2): Return: 2.08%, Hit Ratio: 56.0%, Max Drawdown: 0.47%
(110, 1.8, 0.3, 2.9): Return: 2.08%, Hit Ratio: 53.33%, Max Drawdown: 0.47%
(110, 1.8, 0.3, 3.0): Return: 2.08%, Hit Ratio: 53.33%, Max Drawdown: 0.47%
(110, 1.8, 0.3, 3.1): Return: 2.08%, Hit Ratio: 53.33%, Max Drawdown: 0.47%
(110, 1.8, 0.3, 3.2): Return: 2.08%, Hit Ratio: 53.33%, Max Drawdown: 0.47%
(110, 1.8, 0.4, 2.9): Return: 2.08%, Hit Ratio: 53.33%, Max Drawdown: 0.47%
(110, 1.8, 0.4, 3.0): Return: 2.08%, Hit Ratio: 53.33%, Max Drawdown: 0.47%
(110, 1.8, 0.4, 3.1): Return: 2.08%, Hit Ratio: 53.33%, Max Drawdown: 0.47%
(110, 1.8, 0.4, 3.2): Return: 2.08%, Hit Ratio: 53.33%, Max Drawdown: 0.47%
(110, 1.9, 0.5, 2.9): Return: 2.07%, Hit Ratio: 54.17%, Max Drawdown: 0.47%
(110, 1.9, 0.5, 3.0): Return: 2.07%, Hit Ratio: 54.17%, Max Drawdown: 0.47%
(110, 1.9, 0.5, 3.1): Return: 2.07%, Hit Ratio: 54.17%, Max Drawdown: 0.47%
(110, 1.9, 0.5, 3.2): Return: 2.07%, Hit Ratio: 54.17%, Max Drawdown: 0.47%
(90, 1.9, 0.5, 2.9): Return: 2.06%, Hit Ratio: 60.0%, Max Drawdown: 0.47%
(90, 1.9, 0.5, 3.0): Return: 2.06%, Hit Ratio: 60.0%, Max Drawdown: 0.47%
(105, 1.9, 0.6, 2.9): Return: 2.06%, Hit Ratio: 56.0%, Max Drawdown: 0.47%
(105, 1.9, 0.6, 3.0): Return: 2.06%, Hit Ratio: 56.0%, Max Drawdown: 0.47%
(105, 1.9, 0.6, 3.1): Return: 2.06%, Hit Ratio: 56.0%, Max Drawdown: 0.47%
(105, 1.9, 0.6, 3.2): Return: 2.06%, Hit Ratio: 56.0%, Max Drawdown: 0.47%
(105, 1.9, 0.6, 2.9): Return: 2.06%, Hit Ratio: 56.0%, Max Drawdown: 0.47%
(105, 1.9, 0.6, 3.0): Return: 2.06%, Hit Ratio: 56.0%, Max Drawdown: 0.47%
(105, 1.9, 0.6, 3.1): Return: 2.06%, Hit Ratio: 56.0%, Max Drawdown: 0.47%
(105, 1.9, 0.6, 3.2): Return: 2.06%, Hit Ratio: 56.0%, Max Drawdown: 0.47%
(90, 2.0, 0.4, 2.9): Return: 2.05%, Hit Ratio: 60.0%, Max Drawdown: 0.47%
(90, 2.0, 0.4, 3.0): Return: 2.05%, Hit Ratio: 60.0%, Max Drawdown: 0.47%
(100, 2.0, 0.5, 2.9): Return: 2.04%, Hit Ratio: 54.55%, Max Drawdown: 0.47%
(100, 2.0, 0.5, 3.0): Return: 2.04%, Hit Ratio: 54.55%, Max Drawdown: 0.47%
(100, 2.0, 0.5, 3.1): Return: 2.04%, Hit Ratio: 54.55%, Max Drawdown: 0.47%
(100, 2.0, 0.6, 2.9): Return: 2.04%, Hit Ratio: 54.55%, Max Drawdown: 0.47%
(100, 2.0, 0.6, 3.0): Return: 2.04%, Hit Ratio: 54.55%, Max Drawdown: 0.47%
(100, 2.0, 0.6, 3.1): Return: 2.04%, Hit Ratio: 54.55%, Max Drawdown: 0.47%
(110, 1.9, 0.3, 2.9): Return: 2.04%, Hit Ratio: 54.17%, Max Drawdown: 0.47%
(110, 1.9, 0.3, 3.0): Return: 2.04%, Hit Ratio: 54.17%, Max Drawdown: 0.47%
(110, 1.9, 0.3, 3.1): Return: 2.04%, Hit Ratio: 54.17%, Max Drawdown: 0.47%
(110, 1.9, 0.3, 3.2): Return: 2.04%, Hit Ratio: 54.17%, Max Drawdown: 0.47%
(110, 1.9, 0.4, 2.9): Return: 2.04%, Hit Ratio: 54.17%, Max Drawdown: 0.47%
(110, 1.9, 0.4, 3.0): Return: 2.04%, Hit Ratio: 54.17%, Max Drawdown: 0.47%
