(Lookback, Entry, Exit, Stop-loss)
Best HPs: (100, 1, -0.5, 2.5), Return: 4.47%, Hit Ratio: 87.5%, Max Drawdown: 0.95%
(100, 1, -0.5, 2.5): Return: 4.47%, Hit Ratio: 87.5%, Max Drawdown: 0.95%
(100, 1, -0.5, 3): Return: 4.3%, Hit Ratio: 87.1%, Max Drawdown: 0.95%
(100, 1, -0.5, 3.5): Return: 4.3%, Hit Ratio: 87.1%, Max Drawdown: 0.95%
(100, 1, 0, 2.5): Return: 4.23%, Hit Ratio: 81.58%, Max Drawdown: 0.23%
(100, 1, 0, 3): Return: 4.1%, Hit Ratio: 81.08%, Max Drawdown: 0.23%
(100, 1, 0, 3.5): Return: 4.1%, Hit Ratio: 81.08%, Max Drawdown: 0.23%
(100, 1, 0.5, 2.5): Return: 4.02%, Hit Ratio: 73.33%, Max Drawdown: 0.23%
(100, 1, 0.5, 3): Return: 3.89%, Hit Ratio: 72.73%, Max Drawdown: 0.23%
(100, 1, 0.5, 3.5): Return: 3.89%, Hit Ratio: 72.73%, Max Drawdown: 0.23%
(30, 1, 0.5, 3): Return: 3.8%, Hit Ratio: 71.67%, Max Drawdown: 0.74%
(30, 1, 0.5, 3.5): Return: 3.79%, Hit Ratio: 71.19%, Max Drawdown: 0.74%
(30, 1, 0.5, 2.5): Return: 3.61%, Hit Ratio: 71.19%, Max Drawdown: 0.74%
(60, 1, 0.5, 2.5): Return: 2.78%, Hit Ratio: 69.49%, Max Drawdown: 0.29%
(60, 1, 0.5, 3): Return: 2.77%, Hit Ratio: 68.97%, Max Drawdown: 0.29%
(60, 1, 0.5, 3.5): Return: 2.77%, Hit Ratio: 68.97%, Max Drawdown: 0.29%
(30, 2, 0.5, 3): Return: 1.78%, Hit Ratio: 93.33%, Max Drawdown: 0.3%
(30, 2, 0.5, 3.5): Return: 1.77%, Hit Ratio: 92.86%, Max Drawdown: 0.3%
(30, 1.5, 0.5, 3): Return: 1.73%, Hit Ratio: 62.96%, Max Drawdown: 0.75%
(30, 1.5, 0.5, 3.5): Return: 1.71%, Hit Ratio: 61.54%, Max Drawdown: 0.75%
(30, 2, 0.5, 2.5): Return: 1.62%, Hit Ratio: 92.31%, Max Drawdown: 0.3%
(30, 1.5, 0.5, 2.5): Return: 1.54%, Hit Ratio: 61.54%, Max Drawdown: 0.75%
(100, 1.5, -0.5, 2.5): Return: 1.5%, Hit Ratio: 100.0%, Max Drawdown: 0.73%
(100, 1.5, -0.5, 3): Return: 1.33%, Hit Ratio: 100.0%, Max Drawdown: 0.73%
(100, 1.5, -0.5, 3.5): Return: 1.33%, Hit Ratio: 100.0%, Max Drawdown: 0.73%
(100, 1.5, 0, 2.5): Return: 1.21%, Hit Ratio: 93.75%, Max Drawdown: 0.24%
(100, 1.5, 0.5, 2.5): Return: 1.16%, Hit Ratio: 73.68%, Max Drawdown: 0.24%
