(Lookback, Entry, Exit, Stop-loss)
Best HPs: (30, 1.5, 0.4, 2.3), Return: 0.21%, Hit Ratio: 63.41%, Max Drawdown: 0.03%
(30, 1.5, 0.4, 2.3): Return: 0.21%, Hit Ratio: 63.41%, Max Drawdown: 0.03%
(30, 1.5, 0.4, 2.4): Return: 0.21%, Hit Ratio: 64.29%, Max Drawdown: 0.02%
(30, 1.5, 0.4, 2.5): Return: 0.21%, Hit Ratio: 64.44%, Max Drawdown: 0.02%
(30, 1.5, 0.4, 2.6): Return: 0.21%, Hit Ratio: 63.04%, Max Drawdown: 0.02%
(30, 1.5, 0.4, 2.7): Return: 0.21%, Hit Ratio: 61.7%, Max Drawdown: 0.02%
(30, 1.5, 0.5, 2.3): Return: 0.21%, Hit Ratio: 63.41%, Max Drawdown: 0.03%
(30, 1.5, 0.5, 2.4): Return: 0.21%, Hit Ratio: 64.29%, Max Drawdown: 0.02%
(30, 1.5, 0.5, 2.5): Return: 0.21%, Hit Ratio: 64.44%, Max Drawdown: 0.02%
(30, 1.5, 0.5, 2.6): Return: 0.21%, Hit Ratio: 63.04%, Max Drawdown: 0.02%
(30, 1.5, 0.5, 2.7): Return: 0.21%, Hit Ratio: 61.7%, Max Drawdown: 0.02%
(30, 1.5, 0.6, 2.4): Return: 0.21%, Hit Ratio: 59.52%, Max Drawdown: 0.02%
(30, 1.5, 0.6, 2.5): Return: 0.21%, Hit Ratio: 60.0%, Max Drawdown: 0.02%
(40, 1.3, 0.5, 2.3): Return: 0.21%, Hit Ratio: 54.72%, Max Drawdown: 0.03%
(40, 1.3, 0.6, 2.3): Return: 0.21%, Hit Ratio: 54.72%, Max Drawdown: 0.03%
(35, 1.5, 0.3, 2.4): Return: 0.2%, Hit Ratio: 60.47%, Max Drawdown: 0.03%
(35, 1.5, 0.3, 2.5): Return: 0.2%, Hit Ratio: 60.47%, Max Drawdown: 0.03%
(35, 1.5, 0.5, 2.3): Return: 0.2%, Hit Ratio: 60.47%, Max Drawdown: 0.02%
(35, 1.5, 0.5, 2.4): Return: 0.2%, Hit Ratio: 60.47%, Max Drawdown: 0.02%
(35, 1.5, 0.5, 2.5): Return: 0.2%, Hit Ratio: 60.47%, Max Drawdown: 0.02%
(35, 1.5, 0.5, 2.6): Return: 0.2%, Hit Ratio: 58.7%, Max Drawdown: 0.02%
(35, 1.5, 0.5, 2.7): Return: 0.2%, Hit Ratio: 59.18%, Max Drawdown: 0.02%
(35, 1.5, 0.6, 2.4): Return: 0.2%, Hit Ratio: 58.14%, Max Drawdown: 0.02%
(35, 1.5, 0.6, 2.5): Return: 0.2%, Hit Ratio: 58.14%, Max Drawdown: 0.02%
(35, 1.5, 0.6, 2.6): Return: 0.2%, Hit Ratio: 56.52%, Max Drawdown: 0.02%
(30, 1.4, 0.5, 2.4): Return: 0.2%, Hit Ratio: 58.33%, Max Drawdown: 0.03%
(30, 1.4, 0.5, 2.5): Return: 0.2%, Hit Ratio: 58.82%, Max Drawdown: 0.02%
(30, 1.5, 0.6, 2.3): Return: 0.2%, Hit Ratio: 58.54%, Max Drawdown: 0.03%
(30, 1.5, 0.6, 2.6): Return: 0.2%, Hit Ratio: 58.7%, Max Drawdown: 0.02%
(30, 1.5, 0.6, 2.7): Return: 0.2%, Hit Ratio: 57.45%, Max Drawdown: 0.02%
(30, 1.5, 0.7, 2.3): Return: 0.2%, Hit Ratio: 58.54%, Max Drawdown: 0.03%
(30, 1.5, 0.7, 2.4): Return: 0.2%, Hit Ratio: 59.52%, Max Drawdown: 0.02%
(30, 1.5, 0.7, 2.5): Return: 0.2%, Hit Ratio: 60.0%, Max Drawdown: 0.02%
(30, 1.5, 0.7, 2.6): Return: 0.2%, Hit Ratio: 58.7%, Max Drawdown: 0.02%
(30, 1.5, 0.7, 2.7): Return: 0.2%, Hit Ratio: 57.45%, Max Drawdown: 0.02%
(35, 1.5, 0.3, 2.4): Return: 0.2%, Hit Ratio: 60.47%, Max Drawdown: 0.03%
(35, 1.5, 0.3, 2.5): Return: 0.2%, Hit Ratio: 60.47%, Max Drawdown: 0.03%
(35, 1.5, 0.5, 2.3): Return: 0.2%, Hit Ratio: 60.47%, Max Drawdown: 0.02%
(35, 1.5, 0.5, 2.4): Return: 0.2%, Hit Ratio: 60.47%, Max Drawdown: 0.02%
(35, 1.5, 0.5, 2.5): Return: 0.2%, Hit Ratio: 60.47%, Max Drawdown: 0.02%
(35, 1.5, 0.5, 2.6): Return: 0.2%, Hit Ratio: 58.7%, Max Drawdown: 0.02%
(35, 1.5, 0.5, 2.7): Return: 0.2%, Hit Ratio: 59.18%, Max Drawdown: 0.02%
