(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(30, 1, 1.5, -0.5, -0.5, 2.5, 3.5): Return: 0.28%, Hit Ratio: 81.25%, Max Drawdown: 0.05%
(30, 1, 1.5, -0.5, -0.5, 3, 2.5): Return: 0.33%, Hit Ratio: 79.59%, Max Drawdown: 0.05%
(30, 1, 1.5, -0.5, -0.5, 3, 3): Return: 0.27%, Hit Ratio: 79.17%, Max Drawdown: 0.05%
(30, 1, 1.5, -0.5, -0.5, 3, 3.5): Return: 0.28%, Hit Ratio: 85.11%, Max Drawdown: 0.05%
(30, 1, 1.5, -0.5, -0.5, 3.5, 2.5): Return: 0.33%, Hit Ratio: 79.59%, Max Drawdown: 0.05%
(30, 1, 1.5, -0.5, -0.5, 3.5, 3): Return: 0.27%, Hit Ratio: 79.17%, Max Drawdown: 0.05%
(30, 1, 1.5, -0.5, -0.5, 3.5, 3.5): Return: 0.28%, Hit Ratio: 85.11%, Max Drawdown: 0.05%
(30, 1, 1.5, -0.5, 0, 2.5, 2.5): Return: 0.32%, Hit Ratio: 73.58%, Max Drawdown: 0.04%
(30, 1, 1.5, -0.5, 0, 2.5, 3): Return: 0.27%, Hit Ratio: 73.58%, Max Drawdown: 0.04%
(30, 1, 1.5, -0.5, 0, 2.5, 3.5): Return: 0.27%, Hit Ratio: 77.36%, Max Drawdown: 0.04%
(30, 1, 1.5, -0.5, 0, 3, 2.5): Return: 0.32%, Hit Ratio: 75.0%, Max Drawdown: 0.04%
(30, 1, 1.5, -0.5, 0, 3, 3): Return: 0.26%, Hit Ratio: 75.0%, Max Drawdown: 0.04%
(30, 1, 1.5, -0.5, 0, 3, 3.5): Return: 0.27%, Hit Ratio: 80.77%, Max Drawdown: 0.04%
(30, 1, 1.5, -0.5, 0, 3.5, 2.5): Return: 0.32%, Hit Ratio: 75.0%, Max Drawdown: 0.04%
(30, 1, 1.5, -0.5, 0, 3.5, 3): Return: 0.26%, Hit Ratio: 75.0%, Max Drawdown: 0.04%
(30, 1, 1.5, -0.5, 0, 3.5, 3.5): Return: 0.27%, Hit Ratio: 80.77%, Max Drawdown: 0.04%
(30, 1, 1.5, -0.5, 0.5, 2.5, 2.5): Return: 0.05%, Hit Ratio: 63.33%, Max Drawdown: 0.2%
(30, 1, 1.5, -0.5, 0.5, 2.5, 3): Return: 0.12%, Hit Ratio: 63.33%, Max Drawdown: 0.08%
(30, 1, 1.5, -0.5, 0.5, 2.5, 3.5): Return: 0.13%, Hit Ratio: 66.67%, Max Drawdown: 0.08%
(30, 1, 1.5, -0.5, 0.5, 3, 2.5): Return: 0.05%, Hit Ratio: 64.41%, Max Drawdown: 0.2%
(30, 1, 1.5, -0.5, 0.5, 3, 3): Return: 0.12%, Hit Ratio: 64.41%, Max Drawdown: 0.08%
(30, 1, 1.5, -0.5, 0.5, 3, 3.5): Return: 0.13%, Hit Ratio: 69.49%, Max Drawdown: 0.08%
(30, 1, 1.5, -0.5, 0.5, 3.5, 2.5): Return: 0.05%, Hit Ratio: 64.41%, Max Drawdown: 0.2%
(30, 1, 1.5, -0.5, 0.5, 3.5, 3): Return: 0.12%, Hit Ratio: 64.41%, Max Drawdown: 0.08%
(30, 1, 1.5, -0.5, 0.5, 3.5, 3.5): Return: 0.13%, Hit Ratio: 69.49%, Max Drawdown: 0.08%
(30, 1, 1.5, 0, -0.5, 2.5, 2.5): Return: 0.37%, Hit Ratio: 81.13%, Max Drawdown: 0.05%
(30, 1, 1.5, 0, -0.5, 2.5, 3): Return: 0.32%, Hit Ratio: 78.85%, Max Drawdown: 0.05%
(30, 1, 1.5, 0, -0.5, 2.5, 3.5): Return: 0.32%, Hit Ratio: 82.35%, Max Drawdown: 0.05%
(30, 1, 1.5, 0, -0.5, 3, 2.5): Return: 0.37%, Hit Ratio: 82.69%, Max Drawdown: 0.05%
(30, 1, 1.5, 0, -0.5, 3, 3): Return: 0.32%, Hit Ratio: 80.39%, Max Drawdown: 0.05%
(30, 1, 1.5, 0, -0.5, 3, 3.5): Return: 0.32%, Hit Ratio: 86.0%, Max Drawdown: 0.05%
(30, 1, 1.5, 0, -0.5, 3.5, 2.5): Return: 0.37%, Hit Ratio: 82.69%, Max Drawdown: 0.05%
(30, 1, 1.5, 0, -0.5, 3.5, 3): Return: 0.32%, Hit Ratio: 80.39%, Max Drawdown: 0.05%
(30, 1, 1.5, 0, -0.5, 3.5, 3.5): Return: 0.32%, Hit Ratio: 86.0%, Max Drawdown: 0.05%
(30, 1, 1.5, 0, 0, 2.5, 2.5): Return: 0.35%, Hit Ratio: 76.36%, Max Drawdown: 0.04%
(30, 1, 1.5, 0, 0, 2.5, 3): Return: 0.3%, Hit Ratio: 76.36%, Max Drawdown: 0.04%
(30, 1, 1.5, 0, 0, 2.5, 3.5): Return: 0.31%, Hit Ratio: 80.0%, Max Drawdown: 0.04%
(30, 1, 1.5, 0, 0, 3, 2.5): Return: 0.35%, Hit Ratio: 77.78%, Max Drawdown: 0.04%
(30, 1, 1.5, 0, 0, 3, 3): Return: 0.3%, Hit Ratio: 77.78%, Max Drawdown: 0.04%
(30, 1, 1.5, 0, 0, 3, 3.5): Return: 0.31%, Hit Ratio: 83.33%, Max Drawdown: 0.04%
(30, 1, 1.5, 0, 0, 3.5, 2.5): Return: 0.35%, Hit Ratio: 77.78%, Max Drawdown: 0.04%
(30, 1, 1.5, 0, 0, 3.5, 3): Return: 0.3%, Hit Ratio: 77.78%, Max Drawdown: 0.04%
(30, 1, 1.5, 0, 0, 3.5, 3.5): Return: 0.31%, Hit Ratio: 83.33%, Max Drawdown: 0.04%
(30, 1, 1.5, 0, 0.5, 2.5, 2.5): Return: 0.08%, Hit Ratio: 67.74%, Max Drawdown: 0.2%
(30, 1, 1.5, 0, 0.5, 2.5, 3): Return: 0.15%, Hit Ratio: 67.74%, Max Drawdown: 0.08%
(30, 1, 1.5, 0, 0.5, 2.5, 3.5): Return: 0.16%, Hit Ratio: 70.97%, Max Drawdown: 0.08%
(30, 1, 1.5, 0, 0.5, 3, 2.5): Return: 0.08%, Hit Ratio: 68.85%, Max Drawdown: 0.2%
(30, 1, 1.5, 0, 0.5, 3, 3): Return: 0.15%, Hit Ratio: 68.85%, Max Drawdown: 0.08%
(30, 1, 1.5, 0, 0.5, 3, 3.5): Return: 0.16%, Hit Ratio: 73.77%, Max Drawdown: 0.08%
