(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(30, 1, 1.5, 0.5, 0.5, 2.5, 3): Return: 2.71%, Hit Ratio: 73.24%, Max Drawdown: 0.19%
(30, 1, 1.5, 0.5, 0.5, 2.5, 3.5): Return: 2.79%, Hit Ratio: 74.65%, Max Drawdown: 0.08%
(30, 1, 1.5, 0.5, 0.5, 3, 2.5): Return: 2.71%, Hit Ratio: 72.46%, Max Drawdown: 0.19%
(30, 1, 1.5, 0.5, 0.5, 3, 3): Return: 2.71%, Hit Ratio: 74.29%, Max Drawdown: 0.19%
(30, 1, 1.5, 0.5, 0.5, 3, 3.5): Return: 2.79%, Hit Ratio: 77.14%, Max Drawdown: 0.08%
(30, 1, 1.5, 0.5, 0.5, 3.5, 2.5): Return: 2.71%, Hit Ratio: 72.46%, Max Drawdown: 0.19%
(30, 1, 1.5, 0.5, 0.5, 3.5, 3): Return: 2.71%, Hit Ratio: 74.29%, Max Drawdown: 0.19%
(30, 1, 1.5, 0.5, 0.5, 3.5, 3.5): Return: 2.79%, Hit Ratio: 77.14%, Max Drawdown: 0.08%
(30, 1, 2, -0.5, -0.5, 2.5, 2.5): Return: -3.15%, Hit Ratio: 76.6%, Max Drawdown: 5.27%
(30, 1, 2, -0.5, -0.5, 2.5, 3): Return: -3.15%, Hit Ratio: 76.6%, Max Drawdown: 5.27%
(30, 1, 2, -0.5, -0.5, 2.5, 3.5): Return: -3.21%, Hit Ratio: 76.09%, Max Drawdown: 5.27%
(30, 1, 2, -0.5, -0.5, 3, 2.5): Return: -3.15%, Hit Ratio: 76.6%, Max Drawdown: 5.27%
(30, 1, 2, -0.5, -0.5, 3, 3): Return: -3.15%, Hit Ratio: 76.6%, Max Drawdown: 5.27%
(30, 1, 2, -0.5, -0.5, 3, 3.5): Return: -3.21%, Hit Ratio: 78.26%, Max Drawdown: 5.27%
(30, 1, 2, -0.5, -0.5, 3.5, 2.5): Return: -3.15%, Hit Ratio: 76.6%, Max Drawdown: 5.27%
(30, 1, 2, -0.5, -0.5, 3.5, 3): Return: -3.15%, Hit Ratio: 76.6%, Max Drawdown: 5.27%
(30, 1, 2, -0.5, -0.5, 3.5, 3.5): Return: -3.21%, Hit Ratio: 78.26%, Max Drawdown: 5.27%
(30, 1, 2, -0.5, 0, 2.5, 2.5): Return: 2.21%, Hit Ratio: 73.47%, Max Drawdown: 0.06%
(30, 1, 2, -0.5, 0, 2.5, 3): Return: 2.21%, Hit Ratio: 74.0%, Max Drawdown: 0.06%
(30, 1, 2, -0.5, 0, 2.5, 3.5): Return: 2.15%, Hit Ratio: 74.0%, Max Drawdown: 0.06%
(30, 1, 2, -0.5, 0, 3, 2.5): Return: 2.21%, Hit Ratio: 73.47%, Max Drawdown: 0.06%
(30, 1, 2, -0.5, 0, 3, 3): Return: 2.21%, Hit Ratio: 74.0%, Max Drawdown: 0.06%
(30, 1, 2, -0.5, 0, 3, 3.5): Return: 2.15%, Hit Ratio: 76.0%, Max Drawdown: 0.06%
(30, 1, 2, -0.5, 0, 3.5, 2.5): Return: 2.21%, Hit Ratio: 73.47%, Max Drawdown: 0.06%
(30, 1, 2, -0.5, 0, 3.5, 3): Return: 2.21%, Hit Ratio: 74.0%, Max Drawdown: 0.06%
(30, 1, 2, -0.5, 0, 3.5, 3.5): Return: 2.15%, Hit Ratio: 76.0%, Max Drawdown: 0.06%
(30, 1, 2, -0.5, 0.5, 2.5, 2.5): Return: -1.27%, Hit Ratio: 64.81%, Max Drawdown: 1.74%
(30, 1, 2, -0.5, 0.5, 2.5, 3): Return: -1.27%, Hit Ratio: 65.45%, Max Drawdown: 1.74%
(30, 1, 2, -0.5, 0.5, 2.5, 3.5): Return: -1.2%, Hit Ratio: 67.27%, Max Drawdown: 1.66%
(30, 1, 2, -0.5, 0.5, 3, 2.5): Return: -1.27%, Hit Ratio: 64.81%, Max Drawdown: 1.74%
(30, 1, 2, -0.5, 0.5, 3, 3): Return: -1.27%, Hit Ratio: 65.45%, Max Drawdown: 1.74%
(30, 1, 2, -0.5, 0.5, 3, 3.5): Return: -1.2%, Hit Ratio: 69.09%, Max Drawdown: 1.66%
(30, 1, 2, -0.5, 0.5, 3.5, 2.5): Return: -1.27%, Hit Ratio: 64.81%, Max Drawdown: 1.74%
(30, 1, 2, -0.5, 0.5, 3.5, 3): Return: -1.27%, Hit Ratio: 65.45%, Max Drawdown: 1.74%
(30, 1, 2, -0.5, 0.5, 3.5, 3.5): Return: -1.2%, Hit Ratio: 69.09%, Max Drawdown: 1.66%
(30, 1, 2, 0, -0.5, 2.5, 2.5): Return: 2.96%, Hit Ratio: 81.63%, Max Drawdown: 0.04%
(30, 1, 2, 0, -0.5, 2.5, 3): Return: 2.96%, Hit Ratio: 83.67%, Max Drawdown: 0.04%
(30, 1, 2, 0, -0.5, 2.5, 3.5): Return: 2.9%, Hit Ratio: 85.42%, Max Drawdown: 0.04%
(30, 1, 2, 0, -0.5, 3, 2.5): Return: 2.96%, Hit Ratio: 81.63%, Max Drawdown: 0.04%
(30, 1, 2, 0, -0.5, 3, 3): Return: 2.96%, Hit Ratio: 83.67%, Max Drawdown: 0.04%
(30, 1, 2, 0, -0.5, 3, 3.5): Return: 2.9%, Hit Ratio: 87.5%, Max Drawdown: 0.04%
(30, 1, 2, 0, -0.5, 3.5, 2.5): Return: 2.96%, Hit Ratio: 81.63%, Max Drawdown: 0.04%
(30, 1, 2, 0, -0.5, 3.5, 3): Return: 2.96%, Hit Ratio: 83.67%, Max Drawdown: 0.04%
(30, 1, 2, 0, -0.5, 3.5, 3.5): Return: 2.9%, Hit Ratio: 87.5%, Max Drawdown: 0.04%
(30, 1, 2, 0, 0, 2.5, 2.5): Return: 2.9%, Hit Ratio: 78.43%, Max Drawdown: 0.06%
(30, 1, 2, 0, 0, 2.5, 3): Return: 2.9%, Hit Ratio: 78.85%, Max Drawdown: 0.06%
