(Lookback, Entry, Exit, Stop-loss)
Best HPs: (30, 1.5, -0.5, 3.5), Return: 0.13%, Hit Ratio: 59.57%, Max Drawdown: 0.1%
(30, 1.5, -0.5, 3.5): Return: 0.13%, Hit Ratio: 59.57%, Max Drawdown: 0.1%
(30, 1, 0.5, 3.5): Return: 0.12%, Hit Ratio: 47.67%, Max Drawdown: 0.13%
(30, 1.5, -0.5, 2.5): Return: 0.12%, Hit Ratio: 57.78%, Max Drawdown: 0.09%
(30, 1.5, 0, 3.5): Return: 0.12%, Hit Ratio: 56.0%, Max Drawdown: 0.07%
(30, 1.5, 0.5, 3.5): Return: 0.11%, Hit Ratio: 52.94%, Max Drawdown: 0.09%
(60, 1, -0.5, 3.5): Return: 0.11%, Hit Ratio: 52.0%, Max Drawdown: 0.15%
(100, 1.5, -0.5, 3.5): Return: 0.1%, Hit Ratio: 57.14%, Max Drawdown: 0.09%
(30, 1, 0.5, 2.5): Return: 0.09%, Hit Ratio: 48.81%, Max Drawdown: 0.14%
(30, 1.5, 0.5, 2.5): Return: 0.09%, Hit Ratio: 52.17%, Max Drawdown: 0.09%
(60, 1.5, -0.5, 3.5): Return: 0.09%, Hit Ratio: 54.29%, Max Drawdown: 0.09%
(60, 1.5, 0, 3.5): Return: 0.09%, Hit Ratio: 55.26%, Max Drawdown: 0.08%
(100, 2, -0.5, 3.5): Return: 0.09%, Hit Ratio: 68.75%, Max Drawdown: 0.02%
(30, 1, 0, 3.5): Return: 0.08%, Hit Ratio: 50.0%, Max Drawdown: 0.14%
(30, 1.5, 0, 2.5): Return: 0.08%, Hit Ratio: 56.52%, Max Drawdown: 0.08%
(60, 1, -0.5, 2.5): Return: 0.08%, Hit Ratio: 51.35%, Max Drawdown: 0.15%
(100, 2, 0.5, 3.5): Return: 0.08%, Hit Ratio: 62.5%, Max Drawdown: 0.02%
(30, 1.5, -0.5, 3): Return: 0.07%, Hit Ratio: 57.45%, Max Drawdown: 0.11%
(60, 1.5, -0.5, 2.5): Return: 0.07%, Hit Ratio: 54.84%, Max Drawdown: 0.1%
(60, 1.5, 0.5, 2.5): Return: 0.07%, Hit Ratio: 52.78%, Max Drawdown: 0.08%
(60, 1.5, 0.5, 3.5): Return: 0.07%, Hit Ratio: 53.66%, Max Drawdown: 0.1%
(100, 1, -0.5, 3.5): Return: 0.07%, Hit Ratio: 52.94%, Max Drawdown: 0.15%
(100, 1.5, 0, 3.5): Return: 0.07%, Hit Ratio: 52.78%, Max Drawdown: 0.07%
(100, 2, 0, 3.5): Return: 0.07%, Hit Ratio: 62.5%, Max Drawdown: 0.02%
(30, 1, 0.5, 3): Return: 0.06%, Hit Ratio: 45.88%, Max Drawdown: 0.15%
(30, 1.5, 0, 3): Return: 0.06%, Hit Ratio: 54.0%, Max Drawdown: 0.08%
(30, 1.5, 0.5, 3): Return: 0.06%, Hit Ratio: 50.0%, Max Drawdown: 0.09%
(60, 1, -0.5, 3): Return: 0.06%, Hit Ratio: 50.0%, Max Drawdown: 0.15%
(60, 1.5, 0, 2.5): Return: 0.06%, Hit Ratio: 55.88%, Max Drawdown: 0.08%
(100, 1.5, -0.5, 3): Return: 0.06%, Hit Ratio: 55.88%, Max Drawdown: 0.09%
(30, 1, 0, 2.5): Return: 0.05%, Hit Ratio: 50.6%, Max Drawdown: 0.15%
(30, 2, 0, 3.5): Return: 0.05%, Hit Ratio: 52.94%, Max Drawdown: 0.04%
(100, 2, -0.5, 3): Return: 0.05%, Hit Ratio: 64.29%, Max Drawdown: 0.02%
(100, 2, 0.5, 3): Return: 0.05%, Hit Ratio: 57.14%, Max Drawdown: 0.02%
(30, 1, -0.5, 3.5): Return: 0.04%, Hit Ratio: 52.0%, Max Drawdown: 0.15%
(60, 1, 0, 3.5): Return: 0.04%, Hit Ratio: 47.67%, Max Drawdown: 0.2%
(60, 1.5, -0.5, 3): Return: 0.04%, Hit Ratio: 52.94%, Max Drawdown: 0.1%
(60, 1.5, 0, 3): Return: 0.04%, Hit Ratio: 54.05%, Max Drawdown: 0.09%
(100, 1.5, -0.5, 2.5): Return: 0.04%, Hit Ratio: 54.84%, Max Drawdown: 0.1%
(100, 1.5, 0.5, 3.5): Return: 0.04%, Hit Ratio: 51.28%, Max Drawdown: 0.08%
(100, 2, -0.5, 2.5): Return: 0.04%, Hit Ratio: 66.67%, Max Drawdown: 0.02%
(100, 2, 0, 3): Return: 0.04%, Hit Ratio: 57.14%, Max Drawdown: 0.02%
(30, 2, 0.5, 3.5): Return: 0.03%, Hit Ratio: 58.82%, Max Drawdown: 0.04%
(60, 1, 0.5, 3.5): Return: 0.03%, Hit Ratio: 51.06%, Max Drawdown: 0.2%
