(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
Best HPs: (100, 1, 1, -0.5, -0.5, 3.5, 2.5), Return: 0.09%, Hit Ratio: 55.91%, Max Drawdown: 0.06%
(100, 1, 1, -0.5, -0.5, 3.5, 2.5): Return: 0.09%, Hit Ratio: 55.91%, Max Drawdown: 0.06%
(100, 1, 1, -0.5, -0.5, 3.5, 3): Return: 0.09%, Hit Ratio: 55.91%, Max Drawdown: 0.06%
(100, 1, 1, -0.5, -0.5, 3.5, 3.5): Return: 0.09%, Hit Ratio: 55.91%, Max Drawdown: 0.06%
(60, 1, 1, -0.5, -0.5, 3, 2.5): Return: 0.08%, Hit Ratio: 53.03%, Max Drawdown: 0.06%
(60, 1, 1, -0.5, -0.5, 3, 3): Return: 0.08%, Hit Ratio: 53.03%, Max Drawdown: 0.06%
(60, 1, 1, -0.5, -0.5, 3, 3.5): Return: 0.08%, Hit Ratio: 53.03%, Max Drawdown: 0.06%
(60, 1, 1, -0.5, -0.5, 3.5, 2.5): Return: 0.08%, Hit Ratio: 53.38%, Max Drawdown: 0.05%
(60, 1, 1, -0.5, -0.5, 3.5, 3): Return: 0.08%, Hit Ratio: 53.38%, Max Drawdown: 0.05%
(60, 1, 1, -0.5, -0.5, 3.5, 3.5): Return: 0.08%, Hit Ratio: 53.38%, Max Drawdown: 0.05%
(60, 1, 1, -0.5, 0, 3.5, 2.5): Return: 0.08%, Hit Ratio: 52.41%, Max Drawdown: 0.05%
(60, 1, 1, -0.5, 0, 3.5, 3): Return: 0.08%, Hit Ratio: 52.41%, Max Drawdown: 0.05%
(60, 1, 1, -0.5, 0, 3.5, 3.5): Return: 0.08%, Hit Ratio: 52.41%, Max Drawdown: 0.05%
(100, 1, 1, -0.5, -0.5, 3, 2.5): Return: 0.08%, Hit Ratio: 55.12%, Max Drawdown: 0.06%
(100, 1, 1, -0.5, -0.5, 3, 3): Return: 0.08%, Hit Ratio: 55.12%, Max Drawdown: 0.06%
(100, 1, 1, -0.5, -0.5, 3, 3.5): Return: 0.08%, Hit Ratio: 55.12%, Max Drawdown: 0.06%
(60, 1, 1, -0.5, -0.5, 2.5, 2.5): Return: 0.07%, Hit Ratio: 53.44%, Max Drawdown: 0.06%
(60, 1, 1, -0.5, -0.5, 2.5, 3): Return: 0.07%, Hit Ratio: 53.44%, Max Drawdown: 0.06%
(60, 1, 1, -0.5, -0.5, 2.5, 3.5): Return: 0.07%, Hit Ratio: 53.44%, Max Drawdown: 0.06%
(60, 1, 1, -0.5, 0, 2.5, 2.5): Return: 0.07%, Hit Ratio: 51.75%, Max Drawdown: 0.06%
(60, 1, 1, -0.5, 0, 2.5, 3): Return: 0.07%, Hit Ratio: 51.75%, Max Drawdown: 0.06%
(60, 1, 1, -0.5, 0, 2.5, 3.5): Return: 0.07%, Hit Ratio: 51.75%, Max Drawdown: 0.06%
(60, 1, 1, -0.5, 0, 3, 2.5): Return: 0.07%, Hit Ratio: 52.08%, Max Drawdown: 0.06%
(60, 1, 1, -0.5, 0, 3, 3): Return: 0.07%, Hit Ratio: 52.08%, Max Drawdown: 0.06%
(60, 1, 1, -0.5, 0, 3, 3.5): Return: 0.07%, Hit Ratio: 52.08%, Max Drawdown: 0.06%
(60, 1, 1.5, -0.5, -0.5, 3, 2.5): Return: 0.07%, Hit Ratio: 51.54%, Max Drawdown: 0.06%
(60, 1, 1.5, -0.5, -0.5, 3, 3): Return: 0.07%, Hit Ratio: 51.54%, Max Drawdown: 0.06%
(60, 1, 1.5, -0.5, -0.5, 3, 3.5): Return: 0.07%, Hit Ratio: 51.54%, Max Drawdown: 0.06%
(60, 1, 1.5, -0.5, -0.5, 3.5, 2.5): Return: 0.07%, Hit Ratio: 51.91%, Max Drawdown: 0.05%
(60, 1, 1.5, -0.5, -0.5, 3.5, 3): Return: 0.07%, Hit Ratio: 51.91%, Max Drawdown: 0.05%
(60, 1, 1.5, -0.5, -0.5, 3.5, 3.5): Return: 0.07%, Hit Ratio: 51.91%, Max Drawdown: 0.05%
(60, 1, 1.5, -0.5, 0, 3.5, 2.5): Return: 0.07%, Hit Ratio: 51.43%, Max Drawdown: 0.04%
(60, 1, 1.5, -0.5, 0, 3.5, 3): Return: 0.07%, Hit Ratio: 51.43%, Max Drawdown: 0.04%
(60, 1, 1.5, -0.5, 0, 3.5, 3.5): Return: 0.07%, Hit Ratio: 51.43%, Max Drawdown: 0.04%
(100, 1, 1, -0.5, -0.5, 2.5, 2.5): Return: 0.07%, Hit Ratio: 54.76%, Max Drawdown: 0.06%
(100, 1, 1, -0.5, -0.5, 2.5, 3): Return: 0.07%, Hit Ratio: 54.76%, Max Drawdown: 0.06%
(100, 1, 1, -0.5, -0.5, 2.5, 3.5): Return: 0.07%, Hit Ratio: 54.76%, Max Drawdown: 0.06%
(100, 1, 1, -0.5, 0, 3, 2.5): Return: 0.07%, Hit Ratio: 51.77%, Max Drawdown: 0.05%
(100, 1, 1, -0.5, 0, 3, 3): Return: 0.07%, Hit Ratio: 51.77%, Max Drawdown: 0.05%
(100, 1, 1, -0.5, 0, 3, 3.5): Return: 0.07%, Hit Ratio: 51.77%, Max Drawdown: 0.05%
(100, 1, 1, -0.5, 0, 3.5, 2.5): Return: 0.07%, Hit Ratio: 52.48%, Max Drawdown: 0.05%
(100, 1, 1, -0.5, 0, 3.5, 3): Return: 0.07%, Hit Ratio: 52.48%, Max Drawdown: 0.05%
(100, 1, 1, -0.5, 0, 3.5, 3.5): Return: 0.07%, Hit Ratio: 52.48%, Max Drawdown: 0.05%
(30, 2, 1.5, -0.5, -0.5, 3.5, 2.5): Return: 0.06%, Hit Ratio: 67.92%, Max Drawdown: 0.03%
(30, 2, 1.5, -0.5, -0.5, 3.5, 3): Return: 0.06%, Hit Ratio: 67.92%, Max Drawdown: 0.03%
(30, 2, 1.5, -0.5, -0.5, 3.5, 3.5): Return: 0.06%, Hit Ratio: 67.92%, Max Drawdown: 0.03%
(60, 1, 1.5, -0.5, -0.5, 2.5, 2.5): Return: 0.06%, Hit Ratio: 52.34%, Max Drawdown: 0.06%
(60, 1, 1.5, -0.5, -0.5, 2.5, 3): Return: 0.06%, Hit Ratio: 52.34%, Max Drawdown: 0.06%
(60, 1, 1.5, -0.5, -0.5, 2.5, 3.5): Return: 0.06%, Hit Ratio: 52.34%, Max Drawdown: 0.06%
(60, 1, 1.5, -0.5, 0, 3, 2.5): Return: 0.06%, Hit Ratio: 51.08%, Max Drawdown: 0.05%
(60, 1, 1.5, -0.5, 0, 3, 3): Return: 0.06%, Hit Ratio: 51.08%, Max Drawdown: 0.05%
(60, 1, 1.5, -0.5, 0, 3, 3.5): Return: 0.06%, Hit Ratio: 51.08%, Max Drawdown: 0.05%
(30, 2, 1.5, -0.5, -0.5, 3, 2.5): Return: 0.05%, Hit Ratio: 67.31%, Max Drawdown: 0.03%
(30, 2, 1.5, -0.5, -0.5, 3, 3): Return: 0.05%, Hit Ratio: 67.31%, Max Drawdown: 0.03%
(30, 2, 1.5, -0.5, -0.5, 3, 3.5): Return: 0.05%, Hit Ratio: 67.31%, Max Drawdown: 0.03%
(60, 1, 1.5, -0.5, 0, 2.5, 2.5): Return: 0.05%, Hit Ratio: 51.45%, Max Drawdown: 0.05%
(60, 1, 1.5, -0.5, 0, 2.5, 3): Return: 0.05%, Hit Ratio: 51.45%, Max Drawdown: 0.05%
(60, 1, 1.5, -0.5, 0, 2.5, 3.5): Return: 0.05%, Hit Ratio: 51.45%, Max Drawdown: 0.05%
(60, 1, 2, -0.5, -0.5, 2.5, 2.5): Return: 0.05%, Hit Ratio: 50.81%, Max Drawdown: 0.06%
(60, 1, 2, -0.5, -0.5, 2.5, 3): Return: 0.05%, Hit Ratio: 50.81%, Max Drawdown: 0.06%
(60, 1, 2, -0.5, -0.5, 2.5, 3.5): Return: 0.05%, Hit Ratio: 50.81%, Max Drawdown: 0.06%
(60, 2, 1, -0.5, -0.5, 3, 2.5): Return: 0.05%, Hit Ratio: 62.26%, Max Drawdown: 0.04%
(60, 2, 1, -0.5, -0.5, 3, 3): Return: 0.05%, Hit Ratio: 62.26%, Max Drawdown: 0.04%
(60, 2, 1, -0.5, -0.5, 3, 3.5): Return: 0.05%, Hit Ratio: 62.26%, Max Drawdown: 0.04%
(60, 2, 1, -0.5, -0.5, 3.5, 2.5): Return: 0.05%, Hit Ratio: 62.96%, Max Drawdown: 0.04%
(60, 2, 1, -0.5, -0.5, 3.5, 3): Return: 0.05%, Hit Ratio: 62.96%, Max Drawdown: 0.04%
(60, 2, 1, -0.5, -0.5, 3.5, 3.5): Return: 0.05%, Hit Ratio: 62.96%, Max Drawdown: 0.04%
(100, 1, 1, -0.5, 0, 2.5, 2.5): Return: 0.05%, Hit Ratio: 52.52%, Max Drawdown: 0.05%
(100, 1, 1, -0.5, 0, 2.5, 3): Return: 0.05%, Hit Ratio: 52.52%, Max Drawdown: 0.05%
(100, 1, 1, -0.5, 0, 2.5, 3.5): Return: 0.05%, Hit Ratio: 52.52%, Max Drawdown: 0.05%
(30, 2, 1, -0.5, -0.5, 3.5, 2.5): Return: 0.04%, Hit Ratio: 60.32%, Max Drawdown: 0.04%
(30, 2, 1, -0.5, -0.5, 3.5, 3): Return: 0.04%, Hit Ratio: 60.32%, Max Drawdown: 0.04%
(30, 2, 1, -0.5, -0.5, 3.5, 3.5): Return: 0.04%, Hit Ratio: 60.32%, Max Drawdown: 0.04%
(30, 2, 1.5, -0.5, 0, 3, 2.5): Return: 0.04%, Hit Ratio: 64.81%, Max Drawdown: 0.03%
(30, 2, 1.5, -0.5, 0, 3, 3): Return: 0.04%, Hit Ratio: 64.81%, Max Drawdown: 0.03%
(30, 2, 1.5, -0.5, 0, 3, 3.5): Return: 0.04%, Hit Ratio: 64.81%, Max Drawdown: 0.03%
(60, 1, 2, -0.5, 0, 2.5, 2.5): Return: 0.04%, Hit Ratio: 50.38%, Max Drawdown: 0.06%
(60, 1, 2, -0.5, 0, 2.5, 3): Return: 0.04%, Hit Ratio: 50.38%, Max Drawdown: 0.06%
(60, 1, 2, -0.5, 0, 2.5, 3.5): Return: 0.04%, Hit Ratio: 50.38%, Max Drawdown: 0.06%
(60, 2, 1, -0.5, 0, 3.5, 2.5): Return: 0.04%, Hit Ratio: 55.36%, Max Drawdown: 0.03%
(60, 2, 1, -0.5, 0, 3.5, 3): Return: 0.04%, Hit Ratio: 55.36%, Max Drawdown: 0.03%
(60, 2, 1, -0.5, 0, 3.5, 3.5): Return: 0.04%, Hit Ratio: 55.36%, Max Drawdown: 0.03%
(30, 1, 1, 0, 0, 3, 2.5): Return: 0.03%, Hit Ratio: 50.97%, Max Drawdown: 0.07%
(30, 1, 1, 0, 0, 3, 3): Return: 0.03%, Hit Ratio: 50.97%, Max Drawdown: 0.07%
(30, 1, 1, 0, 0, 3, 3.5): Return: 0.03%, Hit Ratio: 50.97%, Max Drawdown: 0.07%
(30, 1, 1, 0, 0, 3.5, 2.5): Return: 0.03%, Hit Ratio: 48.7%, Max Drawdown: 0.07%
(30, 1, 1, 0, 0, 3.5, 3): Return: 0.03%, Hit Ratio: 48.7%, Max Drawdown: 0.07%
(30, 1, 1, 0, 0, 3.5, 3.5): Return: 0.03%, Hit Ratio: 48.7%, Max Drawdown: 0.07%
(30, 1, 1.5, -0.5, 0, 3, 2.5): Return: 0.03%, Hit Ratio: 48.95%, Max Drawdown: 0.07%
(30, 1, 1.5, -0.5, 0, 3, 3): Return: 0.03%, Hit Ratio: 48.95%, Max Drawdown: 0.07%
(30, 1, 1.5, -0.5, 0, 3, 3.5): Return: 0.03%, Hit Ratio: 48.95%, Max Drawdown: 0.07%
(30, 1, 1.5, 0, 0, 3, 2.5): Return: 0.03%, Hit Ratio: 49.66%, Max Drawdown: 0.07%
(30, 1, 1.5, 0, 0, 3, 3): Return: 0.03%, Hit Ratio: 49.66%, Max Drawdown: 0.07%
(30, 1, 1.5, 0, 0, 3, 3.5): Return: 0.03%, Hit Ratio: 49.66%, Max Drawdown: 0.07%
(30, 1, 1.5, 0, 0, 3.5, 2.5): Return: 0.03%, Hit Ratio: 47.97%, Max Drawdown: 0.07%
(30, 1, 1.5, 0, 0, 3.5, 3): Return: 0.03%, Hit Ratio: 47.97%, Max Drawdown: 0.07%
(30, 1, 1.5, 0, 0, 3.5, 3.5): Return: 0.03%, Hit Ratio: 47.97%, Max Drawdown: 0.07%
(30, 1.5, 1, -0.5, -0.5, 3.5, 2.5): Return: 0.03%, Hit Ratio: 56.63%, Max Drawdown: 0.04%
(30, 1.5, 1, -0.5, -0.5, 3.5, 3): Return: 0.03%, Hit Ratio: 56.63%, Max Drawdown: 0.04%
(30, 1.5, 1, -0.5, -0.5, 3.5, 3.5): Return: 0.03%, Hit Ratio: 56.63%, Max Drawdown: 0.04%
(30, 1.5, 1.5, -0.5, -0.5, 3, 2.5): Return: 0.03%, Hit Ratio: 57.5%, Max Drawdown: 0.04%
(30, 1.5, 1.5, -0.5, -0.5, 3, 3): Return: 0.03%, Hit Ratio: 57.5%, Max Drawdown: 0.04%
(30, 1.5, 1.5, -0.5, -0.5, 3, 3.5): Return: 0.03%, Hit Ratio: 57.5%, Max Drawdown: 0.04%
(30, 1.5, 1.5, -0.5, -0.5, 3.5, 2.5): Return: 0.03%, Hit Ratio: 58.23%, Max Drawdown: 0.04%
(30, 1.5, 1.5, -0.5, -0.5, 3.5, 3): Return: 0.03%, Hit Ratio: 58.23%, Max Drawdown: 0.04%
(30, 1.5, 1.5, -0.5, -0.5, 3.5, 3.5): Return: 0.03%, Hit Ratio: 58.23%, Max Drawdown: 0.04%
(30, 2, 1, -0.5, -0.5, 3, 2.5): Return: 0.03%, Hit Ratio: 60.32%, Max Drawdown: 0.04%
(30, 2, 1, -0.5, -0.5, 3, 3): Return: 0.03%, Hit Ratio: 60.32%, Max Drawdown: 0.04%
(30, 2, 1, -0.5, -0.5, 3, 3.5): Return: 0.03%, Hit Ratio: 60.32%, Max Drawdown: 0.04%
(30, 2, 1, 0, -0.5, 3.5, 2.5): Return: 0.03%, Hit Ratio: 60.87%, Max Drawdown: 0.04%
(30, 2, 1, 0, -0.5, 3.5, 3): Return: 0.03%, Hit Ratio: 60.87%, Max Drawdown: 0.04%
(30, 2, 1, 0, -0.5, 3.5, 3.5): Return: 0.03%, Hit Ratio: 60.87%, Max Drawdown: 0.04%
(30, 2, 1.5, -0.5, 0, 3.5, 2.5): Return: 0.03%, Hit Ratio: 60.71%, Max Drawdown: 0.03%
(30, 2, 1.5, -0.5, 0, 3.5, 3): Return: 0.03%, Hit Ratio: 60.71%, Max Drawdown: 0.03%
(30, 2, 1.5, -0.5, 0, 3.5, 3.5): Return: 0.03%, Hit Ratio: 60.71%, Max Drawdown: 0.03%
(30, 2, 1.5, 0, -0.5, 3.5, 2.5): Return: 0.03%, Hit Ratio: 62.96%, Max Drawdown: 0.03%
(30, 2, 1.5, 0, -0.5, 3.5, 3): Return: 0.03%, Hit Ratio: 62.96%, Max Drawdown: 0.03%
(30, 2, 1.5, 0, -0.5, 3.5, 3.5): Return: 0.03%, Hit Ratio: 62.96%, Max Drawdown: 0.03%
(30, 2, 1.5, 0, 0, 3.5, 2.5): Return: 0.03%, Hit Ratio: 61.4%, Max Drawdown: 0.03%
(30, 2, 1.5, 0, 0, 3.5, 3): Return: 0.03%, Hit Ratio: 61.4%, Max Drawdown: 0.03%
(30, 2, 1.5, 0, 0, 3.5, 3.5): Return: 0.03%, Hit Ratio: 61.4%, Max Drawdown: 0.03%
(60, 2, 1, -0.5, -0.5, 2.5, 2.5): Return: 0.03%, Hit Ratio: 59.57%, Max Drawdown: 0.03%
(60, 2, 1, -0.5, -0.5, 2.5, 3): Return: 0.03%, Hit Ratio: 59.57%, Max Drawdown: 0.03%
(60, 2, 1, -0.5, -0.5, 2.5, 3.5): Return: 0.03%, Hit Ratio: 59.57%, Max Drawdown: 0.03%
(60, 2, 1, -0.5, 0, 2.5, 2.5): Return: 0.03%, Hit Ratio: 54.0%, Max Drawdown: 0.03%
(60, 2, 1, -0.5, 0, 2.5, 3): Return: 0.03%, Hit Ratio: 54.0%, Max Drawdown: 0.03%
(60, 2, 1, -0.5, 0, 2.5, 3.5): Return: 0.03%, Hit Ratio: 54.0%, Max Drawdown: 0.03%
(60, 2, 1, -0.5, 0, 3, 2.5): Return: 0.03%, Hit Ratio: 54.55%, Max Drawdown: 0.03%
(60, 2, 1, -0.5, 0, 3, 3): Return: 0.03%, Hit Ratio: 54.55%, Max Drawdown: 0.03%
(60, 2, 1, -0.5, 0, 3, 3.5): Return: 0.03%, Hit Ratio: 54.55%, Max Drawdown: 0.03%
(100, 1, 1.5, -0.5, -0.5, 3.5, 2.5): Return: 0.03%, Hit Ratio: 52.46%, Max Drawdown: 0.07%
(100, 1, 1.5, -0.5, -0.5, 3.5, 3): Return: 0.03%, Hit Ratio: 52.46%, Max Drawdown: 0.07%
(100, 1, 1.5, -0.5, -0.5, 3.5, 3.5): Return: 0.03%, Hit Ratio: 52.46%, Max Drawdown: 0.07%
(100, 1.5, 1, -0.5, -0.5, 3, 2.5): Return: 0.03%, Hit Ratio: 56.63%, Max Drawdown: 0.05%
(100, 1.5, 1, -0.5, -0.5, 3, 3): Return: 0.03%, Hit Ratio: 56.63%, Max Drawdown: 0.05%
(100, 1.5, 1, -0.5, -0.5, 3, 3.5): Return: 0.03%, Hit Ratio: 56.63%, Max Drawdown: 0.05%
(100, 1.5, 1, -0.5, -0.5, 3.5, 2.5): Return: 0.03%, Hit Ratio: 57.14%, Max Drawdown: 0.04%
(100, 1.5, 1, -0.5, -0.5, 3.5, 3): Return: 0.03%, Hit Ratio: 57.14%, Max Drawdown: 0.04%
(100, 1.5, 1, -0.5, -0.5, 3.5, 3.5): Return: 0.03%, Hit Ratio: 57.14%, Max Drawdown: 0.04%
(30, 1, 1, -0.5, -0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 50.36%, Max Drawdown: 0.05%
(30, 1, 1, -0.5, -0.5, 3, 3): Return: 0.02%, Hit Ratio: 50.36%, Max Drawdown: 0.05%
(30, 1, 1, -0.5, -0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 50.36%, Max Drawdown: 0.05%
(30, 1, 1, -0.5, -0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 50.0%, Max Drawdown: 0.05%
(30, 1, 1, -0.5, -0.5, 3.5, 3): Return: 0.02%, Hit Ratio: 50.0%, Max Drawdown: 0.05%
(30, 1, 1, -0.5, -0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 50.0%, Max Drawdown: 0.05%
(30, 1, 1, -0.5, 0, 3, 2.5): Return: 0.02%, Hit Ratio: 48.98%, Max Drawdown: 0.07%
(30, 1, 1, -0.5, 0, 3, 3): Return: 0.02%, Hit Ratio: 48.98%, Max Drawdown: 0.07%
(30, 1, 1, -0.5, 0, 3, 3.5): Return: 0.02%, Hit Ratio: 48.98%, Max Drawdown: 0.07%
(30, 1, 1, -0.5, 0, 3.5, 2.5): Return: 0.02%, Hit Ratio: 47.62%, Max Drawdown: 0.06%
(30, 1, 1, -0.5, 0, 3.5, 3): Return: 0.02%, Hit Ratio: 47.62%, Max Drawdown: 0.06%
(30, 1, 1, -0.5, 0, 3.5, 3.5): Return: 0.02%, Hit Ratio: 47.62%, Max Drawdown: 0.06%
(30, 1, 1, 0.5, -0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 52.17%, Max Drawdown: 0.06%
(30, 1, 1, 0.5, -0.5, 3, 3): Return: 0.02%, Hit Ratio: 52.17%, Max Drawdown: 0.06%
(30, 1, 1, 0.5, -0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 52.17%, Max Drawdown: 0.06%
(30, 1, 1, 0.5, -0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 51.25%, Max Drawdown: 0.06%
(30, 1, 1, 0.5, -0.5, 3.5, 3): Return: 0.02%, Hit Ratio: 51.25%, Max Drawdown: 0.06%
(30, 1, 1, 0.5, -0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 51.25%, Max Drawdown: 0.06%
(30, 1, 1, 0.5, 0, 3, 2.5): Return: 0.02%, Hit Ratio: 52.76%, Max Drawdown: 0.07%
(30, 1, 1, 0.5, 0, 3, 3): Return: 0.02%, Hit Ratio: 52.76%, Max Drawdown: 0.07%
(30, 1, 1, 0.5, 0, 3, 3.5): Return: 0.02%, Hit Ratio: 52.76%, Max Drawdown: 0.07%
(30, 1, 1, 0.5, 0, 3.5, 2.5): Return: 0.02%, Hit Ratio: 51.23%, Max Drawdown: 0.06%
(30, 1, 1, 0.5, 0, 3.5, 3): Return: 0.02%, Hit Ratio: 51.23%, Max Drawdown: 0.06%
(30, 1, 1, 0.5, 0, 3.5, 3.5): Return: 0.02%, Hit Ratio: 51.23%, Max Drawdown: 0.06%
(30, 1, 1.5, -0.5, -0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 50.75%, Max Drawdown: 0.05%
(30, 1, 1.5, -0.5, -0.5, 3, 3): Return: 0.02%, Hit Ratio: 50.75%, Max Drawdown: 0.05%
(30, 1, 1.5, -0.5, -0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 50.75%, Max Drawdown: 0.05%
(30, 1, 1.5, -0.5, -0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 51.13%, Max Drawdown: 0.05%
(30, 1, 1.5, -0.5, -0.5, 3.5, 3): Return: 0.02%, Hit Ratio: 51.13%, Max Drawdown: 0.05%
(30, 1, 1.5, -0.5, -0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 51.13%, Max Drawdown: 0.05%
(30, 1, 1.5, -0.5, 0, 3.5, 2.5): Return: 0.02%, Hit Ratio: 48.25%, Max Drawdown: 0.06%
(30, 1, 1.5, -0.5, 0, 3.5, 3): Return: 0.02%, Hit Ratio: 48.25%, Max Drawdown: 0.06%
(30, 1, 1.5, -0.5, 0, 3.5, 3.5): Return: 0.02%, Hit Ratio: 48.25%, Max Drawdown: 0.06%
(30, 1.5, 1, -0.5, -0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 57.14%, Max Drawdown: 0.04%
(30, 1.5, 1, -0.5, -0.5, 3, 3): Return: 0.02%, Hit Ratio: 57.14%, Max Drawdown: 0.04%
(30, 1.5, 1, -0.5, -0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 57.14%, Max Drawdown: 0.04%
(30, 1.5, 1, 0.5, -0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 55.21%, Max Drawdown: 0.04%
(30, 1.5, 1, 0.5, -0.5, 3.5, 3): Return: 0.02%, Hit Ratio: 55.21%, Max Drawdown: 0.04%
(30, 1.5, 1, 0.5, -0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 55.21%, Max Drawdown: 0.04%
(30, 2, 1, 0, 0, 3.5, 2.5): Return: 0.02%, Hit Ratio: 58.33%, Max Drawdown: 0.04%
(30, 2, 1, 0, 0, 3.5, 3): Return: 0.02%, Hit Ratio: 58.33%, Max Drawdown: 0.04%
(30, 2, 1, 0, 0, 3.5, 3.5): Return: 0.02%, Hit Ratio: 58.33%, Max Drawdown: 0.04%
(30, 2, 1.5, 0, -0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 63.46%, Max Drawdown: 0.03%
(30, 2, 1.5, 0, -0.5, 3, 3): Return: 0.02%, Hit Ratio: 63.46%, Max Drawdown: 0.03%
(30, 2, 1.5, 0, -0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 63.46%, Max Drawdown: 0.03%
(30, 2, 1.5, 0, 0, 3, 2.5): Return: 0.02%, Hit Ratio: 64.81%, Max Drawdown: 0.03%
(30, 2, 1.5, 0, 0, 3, 3): Return: 0.02%, Hit Ratio: 64.81%, Max Drawdown: 0.03%
(30, 2, 1.5, 0, 0, 3, 3.5): Return: 0.02%, Hit Ratio: 64.81%, Max Drawdown: 0.03%
(30, 2, 1.5, 0.5, -0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 60.0%, Max Drawdown: 0.04%
(30, 2, 1.5, 0.5, -0.5, 3.5, 3): Return: 0.02%, Hit Ratio: 60.0%, Max Drawdown: 0.04%
(30, 2, 1.5, 0.5, -0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 60.0%, Max Drawdown: 0.04%
(30, 2, 1.5, 0.5, 0, 3.5, 2.5): Return: 0.02%, Hit Ratio: 59.65%, Max Drawdown: 0.04%
(30, 2, 1.5, 0.5, 0, 3.5, 3): Return: 0.02%, Hit Ratio: 59.65%, Max Drawdown: 0.04%
(30, 2, 1.5, 0.5, 0, 3.5, 3.5): Return: 0.02%, Hit Ratio: 59.65%, Max Drawdown: 0.04%
(60, 1, 2, -0.5, -0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 50.39%, Max Drawdown: 0.08%
