(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
Best HPs: (30, 1.5, 2, -0.5, -0.5, 3.5, 2.5), Return: 0.28%, Hit Ratio: 48.98%, Max Drawdown: 0.42%
(30, 1, 1, -0.5, -0.5, 2.5, 2.5): Return: -0.07%, Hit Ratio: 46.88%, Max Drawdown: 0.56%
(30, 1, 1, -0.5, -0.5, 2.5, 3): Return: -0.09%, Hit Ratio: 46.09%, Max Drawdown: 0.57%
(30, 1, 1, -0.5, -0.5, 2.5, 3.5): Return: -0.08%, Hit Ratio: 46.88%, Max Drawdown: 0.57%
(30, 1, 1, -0.5, -0.5, 3, 2.5): Return: -0.03%, Hit Ratio: 46.51%, Max Drawdown: 0.56%
(30, 1, 1, -0.5, -0.5, 3, 3): Return: -0.05%, Hit Ratio: 45.74%, Max Drawdown: 0.57%
(30, 1, 1, -0.5, -0.5, 3, 3.5): Return: -0.04%, Hit Ratio: 46.51%, Max Drawdown: 0.57%
(30, 1, 1, -0.5, -0.5, 3.5, 2.5): Return: -0.03%, Hit Ratio: 46.51%, Max Drawdown: 0.56%
(30, 1, 1, -0.5, -0.5, 3.5, 3): Return: -0.05%, Hit Ratio: 45.74%, Max Drawdown: 0.57%
(30, 1, 1, -0.5, -0.5, 3.5, 3.5): Return: -0.04%, Hit Ratio: 46.51%, Max Drawdown: 0.57%
(30, 1, 1, -0.5, 0, 2.5, 2.5): Return: -0.86%, Hit Ratio: 39.58%, Max Drawdown: 1.03%
(30, 1, 1, -0.5, 0, 2.5, 3): Return: -0.88%, Hit Ratio: 38.89%, Max Drawdown: 1.05%
(30, 1, 1, -0.5, 0, 2.5, 3.5): Return: -0.87%, Hit Ratio: 39.58%, Max Drawdown: 1.04%
(30, 1, 1, -0.5, 0, 3, 2.5): Return: -0.82%, Hit Ratio: 39.31%, Max Drawdown: 1.03%
(30, 1, 1, -0.5, 0, 3, 3): Return: -0.84%, Hit Ratio: 38.62%, Max Drawdown: 1.05%
(30, 1, 1, -0.5, 0, 3, 3.5): Return: -0.82%, Hit Ratio: 39.31%, Max Drawdown: 1.04%
(30, 1, 1, -0.5, 0, 3.5, 2.5): Return: -0.82%, Hit Ratio: 39.31%, Max Drawdown: 1.03%
(30, 1, 1, -0.5, 0, 3.5, 3): Return: -0.84%, Hit Ratio: 38.62%, Max Drawdown: 1.05%
(30, 1, 1, -0.5, 0, 3.5, 3.5): Return: -0.82%, Hit Ratio: 39.31%, Max Drawdown: 1.04%
(30, 1, 1, -0.5, 0.5, 2.5, 2.5): Return: -1.04%, Hit Ratio: 38.46%, Max Drawdown: 1.17%
(30, 1, 1, -0.5, 0.5, 2.5, 3): Return: -1.06%, Hit Ratio: 37.82%, Max Drawdown: 1.19%
(30, 1, 1, -0.5, 0.5, 2.5, 3.5): Return: -1.05%, Hit Ratio: 37.82%, Max Drawdown: 1.18%
(30, 1, 1, -0.5, 0.5, 3, 2.5): Return: -1.0%, Hit Ratio: 38.22%, Max Drawdown: 1.18%
(30, 1, 1, -0.5, 0.5, 3, 3): Return: -1.02%, Hit Ratio: 37.58%, Max Drawdown: 1.2%
(30, 1, 1, -0.5, 0.5, 3, 3.5): Return: -1.01%, Hit Ratio: 37.58%, Max Drawdown: 1.18%
(30, 1, 1, -0.5, 0.5, 3.5, 2.5): Return: -1.0%, Hit Ratio: 38.22%, Max Drawdown: 1.18%
(30, 1, 1, -0.5, 0.5, 3.5, 3): Return: -1.02%, Hit Ratio: 37.58%, Max Drawdown: 1.2%
(30, 1, 1, -0.5, 0.5, 3.5, 3.5): Return: -1.01%, Hit Ratio: 37.58%, Max Drawdown: 1.18%
(30, 1, 1, 0, -0.5, 2.5, 2.5): Return: -0.53%, Hit Ratio: 47.55%, Max Drawdown: 0.74%
(30, 1, 1, 0, -0.5, 2.5, 3): Return: -0.55%, Hit Ratio: 46.85%, Max Drawdown: 0.78%
(30, 1, 1, 0, -0.5, 2.5, 3.5): Return: -0.54%, Hit Ratio: 46.85%, Max Drawdown: 0.76%
(30, 1, 1, 0, -0.5, 3, 2.5): Return: -0.49%, Hit Ratio: 47.22%, Max Drawdown: 0.75%
(30, 1, 1, 0, -0.5, 3, 3): Return: -0.51%, Hit Ratio: 46.53%, Max Drawdown: 0.79%
(30, 1, 1, 0, -0.5, 3, 3.5): Return: -0.5%, Hit Ratio: 46.53%, Max Drawdown: 0.77%
(30, 1, 1, 0, -0.5, 3.5, 2.5): Return: -0.49%, Hit Ratio: 47.22%, Max Drawdown: 0.75%
(30, 1, 1, 0, -0.5, 3.5, 3): Return: -0.51%, Hit Ratio: 46.53%, Max Drawdown: 0.79%
(30, 1, 1, 0, -0.5, 3.5, 3.5): Return: -0.5%, Hit Ratio: 46.53%, Max Drawdown: 0.77%
(30, 1, 1, 0, 0, 2.5, 2.5): Return: -0.92%, Hit Ratio: 42.38%, Max Drawdown: 1.04%
(30, 1, 1, 0, 0, 2.5, 3): Return: -0.94%, Hit Ratio: 41.72%, Max Drawdown: 1.06%
(30, 1, 1, 0, 0, 2.5, 3.5): Return: -0.93%, Hit Ratio: 41.72%, Max Drawdown: 1.05%
(30, 1, 1, 0, 0, 3, 2.5): Return: -0.88%, Hit Ratio: 42.11%, Max Drawdown: 1.05%
(30, 1, 1, 0, 0, 3, 3): Return: -0.9%, Hit Ratio: 41.45%, Max Drawdown: 1.07%
(30, 1, 1, 0, 0, 3, 3.5): Return: -0.89%, Hit Ratio: 41.45%, Max Drawdown: 1.06%
(30, 1, 1, 0, 0, 3.5, 2.5): Return: -0.88%, Hit Ratio: 42.11%, Max Drawdown: 1.05%
(30, 1, 1, 0, 0, 3.5, 3): Return: -0.9%, Hit Ratio: 41.45%, Max Drawdown: 1.07%
(30, 1, 1, 0, 0, 3.5, 3.5): Return: -0.89%, Hit Ratio: 41.45%, Max Drawdown: 1.06%
(30, 1, 1, 0, 0.5, 2.5, 2.5): Return: -1.14%, Hit Ratio: 40.62%, Max Drawdown: 1.25%
(30, 1, 1, 0, 0.5, 2.5, 3): Return: -1.16%, Hit Ratio: 40.0%, Max Drawdown: 1.28%
(30, 1, 1, 0, 0.5, 2.5, 3.5): Return: -1.14%, Hit Ratio: 40.0%, Max Drawdown: 1.26%
(30, 1, 1, 0, 0.5, 3, 2.5): Return: -1.09%, Hit Ratio: 40.37%, Max Drawdown: 1.26%
(30, 1, 1, 0, 0.5, 3, 3): Return: -1.11%, Hit Ratio: 39.75%, Max Drawdown: 1.28%
(30, 1, 1, 0, 0.5, 3, 3.5): Return: -1.1%, Hit Ratio: 39.75%, Max Drawdown: 1.27%
(30, 1, 1, 0, 0.5, 3.5, 2.5): Return: -1.09%, Hit Ratio: 40.37%, Max Drawdown: 1.26%
