(Lookback, Entry, Exit, Stop-loss)
Best HPs: (20, 0.8, -0.7, 2.9), Return: 3.15%, Hit Ratio: 52.55%, Max Drawdown: 0.95%
(20, 0.8, -0.7, 2.9): Return: 3.15%, Hit Ratio: 52.55%, Max Drawdown: 0.95%
(20, 0.8, -0.7, 3.0): Return: 3.15%, Hit Ratio: 52.55%, Max Drawdown: 0.95%
(20, 0.8, -0.7, 3.1): Return: 3.15%, Hit Ratio: 52.55%, Max Drawdown: 0.95%
(20, 0.8, -0.7, 3.2): Return: 3.15%, Hit Ratio: 52.55%, Max Drawdown: 0.95%
(20, 0.8, -0.7, 2.8): Return: 2.86%, Hit Ratio: 52.55%, Max Drawdown: 1.15%
(20, 1.0, -0.7, 2.9): Return: 2.71%, Hit Ratio: 50.86%, Max Drawdown: 0.84%
(20, 1.0, -0.7, 3.0): Return: 2.71%, Hit Ratio: 50.86%, Max Drawdown: 0.84%
(20, 1.0, -0.7, 3.1): Return: 2.71%, Hit Ratio: 50.86%, Max Drawdown: 0.84%
(20, 1.0, -0.7, 3.2): Return: 2.7%, Hit Ratio: 50.86%, Max Drawdown: 0.84%
(30, 1.0, -0.6, 2.8): Return: 2.55%, Hit Ratio: 51.75%, Max Drawdown: 1.16%
(30, 1.0, -0.6, 2.9): Return: 2.55%, Hit Ratio: 51.75%, Max Drawdown: 1.16%
(30, 1.0, -0.6, 3.0): Return: 2.55%, Hit Ratio: 51.75%, Max Drawdown: 1.16%
(20, 0.9, -0.7, 2.9): Return: 2.46%, Hit Ratio: 52.46%, Max Drawdown: 0.83%
(20, 0.9, -0.7, 3.0): Return: 2.46%, Hit Ratio: 52.46%, Max Drawdown: 0.83%
(20, 0.9, -0.7, 3.1): Return: 2.46%, Hit Ratio: 52.46%, Max Drawdown: 0.83%
(20, 0.9, -0.7, 3.2): Return: 2.44%, Hit Ratio: 52.46%, Max Drawdown: 0.83%
(20, 1.0, -0.7, 2.8): Return: 2.39%, Hit Ratio: 50.86%, Max Drawdown: 1.01%
(30, 1.1, -0.6, 2.8): Return: 2.38%, Hit Ratio: 54.9%, Max Drawdown: 1.17%
(30, 1.1, -0.6, 2.9): Return: 2.38%, Hit Ratio: 54.9%, Max Drawdown: 1.17%
(30, 1.1, -0.6, 3.0): Return: 2.38%, Hit Ratio: 54.9%, Max Drawdown: 1.17%
(30, 0.9, -0.6, 2.8): Return: 2.33%, Hit Ratio: 49.19%, Max Drawdown: 1.17%
(30, 0.9, -0.6, 2.9): Return: 2.33%, Hit Ratio: 49.19%, Max Drawdown: 1.17%
(30, 0.9, -0.6, 3.0): Return: 2.33%, Hit Ratio: 49.19%, Max Drawdown: 1.17%
(20, 0.9, -0.7, 2.8): Return: 2.17%, Hit Ratio: 52.46%, Max Drawdown: 1.0%
(30, 1.0, -0.6, 3.1): Return: 1.93%, Hit Ratio: 51.75%, Max Drawdown: 1.17%
(30, 1.0, -0.6, 3.2): Return: 1.93%, Hit Ratio: 51.75%, Max Drawdown: 1.17%
(30, 1.2, -0.6, 2.8): Return: 1.93%, Hit Ratio: 56.04%, Max Drawdown: 1.36%
(30, 1.2, -0.6, 2.9): Return: 1.93%, Hit Ratio: 56.04%, Max Drawdown: 1.36%
(30, 1.2, -0.6, 3.0): Return: 1.93%, Hit Ratio: 56.04%, Max Drawdown: 1.36%
(20, 1.0, -0.3, 3.2): Return: 1.77%, Hit Ratio: 49.29%, Max Drawdown: 1.14%
(35, 1.0, -0.7, 2.9): Return: 1.77%, Hit Ratio: 53.98%, Max Drawdown: 1.17%
(35, 1.0, -0.7, 2.9): Return: 1.77%, Hit Ratio: 53.98%, Max Drawdown: 1.17%
(30, 1.1, -0.6, 3.1): Return: 1.73%, Hit Ratio: 54.9%, Max Drawdown: 1.18%
(30, 1.1, -0.6, 3.2): Return: 1.73%, Hit Ratio: 54.9%, Max Drawdown: 1.18%
(20, 1.0, -0.3, 2.9): Return: 1.72%, Hit Ratio: 48.92%, Max Drawdown: 1.14%
(20, 1.0, -0.3, 3.0): Return: 1.72%, Hit Ratio: 48.92%, Max Drawdown: 1.14%
(20, 1.0, -0.3, 3.1): Return: 1.72%, Hit Ratio: 48.92%, Max Drawdown: 1.14%
(30, 0.9, -0.6, 3.1): Return: 1.72%, Hit Ratio: 49.19%, Max Drawdown: 1.18%
(30, 0.9, -0.6, 3.2): Return: 1.72%, Hit Ratio: 49.19%, Max Drawdown: 1.18%
(20, 1.1, -0.7, 2.9): Return: 1.7%, Hit Ratio: 52.83%, Max Drawdown: 1.56%
(20, 1.1, -0.7, 3.0): Return: 1.7%, Hit Ratio: 52.83%, Max Drawdown: 1.56%
(20, 1.1, -0.7, 3.1): Return: 1.7%, Hit Ratio: 52.83%, Max Drawdown: 1.56%
(35, 1.2, -0.7, 2.9): Return: 1.69%, Hit Ratio: 55.91%, Max Drawdown: 1.37%
