(Lookback, Entry, Exit, Stop-loss)
Best HPs: (30, 1, -0.5, 3.5), Return: 78.06%, Hit Ratio: 74.42%, Max Drawdown: 7.58%
(30, 1, -0.5, 3.5): Return: 78.06%, Hit Ratio: 74.42%, Max Drawdown: 7.58%
(30, 1, 0, 3.5): Return: 78.05%, Hit Ratio: 70.0%, Max Drawdown: 7.58%
(100, 1, -0.5, 3.5): Return: 76.69%, Hit Ratio: 73.53%, Max Drawdown: 7.5%
(30, 1, 0.5, 3.5): Return: 74.86%, Hit Ratio: 62.96%, Max Drawdown: 10.77%
(100, 1, -0.5, 2.5): Return: 71.06%, Hit Ratio: 69.7%, Max Drawdown: 7.57%
(30, 1, -0.5, 3): Return: 70.34%, Hit Ratio: 71.43%, Max Drawdown: 7.58%
(30, 1, 0, 3): Return: 70.31%, Hit Ratio: 67.35%, Max Drawdown: 7.58%
(100, 1, -0.5, 3): Return: 69.48%, Hit Ratio: 69.7%, Max Drawdown: 7.57%
(30, 1, 0.5, 3): Return: 67.37%, Hit Ratio: 60.38%, Max Drawdown: 10.77%
(30, 1, 0, 2.5): Return: 62.88%, Hit Ratio: 66.67%, Max Drawdown: 7.58%
(100, 1, 0, 3.5): Return: 60.71%, Hit Ratio: 66.67%, Max Drawdown: 7.67%
(30, 1, 0.5, 2.5): Return: 59.81%, Hit Ratio: 59.18%, Max Drawdown: 10.44%
(30, 1, -0.5, 2.5): Return: 59.49%, Hit Ratio: 70.73%, Max Drawdown: 7.58%
(60, 1, -0.5, 3.5): Return: 58.89%, Hit Ratio: 70.0%, Max Drawdown: 7.58%
(60, 1, -0.5, 2.5): Return: 54.76%, Hit Ratio: 69.23%, Max Drawdown: 7.58%
(60, 1, -0.5, 3): Return: 54.57%, Hit Ratio: 69.23%, Max Drawdown: 7.58%
(60, 1, 0, 3.5): Return: 54.17%, Hit Ratio: 65.22%, Max Drawdown: 7.58%
(100, 1, 0.5, 3.5): Return: 53.58%, Hit Ratio: 59.52%, Max Drawdown: 10.29%
(60, 1, 0, 2.5): Return: 51.12%, Hit Ratio: 63.64%, Max Drawdown: 7.58%
(100, 1, 0, 2.5): Return: 51.08%, Hit Ratio: 62.16%, Max Drawdown: 8.8%
(60, 1, 0, 3): Return: 50.91%, Hit Ratio: 63.64%, Max Drawdown: 7.58%
(100, 1, 0, 3): Return: 49.66%, Hit Ratio: 62.16%, Max Drawdown: 8.8%
(100, 1.5, -0.5, 3.5): Return: 48.69%, Hit Ratio: 75.0%, Max Drawdown: 7.52%
(100, 1, 0.5, 2.5): Return: 42.22%, Hit Ratio: 55.0%, Max Drawdown: 12.19%
(100, 1, 0.5, 3): Return: 42.22%, Hit Ratio: 55.0%, Max Drawdown: 12.19%
(60, 1.5, 0.5, 3.5): Return: 39.16%, Hit Ratio: 70.97%, Max Drawdown: 7.58%
(30, 1.5, -0.5, 3.5): Return: 38.4%, Hit Ratio: 75.0%, Max Drawdown: 7.58%
(60, 1, 0.5, 3.5): Return: 37.25%, Hit Ratio: 59.62%, Max Drawdown: 10.76%
(60, 1.5, 0, 3.5): Return: 36.69%, Hit Ratio: 70.97%, Max Drawdown: 7.58%
(30, 1.5, 0.5, 3.5): Return: 36.59%, Hit Ratio: 67.74%, Max Drawdown: 7.58%
(60, 1.5, 0.5, 3): Return: 36.27%, Hit Ratio: 68.97%, Max Drawdown: 7.58%
(100, 1.5, -0.5, 3): Return: 36.07%, Hit Ratio: 71.43%, Max Drawdown: 7.58%
(30, 1.5, 0, 3.5): Return: 35.55%, Hit Ratio: 70.97%, Max Drawdown: 7.58%
(60, 1.5, -0.5, 3.5): Return: 35.18%, Hit Ratio: 71.43%, Max Drawdown: 7.58%
(60, 1, 0.5, 2.5): Return: 34.63%, Hit Ratio: 58.0%, Max Drawdown: 10.44%
(60, 1, 0.5, 3): Return: 34.46%, Hit Ratio: 58.0%, Max Drawdown: 10.44%
(60, 1.5, 0, 3): Return: 33.87%, Hit Ratio: 68.97%, Max Drawdown: 8.11%
(100, 2, -0.5, 3.5): Return: 33.51%, Hit Ratio: 75.0%, Max Drawdown: 4.57%
(100, 1.5, 0, 3.5): Return: 33.49%, Hit Ratio: 69.23%, Max Drawdown: 7.58%
(30, 1.5, -0.5, 3): Return: 32.24%, Hit Ratio: 70.37%, Max Drawdown: 7.58%
(100, 1.5, 0.5, 3.5): Return: 32.06%, Hit Ratio: 69.23%, Max Drawdown: 9.25%
(60, 1.5, -0.5, 3): Return: 31.61%, Hit Ratio: 70.37%, Max Drawdown: 7.58%
(30, 1.5, 0.5, 3): Return: 30.61%, Hit Ratio: 63.33%, Max Drawdown: 8.66%
(30, 1.5, 0, 3): Return: 29.59%, Hit Ratio: 66.67%, Max Drawdown: 7.87%
(30, 2, -0.5, 3.5): Return: 28.41%, Hit Ratio: 76.47%, Max Drawdown: 7.58%
(100, 1.5, -0.5, 2.5): Return: 27.37%, Hit Ratio: 73.68%, Max Drawdown: 7.58%
(30, 2, 0, 3.5): Return: 25.32%, Hit Ratio: 76.47%, Max Drawdown: 7.58%
(100, 1.5, 0, 3): Return: 25.25%, Hit Ratio: 65.22%, Max Drawdown: 7.58%
(60, 1.5, 0.5, 2.5): Return: 25.1%, Hit Ratio: 67.86%, Max Drawdown: 7.58%
(30, 2, 0.5, 3.5): Return: 24.55%, Hit Ratio: 70.59%, Max Drawdown: 7.58%
(100, 1.5, 0.5, 3): Return: 24.0%, Hit Ratio: 65.22%, Max Drawdown: 10.35%
(30, 2, -0.5, 3): Return: 23.15%, Hit Ratio: 73.33%, Max Drawdown: 7.58%
(100, 2, -0.5, 3): Return: 23.12%, Hit Ratio: 75.0%, Max Drawdown: 3.56%
(60, 2, 0.5, 3.5): Return: 23.09%, Hit Ratio: 64.71%, Max Drawdown: 7.58%
(60, 1.5, 0, 2.5): Return: 22.91%, Hit Ratio: 67.86%, Max Drawdown: 8.11%
(100, 2, 0.5, 3.5): Return: 22.66%, Hit Ratio: 62.5%, Max Drawdown: 5.92%
(60, 2, 0, 3.5): Return: 21.95%, Hit Ratio: 64.71%, Max Drawdown: 7.58%
(100, 2, 0, 3.5): Return: 21.79%, Hit Ratio: 62.5%, Max Drawdown: 5.93%
(60, 2, 0.5, 3): Return: 21.31%, Hit Ratio: 64.29%, Max Drawdown: 7.58%
(60, 1.5, -0.5, 2.5): Return: 20.82%, Hit Ratio: 69.23%, Max Drawdown: 7.58%
(30, 2, 0, 3): Return: 20.19%, Hit Ratio: 73.33%, Max Drawdown: 7.58%
(60, 2, 0, 3): Return: 20.17%, Hit Ratio: 64.29%, Max Drawdown: 7.58%
(60, 2, -0.5, 3.5): Return: 19.83%, Hit Ratio: 56.25%, Max Drawdown: 7.58%
(30, 2, 0.5, 3): Return: 19.43%, Hit Ratio: 66.67%, Max Drawdown: 7.58%
(60, 2, -0.5, 3): Return: 17.43%, Hit Ratio: 57.14%, Max Drawdown: 7.58%
(100, 1.5, 0, 2.5): Return: 17.24%, Hit Ratio: 66.67%, Max Drawdown: 7.58%
(100, 2, 0.5, 3): Return: 15.97%, Hit Ratio: 58.33%, Max Drawdown: 5.78%
(100, 2, -0.5, 2.5): Return: 15.24%, Hit Ratio: 80.0%, Max Drawdown: 1.5%
(100, 2, 0, 3): Return: 15.08%, Hit Ratio: 58.33%, Max Drawdown: 4.97%
(100, 1.5, 0.5, 2.5): Return: 14.72%, Hit Ratio: 63.64%, Max Drawdown: 10.35%
(30, 1.5, 0.5, 2.5): Return: 11.99%, Hit Ratio: 58.33%, Max Drawdown: 7.71%
(60, 2, 0.5, 2.5): Return: 11.36%, Hit Ratio: 61.54%, Max Drawdown: 7.58%
(30, 1.5, 0, 2.5): Return: 11.02%, Hit Ratio: 62.5%, Max Drawdown: 7.58%
(30, 1.5, -0.5, 2.5): Return: 10.83%, Hit Ratio: 63.64%, Max Drawdown: 7.58%
(60, 2, 0, 2.5): Return: 10.3%, Hit Ratio: 61.54%, Max Drawdown: 7.58%
(100, 2, 0.5, 2.5): Return: 8.55%, Hit Ratio: 60.0%, Max Drawdown: 5.44%
(60, 2, -0.5, 2.5): Return: 7.78%, Hit Ratio: 53.85%, Max Drawdown: 7.58%
(100, 2, 0, 2.5): Return: 7.72%, Hit Ratio: 60.0%, Max Drawdown: 4.63%
(30, 2, -0.5, 2.5): Return: 6.88%, Hit Ratio: 75.0%, Max Drawdown: 7.58%
(30, 2, 0, 2.5): Return: 4.34%, Hit Ratio: 75.0%, Max Drawdown: 7.58%
(30, 2, 0.5, 2.5): Return: 3.64%, Hit Ratio: 62.5%, Max Drawdown: 7.58%
