(Lookback, Entry, Exit, Stop-loss)
Best HPs: (60, 1, 0, 3.5), Return: 41.86%, Hit Ratio: 88.57%, Max Drawdown: 3.22%
(60, 1, 0, 3.5): Return: 41.86%, Hit Ratio: 88.57%, Max Drawdown: 3.22%
(60, 1, 0, 3): Return: 38.67%, Hit Ratio: 85.29%, Max Drawdown: 3.22%
(60, 1, 0, 2.5): Return: 35.31%, Hit Ratio: 80.65%, Max Drawdown: 3.22%
(100, 1, -0.5, 3.5): Return: 33.29%, Hit Ratio: 87.5%, Max Drawdown: 1.54%
(100, 1, 0, 3.5): Return: 32.16%, Hit Ratio: 86.21%, Max Drawdown: 1.55%
(30, 1, -0.5, 3.5): Return: 29.84%, Hit Ratio: 92.0%, Max Drawdown: 1.88%
(30, 1, 0, 3.5): Return: 29.82%, Hit Ratio: 90.32%, Max Drawdown: 1.88%
(100, 1, 0, 3): Return: 29.67%, Hit Ratio: 85.71%, Max Drawdown: 1.58%
(100, 1, -0.5, 3): Return: 29.31%, Hit Ratio: 86.96%, Max Drawdown: 1.58%
(30, 1, 0, 3): Return: 29.26%, Hit Ratio: 90.0%, Max Drawdown: 1.88%
(30, 1, -0.5, 3): Return: 29.2%, Hit Ratio: 92.0%, Max Drawdown: 1.88%
(60, 1, -0.5, 3.5): Return: 28.96%, Hit Ratio: 88.46%, Max Drawdown: 3.58%
(30, 1, 0.5, 3.5): Return: 28.66%, Hit Ratio: 90.62%, Max Drawdown: 1.76%
(30, 1, 0.5, 3): Return: 28.11%, Hit Ratio: 90.32%, Max Drawdown: 1.76%
(30, 1.5, -0.5, 3.5): Return: 27.21%, Hit Ratio: 88.89%, Max Drawdown: 1.85%
(30, 1.5, 0.5, 3.5): Return: 27.17%, Hit Ratio: 95.0%, Max Drawdown: 1.85%
(30, 1.5, 0, 3.5): Return: 26.88%, Hit Ratio: 90.0%, Max Drawdown: 1.85%
(60, 1, 0.5, 3.5): Return: 26.88%, Hit Ratio: 83.78%, Max Drawdown: 3.47%
(30, 1.5, -0.5, 3): Return: 26.66%, Hit Ratio: 88.24%, Max Drawdown: 1.85%
(30, 1.5, 0.5, 3): Return: 26.61%, Hit Ratio: 94.74%, Max Drawdown: 1.85%
(30, 1.5, 0, 3): Return: 26.32%, Hit Ratio: 89.47%, Max Drawdown: 1.85%
(100, 1, 0.5, 3.5): Return: 25.95%, Hit Ratio: 83.33%, Max Drawdown: 2.67%
(30, 1, 0, 2.5): Return: 25.36%, Hit Ratio: 85.71%, Max Drawdown: 1.93%
(100, 1, -0.5, 2.5): Return: 25.33%, Hit Ratio: 76.19%, Max Drawdown: 1.69%
(30, 1, -0.5, 2.5): Return: 25.3%, Hit Ratio: 86.96%, Max Drawdown: 1.93%
(100, 1, 0, 2.5): Return: 24.85%, Hit Ratio: 80.0%, Max Drawdown: 1.64%
(60, 1, -0.5, 3): Return: 24.33%, Hit Ratio: 88.0%, Max Drawdown: 3.58%
(60, 1.5, 0, 3.5): Return: 24.23%, Hit Ratio: 89.47%, Max Drawdown: 1.94%
(30, 1, 0.5, 2.5): Return: 24.2%, Hit Ratio: 86.21%, Max Drawdown: 1.76%
(60, 1, 0.5, 3): Return: 23.84%, Hit Ratio: 82.86%, Max Drawdown: 3.47%
(100, 1, 0.5, 3): Return: 23.46%, Hit Ratio: 82.76%, Max Drawdown: 2.72%
(30, 1.5, -0.5, 2.5): Return: 22.8%, Hit Ratio: 85.71%, Max Drawdown: 1.9%
(60, 1.5, 0.5, 3.5): Return: 22.8%, Hit Ratio: 94.74%, Max Drawdown: 1.94%
(30, 1.5, 0.5, 2.5): Return: 22.76%, Hit Ratio: 93.75%, Max Drawdown: 1.9%
(30, 1.5, 0, 2.5): Return: 22.47%, Hit Ratio: 87.5%, Max Drawdown: 1.9%
(60, 1.5, 0, 3): Return: 21.19%, Hit Ratio: 88.24%, Max Drawdown: 1.94%
(60, 1, -0.5, 2.5): Return: 20.98%, Hit Ratio: 82.61%, Max Drawdown: 3.58%
(60, 1, 0.5, 2.5): Return: 20.48%, Hit Ratio: 78.12%, Max Drawdown: 3.47%
(60, 1.5, -0.5, 3.5): Return: 19.95%, Hit Ratio: 86.67%, Max Drawdown: 2.86%
(60, 1.5, 0.5, 3): Return: 19.76%, Hit Ratio: 94.12%, Max Drawdown: 1.94%
(100, 1, 0.5, 2.5): Return: 18.64%, Hit Ratio: 76.92%, Max Drawdown: 2.84%
(30, 2, -0.5, 3.5): Return: 18.39%, Hit Ratio: 100.0%, Max Drawdown: 1.22%
(60, 1.5, 0, 2.5): Return: 17.87%, Hit Ratio: 84.62%, Max Drawdown: 1.94%
(30, 2, -0.5, 3): Return: 17.83%, Hit Ratio: 100.0%, Max Drawdown: 1.23%
(30, 2, 0, 3.5): Return: 16.89%, Hit Ratio: 100.0%, Max Drawdown: 1.23%
(30, 2, 0.5, 3.5): Return: 16.89%, Hit Ratio: 100.0%, Max Drawdown: 1.23%
(60, 1.5, 0.5, 2.5): Return: 16.44%, Hit Ratio: 92.31%, Max Drawdown: 1.94%
(30, 2, 0, 3): Return: 16.34%, Hit Ratio: 100.0%, Max Drawdown: 1.24%
(30, 2, 0.5, 3): Return: 16.34%, Hit Ratio: 100.0%, Max Drawdown: 1.24%
(60, 1.5, -0.5, 3): Return: 15.42%, Hit Ratio: 84.62%, Max Drawdown: 2.86%
(30, 2, -0.5, 2.5): Return: 13.98%, Hit Ratio: 100.0%, Max Drawdown: 1.27%
(100, 1.5, 0, 3.5): Return: 13.94%, Hit Ratio: 88.24%, Max Drawdown: 1.27%
(100, 1.5, 0.5, 3.5): Return: 13.44%, Hit Ratio: 88.24%, Max Drawdown: 1.35%
(60, 2, -0.5, 3.5): Return: 13.2%, Hit Ratio: 87.5%, Max Drawdown: 1.27%
(30, 2, 0, 2.5): Return: 12.48%, Hit Ratio: 100.0%, Max Drawdown: 1.28%
(30, 2, 0.5, 2.5): Return: 12.48%, Hit Ratio: 100.0%, Max Drawdown: 1.28%
(100, 1.5, -0.5, 3.5): Return: 12.41%, Hit Ratio: 85.71%, Max Drawdown: 1.34%
(60, 2, 0.5, 3.5): Return: 12.28%, Hit Ratio: 100.0%, Max Drawdown: 1.28%
