(Lookback, Entry, Exit, Stop-loss)
Best HPs: (60, 0.8, 0.4, 2.3), Return: 20.69%, Hit Ratio: 62.96%, Max Drawdown: 5.49%
(60, 0.8, 0.4, 2.3): Return: 20.69%, Hit Ratio: 62.96%, Max Drawdown: 5.49%
(60, 0.8, 0.5, 2.3): Return: 20.69%, Hit Ratio: 62.96%, Max Drawdown: 5.49%
(70, 0.8, 0.4, 2.3): Return: 20.07%, Hit Ratio: 67.31%, Max Drawdown: 5.52%
(70, 0.8, 0.4, 2.4): Return: 20.07%, Hit Ratio: 67.31%, Max Drawdown: 5.52%
(60, 0.8, 0.6, 2.3): Return: 19.89%, Hit Ratio: 61.11%, Max Drawdown: 5.53%
(65, 0.8, 0.5, 2.3): Return: 19.43%, Hit Ratio: 65.45%, Max Drawdown: 5.55%
(65, 0.8, 0.5, 2.4): Return: 19.43%, Hit Ratio: 65.45%, Max Drawdown: 5.55%
(65, 0.8, 0.5, 2.3): Return: 19.43%, Hit Ratio: 65.45%, Max Drawdown: 5.55%
(65, 0.8, 0.5, 2.4): Return: 19.43%, Hit Ratio: 65.45%, Max Drawdown: 5.55%
(70, 0.8, 0.6, 2.3): Return: 19.32%, Hit Ratio: 61.11%, Max Drawdown: 5.55%
(70, 0.8, 0.6, 2.4): Return: 19.32%, Hit Ratio: 61.11%, Max Drawdown: 5.55%
(65, 0.8, 0.7, 2.3): Return: 19.3%, Hit Ratio: 63.64%, Max Drawdown: 5.56%
(65, 0.8, 0.7, 2.4): Return: 19.3%, Hit Ratio: 63.64%, Max Drawdown: 5.56%
(65, 0.8, 0.7, 2.3): Return: 19.3%, Hit Ratio: 63.64%, Max Drawdown: 5.56%
(65, 0.8, 0.7, 2.4): Return: 19.3%, Hit Ratio: 63.64%, Max Drawdown: 5.56%
(60, 0.8, 0.3, 2.3): Return: 19.1%, Hit Ratio: 63.46%, Max Drawdown: 5.56%
(70, 0.8, 0.7, 2.3): Return: 19.0%, Hit Ratio: 61.11%, Max Drawdown: 5.57%
(70, 0.8, 0.7, 2.4): Return: 19.0%, Hit Ratio: 61.11%, Max Drawdown: 5.57%
(70, 0.8, 0.5, 2.3): Return: 18.97%, Hit Ratio: 61.11%, Max Drawdown: 5.57%
(70, 0.8, 0.5, 2.4): Return: 18.97%, Hit Ratio: 61.11%, Max Drawdown: 5.57%
(65, 0.8, 0.4, 2.3): Return: 18.76%, Hit Ratio: 64.81%, Max Drawdown: 5.58%
(65, 0.8, 0.4, 2.4): Return: 18.76%, Hit Ratio: 64.81%, Max Drawdown: 5.58%
(65, 0.8, 0.4, 2.3): Return: 18.76%, Hit Ratio: 64.81%, Max Drawdown: 5.58%
(65, 0.8, 0.4, 2.4): Return: 18.76%, Hit Ratio: 64.81%, Max Drawdown: 5.58%
(65, 0.8, 0.6, 2.3): Return: 18.51%, Hit Ratio: 61.82%, Max Drawdown: 5.59%
(65, 0.8, 0.6, 2.4): Return: 18.51%, Hit Ratio: 61.82%, Max Drawdown: 5.59%
(65, 0.8, 0.6, 2.3): Return: 18.51%, Hit Ratio: 61.82%, Max Drawdown: 5.59%
(65, 0.8, 0.6, 2.4): Return: 18.51%, Hit Ratio: 61.82%, Max Drawdown: 5.59%
(60, 1.0, 0.4, 2.3): Return: 18.47%, Hit Ratio: 63.16%, Max Drawdown: 5.59%
