Date,High,Low,Open,Close,Volume,Adj Close
2016-01-04,50300.0,48900.0,50100.0,50000.0,1168262.0,44816.44921875
2016-01-05,51300.0,49650.0,49650.0,50700.0,881713.0,45443.875
2016-01-06,51400.0,50400.0,51200.0,50800.0,770189.0,45533.5078125
2016-01-07,51100.0,49950.0,51000.0,50300.0,533328.0,45085.34375
2016-01-08,49950.0,48700.0,49000.0,49900.0,1027981.0,44726.8125
2016-01-11,51000.0,49950.0,50200.0,50700.0,696821.0,45443.875
2016-01-12,51400.0,50200.0,51200.0,50500.0,980236.0,45264.61328125
2016-01-13,52000.0,50800.0,50800.0,52000.0,1523369.0,46609.1015625
2016-01-14,52300.0,51100.0,51800.0,52000.0,1606061.0,46609.1015625
2016-01-15,52200.0,50600.0,51800.0,51000.0,882603.0,45712.77734375
2016-01-18,51200.0,50200.0,51000.0,50600.0,904786.0,45354.24609375
2016-01-19,52200.0,50700.0,51200.0,51600.0,898141.0,46250.57421875
2016-01-20,52200.0,51200.0,52000.0,51500.0,995636.0,46160.94140625
2016-01-21,51600.0,50500.0,50900.0,50500.0,861126.0,45264.61328125
2016-01-22,51000.0,49550.0,50200.0,49800.0,1292457.0,44637.18359375
2016-01-25,51600.0,49950.0,50400.0,50600.0,967568.0,45354.24609375
2016-01-26,52600.0,51000.0,51100.0,51600.0,1191218.0,46250.57421875
2016-01-27,52500.0,51000.0,51900.0,51700.0,1194303.0,46340.20703125
2016-01-28,52700.0,51200.0,51700.0,52700.0,946606.0,47236.53515625
2016-01-29,53300.0,52000.0,52000.0,52600.0,929883.0,47146.90234375
2016-02-01,53700.0,52100.0,53700.0,53200.0,848200.0,47684.69921875
2016-02-02,54000.0,53100.0,53400.0,53300.0,692808.0,47774.33203125
2016-02-03,53900.0,52700.0,53200.0,53000.0,1013131.0,47505.43359375
2016-02-04,54500.0,52300.0,53600.0,53800.0,1476438.0,48222.49609375
2016-02-05,53600.0,51800.0,53400.0,52300.0,1386926.0,46878.0078125
2016-02-11,52900.0,51700.0,52200.0,52200.0,1042109.0,46788.37109375
2016-02-12,53600.0,52200.0,52500.0,52900.0,1962314.0,47415.80078125
2016-02-15,53000.0,51700.0,53000.0,52600.0,1716442.0,47146.90234375
2016-02-16,53600.0,52000.0,52400.0,53300.0,901801.0,47774.33203125
2016-02-17,55100.0,53000.0,54400.0,54400.0,1376604.0,48760.296875
2016-02-18,54800.0,53400.0,54600.0,54500.0,1087982.0,48849.92578125
2016-02-19,55900.0,54700.0,55500.0,55800.0,1245608.0,50015.15234375
2016-02-22,55600.0,54100.0,55200.0,55500.0,903681.0,49746.2578125
2016-02-23,56100.0,54500.0,55300.0,55400.0,758190.0,49656.62109375
2016-02-24,57100.0,55600.0,56100.0,56600.0,962511.0,50732.21484375
2016-02-25,59600.0,56900.0,57500.0,59500.0,2050397.0,53331.5703125
2016-02-26,61200.0,59600.0,59900.0,60600.0,2154370.0,54317.53515625
2016-02-29,60200.0,58000.0,60100.0,58700.0,2258954.0,52614.5078125
2016-03-02,60600.0,59100.0,59800.0,60000.0,1217662.0,53779.734375
2016-03-03,60000.0,57800.0,60000.0,58500.0,1546574.0,52435.24609375
2016-03-04,58900.0,57900.0,58800.0,58400.0,980720.0,52345.609375
2016-03-07,58200.0,56100.0,58000.0,56800.0,2088653.0,50911.484375
2016-03-08,56300.0,54500.0,56000.0,55900.0,3070719.0,50104.78515625
2016-03-09,57500.0,55900.0,55900.0,57400.0,1228623.0,51449.28125
2016-03-10,58000.0,56700.0,57300.0,58000.0,1337486.0,51987.08203125
2016-03-11,59200.0,57300.0,58200.0,58200.0,1124691.0,52166.34375
2016-03-14,58900.0,56700.0,58200.0,58800.0,1100110.0,52704.140625
2016-03-15,59500.0,58300.0,58800.0,58600.0,928928.0,52524.875
2016-03-16,59900.0,58700.0,58700.0,59800.0,837152.0,53600.46875
2016-03-17,59800.0,59100.0,59500.0,59300.0,911812.0,53152.3046875
2016-03-18,59800.0,58100.0,58900.0,59600.0,1250986.0,53421.20703125
2016-03-21,60400.0,59500.0,60000.0,60100.0,912719.0,53869.37109375
2016-03-22,59800.0,58500.0,59700.0,59200.0,1028394.0,53062.671875
2016-03-23,59800.0,58700.0,59200.0,58900.0,689905.0,52793.7734375
2016-03-24,60000.0,58800.0,59000.0,59300.0,629654.0,53152.3046875
2016-03-25,59700.0,58800.0,59200.0,59300.0,423230.0,53152.3046875
2016-03-28,59500.0,58500.0,59500.0,58600.0,390914.0,52524.875
2016-03-29,60000.0,58700.0,58900.0,59800.0,944211.0,53600.46875
2016-03-30,60400.0,59600.0,59800.0,59900.0,755258.0,53690.10546875
2016-03-31,60200.0,58700.0,59900.0,60200.0,1253616.0,53959.00390625
2016-04-01,59600.0,58700.0,59500.0,59100.0,1032767.0,52973.0390625
2016-04-04,59500.0,58200.0,59500.0,58900.0,551135.0,52793.7734375
2016-04-05,58800.0,58000.0,58400.0,58000.0,751695.0,51987.08203125
2016-04-06,58500.0,57400.0,57900.0,58300.0,691676.0,52255.9765625
2016-04-07,59300.0,58100.0,58300.0,59000.0,787294.0,52883.41015625
2016-04-08,59000.0,58300.0,58800.0,58700.0,848786.0,52614.5078125
2016-04-11,58700.0,57700.0,58500.0,58700.0,597254.0,52614.5078125
2016-04-12,59100.0,58500.0,58800.0,59000.0,594755.0,52883.41015625
2016-04-14,59800.0,59100.0,59600.0,59500.0,1362463.0,53331.5703125
2016-04-15,60000.0,59000.0,60000.0,59100.0,820388.0,52973.0390625
2016-04-18,60200.0,58700.0,59100.0,59000.0,522890.0,52883.41015625
2016-04-19,59700.0,59100.0,59500.0,59500.0,530044.0,53331.5703125
2016-04-20,60500.0,59600.0,60000.0,59900.0,735253.0,53690.10546875
2016-04-21,60300.0,59200.0,59700.0,59400.0,947873.0,53241.94140625
2016-04-22,59700.0,59100.0,59200.0,59200.0,787338.0,53062.671875
2016-04-25,60100.0,59200.0,59800.0,59500.0,917010.0,53331.5703125
2016-04-26,62000.0,59300.0,59900.0,61400.0,1418298.0,55034.59765625
2016-04-27,63600.0,61400.0,61800.0,62300.0,1516887.0,55841.29296875
2016-04-28,62800.0,61400.0,62800.0,61400.0,1138247.0,55034.59765625
2016-04-29,62400.0,61200.0,61700.0,61800.0,766555.0,55393.12890625
2016-05-02,61800.0,60800.0,61300.0,61200.0,449150.0,54855.33203125
2016-05-03,61800.0,60500.0,61200.0,61800.0,808664.0,55393.12890625
2016-05-04,61900.0,60900.0,60900.0,61500.0,684860.0,55124.23046875
2016-05-09,63700.0,61100.0,61800.0,62800.0,2012285.0,56289.45703125
2016-05-10,62800.0,61500.0,62100.0,61800.0,983336.0,55393.12890625
2016-05-11,62400.0,60600.0,61500.0,61200.0,1303558.0,54855.33203125
2016-05-12,61700.0,60600.0,61400.0,61000.0,1150117.0,54676.06640625
2016-05-13,62700.0,61200.0,61600.0,61400.0,611914.0,55034.59765625
2016-05-16,61200.0,60100.0,60900.0,60300.0,917070.0,54048.63671875
2016-05-17,61000.0,60200.0,60700.0,60400.0,770427.0,54138.265625
2016-05-18,60800.0,60000.0,60700.0,60200.0,816089.0,53959.00390625
2016-05-19,61000.0,59900.0,60300.0,61000.0,821975.0,54676.06640625
2016-05-20,60600.0,59300.0,60500.0,60100.0,1266901.0,53869.37109375
2016-05-23,60300.0,59200.0,60100.0,59900.0,497671.0,53690.10546875
2016-05-24,60900.0,59400.0,59600.0,59600.0,678247.0,53421.20703125
2016-05-25,61900.0,60200.0,60400.0,61800.0,1323384.0,55393.12890625
2016-05-26,62500.0,61300.0,62000.0,62200.0,657776.0,55751.66015625
2016-05-27,62600.0,61400.0,62600.0,62600.0,827174.0,56110.19140625
2016-05-30,63100.0,62000.0,62600.0,63000.0,881055.0,56468.72265625
2016-05-31,63000.0,62500.0,62600.0,62900.0,1255804.0,56379.08984375
2016-06-01,62600.0,59600.0,62300.0,60400.0,1778983.0,54138.265625
2016-06-02,60900.0,59300.0,60300.0,59800.0,1375405.0,53600.46875
2016-06-03,60400.0,59700.0,59700.0,60100.0,886766.0,53869.37109375
2016-06-07,60600.0,59200.0,59700.0,60000.0,1306810.0,53779.734375
2016-06-08,60500.0,59600.0,59700.0,60500.0,1027212.0,54227.8984375
2016-06-09,61000.0,60400.0,60900.0,60900.0,1356273.0,54586.4296875
2016-06-10,62300.0,61000.0,61400.0,62100.0,826615.0,55662.0234375
2016-06-13,62000.0,60100.0,61300.0,60200.0,1097898.0,53959.00390625
2016-06-14,60800.0,59600.0,60300.0,59700.0,818018.0,53510.83984375
2016-06-15,59500.0,57400.0,59300.0,57800.0,1811715.0,51807.81640625
2016-06-16,58600.0,57800.0,57900.0,58200.0,769063.0,52166.34375
2016-06-17,58800.0,58300.0,58700.0,58600.0,640923.0,52524.875
2016-06-20,60200.0,59100.0,59500.0,59900.0,782955.0,53690.10546875
2016-06-21,59800.0,58500.0,59700.0,58600.0,789629.0,52524.875
2016-06-22,59200.0,57500.0,58300.0,59200.0,1207520.0,53062.671875
2016-06-23,59100.0,58200.0,58700.0,58500.0,524715.0,52435.24609375
2016-06-24,59400.0,56400.0,58300.0,57400.0,1240199.0,51449.28125
2016-06-27,58900.0,57100.0,57400.0,58200.0,885762.0,52166.34375
2016-06-28,59900.0,57700.0,58200.0,59300.0,905663.0,53152.3046875
2016-06-29,60200.0,59100.0,59200.0,60100.0,605930.0,53869.37109375
2016-06-30,60400.0,59500.0,60100.0,60400.0,726399.0,54138.265625
2016-07-01,60300.0,59200.0,60300.0,59400.0,597365.0,53241.94140625
2016-07-04,59300.0,58500.0,59300.0,59000.0,887623.0,52883.41015625
2016-07-05,59400.0,58500.0,59300.0,59100.0,506256.0,52973.0390625
2016-07-06,60300.0,58500.0,59800.0,59100.0,903024.0,52973.0390625
