(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
Best HPs: (65, 2.1, 0.2, 3.2), Return: 1.09%, Hit Ratio: 48.28%, Max Drawdown: 0.97%
(65, 2.1, 0.2, 3.2): Return: 1.09%, Hit Ratio: 48.28%, Max Drawdown: 0.97%
(65, 2.1, 0.2, 3.2): Return: 1.09%, Hit Ratio: 48.28%, Max Drawdown: 0.97%
(65, 2.2, 0.2, 3.2): Return: 1.08%, Hit Ratio: 46.15%, Max Drawdown: 0.8%
(65, 2.2, 0.2, 3.2): Return: 1.08%, Hit Ratio: 46.15%, Max Drawdown: 0.8%
(50, 2.2, -0.1, 2.9): Return: 0.95%, Hit Ratio: 52.94%, Max Drawdown: 0.83%
(70, 2.1, 0.2, 3.0): Return: 0.94%, Hit Ratio: 48.15%, Max Drawdown: 1.04%
(70, 2.1, 0.2, 3.1): Return: 0.94%, Hit Ratio: 48.15%, Max Drawdown: 1.04%
(70, 2.1, 0.2, 3.2): Return: 0.94%, Hit Ratio: 48.15%, Max Drawdown: 1.04%
(50, 2.2, -0.1, 2.8): Return: 0.88%, Hit Ratio: 50.0%, Max Drawdown: 0.83%
(65, 2.1, -0.1, 3.2): Return: 0.86%, Hit Ratio: 48.28%, Max Drawdown: 1.35%
(65, 2.1, -0.1, 3.2): Return: 0.86%, Hit Ratio: 48.28%, Max Drawdown: 1.35%
(65, 2.2, -0.1, 3.2): Return: 0.85%, Hit Ratio: 46.15%, Max Drawdown: 1.05%
(65, 2.2, -0.1, 3.2): Return: 0.85%, Hit Ratio: 46.15%, Max Drawdown: 1.05%
(65, 2.1, 0.2, 2.9): Return: 0.83%, Hit Ratio: 50.0%, Max Drawdown: 0.97%
(65, 2.1, 0.2, 3.0): Return: 0.83%, Hit Ratio: 50.0%, Max Drawdown: 0.97%
(65, 2.1, 0.2, 3.1): Return: 0.83%, Hit Ratio: 50.0%, Max Drawdown: 0.97%
(65, 2.1, 0.2, 2.9): Return: 0.83%, Hit Ratio: 50.0%, Max Drawdown: 0.97%
(65, 2.1, 0.2, 3.0): Return: 0.83%, Hit Ratio: 50.0%, Max Drawdown: 0.97%
(65, 2.1, 0.2, 3.1): Return: 0.83%, Hit Ratio: 50.0%, Max Drawdown: 0.97%
(65, 2.2, 0.2, 2.9): Return: 0.81%, Hit Ratio: 47.83%, Max Drawdown: 0.95%
(65, 2.2, 0.2, 3.0): Return: 0.81%, Hit Ratio: 47.83%, Max Drawdown: 0.95%
(65, 2.2, 0.2, 3.1): Return: 0.81%, Hit Ratio: 47.83%, Max Drawdown: 0.95%
(65, 2.2, 0.2, 2.9): Return: 0.81%, Hit Ratio: 47.83%, Max Drawdown: 0.95%
(65, 2.2, 0.2, 3.0): Return: 0.81%, Hit Ratio: 47.83%, Max Drawdown: 0.95%
(65, 2.2, 0.2, 3.1): Return: 0.81%, Hit Ratio: 47.83%, Max Drawdown: 0.95%
(65, 2.1, 0.0, 3.2): Return: 0.78%, Hit Ratio: 48.28%, Max Drawdown: 1.31%
(65, 2.1, 0.0, 3.2): Return: 0.78%, Hit Ratio: 48.28%, Max Drawdown: 1.31%
(65, 2.2, 0.0, 3.2): Return: 0.77%, Hit Ratio: 46.15%, Max Drawdown: 1.0%
(65, 2.2, 0.0, 3.2): Return: 0.77%, Hit Ratio: 46.15%, Max Drawdown: 1.0%
(65, 2.1, 0.1, 3.2): Return: 0.71%, Hit Ratio: 48.28%, Max Drawdown: 1.31%
(65, 2.1, 0.1, 3.2): Return: 0.71%, Hit Ratio: 48.28%, Max Drawdown: 1.31%
(50, 2.2, -0.1, 3.0): Return: 0.7%, Hit Ratio: 50.0%, Max Drawdown: 1.07%
(65, 2.2, 0.1, 3.2): Return: 0.7%, Hit Ratio: 46.15%, Max Drawdown: 1.0%
(65, 2.2, 0.1, 3.2): Return: 0.7%, Hit Ratio: 46.15%, Max Drawdown: 1.0%
(70, 2.1, 0.2, 2.9): Return: 0.69%, Hit Ratio: 46.15%, Max Drawdown: 1.09%
(50, 2.2, -0.1, 3.1): Return: 0.68%, Hit Ratio: 52.38%, Max Drawdown: 1.12%
(50, 2.2, -0.1, 3.2): Return: 0.68%, Hit Ratio: 52.38%, Max Drawdown: 1.12%
(50, 2.2, 0.0, 2.9): Return: 0.65%, Hit Ratio: 47.06%, Max Drawdown: 0.83%
(70, 2.1, 0.0, 3.0): Return: 0.63%, Hit Ratio: 48.15%, Max Drawdown: 1.22%
(70, 2.1, 0.0, 3.1): Return: 0.63%, Hit Ratio: 48.15%, Max Drawdown: 1.22%
(70, 2.1, 0.0, 3.2): Return: 0.63%, Hit Ratio: 48.15%, Max Drawdown: 1.22%
(70, 2.1, 0.1, 3.0): Return: 0.63%, Hit Ratio: 48.15%, Max Drawdown: 1.22%
(70, 2.1, 0.1, 3.1): Return: 0.63%, Hit Ratio: 48.15%, Max Drawdown: 1.22%
(70, 2.1, 0.1, 3.2): Return: 0.63%, Hit Ratio: 48.15%, Max Drawdown: 1.22%
(50, 2.2, -0.2, 2.9): Return: 0.6%, Hit Ratio: 47.06%, Max Drawdown: 0.83%
(65, 2.1, -0.1, 2.9): Return: 0.59%, Hit Ratio: 50.0%, Max Drawdown: 1.2%
(65, 2.1, -0.1, 3.0): Return: 0.59%, Hit Ratio: 50.0%, Max Drawdown: 1.2%
(65, 2.1, -0.1, 3.1): Return: 0.59%, Hit Ratio: 50.0%, Max Drawdown: 1.2%
(65, 2.1, -0.1, 2.9): Return: 0.59%, Hit Ratio: 50.0%, Max Drawdown: 1.2%
(65, 2.1, -0.1, 3.0): Return: 0.59%, Hit Ratio: 50.0%, Max Drawdown: 1.2%
(65, 2.1, -0.1, 3.1): Return: 0.59%, Hit Ratio: 50.0%, Max Drawdown: 1.2%
(50, 2.2, 0.0, 2.8): Return: 0.58%, Hit Ratio: 43.75%, Max Drawdown: 0.83%
(65, 2.2, -0.1, 2.9): Return: 0.58%, Hit Ratio: 47.83%, Max Drawdown: 0.95%
(65, 2.2, -0.1, 3.0): Return: 0.58%, Hit Ratio: 47.83%, Max Drawdown: 0.95%
(65, 2.2, -0.1, 3.1): Return: 0.58%, Hit Ratio: 47.83%, Max Drawdown: 0.95%
(65, 2.2, -0.1, 2.9): Return: 0.58%, Hit Ratio: 47.83%, Max Drawdown: 0.95%
(65, 2.2, -0.1, 3.0): Return: 0.58%, Hit Ratio: 47.83%, Max Drawdown: 0.95%
(65, 2.2, -0.1, 3.1): Return: 0.58%, Hit Ratio: 47.83%, Max Drawdown: 0.95%
(70, 2.1, 0.0, 2.9): Return: 0.58%, Hit Ratio: 46.15%, Max Drawdown: 1.26%
(70, 2.1, 0.1, 2.9): Return: 0.58%, Hit Ratio: 46.15%, Max Drawdown: 1.26%
(65, 2.1, -0.2, 3.2): Return: 0.55%, Hit Ratio: 44.83%, Max Drawdown: 1.35%
(65, 2.1, -0.2, 3.2): Return: 0.55%, Hit Ratio: 44.83%, Max Drawdown: 1.35%
(65, 2.2, -0.2, 3.2): Return: 0.54%, Hit Ratio: 42.31%, Max Drawdown: 1.05%
(65, 2.2, -0.2, 3.2): Return: 0.54%, Hit Ratio: 42.31%, Max Drawdown: 1.05%
(50, 2.2, -0.2, 2.8): Return: 0.53%, Hit Ratio: 43.75%, Max Drawdown: 0.83%
(65, 2.1, 0.0, 2.9): Return: 0.52%, Hit Ratio: 50.0%, Max Drawdown: 1.15%
(65, 2.1, 0.0, 3.0): Return: 0.52%, Hit Ratio: 50.0%, Max Drawdown: 1.15%
(65, 2.1, 0.0, 3.1): Return: 0.52%, Hit Ratio: 50.0%, Max Drawdown: 1.15%
(65, 2.1, 0.0, 2.9): Return: 0.52%, Hit Ratio: 50.0%, Max Drawdown: 1.15%
(65, 2.1, 0.0, 3.0): Return: 0.52%, Hit Ratio: 50.0%, Max Drawdown: 1.15%
(65, 2.1, 0.0, 3.1): Return: 0.52%, Hit Ratio: 50.0%, Max Drawdown: 1.15%
(65, 2.2, 0.0, 2.9): Return: 0.5%, Hit Ratio: 47.83%, Max Drawdown: 0.95%
(65, 2.2, 0.0, 3.0): Return: 0.5%, Hit Ratio: 47.83%, Max Drawdown: 0.95%
(65, 2.2, 0.0, 3.1): Return: 0.5%, Hit Ratio: 47.83%, Max Drawdown: 0.95%
(65, 2.2, 0.0, 2.9): Return: 0.5%, Hit Ratio: 47.83%, Max Drawdown: 0.95%
(65, 2.2, 0.0, 3.0): Return: 0.5%, Hit Ratio: 47.83%, Max Drawdown: 0.95%
(65, 2.2, 0.0, 3.1): Return: 0.5%, Hit Ratio: 47.83%, Max Drawdown: 0.95%
(70, 2.1, 0.2, 2.8): Return: 0.5%, Hit Ratio: 45.83%, Max Drawdown: 1.09%
(60, 2.0, 0.2, 2.9): Return: 0.49%, Hit Ratio: 48.28%, Max Drawdown: 1.08%
(60, 2.0, 0.2, 3.0): Return: 0.49%, Hit Ratio: 48.28%, Max Drawdown: 1.08%
(50, 2.2, -0.2, 3.0): Return: 0.44%, Hit Ratio: 44.44%, Max Drawdown: 1.07%
(65, 2.1, 0.1, 2.9): Return: 0.44%, Hit Ratio: 50.0%, Max Drawdown: 1.15%
(65, 2.1, 0.1, 3.0): Return: 0.44%, Hit Ratio: 50.0%, Max Drawdown: 1.15%
(65, 2.1, 0.1, 3.1): Return: 0.44%, Hit Ratio: 50.0%, Max Drawdown: 1.15%
(65, 2.1, 0.1, 2.9): Return: 0.44%, Hit Ratio: 50.0%, Max Drawdown: 1.15%
(65, 2.1, 0.1, 3.0): Return: 0.44%, Hit Ratio: 50.0%, Max Drawdown: 1.15%
(65, 2.1, 0.1, 3.1): Return: 0.44%, Hit Ratio: 50.0%, Max Drawdown: 1.15%
(65, 2.2, 0.1, 2.9): Return: 0.43%, Hit Ratio: 47.83%, Max Drawdown: 0.95%
(65, 2.2, 0.1, 3.0): Return: 0.43%, Hit Ratio: 47.83%, Max Drawdown: 0.95%
(65, 2.2, 0.1, 3.1): Return: 0.43%, Hit Ratio: 47.83%, Max Drawdown: 0.95%
(60, 2.0, 0.2, 3.2): Return: 0.43%, Hit Ratio: 48.39%, Max Drawdown: 1.19%
(65, 2.2, 0.1, 2.9): Return: 0.43%, Hit Ratio: 47.83%, Max Drawdown: 0.95%
(65, 2.2, 0.1, 3.0): Return: 0.43%, Hit Ratio: 47.83%, Max Drawdown: 0.95%
(65, 2.2, 0.1, 3.1): Return: 0.43%, Hit Ratio: 47.83%, Max Drawdown: 0.95%
(50, 2.2, -0.2, 3.1): Return: 0.41%, Hit Ratio: 47.62%, Max Drawdown: 1.12%
(50, 2.2, -0.2, 3.2): Return: 0.41%, Hit Ratio: 47.62%, Max Drawdown: 1.12%
(50, 2.2, 0.0, 3.0): Return: 0.41%, Hit Ratio: 44.44%, Max Drawdown: 1.07%
