(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
Best HPs: (40, 2.2, 0.3, 3.5), Return: 1.7%, Hit Ratio: 50.0%, Max Drawdown: 0.52%
(40, 2.2, 0.3, 3.5): Return: 1.7%, Hit Ratio: 50.0%, Max Drawdown: 0.52%
(40, 2.2, 0.3, 3.6): Return: 1.7%, Hit Ratio: 50.0%, Max Drawdown: 0.52%
(40, 2.2, 0.4, 3.5): Return: 1.62%, Hit Ratio: 50.0%, Max Drawdown: 0.6%
(40, 2.2, 0.4, 3.6): Return: 1.62%, Hit Ratio: 50.0%, Max Drawdown: 0.6%
(40, 2.2, 0.3, 3.7): Return: 1.54%, Hit Ratio: 48.15%, Max Drawdown: 0.68%
(40, 2.2, 0.5, 3.5): Return: 1.47%, Hit Ratio: 50.0%, Max Drawdown: 0.69%
(40, 2.2, 0.5, 3.6): Return: 1.47%, Hit Ratio: 50.0%, Max Drawdown: 0.69%
(40, 2.2, 0.4, 3.7): Return: 1.46%, Hit Ratio: 48.15%, Max Drawdown: 0.76%
(40, 2.2, 0.6, 3.5): Return: 1.37%, Hit Ratio: 50.0%, Max Drawdown: 0.69%
(40, 2.2, 0.6, 3.6): Return: 1.37%, Hit Ratio: 50.0%, Max Drawdown: 0.69%
(40, 2.2, 0.7, 3.5): Return: 1.36%, Hit Ratio: 46.15%, Max Drawdown: 0.7%
(40, 2.2, 0.7, 3.6): Return: 1.36%, Hit Ratio: 46.15%, Max Drawdown: 0.7%
(40, 2.2, 0.7, 3.7): Return: 1.33%, Hit Ratio: 44.44%, Max Drawdown: 0.73%
(40, 2.2, 0.5, 3.7): Return: 1.3%, Hit Ratio: 48.15%, Max Drawdown: 0.86%
(40, 2.2, 0.3, 3.3): Return: 1.26%, Hit Ratio: 50.0%, Max Drawdown: 0.83%
(40, 2.2, 0.3, 3.4): Return: 1.26%, Hit Ratio: 50.0%, Max Drawdown: 0.83%
(40, 2.2, 0.6, 3.7): Return: 1.21%, Hit Ratio: 48.15%, Max Drawdown: 0.86%
(40, 2.2, 0.4, 3.3): Return: 1.18%, Hit Ratio: 50.0%, Max Drawdown: 0.86%
(40, 2.2, 0.4, 3.4): Return: 1.18%, Hit Ratio: 50.0%, Max Drawdown: 0.86%
(35, 2.2, 0.3, 3.4): Return: 1.05%, Hit Ratio: 44.83%, Max Drawdown: 1.03%
(35, 2.2, 0.3, 3.5): Return: 1.05%, Hit Ratio: 44.83%, Max Drawdown: 1.03%
(35, 2.2, 0.3, 3.4): Return: 1.05%, Hit Ratio: 44.83%, Max Drawdown: 1.03%
(35, 2.2, 0.3, 3.5): Return: 1.05%, Hit Ratio: 44.83%, Max Drawdown: 1.03%
(40, 2.2, 0.5, 3.3): Return: 1.03%, Hit Ratio: 50.0%, Max Drawdown: 0.95%
(40, 2.2, 0.5, 3.4): Return: 1.03%, Hit Ratio: 50.0%, Max Drawdown: 0.95%
(30, 2.0, 0.3, 3.3): Return: 0.97%, Hit Ratio: 47.22%, Max Drawdown: 0.89%
(30, 2.0, 0.3, 3.4): Return: 0.97%, Hit Ratio: 47.22%, Max Drawdown: 0.89%
(30, 2.0, 0.3, 3.5): Return: 0.97%, Hit Ratio: 47.22%, Max Drawdown: 0.89%
(35, 2.2, 0.3, 3.3): Return: 0.96%, Hit Ratio: 42.86%, Max Drawdown: 1.11%
(35, 2.2, 0.4, 3.4): Return: 0.96%, Hit Ratio: 44.83%, Max Drawdown: 1.11%
(35, 2.2, 0.4, 3.5): Return: 0.96%, Hit Ratio: 44.83%, Max Drawdown: 1.11%
(35, 2.2, 0.3, 3.3): Return: 0.96%, Hit Ratio: 42.86%, Max Drawdown: 1.11%
(35, 2.2, 0.4, 3.4): Return: 0.96%, Hit Ratio: 44.83%, Max Drawdown: 1.11%
(35, 2.2, 0.4, 3.5): Return: 0.96%, Hit Ratio: 44.83%, Max Drawdown: 1.11%
(35, 2.2, 0.3, 3.6): Return: 0.95%, Hit Ratio: 44.83%, Max Drawdown: 1.12%
(35, 2.2, 0.3, 3.7): Return: 0.95%, Hit Ratio: 44.83%, Max Drawdown: 1.12%
(35, 2.2, 0.3, 3.6): Return: 0.95%, Hit Ratio: 44.83%, Max Drawdown: 1.12%
(35, 2.2, 0.3, 3.7): Return: 0.95%, Hit Ratio: 44.83%, Max Drawdown: 1.12%
(40, 2.2, 0.6, 3.3): Return: 0.93%, Hit Ratio: 50.0%, Max Drawdown: 1.04%
(40, 2.2, 0.6, 3.4): Return: 0.93%, Hit Ratio: 50.0%, Max Drawdown: 1.04%
(40, 2.2, 0.7, 3.3): Return: 0.92%, Hit Ratio: 45.83%, Max Drawdown: 1.05%
(40, 2.2, 0.7, 3.4): Return: 0.92%, Hit Ratio: 45.83%, Max Drawdown: 1.05%
(35, 2.2, 0.5, 3.4): Return: 0.89%, Hit Ratio: 44.83%, Max Drawdown: 1.18%
(35, 2.2, 0.5, 3.5): Return: 0.89%, Hit Ratio: 44.83%, Max Drawdown: 1.18%
(35, 2.2, 0.5, 3.4): Return: 0.89%, Hit Ratio: 44.83%, Max Drawdown: 1.18%
(35, 2.2, 0.5, 3.5): Return: 0.89%, Hit Ratio: 44.83%, Max Drawdown: 1.18%
(35, 2.2, 0.4, 3.3): Return: 0.88%, Hit Ratio: 42.86%, Max Drawdown: 1.19%
(35, 2.2, 0.4, 3.3): Return: 0.88%, Hit Ratio: 42.86%, Max Drawdown: 1.19%
(35, 2.2, 0.4, 3.6): Return: 0.82%, Hit Ratio: 44.83%, Max Drawdown: 1.25%
(35, 2.2, 0.4, 3.7): Return: 0.82%, Hit Ratio: 44.83%, Max Drawdown: 1.25%
(30, 2.0, 0.3, 3.6): Return: 0.82%, Hit Ratio: 47.22%, Max Drawdown: 0.89%
(30, 2.0, 0.4, 3.3): Return: 0.82%, Hit Ratio: 47.22%, Max Drawdown: 0.91%
(30, 2.0, 0.4, 3.4): Return: 0.82%, Hit Ratio: 47.22%, Max Drawdown: 0.91%
