(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(100, 1.5, 2, 0, 0, 2.5, 3.5): Return: 3.29%, Hit Ratio: 76.47%, Max Drawdown: 0.69%
(100, 1.5, 2, 0, 0, 3, 3): Return: 3.29%, Hit Ratio: 76.47%, Max Drawdown: 0.69%
(100, 1.5, 2, 0, 0, 3, 3.5): Return: 3.29%, Hit Ratio: 76.47%, Max Drawdown: 0.69%
(30, 1, 1, 0, 0, 3.5, 2.5): Return: 3.28%, Hit Ratio: 73.53%, Max Drawdown: 0.69%
(30, 2, 1.5, 0.5, 0, 2.5, 2.5): Return: 3.28%, Hit Ratio: 61.36%, Max Drawdown: 0.24%
(30, 2, 1.5, 0.5, 0.5, 2.5, 3.5): Return: 3.28%, Hit Ratio: 71.43%, Max Drawdown: 0.52%
(60, 1, 2, -0.5, 0.5, 3, 2.5): Return: 3.28%, Hit Ratio: 76.4%, Max Drawdown: 0.69%
(60, 1, 2, -0.5, 0.5, 3.5, 2.5): Return: 3.28%, Hit Ratio: 76.4%, Max Drawdown: 0.69%
(100, 1, 1, 0.5, -0.5, 3, 3): Return: 3.28%, Hit Ratio: 72.45%, Max Drawdown: 1.23%
(100, 1, 1, 0.5, -0.5, 3, 3.5): Return: 3.28%, Hit Ratio: 72.45%, Max Drawdown: 1.23%
(100, 1.5, 1.5, -0.5, 0, 3.5, 3): Return: 3.28%, Hit Ratio: 72.97%, Max Drawdown: 0.69%
(100, 1.5, 1.5, -0.5, 0, 3.5, 3.5): Return: 3.28%, Hit Ratio: 72.97%, Max Drawdown: 0.69%
(30, 1, 1.5, -0.5, -0.5, 2.5, 3): Return: 3.27%, Hit Ratio: 75.61%, Max Drawdown: 0.74%
(30, 2, 2, 0.5, 0, 2.5, 3): Return: 3.27%, Hit Ratio: 79.17%, Max Drawdown: 0.24%
(30, 1, 2, 0.5, 0, 3.5, 3): Return: 3.26%, Hit Ratio: 69.0%, Max Drawdown: 0.33%
(30, 1.5, 1, 0.5, 0, 3.5, 3): Return: 3.26%, Hit Ratio: 67.74%, Max Drawdown: 0.33%
(30, 2, 1.5, 0.5, 0, 2.5, 3.5): Return: 3.26%, Hit Ratio: 62.5%, Max Drawdown: 0.53%
(60, 1, 1, 0, 0, 3, 3.5): Return: 3.26%, Hit Ratio: 78.72%, Max Drawdown: 1.24%
(60, 1, 1, 0, 0, 3.5, 3.5): Return: 3.26%, Hit Ratio: 78.72%, Max Drawdown: 1.24%
(60, 1, 1.5, 0.5, 0, 3, 3.5): Return: 3.26%, Hit Ratio: 74.49%, Max Drawdown: 0.35%
(60, 1, 1.5, 0.5, 0, 3.5, 3.5): Return: 3.26%, Hit Ratio: 74.49%, Max Drawdown: 0.35%
(60, 1, 2, 0, 0.5, 2.5, 2.5): Return: 3.26%, Hit Ratio: 76.09%, Max Drawdown: 0.36%
(60, 1, 2, 0.5, 0, 2.5, 2.5): Return: 3.26%, Hit Ratio: 73.12%, Max Drawdown: 0.39%
(100, 1.5, 1.5, 0, 0, 2.5, 3): Return: 3.26%, Hit Ratio: 75.68%, Max Drawdown: 0.69%
(100, 1.5, 1.5, 0, 0, 2.5, 3.5): Return: 3.26%, Hit Ratio: 75.68%, Max Drawdown: 0.69%
(100, 1.5, 1.5, 0, 0, 3, 3): Return: 3.26%, Hit Ratio: 75.68%, Max Drawdown: 0.69%
(100, 1.5, 1.5, 0, 0, 3, 3.5): Return: 3.26%, Hit Ratio: 75.68%, Max Drawdown: 0.69%
(100, 1.5, 2, -0.5, 0, 2.5, 3): Return: 3.26%, Hit Ratio: 72.73%, Max Drawdown: 0.69%
(100, 1.5, 2, -0.5, 0, 2.5, 3.5): Return: 3.26%, Hit Ratio: 72.73%, Max Drawdown: 0.69%
(100, 1.5, 2, -0.5, 0, 3, 3): Return: 3.26%, Hit Ratio: 72.73%, Max Drawdown: 0.69%
(100, 1.5, 2, -0.5, 0, 3, 3.5): Return: 3.26%, Hit Ratio: 72.73%, Max Drawdown: 0.69%
(100, 1.5, 2, 0.5, -0.5, 3.5, 3): Return: 3.26%, Hit Ratio: 70.0%, Max Drawdown: 0.53%
(100, 1.5, 2, 0.5, -0.5, 3.5, 3.5): Return: 3.26%, Hit Ratio: 70.0%, Max Drawdown: 0.53%
(30, 1, 1.5, -0.5, -0.5, 3, 3): Return: 3.25%, Hit Ratio: 79.49%, Max Drawdown: 0.74%
(30, 1.5, 1, 0.5, -0.5, 3.5, 2.5): Return: 3.25%, Hit Ratio: 66.67%, Max Drawdown: 0.33%
(60, 1, 1.5, -0.5, 0, 2.5, 3): Return: 3.25%, Hit Ratio: 81.48%, Max Drawdown: 0.69%
(60, 1.5, 2, 0, -0.5, 2.5, 3): Return: 3.25%, Hit Ratio: 74.36%, Max Drawdown: 0.74%
(60, 1, 1.5, 0, 0.5, 3, 3.5): Return: 3.24%, Hit Ratio: 75.51%, Max Drawdown: 0.35%
(60, 1, 1.5, 0, 0.5, 3.5, 3.5): Return: 3.24%, Hit Ratio: 75.51%, Max Drawdown: 0.35%
(60, 1, 2, -0.5, -0.5, 2.5, 3): Return: 3.24%, Hit Ratio: 82.35%, Max Drawdown: 0.75%
(60, 1.5, 2, 0, 0.5, 3, 3.5): Return: 3.24%, Hit Ratio: 68.89%, Max Drawdown: 0.5%
(60, 1.5, 2, 0, 0.5, 3.5, 3.5): Return: 3.24%, Hit Ratio: 68.89%, Max Drawdown: 0.5%
(100, 1.5, 1.5, -0.5, 0, 2.5, 3): Return: 3.24%, Hit Ratio: 72.22%, Max Drawdown: 0.69%
(100, 1.5, 1.5, -0.5, 0, 2.5, 3.5): Return: 3.24%, Hit Ratio: 72.22%, Max Drawdown: 0.69%
(100, 1.5, 1.5, -0.5, 0, 3, 3): Return: 3.24%, Hit Ratio: 72.22%, Max Drawdown: 0.69%
(100, 1.5, 1.5, -0.5, 0, 3, 3.5): Return: 3.24%, Hit Ratio: 72.22%, Max Drawdown: 0.69%
(60, 1, 2, 0.5, 0, 2.5, 3): Return: 3.23%, Hit Ratio: 73.4%, Max Drawdown: 0.36%
(30, 1, 1, 0, 0.5, 3.5, 2.5): Return: 3.22%, Hit Ratio: 73.45%, Max Drawdown: 0.69%
(30, 1, 1.5, -0.5, 0, 3, 3): Return: 3.22%, Hit Ratio: 74.16%, Max Drawdown: 0.69%
(30, 1, 2, 0.5, 0.5, 3.5, 3): Return: 3.22%, Hit Ratio: 69.61%, Max Drawdown: 0.34%
(60, 1, 2, -0.5, 0.5, 3, 3): Return: 3.22%, Hit Ratio: 76.4%, Max Drawdown: 0.69%
(60, 1, 2, -0.5, 0.5, 3.5, 3): Return: 3.22%, Hit Ratio: 76.4%, Max Drawdown: 0.69%
(60, 1.5, 1.5, 0.5, -0.5, 3, 2.5): Return: 3.22%, Hit Ratio: 69.81%, Max Drawdown: 0.41%
(60, 1.5, 1.5, 0.5, -0.5, 3.5, 2.5): Return: 3.22%, Hit Ratio: 69.81%, Max Drawdown: 0.41%
(60, 1.5, 2, -0.5, -0.5, 3, 2.5): Return: 3.22%, Hit Ratio: 76.47%, Max Drawdown: 0.74%
(60, 1.5, 2, -0.5, -0.5, 3.5, 2.5): Return: 3.22%, Hit Ratio: 76.47%, Max Drawdown: 0.74%
(100, 1.5, 2, 0.5, -0.5, 3, 3): Return: 3.22%, Hit Ratio: 69.23%, Max Drawdown: 0.57%
(100, 1.5, 2, 0.5, -0.5, 3, 3.5): Return: 3.22%, Hit Ratio: 69.23%, Max Drawdown: 0.57%
(30, 1, 2, -0.5, 0, 2.5, 2.5): Return: 3.21%, Hit Ratio: 69.41%, Max Drawdown: 0.69%
(60, 1, 2, -0.5, 0, 2.5, 2.5): Return: 3.21%, Hit Ratio: 80.77%, Max Drawdown: 0.69%
(60, 1, 2, 0, 0.5, 2.5, 3): Return: 3.21%, Hit Ratio: 76.34%, Max Drawdown: 0.36%
(100, 1, 1, 0.5, 0, 2.5, 3): Return: 3.21%, Hit Ratio: 72.73%, Max Drawdown: 1.24%
(100, 1, 1, 0.5, 0, 2.5, 3.5): Return: 3.21%, Hit Ratio: 72.73%, Max Drawdown: 1.24%
(100, 1.5, 1.5, 0.5, -0.5, 3.5, 3): Return: 3.21%, Hit Ratio: 69.77%, Max Drawdown: 0.52%
(100, 1.5, 1.5, 0.5, -0.5, 3.5, 3.5): Return: 3.21%, Hit Ratio: 69.77%, Max Drawdown: 0.52%
(30, 1.5, 1, -0.5, -0.5, 3.5, 3): Return: 3.2%, Hit Ratio: 83.1%, Max Drawdown: 0.74%
(30, 1.5, 1, 0.5, 0.5, 3.5, 3): Return: 3.2%, Hit Ratio: 69.39%, Max Drawdown: 0.33%
(60, 1, 1.5, 0, -0.5, 2.5, 3.5): Return: 3.2%, Hit Ratio: 78.57%, Max Drawdown: 0.74%
(100, 1, 1, -0.5, -0.5, 3.5, 3): Return: 3.2%, Hit Ratio: 85.71%, Max Drawdown: 1.25%
(100, 1, 1, -0.5, -0.5, 3.5, 3.5): Return: 3.2%, Hit Ratio: 85.71%, Max Drawdown: 1.25%
(30, 1, 1, -0.5, 0, 3, 2.5): Return: 3.19%, Hit Ratio: 75.51%, Max Drawdown: 0.69%
(30, 1, 2, 0, 0, 3, 2.5): Return: 3.19%, Hit Ratio: 70.11%, Max Drawdown: 0.69%
(60, 1, 1.5, 0, 0, 2.5, 3.5): Return: 3.18%, Hit Ratio: 78.41%, Max Drawdown: 0.35%
(100, 1.5, 2, -0.5, -0.5, 3.5, 2.5): Return: 3.18%, Hit Ratio: 75.0%, Max Drawdown: 0.74%
(100, 1.5, 2, 0, -0.5, 3.5, 3): Return: 3.18%, Hit Ratio: 75.76%, Max Drawdown: 0.75%
(100, 1.5, 2, 0, -0.5, 3.5, 3.5): Return: 3.18%, Hit Ratio: 75.76%, Max Drawdown: 0.75%
(30, 1, 1, -0.5, -0.5, 2.5, 3): Return: 3.17%, Hit Ratio: 77.27%, Max Drawdown: 0.74%
(30, 1.5, 1, 0.5, 0, 3.5, 2.5): Return: 3.17%, Hit Ratio: 67.74%, Max Drawdown: 0.33%
(60, 1, 2, -0.5, 0, 2.5, 3): Return: 3.17%, Hit Ratio: 81.01%, Max Drawdown: 0.69%
(100, 1.5, 1.5, 0.5, -0.5, 3, 3): Return: 3.17%, Hit Ratio: 69.05%, Max Drawdown: 0.56%
(100, 1.5, 1.5, 0.5, -0.5, 3, 3.5): Return: 3.17%, Hit Ratio: 69.05%, Max Drawdown: 0.56%
(30, 1, 1, -0.5, -0.5, 3, 3): Return: 3.16%, Hit Ratio: 82.14%, Max Drawdown: 0.74%
(30, 1.5, 1.5, -0.5, -0.5, 3, 3): Return: 3.16%, Hit Ratio: 82.35%, Max Drawdown: 0.74%
(60, 1.5, 1.5, 0, -0.5, 2.5, 2.5): Return: 3.16%, Hit Ratio: 77.78%, Max Drawdown: 0.74%
(60, 2, 2, 0, -0.5, 3, 3.5): Return: 3.16%, Hit Ratio: 69.57%, Max Drawdown: 0.74%
(60, 2, 2, 0, -0.5, 3.5, 3.5): Return: 3.16%, Hit Ratio: 69.57%, Max Drawdown: 0.74%
(100, 1, 1, -0.5, -0.5, 3, 3): Return: 3.16%, Hit Ratio: 85.51%, Max Drawdown: 1.25%
(100, 1, 1, -0.5, -0.5, 3, 3.5): Return: 3.16%, Hit Ratio: 85.51%, Max Drawdown: 1.25%
(30, 1.5, 1, 0.5, -0.5, 3, 3.5): Return: 3.15%, Hit Ratio: 67.39%, Max Drawdown: 0.35%
(30, 1.5, 1, 0.5, -0.5, 3.5, 3.5): Return: 3.15%, Hit Ratio: 67.39%, Max Drawdown: 0.35%
(60, 1, 1.5, 0.5, 0.5, 2.5, 2.5): Return: 3.15%, Hit Ratio: 77.55%, Max Drawdown: 0.38%
(60, 1.5, 1.5, -0.5, 0, 3, 2.5): Return: 3.15%, Hit Ratio: 70.21%, Max Drawdown: 0.69%
(60, 1.5, 1.5, -0.5, 0, 3.5, 2.5): Return: 3.15%, Hit Ratio: 70.21%, Max Drawdown: 0.69%
(100, 1, 1, -0.5, -0.5, 2.5, 3): Return: 3.15%, Hit Ratio: 81.69%, Max Drawdown: 1.25%
(100, 1, 1, -0.5, -0.5, 2.5, 3.5): Return: 3.15%, Hit Ratio: 81.69%, Max Drawdown: 1.25%
(30, 1, 2, -0.5, -0.5, 2.5, 3): Return: 3.14%, Hit Ratio: 75.64%, Max Drawdown: 0.74%
(100, 1.5, 1.5, -0.5, -0.5, 3.5, 2.5): Return: 3.14%, Hit Ratio: 74.19%, Max Drawdown: 0.75%
(30, 1, 1, 0, -0.5, 3.5, 2.5): Return: 3.13%, Hit Ratio: 72.45%, Max Drawdown: 0.69%
(30, 1, 1.5, 0, 0, 2.5, 2.5): Return: 3.13%, Hit Ratio: 67.74%, Max Drawdown: 0.69%
(30, 1, 2, -0.5, 0, 3, 3): Return: 3.13%, Hit Ratio: 73.81%, Max Drawdown: 0.69%
(60, 1.5, 1, 0, -0.5, 3, 3): Return: 3.13%, Hit Ratio: 78.26%, Max Drawdown: 1.25%
(60, 1.5, 1, 0, -0.5, 3.5, 3): Return: 3.13%, Hit Ratio: 78.26%, Max Drawdown: 1.25%
(100, 1.5, 1.5, 0, -0.5, 3.5, 3): Return: 3.13%, Hit Ratio: 77.78%, Max Drawdown: 0.75%
(100, 1.5, 1.5, 0, -0.5, 3.5, 3.5): Return: 3.13%, Hit Ratio: 77.78%, Max Drawdown: 0.75%
(100, 1.5, 2, -0.5, -0.5, 2.5, 2.5): Return: 3.13%, Hit Ratio: 67.86%, Max Drawdown: 0.75%
(100, 1.5, 2, -0.5, -0.5, 3, 2.5): Return: 3.13%, Hit Ratio: 74.07%, Max Drawdown: 0.75%
(100, 1.5, 2, 0, -0.5, 2.5, 3): Return: 3.13%, Hit Ratio: 75.0%, Max Drawdown: 0.75%
(100, 1.5, 2, 0, -0.5, 2.5, 3.5): Return: 3.13%, Hit Ratio: 75.0%, Max Drawdown: 0.75%
(100, 1.5, 2, 0, -0.5, 3, 3): Return: 3.13%, Hit Ratio: 75.0%, Max Drawdown: 0.75%
(100, 1.5, 2, 0, -0.5, 3, 3.5): Return: 3.13%, Hit Ratio: 75.0%, Max Drawdown: 0.75%
(100, 1.5, 2, 0.5, 0, 2.5, 3): Return: 3.13%, Hit Ratio: 68.42%, Max Drawdown: 0.57%
(100, 1.5, 2, 0.5, 0, 2.5, 3.5): Return: 3.13%, Hit Ratio: 68.42%, Max Drawdown: 0.57%
(30, 1, 1, -0.5, 0, 3.5, 3): Return: 3.12%, Hit Ratio: 76.77%, Max Drawdown: 0.68%
(30, 1, 1.5, 0.5, -0.5, 3.5, 3.5): Return: 3.12%, Hit Ratio: 68.32%, Max Drawdown: 0.35%
(30, 1, 2, -0.5, -0.5, 3, 3): Return: 3.12%, Hit Ratio: 79.73%, Max Drawdown: 0.74%
(30, 1.5, 1, 0.5, 0.5, 3.5, 2.5): Return: 3.12%, Hit Ratio: 69.39%, Max Drawdown: 0.33%
(30, 2, 2, 0.5, -0.5, 2.5, 3.5): Return: 3.12%, Hit Ratio: 73.08%, Max Drawdown: 0.57%
(60, 1, 2, 0, -0.5, 2.5, 3.5): Return: 3.12%, Hit Ratio: 76.83%, Max Drawdown: 0.74%
(30, 1, 1.5, 0, -0.5, 3, 2.5): Return: 3.11%, Hit Ratio: 68.54%, Max Drawdown: 0.69%
(60, 1.5, 1.5, -0.5, 0, 3, 3): Return: 3.11%, Hit Ratio: 68.09%, Max Drawdown: 0.69%
(60, 1.5, 1.5, -0.5, 0, 3.5, 3): Return: 3.11%, Hit Ratio: 68.09%, Max Drawdown: 0.69%
(30, 1, 1, -0.5, 0.5, 3, 2.5): Return: 3.1%, Hit Ratio: 72.97%, Max Drawdown: 0.69%
(30, 1, 1.5, -0.5, 0, 3.5, 2.5): Return: 3.1%, Hit Ratio: 73.33%, Max Drawdown: 0.69%
(30, 1.5, 1, 0.5, 0, 3, 3): Return: 3.1%, Hit Ratio: 67.74%, Max Drawdown: 0.33%
(30, 2, 2, 0.5, 0.5, 2.5, 2.5): Return: 3.1%, Hit Ratio: 85.71%, Max Drawdown: 0.24%
(60, 1, 1.5, 0.5, 0.5, 2.5, 3): Return: 3.1%, Hit Ratio: 77.78%, Max Drawdown: 0.36%
(60, 1, 2, 0, 0, 2.5, 3.5): Return: 3.1%, Hit Ratio: 77.91%, Max Drawdown: 0.35%
(60, 2, 2, 0, -0.5, 3, 3): Return: 3.1%, Hit Ratio: 68.18%, Max Drawdown: 0.74%
(60, 2, 2, 0, -0.5, 3.5, 3): Return: 3.1%, Hit Ratio: 68.18%, Max Drawdown: 0.74%
(100, 1, 1, -0.5, -0.5, 3.5, 2.5): Return: 3.1%, Hit Ratio: 84.51%, Max Drawdown: 1.25%
(100, 1.5, 1.5, -0.5, -0.5, 2.5, 2.5): Return: 3.1%, Hit Ratio: 67.74%, Max Drawdown: 0.75%
(100, 1.5, 1.5, -0.5, -0.5, 3, 2.5): Return: 3.1%, Hit Ratio: 73.33%, Max Drawdown: 0.75%
(100, 1.5, 1.5, 0.5, 0, 2.5, 3): Return: 3.1%, Hit Ratio: 68.29%, Max Drawdown: 0.56%
(100, 1.5, 1.5, 0.5, 0, 2.5, 3.5): Return: 3.1%, Hit Ratio: 68.29%, Max Drawdown: 0.56%
(30, 2, 2, 0.5, -0.5, 2.5, 2.5): Return: 3.09%, Hit Ratio: 76.19%, Max Drawdown: 0.24%
(30, 2, 2, 0.5, 0, 2.5, 2.5): Return: 3.09%, Hit Ratio: 76.19%, Max Drawdown: 0.24%
(30, 2, 2, 0.5, 0.5, 2.5, 3.5): Return: 3.09%, Hit Ratio: 80.77%, Max Drawdown: 0.56%
(60, 1, 1, 0, 0, 2.5, 2.5): Return: 3.09%, Hit Ratio: 76.34%, Max Drawdown: 1.22%
(100, 1, 1.5, 0, 0.5, 3.5, 2.5): Return: 3.09%, Hit Ratio: 71.74%, Max Drawdown: 0.69%
(100, 1.5, 2, 0.5, -0.5, 3.5, 2.5): Return: 3.09%, Hit Ratio: 69.23%, Max Drawdown: 0.39%
(60, 1, 1, 0, 0.5, 3, 2.5): Return: 3.08%, Hit Ratio: 73.58%, Max Drawdown: 1.24%
(60, 1, 1, 0, 0.5, 3.5, 2.5): Return: 3.08%, Hit Ratio: 73.58%, Max Drawdown: 1.24%
(60, 1.5, 2, 0, -0.5, 2.5, 2.5): Return: 3.08%, Hit Ratio: 73.68%, Max Drawdown: 0.74%
(100, 1, 1.5, 0, 0.5, 3.5, 3): Return: 3.08%, Hit Ratio: 70.97%, Max Drawdown: 0.69%
(100, 1, 1.5, 0, 0.5, 3.5, 3.5): Return: 3.08%, Hit Ratio: 70.97%, Max Drawdown: 0.69%
(100, 1.5, 1.5, 0, -0.5, 2.5, 3): Return: 3.08%, Hit Ratio: 74.29%, Max Drawdown: 0.75%
(100, 1.5, 1.5, 0, -0.5, 2.5, 3.5): Return: 3.08%, Hit Ratio: 74.29%, Max Drawdown: 0.75%
(100, 1.5, 1.5, 0, -0.5, 3, 3): Return: 3.08%, Hit Ratio: 77.14%, Max Drawdown: 0.75%
(100, 1.5, 1.5, 0, -0.5, 3, 3.5): Return: 3.08%, Hit Ratio: 77.14%, Max Drawdown: 0.75%
(30, 1, 1.5, -0.5, -0.5, 2.5, 3.5): Return: 3.07%, Hit Ratio: 74.39%, Max Drawdown: 0.74%
(30, 1.5, 1.5, -0.5, -0.5, 2.5, 3): Return: 3.07%, Hit Ratio: 77.36%, Max Drawdown: 0.74%
(30, 2, 2, 0.5, 0, 2.5, 3.5): Return: 3.07%, Hit Ratio: 73.08%, Max Drawdown: 0.57%
(60, 1, 1.5, -0.5, -0.5, 3, 3.5): Return: 3.07%, Hit Ratio: 84.06%, Max Drawdown: 0.74%
(60, 1, 1.5, -0.5, -0.5, 3.5, 3.5): Return: 3.07%, Hit Ratio: 84.06%, Max Drawdown: 0.74%
(60, 1, 2, 0.5, 0.5, 2.5, 2.5): Return: 3.07%, Hit Ratio: 76.34%, Max Drawdown: 0.38%
(30, 1, 1.5, -0.5, -0.5, 3, 3.5): Return: 3.06%, Hit Ratio: 79.22%, Max Drawdown: 0.74%
(60, 1, 1, 0.5, 0, 3, 2.5): Return: 3.06%, Hit Ratio: 71.7%, Max Drawdown: 1.24%
(60, 1, 1, 0.5, 0, 3.5, 2.5): Return: 3.06%, Hit Ratio: 71.7%, Max Drawdown: 1.24%
(100, 1, 2, 0, 0.5, 3.5, 2.5): Return: 3.06%, Hit Ratio: 72.22%, Max Drawdown: 0.69%
(30, 1, 1.5, 0, 0, 3, 3): Return: 3.05%, Hit Ratio: 71.74%, Max Drawdown: 0.69%
(60, 1, 1, 0, 0, 2.5, 3): Return: 3.05%, Hit Ratio: 76.6%, Max Drawdown: 1.22%
(60, 1, 1.5, 0.5, 0.5, 3, 3.5): Return: 3.05%, Hit Ratio: 77.0%, Max Drawdown: 0.35%
(60, 1, 1.5, 0.5, 0.5, 3.5, 3.5): Return: 3.05%, Hit Ratio: 77.0%, Max Drawdown: 0.35%
(100, 1, 1, -0.5, -0.5, 2.5, 2.5): Return: 3.05%, Hit Ratio: 80.56%, Max Drawdown: 1.25%
(100, 1, 1, -0.5, -0.5, 3, 2.5): Return: 3.05%, Hit Ratio: 84.29%, Max Drawdown: 1.25%
(100, 1, 2, 0, 0.5, 3.5, 3): Return: 3.05%, Hit Ratio: 71.43%, Max Drawdown: 0.69%
(100, 1, 2, 0, 0.5, 3.5, 3.5): Return: 3.05%, Hit Ratio: 71.43%, Max Drawdown: 0.69%
(100, 1.5, 1.5, 0.5, -0.5, 3.5, 2.5): Return: 3.05%, Hit Ratio: 69.05%, Max Drawdown: 0.39%
(100, 1.5, 2, 0.5, -0.5, 3, 2.5): Return: 3.05%, Hit Ratio: 68.42%, Max Drawdown: 0.39%
(30, 1.5, 1, -0.5, -0.5, 3, 3): Return: 3.04%, Hit Ratio: 83.1%, Max Drawdown: 0.74%
(30, 1.5, 1, 0.5, 0.5, 3, 3): Return: 3.04%, Hit Ratio: 69.39%, Max Drawdown: 0.33%
(60, 1, 1, 0, -0.5, 3, 3.5): Return: 3.04%, Hit Ratio: 78.65%, Max Drawdown: 1.24%
(60, 1, 1, 0, -0.5, 3.5, 3.5): Return: 3.04%, Hit Ratio: 78.65%, Max Drawdown: 1.24%
(100, 1, 1.5, 0, 0.5, 2.5, 2.5): Return: 3.04%, Hit Ratio: 71.74%, Max Drawdown: 0.69%
(100, 1, 1.5, 0, 0.5, 3, 2.5): Return: 3.04%, Hit Ratio: 71.43%, Max Drawdown: 0.69%
(30, 1, 2, 0, 0, 2.5, 2.5): Return: 3.03%, Hit Ratio: 67.42%, Max Drawdown: 0.69%
(60, 1, 1, 0, 0.5, 3, 3): Return: 3.03%, Hit Ratio: 73.58%, Max Drawdown: 1.25%
(60, 1, 1, 0, 0.5, 3.5, 3): Return: 3.03%, Hit Ratio: 73.58%, Max Drawdown: 1.25%
(60, 1, 1.5, 0.5, -0.5, 2.5, 3): Return: 3.03%, Hit Ratio: 71.88%, Max Drawdown: 0.36%
(100, 1, 1.5, 0, 0.5, 2.5, 3): Return: 3.03%, Hit Ratio: 70.97%, Max Drawdown: 0.69%
(100, 1, 1.5, 0, 0.5, 2.5, 3.5): Return: 3.03%, Hit Ratio: 70.97%, Max Drawdown: 0.69%
(100, 1, 1.5, 0, 0.5, 3, 3): Return: 3.03%, Hit Ratio: 70.65%, Max Drawdown: 0.69%
(100, 1, 1.5, 0, 0.5, 3, 3.5): Return: 3.03%, Hit Ratio: 70.65%, Max Drawdown: 0.69%
(30, 1, 1, -0.5, 0.5, 3.5, 3): Return: 3.02%, Hit Ratio: 72.57%, Max Drawdown: 0.68%
(30, 1, 1, 0, 0, 3, 2.5): Return: 3.02%, Hit Ratio: 73.27%, Max Drawdown: 0.69%
(30, 1, 1.5, -0.5, 0, 3, 3.5): Return: 3.02%, Hit Ratio: 73.86%, Max Drawdown: 0.69%
(60, 1, 1, 0.5, 0, 3, 3): Return: 3.02%, Hit Ratio: 71.7%, Max Drawdown: 1.24%
(60, 1, 1, 0.5, 0, 3.5, 3): Return: 3.02%, Hit Ratio: 71.7%, Max Drawdown: 1.24%
(60, 1, 2, 0.5, 0.5, 2.5, 3): Return: 3.02%, Hit Ratio: 76.6%, Max Drawdown: 0.36%
(100, 1, 1, 0, 0, 3.5, 2.5): Return: 3.02%, Hit Ratio: 81.18%, Max Drawdown: 1.25%
(100, 1, 1, 0.5, -0.5, 2.5, 2.5): Return: 3.02%, Hit Ratio: 70.71%, Max Drawdown: 1.24%
(100, 1, 1.5, -0.5, 0.5, 3.5, 3): Return: 3.02%, Hit Ratio: 71.59%, Max Drawdown: 0.69%
(100, 1, 1.5, -0.5, 0.5, 3.5, 3.5): Return: 3.02%, Hit Ratio: 71.59%, Max Drawdown: 0.69%
(100, 1, 2, 0, 0.5, 2.5, 2.5): Return: 3.02%, Hit Ratio: 72.22%, Max Drawdown: 0.69%
(100, 1, 2, 0, 0.5, 3, 2.5): Return: 3.02%, Hit Ratio: 71.91%, Max Drawdown: 0.69%
(100, 1.5, 2, 0.5, 0.5, 2.5, 2.5): Return: 3.02%, Hit Ratio: 70.27%, Max Drawdown: 0.38%
(30, 1, 1.5, -0.5, 0.5, 3.5, 2.5): Return: 3.01%, Hit Ratio: 69.7%, Max Drawdown: 0.69%
(100, 1, 2, 0, 0.5, 2.5, 3): Return: 3.01%, Hit Ratio: 71.43%, Max Drawdown: 0.69%
(100, 1, 2, 0, 0.5, 2.5, 3.5): Return: 3.01%, Hit Ratio: 71.43%, Max Drawdown: 0.69%
(100, 1, 2, 0, 0.5, 3, 3): Return: 3.01%, Hit Ratio: 71.11%, Max Drawdown: 0.69%
(100, 1, 2, 0, 0.5, 3, 3.5): Return: 3.01%, Hit Ratio: 71.11%, Max Drawdown: 0.69%
(30, 1, 1.5, -0.5, 0.5, 3, 2.5): Return: 3.0%, Hit Ratio: 69.07%, Max Drawdown: 0.69%
(30, 1, 1.5, 0.5, 0, 3.5, 3.5): Return: 3.0%, Hit Ratio: 68.63%, Max Drawdown: 0.35%
(30, 1, 2, -0.5, 0, 3.5, 2.5): Return: 3.0%, Hit Ratio: 72.94%, Max Drawdown: 0.69%
(30, 1.5, 1, 0.5, -0.5, 3, 2.5): Return: 3.0%, Hit Ratio: 66.3%, Max Drawdown: 0.33%
(60, 2, 2, 0, 0, 3, 3.5): Return: 3.0%, Hit Ratio: 75.0%, Max Drawdown: 0.56%
(60, 2, 2, 0, 0, 3.5, 3.5): Return: 3.0%, Hit Ratio: 75.0%, Max Drawdown: 0.56%
(100, 1.5, 1.5, 0.5, -0.5, 3, 2.5): Return: 3.0%, Hit Ratio: 68.29%, Max Drawdown: 0.39%
(100, 1.5, 2, 0, 0, 3.5, 2.5): Return: 3.0%, Hit Ratio: 76.47%, Max Drawdown: 0.69%
(100, 1.5, 2, 0.5, 0, 2.5, 2.5): Return: 3.0%, Hit Ratio: 67.57%, Max Drawdown: 0.39%
(30, 1, 2, 0.5, -0.5, 3.5, 3.5): Return: 2.99%, Hit Ratio: 69.39%, Max Drawdown: 0.35%
(60, 1, 2, -0.5, 0, 3, 3.5): Return: 2.99%, Hit Ratio: 79.75%, Max Drawdown: 0.69%
(60, 1, 2, -0.5, 0, 3.5, 3.5): Return: 2.99%, Hit Ratio: 79.75%, Max Drawdown: 0.69%
(100, 1, 2, -0.5, 0.5, 3.5, 3): Return: 2.99%, Hit Ratio: 72.09%, Max Drawdown: 0.69%
(100, 1, 2, -0.5, 0.5, 3.5, 3.5): Return: 2.99%, Hit Ratio: 72.09%, Max Drawdown: 0.69%
