(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(30, 2, 2, -0.5, 0.5, 3, 3.5): Return: 1.8%, Hit Ratio: 81.48%, Max Drawdown: 0.69%
(30, 2, 2, 0, 0, 2.5, 3.5): Return: 1.8%, Hit Ratio: 80.0%, Max Drawdown: 0.69%
(60, 1.5, 1, 0, 0.5, 2.5, 3): Return: 1.8%, Hit Ratio: 72.5%, Max Drawdown: 1.22%
(60, 1.5, 1, 0.5, 0.5, 3, 3.5): Return: 1.8%, Hit Ratio: 73.49%, Max Drawdown: 1.25%
(60, 1.5, 1, 0.5, 0.5, 3.5, 3.5): Return: 1.8%, Hit Ratio: 73.49%, Max Drawdown: 1.25%
(60, 2, 1.5, 0.5, 0, 3, 3): Return: 1.8%, Hit Ratio: 67.5%, Max Drawdown: 0.54%
(60, 2, 1.5, 0.5, 0, 3.5, 3): Return: 1.8%, Hit Ratio: 67.5%, Max Drawdown: 0.54%
(30, 1.5, 1, -0.5, 0, 3, 2.5): Return: 1.79%, Hit Ratio: 72.84%, Max Drawdown: 0.69%
(30, 2, 1, 0.5, -0.5, 2.5, 3): Return: 1.79%, Hit Ratio: 65.48%, Max Drawdown: 0.34%
(100, 1, 1, -0.5, 0.5, 2.5, 2.5): Return: 1.79%, Hit Ratio: 72.16%, Max Drawdown: 1.26%
(100, 1, 1, -0.5, 0.5, 3, 2.5): Return: 1.79%, Hit Ratio: 72.63%, Max Drawdown: 1.26%
(100, 2, 1, 0.5, -0.5, 2.5, 2.5): Return: 1.79%, Hit Ratio: 68.33%, Max Drawdown: 1.25%
(30, 1.5, 1.5, -0.5, 0, 2.5, 2.5): Return: 1.78%, Hit Ratio: 60.71%, Max Drawdown: 0.69%
(30, 1.5, 2, -0.5, 0.5, 3.5, 3.5): Return: 1.78%, Hit Ratio: 71.7%, Max Drawdown: 0.69%
(60, 2, 1, 0, 0, 3, 3.5): Return: 1.78%, Hit Ratio: 72.86%, Max Drawdown: 1.26%
(60, 2, 1, 0, 0, 3.5, 3.5): Return: 1.78%, Hit Ratio: 72.86%, Max Drawdown: 1.26%
(30, 1.5, 2, -0.5, 0, 3, 2.5): Return: 1.77%, Hit Ratio: 68.18%, Max Drawdown: 0.69%
(30, 2, 2, -0.5, 0, 2.5, 3.5): Return: 1.77%, Hit Ratio: 76.0%, Max Drawdown: 0.69%
(60, 2, 1.5, 0.5, 0.5, 3, 2.5): Return: 1.77%, Hit Ratio: 74.36%, Max Drawdown: 0.33%
(60, 2, 1.5, 0.5, 0.5, 3.5, 2.5): Return: 1.77%, Hit Ratio: 74.36%, Max Drawdown: 0.33%
(100, 1.5, 1, 0.5, 0.5, 2.5, 2.5): Return: 1.77%, Hit Ratio: 67.14%, Max Drawdown: 1.26%
(100, 2, 2, 0.5, -0.5, 2.5, 2.5): Return: 1.77%, Hit Ratio: 70.0%, Max Drawdown: 0.5%
(30, 1.5, 1, 0, 0.5, 3.5, 2.5): Return: 1.76%, Hit Ratio: 69.47%, Max Drawdown: 0.69%
(30, 1.5, 1.5, 0, 0.5, 3.5, 3.5): Return: 1.76%, Hit Ratio: 68.18%, Max Drawdown: 0.69%
(30, 2, 1.5, 0, -0.5, 2.5, 2.5): Return: 1.76%, Hit Ratio: 69.05%, Max Drawdown: 0.69%
(30, 2, 1.5, 0, -0.5, 3, 2.5): Return: 1.76%, Hit Ratio: 70.73%, Max Drawdown: 0.69%
(60, 2, 1.5, 0.5, -0.5, 3, 2.5): Return: 1.76%, Hit Ratio: 65.79%, Max Drawdown: 0.33%
(60, 2, 1.5, 0.5, -0.5, 3.5, 2.5): Return: 1.76%, Hit Ratio: 65.79%, Max Drawdown: 0.33%
(60, 2, 1.5, 0.5, 0, 3, 2.5): Return: 1.76%, Hit Ratio: 68.42%, Max Drawdown: 0.33%
(60, 2, 1.5, 0.5, 0, 3.5, 2.5): Return: 1.76%, Hit Ratio: 68.42%, Max Drawdown: 0.33%
(30, 1.5, 2, 0, -0.5, 2.5, 3.5): Return: 1.75%, Hit Ratio: 65.96%, Max Drawdown: 0.69%
(30, 2, 1.5, 0.5, 0.5, 3.5, 3.5): Return: 1.75%, Hit Ratio: 74.0%, Max Drawdown: 0.48%
(60, 1.5, 1, -0.5, -0.5, 2.5, 3): Return: 1.75%, Hit Ratio: 78.33%, Max Drawdown: 1.47%
(60, 2, 1.5, 0, 0, 2.5, 3): Return: 1.75%, Hit Ratio: 72.97%, Max Drawdown: 0.54%
(100, 1, 1, 0, 0.5, 3.5, 3): Return: 1.75%, Hit Ratio: 70.0%, Max Drawdown: 1.26%
(100, 1, 1, 0, 0.5, 3.5, 3.5): Return: 1.75%, Hit Ratio: 70.0%, Max Drawdown: 1.26%
(30, 1.5, 1.5, 0, 0, 3.5, 3.5): Return: 1.74%, Hit Ratio: 67.21%, Max Drawdown: 0.69%
(30, 2, 1, -0.5, 0, 3.5, 3): Return: 1.74%, Hit Ratio: 75.34%, Max Drawdown: 0.69%
(30, 2, 1.5, 0.5, 0, 3.5, 3.5): Return: 1.74%, Hit Ratio: 65.31%, Max Drawdown: 0.49%
(100, 2, 1, 0.5, 0.5, 2.5, 3): Return: 1.74%, Hit Ratio: 67.65%, Max Drawdown: 1.26%
(100, 2, 1, 0.5, 0.5, 2.5, 3.5): Return: 1.74%, Hit Ratio: 67.65%, Max Drawdown: 1.26%
(100, 2, 2, 0, -0.5, 3.5, 3): Return: 1.74%, Hit Ratio: 83.33%, Max Drawdown: 0.76%
(100, 2, 2, 0, -0.5, 3.5, 3.5): Return: 1.74%, Hit Ratio: 83.33%, Max Drawdown: 0.76%
(30, 1.5, 1, -0.5, 0, 2.5, 3.5): Return: 1.73%, Hit Ratio: 70.59%, Max Drawdown: 0.69%
(30, 2, 1.5, 0, 0, 2.5, 2.5): Return: 1.73%, Hit Ratio: 66.67%, Max Drawdown: 0.69%
(30, 2, 1.5, 0, 0, 3, 2.5): Return: 1.73%, Hit Ratio: 68.29%, Max Drawdown: 0.69%
(60, 1.5, 1.5, 0.5, 0.5, 2.5, 3.5): Return: 1.73%, Hit Ratio: 70.37%, Max Drawdown: 0.35%
(60, 2, 1.5, -0.5, 0, 2.5, 3): Return: 1.73%, Hit Ratio: 71.43%, Max Drawdown: 0.54%
(60, 2, 1.5, -0.5, 0.5, 3, 3): Return: 1.73%, Hit Ratio: 74.36%, Max Drawdown: 0.54%
(60, 2, 1.5, -0.5, 0.5, 3.5, 3): Return: 1.73%, Hit Ratio: 74.36%, Max Drawdown: 0.54%
(60, 2, 2, 0, 0, 2.5, 3.5): Return: 1.73%, Hit Ratio: 73.91%, Max Drawdown: 0.56%
(100, 1.5, 1, 0.5, 0.5, 2.5, 3): Return: 1.73%, Hit Ratio: 66.2%, Max Drawdown: 1.26%
(100, 1.5, 1, 0.5, 0.5, 2.5, 3.5): Return: 1.73%, Hit Ratio: 66.2%, Max Drawdown: 1.26%
(30, 1, 1.5, 0, -0.5, 3.5, 3.5): Return: 1.72%, Hit Ratio: 70.45%, Max Drawdown: 0.69%
(30, 1.5, 2, 0, -0.5, 3.5, 3): Return: 1.72%, Hit Ratio: 72.34%, Max Drawdown: 0.68%
(60, 1.5, 1, -0.5, 0, 2.5, 2.5): Return: 1.72%, Hit Ratio: 72.86%, Max Drawdown: 1.32%
(60, 1.5, 1, 0, -0.5, 2.5, 3.5): Return: 1.72%, Hit Ratio: 76.81%, Max Drawdown: 1.22%
(60, 1.5, 1.5, 0.5, 0, 2.5, 3.5): Return: 1.72%, Hit Ratio: 67.92%, Max Drawdown: 0.35%
(30, 2, 1, -0.5, 0.5, 3.5, 3): Return: 1.71%, Hit Ratio: 73.56%, Max Drawdown: 0.69%
(60, 1, 1, -0.5, 0.5, 3, 2.5): Return: 1.71%, Hit Ratio: 74.76%, Max Drawdown: 1.26%
(60, 1, 1, -0.5, 0.5, 3.5, 2.5): Return: 1.71%, Hit Ratio: 74.76%, Max Drawdown: 1.26%
(60, 2, 2, -0.5, 0, 2.5, 3.5): Return: 1.71%, Hit Ratio: 82.61%, Max Drawdown: 0.56%
(100, 1, 1, 0, 0.5, 2.5, 3): Return: 1.71%, Hit Ratio: 69.31%, Max Drawdown: 1.26%
(100, 1, 1, 0, 0.5, 2.5, 3.5): Return: 1.71%, Hit Ratio: 69.31%, Max Drawdown: 1.26%
(100, 1, 1, 0, 0.5, 3, 3): Return: 1.71%, Hit Ratio: 69.7%, Max Drawdown: 1.26%
(100, 1, 1, 0, 0.5, 3, 3.5): Return: 1.71%, Hit Ratio: 69.7%, Max Drawdown: 1.26%
(100, 2, 2, -0.5, -0.5, 3.5, 3): Return: 1.71%, Hit Ratio: 83.33%, Max Drawdown: 0.76%
(100, 2, 2, -0.5, -0.5, 3.5, 3.5): Return: 1.71%, Hit Ratio: 83.33%, Max Drawdown: 0.76%
(30, 1.5, 1, -0.5, 0.5, 3, 2.5): Return: 1.7%, Hit Ratio: 70.21%, Max Drawdown: 0.69%
(30, 1.5, 1.5, 0, 0, 3, 2.5): Return: 1.7%, Hit Ratio: 63.16%, Max Drawdown: 0.69%
(30, 2, 1.5, -0.5, 0, 2.5, 2.5): Return: 1.7%, Hit Ratio: 65.0%, Max Drawdown: 0.69%
(30, 2, 1.5, -0.5, 0, 3, 2.5): Return: 1.7%, Hit Ratio: 69.23%, Max Drawdown: 0.69%
(60, 1.5, 1.5, -0.5, 0, 2.5, 3.5): Return: 1.7%, Hit Ratio: 68.75%, Max Drawdown: 0.69%
(60, 2, 1, 0, 0, 3, 3): Return: 1.7%, Hit Ratio: 71.43%, Max Drawdown: 1.26%
(60, 2, 1, 0, 0, 3.5, 3): Return: 1.7%, Hit Ratio: 71.43%, Max Drawdown: 1.26%
(60, 2, 1.5, -0.5, 0.5, 3, 2.5): Return: 1.7%, Hit Ratio: 75.68%, Max Drawdown: 0.25%
(60, 2, 1.5, -0.5, 0.5, 3.5, 2.5): Return: 1.7%, Hit Ratio: 75.68%, Max Drawdown: 0.25%
(60, 2, 1.5, 0, -0.5, 2.5, 2.5): Return: 1.7%, Hit Ratio: 78.12%, Max Drawdown: 0.75%
(60, 2, 1.5, 0, 0, 2.5, 2.5): Return: 1.7%, Hit Ratio: 73.53%, Max Drawdown: 0.25%
(100, 1, 1, -0.5, 0.5, 3.5, 3): Return: 1.7%, Hit Ratio: 71.88%, Max Drawdown: 1.26%
(100, 1, 1, -0.5, 0.5, 3.5, 3.5): Return: 1.7%, Hit Ratio: 71.88%, Max Drawdown: 1.26%
(30, 1.5, 1, 0, 0, 2.5, 3): Return: 1.69%, Hit Ratio: 67.82%, Max Drawdown: 0.69%
(100, 2, 1, 0.5, 0.5, 2.5, 2.5): Return: 1.69%, Hit Ratio: 68.18%, Max Drawdown: 1.26%
(100, 2, 2, 0, -0.5, 2.5, 3): Return: 1.69%, Hit Ratio: 81.82%, Max Drawdown: 0.76%
(100, 2, 2, 0, -0.5, 2.5, 3.5): Return: 1.69%, Hit Ratio: 81.82%, Max Drawdown: 0.76%
(100, 2, 2, 0, -0.5, 3, 3): Return: 1.69%, Hit Ratio: 81.82%, Max Drawdown: 0.76%
(100, 2, 2, 0, -0.5, 3, 3.5): Return: 1.69%, Hit Ratio: 81.82%, Max Drawdown: 0.76%
(30, 1.5, 1.5, 0, -0.5, 3, 2.5): Return: 1.68%, Hit Ratio: 64.91%, Max Drawdown: 0.69%
(30, 1.5, 2, -0.5, 0.5, 2.5, 3): Return: 1.68%, Hit Ratio: 70.0%, Max Drawdown: 0.69%
(60, 1.5, 1, -0.5, 0, 2.5, 3): Return: 1.68%, Hit Ratio: 71.83%, Max Drawdown: 1.33%
(60, 1.5, 1, 0.5, 0, 2.5, 2.5): Return: 1.68%, Hit Ratio: 67.5%, Max Drawdown: 1.22%
(60, 2, 1.5, -0.5, -0.5, 2.5, 2.5): Return: 1.68%, Hit Ratio: 75.86%, Max Drawdown: 0.75%
(30, 1.5, 1, 0, -0.5, 3.5, 2.5): Return: 1.67%, Hit Ratio: 69.14%, Max Drawdown: 0.69%
(60, 2, 1.5, -0.5, 0, 2.5, 2.5): Return: 1.67%, Hit Ratio: 71.88%, Max Drawdown: 0.25%
(100, 2, 1.5, 0.5, -0.5, 2.5, 2.5): Return: 1.67%, Hit Ratio: 69.23%, Max Drawdown: 0.5%
(100, 2, 2, -0.5, -0.5, 2.5, 3): Return: 1.67%, Hit Ratio: 81.82%, Max Drawdown: 0.76%
(100, 2, 2, -0.5, -0.5, 2.5, 3.5): Return: 1.67%, Hit Ratio: 81.82%, Max Drawdown: 0.76%
(100, 2, 2, -0.5, -0.5, 3, 3): Return: 1.67%, Hit Ratio: 81.82%, Max Drawdown: 0.76%
(100, 2, 2, -0.5, -0.5, 3, 3.5): Return: 1.67%, Hit Ratio: 81.82%, Max Drawdown: 0.76%
(60, 1, 1, -0.5, 0.5, 3, 3): Return: 1.66%, Hit Ratio: 74.76%, Max Drawdown: 1.26%
(60, 1, 1, -0.5, 0.5, 3.5, 3): Return: 1.66%, Hit Ratio: 74.76%, Max Drawdown: 1.26%
(60, 2, 1, 0, 0, 3, 2.5): Return: 1.66%, Hit Ratio: 72.06%, Max Drawdown: 1.26%
(60, 2, 1, 0, 0, 3.5, 2.5): Return: 1.66%, Hit Ratio: 72.06%, Max Drawdown: 1.26%
(30, 1.5, 1, 0, -0.5, 2.5, 3): Return: 1.65%, Hit Ratio: 67.07%, Max Drawdown: 0.69%
(30, 1.5, 1.5, 0, 0.5, 2.5, 3): Return: 1.65%, Hit Ratio: 65.62%, Max Drawdown: 0.69%
(30, 2, 2, 0, 0.5, 2.5, 3): Return: 1.65%, Hit Ratio: 87.5%, Max Drawdown: 0.69%
(60, 1.5, 1, 0.5, 0, 2.5, 3): Return: 1.65%, Hit Ratio: 66.67%, Max Drawdown: 1.22%
(60, 1.5, 2, 0.5, 0.5, 2.5, 3.5): Return: 1.65%, Hit Ratio: 66.67%, Max Drawdown: 0.35%
(100, 1, 1, -0.5, 0.5, 2.5, 3): Return: 1.65%, Hit Ratio: 71.13%, Max Drawdown: 1.26%
(100, 1, 1, -0.5, 0.5, 2.5, 3.5): Return: 1.65%, Hit Ratio: 71.13%, Max Drawdown: 1.26%
(100, 1, 1, -0.5, 0.5, 3, 3): Return: 1.65%, Hit Ratio: 71.58%, Max Drawdown: 1.26%
(100, 1, 1, -0.5, 0.5, 3, 3.5): Return: 1.65%, Hit Ratio: 71.58%, Max Drawdown: 1.26%
(30, 1.5, 1, 0, 0.5, 2.5, 3): Return: 1.64%, Hit Ratio: 69.07%, Max Drawdown: 0.69%
(30, 1.5, 1.5, -0.5, 0.5, 2.5, 3.5): Return: 1.64%, Hit Ratio: 67.69%, Max Drawdown: 0.69%
(30, 2, 1.5, 0, 0.5, 2.5, 3.5): Return: 1.64%, Hit Ratio: 75.51%, Max Drawdown: 0.69%
(60, 1, 1, 0.5, -0.5, 2.5, 2.5): Return: 1.64%, Hit Ratio: 67.31%, Max Drawdown: 1.22%
(60, 1.5, 1, 0.5, 0.5, 2.5, 2.5): Return: 1.64%, Hit Ratio: 73.17%, Max Drawdown: 1.22%
(60, 2, 1, 0, -0.5, 3, 3.5): Return: 1.64%, Hit Ratio: 79.37%, Max Drawdown: 1.26%
(60, 2, 1, 0, -0.5, 3.5, 3.5): Return: 1.64%, Hit Ratio: 79.37%, Max Drawdown: 1.26%
(60, 2, 2, 0, 0, 2.5, 3): Return: 1.64%, Hit Ratio: 76.19%, Max Drawdown: 0.56%
(100, 2, 2, 0, 0.5, 3.5, 3): Return: 1.64%, Hit Ratio: 78.57%, Max Drawdown: 0.69%
(100, 2, 2, 0, 0.5, 3.5, 3.5): Return: 1.64%, Hit Ratio: 78.57%, Max Drawdown: 0.69%
(30, 1.5, 1, -0.5, 0.5, 2.5, 3.5): Return: 1.63%, Hit Ratio: 69.39%, Max Drawdown: 0.69%
(30, 1.5, 2, 0, 0, 2.5, 3.5): Return: 1.63%, Hit Ratio: 64.58%, Max Drawdown: 0.69%
(60, 1.5, 2, 0.5, 0, 2.5, 3.5): Return: 1.63%, Hit Ratio: 64.44%, Max Drawdown: 0.35%
(60, 2, 2, -0.5, 0, 2.5, 3): Return: 1.63%, Hit Ratio: 80.95%, Max Drawdown: 0.56%
(100, 2, 1.5, 0, -0.5, 3.5, 3): Return: 1.63%, Hit Ratio: 81.48%, Max Drawdown: 0.76%
(100, 2, 1.5, 0, -0.5, 3.5, 3.5): Return: 1.63%, Hit Ratio: 81.48%, Max Drawdown: 0.76%
(30, 1.5, 1.5, -0.5, 0, 3.5, 2.5): Return: 1.62%, Hit Ratio: 68.97%, Max Drawdown: 0.69%
(30, 2, 1.5, -0.5, 0.5, 2.5, 3.5): Return: 1.62%, Hit Ratio: 73.47%, Max Drawdown: 0.69%
(30, 2, 2, -0.5, 0.5, 2.5, 3): Return: 1.62%, Hit Ratio: 87.5%, Max Drawdown: 0.69%
(60, 1.5, 2, -0.5, 0, 2.5, 3.5): Return: 1.62%, Hit Ratio: 68.29%, Max Drawdown: 0.69%
(100, 2, 1, 0.5, -0.5, 2.5, 3): Return: 1.62%, Hit Ratio: 68.85%, Max Drawdown: 1.26%
(100, 2, 1, 0.5, -0.5, 2.5, 3.5): Return: 1.62%, Hit Ratio: 68.85%, Max Drawdown: 1.26%
(100, 2, 2, -0.5, 0.5, 3.5, 3): Return: 1.62%, Hit Ratio: 78.57%, Max Drawdown: 0.69%
(100, 2, 2, -0.5, 0.5, 3.5, 3.5): Return: 1.62%, Hit Ratio: 78.57%, Max Drawdown: 0.69%
(30, 1.5, 2, -0.5, 0, 2.5, 2.5): Return: 1.61%, Hit Ratio: 61.36%, Max Drawdown: 0.69%
(30, 2, 1, 0.5, 0, 2.5, 3): Return: 1.61%, Hit Ratio: 67.06%, Max Drawdown: 0.34%
(100, 1.5, 1, 0.5, -0.5, 2.5, 3): Return: 1.61%, Hit Ratio: 65.67%, Max Drawdown: 1.26%
(100, 1.5, 1, 0.5, -0.5, 2.5, 3.5): Return: 1.61%, Hit Ratio: 65.67%, Max Drawdown: 1.26%
(30, 2, 2, 0.5, -0.5, 3.5, 3.5): Return: 1.6%, Hit Ratio: 75.86%, Max Drawdown: 0.53%
(100, 2, 2, 0, 0.5, 2.5, 3): Return: 1.6%, Hit Ratio: 75.0%, Max Drawdown: 0.69%
(100, 2, 2, 0, 0.5, 2.5, 3.5): Return: 1.6%, Hit Ratio: 75.0%, Max Drawdown: 0.69%
(100, 2, 2, 0, 0.5, 3, 3): Return: 1.6%, Hit Ratio: 76.92%, Max Drawdown: 0.69%
(100, 2, 2, 0, 0.5, 3, 3.5): Return: 1.6%, Hit Ratio: 76.92%, Max Drawdown: 0.69%
(100, 2, 2, 0, 0.5, 3.5, 2.5): Return: 1.6%, Hit Ratio: 83.33%, Max Drawdown: 0.69%
(30, 1, 2, 0, -0.5, 3.5, 3.5): Return: 1.59%, Hit Ratio: 70.24%, Max Drawdown: 0.69%
(30, 1.5, 2, 0, 0.5, 3.5, 3.5): Return: 1.59%, Hit Ratio: 69.81%, Max Drawdown: 0.69%
(30, 2, 1, -0.5, 0, 3, 3): Return: 1.59%, Hit Ratio: 75.34%, Max Drawdown: 0.69%
(30, 2, 1, 0.5, -0.5, 2.5, 3.5): Return: 1.59%, Hit Ratio: 64.71%, Max Drawdown: 0.5%
(60, 1.5, 1, 0.5, 0.5, 2.5, 3): Return: 1.59%, Hit Ratio: 72.29%, Max Drawdown: 1.22%
(60, 2, 2, 0, -0.5, 2.5, 2.5): Return: 1.59%, Hit Ratio: 66.67%, Max Drawdown: 0.75%
(60, 2, 2, 0, 0, 2.5, 2.5): Return: 1.59%, Hit Ratio: 75.0%, Max Drawdown: 0.25%
(100, 2, 1.5, 0, -0.5, 2.5, 3): Return: 1.59%, Hit Ratio: 76.92%, Max Drawdown: 0.76%
(100, 2, 1.5, 0, -0.5, 2.5, 3.5): Return: 1.59%, Hit Ratio: 76.92%, Max Drawdown: 0.76%
(100, 2, 1.5, 0, -0.5, 3, 3): Return: 1.59%, Hit Ratio: 80.77%, Max Drawdown: 0.76%
(100, 2, 1.5, 0, -0.5, 3, 3.5): Return: 1.59%, Hit Ratio: 80.77%, Max Drawdown: 0.76%
(100, 2, 2, 0, 0, 3.5, 2.5): Return: 1.59%, Hit Ratio: 81.82%, Max Drawdown: 0.69%
(30, 1.5, 1.5, -0.5, 0.5, 3.5, 2.5): Return: 1.58%, Hit Ratio: 69.23%, Max Drawdown: 0.69%
(60, 1.5, 1, 0.5, -0.5, 2.5, 3): Return: 1.58%, Hit Ratio: 67.5%, Max Drawdown: 1.22%
(60, 2, 2, -0.5, -0.5, 2.5, 2.5): Return: 1.58%, Hit Ratio: 80.0%, Max Drawdown: 0.75%
(100, 2, 2, -0.5, 0.5, 2.5, 3): Return: 1.58%, Hit Ratio: 75.0%, Max Drawdown: 0.69%
(100, 2, 2, -0.5, 0.5, 2.5, 3.5): Return: 1.58%, Hit Ratio: 75.0%, Max Drawdown: 0.69%
(100, 2, 2, -0.5, 0.5, 3, 3): Return: 1.58%, Hit Ratio: 76.92%, Max Drawdown: 0.69%
(100, 2, 2, -0.5, 0.5, 3, 3.5): Return: 1.58%, Hit Ratio: 76.92%, Max Drawdown: 0.69%
(100, 2, 2, -0.5, 0.5, 3.5, 2.5): Return: 1.58%, Hit Ratio: 83.33%, Max Drawdown: 0.69%
(30, 1.5, 2, 0, 0, 3.5, 3.5): Return: 1.57%, Hit Ratio: 69.39%, Max Drawdown: 0.69%
(60, 1, 1, -0.5, -0.5, 2.5, 3.5): Return: 1.57%, Hit Ratio: 81.58%, Max Drawdown: 1.22%
(60, 2, 2, -0.5, 0, 2.5, 2.5): Return: 1.57%, Hit Ratio: 81.25%, Max Drawdown: 0.25%
(100, 2, 2, -0.5, 0, 3.5, 2.5): Return: 1.57%, Hit Ratio: 81.82%, Max Drawdown: 0.69%
(30, 1.5, 1, 0, 0, 3, 2.5): Return: 1.56%, Hit Ratio: 69.05%, Max Drawdown: 0.69%
(30, 1.5, 1.5, 0, -0.5, 3.5, 3.5): Return: 1.56%, Hit Ratio: 70.0%, Max Drawdown: 0.69%
(30, 2, 1, 0.5, -0.5, 2.5, 2.5): Return: 1.56%, Hit Ratio: 64.2%, Max Drawdown: 0.34%
(30, 2, 2, 0.5, 0.5, 3.5, 3.5): Return: 1.56%, Hit Ratio: 82.76%, Max Drawdown: 0.52%
(100, 2, 2, 0, 0.5, 2.5, 2.5): Return: 1.56%, Hit Ratio: 80.0%, Max Drawdown: 0.69%
(100, 2, 2, 0, 0.5, 3, 2.5): Return: 1.56%, Hit Ratio: 81.82%, Max Drawdown: 0.69%
(30, 1.5, 1.5, -0.5, 0.5, 3, 2.5): Return: 1.55%, Hit Ratio: 67.74%, Max Drawdown: 0.69%
(30, 2, 1, -0.5, 0.5, 3, 3): Return: 1.55%, Hit Ratio: 73.56%, Max Drawdown: 0.69%
(30, 2, 1, 0, 0, 3.5, 3): Return: 1.55%, Hit Ratio: 72.37%, Max Drawdown: 0.69%
(30, 2, 1, 0.5, 0.5, 2.5, 3): Return: 1.55%, Hit Ratio: 70.33%, Max Drawdown: 0.35%
(30, 2, 2, 0.5, 0, 3.5, 3.5): Return: 1.55%, Hit Ratio: 75.86%, Max Drawdown: 0.52%
(100, 2, 1.5, 0, 0.5, 3.5, 3): Return: 1.55%, Hit Ratio: 76.67%, Max Drawdown: 0.69%
(100, 2, 1.5, 0, 0.5, 3.5, 3.5): Return: 1.55%, Hit Ratio: 76.67%, Max Drawdown: 0.69%
(100, 2, 2, 0, 0, 2.5, 2.5): Return: 1.55%, Hit Ratio: 80.0%, Max Drawdown: 0.69%
(100, 2, 2, 0, 0, 3, 2.5): Return: 1.55%, Hit Ratio: 80.0%, Max Drawdown: 0.69%
(30, 1.5, 1.5, 0, 0, 2.5, 2.5): Return: 1.54%, Hit Ratio: 58.62%, Max Drawdown: 0.69%
(60, 2, 1, 0, -0.5, 3, 2.5): Return: 1.54%, Hit Ratio: 73.44%, Max Drawdown: 1.25%
(60, 2, 1, 0, -0.5, 3.5, 2.5): Return: 1.54%, Hit Ratio: 73.44%, Max Drawdown: 1.25%
(100, 2, 2, -0.5, 0.5, 2.5, 2.5): Return: 1.54%, Hit Ratio: 80.0%, Max Drawdown: 0.69%
(100, 2, 2, -0.5, 0.5, 3, 2.5): Return: 1.54%, Hit Ratio: 81.82%, Max Drawdown: 0.69%
(30, 1.5, 2, 0, 0, 3, 2.5): Return: 1.53%, Hit Ratio: 64.44%, Max Drawdown: 0.69%
(30, 2, 2, 0, -0.5, 2.5, 2.5): Return: 1.53%, Hit Ratio: 75.0%, Max Drawdown: 0.69%
(30, 2, 2, 0, 0, 2.5, 2.5): Return: 1.53%, Hit Ratio: 75.0%, Max Drawdown: 0.69%
(30, 2, 2, 0, 0, 3, 2.5): Return: 1.53%, Hit Ratio: 71.43%, Max Drawdown: 0.69%
(100, 2, 1.5, -0.5, 0.5, 3.5, 3): Return: 1.53%, Hit Ratio: 75.86%, Max Drawdown: 0.69%
(100, 2, 1.5, -0.5, 0.5, 3.5, 3.5): Return: 1.53%, Hit Ratio: 75.86%, Max Drawdown: 0.69%
(100, 2, 2, -0.5, 0, 2.5, 2.5): Return: 1.53%, Hit Ratio: 80.0%, Max Drawdown: 0.69%
(100, 2, 2, -0.5, 0, 3, 2.5): Return: 1.53%, Hit Ratio: 80.0%, Max Drawdown: 0.69%
(30, 1.5, 1.5, 0, -0.5, 2.5, 2.5): Return: 1.52%, Hit Ratio: 60.34%, Max Drawdown: 0.69%
(30, 2, 2, 0, -0.5, 3, 2.5): Return: 1.52%, Hit Ratio: 71.43%, Max Drawdown: 0.69%
(30, 1.5, 1, 0, 0.5, 3, 2.5): Return: 1.51%, Hit Ratio: 69.15%, Max Drawdown: 0.69%
(30, 2, 1, 0, 0.5, 3.5, 3): Return: 1.51%, Hit Ratio: 72.41%, Max Drawdown: 0.69%
(30, 2, 2, -0.5, 0, 2.5, 2.5): Return: 1.51%, Hit Ratio: 70.0%, Max Drawdown: 0.69%
(100, 2, 1.5, 0, 0, 3.5, 2.5): Return: 1.51%, Hit Ratio: 76.92%, Max Drawdown: 0.69%
(100, 2, 1.5, 0, 0.5, 2.5, 3): Return: 1.51%, Hit Ratio: 72.41%, Max Drawdown: 0.69%
(100, 2, 1.5, 0, 0.5, 2.5, 3.5): Return: 1.51%, Hit Ratio: 72.41%, Max Drawdown: 0.69%
(100, 2, 1.5, 0, 0.5, 3, 3): Return: 1.51%, Hit Ratio: 75.86%, Max Drawdown: 0.69%
(100, 2, 1.5, 0, 0.5, 3, 3.5): Return: 1.51%, Hit Ratio: 75.86%, Max Drawdown: 0.69%
(100, 2, 1.5, 0, 0.5, 3.5, 2.5): Return: 1.51%, Hit Ratio: 78.57%, Max Drawdown: 0.69%
(30, 2, 2, -0.5, 0, 3, 2.5): Return: 1.5%, Hit Ratio: 71.43%, Max Drawdown: 0.69%
(60, 1.5, 1, -0.5, -0.5, 3, 3.5): Return: 1.5%, Hit Ratio: 79.31%, Max Drawdown: 1.26%
(60, 1.5, 1, -0.5, -0.5, 3.5, 3.5): Return: 1.5%, Hit Ratio: 79.31%, Max Drawdown: 1.26%
(60, 1.5, 1.5, -0.5, 0.5, 3, 3.5): Return: 1.5%, Hit Ratio: 68.63%, Max Drawdown: 0.69%
(60, 1.5, 1.5, -0.5, 0.5, 3.5, 3.5): Return: 1.5%, Hit Ratio: 68.63%, Max Drawdown: 0.69%
(30, 1.5, 1, 0, 0, 2.5, 3.5): Return: 1.49%, Hit Ratio: 67.05%, Max Drawdown: 0.69%
(60, 1, 1, 0.5, -0.5, 2.5, 3.5): Return: 1.49%, Hit Ratio: 69.23%, Max Drawdown: 1.21%
