(Lookback, Entry, Exit, Stop-loss)
Best HPs: (100, 0.9, 0.4, 2.4), Return: 6.15%, Hit Ratio: 72.84%, Max Drawdown: 0.3%
(100, 0.9, 0.4, 2.4): Return: 6.15%, Hit Ratio: 72.84%, Max Drawdown: 0.3%
(100, 1.0, 0.4, 2.4): Return: 6.15%, Hit Ratio: 74.03%, Max Drawdown: 0.3%
(100, 0.9, 0.5, 2.4): Return: 6.14%, Hit Ratio: 73.49%, Max Drawdown: 0.3%
(100, 0.9, 0.6, 2.4): Return: 6.14%, Hit Ratio: 71.43%, Max Drawdown: 0.3%
(100, 1.0, 0.5, 2.4): Return: 6.14%, Hit Ratio: 74.36%, Max Drawdown: 0.3%
(100, 1.0, 0.6, 2.4): Return: 6.13%, Hit Ratio: 72.15%, Max Drawdown: 0.3%
(100, 0.8, 0.4, 2.4): Return: 6.12%, Hit Ratio: 71.11%, Max Drawdown: 0.3%
(100, 0.8, 0.5, 2.4): Return: 6.11%, Hit Ratio: 72.04%, Max Drawdown: 0.3%
(100, 0.8, 0.6, 2.4): Return: 6.1%, Hit Ratio: 68.75%, Max Drawdown: 0.3%
(100, 1.1, 0.4, 2.4): Return: 5.95%, Hit Ratio: 70.59%, Max Drawdown: 0.36%
(100, 1.1, 0.5, 2.4): Return: 5.94%, Hit Ratio: 71.01%, Max Drawdown: 0.36%
(100, 1.1, 0.6, 2.4): Return: 5.93%, Hit Ratio: 70.0%, Max Drawdown: 0.36%
(110, 0.9, 0.6, 2.5): Return: 5.78%, Hit Ratio: 71.43%, Max Drawdown: 0.3%
(110, 0.9, 0.6, 2.6): Return: 5.78%, Hit Ratio: 72.29%, Max Drawdown: 0.3%
(110, 0.9, 0.6, 2.7): Return: 5.78%, Hit Ratio: 73.17%, Max Drawdown: 0.3%
(105, 1.0, 0.4, 2.5): Return: 5.76%, Hit Ratio: 74.67%, Max Drawdown: 0.3%
(105, 1.0, 0.4, 2.6): Return: 5.76%, Hit Ratio: 74.67%, Max Drawdown: 0.3%
(105, 1.0, 0.4, 2.7): Return: 5.76%, Hit Ratio: 74.67%, Max Drawdown: 0.3%
(100, 0.9, 0.4, 2.5): Return: 5.76%, Hit Ratio: 72.5%, Max Drawdown: 0.3%
(100, 0.9, 0.4, 2.6): Return: 5.76%, Hit Ratio: 73.42%, Max Drawdown: 0.3%
(100, 0.9, 0.4, 2.7): Return: 5.76%, Hit Ratio: 73.42%, Max Drawdown: 0.3%
(100, 0.9, 0.7, 2.4): Return: 5.76%, Hit Ratio: 71.59%, Max Drawdown: 0.3%
(100, 1.0, 0.4, 2.5): Return: 5.76%, Hit Ratio: 73.68%, Max Drawdown: 0.3%
(100, 1.0, 0.4, 2.6): Return: 5.76%, Hit Ratio: 73.68%, Max Drawdown: 0.3%
(100, 1.0, 0.4, 2.7): Return: 5.76%, Hit Ratio: 73.68%, Max Drawdown: 0.3%
(100, 1.0, 0.7, 2.4): Return: 5.76%, Hit Ratio: 71.95%, Max Drawdown: 0.3%
(105, 1.0, 0.4, 2.5): Return: 5.76%, Hit Ratio: 74.67%, Max Drawdown: 0.3%
(105, 1.0, 0.4, 2.6): Return: 5.76%, Hit Ratio: 74.67%, Max Drawdown: 0.3%
(105, 1.0, 0.4, 2.7): Return: 5.76%, Hit Ratio: 74.67%, Max Drawdown: 0.3%
(110, 0.9, 0.5, 2.6): Return: 5.76%, Hit Ratio: 72.84%, Max Drawdown: 0.3%
(110, 0.9, 0.5, 2.7): Return: 5.76%, Hit Ratio: 73.75%, Max Drawdown: 0.3%
(90, 1.0, 0.5, 2.4): Return: 5.75%, Hit Ratio: 75.0%, Max Drawdown: 0.3%
(90, 1.0, 0.5, 2.5): Return: 5.75%, Hit Ratio: 73.75%, Max Drawdown: 0.3%
(90, 1.0, 0.5, 2.6): Return: 5.75%, Hit Ratio: 73.75%, Max Drawdown: 0.3%
(90, 1.0, 0.5, 2.7): Return: 5.75%, Hit Ratio: 74.68%, Max Drawdown: 0.3%
(105, 0.8, 0.6, 2.5): Return: 5.75%, Hit Ratio: 69.47%, Max Drawdown: 0.3%
(105, 0.8, 0.6, 2.6): Return: 5.75%, Hit Ratio: 70.21%, Max Drawdown: 0.3%
(105, 0.8, 0.6, 2.7): Return: 5.75%, Hit Ratio: 70.21%, Max Drawdown: 0.3%
(105, 0.9, 0.6, 2.5): Return: 5.75%, Hit Ratio: 71.26%, Max Drawdown: 0.3%
(105, 0.9, 0.6, 2.6): Return: 5.75%, Hit Ratio: 72.09%, Max Drawdown: 0.3%
(105, 0.9, 0.6, 2.7): Return: 5.75%, Hit Ratio: 72.09%, Max Drawdown: 0.3%
(105, 1.0, 0.5, 2.5): Return: 5.75%, Hit Ratio: 74.67%, Max Drawdown: 0.3%
(105, 1.0, 0.5, 2.6): Return: 5.75%, Hit Ratio: 74.67%, Max Drawdown: 0.3%
(105, 1.0, 0.5, 2.7): Return: 5.75%, Hit Ratio: 74.67%, Max Drawdown: 0.3%
(100, 0.9, 0.5, 2.5): Return: 5.75%, Hit Ratio: 73.17%, Max Drawdown: 0.3%
(100, 0.9, 0.5, 2.6): Return: 5.75%, Hit Ratio: 74.07%, Max Drawdown: 0.3%
(100, 0.9, 0.5, 2.7): Return: 5.75%, Hit Ratio: 74.07%, Max Drawdown: 0.3%
(100, 0.9, 0.6, 2.5): Return: 5.75%, Hit Ratio: 71.08%, Max Drawdown: 0.3%
(100, 0.9, 0.6, 2.6): Return: 5.75%, Hit Ratio: 71.95%, Max Drawdown: 0.3%
(100, 0.9, 0.6, 2.7): Return: 5.75%, Hit Ratio: 71.95%, Max Drawdown: 0.3%
(100, 1.0, 0.5, 2.5): Return: 5.75%, Hit Ratio: 74.03%, Max Drawdown: 0.3%
(100, 1.0, 0.5, 2.6): Return: 5.75%, Hit Ratio: 74.03%, Max Drawdown: 0.3%
(100, 1.0, 0.5, 2.7): Return: 5.75%, Hit Ratio: 74.03%, Max Drawdown: 0.3%
(105, 0.8, 0.6, 2.5): Return: 5.75%, Hit Ratio: 69.47%, Max Drawdown: 0.3%
(105, 0.8, 0.6, 2.6): Return: 5.75%, Hit Ratio: 70.21%, Max Drawdown: 0.3%
(105, 0.8, 0.6, 2.7): Return: 5.75%, Hit Ratio: 70.21%, Max Drawdown: 0.3%
(105, 0.9, 0.6, 2.5): Return: 5.75%, Hit Ratio: 71.26%, Max Drawdown: 0.3%
(105, 0.9, 0.6, 2.6): Return: 5.75%, Hit Ratio: 72.09%, Max Drawdown: 0.3%
(105, 0.9, 0.6, 2.7): Return: 5.75%, Hit Ratio: 72.09%, Max Drawdown: 0.3%
(105, 1.0, 0.5, 2.5): Return: 5.75%, Hit Ratio: 74.67%, Max Drawdown: 0.3%
(105, 1.0, 0.5, 2.6): Return: 5.75%, Hit Ratio: 74.67%, Max Drawdown: 0.3%
(105, 1.0, 0.5, 2.7): Return: 5.75%, Hit Ratio: 74.67%, Max Drawdown: 0.3%
(110, 0.8, 0.6, 2.5): Return: 5.75%, Hit Ratio: 69.89%, Max Drawdown: 0.3%
(110, 0.8, 0.6, 2.6): Return: 5.75%, Hit Ratio: 70.65%, Max Drawdown: 0.3%
(110, 0.8, 0.6, 2.7): Return: 5.75%, Hit Ratio: 71.43%, Max Drawdown: 0.3%
(110, 0.9, 0.5, 2.5): Return: 5.75%, Hit Ratio: 71.95%, Max Drawdown: 0.3%
