(Lookback, Entry, Exit, Stop-loss)
Best HPs: (20, 1.8, 0.4, 2.3), Return: 0.11%, Hit Ratio: 66.67%, Max Drawdown: 0.02%
(20, 1.8, 0.4, 2.3): Return: 0.11%, Hit Ratio: 66.67%, Max Drawdown: 0.02%
(20, 1.8, 0.4, 2.4): Return: 0.11%, Hit Ratio: 62.5%, Max Drawdown: 0.02%
(40, 1.8, 0.3, 2.4): Return: 0.11%, Hit Ratio: 71.43%, Max Drawdown: 0.02%
(40, 1.8, 0.3, 2.6): Return: 0.11%, Hit Ratio: 70.59%, Max Drawdown: 0.02%
(40, 1.8, 0.3, 2.7): Return: 0.11%, Hit Ratio: 70.59%, Max Drawdown: 0.02%
(20, 1.8, 0.3, 2.3): Return: 0.1%, Hit Ratio: 66.67%, Max Drawdown: 0.02%
(20, 1.8, 0.3, 2.4): Return: 0.1%, Hit Ratio: 62.5%, Max Drawdown: 0.02%
(35, 1.8, 0.3, 2.3): Return: 0.1%, Hit Ratio: 72.22%, Max Drawdown: 0.01%
(35, 1.8, 0.3, 2.4): Return: 0.1%, Hit Ratio: 68.42%, Max Drawdown: 0.01%
(35, 1.8, 0.3, 2.5): Return: 0.1%, Hit Ratio: 70.0%, Max Drawdown: 0.01%
(35, 1.8, 0.3, 2.6): Return: 0.1%, Hit Ratio: 71.43%, Max Drawdown: 0.01%
(35, 1.8, 0.4, 2.3): Return: 0.1%, Hit Ratio: 72.22%, Max Drawdown: 0.01%
(35, 1.8, 0.5, 2.3): Return: 0.1%, Hit Ratio: 72.22%, Max Drawdown: 0.01%
(35, 1.9, 0.3, 2.3): Return: 0.1%, Hit Ratio: 80.0%, Max Drawdown: 0.01%
(35, 1.9, 0.3, 2.5): Return: 0.1%, Hit Ratio: 76.47%, Max Drawdown: 0.01%
(35, 1.9, 0.3, 2.6): Return: 0.1%, Hit Ratio: 77.78%, Max Drawdown: 0.01%
(35, 1.9, 0.4, 2.3): Return: 0.1%, Hit Ratio: 80.0%, Max Drawdown: 0.01%
(35, 1.9, 0.5, 2.3): Return: 0.1%, Hit Ratio: 80.0%, Max Drawdown: 0.01%
(30, 1.8, 0.4, 2.7): Return: 0.1%, Hit Ratio: 60.87%, Max Drawdown: 0.02%
(30, 1.8, 0.5, 2.5): Return: 0.1%, Hit Ratio: 66.67%, Max Drawdown: 0.01%
(30, 1.8, 0.5, 2.6): Return: 0.1%, Hit Ratio: 65.0%, Max Drawdown: 0.01%
(30, 1.8, 0.5, 2.7): Return: 0.1%, Hit Ratio: 60.87%, Max Drawdown: 0.02%
(35, 1.8, 0.3, 2.3): Return: 0.1%, Hit Ratio: 72.22%, Max Drawdown: 0.01%
(35, 1.8, 0.3, 2.4): Return: 0.1%, Hit Ratio: 68.42%, Max Drawdown: 0.01%
(35, 1.8, 0.3, 2.5): Return: 0.1%, Hit Ratio: 70.0%, Max Drawdown: 0.01%
(35, 1.8, 0.3, 2.6): Return: 0.1%, Hit Ratio: 71.43%, Max Drawdown: 0.01%
(35, 1.8, 0.4, 2.3): Return: 0.1%, Hit Ratio: 72.22%, Max Drawdown: 0.01%
(35, 1.8, 0.5, 2.3): Return: 0.1%, Hit Ratio: 72.22%, Max Drawdown: 0.01%
(35, 1.9, 0.3, 2.3): Return: 0.1%, Hit Ratio: 80.0%, Max Drawdown: 0.01%
(35, 1.9, 0.3, 2.5): Return: 0.1%, Hit Ratio: 76.47%, Max Drawdown: 0.01%
(35, 1.9, 0.3, 2.6): Return: 0.1%, Hit Ratio: 77.78%, Max Drawdown: 0.01%
(35, 1.9, 0.4, 2.3): Return: 0.1%, Hit Ratio: 80.0%, Max Drawdown: 0.01%
(35, 1.9, 0.5, 2.3): Return: 0.1%, Hit Ratio: 80.0%, Max Drawdown: 0.01%
(40, 1.8, 0.3, 2.5): Return: 0.1%, Hit Ratio: 66.67%, Max Drawdown: 0.02%
(20, 1.8, 0.4, 2.5): Return: 0.09%, Hit Ratio: 61.54%, Max Drawdown: 0.02%
(20, 1.8, 0.4, 2.6): Return: 0.09%, Hit Ratio: 61.54%, Max Drawdown: 0.02%
(20, 1.8, 0.5, 2.3): Return: 0.09%, Hit Ratio: 61.9%, Max Drawdown: 0.02%
