(Lookback, Entry, Exit, Stop-loss)
Best HPs: (60, 1.5, -0.5, 2.5), Return: 0.53%, Hit Ratio: 60.42%, Max Drawdown: 0.1%
(60, 1.5, -0.5, 2.5): Return: 0.53%, Hit Ratio: 60.42%, Max Drawdown: 0.1%
(60, 1.5, -0.6, 2.5): Return: 0.48%, Hit Ratio: 57.45%, Max Drawdown: 0.14%
(60, 1.5, -0.5, 2.6): Return: 0.48%, Hit Ratio: 62.5%, Max Drawdown: 0.1%
(60, 1.5, -0.5, 2.3): Return: 0.47%, Hit Ratio: 57.45%, Max Drawdown: 0.1%
(60, 1.5, -0.5, 2.4): Return: 0.47%, Hit Ratio: 57.45%, Max Drawdown: 0.1%
(60, 1.5, -0.5, 2.7): Return: 0.47%, Hit Ratio: 61.22%, Max Drawdown: 0.1%
(70, 1.5, -0.6, 2.3): Return: 0.47%, Hit Ratio: 54.9%, Max Drawdown: 0.13%
(70, 1.5, -0.6, 2.5): Return: 0.47%, Hit Ratio: 58.82%, Max Drawdown: 0.13%
(70, 1.5, -0.5, 2.3): Return: 0.47%, Hit Ratio: 55.77%, Max Drawdown: 0.11%
(70, 1.5, -0.5, 2.5): Return: 0.47%, Hit Ratio: 59.62%, Max Drawdown: 0.11%
(70, 1.5, -0.6, 2.4): Return: 0.46%, Hit Ratio: 56.25%, Max Drawdown: 0.13%
(70, 1.5, -0.5, 2.4): Return: 0.46%, Hit Ratio: 57.14%, Max Drawdown: 0.11%
(60, 1.4, -0.5, 2.5): Return: 0.45%, Hit Ratio: 59.32%, Max Drawdown: 0.11%
(60, 1.5, -0.6, 2.4): Return: 0.44%, Hit Ratio: 54.35%, Max Drawdown: 0.14%
(70, 1.5, -0.6, 2.6): Return: 0.44%, Hit Ratio: 59.62%, Max Drawdown: 0.13%
(70, 1.6, -0.6, 2.3): Return: 0.44%, Hit Ratio: 51.22%, Max Drawdown: 0.13%
(70, 1.6, -0.6, 2.5): Return: 0.44%, Hit Ratio: 56.1%, Max Drawdown: 0.13%
(65, 1.5, -0.6, 2.5): Return: 0.43%, Hit Ratio: 52.17%, Max Drawdown: 0.15%
(65, 1.5, -0.5, 2.5): Return: 0.43%, Hit Ratio: 55.32%, Max Drawdown: 0.11%
(65, 1.6, -0.5, 2.5): Return: 0.43%, Hit Ratio: 53.85%, Max Drawdown: 0.1%
(60, 1.4, -0.5, 2.4): Return: 0.43%, Hit Ratio: 57.63%, Max Drawdown: 0.11%
(60, 1.5, -0.6, 2.7): Return: 0.43%, Hit Ratio: 57.45%, Max Drawdown: 0.12%
(65, 1.5, -0.6, 2.5): Return: 0.43%, Hit Ratio: 52.17%, Max Drawdown: 0.15%
(65, 1.5, -0.5, 2.5): Return: 0.43%, Hit Ratio: 55.32%, Max Drawdown: 0.11%
(65, 1.6, -0.5, 2.5): Return: 0.43%, Hit Ratio: 53.85%, Max Drawdown: 0.1%
(70, 1.5, -0.5, 2.6): Return: 0.43%, Hit Ratio: 60.38%, Max Drawdown: 0.13%
(70, 1.6, -0.6, 2.4): Return: 0.43%, Hit Ratio: 52.63%, Max Drawdown: 0.13%
(70, 1.6, -0.5, 2.3): Return: 0.43%, Hit Ratio: 51.22%, Max Drawdown: 0.11%
(70, 1.6, -0.5, 2.5): Return: 0.43%, Hit Ratio: 56.1%, Max Drawdown: 0.11%
(65, 1.5, -0.5, 2.3): Return: 0.42%, Hit Ratio: 53.06%, Max Drawdown: 0.11%
(65, 1.5, -0.5, 2.4): Return: 0.42%, Hit Ratio: 52.17%, Max Drawdown: 0.11%
(65, 1.6, -0.6, 2.5): Return: 0.42%, Hit Ratio: 51.28%, Max Drawdown: 0.13%
(60, 1.4, -0.5, 2.3): Return: 0.42%, Hit Ratio: 57.63%, Max Drawdown: 0.12%
(60, 1.5, -0.6, 2.3): Return: 0.42%, Hit Ratio: 54.35%, Max Drawdown: 0.14%
(60, 1.5, -0.6, 2.6): Return: 0.42%, Hit Ratio: 57.45%, Max Drawdown: 0.15%
(65, 1.5, -0.5, 2.3): Return: 0.42%, Hit Ratio: 53.06%, Max Drawdown: 0.11%
(65, 1.5, -0.5, 2.4): Return: 0.42%, Hit Ratio: 52.17%, Max Drawdown: 0.11%
