,date,avg_bid_non_us_before,avg_ask_non_us_before,avg_bid_non_us_at,avg_ask_non_us_at,avg_bid_us_before,avg_ask_us_before,avg_bid_us_at,avg_ask_us_at
253,2016-11-22,110.635,110.63799999999999,110.706,110.71,110.93700000000001,110.94,110.935,110.93700000000001
254,2016-11-23,110.99700000000001,111.00299999999999,111.01100000000001,111.016,112.277,112.279,112.33,112.33200000000001
255,2016-11-24,112.569,112.573,112.516,112.51899999999999,113.191,113.193,113.194,113.198
256,2016-11-25,113.271,113.275,113.255,113.259,112.78299999999999,112.787,112.821,112.824
257,2016-11-28,112.62100000000001,112.626,112.65299999999999,112.65899999999999,112.605,112.60700000000001,112.625,112.62799999999999
258,2016-11-29,111.682,111.68700000000001,111.71700000000001,111.72,112.971,112.973,112.958,112.96
259,2016-11-30,112.47,112.47399999999999,112.5,112.50399999999999,113.398,113.40100000000001,113.41,113.412
260,2016-12-01,114.677,114.682,114.662,114.667,114.568,114.571,114.546,114.54899999999999
261,2016-12-02,113.915,113.919,113.881,113.885,113.604,113.60600000000001,113.662,113.664
262,2016-12-05,113.531,113.536,113.495,113.501,114.238,114.241,114.24600000000001,114.24799999999999
263,2016-12-06,113.865,113.87,113.867,113.87200000000001,114.03299999999999,114.035,114.0,114.00299999999999
264,2016-12-07,114.044,114.04700000000001,114.09100000000001,114.095,114.00200000000001,114.00399999999999,114.0,114.00200000000001
