,date,avg_bid_non_us_before,avg_ask_non_us_before,avg_bid_non_us_at,avg_ask_non_us_at,avg_bid_us_before,avg_ask_us_before,avg_bid_us_at,avg_ask_us_at
60,2015-06-26,7.751510000000001,7.75157,7.7515,7.7515600000000004,7.75272,7.752789999999999,7.75272,7.752789999999999
61,2015-06-29,7.752739999999999,7.75283,7.752730000000001,7.75283,7.752330000000001,7.7524,7.7523100000000005,7.75236
62,2015-06-30,7.752210000000001,7.752260000000001,7.7522,7.752260000000001,7.75232,7.7524,7.75232,7.752389999999999
63,2015-07-01,7.75217,7.752269999999999,7.75217,7.752269999999999,7.7516,7.751639999999999,7.7516,7.751639999999999
64,2015-07-02,7.752110000000001,7.75213,7.75212,7.75214,7.7514199999999995,7.751469999999999,7.7514199999999995,7.751469999999999
65,2015-07-03,7.75192,7.751939999999999,7.75192,7.751939999999999,7.752560000000001,7.752610000000001,7.75259,7.75265
66,2015-07-06,7.75247,7.75252,7.75247,7.75253,7.75321,7.753260000000001,7.7532,7.75325
67,2015-07-07,7.752999999999999,7.75303,7.752999999999999,7.753019999999999,7.7554,7.7554300000000005,7.755510000000001,7.75558
68,2015-07-08,7.7550300000000005,7.75506,7.755,7.7550300000000005,7.753019999999999,7.7530600000000005,7.752999999999999,7.7530399999999995
69,2015-07-09,7.75315,7.75317,7.75315,7.75316,7.75197,7.75201,7.751930000000001,7.75197
70,2015-07-10,7.75197,7.752000000000001,7.75197,7.752000000000001,7.75122,7.75126,7.75122,7.75127
71,2015-07-13,7.751589999999999,7.75162,7.751589999999999,7.75162,7.75167,7.75172,7.75168,7.75173
72,2015-07-14,7.75167,7.7517,7.75168,7.751710000000001,7.75113,7.75117,7.75115,7.7512
73,2015-07-15,7.7515600000000004,7.751589999999999,7.751589999999999,7.75162,7.750769999999999,7.75082,7.750769999999999,7.75082
74,2015-07-16,7.750789999999999,7.75082,7.750789999999999,7.75082,7.75103,7.7510699999999995,7.75103,7.7510699999999995
75,2015-07-17,7.75087,7.7509,7.75087,7.750889999999999,7.75051,7.75055,7.75051,7.75055
76,2015-07-20,7.7504100000000005,7.750439999999999,7.750380000000001,7.7504100000000005,7.751060000000001,7.7511,7.75105,7.75109
77,2015-07-21,7.75104,7.751060000000001,7.75105,7.7510699999999995,7.75055,7.7506,7.750539999999999,7.750589999999999
78,2015-07-22,7.750610000000001,7.75064,7.750610000000001,7.75064,7.7507600000000005,7.750789999999999,7.750769999999999,7.7508
79,2015-07-23,7.75045,7.7504800000000005,7.750439999999999,7.75047,7.75121,7.75125,7.75122,7.75125
80,2015-07-24,7.750839999999999,7.75087,7.75085,7.75088,7.75133,7.75138,7.75133,7.75138
81,2015-07-27,7.75102,7.75104,7.75104,7.751060000000001,7.7508300000000006,7.75088,7.75082,7.750889999999999
82,2015-07-28,7.75068,7.7507,7.75068,7.7507,7.75104,7.7510699999999995,7.751060000000001,7.75109
83,2015-07-29,7.75093,7.750960000000001,7.75093,7.750960000000001,7.75122,7.75127,7.75122,7.75127
84,2015-07-30,7.7507600000000005,7.750789999999999,7.7507600000000005,7.750789999999999,7.751930000000001,7.75197,7.751930000000001,7.75197
85,2015-07-31,7.75213,7.75214,7.75212,7.75214,7.75288,7.75293,7.75288,7.75293
86,2015-08-03,7.75197,7.752039999999999,7.75197,7.752039999999999,7.753260000000001,7.75329,7.753260000000001,7.75329
87,2015-08-04,7.752860000000001,7.75288,7.75285,7.75288,7.75333,7.753369999999999,7.75333,7.753369999999999
88,2015-08-05,7.753939999999999,7.75397,7.75393,7.75396,7.75237,7.75242,7.75237,7.75242
89,2015-08-06,7.7518899999999995,7.751930000000001,7.75188,7.75195,7.7511,7.75115,7.751119999999999,7.7511600000000005
90,2015-08-07,7.75137,7.75139,7.75135,7.75138,7.75219,7.75224,7.75219,7.75224
91,2015-08-10,7.752389999999999,7.75242,7.752389999999999,7.75242,7.75272,7.75275,7.75272,7.75275
92,2015-08-11,7.75287,7.752960000000001,7.75312,7.753310000000001,7.7587600000000005,7.7588,7.75873,7.758769999999999
93,2015-08-12,7.76186,7.763719999999999,7.76203,7.76341,7.755789999999999,7.7558,7.755789999999999,7.7558
94,2015-08-13,7.754239999999999,7.7546,7.754239999999999,7.7546,7.753369999999999,7.7534,7.753369999999999,7.7534
95,2015-08-14,7.75263,7.75265,7.75263,7.75265,7.75587,7.755910000000001,7.75592,7.75597
96,2015-08-17,7.75673,7.75696,7.75674,7.75696,7.754639999999999,7.754689999999999,7.754639999999999,7.754689999999999
97,2015-08-18,7.75392,7.754,7.753889999999999,7.75398,7.7543,7.75435,7.7543,7.75435
98,2015-08-19,7.75396,7.754010000000001,7.75404,7.7541199999999995,7.752389999999999,7.752460000000001,7.752389999999999,7.752460000000001
99,2015-08-20,7.75248,7.75254,7.75248,7.75254,7.752330000000001,7.75236,7.75236,7.75237
100,2015-08-21,7.75157,7.75167,7.751580000000001,7.751689999999999,7.75167,7.751689999999999,7.75167,7.751689999999999
101,2015-08-24,7.752689999999999,7.752789999999999,7.75275,7.75281,7.75299,7.75328,7.752999999999999,7.7533199999999995
102,2015-08-25,7.75097,7.75105,7.75088,7.75103,7.75143,7.75145,7.75143,7.75145
103,2015-08-26,7.75098,7.75109,7.75098,7.75109,7.750939999999999,7.751289999999999,7.751,7.751339999999999
104,2015-08-27,7.75131,7.75139,7.75131,7.75139,7.75052,7.75057,7.7505,7.75055
105,2015-08-28,7.75047,7.75057,7.7504800000000005,7.750560000000001,7.75005,7.7500800000000005,7.75005,7.7500800000000005
106,2015-08-31,7.75005,7.750089999999999,7.75005,7.750089999999999,7.750539999999999,7.7506,7.750539999999999,7.750589999999999
107,2015-09-01,7.75005,7.7500800000000005,7.75005,7.75007,7.75006,7.7500800000000005,7.75006,7.7500800000000005
108,2015-09-02,7.7500100000000005,7.75007,7.7500100000000005,7.75007,7.750030000000001,7.75006,7.750030000000001,7.75006
109,2015-09-03,7.75005,7.75013,7.75005,7.75013,7.7502,7.75024,7.750210000000001,7.75025
110,2015-09-04,7.75034,7.7504,7.75035,7.750430000000001,7.750030000000001,7.75007,7.750030000000001,7.75007
111,2015-09-07,7.750139999999999,7.75018,7.750139999999999,7.75018,7.75,7.75007,7.75,7.75007
112,2015-09-08,7.7500100000000005,7.75007,7.75,7.75007,7.75113,7.75121,7.7511399999999995,7.75121
113,2015-09-09,7.75109,7.7511399999999995,7.7510699999999995,7.75113,7.7512,7.751239999999999,7.751189999999999,7.7512300000000005
114,2015-09-10,7.75103,7.7511,7.75103,7.75109,7.75006,7.75011,7.75006,7.75011
115,2015-09-11,7.75,7.75007,7.75,7.75007,7.75007,7.7500800000000005,7.75007,7.7500800000000005
116,2015-09-14,7.75005,7.7501,7.75005,7.7501,7.75005,7.7500800000000005,7.75005,7.7500800000000005
117,2015-09-15,7.75002,7.7501,7.75002,7.7501,7.75006,7.75011,7.75006,7.75011
118,2015-09-16,7.75005,7.75011,7.75005,7.7501,7.75023,7.75025,7.75023,7.75025
119,2015-09-17,7.7502699999999995,7.75035,7.7502699999999995,7.75035,7.75033,7.75035,7.75033,7.75035
120,2015-09-18,7.7500800000000005,7.75016,7.7500800000000005,7.75016,7.75006,7.7501,7.75006,7.750089999999999
121,2015-09-21,7.75,7.750089999999999,7.75,7.750089999999999,7.75005,7.7501,7.75006,7.75011
122,2015-09-22,7.75005,7.75007,7.75005,7.75007,7.75006,7.7500800000000005,7.75006,7.7500800000000005
123,2015-09-23,7.7500100000000005,7.750089999999999,7.7500100000000005,7.750089999999999,7.75005,7.7500800000000005,7.75006,7.7500800000000005
124,2015-09-24,7.750039999999999,7.7500800000000005,7.750039999999999,7.7500800000000005,7.75085,7.7509,7.75085,7.750889999999999
125,2015-09-25,7.75011,7.75018,7.75011,7.75018,7.7502,7.75024,7.750210000000001,7.750260000000001
126,2015-09-28,7.75035,7.75045,7.75035,7.75045,7.7503899999999994,7.7504100000000005,7.75029,7.75033
127,2015-09-29,7.75015,7.75023,7.750139999999999,7.7502,7.75006,7.7501,7.75006,7.7501
128,2015-09-30,7.7500100000000005,7.7500800000000005,7.75002,7.7500800000000005,7.75005,7.750089999999999,7.75005,7.7501
129,2015-10-01,7.750039999999999,7.75013,7.750039999999999,7.75013,7.750030000000001,7.7500800000000005,7.750030000000001,7.7500800000000005
130,2015-10-02,7.75002,7.7500800000000005,7.75002,7.75007,7.7503899999999994,7.7504100000000005,7.7503899999999994,7.75042
131,2015-10-05,7.75005,7.7500800000000005,7.75005,7.7500800000000005,7.75045,7.750489999999999,7.7504800000000005,7.7505
132,2015-10-06,7.75,7.75006,7.75,7.75006,7.75015,7.750189999999999,7.75015,7.750189999999999
133,2015-10-07,7.7500100000000005,7.7500800000000005,7.7500100000000005,7.7500800000000005,7.750139999999999,7.75018,7.750139999999999,7.75018
134,2015-10-08,7.750039999999999,7.7500800000000005,7.750039999999999,7.7500800000000005,7.75006,7.750089999999999,7.75006,7.750089999999999
135,2015-10-09,7.75002,7.7500800000000005,7.75002,7.75007,7.750139999999999,7.75016,7.750139999999999,7.75016
136,2015-10-12,7.7501,7.75018,7.7501,7.75018,7.75005,7.75007,7.750039999999999,7.75007
137,2015-10-13,7.7500100000000005,7.75012,7.7500100000000005,7.75012,7.750039999999999,7.75006,7.750039999999999,7.75006
138,2015-10-14,7.750030000000001,7.750089999999999,7.75,7.7501,7.75005,7.7500800000000005,7.75005,7.7500800000000005
139,2015-10-15,7.75005,7.7501,7.75005,7.7501,7.7500100000000005,7.75006,7.7500100000000005,7.75006
140,2015-10-16,7.75002,7.75006,7.75002,7.75006,7.75002,7.75005,7.750030000000001,7.75005
141,2015-10-19,7.75002,7.7500800000000005,7.75002,7.7500800000000005,7.75005,7.75006,7.75005,7.75006
142,2015-10-20,7.75,7.75006,7.75,7.75006,7.75002,7.75007,7.750030000000001,7.75007
143,2015-10-21,7.750030000000001,7.75011,7.750030000000001,7.75011,7.75006,7.7501,7.75006,7.7501
144,2015-10-22,7.7500800000000005,7.75016,7.7500800000000005,7.75016,7.750030000000001,7.75006,7.750030000000001,7.75006
145,2015-10-23,7.750039999999999,7.750089999999999,7.75005,7.7500800000000005,7.75005,7.7500800000000005,7.75005,7.7500800000000005
146,2015-10-26,7.75002,7.7500800000000005,7.750030000000001,7.7500800000000005,7.750039999999999,7.7500800000000005,7.750039999999999,7.7500800000000005
147,2015-10-27,7.7500100000000005,7.7500800000000005,7.7500100000000005,7.7500800000000005,7.750039999999999,7.7500800000000005,7.750039999999999,7.7500800000000005
148,2015-10-28,7.75002,7.7500800000000005,7.75002,7.7500800000000005,7.75005,7.7500800000000005,7.75005,7.7500800000000005
149,2015-10-29,7.750039999999999,7.7500800000000005,7.750039999999999,7.7500800000000005,7.750039999999999,7.750089999999999,7.750039999999999,7.750089999999999
150,2015-10-30,7.75002,7.7500800000000005,7.75002,7.7500800000000005,7.7501,7.75011,7.7501,7.75011
151,2015-11-02,7.75013,7.7502,7.7501,7.7502,7.75029,7.75034,7.7502699999999995,7.750319999999999
152,2015-11-03,7.750039999999999,7.750089999999999,7.750039999999999,7.750089999999999,7.75022,7.750260000000001,7.75017,7.75022
153,2015-11-04,7.7505,7.750589999999999,7.7505,7.750589999999999,7.7504100000000005,7.75045,7.750439999999999,7.7504800000000005
154,2015-11-05,7.750360000000001,7.75045,7.75035,7.75045,7.750710000000001,7.7507600000000005,7.75073,7.750780000000001
155,2015-11-06,7.75088,7.75095,7.75088,7.75095,7.751519999999999,7.75162,7.751530000000001,7.75165
156,2015-11-09,7.75099,7.75105,7.751,7.75109,7.75218,7.75223,7.75218,7.75223
157,2015-11-10,7.7516,7.75167,7.7516,7.75167,7.751180000000001,7.7512300000000005,7.75115,7.751189999999999
158,2015-11-11,7.75143,7.751539999999999,7.751460000000001,7.751539999999999,7.750960000000001,7.75099,7.75098,7.751010000000001
159,2015-11-12,7.7505,7.75053,7.75051,7.750560000000001,7.75055,7.75057,7.75055,7.75057
160,2015-11-13,7.7500800000000005,7.75011,7.75007,7.75011,7.75093,7.75095,7.75093,7.75095
161,2015-11-16,7.7506699999999995,7.75069,7.7506699999999995,7.750710000000001,7.7507399999999995,7.750789999999999,7.75073,7.750780000000001
162,2015-11-17,7.750710000000001,7.750780000000001,7.750719999999999,7.750780000000001,7.75055,7.750589999999999,7.750539999999999,7.750589999999999
163,2015-11-18,7.75073,7.75081,7.75073,7.75081,7.750719999999999,7.75073,7.750719999999999,7.75073
164,2015-11-19,7.7504,7.7504800000000005,7.7504,7.7504800000000005,7.75022,7.7502699999999995,7.75022,7.7502699999999995
165,2015-11-20,7.7500800000000005,7.75017,7.750089999999999,7.75017,7.750039999999999,7.75006,7.750039999999999,7.75007
166,2015-11-23,7.75029,7.75035,7.75029,7.75035,7.75006,7.7500800000000005,7.75006,7.7501
167,2015-11-24,7.75011,7.7502,7.75011,7.750189999999999,7.75011,7.75016,7.75011,7.75016
168,2015-11-25,7.75005,7.7500800000000005,7.75005,7.7500800000000005,7.75046,7.75051,7.75046,7.75051
169,2015-11-26,7.75024,7.7502699999999995,7.75024,7.7502699999999995,7.75051,7.750560000000001,7.75052,7.75057
170,2015-11-27,7.75033,7.750430000000001,7.75033,7.750430000000001,7.75062,7.750660000000001,7.75064,7.75068
171,2015-11-30,7.7503,7.750360000000001,7.7503,7.750360000000001,7.75016,7.75018,7.75016,7.75018
172,2015-12-01,7.75132,7.75139,7.75132,7.75139,7.752910000000001,7.75294,7.752910000000001,7.752960000000001
173,2015-12-02,7.75205,7.75212,7.752039999999999,7.75212,7.7502,7.75024,7.7502,7.75024
174,2015-12-03,7.75033,7.7504100000000005,7.75033,7.7504100000000005,7.750039999999999,7.7500800000000005,7.750039999999999,7.7500800000000005
175,2015-12-04,7.7503,7.750369999999999,7.7503,7.750369999999999,7.75005,7.7500800000000005,7.75005,7.750089999999999
176,2015-12-07,7.7500100000000005,7.75007,7.7500100000000005,7.75007,7.750139999999999,7.75018,7.750139999999999,7.75018
177,2015-12-08,7.750539999999999,7.75065,7.750539999999999,7.75065,7.75034,7.750369999999999,7.75034,7.750369999999999
178,2015-12-09,7.75029,7.750369999999999,7.75029,7.750369999999999,7.750369999999999,7.75042,7.750369999999999,7.75042
179,2015-12-10,7.75017,7.75024,7.7502,7.7502699999999995,7.750589999999999,7.75064,7.7506,7.75065
180,2015-12-11,7.7500800000000005,7.75016,7.7500800000000005,7.75018,7.7503899999999994,7.750430000000001,7.7503899999999994,7.750430000000001
181,2015-12-14,7.7508300000000006,7.75091,7.750710000000001,7.7508,7.75052,7.75057,7.75055,7.750589999999999
182,2015-12-15,7.75015,7.75022,7.75015,7.75022,7.75013,7.75016,7.75013,7.75016
183,2015-12-16,7.75028,7.750360000000001,7.75028,7.750360000000001,7.75064,7.75069,7.75064,7.75069
184,2015-12-17,7.750439999999999,7.75051,7.75045,7.75051,7.752339999999999,7.752389999999999,7.752339999999999,7.752389999999999
185,2015-12-18,7.75223,7.7523100000000005,7.75223,7.752330000000001,7.75272,7.75275,7.75272,7.75275
186,2015-12-21,7.7522199999999994,7.75232,7.752339999999999,7.75242,7.7523800000000005,7.75243,7.7523800000000005,7.75243
187,2015-12-22,7.75225,7.752339999999999,7.75225,7.7523,7.75325,7.7533,7.75325,7.7533
188,2015-12-23,7.75258,7.752669999999999,7.752689999999999,7.75275,7.75085,7.75095,7.75085,7.75095
189,2015-12-24,7.750589999999999,7.750660000000001,7.7506,7.7506699999999995,7.751180000000001,7.7513,7.75122,7.75132
190,2015-12-28,7.7508,7.75099,7.7508,7.75099,7.75082,7.75092,7.750780000000001,7.75088
191,2015-12-29,7.7506,7.750710000000001,7.75063,7.750710000000001,7.75006,7.750089999999999,7.75006,7.750089999999999
192,2015-12-30,7.75015,7.7502,7.75015,7.7502,7.75087,7.75092,7.75087,7.75092
193,2015-12-31,7.7504800000000005,7.7506,7.75047,7.7506,7.75017,7.75025,7.750210000000001,7.750319999999999
194,2016-01-04,7.7518199999999995,7.751860000000001,7.7518199999999995,7.751860000000001,7.75073,7.750780000000001,7.75073,7.750780000000001
195,2016-01-05,7.750780000000001,7.7509,7.750769999999999,7.7509,7.751510000000001,7.751530000000001,7.751510000000001,7.751539999999999
196,2016-01-06,7.7512,7.751239999999999,7.7512,7.75125,7.7528,7.75283,7.7528,7.752839999999999
197,2016-01-07,7.75185,7.751989999999999,7.751860000000001,7.7519800000000005,7.75293,7.7529699999999995,7.75293,7.7529699999999995
198,2016-01-08,7.753760000000001,7.7538800000000005,7.753760000000001,7.7538800000000005,7.758889999999999,7.75898,7.75885,7.758960000000001
199,2016-01-11,7.76065,7.76076,7.7607800000000005,7.76088,7.7577300000000005,7.75777,7.75772,7.75776
200,2016-01-12,7.75868,7.758830000000001,7.758710000000001,7.7588,7.76035,7.7604,7.760160000000001,7.760210000000001
201,2016-01-13,7.75899,7.7590699999999995,7.75899,7.7590699999999995,7.7594199999999995,7.759469999999999,7.7594199999999995,7.759469999999999
202,2016-01-14,7.76192,7.76195,7.762160000000001,7.76233,7.78636,7.786810000000001,7.786510000000001,7.78685
203,2016-01-15,7.77875,7.77924,7.77893,7.77925,7.793480000000001,7.7936,7.79352,7.7936
204,2016-01-18,7.79847,7.79902,7.798780000000001,7.79898,7.79942,7.799519999999999,7.79943,7.7995399999999995
205,2016-01-19,7.803439999999999,7.8037399999999995,7.803439999999999,7.8037399999999995,7.81232,7.812469999999999,7.8125800000000005,7.81268
206,2016-01-20,7.8206,7.82108,7.8206,7.82108,7.826510000000001,7.82682,7.82644,7.8267
207,2016-01-21,7.81014,7.81033,7.8101199999999995,7.81031,7.81933,7.8197600000000005,7.8193399999999995,7.819780000000001
208,2016-01-22,7.81113,7.81129,7.81111,7.81128,7.79104,7.791239999999999,7.7912,7.79138
209,2016-01-25,7.7949399999999995,7.7951,7.79473,7.795030000000001,7.79035,7.7911,7.790369999999999,7.7911600000000005
210,2016-01-26,7.80017,7.80093,7.80064,7.80121,7.79933,7.7994699999999995,7.79933,7.79948
211,2016-01-27,7.78862,7.788880000000001,7.78861,7.788869999999999,7.79387,7.793989999999999,7.79398,7.794010000000001
212,2016-01-28,7.788130000000001,7.7885100000000005,7.78825,7.78918,7.7923,7.79275,7.79224,7.7927
213,2016-01-29,7.79361,7.793830000000001,7.79404,7.79426,7.79281,7.792960000000001,7.79281,7.792960000000001
214,2016-02-01,7.7838899999999995,7.78425,7.7838899999999995,7.78425,7.77988,7.780060000000001,7.779780000000001,7.77999
215,2016-02-02,7.7777,7.77778,7.77796,7.77805,7.78861,7.78873,7.78861,7.788760000000001
216,2016-02-03,7.79828,7.79847,7.79898,7.79927,7.7954,7.79547,7.79586,7.7964899999999995
217,2016-02-04,7.789160000000001,7.789619999999999,7.788939999999999,7.7894,7.78499,7.7851300000000005,7.78498,7.785189999999999
218,2016-02-05,7.78413,7.784260000000001,7.783980000000001,7.78415,7.792260000000001,7.7925,7.792339999999999,7.79259
219,2016-02-08,7.789289999999999,7.79087,7.78927,7.79087,7.7881100000000005,7.78954,7.788189999999999,7.78954
220,2016-02-09,7.79431,7.7948,7.79431,7.7948,7.79506,7.796939999999999,7.79512,7.7965
221,2016-02-10,7.795669999999999,7.79707,7.795669999999999,7.79707,7.79467,7.79597,7.79466,7.79597
222,2016-02-11,7.788130000000001,7.7884,7.788130000000001,7.7884,7.794789999999999,7.79495,7.7948,7.79495
223,2016-02-12,7.78752,7.78792,7.78764,7.787960000000001,7.7895,7.78971,7.7893300000000005,7.78975
224,2016-02-15,7.7880899999999995,7.788410000000001,7.78817,7.78844,7.78432,7.7852,7.78432,7.7852
225,2016-02-16,7.78378,7.78453,7.78378,7.78453,7.788239999999999,7.788760000000001,7.788410000000001,7.78879
226,2016-02-17,7.79315,7.79334,7.79318,7.79335,7.78998,7.79068,7.79012,7.7908100000000005
227,2016-02-18,7.78532,7.785480000000001,7.785189999999999,7.78539,7.777239999999999,7.77825,7.77723,7.778230000000001
228,2016-02-19,7.77955,7.779739999999999,7.779539999999999,7.779739999999999,7.774,7.7744100000000005,7.774,7.774430000000001
229,2016-02-22,7.76865,7.768789999999999,7.76865,7.768680000000001,7.772060000000001,7.77226,7.77198,7.7721800000000005
230,2016-02-23,7.77107,7.77118,7.77105,7.77117,7.769830000000001,7.769880000000001,7.769839999999999,7.769939999999999
231,2016-02-24,7.76854,7.768839999999999,7.76853,7.76883,7.7703,7.770389999999999,7.7703,7.770389999999999
232,2016-02-25,7.76748,7.76767,7.76748,7.76762,7.77075,7.770919999999999,7.770689999999999,7.770910000000001
233,2016-02-26,7.76841,7.768560000000001,7.76842,7.768560000000001,7.7701899999999995,7.77048,7.7701899999999995,7.77048
