(Lookback, Entry, Exit, Stop-loss)
Best HPs: (100, 2.2, 0.3, 2.3), Return: 0.11%, Hit Ratio: 50.0%, Max Drawdown: 0.08%
(100, 2.2, 0.3, 2.3): Return: 0.11%, Hit Ratio: 50.0%, Max Drawdown: 0.08%
(100, 2.2, 0.4, 2.3): Return: 0.11%, Hit Ratio: 50.0%, Max Drawdown: 0.08%
(100, 2.2, 0.5, 2.3): Return: 0.11%, Hit Ratio: 50.0%, Max Drawdown: 0.08%
(100, 2.2, 0.6, 2.3): Return: 0.11%, Hit Ratio: 50.0%, Max Drawdown: 0.08%
(100, 2.2, 0.7, 2.3): Return: 0.11%, Hit Ratio: 50.0%, Max Drawdown: 0.08%
(100, 2.2, 0.4, 2.5): Return: 0.08%, Hit Ratio: 80.0%, Max Drawdown: 0.33%
(100, 2.2, 0.4, 2.6): Return: 0.08%, Hit Ratio: 80.0%, Max Drawdown: 0.33%
(100, 2.2, 0.5, 2.5): Return: 0.08%, Hit Ratio: 80.0%, Max Drawdown: 0.33%
(100, 2.2, 0.5, 2.6): Return: 0.08%, Hit Ratio: 80.0%, Max Drawdown: 0.33%
(100, 2.2, 0.6, 2.5): Return: 0.08%, Hit Ratio: 80.0%, Max Drawdown: 0.33%
(100, 2.2, 0.6, 2.6): Return: 0.08%, Hit Ratio: 80.0%, Max Drawdown: 0.33%
(100, 2.2, 0.7, 2.5): Return: 0.08%, Hit Ratio: 80.0%, Max Drawdown: 0.33%
(100, 2.2, 0.7, 2.6): Return: 0.08%, Hit Ratio: 80.0%, Max Drawdown: 0.33%
(100, 2.2, 0.3, 2.5): Return: 0.04%, Hit Ratio: 60.0%, Max Drawdown: 0.36%
(100, 2.2, 0.3, 2.6): Return: 0.04%, Hit Ratio: 60.0%, Max Drawdown: 0.36%
(100, 2.1, 0.3, 2.3): Return: 0.0%, Hit Ratio: 25.0%, Max Drawdown: 0.22%
(100, 2.1, 0.4, 2.3): Return: 0.0%, Hit Ratio: 25.0%, Max Drawdown: 0.22%
(100, 2.1, 0.5, 2.3): Return: 0.0%, Hit Ratio: 25.0%, Max Drawdown: 0.22%
(100, 2.1, 0.6, 2.3): Return: 0.0%, Hit Ratio: 25.0%, Max Drawdown: 0.22%
(100, 2.1, 0.7, 2.3): Return: 0.0%, Hit Ratio: 25.0%, Max Drawdown: 0.22%
(110, 2.1, 0.3, 2.3): Return: 0.0%, Hit Ratio: 25.0%, Max Drawdown: 0.22%
(110, 2.1, 0.4, 2.3): Return: 0.0%, Hit Ratio: 25.0%, Max Drawdown: 0.22%
(110, 2.1, 0.5, 2.3): Return: 0.0%, Hit Ratio: 25.0%, Max Drawdown: 0.22%
(110, 2.1, 0.6, 2.3): Return: 0.0%, Hit Ratio: 25.0%, Max Drawdown: 0.22%
(110, 2.1, 0.7, 2.3): Return: 0.0%, Hit Ratio: 25.0%, Max Drawdown: 0.22%
(90, 2.2, 0.3, 2.4): Return: -0.03%, Hit Ratio: 50.0%, Max Drawdown: 0.42%
(90, 2.2, 0.3, 2.5): Return: -0.03%, Hit Ratio: 50.0%, Max Drawdown: 0.42%
(90, 2.2, 0.4, 2.4): Return: -0.03%, Hit Ratio: 50.0%, Max Drawdown: 0.42%
(90, 2.2, 0.4, 2.5): Return: -0.03%, Hit Ratio: 50.0%, Max Drawdown: 0.42%
(90, 2.2, 0.5, 2.4): Return: -0.03%, Hit Ratio: 50.0%, Max Drawdown: 0.42%
(90, 2.2, 0.5, 2.5): Return: -0.03%, Hit Ratio: 50.0%, Max Drawdown: 0.42%
(90, 2.2, 0.6, 2.4): Return: -0.03%, Hit Ratio: 50.0%, Max Drawdown: 0.42%
