Returns: 8.46%, Trading limits: (3, 2, 3), Allocation: (0.2, 0.6, 0.2)
Returns: 8.40%, Trading limits: (4, 2, 3), Allocation: (0.2, 0.6, 0.2)
Returns: 8.30%, Trading limits: (3, 2, 2), Allocation: (0.2, 0.6, 0.2)
Returns: 8.24%, Trading limits: (3, 2, 3), Allocation: (0.2, 0.4, 0.4)
Returns: 8.24%, Trading limits: (4, 2, 2), Allocation: (0.2, 0.6, 0.2)
Returns: 8.19%, Trading limits: (4, 2, 3), Allocation: (0.2, 0.4, 0.4)
Returns: 8.16%, Trading limits: (3, 1, 3), Allocation: (0.2, 0.4, 0.4)
Returns: 8.11%, Trading limits: (4, 1, 3), Allocation: (0.2, 0.4, 0.4)
Returns: 7.98%, Trading limits: (4, 1, 3), Allocation: (0.33, 0.33, 0.34)
Returns: 7.96%, Trading limits: (3, 2, 2), Allocation: (0.2, 0.4, 0.4)
Returns: 7.93%, Trading limits: (4, 1, 3), Allocation: (0.4, 0.4, 0.2)
Returns: 7.93%, Trading limits: (4, 2, 3), Allocation: (0.4, 0.4, 0.2)
Returns: 7.91%, Trading limits: (4, 2, 2), Allocation: (0.2, 0.4, 0.4)
Returns: 7.90%, Trading limits: (3, 1, 3), Allocation: (0.2, 0.6, 0.2)
Returns: 7.87%, Trading limits: (3, 1, 3), Allocation: (0.33, 0.33, 0.34)
Returns: 7.84%, Trading limits: (4, 1, 3), Allocation: (0.2, 0.6, 0.2)
Returns: 7.83%, Trading limits: (3, 1, 2), Allocation: (0.2, 0.4, 0.4)
Returns: 7.83%, Trading limits: (3, 1, 3), Allocation: (0.4, 0.4, 0.2)
Returns: 7.83%, Trading limits: (3, 2, 3), Allocation: (0.4, 0.4, 0.2)
Returns: 7.80%, Trading limits: (4, 2, 2), Allocation: (0.4, 0.4, 0.2)
Returns: 7.77%, Trading limits: (4, 1, 2), Allocation: (0.2, 0.4, 0.4)
Returns: 7.76%, Trading limits: (4, 2, 3), Allocation: (0.33, 0.33, 0.34)
Returns: 7.75%, Trading limits: (4, 1, 2), Allocation: (0.4, 0.4, 0.2)
Returns: 7.75%, Trading limits: (4, 1, 2), Allocation: (0.33, 0.33, 0.34)
Returns: 7.72%, Trading limits: (3, 1, 2), Allocation: (0.2, 0.6, 0.2)
Returns: 7.70%, Trading limits: (3, 2, 2), Allocation: (0.4, 0.4, 0.2)
Returns: 7.66%, Trading limits: (4, 1, 2), Allocation: (0.2, 0.6, 0.2)
Returns: 7.65%, Trading limits: (3, 2, 3), Allocation: (0.33, 0.33, 0.34)
Returns: 7.64%, Trading limits: (3, 1, 2), Allocation: (0.4, 0.4, 0.2)
Returns: 7.64%, Trading limits: (3, 1, 2), Allocation: (0.33, 0.33, 0.34)
Returns: 7.59%, Trading limits: (4, 2, 2), Allocation: (0.33, 0.33, 0.34)
Returns: 7.49%, Trading limits: (3, 2, 3), Allocation: (0.0, 0.6, 0.4)
Returns: 7.49%, Trading limits: (4, 2, 3), Allocation: (0.0, 0.6, 0.4)
Returns: 7.48%, Trading limits: (3, 2, 2), Allocation: (0.33, 0.33, 0.34)
Returns: 7.42%, Trading limits: (3, 1, 3), Allocation: (0.2, 0.2, 0.6)
Returns: 7.40%, Trading limits: (3, 2, 3), Allocation: (0.0, 0.8, 0.2)
Returns: 7.40%, Trading limits: (4, 2, 3), Allocation: (0.0, 0.8, 0.2)
Returns: 7.37%, Trading limits: (4, 1, 3), Allocation: (0.2, 0.2, 0.6)
Returns: 7.33%, Trading limits: (4, 1, 3), Allocation: (0.4, 0.2, 0.4)
Returns: 7.24%, Trading limits: (3, 2, 2), Allocation: (0.0, 0.8, 0.2)
Returns: 7.24%, Trading limits: (4, 2, 2), Allocation: (0.0, 0.8, 0.2)
Returns: 7.23%, Trading limits: (3, 1, 3), Allocation: (0.4, 0.2, 0.4)
Returns: 7.20%, Trading limits: (3, 2, 2), Allocation: (0.0, 0.6, 0.4)
Returns: 7.20%, Trading limits: (4, 2, 2), Allocation: (0.0, 0.6, 0.4)
Returns: 7.12%, Trading limits: (3, 2, 3), Allocation: (0.0, 0.4, 0.6)
Returns: 7.12%, Trading limits: (4, 2, 3), Allocation: (0.0, 0.4, 0.6)
Returns: 7.04%, Trading limits: (4, 1, 2), Allocation: (0.4, 0.2, 0.4)
Returns: 6.98%, Trading limits: (3, 1, 3), Allocation: (0.0, 0.4, 0.6)
Returns: 6.98%, Trading limits: (4, 1, 3), Allocation: (0.0, 0.4, 0.6)
Returns: 6.93%, Trading limits: (3, 1, 2), Allocation: (0.2, 0.2, 0.6)
Returns: 6.93%, Trading limits: (3, 1, 2), Allocation: (0.4, 0.2, 0.4)
Returns: 6.90%, Trading limits: (4, 1, 3), Allocation: (0.6, 0.2, 0.2)
Returns: 6.89%, Trading limits: (3, 1, 3), Allocation: (0.0, 0.6, 0.4)
Returns: 6.89%, Trading limits: (4, 1, 3), Allocation: (0.0, 0.6, 0.4)
Returns: 6.88%, Trading limits: (4, 1, 2), Allocation: (0.2, 0.2, 0.6)
Returns: 6.80%, Trading limits: (3, 1, 3), Allocation: (0.6, 0.2, 0.2)
Returns: 6.74%, Trading limits: (4, 1, 2), Allocation: (0.6, 0.2, 0.2)
Returns: 6.64%, Trading limits: (3, 1, 2), Allocation: (0.6, 0.2, 0.2)
Returns: 6.56%, Trading limits: (3, 1, 2), Allocation: (0.0, 0.6, 0.4)
Returns: 6.56%, Trading limits: (4, 1, 2), Allocation: (0.0, 0.6, 0.4)
Returns: 6.55%, Trading limits: (3, 2, 2), Allocation: (0.0, 0.4, 0.6)
Returns: 6.55%, Trading limits: (4, 2, 2), Allocation: (0.0, 0.4, 0.6)
Returns: 6.50%, Trading limits: (3, 1, 3), Allocation: (0.0, 0.8, 0.2)
Returns: 6.50%, Trading limits: (4, 1, 3), Allocation: (0.0, 0.8, 0.2)
Returns: 6.47%, Trading limits: (3, 1, 2), Allocation: (0.0, 0.4, 0.6)
Returns: 6.47%, Trading limits: (4, 1, 2), Allocation: (0.0, 0.4, 0.6)
Returns: 6.31%, Trading limits: (3, 1, 2), Allocation: (0.0, 0.8, 0.2)
Returns: 6.31%, Trading limits: (4, 1, 2), Allocation: (0.0, 0.8, 0.2)
Returns: 6.11%, Trading limits: (3, 1, 3), Allocation: (0.0, 0.2, 0.8)
Returns: 6.11%, Trading limits: (4, 1, 3), Allocation: (0.0, 0.2, 0.8)
Returns: 5.62%, Trading limits: (3, 2, 3), Allocation: (0.2, 0.2, 0.6)
Returns: 5.61%, Trading limits: (3, 1, 2), Allocation: (0.0, 0.2, 0.8)
Returns: 5.61%, Trading limits: (4, 1, 2), Allocation: (0.0, 0.2, 0.8)
Returns: 5.57%, Trading limits: (4, 2, 3), Allocation: (0.2, 0.2, 0.6)
Returns: 5.55%, Trading limits: (4, 2, 3), Allocation: (0.4, 0.2, 0.4)
Returns: 5.44%, Trading limits: (3, 2, 3), Allocation: (0.4, 0.2, 0.4)
Returns: 5.28%, Trading limits: (4, 2, 2), Allocation: (0.4, 0.2, 0.4)
Returns: 5.18%, Trading limits: (3, 2, 2), Allocation: (0.4, 0.2, 0.4)
Returns: 5.14%, Trading limits: (4, 2, 3), Allocation: (0.6, 0.2, 0.2)
Returns: 5.08%, Trading limits: (3, 2, 2), Allocation: (0.2, 0.2, 0.6)
Returns: 5.03%, Trading limits: (3, 2, 3), Allocation: (0.6, 0.2, 0.2)
Returns: 5.02%, Trading limits: (4, 2, 2), Allocation: (0.2, 0.2, 0.6)
Returns: 4.95%, Trading limits: (4, 2, 2), Allocation: (0.6, 0.2, 0.2)
