Returns: 8.46%, Trading limits: (3, 2, 3), Allocation: (0.2, 0.6, 0.2)
Returns: 4.84%, Trading limits: (3, 2, 2), Allocation: (0.6, 0.2, 0.2)
Returns: 4.20%, Trading limits: (3, 2, 3), Allocation: (0.0, 0.2, 0.8)
Returns: 4.20%, Trading limits: (4, 2, 3), Allocation: (0.0, 0.2, 0.8)
Returns: 3.74%, Trading limits: (3, 2, 2), Allocation: (0.0, 0.2, 0.8)
Returns: 3.74%, Trading limits: (4, 2, 2), Allocation: (0.0, 0.2, 0.8)
Returns: 2.59%, Trading limits: (4, 1, 3), Allocation: (0.4, 0.0, 0.6)
Returns: 2.59%, Trading limits: (4, 2, 3), Allocation: (0.4, 0.0, 0.6)
Returns: 2.48%, Trading limits: (3, 1, 3), Allocation: (0.4, 0.0, 0.6)
Returns: 2.48%, Trading limits: (3, 2, 3), Allocation: (0.4, 0.0, 0.6)
Returns: 2.43%, Trading limits: (3, 1, 3), Allocation: (0.2, 0.0, 0.8)
Returns: 2.43%, Trading limits: (3, 2, 3), Allocation: (0.2, 0.0, 0.8)
Returns: 2.38%, Trading limits: (4, 1, 3), Allocation: (0.2, 0.0, 0.8)
Returns: 2.38%, Trading limits: (4, 2, 3), Allocation: (0.2, 0.0, 0.8)
Returns: 2.27%, Trading limits: (4, 1, 3), Allocation: (0.6, 0.0, 0.4)
Returns: 2.27%, Trading limits: (4, 2, 3), Allocation: (0.6, 0.0, 0.4)
Returns: 2.16%, Trading limits: (3, 1, 3), Allocation: (0.6, 0.0, 0.4)
Returns: 2.16%, Trading limits: (3, 2, 3), Allocation: (0.6, 0.0, 0.4)
Returns: 2.04%, Trading limits: (4, 1, 2), Allocation: (0.6, 0.0, 0.4)
Returns: 2.04%, Trading limits: (4, 2, 2), Allocation: (0.6, 0.0, 0.4)
Returns: 2.01%, Trading limits: (4, 1, 2), Allocation: (0.4, 0.0, 0.6)
Returns: 2.01%, Trading limits: (4, 2, 2), Allocation: (0.4, 0.0, 0.6)
Returns: 1.93%, Trading limits: (3, 1, 2), Allocation: (0.6, 0.0, 0.4)
Returns: 1.93%, Trading limits: (3, 2, 2), Allocation: (0.6, 0.0, 0.4)
Returns: 1.92%, Trading limits: (3, 1, 2), Allocation: (0.2, 0.0, 0.8)
Returns: 1.92%, Trading limits: (3, 2, 2), Allocation: (0.2, 0.0, 0.8)
Returns: 1.90%, Trading limits: (3, 1, 2), Allocation: (0.4, 0.0, 0.6)
Returns: 1.90%, Trading limits: (3, 2, 2), Allocation: (0.4, 0.0, 0.6)
Returns: 1.87%, Trading limits: (4, 1, 2), Allocation: (0.2, 0.0, 0.8)
Returns: 1.87%, Trading limits: (4, 2, 2), Allocation: (0.2, 0.0, 0.8)
Returns: 1.86%, Trading limits: (4, 1, 3), Allocation: (0.8, 0.0, 0.2)
Returns: 1.86%, Trading limits: (4, 2, 3), Allocation: (0.8, 0.0, 0.2)
Returns: 1.76%, Trading limits: (3, 1, 3), Allocation: (0.8, 0.0, 0.2)
Returns: 1.76%, Trading limits: (3, 2, 3), Allocation: (0.8, 0.0, 0.2)
Returns: 1.69%, Trading limits: (4, 1, 2), Allocation: (0.8, 0.0, 0.2)
Returns: 1.69%, Trading limits: (4, 2, 2), Allocation: (0.8, 0.0, 0.2)
Returns: 1.59%, Trading limits: (3, 1, 2), Allocation: (0.8, 0.0, 0.2)
Returns: 1.59%, Trading limits: (3, 2, 2), Allocation: (0.8, 0.0, 0.2)
Returns: 1.11%, Trading limits: (3, 1, 3), Allocation: (0.0, 0.0, 1.0)
Returns: 1.11%, Trading limits: (3, 2, 3), Allocation: (0.0, 0.0, 1.0)
Returns: 1.11%, Trading limits: (4, 1, 3), Allocation: (0.0, 0.0, 1.0)
Returns: 1.11%, Trading limits: (4, 2, 3), Allocation: (0.0, 0.0, 1.0)
Returns: 0.77%, Trading limits: (3, 1, 2), Allocation: (0.0, 0.0, 1.0)
Returns: 0.77%, Trading limits: (3, 2, 2), Allocation: (0.0, 0.0, 1.0)
Returns: 0.77%, Trading limits: (4, 1, 2), Allocation: (0.0, 0.0, 1.0)
Returns: 0.77%, Trading limits: (4, 2, 2), Allocation: (0.0, 0.0, 1.0)
