,date,underlying_ATH_close,underlying_ATH_close_per_unit,underlying_ATH_volume,underlying_GTG_close,underlying_GTG_close_per_unit,underlying_GTG_volume,underlying_IMM_close,underlying_IMM_close_per_unit,underlying_IMM_volume,underlying_IMC_close,underlying_IMC_close_per_unit,underlying_IMC_volume,underlying_KZA_close,underlying_KZA_close_per_unit,underlying_KZA_volume,underlying_MSB_close,underlying_MSB_close_per_unit,underlying_MSB_volume,underlying_PLL_close,underlying_PLL_close_per_unit,underlying_PLL_volume,underlying_WBC_close,underlying_WBC_close_per_unit,underlying_WBC_volume,underlying_7751_close,underlying_7751_close_per_unit,underlying_7751_volume,underlying_7267_close,underlying_7267_close_per_unit,underlying_7267_volume,underlying_8591_close,underlying_8591_close_per_unit,underlying_8591_volume,underlying_8411_close,underlying_8411_close_per_unit,underlying_8411_volume,underlying_8306_close,underlying_8306_close_per_unit,underlying_8306_volume,underlying_8604_close,underlying_8604_close_per_unit,underlying_8604_volume,underlying_8316_close,underlying_8316_close_per_unit,underlying_8316_volume,underlying_6758_close,underlying_6758_close_per_unit,underlying_6758_volume,underlying_4502_close,underlying_4502_close_per_unit,underlying_4502_volume,underlying_7203_close,underlying_7203_close_per_unit,underlying_7203_volume,underlying_2600_close,underlying_2600_close_per_unit,underlying_2600_volume,underlying_6160_close,underlying_6160_close_per_unit,underlying_6160_volume,underlying_670_close,underlying_670_close_per_unit,underlying_670_volume,underlying_902_close,underlying_902_close_per_unit,underlying_902_volume,underlying_2628_close,underlying_2628_close_per_unit,underlying_2628_volume,underlying_857_close,underlying_857_close_per_unit,underlying_857_volume,underlying_338_close,underlying_338_close_per_unit,underlying_338_volume,underlying_386_close,underlying_386_close_per_unit,underlying_386_volume,underlying_1055_close,underlying_1055_close_per_unit,underlying_1055_volume,adr_ATHE_close,adr_ATHE_close_per_unit,adr_ATHE_volume,adr_GENE_close,adr_GENE_close_per_unit,adr_GENE_volume,adr_IMMP_close,adr_IMMP_close_per_unit,adr_IMMP_volume,adr_IMRN_close,adr_IMRN_close_per_unit,adr_IMRN_volume,adr_KZIA_close,adr_KZIA_close_per_unit,adr_KZIA_volume,adr_MESO_close,adr_MESO_close_per_unit,adr_MESO_volume,adr_PLL_close,adr_PLL_close_per_unit,adr_PLL_volume,adr_WBK_close,adr_WBK_close_per_unit,adr_WBK_volume,adr_CAJ_close,adr_CAJ_close_per_unit,adr_CAJ_volume,adr_HMC_close,adr_HMC_close_per_unit,adr_HMC_volume,adr_IX_close,adr_IX_close_per_unit,adr_IX_volume,adr_MFG_close,adr_MFG_close_per_unit,adr_MFG_volume,adr_MUFG_close,adr_MUFG_close_per_unit,adr_MUFG_volume,adr_NMR_close,adr_NMR_close_per_unit,adr_NMR_volume,adr_SMFG_close,adr_SMFG_close_per_unit,adr_SMFG_volume,adr_SONY_close,adr_SONY_close_per_unit,adr_SONY_volume,adr_TAK_close,adr_TAK_close_per_unit,adr_TAK_volume,adr_TM_close,adr_TM_close_per_unit,adr_TM_volume,adr_ACH_close,adr_ACH_close_per_unit,adr_ACH_volume,adr_BGNE_close,adr_BGNE_close_per_unit,adr_BGNE_volume,adr_CEA_close,adr_CEA_close_per_unit,adr_CEA_volume,adr_HNP_close,adr_HNP_close_per_unit,adr_HNP_volume,adr_LFC_close,adr_LFC_close_per_unit,adr_LFC_volume,adr_PTR_close,adr_PTR_close_per_unit,adr_PTR_volume,adr_SHI_close,adr_SHI_close_per_unit,adr_SHI_volume,adr_SNP_close,adr_SNP_close_per_unit,adr_SNP_volume,adr_ZNH_close,adr_ZNH_close_per_unit,adr_ZNH_volume,JPY.USD_before_us_open,AUD.USD_before_us_open,HKD.USD_before_us_open,AUD.USD_before_asian_open,JPY.USD_before_asian_open,HKD.USD_before_asian_open
10,2020-11-16,0.033,1.98,48928719.0,0.007,4.2,460000.0,0.295,2.9499999999999997,283101.0,0.25,10.0,191545.0,1.185,11.850000000000001,736821.0,3.33,16.65,522483.0,0.37,37.0,699980.0,18.6,18.6,1206254.0,1911.0,1911.0,6142000.0,3055.0,3055.0,7125600.0,1524.5,7622.5,8329800.0,1409.5,1409.5,10425700.0,461.1,461.1,117718900.0,515.5,515.5,11509500.0,3158.0,3158.0,9592500.0,9491.0,9491.0,5971500.0,3565.0,3565.0,5580100.0,7474.0,14948.0,5492900.0,2.2,55.00000000000001,61760000.0,165.0,2145.0,611500.0,3.53,176.5,14766000.0,3.15,126.0,16532000.0,17.86,89.3,33212000.0,2.42,242.0,73430000.0,1.58,158.0,26158000.0,3.58,358.0,112162000.0,4.71,235.5,14916000.0,2.83,2.83,102046900.0,2.98,2.98,196800.0,2.02,2.02,171900.0,7.22,7.22,64500.0,9.28,9.28,844400.0,11.99,11.99,334000.0,29.71,29.71,1376800.0,13.81,13.81,188300.0,18.52,18.52,434600.0,29.48,29.48,614600.0,73.98,73.98,39000.0,2.75,13.75,328800.0,4.53,4.53,2043400.0,4.98,4.98,87500.0,6.14,30.7,1165200.0,90.45,90.45,834400.0,17.25,34.5,767500.0,144.11,144.11,77300.0,7.13,7.13,48200.0,279.96,279.96,141700.0,23.2,23.2,14500.0,16.29,16.29,7100.0,11.61,11.61,275900.0,31.9,31.9,101300.0,20.92,20.92,38500.0,46.87,46.87,83200.0,30.85,30.85,27300.0,0.009538571598903063,0.7297100000000001,0.1289730136866162,0.72797,0.009553060083971398,0.12897700597937398
11,2020-11-17,0.041,2.46,313609535.0,0.0075,4.5,2040900.0,0.295,2.9499999999999997,1077693.0,0.25,10.0,1359604.0,1.19,11.899999999999999,1228148.0,3.25,16.25,2944107.0,0.425,42.5,15574331.0,19.02,19.02,18467317.0,1918.0,1918.0,5415700.0,3070.0,3070.0,5889500.0,1574.0,7870.0,12222800.0,1413.5,1413.5,9845400.0,479.4,479.4,136570100.0,530.4,530.4,19606800.0,3226.0,3226.0,10583300.0,9408.0,9408.0,5580200.0,3605.0,3605.0,6398500.0,7439.0,14878.0,4690900.0,2.19,54.75,24890000.0,163.8,2129.4,289600.0,3.6,180.0,34052000.0,3.17,126.8,19170000.0,18.0,90.0,46316000.0,2.53,252.99999999999997,309062000.0,1.59,159.0,35464000.0,3.61,361.0,171692000.0,4.87,243.5,23222000.0,2.23,2.23,3720700.0,3.03,3.03,141200.0,2.02,2.02,0.0,7.21,7.21,47500.0,9.88,9.88,604100.0,11.76,11.76,218200.0,28.01,28.01,1198300.0,13.98,13.98,162000.0,18.4,18.4,286300.0,29.19,29.19,935900.0,75.32,75.32,20000.0,2.75,13.75,255700.0,4.62,4.62,2399400.0,5.1,5.1,107500.0,6.21,31.05,1199700.0,89.71,89.71,1191600.0,17.37,34.74,1146000.0,142.74,142.74,99600.0,7.06,7.06,61800.0,284.33,284.33,97500.0,23.45,23.45,6000.0,16.32,16.32,4900.0,11.7,11.7,253100.0,32.88,32.88,95800.0,20.82,20.82,20900.0,47.04,47.04,85400.0,31.64,31.64,21000.0,0.009602319920492793,0.73095,0.12898790286952938,0.7321,0.009566357035577282,0.1289780040911823
12,2020-11-18,0.042,2.52,57469385.0,0.007,4.2,11745823.0,0.295,2.9499999999999997,0.0,0.25,10.0,156701.0,1.57,15.700000000000001,4239487.0,3.25,16.25,2755172.0,0.395,39.5,9440339.0,19.45,19.45,12558313.0,1892.5,1892.5,3718300.0,2954.0,2954.0,6111300.0,1554.0,7770.0,6481100.0,1391.0,1391.0,7145000.0,468.2,468.2,90695600.0,520.0,520.0,9420700.0,3159.0,3159.0,8439700.0,9237.0,9237.0,5020800.0,3641.0,3641.0,5090500.0,7319.0,14638.0,4536200.0,2.24,56.00000000000001,36888000.0,168.0,2184.0,428900.0,3.55,177.5,17130000.0,3.15,126.0,9014000.0,18.0,90.0,57095000.0,2.53,252.99999999999997,118510000.0,1.58,158.0,35608000.0,3.58,358.0,126940000.0,4.87,243.5,17436000.0,1.82,1.82,1960700.0,2.98,2.98,192200.0,2.02,2.02,0.0,7.74,7.74,75000.0,13.47,13.47,12658400.0,11.8,11.8,222500.0,25.96,25.96,1077400.0,14.14,14.14,296400.0,18.22,18.22,205700.0,28.58,28.58,539400.0,74.63,74.63,27100.0,2.71,13.55,346300.0,4.54,4.54,1276400.0,4.99,4.99,97200.0,6.1,30.5,1399300.0,88.25,88.25,571200.0,17.38,34.76,934300.0,141.83,141.83,178900.0,7.15,7.15,31700.0,283.72,283.72,72900.0,22.98,22.98,7000.0,16.22,16.22,9800.0,11.56,11.56,155800.0,32.47,32.47,64100.0,20.71,20.71,38100.0,46.23,46.23,114400.0,32.15,32.15,57800.0,0.009620750033672623,0.7302599999999999,0.12899014902231914,0.72925,0.009597711905481737,0.12898831881784786
13,2020-11-19,0.036,2.1599999999999997,51132621.0,0.006,3.6,4782590.0,0.275,2.75,6173800.0,0.265,10.600000000000001,490818.0,1.745,17.450000000000003,2217498.0,3.27,16.35,2624674.0,0.375,37.5,9883704.0,19.9,19.9,17033613.0,1903.5,1903.5,3339200.0,2961.5,2961.5,5085500.0,1554.0,7770.0,6717800.0,1406.5,1406.5,8038700.0,461.1,461.1,78156900.0,513.6,513.6,9663300.0,3174.0,3174.0,6840500.0,9249.0,9249.0,5552900.0,3625.0,3625.0,6084100.0,7301.0,14602.0,6506800.0,2.2,55.00000000000001,30362000.0,169.8,2207.4,202200.0,3.55,177.5,16090000.0,3.14,125.60000000000001,25380000.0,17.66,88.3,38500000.0,2.52,252.0,113012000.0,1.6,160.0,21082000.0,3.54,354.0,97620000.0,4.89,244.49999999999997,15510000.0,1.77,1.77,1359000.0,2.99,2.99,96600.0,1.9,1.9,332400.0,7.45,7.45,26700.0,12.0,12.0,1364900.0,11.79,11.79,222700.0,27.06,27.06,1120200.0,14.48,14.48,134100.0,18.33,18.33,206400.0,28.45,28.45,334100.0,74.85,74.85,10000.0,2.74,13.700000000000001,241700.0,4.48,4.48,874400.0,4.96,4.96,74200.0,6.14,30.7,785100.0,88.85,88.85,579900.0,17.45,34.9,523300.0,140.92,140.92,100200.0,7.03,7.03,53000.0,281.91,281.91,144800.0,22.875,22.875,5700.0,16.14,16.14,1300.0,11.41,11.41,276300.0,32.8,32.8,187000.0,20.8,20.8,29000.0,46.05,46.05,215500.0,32.08,32.08,21100.0,0.009613582068746726,0.7270099999999999,0.12897550884062625,0.73044,0.009629829359423752,0.12899672154832184
14,2020-11-20,0.035,2.1,61000904.0,0.007,4.2,6732706.0,0.26,2.6,4206248.0,0.26,10.4,637481.0,1.57,15.700000000000001,1345611.0,3.64,18.2,20041580.0,0.375,37.5,3435225.0,19.91,19.91,11170364.0,1909.0,1909.0,2740000.0,2977.0,2977.0,4606300.0,1525.0,7625.0,6291800.0,1414.5,1414.5,7677900.0,464.1,464.1,70986800.0,509.0,509.0,7867300.0,3153.0,3153.0,5539100.0,9235.0,9235.0,4563500.0,3649.0,3649.0,3813900.0,7352.0,14704.0,4065300.0,2.27,56.75,55076000.0,168.0,2184.0,186100.0,3.49,174.5,13718000.0,3.05,122.0,18528000.0,17.58,87.89999999999999,39153000.0,2.5,250.0,119006000.0,1.58,158.0,25636000.0,3.49,349.0,147280000.0,4.87,243.5,9546000.0,1.6,1.6,917500.0,3.11,3.11,189500.0,1.9,1.9,107800.0,7.49,7.49,27100.0,10.34,10.34,1084400.0,13.78,13.78,1795100.0,26.34,26.34,437100.0,14.57,14.57,84400.0,18.49,18.49,141500.0,28.78,28.78,617800.0,74.45,74.45,9700.0,2.77,13.85,118400.0,4.54,4.54,952200.0,4.96,4.96,70200.0,6.14,30.7,585400.0,89.98,89.98,466200.0,17.55,35.1,636400.0,142.13,142.13,77300.0,7.3,7.3,35000.0,284.17,284.17,53600.0,22.65,22.65,5800.0,15.69,15.69,5800.0,11.39,11.39,178700.0,32.69,32.69,134400.0,20.61,20.61,24700.0,45.57,45.57,240700.0,31.71,31.71,11900.0,0.009634329041239743,0.7308300000000001,0.12899131372493378,0.72758,0.009630710409353349,0.1289766732788708
15,2020-11-23,0.037,2.2199999999999998,17516176.0,0.008,4.8,4416462.0,0.27,2.7,2410606.0,0.26,10.4,530259.0,1.41,14.1,807137.0,4.28,21.400000000000002,21660419.0,0.38,38.0,4372955.0,19.93,19.93,7486429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,64.25,142664000.0,166.8,2168.4,316300.0,3.45,172.5,17258000.0,3.09,123.6,17494000.0,17.62,88.10000000000001,36288000.0,2.58,258.0,119672000.0,1.72,172.0,67292000.0,3.54,354.0,143158000.0,4.7,235.0,26894000.0,1.64,1.64,868900.0,3.19,3.19,228900.0,1.89,1.89,122800.0,7.63,7.63,28800.0,9.56,9.56,582300.0,15.81,15.81,949400.0,29.0,29.0,1488300.0,14.69,14.69,92100.0,18.69,18.69,408000.0,29.11,29.11,484400.0,75.14,75.14,15900.0,2.79,13.95,178900.0,4.58,4.58,1401200.0,5.0,5.0,241600.0,6.16,30.8,1278300.0,89.79,89.79,550800.0,17.61,35.22,871900.0,143.26,143.26,179200.0,8.34,8.34,234200.0,273.78,273.78,336500.0,22.27,22.27,21800.0,15.87,15.87,5300.0,11.33,11.33,354600.0,33.74,33.74,176400.0,22.0,22.0,66600.0,46.41,46.41,272900.0,30.58,30.58,30000.0,0.00964166742996534,0.7323599999999999,0.1289983855852044,0.7306600000000001,0.009630432165643429,0.12899239525333786
16,2020-11-24,0.037,2.2199999999999998,13355431.0,0.008,4.8,3351055.0,0.27,2.7,3966798.0,0.27,10.8,208408.0,1.37,13.700000000000001,703977.0,4.47,22.349999999999998,22715576.0,0.39,39.0,12930024.0,20.45,20.45,12590496.0,1918.0,1918.0,4293100.0,3058.0,3058.0,6661700.0,1580.5,7902.5,9267400.0,1420.0,1420.0,11908300.0,471.4,471.4,62783500.0,528.2,528.2,14141600.0,3204.0,3204.0,7115500.0,9490.0,9490.0,7464400.0,3660.0,3660.0,6086500.0,7431.0,14862.0,5490000.0,2.81,70.25,111672000.0,160.3,2083.9,590800.0,3.57,178.5,15104000.0,3.13,125.19999999999999,9566000.0,17.4,87.0,41151000.0,2.58,258.0,128882000.0,1.67,167.0,41392000.0,3.52,352.0,95400000.0,4.91,245.5,14800000.0,1.57,1.57,870600.0,3.06,3.06,189500.0,1.91,1.91,113500.0,7.55,7.55,44500.0,10.35,10.35,2619000.0,16.74,16.74,685800.0,28.37,28.37,1076900.0,15.27,15.27,129100.0,18.65,18.65,654100.0,29.73,29.73,547100.0,77.23,77.23,14200.0,2.8,14.0,255800.0,4.62,4.62,1925400.0,5.14,5.14,130500.0,6.23,31.150000000000002,2033500.0,90.8,90.8,837200.0,17.61,35.22,786500.0,143.84,143.84,126800.0,9.24,9.24,245500.0,256.18,256.18,235700.0,23.34,23.34,14300.0,16.16,16.16,10100.0,11.29,11.29,322400.0,34.01,34.01,166300.0,21.96,21.96,40000.0,46.72,46.72,230400.0,32.37,32.37,37200.0,0.009553881503207715,0.73274,0.12901169942596244,0.73027,0.009569927459949851,0.12900004966501913
17,2020-11-25,0.034,2.04,21413801.0,0.007,4.2,17146123.0,0.265,2.6500000000000004,4580546.0,0.255,10.2,842388.0,1.34,13.4,452053.0,4.15,20.75,9178208.0,0.375,37.5,4796833.0,20.89,20.89,2629490.0,1959.5,1959.5,6845900.0,3057.0,3057.0,6746200.0,1624.0,8120.0,11575800.0,1402.0,1402.0,15460800.0,473.0,473.0,76683900.0,538.5,538.5,21654400.0,3204.0,3204.0,9488900.0,9810.0,9810.0,12099800.0,3688.0,3688.0,4978100.0,7350.0,14700.0,6676000.0,2.75,68.75,105400000.0,151.5,1969.5,568200.0,3.54,177.0,18328000.0,3.09,123.6,8394000.0,17.56,87.8,62582000.0,2.62,262.0,182290000.0,1.66,166.0,56150000.0,3.65,365.0,244706000.0,4.89,244.49999999999997,20330000.0,1.55,1.55,538900.0,3.12,3.12,106600.0,1.87,1.87,110000.0,7.44,7.44,38000.0,9.85,9.85,350500.0,15.28,15.28,338600.0,28.69,28.69,611900.0,15.35,15.35,81000.0,18.85,18.85,365600.0,29.35,29.35,466800.0,77.91,77.91,16800.0,2.72,13.600000000000001,248000.0,4.55,4.55,1319800.0,5.15,5.15,61800.0,6.1,30.5,1600100.0,93.23,93.23,1121800.0,17.72,35.44,913900.0,141.31,141.31,141000.0,8.99,8.99,123600.0,264.16,264.16,177600.0,23.14,23.14,12600.0,15.875,15.875,3200.0,11.36,11.36,362800.0,34.1,34.1,104900.0,21.71,21.71,53200.0,47.49,47.49,174700.0,31.8,31.8,20500.0,0.009577764262488207,0.734495,0.1290136967391143,0.7364200000000001,0.00956562497010742,0.12900595749511712
18,2020-11-26,0.033,1.98,28713636.0,0.007,4.2,1163000.0,0.265,2.6500000000000004,2130858.0,0.245,9.8,837798.0,1.32,13.200000000000001,150092.0,4.09,20.45,6435397.0,0.385,38.5,4372835.0,20.61,20.61,1614006.0,1944.5,1944.5,3386200.0,2996.0,2996.0,4701000.0,1608.5,8042.5,4612900.0,1382.0,1382.0,10816600.0,471.3,471.3,52452800.0,536.6,536.6,8147600.0,3191.0,3191.0,6197300.0,9754.0,9754.0,6117300.0,3681.0,3681.0,3623200.0,7301.0,14602.0,4517500.0,2.84,71.0,42286000.0,157.1,2042.3,322000.0,3.58,179.0,13506000.0,3.1,124.0,18898000.0,17.96,89.80000000000001,36935000.0,2.65,265.0,100248000.0,1.67,167.0,31788000.0,3.83,383.0,314478000.0,4.84,242.0,15154000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009591176117971466,0.7357899999999999,0.12901918966917544,0.736325,0.00957822295229566,0.12901111688794226
19,2020-11-27,0.032,1.92,10428780.0,0.007,4.2,2991428.0,0.265,2.6500000000000004,1629494.0,0.25,10.0,217143.0,1.37,13.700000000000001,205776.0,4.07,20.35,3678859.0,0.375,37.5,3595416.0,20.43,20.43,7431289.0,1923.5,1923.5,4512600.0,2977.0,2977.0,6518900.0,1612.5,8062.5,5708900.0,1379.0,1379.0,9915900.0,463.3,463.3,99252700.0,536.8,536.8,12203200.0,3145.0,3145.0,9674900.0,9812.0,9812.0,6958400.0,3732.0,3732.0,8444000.0,7252.0,14504.0,7439300.0,2.84,71.0,53972000.0,158.6,2061.7999999999997,127300.0,3.58,179.0,13724000.0,3.07,122.8,10404000.0,18.5,92.5,73643000.0,2.63,263.0,85746000.0,1.63,163.0,53390000.0,3.77,377.0,162690000.0,4.84,242.0,11576000.0,1.55,1.55,183200.0,3.18,3.18,145200.0,1.9,1.9,59200.0,7.3899,7.3899,40600.0,10.18,10.18,157500.0,14.93,14.93,209700.0,29.3,29.3,1403400.0,15.1,15.1,68500.0,18.59,18.59,168600.0,28.75,28.75,371600.0,77.94,77.94,11800.0,2.67,13.35,176700.0,4.49,4.49,590200.0,5.16,5.16,71400.0,6.03,30.150000000000002,454900.0,94.07,94.07,491400.0,17.97,35.94,437700.0,140.16,140.16,46000.0,9.27,9.27,33300.0,285.89,285.89,211100.0,23.26,23.26,4600.0,15.94,15.94,1700.0,11.99,11.99,274000.0,34.0,34.0,47600.0,21.45,21.45,45300.0,48.1,48.1,103200.0,31.5,31.5,6300.0,0.009600937051456223,0.738125,0.12901885675100844,0.7356050000000001,0.009592050108869769,0.1290163599195196
20,2020-11-30,0.032,1.92,29218243.0,0.007,4.2,330000.0,0.27,2.7,3217119.0,0.24,9.6,262798.0,1.38,13.799999999999999,141885.0,4.16,20.8,4061855.0,0.405,40.5,6786575.0,20.13,20.13,10729923.0,1853.5,1853.5,8661700.0,2871.5,2871.5,11813400.0,1553.0,7765.0,10472300.0,1327.5,1327.5,15231400.0,448.5,448.5,93729100.0,524.0,524.0,19746900.0,3032.0,3032.0,12075400.0,9704.0,9704.0,8981900.0,3745.0,3745.0,9324000.0,6999.0,13998.0,9325100.0,3.06,76.5,130034000.0,166.7,2167.1,577200.0,3.5,175.0,125548000.0,3.04,121.6,88312000.0,17.58,87.89999999999999,125909000.0,2.47,247.00000000000003,196028000.0,1.72,172.0,137578000.0,3.51,351.0,269900000.0,4.76,238.0,20654000.0,1.52,1.52,378900.0,3.17,3.17,140500.0,1.97,1.97,103800.0,7.12,7.12,42600.0,9.99,9.99,195100.0,15.09,15.09,214300.0,27.94,27.94,689600.0,14.74,14.74,91000.0,17.73,17.73,424500.0,27.72,27.72,810200.0,74.1,74.1,26800.0,2.56,12.8,738900.0,4.29,4.29,1081500.0,5.01,5.01,127400.0,5.77,28.849999999999998,1855800.0,93.29,93.29,616300.0,17.83,35.66,914900.0,134.46,134.46,241300.0,9.82,9.82,253700.0,255.69,255.69,496900.0,22.38,22.38,11000.0,15.54,15.54,55900.0,11.25,11.25,715100.0,31.85,31.85,235900.0,21.9,21.9,61200.0,45.08,45.08,293700.0,30.93,30.93,10300.0,0.00960019968415343,0.738075,0.1290082874923885,0.739815,0.009602642647256524,0.1290141128538051
21,2020-12-01,0.031,1.8599999999999999,80135259.0,0.0085,5.1000000000000005,24837174.0,0.285,2.8499999999999996,3885028.0,0.24,9.6,536302.0,1.39,13.899999999999999,132211.0,4.13,20.65,3063642.0,0.39,39.0,7113813.0,20.28,20.28,7684756.0,1870.5,1870.5,4238000.0,2899.5,2899.5,5782900.0,1575.0,7875.0,4957600.0,1337.5,1337.5,10000300.0,449.8,449.8,55358400.0,547.4,547.4,18074000.0,3057.0,3057.0,6376700.0,9800.0,9800.0,5649800.0,3731.0,3731.0,3689000.0,7018.0,14036.0,6226900.0,3.0,75.0,51396000.0,154.6,2009.8,672200.0,3.58,179.0,21230000.0,3.02,120.8,21382000.0,18.02,90.1,53031000.0,2.45,245.00000000000003,122132000.0,1.78,178.0,44726000.0,3.56,356.0,147256000.0,4.93,246.5,17746000.0,1.4,1.4,539700.0,3.3,3.3,541900.0,1.97,1.97,65900.0,7.03,7.03,39900.0,9.9,9.9,158100.0,15.12,15.12,179600.0,25.88,25.88,680600.0,15.06,15.06,74800.0,18.1,18.1,319200.0,28.36,28.36,932300.0,76.19,76.19,20800.0,2.6,13.0,520300.0,4.38,4.38,1413400.0,5.31,5.31,141800.0,5.85,29.25,1235200.0,94.68,94.68,508200.0,17.98,35.96,1189900.0,136.14,136.14,202100.0,9.83,9.83,103600.0,246.49,246.49,304500.0,23.2,23.2,16900.0,15.5,15.5,9500.0,11.66,11.66,455300.0,31.81,31.81,131600.0,22.85,22.85,64100.0,45.64,45.64,125700.0,31.84,31.84,19000.0,0.00958290409908723,0.7360599999999999,0.12899963364104045,0.734915,0.009584373637441978,0.12900479252804242
22,2020-12-02,0.031,1.8599999999999999,60688440.0,0.007,4.2,3358863.0,0.275,2.75,3839557.0,0.235,9.399999999999999,163425.0,1.415,14.15,236011.0,4.43,22.15,20696572.0,0.37,37.0,10924742.0,20.3,20.3,8210184.0,1945.0,1945.0,6816500.0,3047.0,3047.0,9646600.0,1583.0,7915.0,5618900.0,1344.0,1344.0,12493500.0,454.7,454.7,65994400.0,560.6,560.6,21879500.0,3138.0,3138.0,10464700.0,9618.0,9618.0,8027700.0,3839.0,3839.0,9044700.0,7079.0,14158.0,6864700.0,2.99,74.75,52018000.0,138.8,1804.4,1236300.0,3.55,177.5,13786000.0,2.99,119.60000000000001,21280000.0,18.02,90.1,37373000.0,2.47,247.00000000000003,88036000.0,1.71,171.0,30488000.0,3.63,363.0,106658000.0,4.91,245.5,11342000.0,1.44,1.44,330100.0,3.15,3.15,302200.0,1.96,1.96,100500.0,6.99,6.99,20400.0,10.07,10.07,96900.0,15.84,15.84,662900.0,25.75,25.75,747800.0,15.18,15.18,113900.0,18.72,18.72,326600.0,29.13,29.13,796600.0,76.2,76.2,7000.0,2.62,13.100000000000001,367100.0,4.4,4.4,1584200.0,5.41,5.41,77500.0,5.98,29.900000000000002,834900.0,92.62,92.62,675000.0,18.34,36.68,812700.0,136.34,136.34,132900.0,9.74,9.74,97000.0,227.0,227.0,915500.0,22.94,22.94,3900.0,15.42,15.42,6800.0,11.63,11.63,298700.0,32.3,32.3,161200.0,22.41,22.41,66500.0,47.18,47.18,80600.0,31.69,31.69,18100.0,0.009560000956218529,0.735675,0.12900237944937196,0.738165,0.009590486237652249,0.12899597274573088
23,2020-12-03,0.031,1.8599999999999999,24400757.0,0.008,4.8,1666900.0,0.28,2.8000000000000003,2548551.0,0.24,9.6,10504.0,1.39,13.899999999999999,192482.0,4.26,21.299999999999997,7264960.0,0.365,36.5,6139164.0,20.2,20.2,6620821.0,1967.0,1967.0,5403900.0,3085.0,3085.0,6551900.0,1618.0,8090.0,6721000.0,1350.0,1350.0,8313000.0,450.9,450.9,63738800.0,558.7,558.7,13231800.0,3103.0,3103.0,8055100.0,9765.0,9765.0,4852100.0,3840.0,3840.0,4743700.0,7164.0,14328.0,6308700.0,2.79,69.75,82126000.0,136.1,1769.3,611500.0,3.69,184.5,29158000.0,2.99,119.60000000000001,23812000.0,17.9,89.5,40446000.0,2.48,248.0,76180000.0,1.72,172.0,24108000.0,3.63,363.0,98256000.0,5.14,257.0,41724000.0,1.48,1.48,595100.0,3.11,3.11,171500.0,2.07,2.07,113300.0,7.03,7.03,27200.0,10.07,10.07,135600.0,15.74,15.74,148000.0,26.68,26.68,694800.0,15.09,15.09,110400.0,18.91,18.91,275500.0,29.35,29.35,507500.0,77.66,77.66,15100.0,2.61,13.049999999999999,314800.0,4.36,4.36,1518900.0,5.39,5.39,135100.0,5.93,29.65,1153200.0,93.83,93.83,559700.0,18.41,36.82,614700.0,136.85,136.85,118200.0,9.0,9.0,200500.0,221.31,221.31,458000.0,24.04,24.04,33500.0,15.44,15.44,3200.0,11.53,11.53,298400.0,31.84,31.84,134800.0,22.29,22.29,19000.0,46.56,46.56,86000.0,33.81,33.81,96000.0,0.009611456856795013,0.7428,0.12901095045033306,0.741535,0.009571805290556026,0.12900071530902008
24,2020-12-04,0.032,1.92,19863057.0,0.008,4.8,858428.0,0.28,2.8000000000000003,1597082.0,0.235,9.399999999999999,109004.0,1.35,13.5,75854.0,4.32,21.6,5028615.0,0.355,35.5,6634726.0,20.27,20.27,853265.0,2008.0,2008.0,7383900.0,3130.0,3130.0,5199300.0,1619.0,8095.0,5472700.0,1339.0,1339.0,7301000.0,450.5,450.5,36543600.0,560.5,560.5,8739000.0,3110.0,3110.0,4208700.0,9757.0,9757.0,3448100.0,3899.0,3899.0,6095000.0,7181.0,14362.0,4728400.0,2.84,71.0,36768000.0,134.3,1745.9,684500.0,3.71,185.5,16320000.0,2.95,118.0,14826000.0,17.78,88.9,45504000.0,2.45,245.00000000000003,131562000.0,1.69,169.0,23448000.0,3.54,354.0,169964000.0,5.12,256.0,21412000.0,1.48,1.48,230400.0,3.15,3.15,132000.0,2.04,2.04,61000.0,7.12,7.12,32200.0,9.85,9.85,93300.0,16.1,16.1,314600.0,25.39,25.39,517700.0,15.32,15.32,81600.0,19.48,19.48,327400.0,30.18,30.18,564800.0,78.0,78.0,8400.0,2.64,13.200000000000001,433600.0,4.39,4.39,1265700.0,5.45,5.45,96500.0,5.97,29.849999999999998,717400.0,94.4,94.4,411500.0,18.75,37.5,690800.0,138.28,138.28,86900.0,9.18,9.18,48800.0,222.88,222.88,379400.0,23.95,23.95,11100.0,15.24,15.24,12100.0,11.49,11.49,188200.0,31.95,31.95,204500.0,21.98,21.98,46500.0,46.14,46.14,145400.0,33.19,33.19,26700.0,0.009614506367429028,0.742175,0.1290226021803089,0.7441399999999999,0.009630803162839478,0.12900920287196993
