(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(100, 1.5, 2, 0.5, -0.5, 3, 3): Return: -0.44%, Hit Ratio: 44.83%, Max Drawdown: 0.64%
(100, 1.5, 2, 0, -0.5, 2.5, 3.5): Return: -0.45%, Hit Ratio: 41.51%, Max Drawdown: 0.75%
(100, 2, 2, -0.5, 0.5, 3, 3): Return: -0.45%, Hit Ratio: 33.33%, Max Drawdown: 0.51%
(60, 2, 1.5, 0, -0.5, 3, 3): Return: -0.46%, Hit Ratio: 56.82%, Max Drawdown: 0.71%
(60, 2, 1.5, 0, -0.5, 3, 3.5): Return: -0.46%, Hit Ratio: 56.82%, Max Drawdown: 0.71%
(60, 2, 2, 0.5, -0.5, 3.5, 3): Return: -0.46%, Hit Ratio: 47.22%, Max Drawdown: 0.59%
(60, 2, 2, 0.5, -0.5, 3.5, 3.5): Return: -0.46%, Hit Ratio: 47.22%, Max Drawdown: 0.59%
(100, 2, 2, -0.5, -0.5, 3, 2.5): Return: -0.46%, Hit Ratio: 40.74%, Max Drawdown: 0.6%
(100, 2, 2, -0.5, 0, 2.5, 3.5): Return: -0.46%, Hit Ratio: 34.78%, Max Drawdown: 0.58%
(100, 2, 2, 0.5, 0, 3.5, 3.5): Return: -0.46%, Hit Ratio: 44.44%, Max Drawdown: 0.79%
(60, 1.5, 1.5, 0, -0.5, 2.5, 2.5): Return: -0.47%, Hit Ratio: 45.61%, Max Drawdown: 0.77%
(60, 2, 1.5, 0.5, 0.5, 2.5, 2.5): Return: -0.47%, Hit Ratio: 41.38%, Max Drawdown: 0.69%
(100, 2, 2, -0.5, -0.5, 3.5, 3.5): Return: -0.47%, Hit Ratio: 44.12%, Max Drawdown: 0.73%
(100, 2, 2, -0.5, 0.5, 2.5, 3): Return: -0.47%, Hit Ratio: 25.0%, Max Drawdown: 0.47%
(60, 2, 1.5, 0, -0.5, 3.5, 2.5): Return: -0.48%, Hit Ratio: 56.1%, Max Drawdown: 0.66%
(60, 2, 1.5, 0.5, 0.5, 2.5, 3): Return: -0.48%, Hit Ratio: 40.0%, Max Drawdown: 0.74%
(60, 2, 1.5, 0.5, 0.5, 2.5, 3.5): Return: -0.48%, Hit Ratio: 40.0%, Max Drawdown: 0.74%
(100, 2, 2, 0, 0, 3.5, 3.5): Return: -0.48%, Hit Ratio: 47.22%, Max Drawdown: 0.8%
(60, 1.5, 2, 0, 0, 2.5, 3): Return: -0.49%, Hit Ratio: 40.0%, Max Drawdown: 0.74%
(60, 1.5, 2, 0, 0, 2.5, 3.5): Return: -0.49%, Hit Ratio: 40.0%, Max Drawdown: 0.74%
(60, 2, 1.5, 0, 0.5, 2.5, 2.5): Return: -0.49%, Hit Ratio: 41.38%, Max Drawdown: 0.73%
(100, 2, 2, 0.5, 0.5, 2.5, 2.5): Return: -0.49%, Hit Ratio: 22.22%, Max Drawdown: 0.49%
(60, 2, 1.5, 0, 0.5, 2.5, 3): Return: -0.5%, Hit Ratio: 40.0%, Max Drawdown: 0.72%
(60, 2, 1.5, 0, 0.5, 2.5, 3.5): Return: -0.5%, Hit Ratio: 40.0%, Max Drawdown: 0.72%
(100, 2, 2, -0.5, 0, 2.5, 3): Return: -0.5%, Hit Ratio: 35.0%, Max Drawdown: 0.55%
(100, 2, 2, -0.5, 0, 3, 3.5): Return: -0.5%, Hit Ratio: 37.5%, Max Drawdown: 0.74%
(100, 2, 2, 0.5, 0, 3.5, 3): Return: -0.5%, Hit Ratio: 45.45%, Max Drawdown: 0.67%
(60, 2, 1.5, 0, -0.5, 3.5, 3): Return: -0.51%, Hit Ratio: 54.55%, Max Drawdown: 0.71%
(60, 2, 1.5, 0, -0.5, 3.5, 3.5): Return: -0.51%, Hit Ratio: 54.55%, Max Drawdown: 0.71%
(60, 2, 2, 0.5, -0.5, 3, 3): Return: -0.51%, Hit Ratio: 48.57%, Max Drawdown: 0.59%
(60, 2, 2, 0.5, -0.5, 3, 3.5): Return: -0.51%, Hit Ratio: 48.57%, Max Drawdown: 0.59%
(100, 2, 2, 0, 0.5, 3.5, 3.5): Return: -0.51%, Hit Ratio: 41.67%, Max Drawdown: 0.82%
(100, 2, 2, 0.5, 0.5, 3.5, 3.5): Return: -0.51%, Hit Ratio: 41.67%, Max Drawdown: 0.85%
(60, 1.5, 2, 0, -0.5, 3.5, 3): Return: -0.52%, Hit Ratio: 47.62%, Max Drawdown: 0.87%
(60, 1.5, 2, 0, -0.5, 3.5, 3.5): Return: -0.52%, Hit Ratio: 47.62%, Max Drawdown: 0.87%
(100, 1.5, 2, 0, -0.5, 2.5, 3): Return: -0.52%, Hit Ratio: 42.0%, Max Drawdown: 0.69%
(100, 2, 2, 0, 0, 3.5, 3): Return: -0.52%, Hit Ratio: 48.48%, Max Drawdown: 0.67%
(30, 2, 2, 0, 0, 3, 2.5): Return: -0.53%, Hit Ratio: 45.45%, Max Drawdown: 0.61%
