(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
Best HPs: (70, 2.0, -0.2, 2.9), Return: 0.66%, Hit Ratio: 67.86%, Max Drawdown: 0.32%
(70, 2.0, -0.2, 2.9): Return: 0.66%, Hit Ratio: 67.86%, Max Drawdown: 0.32%
(70, 2.1, -0.2, 2.9): Return: 0.59%, Hit Ratio: 72.73%, Max Drawdown: 0.19%
(70, 2.1, 0.0, 2.9): Return: 0.58%, Hit Ratio: 77.27%, Max Drawdown: 0.19%
(70, 2.1, -0.1, 2.9): Return: 0.55%, Hit Ratio: 72.73%, Max Drawdown: 0.19%
(60, 2.0, -0.2, 3.0): Return: 0.54%, Hit Ratio: 57.58%, Max Drawdown: 0.41%
(70, 2.0, 0.0, 2.9): Return: 0.54%, Hit Ratio: 67.86%, Max Drawdown: 0.3%
(70, 2.1, -0.2, 3.0): Return: 0.54%, Hit Ratio: 64.0%, Max Drawdown: 0.19%
(65, 2.1, -0.2, 2.9): Return: 0.52%, Hit Ratio: 65.22%, Max Drawdown: 0.2%
(65, 2.1, -0.2, 2.9): Return: 0.52%, Hit Ratio: 65.22%, Max Drawdown: 0.2%
(70, 2.1, 0.0, 3.0): Return: 0.52%, Hit Ratio: 68.0%, Max Drawdown: 0.19%
(65, 2.1, 0.0, 2.9): Return: 0.51%, Hit Ratio: 69.57%, Max Drawdown: 0.2%
(65, 2.1, 0.0, 2.9): Return: 0.51%, Hit Ratio: 69.57%, Max Drawdown: 0.2%
(70, 2.0, -0.2, 2.8): Return: 0.51%, Hit Ratio: 65.38%, Max Drawdown: 0.37%
(70, 2.0, -0.1, 2.9): Return: 0.5%, Hit Ratio: 64.29%, Max Drawdown: 0.32%
(70, 2.1, -0.1, 3.0): Return: 0.5%, Hit Ratio: 64.0%, Max Drawdown: 0.19%
(60, 2.0, -0.1, 3.0): Return: 0.49%, Hit Ratio: 57.58%, Max Drawdown: 0.41%
(50, 2.1, -0.1, 2.8): Return: 0.48%, Hit Ratio: 71.43%, Max Drawdown: 0.37%
(50, 2.1, -0.1, 2.9): Return: 0.48%, Hit Ratio: 71.43%, Max Drawdown: 0.37%
(65, 2.1, -0.2, 3.0): Return: 0.48%, Hit Ratio: 62.96%, Max Drawdown: 0.41%
(65, 2.1, -0.2, 3.1): Return: 0.48%, Hit Ratio: 62.96%, Max Drawdown: 0.41%
(65, 2.1, -0.1, 2.9): Return: 0.48%, Hit Ratio: 65.22%, Max Drawdown: 0.2%
(60, 2.0, -0.2, 3.1): Return: 0.48%, Hit Ratio: 55.88%, Max Drawdown: 0.41%
(60, 2.0, -0.2, 3.2): Return: 0.48%, Hit Ratio: 55.88%, Max Drawdown: 0.41%
(65, 2.1, -0.2, 3.0): Return: 0.48%, Hit Ratio: 62.96%, Max Drawdown: 0.41%
(65, 2.1, -0.2, 3.1): Return: 0.48%, Hit Ratio: 62.96%, Max Drawdown: 0.41%
(65, 2.1, -0.1, 2.9): Return: 0.48%, Hit Ratio: 65.22%, Max Drawdown: 0.2%
(70, 2.0, -0.2, 3.0): Return: 0.48%, Hit Ratio: 60.0%, Max Drawdown: 0.32%
(50, 2.1, -0.2, 2.8): Return: 0.47%, Hit Ratio: 71.43%, Max Drawdown: 0.37%
(50, 2.1, -0.2, 2.9): Return: 0.47%, Hit Ratio: 71.43%, Max Drawdown: 0.37%
(65, 2.1, 0.0, 3.0): Return: 0.47%, Hit Ratio: 66.67%, Max Drawdown: 0.41%
(65, 2.1, 0.0, 3.1): Return: 0.47%, Hit Ratio: 66.67%, Max Drawdown: 0.41%
(65, 2.1, 0.0, 3.0): Return: 0.47%, Hit Ratio: 66.67%, Max Drawdown: 0.41%
(65, 2.1, 0.0, 3.1): Return: 0.47%, Hit Ratio: 66.67%, Max Drawdown: 0.41%
(60, 2.0, 0.0, 3.0): Return: 0.45%, Hit Ratio: 60.61%, Max Drawdown: 0.41%
(70, 2.1, 0.2, 2.9): Return: 0.45%, Hit Ratio: 77.27%, Max Drawdown: 0.23%
(50, 2.0, -0.1, 2.8): Return: 0.44%, Hit Ratio: 58.82%, Max Drawdown: 0.37%
(50, 2.0, -0.1, 2.9): Return: 0.44%, Hit Ratio: 58.82%, Max Drawdown: 0.37%
(50, 2.1, -0.1, 3.0): Return: 0.44%, Hit Ratio: 68.18%, Max Drawdown: 0.37%
(50, 2.1, -0.1, 3.1): Return: 0.44%, Hit Ratio: 68.18%, Max Drawdown: 0.37%
(65, 2.1, -0.1, 3.0): Return: 0.44%, Hit Ratio: 62.96%, Max Drawdown: 0.41%
(65, 2.1, -0.1, 3.1): Return: 0.44%, Hit Ratio: 62.96%, Max Drawdown: 0.41%
(65, 2.1, -0.1, 3.0): Return: 0.44%, Hit Ratio: 62.96%, Max Drawdown: 0.41%
(65, 2.1, -0.1, 3.1): Return: 0.44%, Hit Ratio: 62.96%, Max Drawdown: 0.41%
(70, 2.1, -0.2, 2.8): Return: 0.44%, Hit Ratio: 70.0%, Max Drawdown: 0.19%
(50, 2.1, -0.2, 3.0): Return: 0.43%, Hit Ratio: 68.18%, Max Drawdown: 0.37%
(50, 2.1, -0.2, 3.1): Return: 0.43%, Hit Ratio: 68.18%, Max Drawdown: 0.37%
(50, 2.2, -0.1, 2.8): Return: 0.43%, Hit Ratio: 70.59%, Max Drawdown: 0.37%
(50, 2.2, -0.1, 2.9): Return: 0.43%, Hit Ratio: 70.59%, Max Drawdown: 0.37%
(70, 2.1, 0.0, 2.8): Return: 0.43%, Hit Ratio: 75.0%, Max Drawdown: 0.19%
(50, 2.0, -0.2, 2.8): Return: 0.42%, Hit Ratio: 58.82%, Max Drawdown: 0.37%
