(Lookback, Entry, Exit, Stop-loss)
Best HPs: (110, 1.7, 0.1, 3.1), Return: 0.6%, Hit Ratio: 62.07%, Max Drawdown: 0.11%
(110, 1.7, 0.1, 3.1): Return: 0.6%, Hit Ratio: 62.07%, Max Drawdown: 0.11%
(110, 1.7, 0.1, 3.2): Return: 0.59%, Hit Ratio: 60.0%, Max Drawdown: 0.11%
(110, 1.7, -0.1, 3.1): Return: 0.58%, Hit Ratio: 58.62%, Max Drawdown: 0.14%
(110, 1.7, 0.0, 3.1): Return: 0.58%, Hit Ratio: 58.62%, Max Drawdown: 0.14%
(110, 1.7, 0.0, 3.2): Return: 0.57%, Hit Ratio: 56.67%, Max Drawdown: 0.14%
(110, 1.7, 0.1, 2.8): Return: 0.57%, Hit Ratio: 60.71%, Max Drawdown: 0.11%
(110, 1.7, 0.1, 2.9): Return: 0.57%, Hit Ratio: 60.71%, Max Drawdown: 0.11%
(110, 1.7, 0.1, 3.0): Return: 0.57%, Hit Ratio: 60.71%, Max Drawdown: 0.11%
(110, 1.7, -0.1, 3.2): Return: 0.56%, Hit Ratio: 56.67%, Max Drawdown: 0.14%
(110, 1.7, -0.1, 2.8): Return: 0.55%, Hit Ratio: 57.14%, Max Drawdown: 0.14%
(110, 1.7, -0.1, 2.9): Return: 0.55%, Hit Ratio: 57.14%, Max Drawdown: 0.14%
(110, 1.7, -0.1, 3.0): Return: 0.55%, Hit Ratio: 57.14%, Max Drawdown: 0.14%
(110, 1.7, 0.0, 2.8): Return: 0.55%, Hit Ratio: 57.14%, Max Drawdown: 0.14%
(110, 1.7, 0.0, 2.9): Return: 0.55%, Hit Ratio: 57.14%, Max Drawdown: 0.14%
(110, 1.7, 0.0, 3.0): Return: 0.55%, Hit Ratio: 57.14%, Max Drawdown: 0.14%
(110, 1.7, 0.2, 3.1): Return: 0.55%, Hit Ratio: 62.07%, Max Drawdown: 0.14%
(90, 1.5, 0.0, 2.8): Return: 0.54%, Hit Ratio: 54.76%, Max Drawdown: 0.21%
(90, 1.5, 0.0, 2.9): Return: 0.54%, Hit Ratio: 54.76%, Max Drawdown: 0.21%
(90, 1.5, 0.0, 3.0): Return: 0.54%, Hit Ratio: 54.76%, Max Drawdown: 0.21%
(90, 1.5, 0.0, 3.1): Return: 0.54%, Hit Ratio: 54.76%, Max Drawdown: 0.21%
