(Lookback, Entry, Exit, Stop-loss)
Best HPs: (50, 0.8, -0.6, 2.6), Return: 1.18%, Hit Ratio: 93.55%, Max Drawdown: 0.05%
(50, 0.8, -0.6, 2.6): Return: 1.18%, Hit Ratio: 93.55%, Max Drawdown: 0.05%
(50, 0.8, -0.6, 2.7): Return: 1.18%, Hit Ratio: 93.55%, Max Drawdown: 0.05%
(50, 0.8, -0.5, 2.3): Return: 1.18%, Hit Ratio: 85.29%, Max Drawdown: 0.05%
(50, 0.8, -0.5, 2.4): Return: 1.18%, Hit Ratio: 85.29%, Max Drawdown: 0.05%
(50, 0.8, -0.5, 2.5): Return: 1.18%, Hit Ratio: 88.24%, Max Drawdown: 0.05%
(50, 0.8, -0.5, 2.6): Return: 1.18%, Hit Ratio: 90.91%, Max Drawdown: 0.05%
(50, 0.8, -0.5, 2.7): Return: 1.18%, Hit Ratio: 90.91%, Max Drawdown: 0.05%
(50, 0.8, -0.6, 2.3): Return: 1.17%, Hit Ratio: 87.5%, Max Drawdown: 0.05%
(50, 0.8, -0.6, 2.4): Return: 1.17%, Hit Ratio: 87.5%, Max Drawdown: 0.05%
(50, 0.8, -0.6, 2.5): Return: 1.17%, Hit Ratio: 90.62%, Max Drawdown: 0.05%
(50, 0.8, -0.4, 2.6): Return: 1.17%, Hit Ratio: 85.29%, Max Drawdown: 0.05%
(50, 0.8, -0.4, 2.7): Return: 1.17%, Hit Ratio: 85.29%, Max Drawdown: 0.05%
(50, 0.8, -0.3, 2.6): Return: 1.17%, Hit Ratio: 80.0%, Max Drawdown: 0.05%
(50, 0.8, -0.3, 2.7): Return: 1.17%, Hit Ratio: 80.0%, Max Drawdown: 0.05%
(50, 0.8, -0.7, 2.3): Return: 1.16%, Hit Ratio: 83.87%, Max Drawdown: 0.05%
(50, 0.8, -0.7, 2.4): Return: 1.16%, Hit Ratio: 83.87%, Max Drawdown: 0.05%
(50, 0.8, -0.7, 2.5): Return: 1.16%, Hit Ratio: 87.1%, Max Drawdown: 0.05%
(50, 0.8, -0.7, 2.6): Return: 1.16%, Hit Ratio: 90.0%, Max Drawdown: 0.05%
(50, 0.8, -0.7, 2.7): Return: 1.16%, Hit Ratio: 90.0%, Max Drawdown: 0.05%
