(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
Best HPs: (100, 1, 1, -0.5, -0.5, 2.5, 2.5), Return: 4.34%, Hit Ratio: 82.35%, Max Drawdown: 1.2%
(100, 1, 1, -0.5, -0.5, 2.5, 2.5): Return: 4.34%, Hit Ratio: 82.35%, Max Drawdown: 1.2%
(100, 1, 1, -0.5, -0.5, 3, 2.5): Return: 4.34%, Hit Ratio: 82.35%, Max Drawdown: 1.2%
(100, 1, 1, -0.5, -0.5, 3.5, 2.5): Return: 4.34%, Hit Ratio: 82.35%, Max Drawdown: 1.2%
(100, 1, 1.5, -0.5, -0.5, 2.5, 2.5): Return: 4.34%, Hit Ratio: 84.0%, Max Drawdown: 1.19%
(100, 1, 1.5, -0.5, -0.5, 3, 2.5): Return: 4.34%, Hit Ratio: 84.0%, Max Drawdown: 1.19%
(100, 1, 1.5, -0.5, -0.5, 3.5, 2.5): Return: 4.34%, Hit Ratio: 84.0%, Max Drawdown: 1.19%
(100, 1, 2, -0.5, -0.5, 2.5, 2.5): Return: 4.32%, Hit Ratio: 82.61%, Max Drawdown: 1.2%
(100, 1, 2, -0.5, -0.5, 3, 2.5): Return: 4.32%, Hit Ratio: 82.61%, Max Drawdown: 1.2%
(100, 1, 2, -0.5, -0.5, 3.5, 2.5): Return: 4.32%, Hit Ratio: 82.61%, Max Drawdown: 1.2%
(100, 1, 1, -0.5, 0.5, 2.5, 2.5): Return: 4.09%, Hit Ratio: 75.0%, Max Drawdown: 0.16%
(100, 1, 1, -0.5, 0.5, 3, 2.5): Return: 4.09%, Hit Ratio: 75.0%, Max Drawdown: 0.16%
(100, 1, 1, -0.5, 0.5, 3.5, 2.5): Return: 4.09%, Hit Ratio: 75.0%, Max Drawdown: 0.16%
(100, 1, 1.5, -0.5, 0.5, 2.5, 2.5): Return: 4.06%, Hit Ratio: 72.86%, Max Drawdown: 0.16%
(100, 1, 1.5, -0.5, 0.5, 3, 2.5): Return: 4.06%, Hit Ratio: 72.86%, Max Drawdown: 0.16%
(100, 1, 1.5, -0.5, 0.5, 3.5, 2.5): Return: 4.06%, Hit Ratio: 72.86%, Max Drawdown: 0.16%
(100, 1, 2, -0.5, 0.5, 2.5, 2.5): Return: 4.03%, Hit Ratio: 70.77%, Max Drawdown: 0.17%
