Australia ATHE_ATH Variant1, Return: 0.09%, Hit Ratio: 80.0%, Max Drawdown: 0.03%
China BGNE_6160 Variant3a, Return: 5.52%, Hit Ratio: 80.0%, Max Drawdown: 4.72%
China BGNE_6160 Variant3b, Return: 14.13%, Hit Ratio: 80.95%, Max Drawdown: 3.35%
China CEA_670 Variant1, Return: -2.69%, Hit Ratio: 36.36%, Max Drawdown: 2.82%
China CEA_670 Variant2, Return: 2.19%, Hit Ratio: 66.67%, Max Drawdown: 1.08%
China CEA_670 Variant3a, Return: -1.92%, Hit Ratio: 56.52%, Max Drawdown: 2.99%
China CEA_670 Variant3b, Return: 0.98%, Hit Ratio: 63.64%, Max Drawdown: 1.4%
China HNP_902 Variant1, Return: -0.46%, Hit Ratio: 50.0%, Max Drawdown: 1.23%
China HNP_902 Variant2, Return: 1.13%, Hit Ratio: 56.52%, Max Drawdown: 0.8%
China HNP_902 Variant3a, Return: 0.23%, Hit Ratio: 44.44%, Max Drawdown: 1.12%
China HNP_902 Variant3b, Return: 0.17%, Hit Ratio: 53.33%, Max Drawdown: 1.36%
China LFC_2628 Variant1, Return: -14.25%, Hit Ratio: 25.0%, Max Drawdown: 14.31%
China LFC_2628 Variant2, Return: 4.96%, Hit Ratio: 100.0%, Max Drawdown: 0.75%
China LFC_2628 Variant3a, Return: 3.37%, Hit Ratio: 66.67%, Max Drawdown: 2.1%
China LFC_2628 Variant3b, Return: 3.21%, Hit Ratio: 57.14%, Max Drawdown: 6.71%
China PTR_857 Variant1, Return: -4.65%, Hit Ratio: 20.0%, Max Drawdown: 6.55%
China PTR_857 Variant2, Return: -0.3%, Hit Ratio: 50.0%, Max Drawdown: 2.16%
China PTR_857 Variant3a, Return: -5.58%, Hit Ratio: 53.85%, Max Drawdown: 7.03%
China PTR_857 Variant3b, Return: -5.26%, Hit Ratio: 42.86%, Max Drawdown: 6.74%
China SHI_338 Variant1, Return: 2.33%, Hit Ratio: 63.64%, Max Drawdown: 1.79%
China SHI_338 Variant2, Return: 0.99%, Hit Ratio: 60.0%, Max Drawdown: 1.01%
China SHI_338 Variant3a, Return: 3.51%, Hit Ratio: 56.52%, Max Drawdown: 3.58%
China SHI_338 Variant3b, Return: 5.65%, Hit Ratio: 56.67%, Max Drawdown: 2.59%
China SNP_386 Variant1, Return: -5.46%, Hit Ratio: 42.86%, Max Drawdown: 7.26%
China SNP_386 Variant2, Return: -0.4%, Hit Ratio: 40.0%, Max Drawdown: 5.84%
China SNP_386 Variant3a, Return: 1.81%, Hit Ratio: 47.22%, Max Drawdown: 4.83%
China SNP_386 Variant3b, Return: -2.08%, Hit Ratio: 45.71%, Max Drawdown: 8.17%
China ZNH_1055 Variant1, Return: 0.2%, Hit Ratio: 55.0%, Max Drawdown: 5.52%
China ZNH_1055 Variant2, Return: 1.49%, Hit Ratio: 72.22%, Max Drawdown: 6.78%
China ZNH_1055 Variant3a, Return: -6.86%, Hit Ratio: 50.0%, Max Drawdown: 12.53%
China ZNH_1055 Variant3b, Return: -4.88%, Hit Ratio: 46.15%, Max Drawdown: 7.04%
Japan CAJ_7751 Variant1, Return: 0.0%, Hit Ratio: 0%, Max Drawdown: 0%
Japan CAJ_7751 Variant2, Return: -2.41%, Hit Ratio: 40.0%, Max Drawdown: 6.26%
Japan CAJ_7751 Variant3a, Return: -2.52%, Hit Ratio: 38.89%, Max Drawdown: 7.28%
Japan CAJ_7751 Variant3b, Return: -2.87%, Hit Ratio: 41.18%, Max Drawdown: 8.01%
Japan HMC_7267 Variant1, Return: -2.29%, Hit Ratio: 50.0%, Max Drawdown: 2.78%
Japan HMC_7267 Variant2, Return: -2.54%, Hit Ratio: 0.0%, Max Drawdown: 2.54%
Japan HMC_7267 Variant3a, Return: -4.19%, Hit Ratio: 33.33%, Max Drawdown: 4.66%
Japan HMC_7267 Variant3b, Return: -6.03%, Hit Ratio: 50.0%, Max Drawdown: 7.69%
Japan IX_8591 Variant1, Return: 1.29%, Hit Ratio: 100.0%, Max Drawdown: 1.78%
Japan IX_8591 Variant2, Return: 5.02%, Hit Ratio: 47.83%, Max Drawdown: 3.46%
Japan IX_8591 Variant3a, Return: 4.35%, Hit Ratio: 50.0%, Max Drawdown: 3.48%
Japan IX_8591 Variant3b, Return: 8.08%, Hit Ratio: 57.89%, Max Drawdown: 2.81%
Japan MFG_8411 Variant1, Return: -2.57%, Hit Ratio: 0.0%, Max Drawdown: 3.29%
Japan MFG_8411 Variant2, Return: 0.62%, Hit Ratio: 60.0%, Max Drawdown: 2.95%
Japan MFG_8411 Variant3a, Return: 3.24%, Hit Ratio: 77.78%, Max Drawdown: 3.11%
Japan MFG_8411 Variant3b, Return: 3.5%, Hit Ratio: 46.15%, Max Drawdown: 2.89%
Japan MUFG_8306 Variant1, Return: 1.53%, Hit Ratio: 100.0%, Max Drawdown: 1.71%
Japan MUFG_8306 Variant2, Return: 2.43%, Hit Ratio: 44.44%, Max Drawdown: 6.36%
Japan MUFG_8306 Variant3a, Return: 0.93%, Hit Ratio: 41.67%, Max Drawdown: 5.82%
Japan MUFG_8306 Variant3b, Return: -7.21%, Hit Ratio: 37.5%, Max Drawdown: 9.21%
Japan NMR_8604 Variant1, Return: -2.12%, Hit Ratio: 40.0%, Max Drawdown: 6.73%
Japan NMR_8604 Variant2, Return: -2.73%, Hit Ratio: 36.36%, Max Drawdown: 3.25%
Japan NMR_8604 Variant3a, Return: -5.81%, Hit Ratio: 16.67%, Max Drawdown: 6.14%
Japan NMR_8604 Variant3b, Return: 0.22%, Hit Ratio: 50.0%, Max Drawdown: 2.83%
Japan SMFG_8316 Variant1, Return: -2.19%, Hit Ratio: 25.0%, Max Drawdown: 3.35%
Japan SMFG_8316 Variant2, Return: 3.77%, Hit Ratio: 50.0%, Max Drawdown: 3.59%
Japan SMFG_8316 Variant3a, Return: 1.65%, Hit Ratio: 61.54%, Max Drawdown: 5.6%
Japan SMFG_8316 Variant3b, Return: 1.91%, Hit Ratio: 58.33%, Max Drawdown: 3.72%
Japan SONY_6758 Variant1, Return: 0.0%, Hit Ratio: 0%, Max Drawdown: 0%
Japan SONY_6758 Variant2, Return: -11.63%, Hit Ratio: 35.0%, Max Drawdown: 16.49%
Japan SONY_6758 Variant3a, Return: -4.18%, Hit Ratio: 25.0%, Max Drawdown: 4.45%
Japan SONY_6758 Variant3b, Return: -7.11%, Hit Ratio: 0.0%, Max Drawdown: 7.13%
Japan TAK_4502 Variant1, Return: 3.59%, Hit Ratio: 62.5%, Max Drawdown: 4.11%
Japan TAK_4502 Variant2, Return: 6.96%, Hit Ratio: 70.0%, Max Drawdown: 3.91%
Japan TAK_4502 Variant3a, Return: 5.66%, Hit Ratio: 63.16%, Max Drawdown: 7.74%
Japan TAK_4502 Variant3b, Return: 7.13%, Hit Ratio: 73.33%, Max Drawdown: 6.27%
Japan TM_7203 Variant1, Return: -2.57%, Hit Ratio: 100.0%, Max Drawdown: 4.01%
Japan TM_7203 Variant2, Return: 0.83%, Hit Ratio: 75.0%, Max Drawdown: 1.34%
Japan TM_7203 Variant3a, Return: -2.49%, Hit Ratio: 66.67%, Max Drawdown: 4.35%
Japan TM_7203 Variant3b, Return: -5.06%, Hit Ratio: 44.44%, Max Drawdown: 6.49%
