(Lookback, Entry, Exit, Stop-loss)
Best HPs: (60, 0.8, 0.4, 2.3), Return: 5.42%, Hit Ratio: 62.96%, Max Drawdown: 1.62%
(60, 0.8, 0.4, 2.3): Return: 5.42%, Hit Ratio: 62.96%, Max Drawdown: 1.62%
(60, 0.8, 0.5, 2.3): Return: 5.42%, Hit Ratio: 62.96%, Max Drawdown: 1.62%
(70, 0.8, 0.4, 2.3): Return: 5.38%, Hit Ratio: 67.31%, Max Drawdown: 1.62%
(70, 0.8, 0.4, 2.4): Return: 5.38%, Hit Ratio: 67.31%, Max Drawdown: 1.62%
(60, 0.8, 0.6, 2.3): Return: 5.21%, Hit Ratio: 61.11%, Max Drawdown: 1.62%
(70, 0.8, 0.6, 2.3): Return: 5.19%, Hit Ratio: 61.11%, Max Drawdown: 1.62%
(70, 0.8, 0.6, 2.4): Return: 5.19%, Hit Ratio: 61.11%, Max Drawdown: 1.62%
(65, 0.8, 0.5, 2.3): Return: 5.13%, Hit Ratio: 65.45%, Max Drawdown: 1.63%
(65, 0.8, 0.5, 2.4): Return: 5.13%, Hit Ratio: 65.45%, Max Drawdown: 1.63%
(65, 0.8, 0.5, 2.3): Return: 5.13%, Hit Ratio: 65.45%, Max Drawdown: 1.63%
(65, 0.8, 0.5, 2.4): Return: 5.13%, Hit Ratio: 65.45%, Max Drawdown: 1.63%
(70, 0.8, 0.5, 2.3): Return: 5.11%, Hit Ratio: 61.11%, Max Drawdown: 1.63%
(70, 0.8, 0.5, 2.4): Return: 5.11%, Hit Ratio: 61.11%, Max Drawdown: 1.63%
(70, 0.8, 0.7, 2.3): Return: 5.11%, Hit Ratio: 61.11%, Max Drawdown: 1.63%
(70, 0.8, 0.7, 2.4): Return: 5.11%, Hit Ratio: 61.11%, Max Drawdown: 1.63%
(65, 0.8, 0.7, 2.3): Return: 5.09%, Hit Ratio: 63.64%, Max Drawdown: 1.63%
(65, 0.8, 0.7, 2.4): Return: 5.09%, Hit Ratio: 63.64%, Max Drawdown: 1.63%
(65, 0.8, 0.7, 2.3): Return: 5.09%, Hit Ratio: 63.64%, Max Drawdown: 1.63%
(65, 0.8, 0.7, 2.4): Return: 5.09%, Hit Ratio: 63.64%, Max Drawdown: 1.63%
(60, 0.8, 0.3, 2.3): Return: 5.04%, Hit Ratio: 63.46%, Max Drawdown: 1.63%
(65, 0.8, 0.4, 2.3): Return: 4.91%, Hit Ratio: 64.81%, Max Drawdown: 1.63%
(65, 0.8, 0.4, 2.4): Return: 4.91%, Hit Ratio: 64.81%, Max Drawdown: 1.63%
(65, 0.8, 0.4, 2.3): Return: 4.91%, Hit Ratio: 64.81%, Max Drawdown: 1.63%
(65, 0.8, 0.4, 2.4): Return: 4.91%, Hit Ratio: 64.81%, Max Drawdown: 1.63%
(70, 0.8, 0.3, 2.3): Return: 4.88%, Hit Ratio: 64.0%, Max Drawdown: 1.63%
(70, 0.8, 0.3, 2.4): Return: 4.88%, Hit Ratio: 64.0%, Max Drawdown: 1.63%
(65, 0.8, 0.6, 2.3): Return: 4.87%, Hit Ratio: 61.82%, Max Drawdown: 1.63%
(65, 0.8, 0.6, 2.4): Return: 4.87%, Hit Ratio: 61.82%, Max Drawdown: 1.63%
(65, 0.8, 0.6, 2.3): Return: 4.87%, Hit Ratio: 61.82%, Max Drawdown: 1.63%
(65, 0.8, 0.6, 2.4): Return: 4.87%, Hit Ratio: 61.82%, Max Drawdown: 1.63%
(65, 1.0, 0.5, 2.3): Return: 4.85%, Hit Ratio: 59.46%, Max Drawdown: 1.63%
(65, 1.0, 0.5, 2.4): Return: 4.85%, Hit Ratio: 59.46%, Max Drawdown: 1.63%
(65, 1.0, 0.5, 2.3): Return: 4.85%, Hit Ratio: 59.46%, Max Drawdown: 1.63%
(65, 1.0, 0.5, 2.4): Return: 4.85%, Hit Ratio: 59.46%, Max Drawdown: 1.63%
(70, 0.8, 0.4, 2.6): Return: 4.85%, Hit Ratio: 64.81%, Max Drawdown: 1.68%
(70, 0.8, 0.4, 2.7): Return: 4.85%, Hit Ratio: 64.81%, Max Drawdown: 1.68%
(60, 0.9, 0.4, 2.3): Return: 4.79%, Hit Ratio: 59.18%, Max Drawdown: 1.63%
(60, 0.9, 0.5, 2.3): Return: 4.79%, Hit Ratio: 59.18%, Max Drawdown: 1.63%
(60, 1.0, 0.4, 2.3): Return: 4.78%, Hit Ratio: 63.16%, Max Drawdown: 1.63%
(60, 1.0, 0.5, 2.3): Return: 4.78%, Hit Ratio: 63.16%, Max Drawdown: 1.63%
(65, 1.0, 0.4, 2.3): Return: 4.75%, Hit Ratio: 61.11%, Max Drawdown: 1.63%
(65, 1.0, 0.4, 2.4): Return: 4.75%, Hit Ratio: 61.11%, Max Drawdown: 1.63%
(65, 1.0, 0.4, 2.3): Return: 4.75%, Hit Ratio: 61.11%, Max Drawdown: 1.63%
(65, 1.0, 0.4, 2.4): Return: 4.75%, Hit Ratio: 61.11%, Max Drawdown: 1.63%
(50, 0.8, 0.3, 2.3): Return: 4.71%, Hit Ratio: 59.62%, Max Drawdown: 1.7%
