(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(60, 1, 1.5, 0, -0.5, 2.5, 2.5): Return: 1.97%, Hit Ratio: 63.83%, Max Drawdown: 2.08%
(60, 1, 2, 0.5, -0.5, 3, 2.5): Return: 1.97%, Hit Ratio: 58.82%, Max Drawdown: 1.24%
(60, 1, 2, 0.5, -0.5, 3.5, 2.5): Return: 1.97%, Hit Ratio: 58.82%, Max Drawdown: 1.24%
(60, 1.5, 2, -0.5, 0.5, 2.5, 3.5): Return: 1.97%, Hit Ratio: 58.33%, Max Drawdown: 1.78%
(60, 1.5, 2, 0, 0.5, 3, 3.5): Return: 1.97%, Hit Ratio: 62.5%, Max Drawdown: 1.31%
(60, 1.5, 2, 0, 0.5, 3.5, 3.5): Return: 1.97%, Hit Ratio: 62.5%, Max Drawdown: 1.31%
(60, 2, 2, -0.5, 0.5, 2.5, 2.5): Return: 1.97%, Hit Ratio: 66.67%, Max Drawdown: 1.14%
(60, 1, 2, -0.5, 0, 2.5, 3): Return: 1.96%, Hit Ratio: 55.88%, Max Drawdown: 2.07%
(60, 2, 2, 0, 0, 2.5, 2.5): Return: 1.96%, Hit Ratio: 75.0%, Max Drawdown: 1.14%
(100, 1.5, 1.5, 0.5, 0, 2.5, 2.5): Return: 1.96%, Hit Ratio: 68.57%, Max Drawdown: 1.15%
(100, 1.5, 1.5, 0.5, 0, 3, 2.5): Return: 1.96%, Hit Ratio: 68.57%, Max Drawdown: 1.15%
(100, 1.5, 1.5, 0.5, 0, 3.5, 2.5): Return: 1.96%, Hit Ratio: 68.57%, Max Drawdown: 1.15%
(100, 1.5, 2, -0.5, 0, 2.5, 3.5): Return: 1.96%, Hit Ratio: 63.64%, Max Drawdown: 1.13%
(100, 1.5, 2, -0.5, 0, 3, 3.5): Return: 1.96%, Hit Ratio: 63.64%, Max Drawdown: 1.13%
(100, 1.5, 2, -0.5, 0, 3.5, 3.5): Return: 1.96%, Hit Ratio: 63.64%, Max Drawdown: 1.13%
(30, 1.5, 2, 0.5, 0.5, 3, 3): Return: 1.95%, Hit Ratio: 62.07%, Max Drawdown: 1.32%
(30, 1.5, 2, 0.5, 0.5, 3.5, 3): Return: 1.95%, Hit Ratio: 62.07%, Max Drawdown: 1.32%
(60, 1.5, 2, -0.5, 0, 3, 3): Return: 1.95%, Hit Ratio: 54.55%, Max Drawdown: 1.31%
(60, 1.5, 2, -0.5, 0, 3.5, 3): Return: 1.95%, Hit Ratio: 54.55%, Max Drawdown: 1.31%
(100, 2, 2, -0.5, 0.5, 2.5, 3): Return: 1.95%, Hit Ratio: 64.29%, Max Drawdown: 0.34%
(100, 2, 2, -0.5, 0.5, 3, 3): Return: 1.95%, Hit Ratio: 64.29%, Max Drawdown: 0.34%
(100, 2, 2, -0.5, 0.5, 3.5, 3): Return: 1.95%, Hit Ratio: 64.29%, Max Drawdown: 0.34%
(30, 2, 2, 0, 0, 3, 3): Return: 1.94%, Hit Ratio: 68.42%, Max Drawdown: 1.15%
(30, 2, 2, 0, 0, 3.5, 3): Return: 1.94%, Hit Ratio: 68.42%, Max Drawdown: 1.15%
(100, 1, 1.5, 0.5, 0.5, 2.5, 2.5): Return: 1.94%, Hit Ratio: 60.42%, Max Drawdown: 1.61%
(100, 1, 1.5, 0.5, 0.5, 2.5, 3): Return: 1.94%, Hit Ratio: 60.42%, Max Drawdown: 1.61%
(100, 1, 1.5, 0.5, 0.5, 3, 2.5): Return: 1.94%, Hit Ratio: 60.42%, Max Drawdown: 1.61%
(100, 1, 1.5, 0.5, 0.5, 3, 3): Return: 1.94%, Hit Ratio: 60.42%, Max Drawdown: 1.61%
(100, 1, 1.5, 0.5, 0.5, 3.5, 2.5): Return: 1.94%, Hit Ratio: 60.42%, Max Drawdown: 1.61%
(100, 1, 1.5, 0.5, 0.5, 3.5, 3): Return: 1.94%, Hit Ratio: 60.42%, Max Drawdown: 1.61%
(30, 1, 2, 0.5, -0.5, 3, 3.5): Return: 1.92%, Hit Ratio: 58.33%, Max Drawdown: 1.31%
(30, 1, 2, 0.5, -0.5, 3.5, 3.5): Return: 1.92%, Hit Ratio: 58.33%, Max Drawdown: 1.31%
(60, 2, 2, 0, -0.5, 2.5, 2.5): Return: 1.92%, Hit Ratio: 66.67%, Max Drawdown: 1.14%
(30, 1, 2, -0.5, 0, 2.5, 3): Return: 1.91%, Hit Ratio: 59.38%, Max Drawdown: 1.77%
(60, 2, 2, -0.5, 0, 2.5, 2.5): Return: 1.91%, Hit Ratio: 66.67%, Max Drawdown: 1.14%
(30, 1, 1.5, 0, 0.5, 2.5, 3): Return: 1.9%, Hit Ratio: 65.31%, Max Drawdown: 1.77%
(30, 1.5, 2, 0.5, 0, 3, 3): Return: 1.9%, Hit Ratio: 62.07%, Max Drawdown: 1.31%
(30, 1.5, 2, 0.5, 0, 3.5, 3): Return: 1.9%, Hit Ratio: 62.07%, Max Drawdown: 1.31%
(30, 1, 1.5, 0, 0.5, 3, 2.5): Return: 1.89%, Hit Ratio: 62.22%, Max Drawdown: 1.3%
(30, 1, 1.5, 0, 0.5, 3.5, 2.5): Return: 1.89%, Hit Ratio: 62.22%, Max Drawdown: 1.3%
(100, 1.5, 2, -0.5, 0.5, 2.5, 3.5): Return: 1.89%, Hit Ratio: 63.64%, Max Drawdown: 1.13%
(100, 1.5, 2, -0.5, 0.5, 3, 3.5): Return: 1.89%, Hit Ratio: 63.64%, Max Drawdown: 1.13%
(100, 1.5, 2, -0.5, 0.5, 3.5, 3.5): Return: 1.89%, Hit Ratio: 63.64%, Max Drawdown: 1.13%
(60, 1.5, 2, -0.5, 0, 2.5, 3.5): Return: 1.88%, Hit Ratio: 58.33%, Max Drawdown: 1.78%
(60, 1.5, 2, 0, 0, 3, 3.5): Return: 1.88%, Hit Ratio: 62.5%, Max Drawdown: 1.31%
(60, 1.5, 2, 0, 0, 3.5, 3.5): Return: 1.88%, Hit Ratio: 62.5%, Max Drawdown: 1.31%
(100, 2, 2, 0, 0, 2.5, 3.5): Return: 1.88%, Hit Ratio: 63.16%, Max Drawdown: 0.77%
(100, 2, 2, 0, 0, 3, 3.5): Return: 1.88%, Hit Ratio: 63.16%, Max Drawdown: 0.77%
(100, 2, 2, 0, 0, 3.5, 3.5): Return: 1.88%, Hit Ratio: 63.16%, Max Drawdown: 0.77%
(60, 1, 2, 0.5, 0, 3, 3): Return: 1.87%, Hit Ratio: 57.14%, Max Drawdown: 1.24%
(60, 1, 2, 0.5, 0, 3.5, 3): Return: 1.87%, Hit Ratio: 57.14%, Max Drawdown: 1.24%
(60, 2, 2, 0.5, 0.5, 2.5, 2.5): Return: 1.87%, Hit Ratio: 75.0%, Max Drawdown: 1.15%
(100, 1, 2, -0.5, 0, 2.5, 3.5): Return: 1.87%, Hit Ratio: 63.64%, Max Drawdown: 1.93%
(100, 1, 2, -0.5, 0, 3, 3.5): Return: 1.87%, Hit Ratio: 63.64%, Max Drawdown: 1.93%
(100, 1, 2, -0.5, 0, 3.5, 3.5): Return: 1.87%, Hit Ratio: 63.64%, Max Drawdown: 1.93%
(100, 2, 2, 0, 0.5, 2.5, 3.5): Return: 1.87%, Hit Ratio: 63.16%, Max Drawdown: 0.77%
(100, 2, 2, 0, 0.5, 3, 3.5): Return: 1.87%, Hit Ratio: 63.16%, Max Drawdown: 0.77%
(100, 2, 2, 0, 0.5, 3.5, 3.5): Return: 1.87%, Hit Ratio: 63.16%, Max Drawdown: 0.77%
(100, 2, 2, 0.5, 0, 2.5, 3.5): Return: 1.86%, Hit Ratio: 63.16%, Max Drawdown: 0.77%
(100, 2, 2, 0.5, 0, 3, 3.5): Return: 1.86%, Hit Ratio: 63.16%, Max Drawdown: 0.77%
(100, 2, 2, 0.5, 0, 3.5, 3.5): Return: 1.86%, Hit Ratio: 63.16%, Max Drawdown: 0.77%
(30, 1.5, 2, -0.5, 0.5, 2.5, 3.5): Return: 1.85%, Hit Ratio: 67.86%, Max Drawdown: 1.78%
(60, 1.5, 2, 0, -0.5, 3, 3.5): Return: 1.85%, Hit Ratio: 58.33%, Max Drawdown: 1.31%
(60, 1.5, 2, 0, -0.5, 3.5, 3.5): Return: 1.85%, Hit Ratio: 58.33%, Max Drawdown: 1.31%
(100, 1, 2, 0, 0, 2.5, 3.5): Return: 1.85%, Hit Ratio: 64.71%, Max Drawdown: 1.93%
(100, 1, 2, 0, 0, 3, 3.5): Return: 1.85%, Hit Ratio: 64.71%, Max Drawdown: 1.93%
(100, 1, 2, 0, 0, 3.5, 3.5): Return: 1.85%, Hit Ratio: 64.71%, Max Drawdown: 1.93%
(60, 1, 1.5, 0, -0.5, 2.5, 3): Return: 1.84%, Hit Ratio: 62.5%, Max Drawdown: 2.08%
(60, 1, 2, 0.5, -0.5, 3, 3): Return: 1.84%, Hit Ratio: 57.14%, Max Drawdown: 1.24%
(60, 1, 2, 0.5, -0.5, 3.5, 3): Return: 1.84%, Hit Ratio: 57.14%, Max Drawdown: 1.24%
(30, 1, 2, 0, 0, 3, 3): Return: 1.82%, Hit Ratio: 61.76%, Max Drawdown: 1.31%
(30, 1, 2, 0, 0, 3.5, 3): Return: 1.82%, Hit Ratio: 61.76%, Max Drawdown: 1.31%
(30, 1.5, 2, -0.5, 0, 2.5, 3.5): Return: 1.82%, Hit Ratio: 62.96%, Max Drawdown: 1.78%
(60, 2, 2, 0.5, 0, 2.5, 2.5): Return: 1.81%, Hit Ratio: 75.0%, Max Drawdown: 1.15%
(100, 1.5, 1.5, 0, -0.5, 2.5, 2.5): Return: 1.81%, Hit Ratio: 66.67%, Max Drawdown: 1.15%
(100, 1.5, 1.5, 0, -0.5, 3, 2.5): Return: 1.81%, Hit Ratio: 66.67%, Max Drawdown: 1.15%
(100, 1.5, 1.5, 0, -0.5, 3.5, 2.5): Return: 1.81%, Hit Ratio: 66.67%, Max Drawdown: 1.15%
(60, 1, 2, 0.5, 0, 2.5, 3.5): Return: 1.8%, Hit Ratio: 59.46%, Max Drawdown: 1.57%
(60, 1.5, 2, -0.5, -0.5, 2.5, 3): Return: 1.8%, Hit Ratio: 54.55%, Max Drawdown: 1.78%
(100, 2, 2, 0.5, 0.5, 2.5, 3.5): Return: 1.8%, Hit Ratio: 63.16%, Max Drawdown: 0.77%
(100, 2, 2, 0.5, 0.5, 3, 3.5): Return: 1.8%, Hit Ratio: 63.16%, Max Drawdown: 0.77%
(100, 2, 2, 0.5, 0.5, 3.5, 3.5): Return: 1.8%, Hit Ratio: 63.16%, Max Drawdown: 0.77%
(60, 1, 2, 0.5, -0.5, 2.5, 3.5): Return: 1.78%, Hit Ratio: 59.46%, Max Drawdown: 1.57%
(60, 2, 2, 0.5, -0.5, 2.5, 2.5): Return: 1.78%, Hit Ratio: 75.0%, Max Drawdown: 1.15%
(30, 1, 2, -0.5, 0, 2.5, 2.5): Return: 1.76%, Hit Ratio: 53.85%, Max Drawdown: 1.83%
(60, 1.5, 2, -0.5, 0.5, 2.5, 3): Return: 1.76%, Hit Ratio: 54.55%, Max Drawdown: 1.78%
(60, 1.5, 2, 0, 0.5, 3, 3): Return: 1.76%, Hit Ratio: 59.09%, Max Drawdown: 1.31%
(60, 1.5, 2, 0, 0.5, 3.5, 3): Return: 1.76%, Hit Ratio: 59.09%, Max Drawdown: 1.31%
(100, 2, 1.5, 0, 0, 2.5, 2.5): Return: 1.74%, Hit Ratio: 63.64%, Max Drawdown: 1.12%
(100, 2, 1.5, 0, 0, 3, 2.5): Return: 1.74%, Hit Ratio: 63.64%, Max Drawdown: 1.12%
(100, 2, 1.5, 0, 0, 3.5, 2.5): Return: 1.74%, Hit Ratio: 63.64%, Max Drawdown: 1.12%
(60, 1, 2, 0.5, 0, 2.5, 2.5): Return: 1.73%, Hit Ratio: 58.82%, Max Drawdown: 1.57%
(30, 1, 2, -0.5, 0.5, 3, 3): Return: 1.72%, Hit Ratio: 62.86%, Max Drawdown: 1.31%
(30, 1, 2, -0.5, 0.5, 3.5, 3): Return: 1.72%, Hit Ratio: 62.86%, Max Drawdown: 1.31%
(30, 1, 2, 0, 0.5, 3, 3.5): Return: 1.71%, Hit Ratio: 63.89%, Max Drawdown: 1.31%
(30, 1, 2, 0, 0.5, 3.5, 3.5): Return: 1.71%, Hit Ratio: 63.89%, Max Drawdown: 1.31%
(30, 1.5, 2, -0.5, -0.5, 2.5, 3): Return: 1.71%, Hit Ratio: 64.0%, Max Drawdown: 1.78%
(60, 1, 2, 0.5, -0.5, 2.5, 2.5): Return: 1.7%, Hit Ratio: 58.82%, Max Drawdown: 1.57%
(60, 1.5, 2, 0, 0.5, 2.5, 3.5): Return: 1.7%, Hit Ratio: 62.5%, Max Drawdown: 1.78%
(100, 1, 2, -0.5, 0, 2.5, 2.5): Return: 1.69%, Hit Ratio: 60.0%, Max Drawdown: 1.94%
(100, 1, 2, -0.5, 0, 2.5, 3): Return: 1.69%, Hit Ratio: 60.0%, Max Drawdown: 1.94%
(100, 1, 2, -0.5, 0, 3, 2.5): Return: 1.69%, Hit Ratio: 60.0%, Max Drawdown: 1.94%
(100, 1, 2, -0.5, 0, 3, 3): Return: 1.69%, Hit Ratio: 60.0%, Max Drawdown: 1.94%
(100, 1, 2, -0.5, 0, 3.5, 2.5): Return: 1.69%, Hit Ratio: 60.0%, Max Drawdown: 1.94%
(100, 1, 2, -0.5, 0, 3.5, 3): Return: 1.69%, Hit Ratio: 60.0%, Max Drawdown: 1.94%
(100, 1.5, 1.5, 0.5, 0.5, 2.5, 2.5): Return: 1.69%, Hit Ratio: 68.57%, Max Drawdown: 1.15%
(100, 1.5, 1.5, 0.5, 0.5, 3, 2.5): Return: 1.69%, Hit Ratio: 68.57%, Max Drawdown: 1.15%
(100, 1.5, 1.5, 0.5, 0.5, 3.5, 2.5): Return: 1.69%, Hit Ratio: 68.57%, Max Drawdown: 1.15%
(100, 2, 2, -0.5, -0.5, 2.5, 2.5): Return: 1.69%, Hit Ratio: 69.23%, Max Drawdown: 0.34%
(100, 2, 2, -0.5, -0.5, 3, 2.5): Return: 1.69%, Hit Ratio: 69.23%, Max Drawdown: 0.34%
(100, 2, 2, -0.5, -0.5, 3.5, 2.5): Return: 1.69%, Hit Ratio: 69.23%, Max Drawdown: 0.34%
(30, 1, 2, 0.5, 0, 3, 3): Return: 1.68%, Hit Ratio: 60.0%, Max Drawdown: 1.31%
(30, 1, 2, 0.5, 0, 3.5, 3): Return: 1.68%, Hit Ratio: 60.0%, Max Drawdown: 1.31%
(60, 1.5, 2, -0.5, 0, 2.5, 3): Return: 1.67%, Hit Ratio: 54.55%, Max Drawdown: 1.78%
(60, 1.5, 2, 0, 0, 3, 3): Return: 1.67%, Hit Ratio: 59.09%, Max Drawdown: 1.31%
(60, 1.5, 2, 0, 0, 3.5, 3): Return: 1.67%, Hit Ratio: 59.09%, Max Drawdown: 1.31%
(100, 1.5, 1.5, -0.5, 0.5, 2.5, 2.5): Return: 1.67%, Hit Ratio: 65.71%, Max Drawdown: 1.15%
(100, 1.5, 1.5, -0.5, 0.5, 3, 2.5): Return: 1.67%, Hit Ratio: 65.71%, Max Drawdown: 1.15%
(100, 1.5, 1.5, -0.5, 0.5, 3.5, 2.5): Return: 1.67%, Hit Ratio: 65.71%, Max Drawdown: 1.15%
(60, 1.5, 2, 0, -0.5, 3, 3): Return: 1.63%, Hit Ratio: 54.55%, Max Drawdown: 1.31%
(60, 1.5, 2, 0, -0.5, 3.5, 3): Return: 1.63%, Hit Ratio: 54.55%, Max Drawdown: 1.31%
(60, 1.5, 2, 0, 0, 2.5, 3.5): Return: 1.61%, Hit Ratio: 62.5%, Max Drawdown: 1.78%
(60, 1, 2, 0.5, 0, 2.5, 3): Return: 1.59%, Hit Ratio: 57.14%, Max Drawdown: 1.57%
(60, 1, 2, 0.5, 0.5, 3, 3.5): Return: 1.59%, Hit Ratio: 56.76%, Max Drawdown: 1.25%
(60, 1, 2, 0.5, 0.5, 3.5, 3.5): Return: 1.59%, Hit Ratio: 56.76%, Max Drawdown: 1.25%
(60, 2, 2, -0.5, -0.5, 3, 2.5): Return: 1.59%, Hit Ratio: 61.54%, Max Drawdown: 1.15%
(60, 2, 2, -0.5, -0.5, 3.5, 2.5): Return: 1.59%, Hit Ratio: 61.54%, Max Drawdown: 1.15%
(100, 1.5, 2, 0, 0, 2.5, 3.5): Return: 1.58%, Hit Ratio: 63.64%, Max Drawdown: 1.13%
(100, 1.5, 2, 0, 0, 3, 3.5): Return: 1.58%, Hit Ratio: 63.64%, Max Drawdown: 1.13%
(100, 1.5, 2, 0, 0, 3.5, 3.5): Return: 1.58%, Hit Ratio: 63.64%, Max Drawdown: 1.13%
(30, 1, 2, 0.5, 0.5, 3, 3.5): Return: 1.57%, Hit Ratio: 58.33%, Max Drawdown: 1.31%
(30, 1, 2, 0.5, 0.5, 3.5, 3.5): Return: 1.57%, Hit Ratio: 58.33%, Max Drawdown: 1.31%
(60, 1.5, 2, 0, -0.5, 2.5, 3.5): Return: 1.57%, Hit Ratio: 58.33%, Max Drawdown: 1.79%
(60, 2, 2, 0, 0.5, 3, 2.5): Return: 1.57%, Hit Ratio: 69.23%, Max Drawdown: 1.15%
(60, 2, 2, 0, 0.5, 3.5, 2.5): Return: 1.57%, Hit Ratio: 69.23%, Max Drawdown: 1.15%
(30, 1, 1.5, 0, 0.5, 2.5, 2.5): Return: 1.56%, Hit Ratio: 61.36%, Max Drawdown: 1.77%
(60, 1, 2, 0.5, -0.5, 2.5, 3): Return: 1.56%, Hit Ratio: 57.14%, Max Drawdown: 1.57%
(100, 1.5, 2, 0, 0.5, 2.5, 3.5): Return: 1.56%, Hit Ratio: 63.64%, Max Drawdown: 1.13%
(100, 1.5, 2, 0, 0.5, 3, 3.5): Return: 1.56%, Hit Ratio: 63.64%, Max Drawdown: 1.13%
(100, 1.5, 2, 0, 0.5, 3.5, 3.5): Return: 1.56%, Hit Ratio: 63.64%, Max Drawdown: 1.13%
(30, 1, 2, 0.5, -0.5, 3, 3): Return: 1.54%, Hit Ratio: 57.14%, Max Drawdown: 1.31%
(30, 1, 2, 0.5, -0.5, 3.5, 3): Return: 1.54%, Hit Ratio: 57.14%, Max Drawdown: 1.31%
(100, 1, 2, 0.5, 0, 2.5, 3.5): Return: 1.54%, Hit Ratio: 55.88%, Max Drawdown: 1.63%
(100, 1, 2, 0.5, 0, 3, 3.5): Return: 1.54%, Hit Ratio: 55.88%, Max Drawdown: 1.63%
(100, 1, 2, 0.5, 0, 3.5, 3.5): Return: 1.54%, Hit Ratio: 55.88%, Max Drawdown: 1.63%
(30, 1.5, 2, 0, 0.5, 2.5, 3.5): Return: 1.52%, Hit Ratio: 67.86%, Max Drawdown: 1.78%
(60, 1, 2, 0.5, 0.5, 3, 2.5): Return: 1.52%, Hit Ratio: 55.88%, Max Drawdown: 1.25%
(60, 1, 2, 0.5, 0.5, 3.5, 2.5): Return: 1.52%, Hit Ratio: 55.88%, Max Drawdown: 1.25%
(60, 2, 2, -0.5, 0.5, 3, 2.5): Return: 1.52%, Hit Ratio: 61.54%, Max Drawdown: 1.15%
(60, 2, 2, -0.5, 0.5, 3.5, 2.5): Return: 1.52%, Hit Ratio: 61.54%, Max Drawdown: 1.15%
(100, 1.5, 2, -0.5, -0.5, 2.5, 3): Return: 1.52%, Hit Ratio: 64.71%, Max Drawdown: 1.04%
(100, 1.5, 2, -0.5, -0.5, 3, 3): Return: 1.52%, Hit Ratio: 64.71%, Max Drawdown: 1.04%
(100, 1.5, 2, -0.5, -0.5, 3.5, 3): Return: 1.52%, Hit Ratio: 64.71%, Max Drawdown: 1.04%
(60, 2, 2, 0, 0, 3, 2.5): Return: 1.51%, Hit Ratio: 69.23%, Max Drawdown: 1.15%
(60, 2, 2, 0, 0, 3.5, 2.5): Return: 1.51%, Hit Ratio: 69.23%, Max Drawdown: 1.15%
(30, 1.5, 2, 0, -0.5, 2.5, 3.5): Return: 1.49%, Hit Ratio: 59.26%, Max Drawdown: 1.78%
(60, 1.5, 2, 0, 0.5, 2.5, 3): Return: 1.49%, Hit Ratio: 59.09%, Max Drawdown: 1.78%
(100, 2, 1.5, 0, 0.5, 2.5, 2.5): Return: 1.49%, Hit Ratio: 63.64%, Max Drawdown: 1.16%
(100, 2, 1.5, 0, 0.5, 3, 2.5): Return: 1.49%, Hit Ratio: 63.64%, Max Drawdown: 1.16%
(100, 2, 1.5, 0, 0.5, 3.5, 2.5): Return: 1.49%, Hit Ratio: 63.64%, Max Drawdown: 1.16%
(30, 1.5, 2, -0.5, 0.5, 2.5, 3): Return: 1.47%, Hit Ratio: 66.67%, Max Drawdown: 1.79%
(60, 1.5, 2, 0.5, 0.5, 3, 3.5): Return: 1.47%, Hit Ratio: 58.33%, Max Drawdown: 1.32%
(60, 1.5, 2, 0.5, 0.5, 3.5, 3.5): Return: 1.47%, Hit Ratio: 58.33%, Max Drawdown: 1.32%
(60, 2, 2, 0, -0.5, 3, 2.5): Return: 1.47%, Hit Ratio: 61.54%, Max Drawdown: 1.15%
(60, 2, 2, 0, -0.5, 3.5, 2.5): Return: 1.47%, Hit Ratio: 61.54%, Max Drawdown: 1.15%
(30, 1.5, 2, 0, 0, 2.5, 3.5): Return: 1.46%, Hit Ratio: 62.96%, Max Drawdown: 1.78%
(60, 2, 2, -0.5, 0, 3, 2.5): Return: 1.46%, Hit Ratio: 61.54%, Max Drawdown: 1.15%
(60, 2, 2, -0.5, 0, 3.5, 2.5): Return: 1.46%, Hit Ratio: 61.54%, Max Drawdown: 1.15%
(100, 1.5, 1.5, 0, 0, 2.5, 2.5): Return: 1.45%, Hit Ratio: 65.71%, Max Drawdown: 1.15%
(100, 1.5, 1.5, 0, 0, 3, 2.5): Return: 1.45%, Hit Ratio: 65.71%, Max Drawdown: 1.15%
(100, 1.5, 1.5, 0, 0, 3.5, 2.5): Return: 1.45%, Hit Ratio: 65.71%, Max Drawdown: 1.15%
(100, 1.5, 2, 0.5, 0, 2.5, 3.5): Return: 1.45%, Hit Ratio: 63.64%, Max Drawdown: 1.23%
(100, 1.5, 2, 0.5, 0, 3, 3.5): Return: 1.45%, Hit Ratio: 63.64%, Max Drawdown: 1.23%
(100, 1.5, 2, 0.5, 0, 3.5, 3.5): Return: 1.45%, Hit Ratio: 63.64%, Max Drawdown: 1.23%
(30, 1.5, 2, -0.5, 0, 2.5, 3): Return: 1.44%, Hit Ratio: 61.54%, Max Drawdown: 1.79%
(100, 1, 2, 0, -0.5, 2.5, 2.5): Return: 1.44%, Hit Ratio: 64.52%, Max Drawdown: 1.62%
(100, 1, 2, 0, -0.5, 2.5, 3): Return: 1.44%, Hit Ratio: 64.52%, Max Drawdown: 1.62%
(100, 1, 2, 0, -0.5, 3, 2.5): Return: 1.44%, Hit Ratio: 64.52%, Max Drawdown: 1.62%
(100, 1, 2, 0, -0.5, 3, 3): Return: 1.44%, Hit Ratio: 64.52%, Max Drawdown: 1.62%
(100, 1, 2, 0, -0.5, 3.5, 2.5): Return: 1.44%, Hit Ratio: 64.52%, Max Drawdown: 1.62%
(100, 1, 2, 0, -0.5, 3.5, 3): Return: 1.44%, Hit Ratio: 64.52%, Max Drawdown: 1.62%
(100, 2, 2, 0, -0.5, 2.5, 3.5): Return: 1.43%, Hit Ratio: 63.16%, Max Drawdown: 0.77%
(100, 2, 2, 0, -0.5, 3, 3.5): Return: 1.43%, Hit Ratio: 63.16%, Max Drawdown: 0.77%
(100, 2, 2, 0, -0.5, 3.5, 3.5): Return: 1.43%, Hit Ratio: 63.16%, Max Drawdown: 0.77%
(60, 1, 2, -0.5, 0.5, 3, 3.5): Return: 1.42%, Hit Ratio: 55.56%, Max Drawdown: 1.76%
(60, 1, 2, -0.5, 0.5, 3.5, 3.5): Return: 1.42%, Hit Ratio: 55.56%, Max Drawdown: 1.76%
(60, 2, 2, 0.5, 0.5, 3, 2.5): Return: 1.42%, Hit Ratio: 69.23%, Max Drawdown: 1.15%
(60, 2, 2, 0.5, 0.5, 3.5, 2.5): Return: 1.42%, Hit Ratio: 69.23%, Max Drawdown: 1.15%
(30, 1, 2, 0, -0.5, 2.5, 3.5): Return: 1.41%, Hit Ratio: 60.61%, Max Drawdown: 1.77%
(30, 1.5, 2, 0.5, -0.5, 2.5, 3.5): Return: 1.41%, Hit Ratio: 60.71%, Max Drawdown: 1.78%
(60, 1.5, 2, -0.5, -0.5, 3, 2.5): Return: 1.41%, Hit Ratio: 55.0%, Max Drawdown: 1.31%
(60, 1.5, 2, -0.5, -0.5, 3.5, 2.5): Return: 1.41%, Hit Ratio: 55.0%, Max Drawdown: 1.31%
(60, 1.5, 2, 0.5, 0, 3, 3.5): Return: 1.41%, Hit Ratio: 58.33%, Max Drawdown: 1.32%
(60, 1.5, 2, 0.5, 0, 3.5, 3.5): Return: 1.41%, Hit Ratio: 58.33%, Max Drawdown: 1.32%
(100, 2, 2, 0.5, -0.5, 2.5, 3.5): Return: 1.41%, Hit Ratio: 63.16%, Max Drawdown: 0.77%
(100, 2, 2, 0.5, -0.5, 3, 3.5): Return: 1.41%, Hit Ratio: 63.16%, Max Drawdown: 0.77%
(100, 2, 2, 0.5, -0.5, 3.5, 3.5): Return: 1.41%, Hit Ratio: 63.16%, Max Drawdown: 0.77%
(60, 1.5, 2, 0, 0, 2.5, 3): Return: 1.4%, Hit Ratio: 59.09%, Max Drawdown: 1.78%
(100, 1.5, 2, 0.5, 0.5, 2.5, 3.5): Return: 1.39%, Hit Ratio: 63.64%, Max Drawdown: 1.23%
(100, 1.5, 2, 0.5, 0.5, 3, 3.5): Return: 1.39%, Hit Ratio: 63.64%, Max Drawdown: 1.23%
(100, 1.5, 2, 0.5, 0.5, 3.5, 3.5): Return: 1.39%, Hit Ratio: 63.64%, Max Drawdown: 1.23%
(60, 1, 2, 0.5, 0.5, 3, 3): Return: 1.38%, Hit Ratio: 54.29%, Max Drawdown: 1.25%
(60, 1, 2, 0.5, 0.5, 3.5, 3): Return: 1.38%, Hit Ratio: 54.29%, Max Drawdown: 1.25%
(60, 1.5, 2, 0.5, -0.5, 3, 3.5): Return: 1.38%, Hit Ratio: 58.33%, Max Drawdown: 1.32%
(60, 1.5, 2, 0.5, -0.5, 3.5, 3.5): Return: 1.38%, Hit Ratio: 58.33%, Max Drawdown: 1.32%
(60, 1, 2, 0, 0.5, 3, 3.5): Return: 1.37%, Hit Ratio: 59.46%, Max Drawdown: 1.76%
(60, 1, 2, 0, 0.5, 3.5, 3.5): Return: 1.37%, Hit Ratio: 59.46%, Max Drawdown: 1.76%
(60, 1.5, 2, -0.5, 0.5, 3, 2.5): Return: 1.37%, Hit Ratio: 55.0%, Max Drawdown: 1.31%
(60, 1.5, 2, -0.5, 0.5, 3.5, 2.5): Return: 1.37%, Hit Ratio: 55.0%, Max Drawdown: 1.31%
(30, 1.5, 2, 0.5, 0.5, 2.5, 3.5): Return: 1.36%, Hit Ratio: 60.71%, Max Drawdown: 1.78%
(60, 1.5, 2, 0, -0.5, 2.5, 3): Return: 1.36%, Hit Ratio: 54.55%, Max Drawdown: 1.79%
(60, 2, 2, 0.5, 0, 3, 2.5): Return: 1.36%, Hit Ratio: 69.23%, Max Drawdown: 1.15%
(60, 2, 2, 0.5, 0, 3.5, 2.5): Return: 1.36%, Hit Ratio: 69.23%, Max Drawdown: 1.15%
(60, 1, 2, -0.5, 0.5, 3, 2.5): Return: 1.35%, Hit Ratio: 54.55%, Max Drawdown: 1.76%
(60, 1, 2, -0.5, 0.5, 3.5, 2.5): Return: 1.35%, Hit Ratio: 54.55%, Max Drawdown: 1.76%
(100, 1, 2, 0.5, 0.5, 2.5, 3.5): Return: 1.35%, Hit Ratio: 57.14%, Max Drawdown: 1.63%
