(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(60, 1, 1, 0, -0.5, 3, 3.5): Return: 7.23%, Hit Ratio: 65.15%, Max Drawdown: 1.6%
(60, 1, 1, 0, -0.5, 3.5, 3.5): Return: 7.23%, Hit Ratio: 65.15%, Max Drawdown: 1.6%
(100, 1, 1, 0.5, 0, 2.5, 2.5): Return: 7.23%, Hit Ratio: 58.33%, Max Drawdown: 1.32%
(100, 1, 1, 0.5, 0, 2.5, 3): Return: 7.23%, Hit Ratio: 58.33%, Max Drawdown: 1.32%
(100, 1, 1, 0.5, 0, 3, 2.5): Return: 7.23%, Hit Ratio: 58.33%, Max Drawdown: 1.32%
(100, 1, 1, 0.5, 0, 3, 3): Return: 7.23%, Hit Ratio: 58.33%, Max Drawdown: 1.32%
(100, 1, 1, 0.5, 0, 3.5, 2.5): Return: 7.23%, Hit Ratio: 58.33%, Max Drawdown: 1.32%
(100, 1, 1, 0.5, 0, 3.5, 3): Return: 7.23%, Hit Ratio: 58.33%, Max Drawdown: 1.32%
(30, 1.5, 1, 0, -0.5, 2.5, 3): Return: 7.22%, Hit Ratio: 68.33%, Max Drawdown: 1.75%
(30, 2, 1.5, 0.5, 0.5, 2.5, 3.5): Return: 7.22%, Hit Ratio: 70.0%, Max Drawdown: 1.1%
(100, 2, 1, 0.5, 0.5, 2.5, 3): Return: 7.21%, Hit Ratio: 62.96%, Max Drawdown: 1.27%
(100, 2, 1, 0.5, 0.5, 3, 3): Return: 7.21%, Hit Ratio: 62.96%, Max Drawdown: 1.27%
(100, 2, 1, 0.5, 0.5, 3.5, 3): Return: 7.21%, Hit Ratio: 62.96%, Max Drawdown: 1.27%
(60, 2, 1.5, 0.5, 0, 2.5, 3.5): Return: 7.2%, Hit Ratio: 71.43%, Max Drawdown: 1.1%
(100, 1, 1, 0, -0.5, 2.5, 2.5): Return: 7.17%, Hit Ratio: 66.67%, Max Drawdown: 1.53%
(100, 1, 1, 0, -0.5, 2.5, 3): Return: 7.17%, Hit Ratio: 66.67%, Max Drawdown: 1.53%
(100, 1, 1, 0, -0.5, 3, 2.5): Return: 7.17%, Hit Ratio: 66.67%, Max Drawdown: 1.53%
(100, 1, 1, 0, -0.5, 3, 3): Return: 7.17%, Hit Ratio: 66.67%, Max Drawdown: 1.53%
(100, 1, 1, 0, -0.5, 3.5, 2.5): Return: 7.17%, Hit Ratio: 66.67%, Max Drawdown: 1.53%
(100, 1, 1, 0, -0.5, 3.5, 3): Return: 7.17%, Hit Ratio: 66.67%, Max Drawdown: 1.53%
(60, 2, 1, 0, 0.5, 2.5, 3): Return: 7.16%, Hit Ratio: 60.94%, Max Drawdown: 1.12%
(60, 1, 1, 0, 0, 2.5, 3.5): Return: 7.15%, Hit Ratio: 63.77%, Max Drawdown: 1.57%
(60, 1, 1, 0, -0.5, 2.5, 2.5): Return: 7.14%, Hit Ratio: 65.62%, Max Drawdown: 1.57%
(60, 2, 1, 0, 0.5, 3, 3): Return: 7.12%, Hit Ratio: 60.94%, Max Drawdown: 1.12%
(60, 2, 1, 0, 0.5, 3.5, 3): Return: 7.12%, Hit Ratio: 60.94%, Max Drawdown: 1.12%
(30, 1, 1, 0, 0.5, 3, 3): Return: 7.11%, Hit Ratio: 66.67%, Max Drawdown: 1.28%
(30, 1, 1, 0, 0.5, 3.5, 3): Return: 7.11%, Hit Ratio: 66.67%, Max Drawdown: 1.28%
(60, 1, 1, 0, 0, 3, 3.5): Return: 7.11%, Hit Ratio: 63.77%, Max Drawdown: 1.6%
(60, 1, 1, 0, 0, 3.5, 3.5): Return: 7.11%, Hit Ratio: 63.77%, Max Drawdown: 1.6%
(60, 1, 1, 0, -0.5, 3, 2.5): Return: 7.1%, Hit Ratio: 65.62%, Max Drawdown: 1.6%
(60, 1, 1, 0, -0.5, 3.5, 2.5): Return: 7.1%, Hit Ratio: 65.62%, Max Drawdown: 1.6%
(30, 1.5, 1, -0.5, -0.5, 3, 2.5): Return: 7.09%, Hit Ratio: 68.63%, Max Drawdown: 1.27%
(30, 1.5, 1, -0.5, -0.5, 3.5, 2.5): Return: 7.09%, Hit Ratio: 68.63%, Max Drawdown: 1.27%
(30, 1, 1, 0, -0.5, 3, 3): Return: 7.08%, Hit Ratio: 69.23%, Max Drawdown: 1.29%
(30, 1, 1, 0, -0.5, 3.5, 3): Return: 7.08%, Hit Ratio: 69.23%, Max Drawdown: 1.29%
(30, 2, 1.5, 0.5, 0, 3, 3): Return: 7.08%, Hit Ratio: 70.73%, Max Drawdown: 1.1%
(30, 2, 1.5, 0.5, 0, 3.5, 3): Return: 7.08%, Hit Ratio: 70.73%, Max Drawdown: 1.1%
(60, 2, 1, -0.5, 0.5, 2.5, 3.5): Return: 7.07%, Hit Ratio: 59.38%, Max Drawdown: 1.12%
(30, 2, 1, -0.5, 0.5, 3, 2.5): Return: 7.05%, Hit Ratio: 68.33%, Max Drawdown: 1.11%
(30, 2, 1, -0.5, 0.5, 3.5, 2.5): Return: 7.05%, Hit Ratio: 68.33%, Max Drawdown: 1.11%
(30, 1, 1, -0.5, -0.5, 2.5, 2.5): Return: 7.04%, Hit Ratio: 68.52%, Max Drawdown: 1.73%
(30, 1, 1, -0.5, 0.5, 3, 3): Return: 7.04%, Hit Ratio: 66.67%, Max Drawdown: 1.28%
(30, 1, 1, -0.5, 0.5, 3.5, 3): Return: 7.04%, Hit Ratio: 66.67%, Max Drawdown: 1.28%
(60, 2, 1, -0.5, 0.5, 3, 3.5): Return: 7.03%, Hit Ratio: 59.38%, Max Drawdown: 1.12%
(60, 2, 1, -0.5, 0.5, 3.5, 3.5): Return: 7.03%, Hit Ratio: 59.38%, Max Drawdown: 1.12%
(30, 1.5, 1, 0, 0.5, 3, 2.5): Return: 7.02%, Hit Ratio: 69.23%, Max Drawdown: 1.27%
(30, 1.5, 1, 0, 0.5, 3.5, 2.5): Return: 7.02%, Hit Ratio: 69.23%, Max Drawdown: 1.27%
(60, 1, 1, 0, 0, 2.5, 2.5): Return: 7.02%, Hit Ratio: 64.18%, Max Drawdown: 1.57%
(30, 1.5, 1, 0.5, 0.5, 2.5, 2.5): Return: 7.0%, Hit Ratio: 65.15%, Max Drawdown: 1.73%
(60, 1, 1, 0, -0.5, 2.5, 3): Return: 7.0%, Hit Ratio: 64.62%, Max Drawdown: 1.57%
(60, 1, 1, 0, 0, 3, 2.5): Return: 6.98%, Hit Ratio: 64.18%, Max Drawdown: 1.6%
(60, 1, 1, 0, 0, 3.5, 2.5): Return: 6.98%, Hit Ratio: 64.18%, Max Drawdown: 1.6%
(30, 1, 1, 0, 0, 2.5, 2.5): Return: 6.97%, Hit Ratio: 66.67%, Max Drawdown: 1.73%
(30, 1.5, 1, -0.5, 0.5, 3, 2.5): Return: 6.97%, Hit Ratio: 69.23%, Max Drawdown: 1.27%
(30, 1.5, 1, -0.5, 0.5, 3.5, 2.5): Return: 6.97%, Hit Ratio: 69.23%, Max Drawdown: 1.27%
(60, 2, 1.5, 0.5, -0.5, 2.5, 3): Return: 6.97%, Hit Ratio: 72.73%, Max Drawdown: 1.1%
(30, 2, 1.5, -0.5, -0.5, 3, 3): Return: 6.96%, Hit Ratio: 76.47%, Max Drawdown: 1.1%
(30, 2, 1.5, -0.5, -0.5, 3.5, 3): Return: 6.96%, Hit Ratio: 76.47%, Max Drawdown: 1.1%
(30, 2, 1.5, -0.5, 0, 2.5, 3.5): Return: 6.96%, Hit Ratio: 72.97%, Max Drawdown: 1.1%
(60, 1, 1, 0, -0.5, 3, 3): Return: 6.96%, Hit Ratio: 64.62%, Max Drawdown: 1.6%
(60, 1, 1, 0, -0.5, 3.5, 3): Return: 6.96%, Hit Ratio: 64.62%, Max Drawdown: 1.6%
(60, 2, 1.5, 0.5, 0, 2.5, 3): Return: 6.93%, Hit Ratio: 70.59%, Max Drawdown: 1.1%
(100, 2, 1, 0, 0.5, 2.5, 3.5): Return: 6.93%, Hit Ratio: 61.4%, Max Drawdown: 1.16%
(100, 2, 1, 0, 0.5, 3, 3.5): Return: 6.93%, Hit Ratio: 61.4%, Max Drawdown: 1.16%
(100, 2, 1, 0, 0.5, 3.5, 3.5): Return: 6.93%, Hit Ratio: 61.4%, Max Drawdown: 1.16%
(100, 1.5, 1, 0.5, 0.5, 2.5, 3): Return: 6.91%, Hit Ratio: 64.29%, Max Drawdown: 1.28%
(100, 1.5, 1, 0.5, 0.5, 3, 3): Return: 6.91%, Hit Ratio: 64.29%, Max Drawdown: 1.28%
(100, 1.5, 1, 0.5, 0.5, 3.5, 3): Return: 6.91%, Hit Ratio: 64.29%, Max Drawdown: 1.28%
(60, 1, 1, 0, 0, 2.5, 3): Return: 6.88%, Hit Ratio: 63.24%, Max Drawdown: 1.57%
(30, 2, 1.5, 0.5, 0.5, 2.5, 3): Return: 6.84%, Hit Ratio: 69.23%, Max Drawdown: 1.1%
(60, 1, 1, 0, 0, 3, 3): Return: 6.84%, Hit Ratio: 63.24%, Max Drawdown: 1.6%
(60, 1, 1, 0, 0, 3.5, 3): Return: 6.84%, Hit Ratio: 63.24%, Max Drawdown: 1.6%
(30, 2, 1.5, 0, 0, 2.5, 3.5): Return: 6.83%, Hit Ratio: 71.79%, Max Drawdown: 1.1%
(30, 2, 1.5, 0.5, 0.5, 3, 3.5): Return: 6.83%, Hit Ratio: 69.05%, Max Drawdown: 1.1%
(30, 2, 1.5, 0.5, 0.5, 3.5, 3.5): Return: 6.83%, Hit Ratio: 69.05%, Max Drawdown: 1.1%
(60, 2, 1, -0.5, 0.5, 2.5, 3): Return: 6.8%, Hit Ratio: 58.73%, Max Drawdown: 1.12%
(60, 2, 1.5, 0.5, -0.5, 3, 3.5): Return: 6.79%, Hit Ratio: 71.43%, Max Drawdown: 1.1%
(60, 2, 1.5, 0.5, -0.5, 3.5, 3.5): Return: 6.79%, Hit Ratio: 71.43%, Max Drawdown: 1.1%
(100, 1.5, 1, -0.5, 0.5, 2.5, 3.5): Return: 6.79%, Hit Ratio: 62.71%, Max Drawdown: 1.14%
(100, 1.5, 1, -0.5, 0.5, 3, 3.5): Return: 6.79%, Hit Ratio: 62.71%, Max Drawdown: 1.14%
(100, 1.5, 1, -0.5, 0.5, 3.5, 3.5): Return: 6.79%, Hit Ratio: 62.71%, Max Drawdown: 1.14%
(100, 2, 1, -0.5, 0.5, 2.5, 3): Return: 6.78%, Hit Ratio: 62.26%, Max Drawdown: 1.06%
(100, 2, 1, -0.5, 0.5, 3, 3): Return: 6.78%, Hit Ratio: 62.26%, Max Drawdown: 1.06%
(100, 2, 1, -0.5, 0.5, 3.5, 3): Return: 6.78%, Hit Ratio: 62.26%, Max Drawdown: 1.06%
(100, 1, 1, 0, 0, 2.5, 2.5): Return: 6.77%, Hit Ratio: 63.79%, Max Drawdown: 1.47%
(100, 1, 1, 0, 0, 2.5, 3): Return: 6.77%, Hit Ratio: 63.79%, Max Drawdown: 1.47%
(100, 1, 1, 0, 0, 3, 2.5): Return: 6.77%, Hit Ratio: 63.79%, Max Drawdown: 1.47%
(100, 1, 1, 0, 0, 3, 3): Return: 6.77%, Hit Ratio: 63.79%, Max Drawdown: 1.47%
(100, 1, 1, 0, 0, 3.5, 2.5): Return: 6.77%, Hit Ratio: 63.79%, Max Drawdown: 1.47%
(100, 1, 1, 0, 0, 3.5, 3): Return: 6.77%, Hit Ratio: 63.79%, Max Drawdown: 1.47%
(60, 2, 1, -0.5, 0.5, 3, 3): Return: 6.76%, Hit Ratio: 58.73%, Max Drawdown: 1.12%
(60, 2, 1, -0.5, 0.5, 3.5, 3): Return: 6.76%, Hit Ratio: 58.73%, Max Drawdown: 1.12%
(60, 2, 1.5, 0.5, 0, 3, 3.5): Return: 6.75%, Hit Ratio: 69.44%, Max Drawdown: 1.1%
(60, 2, 1.5, 0.5, 0, 3.5, 3.5): Return: 6.75%, Hit Ratio: 69.44%, Max Drawdown: 1.1%
(30, 1.5, 1, -0.5, -0.5, 2.5, 2.5): Return: 6.73%, Hit Ratio: 68.63%, Max Drawdown: 1.73%
(60, 1.5, 1, 0, 0.5, 2.5, 3.5): Return: 6.71%, Hit Ratio: 60.87%, Max Drawdown: 1.31%
(60, 1.5, 1, 0.5, 0.5, 2.5, 2.5): Return: 6.7%, Hit Ratio: 59.7%, Max Drawdown: 1.27%
(30, 1.5, 1, 0, 0.5, 2.5, 2.5): Return: 6.69%, Hit Ratio: 68.75%, Max Drawdown: 1.73%
(60, 1.5, 1, -0.5, 0.5, 2.5, 3.5): Return: 6.68%, Hit Ratio: 58.82%, Max Drawdown: 1.32%
(60, 1.5, 1, 0, 0.5, 3, 3.5): Return: 6.67%, Hit Ratio: 60.87%, Max Drawdown: 1.34%
(60, 1.5, 1, 0, 0.5, 3.5, 3.5): Return: 6.67%, Hit Ratio: 60.87%, Max Drawdown: 1.34%
(60, 1.5, 1, 0.5, 0.5, 3, 2.5): Return: 6.66%, Hit Ratio: 59.7%, Max Drawdown: 1.29%
(60, 1.5, 1, 0.5, 0.5, 3.5, 2.5): Return: 6.66%, Hit Ratio: 59.7%, Max Drawdown: 1.29%
(60, 2, 1.5, -0.5, 0, 2.5, 3.5): Return: 6.66%, Hit Ratio: 71.43%, Max Drawdown: 1.1%
(60, 1.5, 1, -0.5, 0.5, 3, 3.5): Return: 6.64%, Hit Ratio: 58.82%, Max Drawdown: 1.34%
(60, 1.5, 1, -0.5, 0.5, 3.5, 3.5): Return: 6.64%, Hit Ratio: 58.82%, Max Drawdown: 1.34%
(100, 1.5, 1, 0, 0.5, 2.5, 3.5): Return: 6.64%, Hit Ratio: 62.71%, Max Drawdown: 1.17%
(100, 1.5, 1, 0, 0.5, 3, 3.5): Return: 6.64%, Hit Ratio: 62.71%, Max Drawdown: 1.17%
(100, 1.5, 1, 0, 0.5, 3.5, 3.5): Return: 6.64%, Hit Ratio: 62.71%, Max Drawdown: 1.17%
(30, 1.5, 1, -0.5, 0.5, 2.5, 2.5): Return: 6.63%, Hit Ratio: 68.75%, Max Drawdown: 1.73%
(30, 2, 1.5, -0.5, 0, 2.5, 3): Return: 6.58%, Hit Ratio: 72.22%, Max Drawdown: 1.1%
(30, 2, 1.5, -0.5, 0, 3, 3.5): Return: 6.57%, Hit Ratio: 71.79%, Max Drawdown: 1.1%
(30, 2, 1.5, -0.5, 0, 3.5, 3.5): Return: 6.57%, Hit Ratio: 71.79%, Max Drawdown: 1.1%
(30, 2, 1.5, 0, -0.5, 2.5, 3.5): Return: 6.55%, Hit Ratio: 75.0%, Max Drawdown: 1.11%
(30, 1.5, 1, 0, -0.5, 3, 2.5): Return: 6.54%, Hit Ratio: 68.42%, Max Drawdown: 1.28%
(30, 1.5, 1, 0, -0.5, 3.5, 2.5): Return: 6.54%, Hit Ratio: 68.42%, Max Drawdown: 1.28%
(30, 1, 1, 0, 0.5, 2.5, 3.5): Return: 6.53%, Hit Ratio: 66.22%, Max Drawdown: 1.73%
(60, 2, 1.5, 0, 0, 2.5, 3.5): Return: 6.53%, Hit Ratio: 74.29%, Max Drawdown: 1.11%
(60, 2, 1.5, 0.5, -0.5, 3, 3): Return: 6.52%, Hit Ratio: 70.59%, Max Drawdown: 1.1%
(60, 2, 1.5, 0.5, -0.5, 3.5, 3): Return: 6.52%, Hit Ratio: 70.59%, Max Drawdown: 1.1%
(30, 2, 1.5, -0.5, 0.5, 2.5, 3.5): Return: 6.5%, Hit Ratio: 74.36%, Max Drawdown: 1.11%
(30, 1, 1, 0, -0.5, 2.5, 3.5): Return: 6.49%, Hit Ratio: 68.75%, Max Drawdown: 1.75%
(60, 2, 1, 0, 0.5, 2.5, 2.5): Return: 6.49%, Hit Ratio: 61.29%, Max Drawdown: 1.12%
(60, 2, 1.5, 0.5, 0, 3, 3): Return: 6.48%, Hit Ratio: 68.57%, Max Drawdown: 1.1%
(60, 2, 1.5, 0.5, 0, 3.5, 3): Return: 6.48%, Hit Ratio: 68.57%, Max Drawdown: 1.1%
(30, 1, 1, -0.5, 0.5, 2.5, 3.5): Return: 6.45%, Hit Ratio: 66.22%, Max Drawdown: 1.73%
(30, 2, 1.5, 0, 0, 2.5, 3): Return: 6.45%, Hit Ratio: 71.05%, Max Drawdown: 1.11%
(30, 2, 1.5, 0, 0, 3, 3.5): Return: 6.45%, Hit Ratio: 70.73%, Max Drawdown: 1.11%
(30, 2, 1.5, 0, 0, 3.5, 3.5): Return: 6.45%, Hit Ratio: 70.73%, Max Drawdown: 1.11%
(30, 2, 1.5, 0.5, 0.5, 3, 3): Return: 6.45%, Hit Ratio: 68.29%, Max Drawdown: 1.11%
(30, 2, 1.5, 0.5, 0.5, 3.5, 3): Return: 6.45%, Hit Ratio: 68.29%, Max Drawdown: 1.11%
(60, 1.5, 1, 0, 0.5, 2.5, 3): Return: 6.45%, Hit Ratio: 60.29%, Max Drawdown: 1.31%
(60, 2, 1, 0, 0.5, 3, 2.5): Return: 6.45%, Hit Ratio: 61.29%, Max Drawdown: 1.12%
(60, 2, 1, 0, 0.5, 3.5, 2.5): Return: 6.45%, Hit Ratio: 61.29%, Max Drawdown: 1.12%
(60, 1.5, 1, -0.5, 0.5, 2.5, 3): Return: 6.41%, Hit Ratio: 58.21%, Max Drawdown: 1.32%
(60, 1.5, 1, 0, 0.5, 3, 3): Return: 6.41%, Hit Ratio: 60.29%, Max Drawdown: 1.34%
(60, 1.5, 1, 0, 0.5, 3.5, 3): Return: 6.41%, Hit Ratio: 60.29%, Max Drawdown: 1.34%
(100, 1, 1, 0.5, 0.5, 2.5, 3.5): Return: 6.41%, Hit Ratio: 59.09%, Max Drawdown: 1.65%
(100, 1, 1, 0.5, 0.5, 3, 3.5): Return: 6.41%, Hit Ratio: 59.09%, Max Drawdown: 1.65%
(100, 1, 1, 0.5, 0.5, 3.5, 3.5): Return: 6.41%, Hit Ratio: 59.09%, Max Drawdown: 1.65%
(100, 2, 1, 0.5, 0.5, 2.5, 2.5): Return: 6.41%, Hit Ratio: 62.26%, Max Drawdown: 1.28%
(100, 2, 1, 0.5, 0.5, 3, 2.5): Return: 6.41%, Hit Ratio: 62.26%, Max Drawdown: 1.28%
(100, 2, 1, 0.5, 0.5, 3.5, 2.5): Return: 6.41%, Hit Ratio: 62.26%, Max Drawdown: 1.28%
(60, 2, 1.5, -0.5, 0, 2.5, 3): Return: 6.39%, Hit Ratio: 70.59%, Max Drawdown: 1.1%
(60, 1.5, 1, -0.5, 0.5, 3, 3): Return: 6.37%, Hit Ratio: 58.21%, Max Drawdown: 1.34%
(60, 1.5, 1, -0.5, 0.5, 3.5, 3): Return: 6.37%, Hit Ratio: 58.21%, Max Drawdown: 1.34%
(30, 2, 1.5, 0, 0.5, 2.5, 3.5): Return: 6.36%, Hit Ratio: 74.36%, Max Drawdown: 1.11%
(60, 2, 1.5, 0.5, -0.5, 2.5, 2.5): Return: 6.31%, Hit Ratio: 74.19%, Max Drawdown: 1.1%
(30, 1.5, 1.5, 0.5, 0, 3, 3.5): Return: 6.3%, Hit Ratio: 68.75%, Max Drawdown: 1.27%
(30, 1.5, 1.5, 0.5, 0, 3.5, 3.5): Return: 6.3%, Hit Ratio: 68.75%, Max Drawdown: 1.27%
(60, 2, 1.5, 0, 0, 2.5, 3): Return: 6.27%, Hit Ratio: 73.53%, Max Drawdown: 1.11%
(60, 2, 1.5, 0.5, 0, 2.5, 2.5): Return: 6.27%, Hit Ratio: 71.88%, Max Drawdown: 1.1%
(30, 1, 1.5, 0.5, 0, 3, 3.5): Return: 6.26%, Hit Ratio: 67.92%, Max Drawdown: 1.26%
(30, 1, 1.5, 0.5, 0, 3.5, 3.5): Return: 6.26%, Hit Ratio: 67.92%, Max Drawdown: 1.26%
(30, 2, 1.5, 0.5, -0.5, 2.5, 2.5): Return: 6.23%, Hit Ratio: 73.33%, Max Drawdown: 1.1%
(30, 1, 1.5, -0.5, -0.5, 3, 3.5): Return: 6.22%, Hit Ratio: 73.81%, Max Drawdown: 1.27%
(30, 1, 1.5, -0.5, -0.5, 3.5, 3.5): Return: 6.22%, Hit Ratio: 73.81%, Max Drawdown: 1.27%
(60, 2, 1.5, -0.5, 0, 3, 3.5): Return: 6.21%, Hit Ratio: 69.44%, Max Drawdown: 1.11%
(60, 2, 1.5, -0.5, 0, 3.5, 3.5): Return: 6.21%, Hit Ratio: 69.44%, Max Drawdown: 1.11%
(30, 1.5, 1, 0, -0.5, 2.5, 2.5): Return: 6.2%, Hit Ratio: 67.86%, Max Drawdown: 1.75%
(30, 2, 1.5, -0.5, 0, 3, 3): Return: 6.19%, Hit Ratio: 71.05%, Max Drawdown: 1.11%
(30, 2, 1.5, -0.5, 0, 3.5, 3): Return: 6.19%, Hit Ratio: 71.05%, Max Drawdown: 1.11%
(30, 1, 1.5, 0.5, -0.5, 3, 3.5): Return: 6.18%, Hit Ratio: 69.81%, Max Drawdown: 1.26%
(30, 1, 1.5, 0.5, -0.5, 3.5, 3.5): Return: 6.18%, Hit Ratio: 69.81%, Max Drawdown: 1.26%
(30, 1.5, 1.5, 0.5, -0.5, 3, 3.5): Return: 6.17%, Hit Ratio: 72.34%, Max Drawdown: 1.27%
(30, 1.5, 1.5, 0.5, -0.5, 3.5, 3.5): Return: 6.17%, Hit Ratio: 72.34%, Max Drawdown: 1.27%
(30, 2, 1.5, 0, -0.5, 2.5, 3): Return: 6.17%, Hit Ratio: 74.29%, Max Drawdown: 1.11%
(30, 2, 1.5, 0, -0.5, 3, 3.5): Return: 6.17%, Hit Ratio: 73.68%, Max Drawdown: 1.11%
(30, 2, 1.5, 0, -0.5, 3.5, 3.5): Return: 6.17%, Hit Ratio: 73.68%, Max Drawdown: 1.11%
(30, 1, 1, 0, 0.5, 2.5, 3): Return: 6.15%, Hit Ratio: 65.75%, Max Drawdown: 1.74%
(60, 2, 1, -0.5, 0.5, 2.5, 2.5): Return: 6.14%, Hit Ratio: 59.02%, Max Drawdown: 1.12%
(30, 1, 1, -0.5, 0.5, 3, 2.5): Return: 6.13%, Hit Ratio: 65.22%, Max Drawdown: 1.28%
(30, 1, 1, -0.5, 0.5, 3.5, 2.5): Return: 6.13%, Hit Ratio: 65.22%, Max Drawdown: 1.28%
(60, 2, 1.5, 0, -0.5, 2.5, 3.5): Return: 6.13%, Hit Ratio: 73.53%, Max Drawdown: 1.11%
(30, 2, 1.5, -0.5, 0.5, 2.5, 3): Return: 6.12%, Hit Ratio: 73.68%, Max Drawdown: 1.11%
(30, 1, 1, 0, -0.5, 2.5, 3): Return: 6.11%, Hit Ratio: 68.25%, Max Drawdown: 1.76%
(30, 2, 1.5, -0.5, 0.5, 3, 3.5): Return: 6.11%, Hit Ratio: 73.17%, Max Drawdown: 1.11%
(30, 2, 1.5, -0.5, 0.5, 3.5, 3.5): Return: 6.11%, Hit Ratio: 73.17%, Max Drawdown: 1.11%
(100, 1.5, 1, 0.5, 0.5, 2.5, 2.5): Return: 6.11%, Hit Ratio: 63.64%, Max Drawdown: 1.29%
(100, 1.5, 1, 0.5, 0.5, 3, 2.5): Return: 6.11%, Hit Ratio: 63.64%, Max Drawdown: 1.29%
(100, 1.5, 1, 0.5, 0.5, 3.5, 2.5): Return: 6.11%, Hit Ratio: 63.64%, Max Drawdown: 1.29%
(30, 1, 1.5, -0.5, 0, 3, 3.5): Return: 6.09%, Hit Ratio: 67.35%, Max Drawdown: 1.27%
(30, 1, 1.5, -0.5, 0, 3.5, 3.5): Return: 6.09%, Hit Ratio: 67.35%, Max Drawdown: 1.27%
(60, 2, 1, -0.5, 0.5, 3, 2.5): Return: 6.09%, Hit Ratio: 59.02%, Max Drawdown: 1.12%
(60, 2, 1, -0.5, 0.5, 3.5, 2.5): Return: 6.09%, Hit Ratio: 59.02%, Max Drawdown: 1.12%
(60, 2, 1.5, 0, 0, 3, 3.5): Return: 6.08%, Hit Ratio: 72.22%, Max Drawdown: 1.11%
(60, 2, 1.5, 0, 0, 3.5, 3.5): Return: 6.08%, Hit Ratio: 72.22%, Max Drawdown: 1.11%
(30, 1, 1, -0.5, 0.5, 2.5, 3): Return: 6.07%, Hit Ratio: 65.75%, Max Drawdown: 1.74%
(30, 2, 1.5, 0, 0, 3, 3): Return: 6.07%, Hit Ratio: 70.0%, Max Drawdown: 1.11%
(30, 2, 1.5, 0, 0, 3.5, 3): Return: 6.07%, Hit Ratio: 70.0%, Max Drawdown: 1.11%
(30, 1, 1, 0, -0.5, 3, 2.5): Return: 6.06%, Hit Ratio: 67.21%, Max Drawdown: 1.29%
(30, 1, 1, 0, -0.5, 3.5, 2.5): Return: 6.06%, Hit Ratio: 67.21%, Max Drawdown: 1.29%
(30, 1, 1, 0, 0.5, 3, 2.5): Return: 6.0%, Hit Ratio: 64.29%, Max Drawdown: 1.28%
(30, 1, 1, 0, 0.5, 3.5, 2.5): Return: 6.0%, Hit Ratio: 64.29%, Max Drawdown: 1.28%
(30, 1.5, 1.5, -0.5, -0.5, 3, 3.5): Return: 5.98%, Hit Ratio: 74.36%, Max Drawdown: 1.28%
(30, 1.5, 1.5, -0.5, -0.5, 3.5, 3.5): Return: 5.98%, Hit Ratio: 74.36%, Max Drawdown: 1.28%
(30, 2, 1.5, 0, 0.5, 2.5, 3): Return: 5.98%, Hit Ratio: 73.68%, Max Drawdown: 1.11%
(100, 2, 1, -0.5, 0.5, 2.5, 2.5): Return: 5.98%, Hit Ratio: 61.54%, Max Drawdown: 1.06%
(100, 2, 1, -0.5, 0.5, 3, 2.5): Return: 5.98%, Hit Ratio: 61.54%, Max Drawdown: 1.06%
(100, 2, 1, -0.5, 0.5, 3.5, 2.5): Return: 5.98%, Hit Ratio: 61.54%, Max Drawdown: 1.06%
(30, 2, 1.5, 0, 0.5, 3, 3.5): Return: 5.97%, Hit Ratio: 73.17%, Max Drawdown: 1.11%
(30, 2, 1.5, 0, 0.5, 3.5, 3.5): Return: 5.97%, Hit Ratio: 73.17%, Max Drawdown: 1.11%
(100, 2, 1, 0, 0.5, 2.5, 3): Return: 5.97%, Hit Ratio: 60.38%, Max Drawdown: 1.37%
(100, 2, 1, 0, 0.5, 3, 3): Return: 5.97%, Hit Ratio: 60.38%, Max Drawdown: 1.37%
(100, 2, 1, 0, 0.5, 3.5, 3): Return: 5.97%, Hit Ratio: 60.38%, Max Drawdown: 1.37%
(30, 1.5, 1.5, -0.5, 0, 3, 3.5): Return: 5.94%, Hit Ratio: 68.89%, Max Drawdown: 1.28%
(30, 1.5, 1.5, -0.5, 0, 3.5, 3.5): Return: 5.94%, Hit Ratio: 68.89%, Max Drawdown: 1.28%
(60, 2, 1.5, -0.5, 0, 3, 3): Return: 5.94%, Hit Ratio: 68.57%, Max Drawdown: 1.11%
(60, 2, 1.5, -0.5, 0, 3.5, 3): Return: 5.94%, Hit Ratio: 68.57%, Max Drawdown: 1.11%
(100, 2, 1.5, -0.5, -0.5, 2.5, 3.5): Return: 5.94%, Hit Ratio: 70.59%, Max Drawdown: 0.56%
(100, 2, 1.5, -0.5, -0.5, 3, 3.5): Return: 5.94%, Hit Ratio: 70.59%, Max Drawdown: 0.56%
(100, 2, 1.5, -0.5, -0.5, 3.5, 3.5): Return: 5.94%, Hit Ratio: 70.59%, Max Drawdown: 0.56%
(30, 1.5, 1.5, 0.5, 0, 3, 3): Return: 5.92%, Hit Ratio: 68.09%, Max Drawdown: 1.27%
(30, 1.5, 1.5, 0.5, 0, 3.5, 3): Return: 5.92%, Hit Ratio: 68.09%, Max Drawdown: 1.27%
(30, 1, 1.5, 0.5, 0, 3, 3): Return: 5.88%, Hit Ratio: 67.31%, Max Drawdown: 1.26%
(30, 1, 1.5, 0.5, 0, 3.5, 3): Return: 5.88%, Hit Ratio: 67.31%, Max Drawdown: 1.26%
