,date,open,high,low,close,volume,average,barCount
0,2021-01-22 09:30:00,7.32,7.32,7.32,7.32,1,7.32,1
1,2021-01-22 09:31:00,7.32,7.32,7.32,7.32,0,7.32,0
2,2021-01-22 09:32:00,7.32,7.32,7.32,7.32,0,7.32,0
3,2021-01-22 09:33:00,7.32,7.32,7.32,7.32,0,7.32,0
4,2021-01-22 09:34:00,7.32,7.32,7.32,7.32,0,7.32,0
5,2021-01-22 09:35:00,7.32,7.32,7.32,7.32,0,7.32,0
6,2021-01-22 09:36:00,7.32,7.32,7.32,7.32,0,7.32,0
7,2021-01-22 09:37:00,7.32,7.32,7.32,7.32,0,7.32,0
8,2021-01-22 09:38:00,7.25,7.25,7.25,7.25,2,7.25,1
9,2021-01-22 09:39:00,7.25,7.25,7.25,7.25,0,7.25,0
10,2021-01-22 09:40:00,7.2413,7.2413,7.2413,7.2413,2,7.2413,1
11,2021-01-22 09:41:00,7.2413,7.2413,7.2413,7.2413,0,7.2413,0
12,2021-01-22 09:42:00,7.2413,7.2413,7.2413,7.2413,0,7.2413,0
13,2021-01-22 09:43:00,7.2413,7.2413,7.2413,7.2413,0,7.2413,0
14,2021-01-22 09:44:00,7.2413,7.2413,7.2413,7.2413,0,7.2413,0
15,2021-01-22 09:45:00,7.2413,7.2413,7.2413,7.2413,0,7.2413,0
16,2021-01-22 09:46:00,7.2413,7.2413,7.2413,7.2413,0,7.2413,0
17,2021-01-22 09:47:00,7.2413,7.2413,7.2413,7.2413,0,7.2413,0
18,2021-01-22 09:48:00,7.2413,7.2413,7.2413,7.2413,0,7.2413,0
19,2021-01-22 09:49:00,7.2413,7.2413,7.2413,7.2413,0,7.2413,0
20,2021-01-22 09:50:00,7.2413,7.2413,7.2413,7.2413,0,7.2413,0
21,2021-01-22 09:51:00,7.2413,7.2413,7.2413,7.2413,0,7.2413,0
22,2021-01-22 09:52:00,7.2413,7.2413,7.2413,7.2413,0,7.2413,0
