(Lookback, Entry, Exit, Stop-loss)
Best HPs: (35, 1.9, -0.1, 2.5), Return: 0.66%, Hit Ratio: 73.91%, Max Drawdown: 0.19%
(35, 1.9, -0.1, 2.5): Return: 0.66%, Hit Ratio: 73.91%, Max Drawdown: 0.19%
(35, 1.9, -0.1, 2.5): Return: 0.66%, Hit Ratio: 73.91%, Max Drawdown: 0.19%
(35, 1.9, 0.1, 2.5): Return: 0.64%, Hit Ratio: 69.57%, Max Drawdown: 0.2%
(35, 1.9, 0.2, 2.5): Return: 0.64%, Hit Ratio: 69.57%, Max Drawdown: 0.2%
(35, 1.9, 0.1, 2.5): Return: 0.64%, Hit Ratio: 69.57%, Max Drawdown: 0.2%
(35, 1.9, 0.2, 2.5): Return: 0.64%, Hit Ratio: 69.57%, Max Drawdown: 0.2%
(35, 1.9, 0.0, 2.5): Return: 0.63%, Hit Ratio: 69.57%, Max Drawdown: 0.2%
(35, 1.9, 0.0, 2.5): Return: 0.63%, Hit Ratio: 69.57%, Max Drawdown: 0.2%
(35, 1.9, -0.2, 2.5): Return: 0.62%, Hit Ratio: 69.57%, Max Drawdown: 0.2%
(35, 1.9, -0.2, 2.5): Return: 0.62%, Hit Ratio: 69.57%, Max Drawdown: 0.2%
(40, 2.0, 0.0, 2.4): Return: 0.6%, Hit Ratio: 72.22%, Max Drawdown: 0.19%
(40, 2.0, 0.1, 2.4): Return: 0.6%, Hit Ratio: 72.22%, Max Drawdown: 0.19%
(40, 2.0, 0.2, 2.4): Return: 0.6%, Hit Ratio: 72.22%, Max Drawdown: 0.19%
(40, 2.0, -0.1, 2.4): Return: 0.59%, Hit Ratio: 72.22%, Max Drawdown: 0.19%
(35, 1.9, -0.1, 2.7): Return: 0.58%, Hit Ratio: 63.33%, Max Drawdown: 0.3%
(35, 2.0, -0.1, 2.5): Return: 0.58%, Hit Ratio: 70.59%, Max Drawdown: 0.2%
(35, 1.9, -0.1, 2.7): Return: 0.58%, Hit Ratio: 63.33%, Max Drawdown: 0.3%
(35, 2.0, -0.1, 2.5): Return: 0.58%, Hit Ratio: 70.59%, Max Drawdown: 0.2%
(40, 2.0, -0.2, 2.4): Return: 0.58%, Hit Ratio: 66.67%, Max Drawdown: 0.19%
(35, 1.9, -0.1, 2.6): Return: 0.57%, Hit Ratio: 65.38%, Max Drawdown: 0.26%
(35, 1.9, -0.1, 2.6): Return: 0.57%, Hit Ratio: 65.38%, Max Drawdown: 0.26%
(35, 1.9, 0.1, 2.7): Return: 0.56%, Hit Ratio: 60.0%, Max Drawdown: 0.3%
(35, 1.9, 0.2, 2.7): Return: 0.56%, Hit Ratio: 60.0%, Max Drawdown: 0.29%
(35, 2.0, 0.1, 2.5): Return: 0.56%, Hit Ratio: 64.71%, Max Drawdown: 0.22%
(35, 2.0, 0.2, 2.5): Return: 0.56%, Hit Ratio: 64.71%, Max Drawdown: 0.22%
(35, 1.9, 0.1, 2.7): Return: 0.56%, Hit Ratio: 60.0%, Max Drawdown: 0.3%
(35, 1.9, 0.2, 2.7): Return: 0.56%, Hit Ratio: 60.0%, Max Drawdown: 0.29%
(35, 2.0, 0.1, 2.5): Return: 0.56%, Hit Ratio: 64.71%, Max Drawdown: 0.22%
(35, 2.0, 0.2, 2.5): Return: 0.56%, Hit Ratio: 64.71%, Max Drawdown: 0.22%
(40, 2.0, -0.1, 2.3): Return: 0.56%, Hit Ratio: 69.23%, Max Drawdown: 0.2%
(40, 2.0, 0.0, 2.3): Return: 0.56%, Hit Ratio: 69.23%, Max Drawdown: 0.2%
(40, 2.0, 0.1, 2.3): Return: 0.56%, Hit Ratio: 69.23%, Max Drawdown: 0.2%
(40, 2.0, 0.2, 2.3): Return: 0.56%, Hit Ratio: 69.23%, Max Drawdown: 0.2%
(35, 1.9, 0.0, 2.6): Return: 0.55%, Hit Ratio: 61.54%, Max Drawdown: 0.29%
(35, 1.9, 0.0, 2.7): Return: 0.55%, Hit Ratio: 60.0%, Max Drawdown: 0.3%
(35, 1.9, 0.1, 2.6): Return: 0.55%, Hit Ratio: 61.54%, Max Drawdown: 0.28%
