(Lookback, Entry, Exit, Stop-loss)
Best HPs: (30, 1.9, 0.3, 3.5), Return: 1.52%, Hit Ratio: 62.22%, Max Drawdown: 0.21%
(30, 1.9, 0.3, 3.5): Return: 1.52%, Hit Ratio: 62.22%, Max Drawdown: 0.21%
(30, 1.9, 0.3, 3.6): Return: 1.52%, Hit Ratio: 62.22%, Max Drawdown: 0.21%
(30, 1.9, 0.4, 3.5): Return: 1.51%, Hit Ratio: 64.44%, Max Drawdown: 0.21%
(30, 1.9, 0.4, 3.6): Return: 1.51%, Hit Ratio: 64.44%, Max Drawdown: 0.21%
(30, 1.9, 0.3, 3.7): Return: 1.5%, Hit Ratio: 62.22%, Max Drawdown: 0.21%
(30, 1.9, 0.4, 3.7): Return: 1.49%, Hit Ratio: 64.44%, Max Drawdown: 0.21%
(30, 1.8, 0.3, 3.5): Return: 1.41%, Hit Ratio: 55.77%, Max Drawdown: 0.2%
(30, 1.8, 0.3, 3.6): Return: 1.41%, Hit Ratio: 55.77%, Max Drawdown: 0.2%
(30, 1.8, 0.3, 3.7): Return: 1.39%, Hit Ratio: 55.77%, Max Drawdown: 0.2%
(30, 1.8, 0.4, 3.5): Return: 1.38%, Hit Ratio: 55.77%, Max Drawdown: 0.2%
(30, 1.8, 0.4, 3.6): Return: 1.38%, Hit Ratio: 55.77%, Max Drawdown: 0.2%
(30, 2.0, 0.5, 3.5): Return: 1.37%, Hit Ratio: 60.0%, Max Drawdown: 0.21%
(30, 2.0, 0.5, 3.6): Return: 1.37%, Hit Ratio: 60.0%, Max Drawdown: 0.21%
(30, 1.8, 0.4, 3.7): Return: 1.36%, Hit Ratio: 55.77%, Max Drawdown: 0.2%
(30, 2.0, 0.3, 3.5): Return: 1.36%, Hit Ratio: 55.0%, Max Drawdown: 0.21%
(30, 2.0, 0.3, 3.6): Return: 1.36%, Hit Ratio: 55.0%, Max Drawdown: 0.21%
(30, 2.0, 0.4, 3.5): Return: 1.35%, Hit Ratio: 57.5%, Max Drawdown: 0.21%
(30, 2.0, 0.4, 3.6): Return: 1.35%, Hit Ratio: 57.5%, Max Drawdown: 0.21%
(30, 2.0, 0.5, 3.7): Return: 1.35%, Hit Ratio: 60.0%, Max Drawdown: 0.21%
(30, 2.0, 0.3, 3.7): Return: 1.34%, Hit Ratio: 55.0%, Max Drawdown: 0.21%
(30, 2.0, 0.4, 3.7): Return: 1.33%, Hit Ratio: 57.5%, Max Drawdown: 0.21%
(30, 1.9, 0.5, 3.5): Return: 1.29%, Hit Ratio: 64.44%, Max Drawdown: 0.21%
(30, 1.9, 0.5, 3.6): Return: 1.29%, Hit Ratio: 64.44%, Max Drawdown: 0.21%
(30, 1.9, 0.5, 3.7): Return: 1.27%, Hit Ratio: 64.44%, Max Drawdown: 0.21%
(20, 1.8, 0.4, 3.6): Return: 1.22%, Hit Ratio: 63.16%, Max Drawdown: 0.36%
(20, 1.8, 0.3, 3.6): Return: 1.2%, Hit Ratio: 59.65%, Max Drawdown: 0.36%
(20, 1.8, 0.4, 3.3): Return: 1.2%, Hit Ratio: 63.64%, Max Drawdown: 0.36%
(20, 1.8, 0.4, 3.4): Return: 1.2%, Hit Ratio: 63.64%, Max Drawdown: 0.36%
(20, 1.8, 0.4, 3.5): Return: 1.19%, Hit Ratio: 62.5%, Max Drawdown: 0.36%
(20, 1.8, 0.3, 3.3): Return: 1.18%, Hit Ratio: 60.0%, Max Drawdown: 0.36%
(20, 1.8, 0.3, 3.4): Return: 1.18%, Hit Ratio: 60.0%, Max Drawdown: 0.36%
(30, 2.0, 0.6, 3.5): Return: 1.18%, Hit Ratio: 57.5%, Max Drawdown: 0.38%
(30, 2.0, 0.6, 3.6): Return: 1.18%, Hit Ratio: 57.5%, Max Drawdown: 0.38%
(30, 2.0, 0.7, 3.5): Return: 1.18%, Hit Ratio: 57.5%, Max Drawdown: 0.38%
(30, 2.0, 0.7, 3.6): Return: 1.18%, Hit Ratio: 57.5%, Max Drawdown: 0.38%
(20, 1.8, 0.3, 3.5): Return: 1.17%, Hit Ratio: 58.93%, Max Drawdown: 0.36%
