(Lookback, Entry, Exit, Stop-loss)
Best HPs: (90, 1.9, -0.2, 2.6), Return: 0.42%, Hit Ratio: 70.0%, Max Drawdown: 0.19%
(90, 1.9, -0.2, 2.6): Return: 0.42%, Hit Ratio: 70.0%, Max Drawdown: 0.19%
(90, 1.9, -0.1, 2.6): Return: 0.42%, Hit Ratio: 70.0%, Max Drawdown: 0.19%
(90, 1.9, 0.0, 2.6): Return: 0.42%, Hit Ratio: 70.0%, Max Drawdown: 0.19%
(90, 1.9, 0.2, 2.6): Return: 0.42%, Hit Ratio: 80.0%, Max Drawdown: 0.19%
(100, 2.0, -0.2, 2.7): Return: 0.41%, Hit Ratio: 70.0%, Max Drawdown: 0.19%
(100, 2.0, -0.1, 2.7): Return: 0.41%, Hit Ratio: 70.0%, Max Drawdown: 0.19%
(100, 2.0, 0.0, 2.7): Return: 0.41%, Hit Ratio: 70.0%, Max Drawdown: 0.19%
(100, 2.0, 0.2, 2.7): Return: 0.4%, Hit Ratio: 80.0%, Max Drawdown: 0.19%
(90, 1.9, -0.2, 2.3): Return: 0.39%, Hit Ratio: 66.67%, Max Drawdown: 0.13%
(90, 1.9, -0.2, 2.4): Return: 0.39%, Hit Ratio: 66.67%, Max Drawdown: 0.13%
(90, 1.9, -0.2, 2.5): Return: 0.39%, Hit Ratio: 66.67%, Max Drawdown: 0.13%
(90, 1.9, -0.1, 2.3): Return: 0.39%, Hit Ratio: 66.67%, Max Drawdown: 0.13%
(90, 1.9, -0.1, 2.4): Return: 0.39%, Hit Ratio: 66.67%, Max Drawdown: 0.13%
(90, 1.9, -0.1, 2.5): Return: 0.39%, Hit Ratio: 66.67%, Max Drawdown: 0.13%
(90, 1.9, 0.0, 2.3): Return: 0.39%, Hit Ratio: 66.67%, Max Drawdown: 0.13%
(90, 1.9, 0.0, 2.4): Return: 0.39%, Hit Ratio: 66.67%, Max Drawdown: 0.13%
(90, 1.9, 0.0, 2.5): Return: 0.39%, Hit Ratio: 66.67%, Max Drawdown: 0.13%
(90, 1.9, 0.2, 2.3): Return: 0.39%, Hit Ratio: 77.78%, Max Drawdown: 0.13%
(90, 1.9, 0.2, 2.4): Return: 0.39%, Hit Ratio: 77.78%, Max Drawdown: 0.13%
(90, 1.9, 0.2, 2.5): Return: 0.39%, Hit Ratio: 77.78%, Max Drawdown: 0.13%
(90, 1.9, 0.1, 2.6): Return: 0.38%, Hit Ratio: 70.0%, Max Drawdown: 0.19%
(100, 2.0, -0.2, 2.6): Return: 0.37%, Hit Ratio: 66.67%, Max Drawdown: 0.19%
(100, 2.0, -0.1, 2.6): Return: 0.37%, Hit Ratio: 66.67%, Max Drawdown: 0.19%
(100, 2.0, 0.0, 2.6): Return: 0.37%, Hit Ratio: 66.67%, Max Drawdown: 0.19%
(100, 2.0, 0.1, 2.7): Return: 0.37%, Hit Ratio: 70.0%, Max Drawdown: 0.19%
(100, 2.0, 0.2, 2.6): Return: 0.37%, Hit Ratio: 77.78%, Max Drawdown: 0.19%
(90, 1.9, 0.1, 2.3): Return: 0.35%, Hit Ratio: 66.67%, Max Drawdown: 0.13%
