(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(60, 1, 1.5, 0, 0, 3.5, 3.5): Return: 0.02%, Hit Ratio: 43.1%, Max Drawdown: 0.03%
(60, 1, 1.5, 0.5, -0.5, 2.5, 2.5): Return: 0.02%, Hit Ratio: 45.61%, Max Drawdown: 0.03%
(60, 1, 1.5, 0.5, -0.5, 2.5, 3): Return: 0.02%, Hit Ratio: 46.49%, Max Drawdown: 0.03%
(60, 1, 1.5, 0.5, -0.5, 2.5, 3.5): Return: 0.02%, Hit Ratio: 47.83%, Max Drawdown: 0.03%
(60, 1, 1.5, 0.5, -0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 44.92%, Max Drawdown: 0.03%
(60, 1, 1.5, 0.5, -0.5, 3, 3): Return: 0.02%, Hit Ratio: 45.76%, Max Drawdown: 0.03%
(60, 1, 1.5, 0.5, -0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 47.06%, Max Drawdown: 0.03%
(60, 1, 1.5, 0.5, -0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 44.17%, Max Drawdown: 0.03%
(60, 1, 1.5, 0.5, -0.5, 3.5, 3): Return: 0.02%, Hit Ratio: 45.0%, Max Drawdown: 0.03%
(60, 1, 1.5, 0.5, -0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 46.28%, Max Drawdown: 0.03%
(60, 1, 2, 0, -0.5, 2.5, 2.5): Return: 0.02%, Hit Ratio: 43.52%, Max Drawdown: 0.03%
(60, 1, 2, 0, -0.5, 2.5, 3): Return: 0.02%, Hit Ratio: 44.44%, Max Drawdown: 0.02%
(60, 1, 2, 0.5, -0.5, 2.5, 2.5): Return: 0.02%, Hit Ratio: 44.64%, Max Drawdown: 0.02%
(60, 1, 2, 0.5, -0.5, 2.5, 3): Return: 0.02%, Hit Ratio: 45.54%, Max Drawdown: 0.02%
(60, 1, 2, 0.5, -0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 43.22%, Max Drawdown: 0.02%
(60, 1, 2, 0.5, -0.5, 3.5, 3): Return: 0.02%, Hit Ratio: 44.07%, Max Drawdown: 0.02%
(60, 1.5, 1, 0, -0.5, 2.5, 2.5): Return: 0.02%, Hit Ratio: 43.94%, Max Drawdown: 0.03%
(60, 1.5, 1, 0, -0.5, 2.5, 3): Return: 0.02%, Hit Ratio: 44.78%, Max Drawdown: 0.03%
(60, 1.5, 1, 0, -0.5, 2.5, 3.5): Return: 0.02%, Hit Ratio: 45.59%, Max Drawdown: 0.03%
(60, 1.5, 1, 0, -0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 41.43%, Max Drawdown: 0.03%
(60, 1.5, 1, 0, -0.5, 3, 3): Return: 0.02%, Hit Ratio: 42.25%, Max Drawdown: 0.03%
(60, 1.5, 1, 0, -0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 43.06%, Max Drawdown: 0.03%
(60, 1.5, 1, 0, -0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 41.67%, Max Drawdown: 0.03%
(60, 1.5, 1, 0, -0.5, 3.5, 3): Return: 0.02%, Hit Ratio: 42.47%, Max Drawdown: 0.03%
(60, 1.5, 1, 0, -0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 43.24%, Max Drawdown: 0.03%
(60, 1.5, 1, 0.5, -0.5, 2.5, 2.5): Return: 0.02%, Hit Ratio: 44.93%, Max Drawdown: 0.03%
(60, 1.5, 1, 0.5, -0.5, 2.5, 3): Return: 0.02%, Hit Ratio: 45.71%, Max Drawdown: 0.03%
(60, 1.5, 1, 0.5, -0.5, 2.5, 3.5): Return: 0.02%, Hit Ratio: 47.89%, Max Drawdown: 0.03%
(60, 1.5, 1, 0.5, -0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 42.47%, Max Drawdown: 0.03%
(60, 1.5, 1, 0.5, -0.5, 3, 3): Return: 0.02%, Hit Ratio: 43.24%, Max Drawdown: 0.03%
(60, 1.5, 1, 0.5, -0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 41.33%, Max Drawdown: 0.03%
(60, 1.5, 1, 0.5, -0.5, 3.5, 3): Return: 0.02%, Hit Ratio: 42.11%, Max Drawdown: 0.03%
(60, 1.5, 1, 0.5, -0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 44.16%, Max Drawdown: 0.03%
(60, 1.5, 1.5, -0.5, 0.5, 2.5, 3.5): Return: 0.02%, Hit Ratio: 55.0%, Max Drawdown: 0.03%
(60, 1.5, 1.5, -0.5, 0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 53.73%, Max Drawdown: 0.03%
(60, 1.5, 1.5, -0.5, 0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 52.17%, Max Drawdown: 0.03%
(60, 1.5, 1.5, 0, 0.5, 2.5, 2.5): Return: 0.02%, Hit Ratio: 52.63%, Max Drawdown: 0.03%
(60, 1.5, 1.5, 0, 0.5, 2.5, 3): Return: 0.02%, Hit Ratio: 53.45%, Max Drawdown: 0.03%
(60, 1.5, 1.5, 0, 0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(60, 1.5, 1.5, 0, 0.5, 3, 3): Return: 0.02%, Hit Ratio: 50.77%, Max Drawdown: 0.03%
(60, 1.5, 1.5, 0, 0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 48.48%, Max Drawdown: 0.03%
(60, 1.5, 1.5, 0, 0.5, 3.5, 3): Return: 0.02%, Hit Ratio: 49.25%, Max Drawdown: 0.03%
(60, 1.5, 1.5, 0.5, 0.5, 2.5, 2.5): Return: 0.02%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(60, 1.5, 1.5, 0.5, 0.5, 2.5, 3): Return: 0.02%, Hit Ratio: 50.85%, Max Drawdown: 0.03%
(60, 1.5, 1.5, 0.5, 0.5, 2.5, 3.5): Return: 0.02%, Hit Ratio: 52.46%, Max Drawdown: 0.03%
(60, 1.5, 1.5, 0.5, 0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 47.69%, Max Drawdown: 0.03%
(60, 1.5, 1.5, 0.5, 0.5, 3, 3): Return: 0.02%, Hit Ratio: 48.48%, Max Drawdown: 0.03%
(60, 1.5, 1.5, 0.5, 0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(60, 1.5, 1.5, 0.5, 0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 46.27%, Max Drawdown: 0.03%
(60, 1.5, 1.5, 0.5, 0.5, 3.5, 3): Return: 0.02%, Hit Ratio: 47.06%, Max Drawdown: 0.03%
(60, 1.5, 1.5, 0.5, 0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 48.57%, Max Drawdown: 0.03%
(60, 2, 1, -0.5, -0.5, 2.5, 3.5): Return: 0.02%, Hit Ratio: 43.48%, Max Drawdown: 0.02%
(60, 2, 1, -0.5, -0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 44.0%, Max Drawdown: 0.02%
(60, 2, 1, 0, -0.5, 2.5, 3.5): Return: 0.02%, Hit Ratio: 44.68%, Max Drawdown: 0.02%
(60, 2, 1, 0, -0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 38.0%, Max Drawdown: 0.02%
(60, 2, 1, 0, -0.5, 3, 3): Return: 0.02%, Hit Ratio: 39.22%, Max Drawdown: 0.02%
(60, 2, 1, 0, -0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 40.38%, Max Drawdown: 0.02%
(60, 2, 1, 0, -0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 41.82%, Max Drawdown: 0.02%
(60, 2, 1, 0.5, -0.5, 2.5, 2.5): Return: 0.02%, Hit Ratio: 39.13%, Max Drawdown: 0.02%
(60, 2, 1, 0.5, -0.5, 2.5, 3): Return: 0.02%, Hit Ratio: 40.43%, Max Drawdown: 0.02%
(60, 2, 1, 0.5, -0.5, 2.5, 3.5): Return: 0.02%, Hit Ratio: 43.75%, Max Drawdown: 0.02%
(60, 2, 1, 0.5, -0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 37.25%, Max Drawdown: 0.02%
(60, 2, 1, 0.5, -0.5, 3, 3): Return: 0.02%, Hit Ratio: 38.46%, Max Drawdown: 0.02%
(60, 2, 1, 0.5, -0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 41.51%, Max Drawdown: 0.02%
(60, 2, 1, 0.5, -0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 37.04%, Max Drawdown: 0.02%
(60, 2, 1, 0.5, -0.5, 3.5, 3): Return: 0.02%, Hit Ratio: 38.18%, Max Drawdown: 0.02%
(60, 2, 1, 0.5, -0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 41.07%, Max Drawdown: 0.02%
(60, 2, 1.5, -0.5, 0, 2.5, 2.5): Return: 0.02%, Hit Ratio: 48.28%, Max Drawdown: 0.02%
(60, 2, 1.5, -0.5, 0, 2.5, 3): Return: 0.02%, Hit Ratio: 50.0%, Max Drawdown: 0.02%
(60, 2, 1.5, -0.5, 0, 2.5, 3.5): Return: 0.02%, Hit Ratio: 51.61%, Max Drawdown: 0.02%
(60, 2, 1.5, -0.5, 0, 3, 2.5): Return: 0.02%, Hit Ratio: 47.22%, Max Drawdown: 0.02%
(60, 2, 1.5, -0.5, 0, 3, 3): Return: 0.02%, Hit Ratio: 48.65%, Max Drawdown: 0.02%
(60, 2, 1.5, -0.5, 0, 3, 3.5): Return: 0.02%, Hit Ratio: 50.0%, Max Drawdown: 0.02%
(60, 2, 1.5, -0.5, 0, 3.5, 2.5): Return: 0.02%, Hit Ratio: 46.15%, Max Drawdown: 0.02%
(60, 2, 1.5, -0.5, 0, 3.5, 3): Return: 0.02%, Hit Ratio: 47.5%, Max Drawdown: 0.02%
(60, 2, 1.5, -0.5, 0, 3.5, 3.5): Return: 0.02%, Hit Ratio: 48.78%, Max Drawdown: 0.02%
(60, 2, 1.5, 0, 0, 2.5, 2.5): Return: 0.02%, Hit Ratio: 48.28%, Max Drawdown: 0.02%
(60, 2, 1.5, 0, 0, 2.5, 3): Return: 0.02%, Hit Ratio: 50.0%, Max Drawdown: 0.02%
(60, 2, 1.5, 0, 0, 2.5, 3.5): Return: 0.02%, Hit Ratio: 51.61%, Max Drawdown: 0.02%
(60, 2, 1.5, 0, 0, 3, 2.5): Return: 0.02%, Hit Ratio: 41.67%, Max Drawdown: 0.02%
(60, 2, 1.5, 0, 0, 3, 3): Return: 0.02%, Hit Ratio: 43.24%, Max Drawdown: 0.02%
(60, 2, 1.5, 0, 0, 3, 3.5): Return: 0.02%, Hit Ratio: 44.74%, Max Drawdown: 0.02%
(60, 2, 1.5, 0, 0, 3.5, 2.5): Return: 0.02%, Hit Ratio: 41.03%, Max Drawdown: 0.02%
(60, 2, 1.5, 0, 0, 3.5, 3): Return: 0.02%, Hit Ratio: 42.5%, Max Drawdown: 0.02%
(60, 2, 1.5, 0, 0, 3.5, 3.5): Return: 0.02%, Hit Ratio: 43.9%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, 0, 2.5, 2.5): Return: 0.02%, Hit Ratio: 40.0%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, 0, 2.5, 3): Return: 0.02%, Hit Ratio: 41.94%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, 0, 3.5, 2.5): Return: 0.02%, Hit Ratio: 35.0%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, 0, 3.5, 3): Return: 0.02%, Hit Ratio: 36.59%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, 0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 45.95%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, 0.5, 3, 3): Return: 0.02%, Hit Ratio: 47.37%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, 0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 50.0%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, -0.5, 2.5, 3.5): Return: 0.02%, Hit Ratio: 53.85%, Max Drawdown: 0.0%
(60, 2, 2, -0.5, -0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 53.12%, Max Drawdown: 0.0%
(60, 2, 2, -0.5, -0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 50.0%, Max Drawdown: 0.01%
(60, 2, 2, -0.5, -0.5, 3.5, 3): Return: 0.02%, Hit Ratio: 51.52%, Max Drawdown: 0.0%
(60, 2, 2, -0.5, -0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 54.29%, Max Drawdown: 0.0%
(60, 2, 2, -0.5, 0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 55.56%, Max Drawdown: 0.0%
(100, 1.5, 1, -0.5, -0.5, 2.5, 2.5): Return: 0.02%, Hit Ratio: 46.48%, Max Drawdown: 0.03%
(100, 1.5, 1, -0.5, -0.5, 2.5, 3): Return: 0.02%, Hit Ratio: 47.22%, Max Drawdown: 0.03%
(100, 1.5, 1, -0.5, -0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 47.22%, Max Drawdown: 0.03%
(100, 1.5, 1, -0.5, -0.5, 3, 3): Return: 0.02%, Hit Ratio: 47.95%, Max Drawdown: 0.03%
(100, 1.5, 1, -0.5, -0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 47.95%, Max Drawdown: 0.03%
(100, 1.5, 1, -0.5, -0.5, 3.5, 3): Return: 0.02%, Hit Ratio: 48.65%, Max Drawdown: 0.03%
(100, 1.5, 1, -0.5, 0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 42.86%, Max Drawdown: 0.04%
(100, 1.5, 1, 0, -0.5, 2.5, 3): Return: 0.02%, Hit Ratio: 43.84%, Max Drawdown: 0.03%
(100, 1.5, 1, 0, -0.5, 2.5, 3.5): Return: 0.02%, Hit Ratio: 43.06%, Max Drawdown: 0.03%
(100, 1.5, 1, 0, -0.5, 3, 3): Return: 0.02%, Hit Ratio: 43.24%, Max Drawdown: 0.03%
(100, 1.5, 1, 0, -0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 42.47%, Max Drawdown: 0.03%
(100, 1.5, 1, 0, -0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 43.24%, Max Drawdown: 0.03%
(100, 1.5, 1, 0, 0.5, 2.5, 2.5): Return: 0.02%, Hit Ratio: 42.67%, Max Drawdown: 0.04%
(100, 1.5, 1, 0, 0.5, 2.5, 3): Return: 0.02%, Hit Ratio: 43.42%, Max Drawdown: 0.04%
(100, 1.5, 1, 0, 0.5, 2.5, 3.5): Return: 0.02%, Hit Ratio: 43.42%, Max Drawdown: 0.04%
(100, 1.5, 1, 0, 0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 40.79%, Max Drawdown: 0.04%
(100, 1.5, 1, 0, 0.5, 3, 3): Return: 0.02%, Hit Ratio: 41.56%, Max Drawdown: 0.04%
(100, 1.5, 1, 0, 0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 41.56%, Max Drawdown: 0.04%
(100, 1.5, 1, 0, 0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 41.56%, Max Drawdown: 0.04%
(100, 1.5, 1, 0, 0.5, 3.5, 3): Return: 0.02%, Hit Ratio: 42.31%, Max Drawdown: 0.04%
(100, 1.5, 1, 0, 0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 42.31%, Max Drawdown: 0.04%
(100, 1.5, 1, 0.5, 0, 3, 2.5): Return: 0.02%, Hit Ratio: 40.0%, Max Drawdown: 0.04%
(100, 1.5, 1, 0.5, 0, 3.5, 2.5): Return: 0.02%, Hit Ratio: 40.79%, Max Drawdown: 0.04%
(100, 1.5, 1, 0.5, 0.5, 2.5, 2.5): Return: 0.02%, Hit Ratio: 45.33%, Max Drawdown: 0.04%
(100, 1.5, 1, 0.5, 0.5, 2.5, 3): Return: 0.02%, Hit Ratio: 46.05%, Max Drawdown: 0.04%
(100, 1.5, 1, 0.5, 0.5, 2.5, 3.5): Return: 0.02%, Hit Ratio: 46.05%, Max Drawdown: 0.04%
(100, 1.5, 1, 0.5, 0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 43.42%, Max Drawdown: 0.04%
(100, 1.5, 1, 0.5, 0.5, 3, 3): Return: 0.02%, Hit Ratio: 44.16%, Max Drawdown: 0.04%
(100, 1.5, 1, 0.5, 0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 44.16%, Max Drawdown: 0.04%
(100, 1.5, 1, 0.5, 0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 44.16%, Max Drawdown: 0.04%
(100, 1.5, 1, 0.5, 0.5, 3.5, 3): Return: 0.02%, Hit Ratio: 44.87%, Max Drawdown: 0.04%
(100, 1.5, 1, 0.5, 0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 44.87%, Max Drawdown: 0.04%
(100, 1.5, 1.5, -0.5, -0.5, 2.5, 2.5): Return: 0.02%, Hit Ratio: 46.77%, Max Drawdown: 0.03%
(100, 1.5, 1.5, -0.5, -0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 47.62%, Max Drawdown: 0.03%
(100, 1.5, 1.5, -0.5, -0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 48.48%, Max Drawdown: 0.03%
(100, 1.5, 1.5, 0, -0.5, 2.5, 3.5): Return: 0.02%, Hit Ratio: 43.75%, Max Drawdown: 0.03%
(100, 1.5, 1.5, 0, -0.5, 3, 3): Return: 0.02%, Hit Ratio: 43.08%, Max Drawdown: 0.03%
(100, 1.5, 1.5, 0, -0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 43.08%, Max Drawdown: 0.03%
(100, 1.5, 1.5, 0, -0.5, 3.5, 3): Return: 0.02%, Hit Ratio: 44.12%, Max Drawdown: 0.03%
(100, 1.5, 1.5, 0, -0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 44.12%, Max Drawdown: 0.03%
(100, 1.5, 1.5, 0, 0.5, 2.5, 2.5): Return: 0.02%, Hit Ratio: 45.45%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0, 0.5, 2.5, 3): Return: 0.02%, Hit Ratio: 46.27%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0, 0.5, 2.5, 3.5): Return: 0.02%, Hit Ratio: 47.06%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0, 0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 43.28%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0, 0.5, 3, 3): Return: 0.02%, Hit Ratio: 44.12%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0, 0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 44.93%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0, 0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 44.29%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0, 0.5, 3.5, 3): Return: 0.02%, Hit Ratio: 45.07%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0, 0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 45.83%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, -0.5, 3, 3): Return: 0.02%, Hit Ratio: 41.79%, Max Drawdown: 0.03%
(100, 1.5, 1.5, 0.5, -0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 41.79%, Max Drawdown: 0.03%
(100, 1.5, 1.5, 0.5, -0.5, 3.5, 3): Return: 0.02%, Hit Ratio: 42.86%, Max Drawdown: 0.03%
(100, 1.5, 1.5, 0.5, -0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 42.86%, Max Drawdown: 0.03%
(100, 1.5, 1.5, 0.5, 0, 2.5, 2.5): Return: 0.02%, Hit Ratio: 40.0%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0.5, 2.5, 2.5): Return: 0.02%, Hit Ratio: 46.97%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0.5, 2.5, 3): Return: 0.02%, Hit Ratio: 47.76%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0.5, 2.5, 3.5): Return: 0.02%, Hit Ratio: 48.53%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 44.78%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0.5, 3, 3): Return: 0.02%, Hit Ratio: 45.59%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 46.38%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 45.71%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0.5, 3.5, 3): Return: 0.02%, Hit Ratio: 46.48%, Max Drawdown: 0.04%
(100, 1.5, 1.5, 0.5, 0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 47.22%, Max Drawdown: 0.04%
(100, 1.5, 2, -0.5, 0.5, 2.5, 2.5): Return: 0.02%, Hit Ratio: 47.62%, Max Drawdown: 0.01%
(100, 1.5, 2, 0, -0.5, 2.5, 2.5): Return: 0.02%, Hit Ratio: 40.0%, Max Drawdown: 0.02%
(100, 1.5, 2, 0, -0.5, 2.5, 3): Return: 0.02%, Hit Ratio: 40.98%, Max Drawdown: 0.02%
(100, 1.5, 2, 0, -0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 39.34%, Max Drawdown: 0.02%
(100, 1.5, 2, 0, -0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 40.62%, Max Drawdown: 0.02%
(100, 1.5, 2, 0, 0.5, 2.5, 3): Return: 0.02%, Hit Ratio: 46.88%, Max Drawdown: 0.01%
(100, 1.5, 2, 0, 0.5, 2.5, 3.5): Return: 0.02%, Hit Ratio: 47.69%, Max Drawdown: 0.01%
(100, 1.5, 2, 0, 0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 43.75%, Max Drawdown: 0.01%
(100, 1.5, 2, 0, 0.5, 3, 3): Return: 0.02%, Hit Ratio: 44.62%, Max Drawdown: 0.01%
(100, 1.5, 2, 0, 0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 45.45%, Max Drawdown: 0.01%
(100, 1.5, 2, 0, 0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 44.78%, Max Drawdown: 0.01%
(100, 1.5, 2, 0, 0.5, 3.5, 3): Return: 0.02%, Hit Ratio: 45.59%, Max Drawdown: 0.01%
(100, 1.5, 2, 0, 0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 46.38%, Max Drawdown: 0.01%
(100, 1.5, 2, 0.5, -0.5, 2.5, 2.5): Return: 0.02%, Hit Ratio: 40.32%, Max Drawdown: 0.01%
(100, 1.5, 2, 0.5, -0.5, 2.5, 3): Return: 0.02%, Hit Ratio: 41.27%, Max Drawdown: 0.01%
(100, 1.5, 2, 0.5, -0.5, 2.5, 3.5): Return: 0.02%, Hit Ratio: 41.27%, Max Drawdown: 0.01%
(100, 1.5, 2, 0.5, -0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 38.1%, Max Drawdown: 0.01%
(100, 1.5, 2, 0.5, -0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 39.39%, Max Drawdown: 0.01%
(100, 1.5, 2, 0.5, 0, 2.5, 2.5): Return: 0.02%, Hit Ratio: 40.32%, Max Drawdown: 0.01%
(100, 1.5, 2, 0.5, 0, 3, 2.5): Return: 0.02%, Hit Ratio: 38.1%, Max Drawdown: 0.01%
(100, 1.5, 2, 0.5, 0, 3.5, 2.5): Return: 0.02%, Hit Ratio: 39.39%, Max Drawdown: 0.01%
(100, 1.5, 2, 0.5, 0.5, 2.5, 3): Return: 0.02%, Hit Ratio: 48.44%, Max Drawdown: 0.01%
(100, 1.5, 2, 0.5, 0.5, 2.5, 3.5): Return: 0.02%, Hit Ratio: 49.23%, Max Drawdown: 0.01%
(100, 1.5, 2, 0.5, 0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 45.31%, Max Drawdown: 0.01%
(100, 1.5, 2, 0.5, 0.5, 3, 3): Return: 0.02%, Hit Ratio: 46.15%, Max Drawdown: 0.01%
(100, 1.5, 2, 0.5, 0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 46.97%, Max Drawdown: 0.01%
(100, 1.5, 2, 0.5, 0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 46.27%, Max Drawdown: 0.01%
(100, 1.5, 2, 0.5, 0.5, 3.5, 3): Return: 0.02%, Hit Ratio: 47.06%, Max Drawdown: 0.01%
(100, 1.5, 2, 0.5, 0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 47.83%, Max Drawdown: 0.01%
(100, 2, 1, -0.5, -0.5, 2.5, 2.5): Return: 0.02%, Hit Ratio: 44.68%, Max Drawdown: 0.03%
(100, 2, 1, -0.5, -0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 46.0%, Max Drawdown: 0.03%
(100, 2, 1, -0.5, -0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 47.06%, Max Drawdown: 0.03%
(100, 2, 1, 0, -0.5, 2.5, 2.5): Return: 0.02%, Hit Ratio: 44.68%, Max Drawdown: 0.03%
(100, 2, 1, 0, -0.5, 2.5, 3): Return: 0.02%, Hit Ratio: 45.83%, Max Drawdown: 0.03%
(100, 2, 1, 0, -0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 44.0%, Max Drawdown: 0.03%
(100, 2, 1, 0, -0.5, 3, 3): Return: 0.02%, Hit Ratio: 45.1%, Max Drawdown: 0.03%
(100, 2, 1, 0, -0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 44.0%, Max Drawdown: 0.03%
(100, 2, 1, 0, -0.5, 3.5, 3): Return: 0.02%, Hit Ratio: 46.15%, Max Drawdown: 0.03%
(100, 2, 1, 0, -0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 45.1%, Max Drawdown: 0.03%
(100, 2, 1, 0, 0.5, 2.5, 2.5): Return: 0.02%, Hit Ratio: 41.67%, Max Drawdown: 0.04%
(100, 2, 1, 0, 0.5, 2.5, 3): Return: 0.02%, Hit Ratio: 42.86%, Max Drawdown: 0.04%
(100, 2, 1, 0, 0.5, 2.5, 3.5): Return: 0.02%, Hit Ratio: 42.86%, Max Drawdown: 0.04%
(100, 2, 1, 0, 0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 39.22%, Max Drawdown: 0.04%
(100, 2, 1, 0, 0.5, 3, 3): Return: 0.02%, Hit Ratio: 40.38%, Max Drawdown: 0.04%
(100, 2, 1, 0, 0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 40.38%, Max Drawdown: 0.04%
(100, 2, 1, 0, 0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 40.38%, Max Drawdown: 0.04%
(100, 2, 1, 0, 0.5, 3.5, 3): Return: 0.02%, Hit Ratio: 41.51%, Max Drawdown: 0.04%
(100, 2, 1, 0, 0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 41.51%, Max Drawdown: 0.04%
(100, 2, 1, 0.5, 0.5, 2.5, 2.5): Return: 0.02%, Hit Ratio: 41.67%, Max Drawdown: 0.04%
(100, 2, 1, 0.5, 0.5, 2.5, 3): Return: 0.02%, Hit Ratio: 42.86%, Max Drawdown: 0.04%
(100, 2, 1, 0.5, 0.5, 3, 2.5): Return: 0.02%, Hit Ratio: 39.22%, Max Drawdown: 0.04%
