(Lookback, Entry, Exit, Stop-loss)
Best HPs: (20, 1.9, 0.1, 2.7), Return: 0.03%, Hit Ratio: 38.46%, Max Drawdown: 0.01%
(20, 1.9, 0.1, 2.7): Return: 0.03%, Hit Ratio: 38.46%, Max Drawdown: 0.01%
(20, 1.9, 0.2, 2.7): Return: 0.03%, Hit Ratio: 38.46%, Max Drawdown: 0.01%
(35, 1.8, 0.0, 2.3): Return: 0.03%, Hit Ratio: 41.67%, Max Drawdown: 0.01%
(35, 1.8, 0.0, 2.4): Return: 0.03%, Hit Ratio: 41.67%, Max Drawdown: 0.01%
(35, 1.8, 0.0, 2.5): Return: 0.03%, Hit Ratio: 37.04%, Max Drawdown: 0.01%
(35, 1.8, 0.0, 2.6): Return: 0.03%, Hit Ratio: 39.29%, Max Drawdown: 0.01%
(35, 1.8, 0.0, 2.7): Return: 0.03%, Hit Ratio: 41.38%, Max Drawdown: 0.01%
(35, 1.8, 0.1, 2.3): Return: 0.03%, Hit Ratio: 41.67%, Max Drawdown: 0.01%
(35, 1.8, 0.1, 2.4): Return: 0.03%, Hit Ratio: 41.67%, Max Drawdown: 0.01%
(35, 1.8, 0.1, 2.5): Return: 0.03%, Hit Ratio: 37.04%, Max Drawdown: 0.01%
(35, 1.8, 0.1, 2.6): Return: 0.03%, Hit Ratio: 35.71%, Max Drawdown: 0.01%
(35, 1.8, 0.1, 2.7): Return: 0.03%, Hit Ratio: 37.93%, Max Drawdown: 0.01%
(35, 1.9, -0.1, 2.3): Return: 0.03%, Hit Ratio: 47.06%, Max Drawdown: 0.01%
(35, 1.9, -0.1, 2.4): Return: 0.03%, Hit Ratio: 47.06%, Max Drawdown: 0.01%
(35, 1.9, -0.1, 2.7): Return: 0.03%, Hit Ratio: 45.45%, Max Drawdown: 0.01%
(35, 1.9, 0.0, 2.3): Return: 0.03%, Hit Ratio: 47.06%, Max Drawdown: 0.01%
(35, 1.9, 0.0, 2.4): Return: 0.03%, Hit Ratio: 47.06%, Max Drawdown: 0.01%
(35, 1.9, 0.0, 2.7): Return: 0.03%, Hit Ratio: 45.45%, Max Drawdown: 0.01%
(35, 1.9, 0.1, 2.3): Return: 0.03%, Hit Ratio: 47.06%, Max Drawdown: 0.01%
(35, 1.9, 0.1, 2.4): Return: 0.03%, Hit Ratio: 47.06%, Max Drawdown: 0.01%
(35, 1.9, 0.2, 2.3): Return: 0.03%, Hit Ratio: 47.06%, Max Drawdown: 0.01%
(35, 1.9, 0.2, 2.4): Return: 0.03%, Hit Ratio: 47.06%, Max Drawdown: 0.01%
(30, 1.8, 0.0, 2.3): Return: 0.03%, Hit Ratio: 45.45%, Max Drawdown: 0.01%
(30, 1.8, 0.0, 2.4): Return: 0.03%, Hit Ratio: 45.83%, Max Drawdown: 0.01%
(30, 1.8, 0.0, 2.5): Return: 0.03%, Hit Ratio: 48.15%, Max Drawdown: 0.01%
(30, 1.8, 0.0, 2.6): Return: 0.03%, Hit Ratio: 46.43%, Max Drawdown: 0.01%
(30, 1.8, 0.0, 2.7): Return: 0.03%, Hit Ratio: 43.33%, Max Drawdown: 0.01%
(30, 1.8, 0.1, 2.3): Return: 0.03%, Hit Ratio: 45.45%, Max Drawdown: 0.01%
(30, 1.8, 0.1, 2.4): Return: 0.03%, Hit Ratio: 41.67%, Max Drawdown: 0.01%
(30, 1.8, 0.1, 2.5): Return: 0.03%, Hit Ratio: 44.44%, Max Drawdown: 0.01%
(30, 1.8, 0.1, 2.6): Return: 0.03%, Hit Ratio: 42.86%, Max Drawdown: 0.01%
(30, 1.8, 0.1, 2.7): Return: 0.03%, Hit Ratio: 40.0%, Max Drawdown: 0.01%
