(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
Best HPs: (60, 1, 1, 0, 0.5, 3, 2.5), Return: 3.54%, Hit Ratio: 46.15%, Max Drawdown: 0.64%
(60, 1, 1, 0, 0.5, 3, 2.5): Return: 3.54%, Hit Ratio: 46.15%, Max Drawdown: 0.64%
(100, 1, 1, 0, 0.5, 3.5, 2.5): Return: 2.95%, Hit Ratio: 44.37%, Max Drawdown: 0.57%
(100, 1, 1, 0, 0.5, 2.5, 2.5): Return: 2.94%, Hit Ratio: 42.75%, Max Drawdown: 0.57%
(100, 1, 1, 0, 0.5, 3, 2.5): Return: 2.94%, Hit Ratio: 43.97%, Max Drawdown: 0.57%
(60, 1, 1, 0, 0, 2.5, 3.5): Return: 2.93%, Hit Ratio: 46.32%, Max Drawdown: 1.07%
(60, 1, 1, 0.5, 0.5, 2.5, 2.5): Return: 2.9%, Hit Ratio: 44.76%, Max Drawdown: 0.64%
(60, 1, 1, -0.5, 0, 2.5, 3.5): Return: 2.89%, Hit Ratio: 46.21%, Max Drawdown: 1.03%
(60, 1, 1, 0, 0, 2.5, 3): Return: 2.88%, Hit Ratio: 46.67%, Max Drawdown: 1.07%
(60, 1, 1.5, 0, 0, 3, 2.5): Return: 2.8%, Hit Ratio: 52.21%, Max Drawdown: 0.67%
(60, 1, 1.5, 0, 0, 3.5, 2.5): Return: 2.8%, Hit Ratio: 52.63%, Max Drawdown: 0.67%
(60, 1, 1, -0.5, 0, 3, 3): Return: 2.79%, Hit Ratio: 45.19%, Max Drawdown: 1.03%
(60, 1, 1, -0.5, 0, 3.5, 3): Return: 2.79%, Hit Ratio: 45.19%, Max Drawdown: 1.03%
(60, 1, 1.5, 0, 0.5, 3, 3.5): Return: 2.77%, Hit Ratio: 46.77%, Max Drawdown: 1.04%
(60, 1, 1.5, 0, 0.5, 3.5, 3.5): Return: 2.77%, Hit Ratio: 46.77%, Max Drawdown: 1.04%
(60, 1.5, 1, 0, 0, 3, 2.5): Return: 2.76%, Hit Ratio: 46.23%, Max Drawdown: 0.49%
(60, 1.5, 1, 0, 0, 3.5, 2.5): Return: 2.76%, Hit Ratio: 46.73%, Max Drawdown: 0.49%
(60, 1, 1, -0.5, 0, 2.5, 3): Return: 2.73%, Hit Ratio: 44.27%, Max Drawdown: 1.03%
(60, 1, 1, 0.5, 0.5, 3, 3.5): Return: 2.73%, Hit Ratio: 44.74%, Max Drawdown: 1.06%
(60, 1, 1, 0.5, 0.5, 3.5, 3.5): Return: 2.73%, Hit Ratio: 44.74%, Max Drawdown: 1.06%
(60, 1, 1.5, 0, 0, 2.5, 2.5): Return: 2.73%, Hit Ratio: 51.38%, Max Drawdown: 0.67%
(60, 1, 1, 0.5, 0, 3, 2.5): Return: 2.71%, Hit Ratio: 46.48%, Max Drawdown: 0.73%
(60, 1, 1, 0.5, 0, 3.5, 2.5): Return: 2.71%, Hit Ratio: 46.85%, Max Drawdown: 0.73%
(60, 1, 1.5, 0, 0.5, 2.5, 3.5): Return: 2.71%, Hit Ratio: 45.83%, Max Drawdown: 1.04%
(100, 1, 2, 0, -0.5, 3.5, 2.5): Return: 2.71%, Hit Ratio: 52.04%, Max Drawdown: 0.51%
(60, 1, 1, -0.5, -0.5, 3, 2.5): Return: 2.7%, Hit Ratio: 43.33%, Max Drawdown: 0.99%
(60, 1, 1, -0.5, -0.5, 3.5, 2.5): Return: 2.7%, Hit Ratio: 43.8%, Max Drawdown: 0.99%
(60, 1, 1.5, 0, 0.5, 3, 3): Return: 2.7%, Hit Ratio: 46.72%, Max Drawdown: 1.04%
(60, 1, 1.5, 0, 0.5, 3.5, 3): Return: 2.7%, Hit Ratio: 46.72%, Max Drawdown: 1.04%
(100, 1, 2, 0, -0.5, 2.5, 2.5): Return: 2.7%, Hit Ratio: 50.0%, Max Drawdown: 0.51%
(100, 1, 2, 0, -0.5, 3, 2.5): Return: 2.7%, Hit Ratio: 51.55%, Max Drawdown: 0.51%
(60, 1.5, 1, 0, 0, 2.5, 2.5): Return: 2.69%, Hit Ratio: 45.1%, Max Drawdown: 0.49%
(100, 1, 1, -0.5, 0, 3.5, 3.5): Return: 2.67%, Hit Ratio: 44.7%, Max Drawdown: 0.64%
(60, 1, 1, 0.5, 0.5, 2.5, 3.5): Return: 2.66%, Hit Ratio: 43.92%, Max Drawdown: 1.06%
(60, 1, 1, 0.5, 0.5, 3, 3): Return: 2.66%, Hit Ratio: 44.67%, Max Drawdown: 1.06%
(60, 1, 1, 0.5, 0.5, 3.5, 3): Return: 2.66%, Hit Ratio: 44.67%, Max Drawdown: 1.06%
(60, 1.5, 1, -0.5, 0, 3, 2.5): Return: 2.65%, Hit Ratio: 45.63%, Max Drawdown: 0.45%
(60, 1.5, 1, -0.5, 0, 3.5, 2.5): Return: 2.65%, Hit Ratio: 46.15%, Max Drawdown: 0.45%
(60, 1.5, 1, 0, 0.5, 3, 2.5): Return: 2.65%, Hit Ratio: 43.93%, Max Drawdown: 0.46%
(60, 1.5, 1, 0, 0.5, 3.5, 2.5): Return: 2.65%, Hit Ratio: 44.44%, Max Drawdown: 0.46%
(100, 1, 1, -0.5, 0, 2.5, 3.5): Return: 2.65%, Hit Ratio: 43.41%, Max Drawdown: 0.64%
(100, 1, 1, -0.5, 0, 3, 3.5): Return: 2.65%, Hit Ratio: 44.27%, Max Drawdown: 0.64%
(60, 1, 1, -0.5, -0.5, 2.5, 2.5): Return: 2.64%, Hit Ratio: 41.88%, Max Drawdown: 0.99%
(60, 1, 1, 0.5, 0, 2.5, 2.5): Return: 2.64%, Hit Ratio: 45.65%, Max Drawdown: 0.73%
(60, 1, 1.5, 0, 0.5, 2.5, 3): Return: 2.64%, Hit Ratio: 45.76%, Max Drawdown: 1.04%
(60, 1, 1, -0.5, 0.5, 3, 2.5): Return: 2.63%, Hit Ratio: 44.29%, Max Drawdown: 0.64%
(60, 1, 1, -0.5, 0.5, 3.5, 2.5): Return: 2.63%, Hit Ratio: 44.68%, Max Drawdown: 0.64%
(100, 1, 1, -0.5, 0, 3.5, 3): Return: 2.61%, Hit Ratio: 43.51%, Max Drawdown: 0.64%
(60, 1, 1, 0.5, 0.5, 2.5, 3): Return: 2.59%, Hit Ratio: 43.84%, Max Drawdown: 1.06%
(60, 1.5, 1, -0.5, 0, 2.5, 2.5): Return: 2.59%, Hit Ratio: 44.44%, Max Drawdown: 0.45%
(100, 1, 1, -0.5, 0, 2.5, 3): Return: 2.59%, Hit Ratio: 42.19%, Max Drawdown: 0.64%
(100, 1, 1, -0.5, 0, 3, 3): Return: 2.59%, Hit Ratio: 43.08%, Max Drawdown: 0.64%
(60, 1.5, 1, 0, 0.5, 2.5, 2.5): Return: 2.58%, Hit Ratio: 42.72%, Max Drawdown: 0.46%
(60, 1, 1, -0.5, 0.5, 2.5, 2.5): Return: 2.57%, Hit Ratio: 43.38%, Max Drawdown: 0.64%
(60, 1, 1.5, -0.5, 0, 3, 2.5): Return: 2.57%, Hit Ratio: 49.54%, Max Drawdown: 0.63%
(60, 1, 1.5, -0.5, 0, 3.5, 2.5): Return: 2.57%, Hit Ratio: 50.0%, Max Drawdown: 0.63%
(100, 1.5, 1, 0, 0.5, 3.5, 2.5): Return: 2.57%, Hit Ratio: 43.93%, Max Drawdown: 0.54%
(60, 1, 1, -0.5, -0.5, 3, 3.5): Return: 2.56%, Hit Ratio: 45.08%, Max Drawdown: 1.18%
(60, 1, 1, -0.5, -0.5, 3.5, 3.5): Return: 2.56%, Hit Ratio: 45.08%, Max Drawdown: 1.18%
(60, 1, 1, 0, -0.5, 3, 2.5): Return: 2.56%, Hit Ratio: 47.73%, Max Drawdown: 1.08%
(60, 1, 1, 0, -0.5, 3.5, 2.5): Return: 2.56%, Hit Ratio: 48.12%, Max Drawdown: 1.08%
(100, 1, 1, 0, 0, 3.5, 3.5): Return: 2.56%, Hit Ratio: 44.44%, Max Drawdown: 1.0%
(100, 1.5, 1, 0, 0.5, 2.5, 2.5): Return: 2.56%, Hit Ratio: 41.18%, Max Drawdown: 0.54%
(100, 1.5, 1, 0, 0.5, 3, 2.5): Return: 2.56%, Hit Ratio: 42.86%, Max Drawdown: 0.54%
(100, 1, 1, 0, -0.5, 3.5, 2.5): Return: 2.54%, Hit Ratio: 48.06%, Max Drawdown: 1.08%
(100, 1, 1, 0, 0, 2.5, 3.5): Return: 2.54%, Hit Ratio: 43.18%, Max Drawdown: 1.0%
(100, 1, 1, 0, 0, 3, 3.5): Return: 2.54%, Hit Ratio: 44.03%, Max Drawdown: 1.0%
(100, 1, 1, 0, -0.5, 2.5, 2.5): Return: 2.53%, Hit Ratio: 46.03%, Max Drawdown: 1.08%
(100, 1, 1, 0, -0.5, 3, 2.5): Return: 2.53%, Hit Ratio: 47.66%, Max Drawdown: 1.08%
(100, 1, 1, 0, 0.5, 3.5, 3.5): Return: 2.52%, Hit Ratio: 43.06%, Max Drawdown: 0.85%
(100, 1.5, 1, 0, 0, 3.5, 2.5): Return: 2.52%, Hit Ratio: 45.19%, Max Drawdown: 0.54%
(60, 1, 1.5, -0.5, 0, 2.5, 2.5): Return: 2.51%, Hit Ratio: 48.57%, Max Drawdown: 0.63%
(60, 1, 1.5, 0, 0, 3, 3.5): Return: 2.51%, Hit Ratio: 50.85%, Max Drawdown: 1.09%
(60, 1, 1.5, 0, 0, 3.5, 3.5): Return: 2.51%, Hit Ratio: 50.85%, Max Drawdown: 1.09%
(100, 1, 1, 0, 0, 3.5, 3): Return: 2.51%, Hit Ratio: 44.03%, Max Drawdown: 1.0%
(100, 1, 1, 0, 0.5, 2.5, 3.5): Return: 2.51%, Hit Ratio: 41.84%, Max Drawdown: 0.85%
(100, 1, 1, 0, 0.5, 3, 3.5): Return: 2.51%, Hit Ratio: 42.66%, Max Drawdown: 0.85%
(100, 1.5, 1, 0, 0, 2.5, 2.5): Return: 2.51%, Hit Ratio: 42.42%, Max Drawdown: 0.54%
(100, 1.5, 1, 0, 0, 3, 2.5): Return: 2.51%, Hit Ratio: 44.12%, Max Drawdown: 0.54%
(100, 1.5, 2, 0, -0.5, 3.5, 2.5): Return: 2.5%, Hit Ratio: 52.73%, Max Drawdown: 0.29%
(60, 1, 1, -0.5, -0.5, 2.5, 3.5): Return: 2.49%, Hit Ratio: 44.07%, Max Drawdown: 1.18%
(60, 1, 1, -0.5, 0.5, 3, 3.5): Return: 2.49%, Hit Ratio: 43.84%, Max Drawdown: 1.04%
(60, 1, 1, -0.5, 0.5, 3.5, 3.5): Return: 2.49%, Hit Ratio: 43.84%, Max Drawdown: 1.04%
(60, 1, 1, 0, -0.5, 2.5, 2.5): Return: 2.49%, Hit Ratio: 46.88%, Max Drawdown: 1.08%
(60, 1, 1.5, 0.5, 0.5, 3, 2.5): Return: 2.49%, Hit Ratio: 47.54%, Max Drawdown: 0.58%
(60, 1, 1.5, 0.5, 0.5, 3.5, 2.5): Return: 2.49%, Hit Ratio: 47.97%, Max Drawdown: 0.58%
(100, 1, 1, 0, 0, 2.5, 3): Return: 2.49%, Hit Ratio: 42.75%, Max Drawdown: 1.0%
(100, 1, 1, 0, 0, 3, 3): Return: 2.49%, Hit Ratio: 43.61%, Max Drawdown: 1.0%
(100, 1.5, 2, 0, -0.5, 2.5, 2.5): Return: 2.49%, Hit Ratio: 48.98%, Max Drawdown: 0.29%
(100, 1.5, 2, 0, -0.5, 3, 2.5): Return: 2.49%, Hit Ratio: 50.94%, Max Drawdown: 0.29%
(60, 1.5, 1, -0.5, 0, 3, 3.5): Return: 2.47%, Hit Ratio: 48.15%, Max Drawdown: 0.87%
(60, 1.5, 1, -0.5, 0, 3.5, 3.5): Return: 2.47%, Hit Ratio: 48.15%, Max Drawdown: 0.87%
(100, 1, 1, 0, 0.5, 2.5, 3): Return: 2.47%, Hit Ratio: 41.43%, Max Drawdown: 0.85%
(100, 1, 1, 0, 0.5, 3.5, 3): Return: 2.47%, Hit Ratio: 42.66%, Max Drawdown: 0.85%
(100, 1.5, 1, -0.5, 0, 3.5, 2.5): Return: 2.47%, Hit Ratio: 47.06%, Max Drawdown: 0.47%
(100, 1, 1, -0.5, 0, 3.5, 2.5): Return: 2.46%, Hit Ratio: 44.62%, Max Drawdown: 0.74%
(100, 1, 1, 0, 0.5, 3, 3): Return: 2.46%, Hit Ratio: 42.25%, Max Drawdown: 0.85%
(100, 1.5, 1, -0.5, 0, 2.5, 2.5): Return: 2.46%, Hit Ratio: 44.33%, Max Drawdown: 0.47%
(100, 1.5, 1, -0.5, 0, 3, 2.5): Return: 2.46%, Hit Ratio: 46.0%, Max Drawdown: 0.47%
(100, 1, 1, -0.5, 0, 2.5, 2.5): Return: 2.45%, Hit Ratio: 42.86%, Max Drawdown: 0.74%
(60, 1, 1.5, 0, 0, 2.5, 3.5): Return: 2.44%, Hit Ratio: 50.0%, Max Drawdown: 1.09%
(60, 1, 1.5, 0, 0, 3, 3): Return: 2.44%, Hit Ratio: 50.86%, Max Drawdown: 1.09%
(60, 1, 1.5, 0, 0, 3.5, 3): Return: 2.44%, Hit Ratio: 50.86%, Max Drawdown: 1.09%
(100, 1, 1, -0.5, 0, 3, 2.5): Return: 2.44%, Hit Ratio: 44.19%, Max Drawdown: 0.74%
(60, 1, 1, -0.5, 0.5, 2.5, 3.5): Return: 2.42%, Hit Ratio: 42.96%, Max Drawdown: 1.04%
(60, 1, 1.5, 0.5, 0.5, 2.5, 2.5): Return: 2.42%, Hit Ratio: 46.61%, Max Drawdown: 0.58%
(100, 1, 2, 0, -0.5, 3.5, 3.5): Return: 2.42%, Hit Ratio: 49.51%, Max Drawdown: 1.02%
(60, 1, 1, 0.5, 0, 3, 3.5): Return: 2.41%, Hit Ratio: 45.58%, Max Drawdown: 1.15%
(60, 1, 1, 0.5, 0, 3.5, 3.5): Return: 2.41%, Hit Ratio: 45.58%, Max Drawdown: 1.15%
(100, 1, 1, -0.5, -0.5, 3.5, 2.5): Return: 2.41%, Hit Ratio: 42.5%, Max Drawdown: 0.99%
(60, 1.5, 1, -0.5, 0, 2.5, 3.5): Return: 2.4%, Hit Ratio: 47.57%, Max Drawdown: 0.87%
(60, 1.5, 1, 0, 0, 3, 3.5): Return: 2.4%, Hit Ratio: 45.05%, Max Drawdown: 0.91%
(60, 1.5, 1, 0, 0, 3.5, 3.5): Return: 2.4%, Hit Ratio: 45.05%, Max Drawdown: 0.91%
(100, 1, 2, 0, -0.5, 2.5, 3.5): Return: 2.4%, Hit Ratio: 48.0%, Max Drawdown: 1.02%
(100, 1, 2, 0, -0.5, 3, 3.5): Return: 2.4%, Hit Ratio: 49.02%, Max Drawdown: 1.02%
(60, 1, 1.5, -0.5, 0, 3, 3.5): Return: 2.39%, Hit Ratio: 50.0%, Max Drawdown: 1.05%
(60, 1, 1.5, -0.5, 0, 3.5, 3.5): Return: 2.39%, Hit Ratio: 50.0%, Max Drawdown: 1.05%
(100, 1, 1, -0.5, -0.5, 2.5, 2.5): Return: 2.39%, Hit Ratio: 40.17%, Max Drawdown: 0.99%
(100, 1, 1, -0.5, -0.5, 3, 2.5): Return: 2.39%, Hit Ratio: 42.02%, Max Drawdown: 0.99%
(100, 1, 2, 0, 0, 3.5, 2.5): Return: 2.39%, Hit Ratio: 50.51%, Max Drawdown: 0.55%
(100, 1, 2, 0, 0.5, 2.5, 2.5): Return: 2.39%, Hit Ratio: 44.9%, Max Drawdown: 0.47%
(100, 1, 2, 0, 0.5, 3, 2.5): Return: 2.39%, Hit Ratio: 46.08%, Max Drawdown: 0.47%
(100, 1, 2, 0, 0.5, 3.5, 2.5): Return: 2.39%, Hit Ratio: 46.6%, Max Drawdown: 0.47%
(60, 1, 1, -0.5, -0.5, 3, 3): Return: 2.38%, Hit Ratio: 42.62%, Max Drawdown: 1.18%
(60, 1, 1, -0.5, -0.5, 3.5, 3): Return: 2.38%, Hit Ratio: 42.62%, Max Drawdown: 1.18%
(60, 1.5, 1, 0, 0, 3, 3): Return: 2.38%, Hit Ratio: 45.45%, Max Drawdown: 0.91%
(60, 1.5, 1, 0, 0, 3.5, 3): Return: 2.38%, Hit Ratio: 45.45%, Max Drawdown: 0.91%
(100, 1, 1, 0.5, 0.5, 2.5, 2.5): Return: 2.38%, Hit Ratio: 44.68%, Max Drawdown: 0.63%
(100, 1, 1, 0.5, 0.5, 3, 2.5): Return: 2.38%, Hit Ratio: 45.83%, Max Drawdown: 0.63%
(100, 1, 1, 0.5, 0.5, 3.5, 2.5): Return: 2.38%, Hit Ratio: 46.21%, Max Drawdown: 0.63%
(100, 1, 2, 0, 0, 2.5, 2.5): Return: 2.38%, Hit Ratio: 48.94%, Max Drawdown: 0.55%
(100, 1, 2, 0, 0, 3, 2.5): Return: 2.38%, Hit Ratio: 50.0%, Max Drawdown: 0.55%
(60, 1, 1, 0.5, -0.5, 3, 2.5): Return: 2.37%, Hit Ratio: 46.04%, Max Drawdown: 0.69%
(60, 1, 1, 0.5, -0.5, 3.5, 2.5): Return: 2.37%, Hit Ratio: 46.43%, Max Drawdown: 0.69%
(60, 1, 1.5, 0, 0, 2.5, 3): Return: 2.37%, Hit Ratio: 50.0%, Max Drawdown: 1.09%
(100, 1, 1, 0.5, 0, 3.5, 2.5): Return: 2.37%, Hit Ratio: 46.76%, Max Drawdown: 0.68%
(100, 1, 2, 0, -0.5, 3.5, 3): Return: 2.37%, Hit Ratio: 49.02%, Max Drawdown: 1.02%
(100, 1, 1, 0.5, 0, 2.5, 2.5): Return: 2.36%, Hit Ratio: 45.19%, Max Drawdown: 0.68%
(100, 1, 1, 0.5, 0, 3, 2.5): Return: 2.36%, Hit Ratio: 46.38%, Max Drawdown: 0.68%
(100, 1.5, 2, 0, 0, 3.5, 2.5): Return: 2.36%, Hit Ratio: 52.73%, Max Drawdown: 0.25%
(60, 1, 1, 0.5, 0, 2.5, 3.5): Return: 2.35%, Hit Ratio: 44.76%, Max Drawdown: 1.15%
(60, 1.5, 1, 0, 0.5, 3, 3.5): Return: 2.35%, Hit Ratio: 43.36%, Max Drawdown: 0.88%
(60, 1.5, 1, 0, 0.5, 3.5, 3.5): Return: 2.35%, Hit Ratio: 43.36%, Max Drawdown: 0.88%
(100, 1, 2, 0, -0.5, 2.5, 3): Return: 2.35%, Hit Ratio: 47.47%, Max Drawdown: 1.02%
(100, 1, 2, 0, -0.5, 3, 3): Return: 2.35%, Hit Ratio: 48.51%, Max Drawdown: 1.02%
(100, 1.5, 2, 0, 0, 2.5, 2.5): Return: 2.35%, Hit Ratio: 48.98%, Max Drawdown: 0.25%
(100, 1.5, 2, 0, 0, 3, 2.5): Return: 2.35%, Hit Ratio: 50.94%, Max Drawdown: 0.25%
(100, 1.5, 2, 0, 0.5, 3.5, 2.5): Return: 2.35%, Hit Ratio: 49.09%, Max Drawdown: 0.24%
(60, 1, 1, 0.5, 0, 3, 3): Return: 2.34%, Hit Ratio: 45.52%, Max Drawdown: 1.15%
(60, 1, 1, 0.5, 0, 3.5, 3): Return: 2.34%, Hit Ratio: 45.52%, Max Drawdown: 1.15%
(60, 1.5, 1, -0.5, 0, 3, 3): Return: 2.34%, Hit Ratio: 45.79%, Max Drawdown: 0.87%
(60, 1.5, 1, -0.5, 0, 3.5, 3): Return: 2.34%, Hit Ratio: 45.79%, Max Drawdown: 0.87%
(100, 1.5, 2, -0.5, 0, 3.5, 2.5): Return: 2.34%, Hit Ratio: 59.26%, Max Drawdown: 0.24%
(100, 1.5, 2, 0, 0.5, 2.5, 2.5): Return: 2.34%, Hit Ratio: 44.9%, Max Drawdown: 0.24%
(100, 1.5, 2, 0, 0.5, 3, 2.5): Return: 2.34%, Hit Ratio: 47.17%, Max Drawdown: 0.24%
(60, 1, 1.5, -0.5, 0, 2.5, 3.5): Return: 2.33%, Hit Ratio: 49.09%, Max Drawdown: 1.05%
(60, 1.5, 1, 0, 0, 2.5, 3.5): Return: 2.33%, Hit Ratio: 44.34%, Max Drawdown: 0.91%
(100, 1.5, 2, -0.5, 0, 2.5, 2.5): Return: 2.33%, Hit Ratio: 56.25%, Max Drawdown: 0.24%
(100, 1.5, 2, -0.5, 0, 3, 2.5): Return: 2.33%, Hit Ratio: 57.69%, Max Drawdown: 0.24%
(60, 1, 1, -0.5, -0.5, 2.5, 3): Return: 2.32%, Hit Ratio: 41.53%, Max Drawdown: 1.18%
(60, 1, 1, -0.5, 0.5, 3, 3): Return: 2.31%, Hit Ratio: 43.06%, Max Drawdown: 1.06%
(60, 1, 1, -0.5, 0.5, 3.5, 3): Return: 2.31%, Hit Ratio: 43.06%, Max Drawdown: 1.06%
(60, 1, 1, 0.5, -0.5, 2.5, 2.5): Return: 2.31%, Hit Ratio: 45.19%, Max Drawdown: 0.69%
(60, 1.5, 1, 0, 0, 2.5, 3): Return: 2.31%, Hit Ratio: 44.76%, Max Drawdown: 0.91%
(60, 1.5, 1, 0, 0.5, 3, 3): Return: 2.31%, Hit Ratio: 43.24%, Max Drawdown: 0.88%
(60, 1.5, 1, 0, 0.5, 3.5, 3): Return: 2.31%, Hit Ratio: 43.24%, Max Drawdown: 0.88%
(60, 1.5, 1, -0.5, -0.5, 3, 2.5): Return: 2.3%, Hit Ratio: 42.55%, Max Drawdown: 0.99%
(60, 1.5, 1, -0.5, -0.5, 3.5, 2.5): Return: 2.3%, Hit Ratio: 43.16%, Max Drawdown: 0.99%
(60, 1, 1, 0.5, 0, 2.5, 3): Return: 2.28%, Hit Ratio: 44.68%, Max Drawdown: 1.15%
(60, 1.5, 1, 0, 0.5, 2.5, 3.5): Return: 2.28%, Hit Ratio: 42.59%, Max Drawdown: 0.88%
(100, 1.5, 1, 0, 0.5, 3.5, 3.5): Return: 2.28%, Hit Ratio: 43.64%, Max Drawdown: 0.69%
(60, 1.5, 1, -0.5, 0, 2.5, 3): Return: 2.27%, Hit Ratio: 45.1%, Max Drawdown: 0.87%
(100, 1.5, 1, 0, 0.5, 2.5, 3.5): Return: 2.27%, Hit Ratio: 41.9%, Max Drawdown: 0.69%
(100, 1.5, 1, 0, 0.5, 3, 3.5): Return: 2.27%, Hit Ratio: 42.59%, Max Drawdown: 0.69%
(60, 1.5, 1, 0.5, 0, 3, 2.5): Return: 2.26%, Hit Ratio: 44.86%, Max Drawdown: 0.52%
(60, 1.5, 1, 0.5, 0, 3.5, 2.5): Return: 2.26%, Hit Ratio: 45.37%, Max Drawdown: 0.52%
(100, 1.5, 1, -0.5, 0, 3.5, 3.5): Return: 2.26%, Hit Ratio: 47.62%, Max Drawdown: 0.71%
(60, 1, 1.5, 0.5, 0.5, 3, 3.5): Return: 2.25%, Hit Ratio: 46.46%, Max Drawdown: 1.0%
(60, 1, 1.5, 0.5, 0.5, 3.5, 3.5): Return: 2.25%, Hit Ratio: 46.46%, Max Drawdown: 1.0%
(100, 1.5, 1, -0.5, 0, 2.5, 3.5): Return: 2.25%, Hit Ratio: 46.0%, Max Drawdown: 0.71%
(100, 1.5, 1, -0.5, 0, 3, 3.5): Return: 2.25%, Hit Ratio: 46.6%, Max Drawdown: 0.71%
(60, 1, 1, -0.5, 0.5, 2.5, 3): Return: 2.24%, Hit Ratio: 42.14%, Max Drawdown: 1.06%
(60, 1.5, 1, -0.5, -0.5, 2.5, 2.5): Return: 2.24%, Hit Ratio: 41.11%, Max Drawdown: 0.99%
(60, 1.5, 1, 0, 0.5, 2.5, 3): Return: 2.24%, Hit Ratio: 42.45%, Max Drawdown: 0.88%
(100, 1, 1, 0.5, -0.5, 3.5, 2.5): Return: 2.23%, Hit Ratio: 47.45%, Max Drawdown: 0.72%
(100, 1.5, 1, 0, 0, 3.5, 3.5): Return: 2.23%, Hit Ratio: 44.86%, Max Drawdown: 0.81%
(100, 1, 1, 0.5, -0.5, 2.5, 2.5): Return: 2.22%, Hit Ratio: 45.86%, Max Drawdown: 0.72%
(100, 1, 1, 0.5, -0.5, 3, 2.5): Return: 2.22%, Hit Ratio: 47.06%, Max Drawdown: 0.72%
