(Lookback, Entry, Exit, Stop-loss)
Best HPs: (100, 0.8, 0.0, 3.4), Return: 13.28%, Hit Ratio: 54.13%, Max Drawdown: 1.82%
(100, 0.8, 0.0, 3.4): Return: 13.28%, Hit Ratio: 54.13%, Max Drawdown: 1.82%
(100, 0.8, 0.0, 3.5): Return: 13.28%, Hit Ratio: 54.13%, Max Drawdown: 1.82%
(100, 0.8, 0.0, 3.6): Return: 13.28%, Hit Ratio: 54.13%, Max Drawdown: 1.82%
(100, 0.8, 0.0, 3.7): Return: 13.28%, Hit Ratio: 54.13%, Max Drawdown: 1.82%
(100, 0.8, 0.0, 3.3): Return: 13.24%, Hit Ratio: 54.13%, Max Drawdown: 1.82%
(90, 0.8, -0.2, 3.3): Return: 13.06%, Hit Ratio: 49.5%, Max Drawdown: 1.84%
(90, 0.8, -0.2, 3.4): Return: 13.06%, Hit Ratio: 49.5%, Max Drawdown: 1.84%
(90, 0.8, -0.2, 3.5): Return: 13.06%, Hit Ratio: 49.5%, Max Drawdown: 1.84%
(90, 0.8, -0.2, 3.6): Return: 13.06%, Hit Ratio: 49.5%, Max Drawdown: 1.84%
(90, 0.8, -0.2, 3.7): Return: 13.06%, Hit Ratio: 49.5%, Max Drawdown: 1.84%
(105, 0.8, -0.1, 3.4): Return: 13.02%, Hit Ratio: 53.92%, Max Drawdown: 1.83%
(105, 0.8, -0.1, 3.5): Return: 13.02%, Hit Ratio: 53.92%, Max Drawdown: 1.83%
(105, 0.8, -0.1, 3.6): Return: 13.02%, Hit Ratio: 53.92%, Max Drawdown: 1.83%
(105, 0.8, -0.1, 3.7): Return: 13.02%, Hit Ratio: 53.92%, Max Drawdown: 1.83%
(105, 0.8, -0.1, 3.4): Return: 13.02%, Hit Ratio: 53.92%, Max Drawdown: 1.83%
(105, 0.8, -0.1, 3.5): Return: 13.02%, Hit Ratio: 53.92%, Max Drawdown: 1.83%
(105, 0.8, -0.1, 3.6): Return: 13.02%, Hit Ratio: 53.92%, Max Drawdown: 1.83%
(105, 0.8, -0.1, 3.7): Return: 13.02%, Hit Ratio: 53.92%, Max Drawdown: 1.83%
(105, 0.8, -0.1, 3.3): Return: 12.99%, Hit Ratio: 53.92%, Max Drawdown: 1.83%
(105, 0.8, -0.1, 3.3): Return: 12.99%, Hit Ratio: 53.92%, Max Drawdown: 1.83%
(110, 0.8, -0.1, 3.4): Return: 12.93%, Hit Ratio: 53.47%, Max Drawdown: 1.83%
(110, 0.8, -0.1, 3.5): Return: 12.93%, Hit Ratio: 53.47%, Max Drawdown: 1.83%
(110, 0.8, -0.1, 3.6): Return: 12.93%, Hit Ratio: 53.47%, Max Drawdown: 1.83%
(110, 0.8, -0.1, 3.7): Return: 12.93%, Hit Ratio: 53.47%, Max Drawdown: 1.83%
(100, 0.8, -0.1, 3.4): Return: 12.91%, Hit Ratio: 51.96%, Max Drawdown: 1.84%
(100, 0.8, -0.1, 3.5): Return: 12.91%, Hit Ratio: 51.96%, Max Drawdown: 1.84%
(100, 0.8, -0.1, 3.6): Return: 12.91%, Hit Ratio: 51.96%, Max Drawdown: 1.84%
(100, 0.8, -0.1, 3.7): Return: 12.91%, Hit Ratio: 51.96%, Max Drawdown: 1.84%
(110, 0.8, -0.1, 3.3): Return: 12.89%, Hit Ratio: 53.47%, Max Drawdown: 1.84%
(105, 0.8, -0.2, 3.4): Return: 12.88%, Hit Ratio: 52.58%, Max Drawdown: 1.83%
(105, 0.8, -0.2, 3.5): Return: 12.88%, Hit Ratio: 52.58%, Max Drawdown: 1.83%
(105, 0.8, -0.2, 3.6): Return: 12.88%, Hit Ratio: 52.58%, Max Drawdown: 1.83%
(105, 0.8, -0.2, 3.7): Return: 12.88%, Hit Ratio: 52.58%, Max Drawdown: 1.83%
(105, 0.8, -0.2, 3.4): Return: 12.88%, Hit Ratio: 52.58%, Max Drawdown: 1.83%
