(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(30, 2, 1, -0.5, 0.5, 3, 3): Return: 5.58%, Hit Ratio: 75.0%, Max Drawdown: 3.1%
(30, 2, 1, -0.5, 0.5, 3, 3.5): Return: 5.58%, Hit Ratio: 75.0%, Max Drawdown: 3.1%
(30, 2, 1, -0.5, 0.5, 3.5, 3): Return: 5.58%, Hit Ratio: 75.0%, Max Drawdown: 3.1%
(30, 2, 1, -0.5, 0.5, 3.5, 3.5): Return: 5.58%, Hit Ratio: 75.0%, Max Drawdown: 3.1%
(60, 1, 2, -0.5, 0.5, 3, 3): Return: 5.58%, Hit Ratio: 80.7%, Max Drawdown: 3.15%
(60, 1, 2, -0.5, 0.5, 3.5, 3): Return: 5.58%, Hit Ratio: 80.7%, Max Drawdown: 3.15%
(60, 1, 2, 0, 0.5, 3, 3): Return: 5.58%, Hit Ratio: 80.7%, Max Drawdown: 3.15%
(60, 1, 2, 0, 0.5, 3.5, 3): Return: 5.58%, Hit Ratio: 80.7%, Max Drawdown: 3.15%
(30, 2, 1, -0.5, 0.5, 2.5, 3): Return: 5.57%, Hit Ratio: 75.0%, Max Drawdown: 3.1%
(30, 2, 1, -0.5, 0.5, 2.5, 3.5): Return: 5.57%, Hit Ratio: 75.0%, Max Drawdown: 3.1%
(60, 1.5, 2, -0.5, 0.5, 2.5, 3.5): Return: 5.57%, Hit Ratio: 67.74%, Max Drawdown: 3.05%
(60, 1, 1, -0.5, -0.5, 3, 3): Return: 5.56%, Hit Ratio: 81.97%, Max Drawdown: 3.15%
(60, 1, 1, -0.5, -0.5, 3.5, 3): Return: 5.56%, Hit Ratio: 81.97%, Max Drawdown: 3.15%
(60, 1, 1.5, -0.5, -0.5, 2.5, 3.5): Return: 5.56%, Hit Ratio: 71.43%, Max Drawdown: 3.09%
(60, 1.5, 1.5, -0.5, 0, 2.5, 3.5): Return: 5.56%, Hit Ratio: 65.71%, Max Drawdown: 3.05%
(60, 1, 2, 0.5, -0.5, 2.5, 3): Return: 5.54%, Hit Ratio: 67.21%, Max Drawdown: 3.15%
(60, 1, 1.5, -0.5, 0, 3, 3.5): Return: 5.46%, Hit Ratio: 79.66%, Max Drawdown: 3.09%
(60, 1, 1.5, -0.5, 0, 3.5, 3.5): Return: 5.46%, Hit Ratio: 79.66%, Max Drawdown: 3.09%
(60, 1, 1.5, -0.5, -0.5, 2.5, 3): Return: 5.44%, Hit Ratio: 71.43%, Max Drawdown: 3.15%
(60, 1, 1.5, -0.5, 0.5, 3, 3.5): Return: 5.43%, Hit Ratio: 79.37%, Max Drawdown: 3.09%
(60, 1, 1.5, -0.5, 0.5, 3.5, 3.5): Return: 5.43%, Hit Ratio: 79.37%, Max Drawdown: 3.09%
(60, 1, 2, -0.5, -0.5, 2.5, 3.5): Return: 5.41%, Hit Ratio: 75.47%, Max Drawdown: 3.09%
(60, 1.5, 2, -0.5, 0, 2.5, 3.5): Return: 5.41%, Hit Ratio: 74.19%, Max Drawdown: 3.05%
(100, 1.5, 1, 0, 0, 2.5, 2.5): Return: 5.36%, Hit Ratio: 71.7%, Max Drawdown: 1.25%
(60, 1, 1.5, -0.5, 0.5, 2.5, 3): Return: 5.33%, Hit Ratio: 70.77%, Max Drawdown: 3.15%
(60, 1, 1.5, 0, 0.5, 2.5, 3): Return: 5.33%, Hit Ratio: 70.77%, Max Drawdown: 3.15%
(60, 1, 1.5, 0.5, 0.5, 2.5, 3): Return: 5.33%, Hit Ratio: 70.77%, Max Drawdown: 3.15%
(60, 1, 1, -0.5, 0, 3, 3): Return: 5.31%, Hit Ratio: 81.16%, Max Drawdown: 3.15%
(60, 1, 1, -0.5, 0, 3.5, 3): Return: 5.31%, Hit Ratio: 81.16%, Max Drawdown: 3.15%
(60, 1, 1, 0, 0, 3, 3): Return: 5.31%, Hit Ratio: 81.16%, Max Drawdown: 3.15%
(60, 1, 1, 0, 0, 3.5, 3): Return: 5.31%, Hit Ratio: 81.16%, Max Drawdown: 3.15%
(60, 1, 2, -0.5, 0, 3, 3.5): Return: 5.31%, Hit Ratio: 82.14%, Max Drawdown: 3.09%
(60, 1, 2, -0.5, 0, 3.5, 3.5): Return: 5.31%, Hit Ratio: 82.14%, Max Drawdown: 3.09%
(100, 1.5, 1, 0.5, -0.5, 3, 2.5): Return: 5.31%, Hit Ratio: 67.92%, Max Drawdown: 2.41%
(100, 1.5, 1, 0.5, -0.5, 3.5, 2.5): Return: 5.31%, Hit Ratio: 67.92%, Max Drawdown: 2.41%
(60, 1, 1, -0.5, 0.5, 3, 3): Return: 5.3%, Hit Ratio: 79.73%, Max Drawdown: 3.15%
(60, 1, 1, -0.5, 0.5, 3.5, 3): Return: 5.3%, Hit Ratio: 79.73%, Max Drawdown: 3.15%
(60, 1, 1, 0, 0.5, 3, 3): Return: 5.3%, Hit Ratio: 79.73%, Max Drawdown: 3.15%
(60, 1, 1, 0, 0.5, 3.5, 3): Return: 5.3%, Hit Ratio: 79.73%, Max Drawdown: 3.15%
(60, 1, 2, -0.5, -0.5, 2.5, 3): Return: 5.28%, Hit Ratio: 75.47%, Max Drawdown: 3.15%
(60, 1, 2, -0.5, 0.5, 3, 3.5): Return: 5.28%, Hit Ratio: 80.7%, Max Drawdown: 3.09%
(60, 1, 2, -0.5, 0.5, 3.5, 3.5): Return: 5.28%, Hit Ratio: 80.7%, Max Drawdown: 3.09%
(30, 1.5, 1.5, -0.5, -0.5, 3, 3): Return: 5.27%, Hit Ratio: 72.09%, Max Drawdown: 2.38%
(30, 1.5, 1.5, -0.5, -0.5, 3, 3.5): Return: 5.27%, Hit Ratio: 72.09%, Max Drawdown: 2.38%
(30, 1.5, 1.5, -0.5, -0.5, 3.5, 3): Return: 5.27%, Hit Ratio: 72.09%, Max Drawdown: 2.38%
(30, 1.5, 1.5, -0.5, -0.5, 3.5, 3.5): Return: 5.27%, Hit Ratio: 72.09%, Max Drawdown: 2.38%
(30, 1.5, 2, -0.5, -0.5, 3, 3): Return: 5.27%, Hit Ratio: 81.25%, Max Drawdown: 2.38%
(30, 1.5, 2, -0.5, -0.5, 3, 3.5): Return: 5.27%, Hit Ratio: 81.25%, Max Drawdown: 2.38%
(30, 1.5, 2, -0.5, -0.5, 3.5, 3): Return: 5.27%, Hit Ratio: 81.25%, Max Drawdown: 2.38%
(30, 1.5, 2, -0.5, -0.5, 3.5, 3.5): Return: 5.27%, Hit Ratio: 81.25%, Max Drawdown: 2.38%
(30, 1.5, 1.5, -0.5, -0.5, 2.5, 3): Return: 5.26%, Hit Ratio: 72.09%, Max Drawdown: 2.38%
(30, 1.5, 1.5, -0.5, -0.5, 2.5, 3.5): Return: 5.26%, Hit Ratio: 72.09%, Max Drawdown: 2.38%
(100, 1.5, 1, 0.5, 0, 3, 3): Return: 5.25%, Hit Ratio: 71.43%, Max Drawdown: 3.07%
(100, 1.5, 1, 0.5, 0, 3, 3.5): Return: 5.25%, Hit Ratio: 71.43%, Max Drawdown: 3.07%
(100, 1.5, 1, 0.5, 0, 3.5, 3): Return: 5.25%, Hit Ratio: 71.43%, Max Drawdown: 3.07%
(100, 1.5, 1, 0.5, 0, 3.5, 3.5): Return: 5.25%, Hit Ratio: 71.43%, Max Drawdown: 3.07%
(30, 1.5, 2, -0.5, -0.5, 2.5, 3): Return: 5.24%, Hit Ratio: 78.12%, Max Drawdown: 2.38%
(30, 1.5, 2, -0.5, -0.5, 2.5, 3.5): Return: 5.24%, Hit Ratio: 78.12%, Max Drawdown: 2.38%
(60, 1, 1, 0.5, -0.5, 2.5, 2.5): Return: 5.22%, Hit Ratio: 70.42%, Max Drawdown: 2.98%
(60, 1, 1.5, -0.5, 0, 2.5, 3): Return: 5.19%, Hit Ratio: 72.13%, Max Drawdown: 3.15%
(60, 1, 1.5, 0, 0, 2.5, 3): Return: 5.19%, Hit Ratio: 72.13%, Max Drawdown: 3.15%
(60, 1, 2, -0.5, 0.5, 2.5, 3): Return: 5.18%, Hit Ratio: 71.19%, Max Drawdown: 3.15%
(60, 1, 2, 0, 0.5, 2.5, 3): Return: 5.18%, Hit Ratio: 71.19%, Max Drawdown: 3.15%
(60, 1, 2, 0.5, 0.5, 2.5, 3): Return: 5.18%, Hit Ratio: 70.49%, Max Drawdown: 3.15%
(60, 1, 1.5, 0.5, 0, 2.5, 3): Return: 5.17%, Hit Ratio: 70.31%, Max Drawdown: 3.15%
(60, 2, 1, 0.5, 0.5, 2.5, 3.5): Return: 5.14%, Hit Ratio: 69.81%, Max Drawdown: 3.46%
(60, 2, 1, 0.5, 0, 2.5, 3.5): Return: 5.13%, Hit Ratio: 65.31%, Max Drawdown: 3.46%
(60, 1.5, 1, 0.5, 0.5, 2.5, 3.5): Return: 5.11%, Hit Ratio: 72.22%, Max Drawdown: 3.46%
(60, 1.5, 1, 0.5, 0, 2.5, 3.5): Return: 5.1%, Hit Ratio: 69.23%, Max Drawdown: 3.46%
(100, 1.5, 1, 0, -0.5, 2.5, 2.5): Return: 5.06%, Hit Ratio: 73.47%, Max Drawdown: 1.25%
(30, 2, 1, -0.5, 0.5, 2.5, 2.5): Return: 5.05%, Hit Ratio: 74.29%, Max Drawdown: 3.11%
(30, 2, 1, -0.5, 0.5, 3, 2.5): Return: 5.05%, Hit Ratio: 74.29%, Max Drawdown: 3.11%
(30, 2, 1, -0.5, 0.5, 3.5, 2.5): Return: 5.05%, Hit Ratio: 74.29%, Max Drawdown: 3.11%
(60, 1, 2, -0.5, 0, 2.5, 3): Return: 5.04%, Hit Ratio: 74.14%, Max Drawdown: 3.15%
(60, 1, 2, 0, 0, 2.5, 3): Return: 5.04%, Hit Ratio: 75.86%, Max Drawdown: 3.15%
(60, 1, 1.5, -0.5, 0.5, 2.5, 3.5): Return: 5.03%, Hit Ratio: 70.77%, Max Drawdown: 3.09%
(60, 1, 2, 0.5, 0, 2.5, 3): Return: 5.02%, Hit Ratio: 72.13%, Max Drawdown: 3.15%
(60, 1, 1, -0.5, 0, 3, 3.5): Return: 5.01%, Hit Ratio: 81.16%, Max Drawdown: 3.09%
(60, 1, 1, -0.5, 0, 3.5, 3.5): Return: 5.01%, Hit Ratio: 81.16%, Max Drawdown: 3.09%
(100, 1, 1, 0, -0.5, 3, 2.5): Return: 5.01%, Hit Ratio: 73.85%, Max Drawdown: 2.94%
(100, 1, 1, 0, -0.5, 3.5, 2.5): Return: 5.01%, Hit Ratio: 73.85%, Max Drawdown: 2.94%
(100, 1.5, 1, 0, 0, 2.5, 3): Return: 5.01%, Hit Ratio: 69.81%, Max Drawdown: 1.25%
(100, 1.5, 1, 0, 0, 2.5, 3.5): Return: 5.01%, Hit Ratio: 69.81%, Max Drawdown: 1.25%
(60, 1, 1, -0.5, 0.5, 3, 3.5): Return: 5.0%, Hit Ratio: 79.73%, Max Drawdown: 3.09%
(60, 1, 1, -0.5, 0.5, 3.5, 3.5): Return: 5.0%, Hit Ratio: 79.73%, Max Drawdown: 3.09%
(60, 1, 1, 0, -0.5, 2.5, 3.5): Return: 4.97%, Hit Ratio: 77.61%, Max Drawdown: 3.44%
(100, 1.5, 1, 0.5, -0.5, 3, 3): Return: 4.95%, Hit Ratio: 66.67%, Max Drawdown: 3.07%
(100, 1.5, 1, 0.5, -0.5, 3, 3.5): Return: 4.95%, Hit Ratio: 66.67%, Max Drawdown: 3.07%
(100, 1.5, 1, 0.5, -0.5, 3.5, 3): Return: 4.95%, Hit Ratio: 66.67%, Max Drawdown: 3.07%
(100, 1.5, 1, 0.5, -0.5, 3.5, 3.5): Return: 4.95%, Hit Ratio: 66.67%, Max Drawdown: 3.07%
(30, 2, 1, 0, 0, 3, 3): Return: 4.94%, Hit Ratio: 80.0%, Max Drawdown: 3.39%
(30, 2, 1, 0, 0, 3, 3.5): Return: 4.94%, Hit Ratio: 80.0%, Max Drawdown: 3.39%
(30, 2, 1, 0, 0, 3.5, 3): Return: 4.94%, Hit Ratio: 80.0%, Max Drawdown: 3.39%
(30, 2, 1, 0, 0, 3.5, 3.5): Return: 4.94%, Hit Ratio: 80.0%, Max Drawdown: 3.39%
(100, 1, 1, 0, -0.5, 3, 3): Return: 4.94%, Hit Ratio: 73.85%, Max Drawdown: 3.07%
(100, 1, 1, 0, -0.5, 3, 3.5): Return: 4.94%, Hit Ratio: 73.85%, Max Drawdown: 3.07%
(100, 1, 1, 0, -0.5, 3.5, 3): Return: 4.94%, Hit Ratio: 73.85%, Max Drawdown: 3.07%
(100, 1, 1, 0, -0.5, 3.5, 3.5): Return: 4.94%, Hit Ratio: 73.85%, Max Drawdown: 3.07%
(30, 2, 1, 0, 0, 2.5, 3): Return: 4.93%, Hit Ratio: 80.0%, Max Drawdown: 3.39%
(30, 2, 1, 0, 0, 2.5, 3.5): Return: 4.93%, Hit Ratio: 80.0%, Max Drawdown: 3.39%
(60, 1, 1.5, -0.5, 0, 2.5, 3.5): Return: 4.89%, Hit Ratio: 72.13%, Max Drawdown: 3.09%
(60, 1, 2, -0.5, 0.5, 2.5, 3.5): Return: 4.88%, Hit Ratio: 71.19%, Max Drawdown: 3.09%
(60, 2, 1.5, 0.5, 0, 3, 3.5): Return: 4.85%, Hit Ratio: 65.52%, Max Drawdown: 3.45%
(60, 2, 1.5, 0.5, 0, 3.5, 3.5): Return: 4.85%, Hit Ratio: 65.52%, Max Drawdown: 3.45%
(60, 2, 1.5, 0.5, 0.5, 3, 3.5): Return: 4.85%, Hit Ratio: 67.74%, Max Drawdown: 3.45%
(60, 2, 1.5, 0.5, 0.5, 3.5, 3.5): Return: 4.85%, Hit Ratio: 67.74%, Max Drawdown: 3.45%
(30, 1.5, 1, 0, 0, 3, 3): Return: 4.82%, Hit Ratio: 79.03%, Max Drawdown: 3.39%
(30, 1.5, 1, 0, 0, 3, 3.5): Return: 4.82%, Hit Ratio: 79.03%, Max Drawdown: 3.39%
(30, 1.5, 1, 0, 0, 3.5, 3): Return: 4.82%, Hit Ratio: 79.03%, Max Drawdown: 3.39%
(30, 1.5, 1, 0, 0, 3.5, 3.5): Return: 4.82%, Hit Ratio: 79.03%, Max Drawdown: 3.39%
(60, 2, 1, 0.5, -0.5, 2.5, 3.5): Return: 4.82%, Hit Ratio: 65.96%, Max Drawdown: 3.46%
(30, 1.5, 1, 0, 0, 2.5, 3): Return: 4.81%, Hit Ratio: 79.03%, Max Drawdown: 3.39%
(30, 1.5, 1, 0, 0, 2.5, 3.5): Return: 4.81%, Hit Ratio: 79.03%, Max Drawdown: 3.39%
(60, 1.5, 1, 0.5, -0.5, 2.5, 3.5): Return: 4.79%, Hit Ratio: 68.63%, Max Drawdown: 3.46%
(30, 1, 1.5, -0.5, 0.5, 3, 2.5): Return: 4.78%, Hit Ratio: 77.33%, Max Drawdown: 3.17%
(30, 1, 1.5, -0.5, 0.5, 3, 3): Return: 4.78%, Hit Ratio: 78.38%, Max Drawdown: 3.17%
(30, 1, 1.5, -0.5, 0.5, 3, 3.5): Return: 4.78%, Hit Ratio: 78.38%, Max Drawdown: 3.17%
(30, 1, 1.5, -0.5, 0.5, 3.5, 2.5): Return: 4.78%, Hit Ratio: 77.33%, Max Drawdown: 3.17%
(30, 1, 1.5, -0.5, 0.5, 3.5, 3): Return: 4.78%, Hit Ratio: 78.38%, Max Drawdown: 3.17%
(30, 1, 1.5, -0.5, 0.5, 3.5, 3.5): Return: 4.78%, Hit Ratio: 78.38%, Max Drawdown: 3.17%
(30, 1, 2, -0.5, 0.5, 3, 2.5): Return: 4.77%, Hit Ratio: 74.24%, Max Drawdown: 3.17%
(30, 1, 2, -0.5, 0.5, 3, 3): Return: 4.77%, Hit Ratio: 74.24%, Max Drawdown: 3.17%
(30, 1, 2, -0.5, 0.5, 3, 3.5): Return: 4.77%, Hit Ratio: 74.24%, Max Drawdown: 3.17%
(30, 1, 2, -0.5, 0.5, 3.5, 2.5): Return: 4.77%, Hit Ratio: 74.24%, Max Drawdown: 3.17%
(30, 1, 2, -0.5, 0.5, 3.5, 3): Return: 4.77%, Hit Ratio: 74.24%, Max Drawdown: 3.17%
(30, 1, 2, -0.5, 0.5, 3.5, 3.5): Return: 4.77%, Hit Ratio: 74.24%, Max Drawdown: 3.17%
(30, 1, 1.5, -0.5, 0, 3, 2.5): Return: 4.76%, Hit Ratio: 77.46%, Max Drawdown: 3.17%
(30, 1, 1.5, -0.5, 0, 3, 3): Return: 4.76%, Hit Ratio: 78.87%, Max Drawdown: 3.17%
(30, 1, 1.5, -0.5, 0, 3, 3.5): Return: 4.76%, Hit Ratio: 78.87%, Max Drawdown: 3.17%
(30, 1, 1.5, -0.5, 0, 3.5, 2.5): Return: 4.76%, Hit Ratio: 77.46%, Max Drawdown: 3.17%
(30, 1, 1.5, -0.5, 0, 3.5, 3): Return: 4.76%, Hit Ratio: 78.87%, Max Drawdown: 3.17%
(30, 1, 1.5, -0.5, 0, 3.5, 3.5): Return: 4.76%, Hit Ratio: 78.87%, Max Drawdown: 3.17%
(30, 1, 1.5, -0.5, 0.5, 2.5, 3): Return: 4.75%, Hit Ratio: 76.0%, Max Drawdown: 3.17%
(30, 1, 1.5, -0.5, 0.5, 2.5, 3.5): Return: 4.75%, Hit Ratio: 76.0%, Max Drawdown: 3.17%
(30, 1, 2, -0.5, 0, 3, 2.5): Return: 4.75%, Hit Ratio: 78.12%, Max Drawdown: 3.17%
(30, 1, 2, -0.5, 0, 3, 3): Return: 4.75%, Hit Ratio: 78.12%, Max Drawdown: 3.17%
(30, 1, 2, -0.5, 0, 3, 3.5): Return: 4.75%, Hit Ratio: 78.12%, Max Drawdown: 3.17%
(30, 1, 2, -0.5, 0, 3.5, 2.5): Return: 4.75%, Hit Ratio: 78.12%, Max Drawdown: 3.17%
(30, 1, 2, -0.5, 0, 3.5, 3): Return: 4.75%, Hit Ratio: 78.12%, Max Drawdown: 3.17%
(30, 1, 2, -0.5, 0, 3.5, 3.5): Return: 4.75%, Hit Ratio: 78.12%, Max Drawdown: 3.17%
(30, 1, 1.5, -0.5, 0, 2.5, 2.5): Return: 4.74%, Hit Ratio: 73.61%, Max Drawdown: 3.18%
(30, 1, 1.5, -0.5, 0, 2.5, 3): Return: 4.74%, Hit Ratio: 75.0%, Max Drawdown: 3.18%
(30, 1, 1.5, -0.5, 0, 2.5, 3.5): Return: 4.74%, Hit Ratio: 75.0%, Max Drawdown: 3.18%
(30, 1, 1.5, -0.5, 0.5, 2.5, 2.5): Return: 4.74%, Hit Ratio: 75.0%, Max Drawdown: 3.17%
(30, 1, 2, -0.5, 0.5, 2.5, 2.5): Return: 4.74%, Hit Ratio: 71.64%, Max Drawdown: 3.18%
(30, 1, 2, -0.5, 0.5, 2.5, 3): Return: 4.74%, Hit Ratio: 71.64%, Max Drawdown: 3.18%
(30, 1, 2, -0.5, 0.5, 2.5, 3.5): Return: 4.74%, Hit Ratio: 71.64%, Max Drawdown: 3.18%
(60, 1, 2, -0.5, 0, 2.5, 3.5): Return: 4.74%, Hit Ratio: 74.14%, Max Drawdown: 3.09%
(30, 1, 2, -0.5, 0, 2.5, 2.5): Return: 4.73%, Hit Ratio: 73.85%, Max Drawdown: 3.18%
(30, 1, 2, -0.5, 0, 2.5, 3): Return: 4.73%, Hit Ratio: 73.85%, Max Drawdown: 3.18%
(30, 1, 2, -0.5, 0, 2.5, 3.5): Return: 4.73%, Hit Ratio: 73.85%, Max Drawdown: 3.18%
(100, 1.5, 1, 0, -0.5, 2.5, 3): Return: 4.71%, Hit Ratio: 72.0%, Max Drawdown: 1.26%
(100, 1.5, 1, 0, -0.5, 2.5, 3.5): Return: 4.71%, Hit Ratio: 72.0%, Max Drawdown: 1.26%
(60, 2, 2, 0.5, 0, 3, 3.5): Return: 4.7%, Hit Ratio: 76.19%, Max Drawdown: 3.46%
(60, 2, 2, 0.5, 0, 3.5, 3.5): Return: 4.7%, Hit Ratio: 76.19%, Max Drawdown: 3.46%
(60, 2, 2, 0.5, 0.5, 3, 3.5): Return: 4.7%, Hit Ratio: 71.43%, Max Drawdown: 3.46%
(60, 2, 2, 0.5, 0.5, 3.5, 3.5): Return: 4.7%, Hit Ratio: 71.43%, Max Drawdown: 3.46%
(60, 1, 1.5, 0.5, -0.5, 3, 2.5): Return: 4.69%, Hit Ratio: 70.0%, Max Drawdown: 2.98%
(60, 1, 1.5, 0.5, -0.5, 3.5, 2.5): Return: 4.69%, Hit Ratio: 70.0%, Max Drawdown: 2.98%
(100, 1.5, 1.5, 0.5, 0.5, 3, 3): Return: 4.66%, Hit Ratio: 77.14%, Max Drawdown: 2.41%
(100, 1.5, 1.5, 0.5, 0.5, 3, 3.5): Return: 4.66%, Hit Ratio: 77.14%, Max Drawdown: 2.41%
(100, 1.5, 1.5, 0.5, 0.5, 3.5, 3): Return: 4.66%, Hit Ratio: 77.14%, Max Drawdown: 2.41%
(100, 1.5, 1.5, 0.5, 0.5, 3.5, 3.5): Return: 4.66%, Hit Ratio: 77.14%, Max Drawdown: 2.41%
(30, 2, 1, -0.5, -0.5, 3, 3): Return: 4.65%, Hit Ratio: 75.44%, Max Drawdown: 2.61%
(30, 2, 1, -0.5, -0.5, 3, 3.5): Return: 4.65%, Hit Ratio: 75.44%, Max Drawdown: 2.61%
(30, 2, 1, -0.5, -0.5, 3.5, 3): Return: 4.65%, Hit Ratio: 75.44%, Max Drawdown: 2.61%
(30, 2, 1, -0.5, -0.5, 3.5, 3.5): Return: 4.65%, Hit Ratio: 75.44%, Max Drawdown: 2.61%
(100, 1.5, 1.5, 0.5, 0, 3, 2.5): Return: 4.65%, Hit Ratio: 79.41%, Max Drawdown: 2.41%
(100, 1.5, 1.5, 0.5, 0, 3.5, 2.5): Return: 4.65%, Hit Ratio: 79.41%, Max Drawdown: 2.41%
(100, 1.5, 1.5, 0.5, 0.5, 3, 2.5): Return: 4.65%, Hit Ratio: 76.47%, Max Drawdown: 2.41%
(100, 1.5, 1.5, 0.5, 0.5, 3.5, 2.5): Return: 4.65%, Hit Ratio: 76.47%, Max Drawdown: 2.41%
(30, 2, 1, -0.5, -0.5, 2.5, 3): Return: 4.64%, Hit Ratio: 75.44%, Max Drawdown: 2.61%
(30, 2, 1, -0.5, -0.5, 2.5, 3.5): Return: 4.64%, Hit Ratio: 75.44%, Max Drawdown: 2.61%
(100, 2, 1, 0.5, 0, 3, 2.5): Return: 4.62%, Hit Ratio: 73.08%, Max Drawdown: 2.42%
(100, 2, 1, 0.5, 0, 3.5, 2.5): Return: 4.62%, Hit Ratio: 73.08%, Max Drawdown: 2.42%
(30, 2, 1, 0, -0.5, 3, 3): Return: 4.59%, Hit Ratio: 80.7%, Max Drawdown: 3.39%
(30, 2, 1, 0, -0.5, 3, 3.5): Return: 4.59%, Hit Ratio: 80.7%, Max Drawdown: 3.39%
(30, 2, 1, 0, -0.5, 3.5, 3): Return: 4.59%, Hit Ratio: 80.7%, Max Drawdown: 3.39%
(30, 2, 1, 0, -0.5, 3.5, 3.5): Return: 4.59%, Hit Ratio: 80.7%, Max Drawdown: 3.39%
(30, 2, 1, 0, -0.5, 2.5, 3): Return: 4.58%, Hit Ratio: 80.7%, Max Drawdown: 3.39%
(30, 2, 1, 0, -0.5, 2.5, 3.5): Return: 4.58%, Hit Ratio: 80.7%, Max Drawdown: 3.39%
(60, 1.5, 1.5, 0.5, 0, 3, 3.5): Return: 4.57%, Hit Ratio: 68.42%, Max Drawdown: 3.46%
(60, 1.5, 1.5, 0.5, 0, 3.5, 3.5): Return: 4.57%, Hit Ratio: 68.42%, Max Drawdown: 3.46%
(60, 1.5, 1.5, 0.5, 0.5, 3, 3.5): Return: 4.57%, Hit Ratio: 69.23%, Max Drawdown: 3.46%
(60, 1.5, 1.5, 0.5, 0.5, 3.5, 3.5): Return: 4.57%, Hit Ratio: 69.23%, Max Drawdown: 3.46%
(60, 1, 2, 0.5, -0.5, 3, 2.5): Return: 4.54%, Hit Ratio: 70.18%, Max Drawdown: 2.98%
(60, 1, 2, 0.5, -0.5, 3.5, 2.5): Return: 4.54%, Hit Ratio: 70.18%, Max Drawdown: 2.98%
(60, 2, 1.5, 0.5, -0.5, 3, 3.5): Return: 4.54%, Hit Ratio: 60.71%, Max Drawdown: 3.45%
(60, 2, 1.5, 0.5, -0.5, 3.5, 3.5): Return: 4.54%, Hit Ratio: 60.71%, Max Drawdown: 3.45%
(30, 1.5, 1, -0.5, -0.5, 3, 3): Return: 4.53%, Hit Ratio: 74.14%, Max Drawdown: 2.62%
(30, 1.5, 1, -0.5, -0.5, 3, 3.5): Return: 4.53%, Hit Ratio: 74.14%, Max Drawdown: 2.62%
(30, 1.5, 1, -0.5, -0.5, 3.5, 3): Return: 4.53%, Hit Ratio: 74.14%, Max Drawdown: 2.62%
(30, 1.5, 1, -0.5, -0.5, 3.5, 3.5): Return: 4.53%, Hit Ratio: 74.14%, Max Drawdown: 2.62%
(30, 1.5, 1, -0.5, -0.5, 2.5, 3): Return: 4.52%, Hit Ratio: 74.14%, Max Drawdown: 2.62%
(30, 1.5, 1, -0.5, -0.5, 2.5, 3.5): Return: 4.52%, Hit Ratio: 74.14%, Max Drawdown: 2.62%
(30, 2, 1.5, 0, 0, 3, 3): Return: 4.52%, Hit Ratio: 83.33%, Max Drawdown: 3.37%
(30, 2, 1.5, 0, 0, 3, 3.5): Return: 4.52%, Hit Ratio: 83.33%, Max Drawdown: 3.37%
(30, 2, 1.5, 0, 0, 3.5, 3): Return: 4.52%, Hit Ratio: 83.33%, Max Drawdown: 3.37%
(30, 2, 1.5, 0, 0, 3.5, 3.5): Return: 4.52%, Hit Ratio: 83.33%, Max Drawdown: 3.37%
(30, 2, 1.5, 0, 0.5, 3, 3): Return: 4.52%, Hit Ratio: 81.58%, Max Drawdown: 3.37%
(30, 2, 1.5, 0, 0.5, 3, 3.5): Return: 4.52%, Hit Ratio: 81.58%, Max Drawdown: 3.37%
(30, 2, 1.5, 0, 0.5, 3.5, 3): Return: 4.52%, Hit Ratio: 81.58%, Max Drawdown: 3.37%
(30, 2, 1.5, 0, 0.5, 3.5, 3.5): Return: 4.52%, Hit Ratio: 81.58%, Max Drawdown: 3.37%
(30, 2, 1.5, 0, 0, 2.5, 3): Return: 4.51%, Hit Ratio: 83.33%, Max Drawdown: 3.37%
(30, 2, 1.5, 0, 0, 2.5, 3.5): Return: 4.51%, Hit Ratio: 83.33%, Max Drawdown: 3.37%
(30, 2, 1.5, 0, 0.5, 2.5, 3): Return: 4.51%, Hit Ratio: 81.58%, Max Drawdown: 3.37%
(30, 2, 1.5, 0, 0.5, 2.5, 3.5): Return: 4.51%, Hit Ratio: 81.58%, Max Drawdown: 3.37%
(30, 2, 2, 0, 0, 3, 3): Return: 4.51%, Hit Ratio: 95.24%, Max Drawdown: 3.37%
(30, 2, 2, 0, 0, 3, 3.5): Return: 4.51%, Hit Ratio: 95.24%, Max Drawdown: 3.37%
(30, 2, 2, 0, 0, 3.5, 3): Return: 4.51%, Hit Ratio: 95.24%, Max Drawdown: 3.37%
(30, 2, 2, 0, 0, 3.5, 3.5): Return: 4.51%, Hit Ratio: 95.24%, Max Drawdown: 3.37%
(30, 2, 2, 0, 0.5, 3, 3): Return: 4.51%, Hit Ratio: 85.71%, Max Drawdown: 3.37%
(30, 2, 2, 0, 0.5, 3, 3.5): Return: 4.51%, Hit Ratio: 85.71%, Max Drawdown: 3.37%
(30, 2, 2, 0, 0.5, 3.5, 3): Return: 4.51%, Hit Ratio: 85.71%, Max Drawdown: 3.37%
(30, 2, 2, 0, 0.5, 3.5, 3.5): Return: 4.51%, Hit Ratio: 85.71%, Max Drawdown: 3.37%
(30, 2, 2, 0, 0, 2.5, 3): Return: 4.48%, Hit Ratio: 95.0%, Max Drawdown: 3.37%
