(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(60, 2, 2, -0.5, -0.5, 3.5, 3): Return: 2.98%, Hit Ratio: 68.42%, Max Drawdown: 2.96%
(60, 1.5, 1.5, 0.5, -0.5, 2.5, 3): Return: 2.97%, Hit Ratio: 58.33%, Max Drawdown: 3.11%
(100, 1.5, 1, 0, 0, 3, 2.5): Return: 2.95%, Hit Ratio: 70.37%, Max Drawdown: 2.41%
(100, 1.5, 1, 0, 0, 3.5, 2.5): Return: 2.95%, Hit Ratio: 70.37%, Max Drawdown: 2.41%
(100, 1.5, 1, -0.5, 0, 2.5, 2.5): Return: 2.93%, Hit Ratio: 67.31%, Max Drawdown: 1.28%
(30, 1, 1.5, 0.5, -0.5, 3, 3): Return: 2.86%, Hit Ratio: 75.32%, Max Drawdown: 4.19%
(30, 1, 1.5, 0.5, -0.5, 3, 3.5): Return: 2.86%, Hit Ratio: 75.32%, Max Drawdown: 4.19%
(30, 1, 1.5, 0.5, -0.5, 3.5, 3): Return: 2.86%, Hit Ratio: 75.32%, Max Drawdown: 4.19%
(30, 1, 1.5, 0.5, -0.5, 3.5, 3.5): Return: 2.86%, Hit Ratio: 75.32%, Max Drawdown: 4.19%
(30, 1, 1.5, 0.5, 0, 3, 2.5): Return: 2.86%, Hit Ratio: 74.03%, Max Drawdown: 4.19%
(30, 1, 1.5, 0.5, 0, 3, 3): Return: 2.86%, Hit Ratio: 74.03%, Max Drawdown: 4.19%
(30, 1, 1.5, 0.5, 0, 3, 3.5): Return: 2.86%, Hit Ratio: 74.03%, Max Drawdown: 4.19%
(30, 1, 1.5, 0.5, 0, 3.5, 2.5): Return: 2.86%, Hit Ratio: 74.03%, Max Drawdown: 4.19%
(30, 1, 1.5, 0.5, 0, 3.5, 3): Return: 2.86%, Hit Ratio: 74.03%, Max Drawdown: 4.19%
(30, 1, 1.5, 0.5, 0, 3.5, 3.5): Return: 2.86%, Hit Ratio: 74.03%, Max Drawdown: 4.19%
(30, 1, 1.5, 0.5, 0.5, 3, 2.5): Return: 2.86%, Hit Ratio: 74.68%, Max Drawdown: 4.19%
(30, 1, 1.5, 0.5, 0.5, 3, 3): Return: 2.86%, Hit Ratio: 74.68%, Max Drawdown: 4.19%
(30, 1, 1.5, 0.5, 0.5, 3, 3.5): Return: 2.86%, Hit Ratio: 74.68%, Max Drawdown: 4.19%
(30, 1, 1.5, 0.5, 0.5, 3.5, 2.5): Return: 2.86%, Hit Ratio: 74.68%, Max Drawdown: 4.19%
(30, 1, 1.5, 0.5, 0.5, 3.5, 3): Return: 2.86%, Hit Ratio: 74.68%, Max Drawdown: 4.19%
(30, 1, 1.5, 0.5, 0.5, 3.5, 3.5): Return: 2.86%, Hit Ratio: 74.68%, Max Drawdown: 4.19%
(60, 2, 1, 0, -0.5, 2.5, 3): Return: 2.86%, Hit Ratio: 71.74%, Max Drawdown: 3.04%
(100, 1, 1, -0.5, -0.5, 2.5, 2.5): Return: 2.86%, Hit Ratio: 69.49%, Max Drawdown: 1.55%
(30, 1, 1.5, 0.5, -0.5, 3, 2.5): Return: 2.85%, Hit Ratio: 75.32%, Max Drawdown: 4.19%
(30, 1, 1.5, 0.5, -0.5, 3.5, 2.5): Return: 2.85%, Hit Ratio: 75.32%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, -0.5, 3, 2.5): Return: 2.85%, Hit Ratio: 71.83%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, -0.5, 3, 3): Return: 2.85%, Hit Ratio: 71.83%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, -0.5, 3, 3.5): Return: 2.85%, Hit Ratio: 71.83%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, -0.5, 3.5, 2.5): Return: 2.85%, Hit Ratio: 71.83%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, -0.5, 3.5, 3): Return: 2.85%, Hit Ratio: 71.83%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, -0.5, 3.5, 3.5): Return: 2.85%, Hit Ratio: 71.83%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, 0, 3, 2.5): Return: 2.85%, Hit Ratio: 70.42%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, 0, 3, 3): Return: 2.85%, Hit Ratio: 70.42%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, 0, 3, 3.5): Return: 2.85%, Hit Ratio: 70.42%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, 0, 3.5, 2.5): Return: 2.85%, Hit Ratio: 70.42%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, 0, 3.5, 3): Return: 2.85%, Hit Ratio: 70.42%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, 0, 3.5, 3.5): Return: 2.85%, Hit Ratio: 70.42%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, 0.5, 3, 2.5): Return: 2.85%, Hit Ratio: 70.83%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, 0.5, 3, 3): Return: 2.85%, Hit Ratio: 70.83%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, 0.5, 3, 3.5): Return: 2.85%, Hit Ratio: 70.83%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, 0.5, 3.5, 2.5): Return: 2.85%, Hit Ratio: 70.83%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, 0.5, 3.5, 3): Return: 2.85%, Hit Ratio: 70.83%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, 0.5, 3.5, 3.5): Return: 2.85%, Hit Ratio: 70.83%, Max Drawdown: 4.19%
(60, 1.5, 1.5, -0.5, -0.5, 3, 3): Return: 2.85%, Hit Ratio: 65.62%, Max Drawdown: 3.11%
(60, 1.5, 1.5, -0.5, -0.5, 3.5, 3): Return: 2.85%, Hit Ratio: 65.62%, Max Drawdown: 3.11%
(30, 1, 1.5, 0.5, -0.5, 2.5, 3): Return: 2.83%, Hit Ratio: 73.08%, Max Drawdown: 4.19%
(30, 1, 1.5, 0.5, -0.5, 2.5, 3.5): Return: 2.83%, Hit Ratio: 73.08%, Max Drawdown: 4.19%
(30, 1, 1.5, 0.5, 0, 2.5, 2.5): Return: 2.83%, Hit Ratio: 71.79%, Max Drawdown: 4.19%
(30, 1, 1.5, 0.5, 0, 2.5, 3): Return: 2.83%, Hit Ratio: 71.79%, Max Drawdown: 4.19%
(30, 1, 1.5, 0.5, 0, 2.5, 3.5): Return: 2.83%, Hit Ratio: 71.79%, Max Drawdown: 4.19%
(30, 1, 1.5, 0.5, 0.5, 2.5, 2.5): Return: 2.83%, Hit Ratio: 72.5%, Max Drawdown: 4.19%
(30, 1, 1.5, 0.5, 0.5, 2.5, 3): Return: 2.83%, Hit Ratio: 72.5%, Max Drawdown: 4.19%
(30, 1, 1.5, 0.5, 0.5, 2.5, 3.5): Return: 2.83%, Hit Ratio: 72.5%, Max Drawdown: 4.19%
(60, 1.5, 1, 0, -0.5, 2.5, 3): Return: 2.83%, Hit Ratio: 72.92%, Max Drawdown: 3.11%
(60, 1.5, 2, -0.5, -0.5, 3, 3.5): Return: 2.83%, Hit Ratio: 75.86%, Max Drawdown: 3.05%
(60, 1.5, 2, -0.5, -0.5, 3.5, 3.5): Return: 2.83%, Hit Ratio: 75.86%, Max Drawdown: 3.05%
(30, 1, 1.5, 0.5, -0.5, 2.5, 2.5): Return: 2.82%, Hit Ratio: 73.08%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, -0.5, 2.5, 2.5): Return: 2.82%, Hit Ratio: 69.44%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, -0.5, 2.5, 3): Return: 2.82%, Hit Ratio: 69.44%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, -0.5, 2.5, 3.5): Return: 2.82%, Hit Ratio: 69.44%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, 0, 2.5, 2.5): Return: 2.82%, Hit Ratio: 68.06%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, 0, 2.5, 3): Return: 2.82%, Hit Ratio: 68.06%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, 0, 2.5, 3.5): Return: 2.82%, Hit Ratio: 68.06%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, 0.5, 2.5, 2.5): Return: 2.82%, Hit Ratio: 68.49%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, 0.5, 2.5, 3): Return: 2.82%, Hit Ratio: 68.49%, Max Drawdown: 4.19%
(30, 1, 2, 0.5, 0.5, 2.5, 3.5): Return: 2.82%, Hit Ratio: 68.49%, Max Drawdown: 4.19%
(60, 1.5, 2, 0.5, -0.5, 2.5, 3): Return: 2.82%, Hit Ratio: 64.52%, Max Drawdown: 3.11%
(30, 1, 1, -0.5, 0.5, 3, 2.5): Return: 2.81%, Hit Ratio: 73.63%, Max Drawdown: 3.2%
(30, 1, 1, -0.5, 0.5, 3.5, 2.5): Return: 2.81%, Hit Ratio: 73.63%, Max Drawdown: 3.2%
(30, 1, 1, -0.5, 0.5, 3, 3): Return: 2.8%, Hit Ratio: 74.16%, Max Drawdown: 3.2%
(30, 1, 1, -0.5, 0.5, 3, 3.5): Return: 2.8%, Hit Ratio: 74.16%, Max Drawdown: 3.2%
(30, 1, 1, -0.5, 0.5, 3.5, 3): Return: 2.8%, Hit Ratio: 74.16%, Max Drawdown: 3.2%
(30, 1, 1, -0.5, 0.5, 3.5, 3.5): Return: 2.8%, Hit Ratio: 74.16%, Max Drawdown: 3.2%
(100, 1, 1, -0.5, -0.5, 2.5, 3): Return: 2.79%, Hit Ratio: 69.49%, Max Drawdown: 1.55%
(100, 1, 1, -0.5, -0.5, 2.5, 3.5): Return: 2.79%, Hit Ratio: 69.49%, Max Drawdown: 1.55%
(30, 1, 1, -0.5, 0.5, 2.5, 2.5): Return: 2.77%, Hit Ratio: 71.74%, Max Drawdown: 3.21%
(30, 1, 1, -0.5, 0.5, 2.5, 3): Return: 2.77%, Hit Ratio: 72.22%, Max Drawdown: 3.21%
(30, 1, 1, -0.5, 0.5, 2.5, 3.5): Return: 2.77%, Hit Ratio: 72.22%, Max Drawdown: 3.21%
(100, 1, 1, -0.5, 0, 2.5, 2.5): Return: 2.77%, Hit Ratio: 72.73%, Max Drawdown: 3.02%
(100, 1.5, 1, 0, 0.5, 2.5, 3): Return: 2.73%, Hit Ratio: 68.97%, Max Drawdown: 3.21%
(100, 1.5, 1, 0, 0.5, 2.5, 3.5): Return: 2.73%, Hit Ratio: 68.97%, Max Drawdown: 3.21%
(100, 1.5, 1, 0, 0.5, 2.5, 2.5): Return: 2.72%, Hit Ratio: 68.97%, Max Drawdown: 3.21%
(60, 1.5, 2, -0.5, -0.5, 3, 3): Return: 2.7%, Hit Ratio: 75.86%, Max Drawdown: 3.11%
(60, 1.5, 2, -0.5, -0.5, 3.5, 3): Return: 2.7%, Hit Ratio: 75.86%, Max Drawdown: 3.11%
(100, 1, 1, -0.5, 0, 2.5, 3): Return: 2.7%, Hit Ratio: 72.73%, Max Drawdown: 3.02%
(100, 1, 1, -0.5, 0, 2.5, 3.5): Return: 2.7%, Hit Ratio: 72.73%, Max Drawdown: 3.02%
(60, 1, 1.5, 0, -0.5, 2.5, 2.5): Return: 2.69%, Hit Ratio: 73.21%, Max Drawdown: 2.98%
(60, 2, 1.5, -0.5, -0.5, 2.5, 3.5): Return: 2.69%, Hit Ratio: 53.85%, Max Drawdown: 2.72%
(100, 2, 1.5, 0, -0.5, 2.5, 3): Return: 2.69%, Hit Ratio: 72.0%, Max Drawdown: 1.55%
(100, 2, 1.5, 0, -0.5, 2.5, 3.5): Return: 2.69%, Hit Ratio: 72.0%, Max Drawdown: 1.55%
(100, 2, 1.5, 0.5, -0.5, 2.5, 3): Return: 2.69%, Hit Ratio: 66.67%, Max Drawdown: 1.55%
(100, 2, 1.5, 0.5, -0.5, 2.5, 3.5): Return: 2.69%, Hit Ratio: 66.67%, Max Drawdown: 1.55%
(100, 1.5, 1, 0, -0.5, 3, 2.5): Return: 2.65%, Hit Ratio: 72.0%, Max Drawdown: 2.42%
(100, 1.5, 1, 0, -0.5, 3.5, 2.5): Return: 2.65%, Hit Ratio: 72.0%, Max Drawdown: 2.42%
(100, 2, 1, -0.5, 0, 2.5, 2.5): Return: 2.61%, Hit Ratio: 68.63%, Max Drawdown: 1.2%
(100, 1.5, 1, 0, 0, 3, 3): Return: 2.6%, Hit Ratio: 68.52%, Max Drawdown: 3.07%
(100, 1.5, 1, 0, 0, 3, 3.5): Return: 2.6%, Hit Ratio: 68.52%, Max Drawdown: 3.07%
(100, 1.5, 1, 0, 0, 3.5, 3): Return: 2.6%, Hit Ratio: 68.52%, Max Drawdown: 3.07%
(100, 1.5, 1, 0, 0, 3.5, 3.5): Return: 2.6%, Hit Ratio: 68.52%, Max Drawdown: 3.07%
(60, 2, 1, -0.5, -0.5, 3, 3.5): Return: 2.59%, Hit Ratio: 70.45%, Max Drawdown: 2.98%
(60, 2, 1, -0.5, -0.5, 3.5, 3.5): Return: 2.59%, Hit Ratio: 70.45%, Max Drawdown: 2.98%
(100, 1.5, 1, -0.5, 0, 2.5, 3): Return: 2.58%, Hit Ratio: 65.38%, Max Drawdown: 1.28%
(100, 1.5, 1, -0.5, 0, 2.5, 3.5): Return: 2.58%, Hit Ratio: 65.38%, Max Drawdown: 1.28%
(60, 1.5, 1, -0.5, -0.5, 3, 3.5): Return: 2.56%, Hit Ratio: 71.74%, Max Drawdown: 3.05%
(60, 1.5, 1, -0.5, -0.5, 3.5, 3.5): Return: 2.56%, Hit Ratio: 71.74%, Max Drawdown: 3.05%
(60, 2, 1.5, -0.5, -0.5, 2.5, 3): Return: 2.56%, Hit Ratio: 53.85%, Max Drawdown: 3.35%
(60, 1, 2, 0, -0.5, 2.5, 2.5): Return: 2.54%, Hit Ratio: 73.58%, Max Drawdown: 2.98%
(60, 2, 1.5, 0, -0.5, 3, 3): Return: 2.54%, Hit Ratio: 65.38%, Max Drawdown: 2.58%
(60, 2, 1.5, 0, -0.5, 3.5, 3): Return: 2.54%, Hit Ratio: 65.38%, Max Drawdown: 2.58%
(60, 2, 2, -0.5, -0.5, 2.5, 3.5): Return: 2.54%, Hit Ratio: 63.16%, Max Drawdown: 2.87%
(60, 1, 1.5, 0, -0.5, 3, 2.5): Return: 2.52%, Hit Ratio: 75.0%, Max Drawdown: 2.98%
(60, 1, 1.5, 0, -0.5, 3.5, 2.5): Return: 2.52%, Hit Ratio: 75.0%, Max Drawdown: 2.98%
(100, 1.5, 1, 0.5, 0.5, 2.5, 3): Return: 2.51%, Hit Ratio: 69.49%, Max Drawdown: 3.21%
(100, 1.5, 1, 0.5, 0.5, 2.5, 3.5): Return: 2.51%, Hit Ratio: 69.49%, Max Drawdown: 3.21%
(30, 1, 1, -0.5, -0.5, 3, 2.5): Return: 2.49%, Hit Ratio: 75.68%, Max Drawdown: 3.17%
(30, 1, 1, -0.5, -0.5, 3, 3): Return: 2.49%, Hit Ratio: 76.39%, Max Drawdown: 3.17%
(30, 1, 1, -0.5, -0.5, 3, 3.5): Return: 2.49%, Hit Ratio: 76.39%, Max Drawdown: 3.17%
(30, 1, 1, -0.5, -0.5, 3.5, 2.5): Return: 2.49%, Hit Ratio: 75.68%, Max Drawdown: 3.17%
(30, 1, 1, -0.5, -0.5, 3.5, 3): Return: 2.49%, Hit Ratio: 76.39%, Max Drawdown: 3.17%
(30, 1, 1, -0.5, -0.5, 3.5, 3.5): Return: 2.49%, Hit Ratio: 76.39%, Max Drawdown: 3.17%
(100, 1.5, 1, 0.5, 0.5, 2.5, 2.5): Return: 2.49%, Hit Ratio: 68.97%, Max Drawdown: 3.21%
(30, 1, 1, -0.5, -0.5, 2.5, 2.5): Return: 2.48%, Hit Ratio: 73.68%, Max Drawdown: 3.17%
(30, 1, 1, -0.5, -0.5, 2.5, 3): Return: 2.47%, Hit Ratio: 74.32%, Max Drawdown: 3.18%
(30, 1, 1, -0.5, -0.5, 2.5, 3.5): Return: 2.47%, Hit Ratio: 74.32%, Max Drawdown: 3.18%
(60, 2, 1, -0.5, -0.5, 3, 3): Return: 2.46%, Hit Ratio: 70.45%, Max Drawdown: 3.04%
(60, 2, 1, -0.5, -0.5, 3.5, 3): Return: 2.46%, Hit Ratio: 70.45%, Max Drawdown: 3.04%
(60, 1.5, 1, -0.5, -0.5, 3, 3): Return: 2.43%, Hit Ratio: 71.74%, Max Drawdown: 3.11%
(60, 1.5, 1, -0.5, -0.5, 3.5, 3): Return: 2.43%, Hit Ratio: 71.74%, Max Drawdown: 3.11%
(100, 1, 2, -0.5, -0.5, 2.5, 2.5): Return: 2.43%, Hit Ratio: 79.07%, Max Drawdown: 1.3%
(60, 1.5, 1.5, -0.5, -0.5, 2.5, 3.5): Return: 2.41%, Hit Ratio: 59.38%, Max Drawdown: 3.05%
(60, 2, 2, -0.5, -0.5, 2.5, 3): Return: 2.41%, Hit Ratio: 63.16%, Max Drawdown: 3.49%
(60, 2, 2, 0, -0.5, 3, 3): Return: 2.39%, Hit Ratio: 63.16%, Max Drawdown: 2.58%
(60, 2, 2, 0, -0.5, 3.5, 3): Return: 2.39%, Hit Ratio: 63.16%, Max Drawdown: 2.58%
(60, 1, 2, 0, -0.5, 3, 2.5): Return: 2.37%, Hit Ratio: 77.36%, Max Drawdown: 2.98%
(60, 1, 2, 0, -0.5, 3.5, 2.5): Return: 2.37%, Hit Ratio: 77.36%, Max Drawdown: 2.98%
(60, 1, 1.5, 0.5, -0.5, 2.5, 2.5): Return: 2.36%, Hit Ratio: 68.33%, Max Drawdown: 2.98%
(100, 1, 2, -0.5, -0.5, 2.5, 3): Return: 2.36%, Hit Ratio: 79.07%, Max Drawdown: 1.3%
(100, 1, 2, -0.5, -0.5, 2.5, 3.5): Return: 2.36%, Hit Ratio: 79.07%, Max Drawdown: 1.3%
(60, 2, 1, 0.5, 0.5, 2.5, 2.5): Return: 2.33%, Hit Ratio: 66.67%, Max Drawdown: 2.89%
(60, 2, 1, 0.5, -0.5, 2.5, 2.5): Return: 2.32%, Hit Ratio: 63.04%, Max Drawdown: 2.89%
(60, 2, 1, 0.5, 0, 2.5, 2.5): Return: 2.32%, Hit Ratio: 61.7%, Max Drawdown: 2.89%
(60, 1.5, 1, 0.5, 0.5, 2.5, 2.5): Return: 2.3%, Hit Ratio: 67.31%, Max Drawdown: 2.96%
(100, 1.5, 1, 0, -0.5, 3, 3): Return: 2.3%, Hit Ratio: 70.59%, Max Drawdown: 3.07%
(100, 1.5, 1, 0, -0.5, 3, 3.5): Return: 2.3%, Hit Ratio: 70.59%, Max Drawdown: 3.07%
(100, 1.5, 1, 0, -0.5, 3.5, 3): Return: 2.3%, Hit Ratio: 70.59%, Max Drawdown: 3.07%
(100, 1.5, 1, 0, -0.5, 3.5, 3.5): Return: 2.3%, Hit Ratio: 70.59%, Max Drawdown: 3.07%
(60, 1.5, 1, 0.5, 0, 2.5, 2.5): Return: 2.29%, Hit Ratio: 64.0%, Max Drawdown: 2.96%
(60, 2, 1, 0, 0, 2.5, 3.5): Return: 2.29%, Hit Ratio: 69.39%, Max Drawdown: 3.46%
(60, 1.5, 1, 0.5, -0.5, 2.5, 2.5): Return: 2.28%, Hit Ratio: 64.0%, Max Drawdown: 2.96%
(60, 1.5, 1.5, -0.5, -0.5, 2.5, 3): Return: 2.28%, Hit Ratio: 59.38%, Max Drawdown: 3.36%
(60, 2, 1, 0, 0.5, 2.5, 3.5): Return: 2.28%, Hit Ratio: 67.92%, Max Drawdown: 3.46%
(60, 1.5, 1, 0, 0, 2.5, 3.5): Return: 2.26%, Hit Ratio: 72.0%, Max Drawdown: 3.46%
(60, 1.5, 1.5, 0, -0.5, 3, 3): Return: 2.26%, Hit Ratio: 66.67%, Max Drawdown: 3.11%
(60, 1.5, 1.5, 0, -0.5, 3.5, 3): Return: 2.26%, Hit Ratio: 66.67%, Max Drawdown: 3.11%
(60, 1.5, 2, -0.5, -0.5, 2.5, 3.5): Return: 2.26%, Hit Ratio: 72.41%, Max Drawdown: 3.05%
(100, 2, 1, -0.5, 0, 2.5, 3): Return: 2.26%, Hit Ratio: 66.67%, Max Drawdown: 1.2%
(100, 2, 1, -0.5, 0, 2.5, 3.5): Return: 2.26%, Hit Ratio: 66.67%, Max Drawdown: 1.2%
(60, 1.5, 1, 0, 0.5, 2.5, 3.5): Return: 2.24%, Hit Ratio: 70.37%, Max Drawdown: 3.46%
(60, 1, 2, 0.5, -0.5, 2.5, 2.5): Return: 2.2%, Hit Ratio: 66.67%, Max Drawdown: 2.98%
(60, 1.5, 2, -0.5, -0.5, 2.5, 3): Return: 2.13%, Hit Ratio: 72.41%, Max Drawdown: 3.5%
(60, 1, 1, 0.5, 0.5, 2.5, 2.5): Return: 2.12%, Hit Ratio: 73.97%, Max Drawdown: 3.6%
(60, 1, 1, 0.5, 0, 2.5, 2.5): Return: 2.11%, Hit Ratio: 72.22%, Max Drawdown: 3.6%
(60, 1.5, 2, 0, -0.5, 3, 3): Return: 2.11%, Hit Ratio: 70.0%, Max Drawdown: 3.11%
(60, 1.5, 2, 0, -0.5, 3.5, 3): Return: 2.11%, Hit Ratio: 70.0%, Max Drawdown: 3.11%
(60, 1, 1, 0, -0.5, 3, 2.5): Return: 2.07%, Hit Ratio: 79.69%, Max Drawdown: 2.98%
(60, 1, 1, 0, -0.5, 3.5, 2.5): Return: 2.07%, Hit Ratio: 79.69%, Max Drawdown: 2.98%
(60, 2, 1.5, 0.5, 0, 3, 2.5): Return: 2.04%, Hit Ratio: 57.69%, Max Drawdown: 2.43%
(60, 2, 1.5, 0.5, 0, 3.5, 2.5): Return: 2.04%, Hit Ratio: 57.69%, Max Drawdown: 2.43%
(60, 2, 1.5, 0.5, 0.5, 3, 2.5): Return: 2.04%, Hit Ratio: 60.71%, Max Drawdown: 2.43%
(60, 2, 1.5, 0.5, 0.5, 3.5, 2.5): Return: 2.04%, Hit Ratio: 60.71%, Max Drawdown: 2.43%
(60, 2, 1.5, 0.5, -0.5, 3, 2.5): Return: 2.03%, Hit Ratio: 53.85%, Max Drawdown: 2.43%
(60, 2, 1.5, 0.5, -0.5, 3.5, 2.5): Return: 2.03%, Hit Ratio: 53.85%, Max Drawdown: 2.43%
(30, 1.5, 1, 0, 0.5, 3, 3): Return: 2.01%, Hit Ratio: 75.71%, Max Drawdown: 3.95%
(30, 1.5, 1, 0, 0.5, 3, 3.5): Return: 2.01%, Hit Ratio: 75.71%, Max Drawdown: 3.95%
(30, 1.5, 1, 0, 0.5, 3.5, 3): Return: 2.01%, Hit Ratio: 75.71%, Max Drawdown: 3.95%
(30, 1.5, 1, 0, 0.5, 3.5, 3.5): Return: 2.01%, Hit Ratio: 75.71%, Max Drawdown: 3.95%
(100, 1.5, 1.5, 0, 0.5, 3, 3): Return: 2.01%, Hit Ratio: 76.47%, Max Drawdown: 2.41%
(100, 1.5, 1.5, 0, 0.5, 3, 3.5): Return: 2.01%, Hit Ratio: 76.47%, Max Drawdown: 2.41%
(100, 1.5, 1.5, 0, 0.5, 3.5, 3): Return: 2.01%, Hit Ratio: 76.47%, Max Drawdown: 2.41%
(100, 1.5, 1.5, 0, 0.5, 3.5, 3.5): Return: 2.01%, Hit Ratio: 76.47%, Max Drawdown: 2.41%
(30, 1.5, 1, 0, 0.5, 2.5, 3): Return: 2.0%, Hit Ratio: 75.71%, Max Drawdown: 3.95%
(30, 1.5, 1, 0, 0.5, 2.5, 3.5): Return: 2.0%, Hit Ratio: 75.71%, Max Drawdown: 3.95%
(100, 1.5, 1.5, 0, 0, 3, 2.5): Return: 2.0%, Hit Ratio: 78.12%, Max Drawdown: 2.41%
(100, 1.5, 1.5, 0, 0, 3.5, 2.5): Return: 2.0%, Hit Ratio: 78.12%, Max Drawdown: 2.41%
(100, 1.5, 1.5, 0, 0.5, 3, 2.5): Return: 2.0%, Hit Ratio: 75.76%, Max Drawdown: 2.41%
(100, 1.5, 1.5, 0, 0.5, 3.5, 2.5): Return: 2.0%, Hit Ratio: 75.76%, Max Drawdown: 2.41%
(60, 2, 1.5, 0, -0.5, 2.5, 3): Return: 1.97%, Hit Ratio: 57.69%, Max Drawdown: 2.58%
(60, 2, 1.5, 0, 0, 3, 3.5): Return: 1.97%, Hit Ratio: 67.86%, Max Drawdown: 3.45%
(60, 2, 1.5, 0, 0, 3.5, 3.5): Return: 1.97%, Hit Ratio: 67.86%, Max Drawdown: 3.45%
(60, 2, 1.5, 0, 0.5, 3, 3.5): Return: 1.97%, Hit Ratio: 63.33%, Max Drawdown: 3.45%
(60, 2, 1.5, 0, 0.5, 3.5, 3.5): Return: 1.97%, Hit Ratio: 63.33%, Max Drawdown: 3.45%
(100, 1.5, 1.5, -0.5, -0.5, 2.5, 2.5): Return: 1.94%, Hit Ratio: 66.67%, Max Drawdown: 1.29%
(100, 1.5, 2, 0.5, 0.5, 3, 3): Return: 1.91%, Hit Ratio: 74.07%, Max Drawdown: 2.41%
(100, 1.5, 2, 0.5, 0.5, 3, 3.5): Return: 1.91%, Hit Ratio: 74.07%, Max Drawdown: 2.41%
(100, 1.5, 2, 0.5, 0.5, 3.5, 3): Return: 1.91%, Hit Ratio: 74.07%, Max Drawdown: 2.41%
(100, 1.5, 2, 0.5, 0.5, 3.5, 3.5): Return: 1.91%, Hit Ratio: 74.07%, Max Drawdown: 2.41%
(100, 1, 1, 0, 0, 3, 2.5): Return: 1.9%, Hit Ratio: 73.91%, Max Drawdown: 3.09%
(100, 1, 1, 0, 0, 3.5, 2.5): Return: 1.9%, Hit Ratio: 73.91%, Max Drawdown: 3.09%
(60, 2, 2, 0.5, 0, 3, 2.5): Return: 1.89%, Hit Ratio: 76.47%, Max Drawdown: 2.45%
(60, 2, 2, 0.5, 0, 3.5, 2.5): Return: 1.89%, Hit Ratio: 76.47%, Max Drawdown: 2.45%
(60, 2, 2, 0.5, 0.5, 3, 2.5): Return: 1.89%, Hit Ratio: 70.59%, Max Drawdown: 2.45%
(60, 2, 2, 0.5, 0.5, 3.5, 2.5): Return: 1.89%, Hit Ratio: 70.59%, Max Drawdown: 2.45%
(100, 1.5, 2, 0.5, -0.5, 3, 2.5): Return: 1.89%, Hit Ratio: 65.38%, Max Drawdown: 2.41%
(100, 1.5, 2, 0.5, -0.5, 3.5, 2.5): Return: 1.89%, Hit Ratio: 65.38%, Max Drawdown: 2.41%
(100, 1.5, 2, 0.5, 0, 3, 2.5): Return: 1.89%, Hit Ratio: 73.08%, Max Drawdown: 2.41%
(100, 1.5, 2, 0.5, 0, 3.5, 2.5): Return: 1.89%, Hit Ratio: 73.08%, Max Drawdown: 2.41%
(100, 1.5, 2, 0.5, 0.5, 3, 2.5): Return: 1.89%, Hit Ratio: 73.08%, Max Drawdown: 2.41%
(100, 1.5, 2, 0.5, 0.5, 3.5, 2.5): Return: 1.89%, Hit Ratio: 73.08%, Max Drawdown: 2.41%
(60, 1, 1, -0.5, -0.5, 2.5, 2.5): Return: 1.88%, Hit Ratio: 77.05%, Max Drawdown: 2.98%
(60, 2, 2, 0.5, -0.5, 3, 2.5): Return: 1.88%, Hit Ratio: 64.71%, Max Drawdown: 2.45%
(60, 2, 2, 0.5, -0.5, 3.5, 2.5): Return: 1.88%, Hit Ratio: 64.71%, Max Drawdown: 2.45%
(60, 2, 1, 0, -0.5, 3, 3): Return: 1.87%, Hit Ratio: 73.33%, Max Drawdown: 3.04%
(60, 2, 1, 0, -0.5, 3.5, 3): Return: 1.87%, Hit Ratio: 73.33%, Max Drawdown: 3.04%
(100, 1.5, 1, -0.5, 0.5, 2.5, 3): Return: 1.86%, Hit Ratio: 68.97%, Max Drawdown: 3.23%
