(Lookback, Entry, Exit, Stop-loss)
Best HPs: (70, 0.8, 0.1, 3.3), Return: 11.56%, Hit Ratio: 71.43%, Max Drawdown: 2.2%
(70, 0.8, 0.1, 3.3): Return: 11.56%, Hit Ratio: 71.43%, Max Drawdown: 2.2%
(70, 0.8, 0.1, 3.4): Return: 11.56%, Hit Ratio: 71.43%, Max Drawdown: 2.2%
(70, 0.8, 0.1, 3.5): Return: 11.56%, Hit Ratio: 71.43%, Max Drawdown: 2.2%
(70, 0.8, 0.1, 3.6): Return: 11.56%, Hit Ratio: 71.43%, Max Drawdown: 2.2%
(70, 0.8, 0.1, 3.7): Return: 11.56%, Hit Ratio: 71.43%, Max Drawdown: 2.2%
(65, 0.8, 0.1, 3.3): Return: 11.55%, Hit Ratio: 71.25%, Max Drawdown: 2.2%
(65, 0.8, 0.1, 3.4): Return: 11.55%, Hit Ratio: 71.25%, Max Drawdown: 2.2%
(65, 0.8, 0.1, 3.5): Return: 11.55%, Hit Ratio: 71.25%, Max Drawdown: 2.2%
(65, 0.8, 0.1, 3.6): Return: 11.55%, Hit Ratio: 70.89%, Max Drawdown: 2.2%
(65, 0.8, 0.1, 3.7): Return: 11.55%, Hit Ratio: 71.79%, Max Drawdown: 2.2%
(60, 0.8, 0.1, 3.3): Return: 11.55%, Hit Ratio: 73.08%, Max Drawdown: 2.2%
(60, 0.8, 0.1, 3.4): Return: 11.55%, Hit Ratio: 73.08%, Max Drawdown: 2.2%
(60, 0.8, 0.1, 3.5): Return: 11.55%, Hit Ratio: 73.08%, Max Drawdown: 2.2%
(60, 0.8, 0.1, 3.6): Return: 11.55%, Hit Ratio: 72.73%, Max Drawdown: 2.2%
(60, 0.8, 0.1, 3.7): Return: 11.55%, Hit Ratio: 72.73%, Max Drawdown: 2.2%
(60, 0.8, 0.2, 3.3): Return: 11.55%, Hit Ratio: 73.08%, Max Drawdown: 2.2%
(60, 0.8, 0.2, 3.4): Return: 11.55%, Hit Ratio: 73.08%, Max Drawdown: 2.2%
(60, 0.8, 0.2, 3.5): Return: 11.55%, Hit Ratio: 73.08%, Max Drawdown: 2.2%
(60, 0.8, 0.2, 3.6): Return: 11.55%, Hit Ratio: 72.73%, Max Drawdown: 2.2%
(60, 0.8, 0.2, 3.7): Return: 11.55%, Hit Ratio: 72.73%, Max Drawdown: 2.2%
(65, 0.8, 0.1, 3.3): Return: 11.55%, Hit Ratio: 71.25%, Max Drawdown: 2.2%
(65, 0.8, 0.1, 3.4): Return: 11.55%, Hit Ratio: 71.25%, Max Drawdown: 2.2%
(65, 0.8, 0.1, 3.5): Return: 11.55%, Hit Ratio: 71.25%, Max Drawdown: 2.2%
(65, 0.8, 0.1, 3.6): Return: 11.55%, Hit Ratio: 70.89%, Max Drawdown: 2.2%
(65, 0.8, 0.1, 3.7): Return: 11.55%, Hit Ratio: 71.79%, Max Drawdown: 2.2%
(70, 0.8, -0.1, 3.5): Return: 11.55%, Hit Ratio: 73.97%, Max Drawdown: 2.2%
(70, 0.8, -0.1, 3.6): Return: 11.55%, Hit Ratio: 73.97%, Max Drawdown: 2.2%
(70, 0.8, -0.1, 3.7): Return: 11.55%, Hit Ratio: 73.97%, Max Drawdown: 2.2%
(70, 0.8, 0.0, 3.5): Return: 11.55%, Hit Ratio: 73.33%, Max Drawdown: 2.2%
