(Lookback, Entry, Exit, Stop-loss)
Best HPs: (70, 0.9, 0.1, 2.7), Return: 11.84%, Hit Ratio: 46.09%, Max Drawdown: 2.59%
(70, 0.9, 0.1, 2.7): Return: 11.84%, Hit Ratio: 46.09%, Max Drawdown: 2.59%
(70, 0.9, 0.1, 2.6): Return: 11.72%, Hit Ratio: 46.88%, Max Drawdown: 2.59%
(70, 0.9, -0.1, 2.7): Return: 11.71%, Hit Ratio: 43.09%, Max Drawdown: 2.41%
(65, 0.9, 0.1, 2.6): Return: 11.69%, Hit Ratio: 47.66%, Max Drawdown: 2.68%
(65, 0.9, 0.1, 2.6): Return: 11.69%, Hit Ratio: 47.66%, Max Drawdown: 2.68%
(70, 0.9, -0.1, 2.6): Return: 11.58%, Hit Ratio: 43.9%, Max Drawdown: 2.41%
(65, 0.9, 0.1, 2.5): Return: 11.56%, Hit Ratio: 49.22%, Max Drawdown: 2.68%
(65, 0.9, 0.1, 2.5): Return: 11.56%, Hit Ratio: 49.22%, Max Drawdown: 2.68%
(70, 0.9, 0.2, 2.7): Return: 11.49%, Hit Ratio: 46.97%, Max Drawdown: 2.52%
(70, 0.9, 0.2, 2.6): Return: 11.37%, Hit Ratio: 47.73%, Max Drawdown: 2.52%
(70, 0.9, 0.0, 2.7): Return: 11.28%, Hit Ratio: 43.31%, Max Drawdown: 2.63%
(70, 1.0, 0.1, 2.6): Return: 11.28%, Hit Ratio: 48.62%, Max Drawdown: 2.42%
(70, 1.0, 0.1, 2.7): Return: 11.24%, Hit Ratio: 48.18%, Max Drawdown: 2.42%
(70, 0.9, 0.0, 2.6): Return: 11.16%, Hit Ratio: 44.09%, Max Drawdown: 2.63%
(65, 0.9, 0.1, 2.4): Return: 11.14%, Hit Ratio: 49.21%, Max Drawdown: 2.68%
(65, 0.9, 0.1, 2.4): Return: 11.14%, Hit Ratio: 49.21%, Max Drawdown: 2.68%
(70, 1.0, 0.2, 2.6): Return: 11.12%, Hit Ratio: 49.11%, Max Drawdown: 2.46%
(70, 0.9, 0.1, 2.4): Return: 11.11%, Hit Ratio: 47.62%, Max Drawdown: 2.59%
(70, 0.9, 0.1, 2.5): Return: 11.11%, Hit Ratio: 47.62%, Max Drawdown: 2.59%
(65, 1.0, 0.1, 2.5): Return: 11.1%, Hit Ratio: 49.54%, Max Drawdown: 2.43%
(65, 1.0, 0.1, 2.5): Return: 11.1%, Hit Ratio: 49.54%, Max Drawdown: 2.43%
(70, 1.0, 0.2, 2.7): Return: 11.08%, Hit Ratio: 48.67%, Max Drawdown: 2.46%
(65, 1.0, 0.1, 2.6): Return: 11.05%, Hit Ratio: 48.65%, Max Drawdown: 2.43%
(65, 1.0, 0.1, 2.6): Return: 11.05%, Hit Ratio: 48.65%, Max Drawdown: 2.43%
(70, 1.0, -0.1, 2.6): Return: 11.0%, Hit Ratio: 44.76%, Max Drawdown: 2.24%
(65, 0.9, 0.1, 2.3): Return: 10.99%, Hit Ratio: 49.19%, Max Drawdown: 2.68%
(65, 0.9, 0.1, 2.3): Return: 10.99%, Hit Ratio: 49.19%, Max Drawdown: 2.68%
(70, 0.9, -0.1, 2.3): Return: 10.97%, Hit Ratio: 45.0%, Max Drawdown: 2.41%
(70, 0.9, -0.1, 2.4): Return: 10.97%, Hit Ratio: 44.63%, Max Drawdown: 2.41%
(70, 0.9, -0.1, 2.5): Return: 10.97%, Hit Ratio: 44.63%, Max Drawdown: 2.41%
(70, 0.9, 0.1, 2.3): Return: 10.97%, Hit Ratio: 47.58%, Max Drawdown: 2.59%
(70, 1.0, -0.1, 2.7): Return: 10.96%, Hit Ratio: 44.34%, Max Drawdown: 2.24%
(65, 0.9, -0.1, 2.6): Return: 10.91%, Hit Ratio: 44.26%, Max Drawdown: 2.53%
(65, 0.9, -0.1, 2.6): Return: 10.91%, Hit Ratio: 44.26%, Max Drawdown: 2.53%
(65, 0.8, 0.1, 2.5): Return: 10.86%, Hit Ratio: 49.66%, Max Drawdown: 2.66%
(65, 0.8, 0.1, 2.5): Return: 10.86%, Hit Ratio: 49.66%, Max Drawdown: 2.66%
(65, 1.0, -0.1, 2.5): Return: 10.84%, Hit Ratio: 46.15%, Max Drawdown: 2.25%
(65, 1.0, -0.1, 2.5): Return: 10.84%, Hit Ratio: 46.15%, Max Drawdown: 2.25%
(65, 1.0, -0.1, 2.6): Return: 10.8%, Hit Ratio: 45.28%, Max Drawdown: 2.25%
(65, 1.0, -0.1, 2.6): Return: 10.8%, Hit Ratio: 45.28%, Max Drawdown: 2.25%
(65, 0.9, -0.1, 2.5): Return: 10.77%, Hit Ratio: 45.9%, Max Drawdown: 2.53%
(65, 0.9, -0.1, 2.5): Return: 10.77%, Hit Ratio: 45.9%, Max Drawdown: 2.53%
(70, 0.9, 0.2, 2.4): Return: 10.76%, Hit Ratio: 48.46%, Max Drawdown: 2.52%
(70, 0.9, 0.2, 2.5): Return: 10.76%, Hit Ratio: 48.46%, Max Drawdown: 2.52%
(65, 0.9, 0.0, 2.6): Return: 10.71%, Hit Ratio: 44.44%, Max Drawdown: 2.86%
(65, 0.9, 0.0, 2.6): Return: 10.71%, Hit Ratio: 44.44%, Max Drawdown: 2.86%
(65, 0.8, 0.1, 2.6): Return: 10.69%, Hit Ratio: 47.97%, Max Drawdown: 2.66%
(65, 0.8, 0.1, 2.6): Return: 10.69%, Hit Ratio: 47.97%, Max Drawdown: 2.66%
(70, 0.8, -0.1, 2.7): Return: 10.68%, Hit Ratio: 44.2%, Max Drawdown: 2.46%
(70, 0.9, -0.2, 2.7): Return: 10.68%, Hit Ratio: 42.98%, Max Drawdown: 2.38%
(65, 1.0, 0.1, 2.4): Return: 10.67%, Hit Ratio: 49.53%, Max Drawdown: 2.43%
(65, 1.0, 0.1, 2.4): Return: 10.67%, Hit Ratio: 49.53%, Max Drawdown: 2.43%
(60, 1.0, 0.1, 2.4): Return: 10.66%, Hit Ratio: 47.27%, Max Drawdown: 2.43%
(70, 1.0, 0.1, 2.4): Return: 10.66%, Hit Ratio: 49.53%, Max Drawdown: 2.42%
(70, 1.0, 0.1, 2.5): Return: 10.66%, Hit Ratio: 49.53%, Max Drawdown: 2.42%
(60, 1.0, 0.1, 2.5): Return: 10.64%, Hit Ratio: 46.85%, Max Drawdown: 2.43%
(70, 1.0, 0.0, 2.6): Return: 10.63%, Hit Ratio: 46.3%, Max Drawdown: 2.46%
