(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
Best HPs: (30, 1.5, 2, -0.5, -0.5, 3, 2.5), Return: 0.41%, Hit Ratio: 54.17%, Max Drawdown: 0.29%
(30, 1.5, 2, -0.5, -0.5, 3, 2.5): Return: 0.41%, Hit Ratio: 54.17%, Max Drawdown: 0.29%
(30, 1.5, 2, -0.5, -0.5, 3.5, 2.5): Return: 0.41%, Hit Ratio: 53.06%, Max Drawdown: 0.29%
(30, 1.5, 2, -0.5, -0.5, 3, 3): Return: 0.36%, Hit Ratio: 51.02%, Max Drawdown: 0.29%
(30, 1.5, 2, -0.5, -0.5, 3, 3.5): Return: 0.36%, Hit Ratio: 51.02%, Max Drawdown: 0.29%
(30, 1.5, 2, -0.5, -0.5, 3.5, 3): Return: 0.36%, Hit Ratio: 50.0%, Max Drawdown: 0.29%
(30, 1.5, 2, -0.5, -0.5, 3.5, 3.5): Return: 0.36%, Hit Ratio: 50.0%, Max Drawdown: 0.29%
(30, 1.5, 2, -0.5, -0.5, 2.5, 2.5): Return: 0.33%, Hit Ratio: 54.35%, Max Drawdown: 0.29%
(30, 1.5, 2, -0.5, 0.5, 3, 2.5): Return: 0.3%, Hit Ratio: 48.98%, Max Drawdown: 0.31%
(30, 1.5, 2, -0.5, 0.5, 3.5, 2.5): Return: 0.3%, Hit Ratio: 48.0%, Max Drawdown: 0.3%
(30, 1.5, 2, -0.5, -0.5, 2.5, 3): Return: 0.29%, Hit Ratio: 51.06%, Max Drawdown: 0.29%
(30, 1.5, 2, -0.5, -0.5, 2.5, 3.5): Return: 0.29%, Hit Ratio: 51.06%, Max Drawdown: 0.29%
(100, 1, 2, -0.5, -0.5, 3, 2.5): Return: 0.28%, Hit Ratio: 54.55%, Max Drawdown: 0.35%
(100, 1, 2, -0.5, -0.5, 3, 3): Return: 0.28%, Hit Ratio: 54.55%, Max Drawdown: 0.35%
(100, 1, 2, -0.5, -0.5, 3, 3.5): Return: 0.28%, Hit Ratio: 54.55%, Max Drawdown: 0.35%
(60, 1.5, 2, -0.5, -0.5, 3, 2.5): Return: 0.27%, Hit Ratio: 59.57%, Max Drawdown: 0.29%
(100, 1.5, 2, -0.5, -0.5, 3, 2.5): Return: 0.26%, Hit Ratio: 59.18%, Max Drawdown: 0.35%
(100, 1.5, 2, -0.5, -0.5, 3, 3): Return: 0.26%, Hit Ratio: 59.18%, Max Drawdown: 0.35%
(100, 1.5, 2, -0.5, -0.5, 3, 3.5): Return: 0.26%, Hit Ratio: 59.18%, Max Drawdown: 0.35%
(30, 1.5, 2, -0.5, 0.5, 3, 3): Return: 0.25%, Hit Ratio: 47.06%, Max Drawdown: 0.36%
(30, 1.5, 2, -0.5, 0.5, 3, 3.5): Return: 0.25%, Hit Ratio: 47.06%, Max Drawdown: 0.36%
(30, 1.5, 2, -0.5, 0.5, 3.5, 3): Return: 0.25%, Hit Ratio: 46.15%, Max Drawdown: 0.35%
(30, 1.5, 2, -0.5, 0.5, 3.5, 3.5): Return: 0.25%, Hit Ratio: 46.15%, Max Drawdown: 0.35%
(60, 1.5, 2, -0.5, -0.5, 3, 3): Return: 0.25%, Hit Ratio: 57.45%, Max Drawdown: 0.29%
(60, 1.5, 2, -0.5, -0.5, 3, 3.5): Return: 0.25%, Hit Ratio: 57.45%, Max Drawdown: 0.29%
(60, 1.5, 2, -0.5, -0.5, 3.5, 2.5): Return: 0.25%, Hit Ratio: 58.33%, Max Drawdown: 0.29%
(60, 1.5, 2, -0.5, 0.5, 3, 2.5): Return: 0.25%, Hit Ratio: 54.0%, Max Drawdown: 0.29%
(30, 1.5, 2, -0.5, 0, 3, 2.5): Return: 0.23%, Hit Ratio: 51.02%, Max Drawdown: 0.3%
(30, 1.5, 2, -0.5, 0, 3.5, 2.5): Return: 0.23%, Hit Ratio: 50.0%, Max Drawdown: 0.3%
(60, 1.5, 2, -0.5, -0.5, 3.5, 3): Return: 0.23%, Hit Ratio: 56.25%, Max Drawdown: 0.29%
(60, 1.5, 2, -0.5, -0.5, 3.5, 3.5): Return: 0.23%, Hit Ratio: 56.25%, Max Drawdown: 0.29%
(60, 1.5, 2, -0.5, 0, 3, 2.5): Return: 0.23%, Hit Ratio: 62.5%, Max Drawdown: 0.29%
(100, 1.5, 2, -0.5, 0.5, 3, 2.5): Return: 0.23%, Hit Ratio: 52.94%, Max Drawdown: 0.35%
(100, 1.5, 2, -0.5, 0.5, 3, 3): Return: 0.23%, Hit Ratio: 52.94%, Max Drawdown: 0.35%
(100, 1.5, 2, -0.5, 0.5, 3, 3.5): Return: 0.23%, Hit Ratio: 52.94%, Max Drawdown: 0.35%
(30, 1.5, 2, -0.5, 0.5, 2.5, 2.5): Return: 0.22%, Hit Ratio: 48.94%, Max Drawdown: 0.29%
(60, 1.5, 2, -0.5, 0.5, 3, 3): Return: 0.21%, Hit Ratio: 52.94%, Max Drawdown: 0.32%
(60, 1.5, 2, -0.5, 0.5, 3, 3.5): Return: 0.21%, Hit Ratio: 52.94%, Max Drawdown: 0.32%
(60, 1.5, 2, -0.5, 0.5, 3.5, 2.5): Return: 0.21%, Hit Ratio: 50.98%, Max Drawdown: 0.31%
(60, 1.5, 2, -0.5, 0, 3.5, 2.5): Return: 0.2%, Hit Ratio: 59.18%, Max Drawdown: 0.29%
(100, 1, 1.5, -0.5, -0.5, 3, 2.5): Return: 0.2%, Hit Ratio: 50.57%, Max Drawdown: 0.46%
(100, 1, 1.5, -0.5, -0.5, 3, 3): Return: 0.2%, Hit Ratio: 50.57%, Max Drawdown: 0.46%
(100, 1, 1.5, -0.5, -0.5, 3, 3.5): Return: 0.2%, Hit Ratio: 50.57%, Max Drawdown: 0.46%
(60, 1.5, 2, -0.5, 0, 3, 3): Return: 0.19%, Hit Ratio: 61.22%, Max Drawdown: 0.31%
(60, 1.5, 2, -0.5, 0, 3, 3.5): Return: 0.19%, Hit Ratio: 61.22%, Max Drawdown: 0.31%
(100, 1, 2, -0.5, -0.5, 3.5, 2.5): Return: 0.19%, Hit Ratio: 53.16%, Max Drawdown: 0.35%
(100, 1, 2, -0.5, -0.5, 3.5, 3): Return: 0.19%, Hit Ratio: 53.16%, Max Drawdown: 0.35%
(100, 1, 2, -0.5, -0.5, 3.5, 3.5): Return: 0.19%, Hit Ratio: 53.16%, Max Drawdown: 0.35%
(100, 1.5, 1.5, -0.5, 0.5, 3, 2.5): Return: 0.19%, Hit Ratio: 47.69%, Max Drawdown: 0.5%
(100, 1.5, 1.5, -0.5, 0.5, 3, 3): Return: 0.19%, Hit Ratio: 47.69%, Max Drawdown: 0.5%
(100, 1.5, 1.5, -0.5, 0.5, 3, 3.5): Return: 0.19%, Hit Ratio: 47.69%, Max Drawdown: 0.5%
(30, 1.5, 2, -0.5, 0, 3, 3): Return: 0.18%, Hit Ratio: 49.02%, Max Drawdown: 0.35%
(30, 1.5, 2, -0.5, 0, 3, 3.5): Return: 0.18%, Hit Ratio: 49.02%, Max Drawdown: 0.35%
(30, 1.5, 2, -0.5, 0, 3.5, 3): Return: 0.18%, Hit Ratio: 48.08%, Max Drawdown: 0.34%
(30, 1.5, 2, -0.5, 0, 3.5, 3.5): Return: 0.18%, Hit Ratio: 48.08%, Max Drawdown: 0.34%
(30, 1.5, 2, -0.5, 0.5, 2.5, 3): Return: 0.18%, Hit Ratio: 46.94%, Max Drawdown: 0.32%
(30, 1.5, 2, -0.5, 0.5, 2.5, 3.5): Return: 0.18%, Hit Ratio: 46.94%, Max Drawdown: 0.32%
(60, 1.5, 2, -0.5, -0.5, 2.5, 2.5): Return: 0.17%, Hit Ratio: 56.82%, Max Drawdown: 0.31%
(60, 1.5, 2, -0.5, 0.5, 3.5, 3): Return: 0.17%, Hit Ratio: 50.0%, Max Drawdown: 0.35%
(60, 1.5, 2, -0.5, 0.5, 3.5, 3.5): Return: 0.17%, Hit Ratio: 50.0%, Max Drawdown: 0.35%
(100, 1.5, 2, -0.5, -0.5, 3.5, 2.5): Return: 0.17%, Hit Ratio: 56.86%, Max Drawdown: 0.35%
(100, 1.5, 2, -0.5, -0.5, 3.5, 3): Return: 0.17%, Hit Ratio: 56.86%, Max Drawdown: 0.35%
(100, 1.5, 2, -0.5, -0.5, 3.5, 3.5): Return: 0.17%, Hit Ratio: 56.86%, Max Drawdown: 0.35%
(30, 1.5, 2, -0.5, 0, 2.5, 2.5): Return: 0.16%, Hit Ratio: 51.06%, Max Drawdown: 0.29%
(60, 1.5, 2, -0.5, 0, 3.5, 3): Return: 0.16%, Hit Ratio: 58.0%, Max Drawdown: 0.33%
(60, 1.5, 2, -0.5, 0, 3.5, 3.5): Return: 0.16%, Hit Ratio: 58.0%, Max Drawdown: 0.33%
(100, 1, 1.5, -0.5, 0.5, 3, 2.5): Return: 0.16%, Hit Ratio: 49.02%, Max Drawdown: 0.53%
(100, 1, 1.5, -0.5, 0.5, 3, 3): Return: 0.16%, Hit Ratio: 49.02%, Max Drawdown: 0.53%
(100, 1, 1.5, -0.5, 0.5, 3, 3.5): Return: 0.16%, Hit Ratio: 49.02%, Max Drawdown: 0.53%
(60, 1.5, 2, -0.5, -0.5, 2.5, 3): Return: 0.15%, Hit Ratio: 54.55%, Max Drawdown: 0.31%
(60, 1.5, 2, -0.5, -0.5, 2.5, 3.5): Return: 0.15%, Hit Ratio: 54.55%, Max Drawdown: 0.31%
(100, 1, 2, -0.5, 0.5, 3, 2.5): Return: 0.15%, Hit Ratio: 49.45%, Max Drawdown: 0.39%
(100, 1, 2, -0.5, 0.5, 3, 3): Return: 0.15%, Hit Ratio: 49.45%, Max Drawdown: 0.39%
(100, 1, 2, -0.5, 0.5, 3, 3.5): Return: 0.15%, Hit Ratio: 49.45%, Max Drawdown: 0.39%
(100, 1.5, 2, -0.5, 0, 3, 2.5): Return: 0.15%, Hit Ratio: 60.0%, Max Drawdown: 0.37%
(100, 1.5, 2, -0.5, 0, 3, 3): Return: 0.15%, Hit Ratio: 60.0%, Max Drawdown: 0.37%
(100, 1.5, 2, -0.5, 0, 3, 3.5): Return: 0.15%, Hit Ratio: 60.0%, Max Drawdown: 0.37%
(30, 2, 2, -0.5, -0.5, 3, 2.5): Return: 0.14%, Hit Ratio: 58.33%, Max Drawdown: 0.14%
(30, 2, 2, -0.5, -0.5, 3.5, 2.5): Return: 0.14%, Hit Ratio: 56.0%, Max Drawdown: 0.14%
(60, 1.5, 2, -0.5, 0.5, 2.5, 2.5): Return: 0.14%, Hit Ratio: 51.06%, Max Drawdown: 0.29%
(100, 1.5, 2, -0.5, 0.5, 3.5, 2.5): Return: 0.14%, Hit Ratio: 50.94%, Max Drawdown: 0.41%
(100, 1.5, 2, -0.5, 0.5, 3.5, 3): Return: 0.14%, Hit Ratio: 50.94%, Max Drawdown: 0.41%
(100, 1.5, 2, -0.5, 0.5, 3.5, 3.5): Return: 0.14%, Hit Ratio: 50.94%, Max Drawdown: 0.41%
(60, 1.5, 2, -0.5, 0, 2.5, 2.5): Return: 0.13%, Hit Ratio: 60.0%, Max Drawdown: 0.29%
(30, 1.5, 2, -0.5, 0, 2.5, 3): Return: 0.11%, Hit Ratio: 48.98%, Max Drawdown: 0.32%
(30, 1.5, 2, -0.5, 0, 2.5, 3.5): Return: 0.11%, Hit Ratio: 48.98%, Max Drawdown: 0.32%
(30, 1.5, 2, 0, -0.5, 3.5, 2.5): Return: 0.11%, Hit Ratio: 54.72%, Max Drawdown: 0.41%
