(Lookback, Entry, Exit, Stop-loss)
Best HPs: (60, 2.0, 0.5, 3.4), Return: 0.29%, Hit Ratio: 53.57%, Max Drawdown: 0.04%
(60, 2.0, 0.5, 3.4): Return: 0.29%, Hit Ratio: 53.57%, Max Drawdown: 0.04%
(60, 2.0, 0.5, 3.5): Return: 0.29%, Hit Ratio: 54.84%, Max Drawdown: 0.04%
(60, 2.0, 0.5, 3.6): Return: 0.29%, Hit Ratio: 54.84%, Max Drawdown: 0.04%
(60, 2.0, 0.5, 3.7): Return: 0.29%, Hit Ratio: 56.25%, Max Drawdown: 0.04%
(60, 2.0, 0.6, 3.4): Return: 0.29%, Hit Ratio: 55.17%, Max Drawdown: 0.04%
(60, 2.0, 0.6, 3.5): Return: 0.29%, Hit Ratio: 56.25%, Max Drawdown: 0.04%
(60, 2.0, 0.6, 3.6): Return: 0.29%, Hit Ratio: 56.25%, Max Drawdown: 0.04%
(60, 2.0, 0.6, 3.7): Return: 0.29%, Hit Ratio: 57.58%, Max Drawdown: 0.04%
(65, 2.0, 0.6, 3.5): Return: 0.28%, Hit Ratio: 51.61%, Max Drawdown: 0.04%
(65, 2.0, 0.6, 3.6): Return: 0.28%, Hit Ratio: 54.55%, Max Drawdown: 0.04%
(65, 2.0, 0.6, 3.7): Return: 0.28%, Hit Ratio: 54.55%, Max Drawdown: 0.04%
(65, 2.0, 0.6, 3.5): Return: 0.28%, Hit Ratio: 51.61%, Max Drawdown: 0.04%
(65, 2.0, 0.6, 3.6): Return: 0.28%, Hit Ratio: 54.55%, Max Drawdown: 0.04%
(65, 2.0, 0.6, 3.7): Return: 0.28%, Hit Ratio: 54.55%, Max Drawdown: 0.04%
(65, 2.1, 0.6, 3.5): Return: 0.27%, Hit Ratio: 50.0%, Max Drawdown: 0.04%
(65, 2.1, 0.6, 3.6): Return: 0.27%, Hit Ratio: 53.33%, Max Drawdown: 0.04%
(65, 2.1, 0.6, 3.7): Return: 0.27%, Hit Ratio: 53.33%, Max Drawdown: 0.04%
(65, 2.1, 0.6, 3.5): Return: 0.27%, Hit Ratio: 50.0%, Max Drawdown: 0.04%
(65, 2.1, 0.6, 3.6): Return: 0.27%, Hit Ratio: 53.33%, Max Drawdown: 0.04%
(65, 2.1, 0.6, 3.7): Return: 0.27%, Hit Ratio: 53.33%, Max Drawdown: 0.04%
(65, 1.9, 0.6, 3.5): Return: 0.25%, Hit Ratio: 51.43%, Max Drawdown: 0.04%
(65, 1.9, 0.6, 3.6): Return: 0.25%, Hit Ratio: 54.05%, Max Drawdown: 0.04%
(65, 1.9, 0.6, 3.7): Return: 0.25%, Hit Ratio: 54.05%, Max Drawdown: 0.04%
(65, 2.0, 0.7, 3.5): Return: 0.25%, Hit Ratio: 51.61%, Max Drawdown: 0.04%
(65, 2.0, 0.7, 3.6): Return: 0.25%, Hit Ratio: 54.55%, Max Drawdown: 0.04%
(65, 2.0, 0.7, 3.7): Return: 0.25%, Hit Ratio: 54.55%, Max Drawdown: 0.04%
(65, 1.9, 0.6, 3.5): Return: 0.25%, Hit Ratio: 51.43%, Max Drawdown: 0.04%
(65, 1.9, 0.6, 3.6): Return: 0.25%, Hit Ratio: 54.05%, Max Drawdown: 0.04%
(65, 1.9, 0.6, 3.7): Return: 0.25%, Hit Ratio: 54.05%, Max Drawdown: 0.04%
(65, 2.0, 0.7, 3.5): Return: 0.25%, Hit Ratio: 51.61%, Max Drawdown: 0.04%
(65, 2.0, 0.7, 3.6): Return: 0.25%, Hit Ratio: 54.55%, Max Drawdown: 0.04%
(65, 2.0, 0.7, 3.7): Return: 0.25%, Hit Ratio: 54.55%, Max Drawdown: 0.04%
(70, 2.0, 0.6, 3.7): Return: 0.25%, Hit Ratio: 50.0%, Max Drawdown: 0.04%
(70, 2.1, 0.6, 3.5): Return: 0.25%, Hit Ratio: 46.43%, Max Drawdown: 0.04%
(70, 2.1, 0.6, 3.6): Return: 0.25%, Hit Ratio: 46.43%, Max Drawdown: 0.04%
(70, 2.1, 0.6, 3.7): Return: 0.25%, Hit Ratio: 48.28%, Max Drawdown: 0.04%
(65, 2.1, 0.7, 3.5): Return: 0.24%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(65, 2.1, 0.7, 3.6): Return: 0.24%, Hit Ratio: 53.33%, Max Drawdown: 0.03%
(65, 2.1, 0.7, 3.7): Return: 0.24%, Hit Ratio: 53.33%, Max Drawdown: 0.03%
(60, 1.9, 0.5, 3.7): Return: 0.24%, Hit Ratio: 54.05%, Max Drawdown: 0.06%
(60, 1.9, 0.6, 3.7): Return: 0.24%, Hit Ratio: 55.26%, Max Drawdown: 0.06%
(65, 2.1, 0.7, 3.5): Return: 0.24%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(65, 2.1, 0.7, 3.6): Return: 0.24%, Hit Ratio: 53.33%, Max Drawdown: 0.03%
(65, 2.1, 0.7, 3.7): Return: 0.24%, Hit Ratio: 53.33%, Max Drawdown: 0.03%
(70, 2.0, 0.6, 3.5): Return: 0.24%, Hit Ratio: 48.48%, Max Drawdown: 0.04%
(70, 2.0, 0.6, 3.6): Return: 0.24%, Hit Ratio: 48.48%, Max Drawdown: 0.04%
(60, 1.9, 0.5, 3.4): Return: 0.23%, Hit Ratio: 51.52%, Max Drawdown: 0.06%
(60, 1.9, 0.5, 3.5): Return: 0.23%, Hit Ratio: 52.78%, Max Drawdown: 0.06%
(60, 1.9, 0.5, 3.6): Return: 0.23%, Hit Ratio: 52.78%, Max Drawdown: 0.06%
(60, 1.9, 0.6, 3.4): Return: 0.23%, Hit Ratio: 52.94%, Max Drawdown: 0.06%
(60, 1.9, 0.6, 3.5): Return: 0.23%, Hit Ratio: 54.05%, Max Drawdown: 0.06%
(60, 1.9, 0.6, 3.6): Return: 0.23%, Hit Ratio: 54.05%, Max Drawdown: 0.06%
(60, 2.1, 0.6, 3.7): Return: 0.23%, Hit Ratio: 58.62%, Max Drawdown: 0.04%
