(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
Best HPs: (60, 1, 1, -0.5, 0, 3, 3), Return: 1.76%, Hit Ratio: 79.12%, Max Drawdown: 0.03%
(30, 1, 1, -0.5, -0.5, 2.5, 2.5): Return: 0.55%, Hit Ratio: 75.25%, Max Drawdown: 0.3%
(30, 1, 1, -0.5, -0.5, 2.5, 3): Return: 0.59%, Hit Ratio: 75.0%, Max Drawdown: 0.3%
(30, 1, 1, -0.5, -0.5, 2.5, 3.5): Return: 0.59%, Hit Ratio: 75.0%, Max Drawdown: 0.3%
(30, 1, 1, -0.5, -0.5, 3, 2.5): Return: 0.19%, Hit Ratio: 78.35%, Max Drawdown: 0.37%
(30, 1, 1, -0.5, -0.5, 3, 3): Return: 0.29%, Hit Ratio: 78.35%, Max Drawdown: 0.37%
(30, 1, 1, -0.5, -0.5, 3, 3.5): Return: 0.29%, Hit Ratio: 78.35%, Max Drawdown: 0.37%
(30, 1, 1, -0.5, -0.5, 3.5, 2.5): Return: 0.19%, Hit Ratio: 78.12%, Max Drawdown: 0.37%
(30, 1, 1, -0.5, -0.5, 3.5, 3): Return: 0.29%, Hit Ratio: 78.12%, Max Drawdown: 0.37%
(30, 1, 1, -0.5, -0.5, 3.5, 3.5): Return: 0.29%, Hit Ratio: 78.12%, Max Drawdown: 0.37%
(30, 1, 1, -0.5, 0, 2.5, 2.5): Return: 0.79%, Hit Ratio: 74.55%, Max Drawdown: 0.07%
(30, 1, 1, -0.5, 0, 2.5, 3): Return: 0.84%, Hit Ratio: 74.31%, Max Drawdown: 0.04%
(30, 1, 1, -0.5, 0, 2.5, 3.5): Return: 0.84%, Hit Ratio: 74.31%, Max Drawdown: 0.04%
(30, 1, 1, -0.5, 0, 3, 2.5): Return: 0.44%, Hit Ratio: 76.64%, Max Drawdown: 0.37%
(30, 1, 1, -0.5, 0, 3, 3): Return: 0.53%, Hit Ratio: 76.64%, Max Drawdown: 0.37%
(30, 1, 1, -0.5, 0, 3, 3.5): Return: 0.53%, Hit Ratio: 76.64%, Max Drawdown: 0.37%
(30, 1, 1, -0.5, 0, 3.5, 2.5): Return: 0.43%, Hit Ratio: 76.64%, Max Drawdown: 0.37%
(30, 1, 1, -0.5, 0, 3.5, 3): Return: 0.53%, Hit Ratio: 76.64%, Max Drawdown: 0.37%
(30, 1, 1, -0.5, 0, 3.5, 3.5): Return: 0.53%, Hit Ratio: 76.64%, Max Drawdown: 0.37%
(30, 1, 1, -0.5, 0.5, 2.5, 2.5): Return: 0.58%, Hit Ratio: 70.77%, Max Drawdown: 0.07%
(30, 1, 1, -0.5, 0.5, 2.5, 3): Return: 0.62%, Hit Ratio: 70.77%, Max Drawdown: 0.06%
(30, 1, 1, -0.5, 0.5, 2.5, 3.5): Return: 0.6%, Hit Ratio: 70.77%, Max Drawdown: 0.06%
(30, 1, 1, -0.5, 0.5, 3, 2.5): Return: 0.23%, Hit Ratio: 70.87%, Max Drawdown: 0.37%
(30, 1, 1, -0.5, 0.5, 3, 3): Return: 0.32%, Hit Ratio: 71.09%, Max Drawdown: 0.37%
(30, 1, 1, -0.5, 0.5, 3, 3.5): Return: 0.3%, Hit Ratio: 71.09%, Max Drawdown: 0.37%
(30, 1, 1, -0.5, 0.5, 3.5, 2.5): Return: 0.22%, Hit Ratio: 70.87%, Max Drawdown: 0.37%
(30, 1, 1, -0.5, 0.5, 3.5, 3): Return: 0.32%, Hit Ratio: 71.09%, Max Drawdown: 0.37%
(30, 1, 1, -0.5, 0.5, 3.5, 3.5): Return: 0.29%, Hit Ratio: 71.09%, Max Drawdown: 0.37%
(30, 1, 1, 0, -0.5, 2.5, 2.5): Return: 0.72%, Hit Ratio: 73.87%, Max Drawdown: 0.07%
(30, 1, 1, 0, -0.5, 2.5, 3): Return: 0.77%, Hit Ratio: 73.64%, Max Drawdown: 0.04%
(30, 1, 1, 0, -0.5, 2.5, 3.5): Return: 0.77%, Hit Ratio: 73.64%, Max Drawdown: 0.04%
(30, 1, 1, 0, -0.5, 3, 2.5): Return: 0.37%, Hit Ratio: 75.0%, Max Drawdown: 0.37%
(30, 1, 1, 0, -0.5, 3, 3): Return: 0.46%, Hit Ratio: 75.0%, Max Drawdown: 0.37%
(30, 1, 1, 0, -0.5, 3, 3.5): Return: 0.47%, Hit Ratio: 75.0%, Max Drawdown: 0.37%
(30, 1, 1, 0, -0.5, 3.5, 2.5): Return: 0.37%, Hit Ratio: 75.0%, Max Drawdown: 0.37%
(30, 1, 1, 0, -0.5, 3.5, 3): Return: 0.46%, Hit Ratio: 75.0%, Max Drawdown: 0.37%
(30, 1, 1, 0, -0.5, 3.5, 3.5): Return: 0.47%, Hit Ratio: 75.0%, Max Drawdown: 0.37%
(30, 1, 1, 0, 0, 2.5, 2.5): Return: 0.72%, Hit Ratio: 73.91%, Max Drawdown: 0.07%
(30, 1, 1, 0, 0, 2.5, 3): Return: 0.76%, Hit Ratio: 73.68%, Max Drawdown: 0.04%
(30, 1, 1, 0, 0, 2.5, 3.5): Return: 0.76%, Hit Ratio: 73.68%, Max Drawdown: 0.04%
(30, 1, 1, 0, 0, 3, 2.5): Return: 0.36%, Hit Ratio: 75.0%, Max Drawdown: 0.37%
(30, 1, 1, 0, 0, 3, 3): Return: 0.46%, Hit Ratio: 75.0%, Max Drawdown: 0.37%
(30, 1, 1, 0, 0, 3, 3.5): Return: 0.46%, Hit Ratio: 75.0%, Max Drawdown: 0.37%
(30, 1, 1, 0, 0, 3.5, 2.5): Return: 0.36%, Hit Ratio: 75.0%, Max Drawdown: 0.37%
(30, 1, 1, 0, 0, 3.5, 3): Return: 0.45%, Hit Ratio: 75.0%, Max Drawdown: 0.37%
(30, 1, 1, 0, 0, 3.5, 3.5): Return: 0.46%, Hit Ratio: 75.0%, Max Drawdown: 0.37%
(30, 1, 1, 0, 0.5, 2.5, 2.5): Return: 0.58%, Hit Ratio: 71.43%, Max Drawdown: 0.07%
(30, 1, 1, 0, 0.5, 2.5, 3): Return: 0.62%, Hit Ratio: 71.43%, Max Drawdown: 0.06%
(30, 1, 1, 0, 0.5, 2.5, 3.5): Return: 0.6%, Hit Ratio: 71.43%, Max Drawdown: 0.06%
(30, 1, 1, 0, 0.5, 3, 2.5): Return: 0.23%, Hit Ratio: 71.54%, Max Drawdown: 0.37%
(30, 1, 1, 0, 0.5, 3, 3): Return: 0.32%, Hit Ratio: 71.76%, Max Drawdown: 0.37%
(30, 1, 1, 0, 0.5, 3, 3.5): Return: 0.3%, Hit Ratio: 71.76%, Max Drawdown: 0.37%
(30, 1, 1, 0, 0.5, 3.5, 2.5): Return: 0.22%, Hit Ratio: 71.54%, Max Drawdown: 0.37%
(30, 1, 1, 0, 0.5, 3.5, 3): Return: 0.32%, Hit Ratio: 71.76%, Max Drawdown: 0.37%
(30, 1, 1, 0, 0.5, 3.5, 3.5): Return: 0.29%, Hit Ratio: 71.76%, Max Drawdown: 0.37%
(30, 1, 1, 0.5, -0.5, 2.5, 2.5): Return: 0.65%, Hit Ratio: 70.08%, Max Drawdown: 0.07%
(30, 1, 1, 0.5, -0.5, 2.5, 3): Return: 0.69%, Hit Ratio: 70.08%, Max Drawdown: 0.04%
(30, 1, 1, 0.5, -0.5, 2.5, 3.5): Return: 0.69%, Hit Ratio: 70.08%, Max Drawdown: 0.04%
(30, 1, 1, 0.5, -0.5, 3, 2.5): Return: 0.3%, Hit Ratio: 70.16%, Max Drawdown: 0.37%
(30, 1, 1, 0.5, -0.5, 3, 3): Return: 0.39%, Hit Ratio: 70.4%, Max Drawdown: 0.37%
(30, 1, 1, 0.5, -0.5, 3, 3.5): Return: 0.4%, Hit Ratio: 70.4%, Max Drawdown: 0.37%
(30, 1, 1, 0.5, -0.5, 3.5, 2.5): Return: 0.3%, Hit Ratio: 70.16%, Max Drawdown: 0.37%
(30, 1, 1, 0.5, -0.5, 3.5, 3): Return: 0.39%, Hit Ratio: 70.4%, Max Drawdown: 0.37%
(30, 1, 1, 0.5, -0.5, 3.5, 3.5): Return: 0.4%, Hit Ratio: 70.4%, Max Drawdown: 0.37%
(30, 1, 1, 0.5, 0, 2.5, 2.5): Return: 0.65%, Hit Ratio: 71.09%, Max Drawdown: 0.07%
(30, 1, 1, 0.5, 0, 2.5, 3): Return: 0.69%, Hit Ratio: 71.09%, Max Drawdown: 0.04%
(30, 1, 1, 0.5, 0, 2.5, 3.5): Return: 0.7%, Hit Ratio: 71.09%, Max Drawdown: 0.04%
(30, 1, 1, 0.5, 0, 3, 2.5): Return: 0.3%, Hit Ratio: 72.0%, Max Drawdown: 0.37%
(30, 1, 1, 0.5, 0, 3, 3): Return: 0.4%, Hit Ratio: 72.22%, Max Drawdown: 0.37%
(30, 1, 1, 0.5, 0, 3, 3.5): Return: 0.4%, Hit Ratio: 72.22%, Max Drawdown: 0.37%
(30, 1, 1, 0.5, 0, 3.5, 2.5): Return: 0.3%, Hit Ratio: 72.0%, Max Drawdown: 0.37%
(30, 1, 1, 0.5, 0, 3.5, 3): Return: 0.4%, Hit Ratio: 72.22%, Max Drawdown: 0.37%
(30, 1, 1, 0.5, 0, 3.5, 3.5): Return: 0.4%, Hit Ratio: 72.22%, Max Drawdown: 0.37%
(30, 1, 1, 0.5, 0.5, 2.5, 2.5): Return: 0.52%, Hit Ratio: 71.53%, Max Drawdown: 0.07%
(30, 1, 1, 0.5, 0.5, 2.5, 3): Return: 0.57%, Hit Ratio: 71.53%, Max Drawdown: 0.06%
(30, 1, 1, 0.5, 0.5, 2.5, 3.5): Return: 0.57%, Hit Ratio: 71.53%, Max Drawdown: 0.06%
(30, 1, 1, 0.5, 0.5, 3, 2.5): Return: 0.18%, Hit Ratio: 71.64%, Max Drawdown: 0.37%
(30, 1, 1, 0.5, 0.5, 3, 3): Return: 0.27%, Hit Ratio: 71.85%, Max Drawdown: 0.37%
