(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
Best HPs: (60, 1, 1, -0.5, 0.5, 3, 2.5), Return: 0.1%, Hit Ratio: 52.83%, Max Drawdown: 0.03%
(30, 1, 1, -0.5, -0.5, 2.5, 2.5): Return: 0.06%, Hit Ratio: 52.78%, Max Drawdown: 0.04%
(30, 1, 1, -0.5, -0.5, 2.5, 3): Return: 0.03%, Hit Ratio: 51.75%, Max Drawdown: 0.04%
(30, 1, 1, -0.5, -0.5, 2.5, 3.5): Return: 0.03%, Hit Ratio: 51.75%, Max Drawdown: 0.04%
(30, 1, 1, -0.5, -0.5, 3, 2.5): Return: 0.06%, Hit Ratio: 53.47%, Max Drawdown: 0.04%
(30, 1, 1, -0.5, -0.5, 3, 3): Return: 0.03%, Hit Ratio: 52.45%, Max Drawdown: 0.04%
(30, 1, 1, -0.5, -0.5, 3, 3.5): Return: 0.03%, Hit Ratio: 52.45%, Max Drawdown: 0.04%
(30, 1, 1, -0.5, -0.5, 3.5, 2.5): Return: 0.06%, Hit Ratio: 53.1%, Max Drawdown: 0.04%
(30, 1, 1, -0.5, -0.5, 3.5, 3): Return: 0.03%, Hit Ratio: 52.08%, Max Drawdown: 0.04%
(30, 1, 1, -0.5, -0.5, 3.5, 3.5): Return: 0.03%, Hit Ratio: 52.08%, Max Drawdown: 0.04%
(30, 1, 1, -0.5, 0, 2.5, 2.5): Return: 0.01%, Hit Ratio: 52.9%, Max Drawdown: 0.07%
(30, 1, 1, -0.5, 0, 2.5, 3): Return: -0.04%, Hit Ratio: 51.3%, Max Drawdown: 0.08%
(30, 1, 1, -0.5, 0, 2.5, 3.5): Return: -0.04%, Hit Ratio: 51.3%, Max Drawdown: 0.08%
(30, 1, 1, -0.5, 0, 3, 2.5): Return: 0.01%, Hit Ratio: 52.9%, Max Drawdown: 0.07%
(30, 1, 1, -0.5, 0, 3, 3): Return: -0.04%, Hit Ratio: 51.3%, Max Drawdown: 0.08%
(30, 1, 1, -0.5, 0, 3, 3.5): Return: -0.04%, Hit Ratio: 51.3%, Max Drawdown: 0.08%
